,Kenya,"China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,China,Syrian Arab Republic,Martinique,Belgium,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Yugoslav SFR,Republic of Korea,South Africa,Norway,Rwanda,Portugal,Australia & New Zealand,Barbados,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Cabo Verde,Turkmenistan,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Montserrat,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Libya,Sudan (former),Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,Saint Vincent and the Grenadines,France,Poland,"China, mainland",Russian Federation,Ukraine,Paraguay,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Serbia,Grenada,Armenia,Dominican Republic,Uzbekistan,South Sudan,Namibia,Denmark,Canada,Japan,Bermuda,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Philippines,New Zealand,Bahrain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Nigeria,Czechia,Argentina,Costa Rica,Georgia,India,Guadeloupe,Austria,Niger,Morocco,Bhutan,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Ireland,Albania,Slovakia,Jamaica,Spain,Trinidad and Tobago,Italy,Saint Pierre and Miquelon,Panama,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,1595.0,-1.0,-1.0,100.0,57595.0,-1.0,400.0,-1.0,-1.0,2000.0,-1.0,1200.0,4400.0,6700.0,467.0,3000.0,1691.0,-1.0,2500.0,3835.0,127.0,-1.0,-1.0,20.0,3570.0,-1.0,4.0,-1.0,500.0,-1.0,-1.0,42.0,-1.0,1350.0,-1.0,-1.0,-1.0,4.0,-1.0,650.0,450.0,1800.0,-1.0,2.0,-1.0,-1.0,11005.0,-1.0,3710.0,1000.0,-1.0,1010.0,703.0,-1.0,14933.0,-1.0,1540.0,5400.0,-1.0,-1.0,-1.0,29.0,19238.0,23046.0,56000.0,-1.0,-1.0,330.0,-1.0,2200.0,1475.0,-1.0,-1.0,-1.0,2.0,-1.0,40.0,-1.0,-1,-1.0,1259.0,5945.0,25200.0,10.0,850.0,922.0,615.0,12.0,-1.0,884.0,-1.0,-1.0,1589.0,29271.0,-1.0,50.0,-1.0,-1.0,6000.0,20000.0,-1.0,6530.0,-1.0,-1.0,12400.0,500.0,714.0,-1.0,5500.0,-1.0,-1.0,-1.0,1841.0,101000.0,-1.0,424.0,-1.0,10.0,1000.0,-1.0,-1.0,975.0,2181.0,-1.0,7690.0,-1,230.0,20.0,2951.0,2520.0,-1.0,314.0,4400.0,-1.0,4300.0,-1.0,1076.0
1972,-1.0,1397.0,-1.0,-1.0,191.0,57397.0,-1.0,700.0,-1.0,-1.0,2800.0,-1.0,900.0,4500.0,7023.0,534.0,3000.0,1691.0,-1.0,2500.0,3859.0,110.0,-1.0,-1.0,20.0,3630.0,-1.0,3.0,-1.0,600.0,-1.0,-1.0,31.0,-1.0,1220.0,-1.0,-1.0,-1.0,7.0,-1.0,600.0,404.0,1800.0,-1.0,2.0,-1.0,-1.0,10535.0,-1.0,3840.0,1200.0,-1.0,1000.0,609.0,-1.0,13354.0,-1.0,1520.0,5500.0,-1.0,-1.0,-1.0,45.0,17417.0,20659.0,56000.0,-1.0,-1.0,420.0,-1.0,2350.0,1510.0,-1.0,-1.0,-1.0,2.0,-1.0,42.0,-1.0,-1,-1.0,1429.0,6309.0,24900.0,6.0,1100.0,945.0,602.0,13.0,-1.0,924.0,-1.0,-1.0,1558.0,30675.0,-1.0,50.0,-1.0,-1.0,6200.0,20000.0,-1.0,7800.0,-1.0,-1.0,12800.0,400.0,880.0,-1.0,5500.0,-1.0,-1.0,-1.0,2200.0,108000.0,-1.0,458.0,-1.0,6.0,1000.0,-1.0,-1.0,1167.0,2252.0,-1.0,7305.0,-1,185.0,20.0,2935.0,2520.0,-1.0,400.0,4400.0,-1.0,4500.0,-1.0,1368.0
1973,-1.0,1339.0,-1.0,-1.0,93.0,59339.0,-1.0,800.0,-1.0,-1.0,3424.0,-1.0,1000.0,4600.0,7524.0,500.0,3000.0,1668.0,-1.0,2600.0,4223.0,122.0,-1.0,-1.0,20.0,3640.0,-1.0,3.0,-1.0,614.0,-1.0,-1.0,38.0,-1.0,1160.0,-1.0,-1.0,-1.0,5.0,-1.0,600.0,501.0,1850.0,-1.0,6.0,-1.0,-1.0,10859.0,-1.0,3940.0,2700.0,-1.0,1000.0,646.0,-1.0,14366.0,-1.0,1500.0,5000.0,-1.0,-1.0,-1.0,66.0,17420.0,23848.0,58000.0,-1.0,-1.0,470.0,-1.0,2500.0,1535.0,-1.0,-1.0,-1.0,2.0,-1.0,44.0,-1.0,-1,-1.0,1187.0,6163.0,23600.0,10.0,1005.0,993.0,535.0,6.0,-1.0,1068.0,-1.0,-1.0,1989.0,33912.0,-1.0,50.0,-1.0,-1.0,6000.0,20000.0,-1.0,8000.0,-1.0,-1.0,13300.0,300.0,779.0,-1.0,5500.0,-1.0,-1.0,-1.0,2500.0,114000.0,-1.0,552.0,-1.0,11.0,1000.0,-1.0,-1.0,1075.0,3079.0,-1.0,6201.0,-1,160.0,20.0,3155.0,3361.0,-1.0,396.0,4500.0,-1.0,4000.0,-1.0,1781.0
1974,-1.0,1448.0,-1.0,-1.0,138.0,60448.0,-1.0,700.0,-1.0,-1.0,2900.0,-1.0,900.0,4700.0,7630.0,754.0,3000.0,1163.0,-1.0,2700.0,4668.0,106.0,-1.0,-1.0,20.0,3640.0,-1.0,3.0,-1.0,664.0,-1.0,-1.0,52.0,-1.0,1120.0,-1.0,-1.0,-1.0,13.0,-1.0,1050.0,459.0,1850.0,-1.0,9.0,-1.0,-1.0,10192.0,-1.0,4038.0,1807.0,-1.0,1600.0,510.0,-1.0,12950.0,-1.0,1164.0,6200.0,-1.0,-1.0,-1.0,180.0,18781.0,24551.0,59000.0,-1.0,-1.0,500.0,-1.0,2610.0,2613.0,-1.0,-1.0,-1.0,2.0,-1.0,46.0,-1.0,-1,-1.0,1118.0,6463.0,23800.0,10.0,890.0,1349.0,535.0,2.0,-1.0,1156.0,-1.0,-1.0,2032.0,31788.0,-1.0,50.0,-1.0,-1.0,6400.0,20000.0,-1.0,6399.0,-1.0,-1.0,14000.0,300.0,706.0,-1.0,5800.0,-1.0,-1.0,-1.0,3000.0,120000.0,-1.0,753.0,-1.0,13.0,1000.0,-1.0,-1.0,993.0,3330.0,-1.0,6644.0,-1,330.0,20.0,3512.0,4201.0,-1.0,528.0,4500.0,-1.0,4000.0,-1.0,2132.0
1975,-1.0,1857.0,-1.0,-1.0,468.0,61857.0,-1.0,700.0,-1.0,-1.0,3100.0,-1.0,1000.0,4800.0,7663.0,1718.0,3000.0,1186.0,-1.0,2800.0,4406.0,133.0,-1.0,-1.0,10.0,4530.0,-1.0,3.0,-1.0,694.0,-1.0,-1.0,56.0,-1.0,830.0,-1.0,-1.0,-1.0,23.0,-1.0,1100.0,754.0,1850.0,-1.0,9.0,-1.0,-1.0,10805.0,-1.0,3660.0,1928.0,-1.0,1560.0,500.0,-1.0,14800.0,-1.0,1239.0,5200.0,-1.0,-1.0,-1.0,130.0,19243.0,26512.0,60000.0,-1.0,-1.0,580.0,-1.0,2700.0,2636.0,-1.0,-1.0,-1.0,2.0,-1.0,48.0,-1.0,-1,-1.0,1265.0,6566.0,22900.0,11.0,1009.0,1425.0,87.0,3.0,-1.0,1071.0,8.0,-1.0,1937.0,28409.0,-1.0,50.0,-1.0,-1.0,5871.0,20000.0,-1.0,5657.0,-1.0,-1.0,14300.0,180.0,785.0,-1.0,6000.0,-1.0,-1.0,-1.0,3250.0,123000.0,-1.0,2075.0,-1.0,13.0,1000.0,-1.0,-1.0,830.0,3190.0,-1.0,7117.0,-1,100.0,10.0,3335.0,4791.0,-1.0,519.0,4600.0,-1.0,5000.0,-1.0,2099.0
1976,-1.0,2006.0,-1.0,-1.0,327.0,61006.0,-1.0,1100.0,-1.0,-1.0,2000.0,-1.0,1200.0,4900.0,8657.0,3645.0,3000.0,1238.0,-1.0,2900.0,4368.0,126.0,-1.0,-1.0,20.0,4350.0,-1.0,3.0,-1.0,698.0,-1.0,-1.0,41.0,-1.0,990.0,-1.0,-1.0,-1.0,34.0,-1.0,1100.0,778.0,1850.0,-1.0,9.0,-1.0,-1.0,10884.0,-1.0,4200.0,1900.0,-1.0,1270.0,500.0,-1.0,16600.0,-1.0,1314.0,6874.0,-1.0,-1.0,-1.0,184.0,18994.0,25245.0,59000.0,-1.0,-1.0,630.0,-1.0,2750.0,2590.0,-1.0,-1.0,-1.0,4.0,-1.0,50.0,-1.0,-1,-1.0,1290.0,5813.0,23900.0,11.0,916.0,1918.0,381.0,15.0,-1.0,1085.0,6.0,-1.0,1741.0,29704.0,-1.0,50.0,-1.0,-1.0,5836.0,20000.0,-1.0,5700.0,-1.0,-1.0,14500.0,150.0,702.0,-1.0,6100.0,-1.0,-1.0,-1.0,3514.0,120900.0,-1.0,2150.0,-1.0,16.0,1000.0,-1.0,-1.0,1129.0,3827.0,-1.0,7107.0,-1,140.0,20.0,3283.0,4714.0,-1.0,663.0,3300.0,-1.0,5000.0,-1.0,2121.0
1977,-1.0,1877.0,-1.0,-1.0,344.0,60877.0,-1.0,800.0,-1.0,-1.0,3900.0,-1.0,1100.0,5000.0,8800.0,2348.0,3000.0,1208.0,-1.0,2900.0,4419.0,132.0,-1.0,-1.0,20.0,5280.0,-1.0,3.0,-1.0,732.0,-1.0,-1.0,33.0,-1.0,940.0,-1.0,-1.0,-1.0,31.0,-1.0,1300.0,684.0,1850.0,-1.0,6.0,-1.0,-1.0,14831.0,-1.0,5150.0,1950.0,-1.0,1270.0,500.0,-1.0,19500.0,-1.0,1395.0,7559.0,-1.0,-1.0,-1.0,89.0,20216.0,23442.0,59000.0,-1.0,-1.0,670.0,-1.0,2800.0,2748.0,-1.0,-1.0,-1.0,5.0,-1.0,50.0,-1.0,-1,-1.0,1507.0,5484.0,24100.0,11.0,1122.0,2145.0,415.0,15.0,-1.0,1113.0,8.0,-1.0,2282.0,28125.0,-1.0,55.0,-1.0,-1.0,6201.0,20000.0,-1.0,5300.0,-1.0,-1.0,15000.0,200.0,714.0,-1.0,6300.0,-1.0,-1.0,35.0,3883.0,123300.0,-1.0,1710.0,-1.0,11.0,1000.0,-1.0,-1.0,943.0,4686.0,-1.0,7603.0,-1,116.0,20.0,3306.0,4433.0,-1.0,1116.0,4500.0,-1.0,4000.0,-1.0,1974.0
1978,-1.0,2839.0,-1.0,-1.0,391.0,64839.0,-1.0,800.0,-1.0,-1.0,5545.0,-1.0,1400.0,5100.0,9300.0,3239.0,3000.0,1231.0,-1.0,2900.0,4733.0,202.0,-1.0,-1.0,10.0,4680.0,-1.0,3.0,-1.0,771.0,-1.0,-1.0,43.0,-1.0,930.0,-1.0,-1.0,-1.0,55.0,-1.0,1150.0,969.0,1800.0,-1.0,5.0,-1.0,-1.0,12839.0,-1.0,5500.0,1923.0,-1.0,1320.0,500.0,-1.0,18100.0,-1.0,2600.0,6674.0,-1.0,-1.0,-1.0,90.0,18560.0,27527.0,62000.0,-1.0,-1.0,720.0,-1.0,2140.0,3014.0,-1.0,-1.0,-1.0,4.0,-1.0,50.0,-1.0,-1,-1.0,1154.0,6380.0,23300.0,12.0,1043.0,2224.0,161.0,16.0,-1.0,1210.0,15.0,-1.0,1921.0,31068.0,-1.0,55.0,-1.0,-1.0,6012.0,20000.0,-1.0,5650.0,-1.0,-1.0,15500.0,200.0,750.0,-1.0,7000.0,-1.0,-1.0,42.0,3865.0,127400.0,-1.0,1553.0,-1.0,17.0,1000.0,-1.0,-1.0,1081.0,4828.0,-1.0,8336.0,-1,122.0,10.0,3523.0,4833.0,-1.0,1273.0,3500.0,-1.0,4000.0,-1.0,3160.0
1979,-1.0,2874.0,-1.0,-1.0,447.0,66874.0,-1.0,800.0,-1.0,-1.0,5000.0,-1.0,1400.0,5100.0,9100.0,4420.0,3000.0,1231.0,-1.0,2900.0,4832.0,382.0,-1.0,-1.0,10.0,6250.0,-1.0,3.0,-1.0,807.0,-1.0,-1.0,31.0,-1.0,930.0,50.0,-1.0,-1.0,76.0,-1.0,1000.0,830.0,1800.0,-1.0,5.0,-1.0,-1.0,13810.0,-1.0,5900.0,1950.0,-1.0,1100.0,500.0,-1.0,15700.0,-1.0,3200.0,6256.0,-1.0,-1.0,-1.0,70.0,18196.0,27519.0,64000.0,-1.0,-1.0,750.0,-1.0,1855.0,3110.0,507.0,-1.0,-1.0,4.0,-1.0,50.0,-1.0,-1,-1.0,1177.0,6542.0,24000.0,12.0,1225.0,2310.0,214.0,23.0,-1.0,1190.0,15.0,-1.0,1804.0,31590.0,-1.0,55.0,-1.0,-1.0,5817.0,20000.0,-1.0,5650.0,-1.0,-1.0,16000.0,200.0,703.0,-1.0,7000.0,-1.0,-1.0,42.0,4582.0,125900.0,-1.0,1148.0,-1.0,6.0,1000.0,-1.0,-1.0,1093.0,5044.0,-1.0,7870.0,-1,114.0,10.0,3642.0,5741.0,-1.0,1131.0,2900.0,-1.0,4750.0,-1.0,2420.0
1980,-1.0,3473.0,-1.0,-1.0,428.0,69473.0,-1.0,800.0,-1.0,-1.0,4544.0,-1.0,1400.0,5200.0,9000.0,3978.0,3000.0,1221.0,-1.0,2900.0,4886.0,533.0,-1.0,-1.0,10.0,6000.0,-1.0,3.0,-1.0,940.0,-1.0,-1.0,35.0,-1.0,1040.0,60.0,-1.0,-1.0,46.0,-1.0,1033.0,693.0,1846.0,-1.0,7.0,-1.0,-1.0,13021.0,-1.0,6030.0,2000.0,-1.0,1080.0,500.0,-1.0,13700.0,-1.0,3300.0,6578.0,-1.0,-1.0,-1.0,100.0,17403.0,28255.0,66000.0,-1.0,-1.0,800.0,-1.0,2490.0,3935.0,487.0,-1.0,-1.0,4.0,-1.0,49.0,-1.0,-1,-1.0,994.0,6667.0,24200.0,13.0,1550.0,2354.0,201.0,19.0,-1.0,1175.0,13.0,-1.0,1717.0,33100.0,-1.0,58.0,-1.0,4917.0,5815.0,20000.0,-1.0,5225.0,-1.0,-1.0,16200.0,180.0,713.0,-1.0,7200.0,-1.0,-1.0,52.0,3077.0,137000.0,-1.0,1209.0,-1.0,8.0,1060.0,-1.0,-1.0,1174.0,5202.0,-1.0,8001.0,-1,90.0,10.0,3711.0,6006.0,-1.0,1197.0,3100.0,-1.0,7500.0,-1.0,2400.0
1981,-1.0,3292.0,-1.0,-1.0,283.0,72292.0,-1.0,800.0,-1.0,-1.0,6000.0,-1.0,1300.0,5500.0,10000.0,3952.0,3400.0,1405.0,-1.0,2900.0,4779.0,478.0,-1.0,-1.0,20.0,6110.0,-1.0,3.0,-1.0,935.0,-1.0,-1.0,24.0,-1.0,990.0,60.0,-1.0,-1.0,101.0,-1.0,1297.0,760.0,1900.0,-1.0,8.0,-1.0,350.0,13289.0,-1.0,6000.0,3000.0,-1.0,1064.0,550.0,-1.0,14600.0,-1.0,3600.0,6059.0,-1.0,-1.0,-1.0,40.0,18300.0,28952.0,69000.0,-1.0,-1.0,711.0,-1.0,1990.0,4088.0,468.0,-1.0,-1.0,3.0,-1.0,194.0,-1.0,-1,-1.0,1239.0,6982.0,24200.0,14.0,975.0,1901.0,214.0,23.0,-1.0,910.0,12.0,-1.0,1800.0,34135.0,-1.0,58.0,-1.0,4890.0,5744.0,20000.0,-1.0,6400.0,-1.0,-1.0,16300.0,115.0,730.0,-1.0,7200.0,-1.0,-1.0,37.0,2807.0,146000.0,-1.0,1295.0,-1.0,9.0,1000.0,-1.0,-1.0,1430.0,5272.0,-1.0,9466.0,-1,100.0,20.0,3869.0,5934.0,-1.0,1140.0,3600.0,-1.0,7600.0,-1.0,2600.0
1982,-1.0,3347.0,-1.0,-1.0,399.0,74347.0,-1.0,630.0,-1.0,-1.0,5743.0,-1.0,1300.0,5400.0,10000.0,6841.0,3400.0,1405.0,-1.0,3000.0,4747.0,538.0,-1.0,-1.0,30.0,5870.0,-1.0,3.0,-1.0,995.0,-1.0,-1.0,22.0,-1.0,1010.0,55.0,-1.0,-1.0,136.0,-1.0,1291.0,827.0,1900.0,-1.0,8.0,-1.0,80.0,12813.0,-1.0,6000.0,4500.0,-1.0,1340.0,520.0,-1.0,13863.0,-1.0,3400.0,5452.0,-1.0,-1.0,-1.0,40.0,19400.0,27726.0,71000.0,-1.0,-1.0,800.0,-1.0,2350.0,4152.0,486.0,-1.0,-1.0,4.0,-1.0,131.0,-1.0,-1,-1.0,1321.0,7305.0,24400.0,12.0,775.0,1943.0,214.0,14.0,-1.0,997.0,19.0,-1.0,1727.0,35146.0,-1.0,53.0,-1.0,4629.0,6319.0,20000.0,-1.0,9150.0,-1.0,-1.0,16800.0,115.0,609.0,-1.0,7000.0,-1.0,-1.0,29.0,5143.0,137000.0,-1.0,1374.0,-1.0,10.0,1250.0,-1.0,-1.0,1457.0,5135.0,-1.0,8129.0,-1,110.0,30.0,3750.0,4994.0,-1.0,1004.0,3700.0,-1.0,4600.0,-1.0,2450.0
1983,-1.0,3348.0,-1.0,-1.0,352.0,75348.0,-1.0,700.0,-1.0,-1.0,5504.0,-1.0,1600.0,5600.0,11444.0,3368.0,2600.0,1413.0,-1.0,3000.0,5295.0,589.0,-1.0,-1.0,30.0,5460.0,-1.0,3.0,-1.0,1055.0,-1.0,-1.0,31.0,-1.0,1080.0,50.0,-1.0,-1.0,233.0,-1.0,1118.0,890.0,2000.0,-1.0,10.0,-1.0,100.0,13051.0,-1.0,5710.0,5000.0,-1.0,1311.0,600.0,-1.0,13128.0,-1.0,4000.0,5983.0,-1.0,-1.0,-1.0,15.0,17900.0,27375.0,72000.0,-1.0,-1.0,819.0,-1.0,1798.0,3159.0,534.0,-1.0,-1.0,5.0,-1.0,166.0,-1.0,-1,-1.0,1100.0,7080.0,24200.0,12.0,600.0,2052.0,214.0,35.0,-1.0,1000.0,20.0,-1.0,1949.0,35370.0,-1.0,53.0,-1.0,5288.0,6338.0,20000.0,-1.0,7095.0,-1.0,-1.0,17000.0,115.0,521.0,-1.0,7100.0,-1.0,-1.0,29.0,4682.0,138700.0,-1.0,1393.0,-1.0,11.0,969.0,-1.0,-1.0,1592.0,5032.0,-1.0,7410.0,-1,115.0,30.0,4295.0,4620.0,-1.0,1070.0,3500.0,-1.0,5900.0,-1.0,2280.0
1984,-1.0,3306.0,-1.0,-1.0,1306.0,76306.0,-1.0,400.0,-1.0,-1.0,6811.0,-1.0,1400.0,5600.0,11491.0,4539.0,3000.0,1435.0,-1.0,3000.0,5552.0,525.0,-1.0,-1.0,30.0,11570.0,-1.0,3.0,-1.0,1130.0,-1.0,-1.0,35.0,-1.0,1070.0,50.0,-1.0,-1.0,169.0,-1.0,1254.0,870.0,2000.0,-1.0,12.0,-1.0,120.0,14349.0,-1.0,5800.0,5500.0,-1.0,1576.0,750.0,-1.0,13848.0,-1.0,4399.0,5549.0,-1.0,-1.0,-1.0,40.0,19700.0,28467.0,73000.0,-1.0,-1.0,832.0,-1.0,2644.0,3767.0,287.0,-1.0,-1.0,5.0,-1.0,122.0,-1.0,-1,-1.0,1000.0,7487.0,24600.0,11.0,1175.0,2279.0,161.0,30.0,-1.0,1000.0,20.0,-1.0,2023.0,37935.0,-1.0,53.0,-1.0,5881.0,6716.0,20000.0,-1.0,7918.0,-1.0,-1.0,17500.0,120.0,567.0,-1.0,7200.0,-1.0,-1.0,49.0,6432.0,140000.0,-1.0,942.0,-1.0,52.0,1056.0,-1.0,-1.0,1596.0,5431.0,-1.0,7784.0,-1,120.0,30.0,4552.0,4620.0,-1.0,1050.0,4100.0,-1.0,7500.0,-1.0,2475.0
1985,-1.0,2841.0,-1.0,-1.0,1268.0,74841.0,-1.0,500.0,-1.0,-1.0,7182.0,-1.0,1400.0,5700.0,11646.0,4619.0,3000.0,1432.0,-1.0,3100.0,5196.0,126.0,-1.0,-1.0,20.0,12430.0,-1.0,3.0,-1.0,1140.0,-1.0,-1.0,35.0,-1.0,1250.0,55.0,-1.0,-1.0,132.0,-1.0,1131.0,1050.0,2000.0,-1.0,12.0,-1.0,150.0,14747.0,-1.0,6920.0,6000.0,-1.0,1603.0,900.0,-1.0,14060.0,-1.0,2250.0,4647.0,-1.0,-1.0,-1.0,45.0,19700.0,27170.0,72000.0,-1.0,-1.0,835.0,-1.0,3591.0,4800.0,303.0,-1.0,-1.0,5.0,-1.0,203.0,-1.0,-1,-1.0,1215.0,6755.0,25000.0,10.0,1125.0,2038.0,127.0,30.0,-1.0,950.0,17.0,-1.0,1996.0,36340.0,-1.0,53.0,-1.0,6374.0,6518.0,20000.0,-1.0,8637.0,-1.0,-1.0,18000.0,90.0,591.0,-1.0,7300.0,-1.0,-1.0,56.0,4493.0,134000.0,-1.0,992.0,-1.0,58.0,1073.0,-1.0,-1.0,1429.0,5666.0,-1.0,8415.0,-1,120.0,20.0,4246.0,5040.0,-1.0,1112.0,4900.0,-1.0,7500.0,-1.0,2730.0
1986,-1.0,2347.0,-1.0,-1.0,1192.0,76347.0,-1.0,400.0,-1.0,-1.0,9343.0,-1.0,1112.0,5800.0,11940.0,5105.0,3000.0,1517.0,-1.0,3200.0,5592.0,147.0,-1.0,-1.0,15.0,12300.0,-1.0,6.0,-1.0,1075.0,-1.0,-1.0,43.0,-1.0,1210.0,60.0,-1.0,-1.0,135.0,-1.0,1208.0,1061.0,2100.0,-1.0,13.0,-1.0,200.0,13566.0,-1.0,9510.0,6300.0,-1.0,1529.0,1000.0,-1.0,14837.0,-1.0,2500.0,4521.0,-1.0,-1.0,-1.0,65.0,17800.0,27848.0,74000.0,-1.0,-1.0,882.0,-1.0,3475.0,5773.0,350.0,-1.0,-1.0,12.0,-1.0,147.0,-1.0,-1,-1.0,1200.0,6612.0,24400.0,9.0,950.0,2020.0,134.0,30.0,-1.0,946.0,16.0,-1.0,2267.0,35050.0,-1.0,53.0,-1.0,6598.0,6641.0,20000.0,-1.0,8950.0,-1.0,-1.0,18500.0,50.0,591.0,-1.0,7400.0,-1.0,-1.0,62.0,7115.0,142000.0,-1.0,2031.0,-1.0,30.0,1124.0,-1.0,-1.0,1419.0,6215.0,-1.0,9400.0,-1,130.0,15.0,4646.0,5040.0,-1.0,1278.0,4600.0,-1.0,7000.0,-1.0,2650.0
1987,-1.0,3512.0,-1.0,-1.0,1151.0,79512.0,-1.0,200.0,-1.0,-1.0,11690.0,-1.0,1026.0,5900.0,12705.0,5851.0,3000.0,1485.0,-1.0,3000.0,5595.0,233.0,-1.0,-1.0,20.0,13300.0,-1.0,4.0,-1.0,1100.0,-1.0,-1.0,49.0,-1.0,1320.0,50.0,10.0,-1.0,132.0,-1.0,1374.0,1038.0,2200.0,-1.0,14.0,-1.0,270.0,13289.0,-1.0,6665.0,6500.0,-1.0,1529.0,1105.0,-1.0,14743.0,-1.0,2970.0,8112.0,-1.0,-1.0,-1.0,45.0,16800.0,28208.0,76000.0,-1.0,-1.0,895.0,-1.0,3500.0,5713.0,412.0,-1.0,-1.0,12.0,-1.0,734.0,-1.0,-1,-1.0,1327.0,7334.0,23800.0,8.0,1000.0,2050.0,94.0,35.0,-1.0,1000.0,13.0,-1.0,2228.0,40310.0,-1.0,53.0,-1.0,5570.0,6853.0,20000.0,-1.0,7720.0,-1.0,-1.0,19000.0,50.0,542.0,-1.0,7100.0,-1.0,-1.0,50.0,6526.0,147000.0,-1.0,1300.0,-1.0,258.0,1000.0,-1.0,-1.0,1580.0,6248.0,-1.0,9286.0,-1,130.0,20.0,4595.0,4200.0,-1.0,1206.0,3900.0,-1.0,7000.0,-1.0,2500.0
1988,-1.0,2911.0,-1.0,-1.0,1278.0,80911.0,-1.0,160.0,-1.0,-1.0,10561.0,-1.0,1000.0,6900.0,13194.0,4923.0,3000.0,1513.0,-1.0,3000.0,5850.0,225.0,-1.0,-1.0,20.0,13930.0,-1.0,5.0,-1.0,1100.0,-1.0,-1.0,48.0,-1.0,1350.0,50.0,10.0,-1.0,201.0,-1.0,1352.0,1130.0,2000.0,-1.0,14.0,-1.0,300.0,13937.0,-1.0,6579.0,6800.0,-1.0,1518.0,1235.0,-1.0,15784.0,-1.0,5455.0,10513.0,-1.0,-1.0,-1.0,49.0,17300.0,29055.0,78000.0,-1.0,-1.0,923.0,-1.0,3600.0,5720.0,429.0,-1.0,-1.0,12.0,-1.0,955.0,-1.0,-1,-1.0,1300.0,7452.0,24500.0,10.0,1875.0,2117.0,80.0,42.0,-1.0,1096.0,15.0,-1.0,1909.0,39480.0,-1.0,53.0,-1.0,6096.0,6796.0,20000.0,-1.0,8500.0,-1.0,-1.0,19500.0,55.0,479.0,-1.0,7400.0,-1.0,-1.0,64.0,7994.0,150000.0,-1.0,2350.0,-1.0,42.0,1100.0,-1.0,-1.0,1170.0,6400.0,-1.0,9646.0,-1,180.0,20.0,4754.0,3780.0,-1.0,1222.0,5000.0,-1.0,6585.0,-1.0,2600.0
1989,-1.0,3162.0,-1.0,-1.0,1457.0,85162.0,-1.0,150.0,-1.0,-1.0,14206.0,-1.0,1000.0,7200.0,13172.0,4453.0,3000.0,1503.0,-1.0,3000.0,5935.0,260.0,-1.0,-1.0,30.0,13740.0,-1.0,10.0,-1.0,1200.0,-1.0,-1.0,62.0,-1.0,1270.0,50.0,7.0,-1.0,168.0,77.0,1331.0,1180.0,1700.0,-1.0,15.0,-1.0,230.0,15510.0,-1.0,6700.0,6900.0,-1.0,1459.0,1379.0,-1.0,15638.0,-1.0,5275.0,9604.0,-1.0,-1.0,-1.0,39.0,16800.0,30766.0,82000.0,-1.0,-1.0,880.0,-1.0,3425.0,5001.0,624.0,-1.0,-1.0,12.0,-1.0,1035.0,-1.0,-1,-1.0,1250.0,7561.0,24000.0,15.0,950.0,2281.0,47.0,45.0,-1.0,1184.0,14.0,-1.0,1709.0,41240.0,-1.0,53.0,-1.0,6279.0,6757.0,21000.0,-1.0,10700.0,-1.0,-1.0,19700.0,55.0,675.0,-1.0,7977.0,-1.0,-1.0,79.0,7882.0,152000.0,-1.0,2010.0,-1.0,17.0,1100.0,-1.0,-1.0,1337.0,6594.0,-1.0,11031.0,-1,170.0,30.0,4751.0,3360.0,-1.0,1085.0,6000.0,-1.0,6504.0,-1.0,2400.0
