,Samoa,USSR,Cambodia,France,Australia & New Zealand,Australia,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Nigeria,Yemen,Romania,Lao People's Democratic Republic,Zambia,Botswana,Peru,South Africa,Togo,Tunisia,Equatorial Guinea,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,El Salvador,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Angola,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,"Saint Helena, Ascension and Tristan da Cunha",Hungary,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Paraguay,Cyprus,Guinea-Bissau,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Saint Kitts and Nevis,Cuba,Austria,United States of America,Bhutan,Turkmenistan,Philippines,Iraq,Madagascar,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Comoros,Benin,Sweden,Estonia,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Afghanistan,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Somalia,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Nicaragua,Viet Nam,Bosnia and Herzegovina,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Latvia,Guinea,Montserrat,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Ukraine,Sierra Leone
1992,580.0,,3700.0,51996.0,556000.0,554500.0,1543235.0,,209240.0,,39680.0,119900.0,4291.0,13676.0,6503.0,9300.0,417.0,35280.0,25279.0,41773.0,472.0,425.0,325.0,937549.0,47000.0,20400.0,2000.0,21132.0,16787.0,36650.0,138182.0,72972.0,10245.0,174000.0,3519010.0,495.0,34916.0,2850.0,88382.0,1891.0,256000.0,578160.0,34.0,7830.0,5333.0,28710.0,383120.0,0.0,4408.0,260000.0,8486.0,9759.0,820.0,13785.0,1500.0,,136954.0,0.0,400.0,,1535.0,255000.0,88462.0,,101011.0,76000.0,1100.0,11000.0,5467575.0,143381.0,0.0,500.0,0.0,3900.0,52749.0,20135.0,41933.0,,3.0,26283.0,9.0,3531000.0,334.0,390000.0,83220.0,2720.0,26578.0,119545.0,2165.0,,19432.0,,1377.0,974606.0,266.0,19200.0,-1.0,6819.0,0.0,68670.0,-1.0,450.0,1350500.0,5469433.0,67443.0,657.0,,59012.0,4830.0,20315.0,1350.0,140.0,22000.0,23100.0,14000.0,3570.0,23.0,1858.0,28955.0,250.0,0.0,60700.0,-1.0,1120.0,98.0,,,197.0,111000.0,79.0,29508.0,107162.0,0.0,134540.0,0.0,9860.0,10.0,0.0,38885.0,1420.0,8337.0,5.0,0.0,0.0,86843.0,580.0,47.0,2993.0,43629.0,109598.0,5100.0
1993,590.0,,4599.0,65200.0,411053.0,409300.0,1370353.0,2800.0,205715.0,28775.0,40496.0,70920.0,4807.0,3204.0,7247.0,16150.0,358.0,31300.0,17603.0,40000.0,505.0,418.0,60.0,604299.0,37114.0,20500.0,1500.0,21500.0,17681.0,33100.0,95219.0,32944.0,6988.0,180000.0,3380870.0,506.0,29834.0,4900.0,80924.0,1837.0,154200.0,606633.0,29.0,9806.0,5330.0,,429608.0,0.0,4505.0,332800.0,,9160.0,691.0,14077.0,1753.0,,102202.0,-1.0,100.0,-1.0,1335.0,210867.0,74002.0,,90005.0,60000.0,1400.0,16000.0,4732384.0,151478.0,0.0,700.0,0.0,1700.0,51851.0,26700.0,21280.0,,3.0,25619.0,4.0,3512000.0,330.0,402000.0,73656.0,11330.0,37381.0,90142.0,3588.0,,10544.0,25000.0,1215.0,835681.0,322.0,20000.0,-1.0,11111.0,-1.0,115591.0,-1.0,200.0,1401700.0,4733981.0,58000.0,180.0,,51024.0,2330.0,20237.0,1600.0,0.0,22000.0,69041.0,13000.0,11900.0,23.0,1597.0,26700.0,260.0,0.0,56600.0,-1.0,1697.0,132.0,,,2748.0,95000.0,78.0,5236.0,94632.0,,110880.0,-1.0,8555.0,10.0,0.0,22500.0,100.0,8530.0,3.0,-1.0,0.0,105620.0,590.0,26.0,1695.0,61529.0,76000.0,4845.0
1994,600.0,,4300.0,64200.0,369500.0,367500.0,1481929.0,2600.0,193162.0,33592.0,39932.0,80963.0,3769.0,2246.0,7313.0,11150.0,418.0,56230.0,30449.0,50800.0,1320.0,411.0,62.0,675427.0,61194.0,21214.0,2000.0,23666.0,15171.0,39900.0,77630.0,47934.0,11929.0,167000.0,3696060.0,517.0,22487.0,3650.0,81889.0,3301.0,233633.0,631121.0,20.0,11536.0,5299.0,,268700.0,0.0,4602.0,410000.0,,8594.0,365.0,14326.0,2000.0,,129296.0,-1.0,690.0,,968.0,198000.0,170703.0,,123000.0,72191.0,1200.0,9340.0,5125523.0,136754.0,0.0,600.0,0.0,4400.0,62612.0,34400.0,14531.0,,4.0,24956.0,3.0,4281000.0,350.0,385000.0,75291.0,9700.0,38000.0,77795.0,1968.0,,12017.0,27100.0,1333.0,983902.0,310.0,12092.0,-1.0,11563.0,-1.0,103209.0,-1.0,220.0,1284400.0,5127064.0,66594.0,769.0,,58034.0,3200.0,20159.0,1600.0,0.0,22000.0,61930.0,16895.0,4470.0,21.0,1541.0,31300.0,255.0,0.0,48700.0,-1.0,1680.0,198.0,,,22200.0,93000.0,78.0,4911.0,84797.0,,102940.0,-1.0,10591.0,12.0,0.0,35803.0,400.0,6734.0,2.0,-1.0,0.0,115591.0,600.0,33.0,2251.0,41546.0,51000.0,4500.0
1995,590.0,,3452.0,70002.0,377257.0,375000.0,1804587.0,3326.0,183373.0,32738.0,35842.0,95986.0,4203.0,3151.0,10142.0,5450.0,368.0,72642.0,28850.0,41820.0,1132.0,430.0,90.0,700281.0,61200.0,22020.0,3500.0,21000.0,8254.0,52850.0,84149.0,50449.0,14326.0,130000.0,3803170.0,528.0,25185.0,2182.0,81524.0,5724.0,370303.0,853879.0,25.0,12840.0,5194.0,,255805.0,0.0,4698.0,433000.0,,7495.0,421.0,14587.0,2257.0,,170495.0,-1.0,690.0,,206.0,216000.0,269829.0,,165000.0,68968.0,750.0,10516.0,5704349.0,153164.0,0.0,1000.0,0.0,9400.0,78704.0,34000.0,7693.0,,3.0,25269.0,2250.0,3897000.0,338.0,379000.0,75015.0,6000.0,34908.0,126482.0,1881.0,,12584.0,34300.0,1370.0,754008.0,904.0,13247.0,-1.0,11870.0,-1.0,130000.0,-1.0,174.0,1275900.0,5705699.0,64000.0,615.0,,88050.0,2468.0,20081.0,1600.0,0.0,22000.0,38600.0,17756.0,17780.0,16.0,1350.0,42750.0,254.0,0.0,59600.0,-1.0,1736.0,396.0,-1.0,,12000.0,82500.0,78.0,9623.0,96361.0,-1.0,119468.0,-1.0,16325.0,12.0,0.0,28440.0,800.0,6827.0,3.0,-1.0,0.0,92757.0,590.0,10.0,4702.0,63223.0,49200.0,4674.0
1996,585.0,,3183.0,57000.0,423700.0,421200.0,1596701.0,1668.0,177579.0,33816.0,39133.0,117008.0,5422.0,17105.0,8100.0,13300.0,424.0,89903.0,46201.0,51830.0,1584.0,443.0,150.0,542576.0,85741.0,22531.0,2500.0,22000.0,13469.0,73400.0,104416.0,116800.0,19366.0,119000.0,4494870.0,539.0,29306.0,4931.0,84203.0,2412.0,435864.0,787564.0,21.0,13670.0,5350.0,,360207.0,0.0,4795.0,425300.0,,6132.0,407.0,14577.0,2500.0,,191004.0,-1.0,2017.0,,436.0,264000.0,317186.0,,176000.0,79487.0,700.0,13855.0,5022604.0,109000.0,0.0,1163.0,0.0,6200.0,90100.0,28800.0,6000.0,,3.0,22938.0,4031.0,4124000.0,338.0,131000.0,80152.0,9000.0,37009.0,117987.0,1056.0,,15878.0,18300.0,1376.0,899456.0,250.0,16223.0,-1.0,17418.0,-1.0,166000.0,-1.0,199.0,1096400.0,5024054.0,87500.0,629.0,,103100.0,3200.0,20003.0,640.0,0.0,22000.0,89183.0,21274.0,21600.0,20.0,1450.0,51000.0,254.0,0.0,49100.0,-1.0,1680.0,657.0,,,21000.0,73857.0,79.0,6391.0,73730.0,,110201.0,-1.0,25543.0,12.0,0.0,29796.0,790.0,6275.0,4.0,-1.0,0.0,96366.0,585.0,7.0,3900.0,97270.0,19000.0,4704.0
1997,578.0,,4712.0,66260.0,612865.0,610100.0,1565051.0,1620.0,162741.0,33980.0,35522.0,131029.0,6680.0,11506.0,8366.0,22871.0,770.0,48977.0,31637.0,65000.0,990.0,500.0,250.0,514999.0,103236.0,29618.0,2000.0,20900.0,12302.0,70750.0,71570.0,156063.0,19743.0,110000.0,3828470.0,550.0,29887.0,7900.0,86519.0,1550.0,303487.0,833992.0,18.0,14430.0,5500.0,,357130.0,0.0,4891.0,370000.0,,6014.0,448.0,14723.0,2765.0,,218981.0,-1.0,2086.0,,366.0,367000.0,273932.0,,137000.0,66747.0,457.0,16100.0,5381052.0,47200.0,0.0,900.0,0.0,5000.0,73164.0,45317.0,1895.0,,2.0,21600.0,7150.0,4091700.0,338.0,190000.0,75713.0,16000.0,41282.0,104336.0,972.0,,14561.0,6400.0,1363.0,1072221.0,450.0,16300.0,-1.0,11500.0,-1.0,155000.0,-1.0,64.0,1097000.0,5382233.0,144104.0,457.0,,74150.0,3159.0,19925.0,1120.0,0.0,22000.0,102996.0,24989.0,11790.0,25.0,1181.0,53500.0,254.0,0.0,26100.0,-1.0,1960.0,660.0,,,29000.0,42000.0,82.0,5418.0,107862.0,,73000.0,-1.0,22253.0,12.0,0.0,34800.0,960.0,10562.0,3.0,-1.0,0.0,114059.0,578.0,3.0,2975.0,95677.0,10000.0,4757.0
1998,569.0,,3589.0,65008.0,668700.0,665700.0,1497888.0,700.0,107478.0,33975.0,25949.0,136051.0,8000.0,11805.0,8900.0,21197.0,710.0,31928.0,42667.0,69104.0,843.0,429.0,260.0,611841.0,63611.0,35787.0,1450.0,23165.0,11990.0,72650.0,59125.0,206818.0,16425.0,115395.0,3854762.0,561.0,28997.0,5793.0,90994.0,1050.0,319254.0,883170.0,21.0,12100.0,5650.0,,245385.0,0.0,4988.0,382000.0,,5983.0,267.0,14234.0,3000.0,,220544.0,-1.0,1989.0,,307.0,326000.0,301759.0,,142000.0,62462.0,144.0,18300.0,5025434.0,73300.0,0.0,938.0,0.0,5600.0,75189.0,25800.0,3330.0,,1.0,20240.0,6107.0,3030000.0,339.0,158000.0,79185.0,23000.0,42088.0,64300.0,1368.0,,15791.0,11200.0,1380.0,828507.0,1886.0,4600.0,-1.0,15170.0,-1.0,150069.0,-1.0,13.0,1167000.0,5026668.0,136314.0,200.0,,57650.0,2714.0,19864.0,685.0,0.0,22000.0,97026.0,22742.0,9600.0,22.0,1234.0,50300.0,253.0,0.0,35700.0,-1.0,1680.0,1056.0,,,25000.0,39512.0,85.0,5562.0,91826.0,,81200.0,-1.0,18500.0,12.0,0.0,24704.0,1340.0,15971.0,6.0,-1.0,0.0,146887.0,569.0,1.0,2411.0,88008.0,10000.0,4830.0
1999,560.0,,2851.0,72370.0,718624.0,715600.0,1913720.0,254.0,89674.0,34137.0,26034.0,141072.0,8490.0,8006.0,5760.0,51150.0,730.0,48290.0,50241.0,50178.0,751.0,416.0,258.0,767308.0,74000.0,35867.0,5000.0,21498.0,6580.0,68150.0,55033.0,230954.0,9225.0,97977.0,3856084.0,572.0,30150.0,7200.0,90804.0,6950.0,198830.0,792085.0,20.0,15100.0,5555.0,,249105.0,0.0,5085.0,432000.0,,6195.0,326.0,14465.0,3024.0,,198313.0,-1.0,350.0,,256.0,306217.0,192574.0,,140000.0,66740.0,120.0,15000.0,4333444.0,66750.0,0.0,1200.0,0.0,4300.0,79926.0,37500.0,1230.0,,2.0,18168.0,5011.0,3694000.0,338.0,234300.0,80754.0,26000.0,39607.0,69370.0,1101.0,,15432.0,17065.0,1391.0,728318.0,2573.0,4817.0,-1.0,14482.0,-1.0,122640.0,-1.0,59.0,1042000.0,4334656.0,118000.0,200.0,,51760.0,2366.0,19752.0,640.0,0.0,22000.0,105909.0,24525.0,13594.0,21.0,1212.0,24750.0,253.0,1.0,20900.0,-1.0,1680.0,1662.0,,,21840.0,33881.0,84.0,5255.0,89293.0,,73100.0,-1.0,16000.0,12.0,0.0,18933.0,2130.0,21126.0,4.0,-1.0,0.0,165000.0,560.0,0.0,3082.0,86716.0,7000.0,5299.0
2000,550.0,,2867.0,75370.0,743531.0,740500.0,1827552.0,85.0,99420.0,34450.0,23237.0,148092.0,9409.0,2300.0,6154.0,20000.0,900.0,51607.0,33253.0,48900.0,755.0,404.0,292.0,962932.0,58000.0,15501.0,4500.0,24166.0,6365.0,55400.0,55855.0,113177.0,10466.0,93000.0,3521324.0,583.0,30395.0,3700.0,103950.0,7950.0,137309.0,881191.0,24.0,,5867.0,,240200.0,0.0,5181.0,432300.0,,6195.0,263.0,14082.0,3031.0,,102086.0,-1.0,129.0,,266.0,345000.0,185877.0,,160000.0,95463.0,75.0,14000.0,4971965.0,81500.0,0.0,1230.0,0.0,7200.0,85092.0,35560.0,1535.0,,1.0,17898.0,3861.0,3742350.0,338.0,232600.0,83931.0,11000.0,36875.0,71902.0,1102.0,16200.0,15435.0,15100.0,1384.0,838048.0,2721.0,8854.0,-1.0,21290.0,-1.0,152000.0,-1.0,79.0,995000.0,4973180.0,108000.0,30.0,-1.0,53280.0,2167.0,19638.0,390.0,0.0,18500.0,129630.0,28708.0,9790.0,20.0,1215.0,16000.0,253.0,1.0,37200.0,-1.0,1697.0,1947.0,,-1.0,28000.0,37659.0,83.0,4997.0,78960.0,,103100.0,-1.0,14500.0,12.0,0.0,12201.0,1100.0,29726.0,5.0,-1.0,0.0,177150.0,550.0,0.0,2180.0,92857.0,10300.0,5147.0
2001,540.0,,3030.0,88733.0,822062.0,819000.0,1807414.0,943.0,130575.0,34334.0,25178.0,149113.0,9867.0,3200.0,4981.0,22000.0,1191.0,45100.0,41623.0,60000.0,889.0,391.0,283.0,1158957.0,70000.0,39466.0,5300.0,25165.0,5695.0,58850.0,55473.0,107561.0,10724.0,145000.0,3827666.0,594.0,30316.0,3000.0,105336.0,10250.0,170341.0,915421.0,27.0,,2441.0,,339708.0,0.0,5278.0,455600.0,,6056.0,235.0,13723.0,3062.0,,241300.0,-1.0,150.0,,453.0,335000.0,133113.0,,130000.0,112741.0,65.0,8700.0,6004878.0,97200.0,0.0,1500.0,0.0,4000.0,96909.0,29812.0,1560.0,,1.0,17634.0,2657.0,4420459.0,339.0,360000.0,79929.0,22750.0,36502.0,116613.0,1300.0,8150.0,16553.0,17700.0,1420.0,877227.0,2872.0,15066.0,-1.0,12767.0,-1.0,141000.0,-1.0,105.0,1036000.0,6006167.0,114000.0,20.0,-1.0,78350.0,2096.0,19801.0,610.0,0.0,18500.0,130088.0,32300.0,9992.0,23.0,1289.0,22300.0,252.0,1.0,31500.0,-1.0,1680.0,1265.0,,-1.0,25386.0,27709.0,81.0,4900.0,90289.0,,109400.0,-1.0,25600.0,12.0,0.0,6879.0,840.0,18626.0,6.0,-1.0,0.0,122518.0,540.0,0.0,3267.0,94497.0,13300.0,5661.0
2002,500.0,,3723.0,79909.0,706400.0,703300.0,1738522.0,897.0,70529.0,41283.0,30037.0,151133.0,9794.0,6400.0,4644.0,25700.0,770.0,42180.0,23672.0,70000.0,764.0,379.0,200.0,992524.0,71000.0,45000.0,2500.0,24800.0,6159.0,35000.0,50884.0,106094.0,5423.0,165000.0,3516910.0,608.0,29550.0,1900.0,98859.0,10150.0,65180.0,989070.0,28.0,,2337.0,,299340.0,0.0,5374.0,435000.0,,5662.0,224.0,13386.0,3100.0,,182567.0,-1.0,120.0,,500.0,245000.0,68865.0,,109000.0,90369.0,150.0,6000.0,5884091.0,41000.0,0.0,1647.0,0.0,6200.0,90089.0,39000.0,1257.0,,1.0,17381.0,1400.0,3746730.0,339.0,230000.0,70748.0,32200.0,28441.0,96500.0,1302.0,19440.0,17007.0,16000.0,1377.0,817968.0,3003.0,14243.0,-1.0,22200.0,-1.0,174000.0,-1.0,100.0,1028000.0,5885383.0,160000.0,21.0,-1.0,62120.0,2130.0,19282.0,610.0,0.0,18500.0,75094.0,35000.0,10092.0,20.0,1292.0,18800.0,252.0,1.0,26100.0,-1.0,1764.0,559.0,,-1.0,26700.0,27274.0,81.0,5100.0,121820.0,,87900.0,-1.0,18056.0,12.0,0.0,5843.0,1400.0,14126.0,6.0,-1.0,0.0,161160.0,500.0,0.0,2337.0,97759.0,12000.0,6087.0
2003,487.0,,3848.0,86700.0,390213.0,387100.0,1710720.0,1006.0,65674.0,40989.0,31083.0,160154.0,9890.0,3900.0,3543.0,31350.0,693.0,45733.0,21733.0,71000.0,685.0,366.0,300.0,1022911.0,49000.0,31090.0,2570.0,24867.0,5813.0,34000.0,54815.0,98654.0,739.0,172000.0,4359306.0,636.0,30700.0,600.0,105315.0,1087.0,68402.0,920386.0,30.0,,2344.0,,209050.0,0.0,5471.0,364600.0,,5662.0,26.0,13044.0,3113.0,,260942.0,-1.0,600.0,,550.0,283000.0,99915.0,,113000.0,132638.0,175.0,7000.0,5712709.0,57000.0,0.0,1810.0,0.0,9900.0,77087.0,37600.0,1308.0,,1.0,17203.0,2589.0,3974600.0,339.0,235000.0,76604.0,14500.0,28580.0,83586.0,1350.0,24230.0,17057.0,12387.0,1393.0,812700.0,4443.0,22000.0,-1.0,20000.0,-1.0,148000.0,-1.0,50.0,965456.0,5714043.0,163000.0,22.0,,68350.0,1893.0,19290.0,610.0,0.0,10890.0,87101.0,35000.0,10296.0,18.0,1334.0,18100.0,250.0,1.0,41300.0,-1.0,1764.0,509.0,,-1.0,22448.0,38229.0,80.0,5250.0,119988.0,,105090.0,-1.0,19411.0,12.0,0.0,9148.0,800.0,14626.0,6.0,-1.0,0.0,171979.0,487.0,0.0,1695.0,102212.0,11900.0,6640.0
2004,441.0,,4267.0,101800.0,352226.0,349100.0,2427619.0,407.0,69401.0,40539.0,31637.0,172176.0,6640.0,2200.0,3982.0,37950.0,732.0,62770.0,33090.0,70761.0,869.0,354.0,315.0,1565619.0,81647.0,50073.0,3300.0,25000.0,7226.0,32000.0,77050.0,118098.0,929.0,172000.0,4650634.0,640.0,36771.0,1600.0,74677.0,1489.0,115418.0,936583.0,30.0,,2334.0,,304595.0,0.0,5567.0,391000.0,,6462.0,32.0,15057.0,3126.0,,240961.0,-1.0,600.0,,350.0,331000.0,163886.0,,134000.0,140070.0,165.0,6532.0,7397510.0,109000.0,0.0,1500.0,0.0,5800.0,60086.0,29400.0,1464.0,,1.0,16825.0,2591.0,5059940.0,339.0,330000.0,82288.0,12000.0,29014.0,147772.0,2000.0,22215.0,16895.0,17801.0,1510.0,749095.0,2498.0,13500.0,-1.0,25000.0,-1.0,150000.0,-1.0,108.0,1170000.0,7399087.0,180000.0,23.0,,84247.0,1863.0,20050.0,610.0,0.0,9240.0,102107.0,40000.0,14748.0,22.0,1577.0,25000.0,249.0,1.0,56565.0,-1.0,1792.0,3123.0,,-1.0,21190.0,52108.0,80.0,5375.0,112591.0,,109290.0,-1.0,25600.0,12.0,0.0,9619.0,1600.0,15310.0,6.0,-1.0,0.0,78839.0,441.0,0.0,1059.0,97260.0,17200.0,7500.0
2005,437.0,,4313.0,103100.0,648235.0,645100.0,2215596.0,280.0,67546.0,40027.0,32438.0,191197.0,6990.0,5050.0,3800.0,46850.0,783.0,69315.0,22190.0,23000.0,895.0,342.0,329.0,1550868.0,73000.0,42207.0,4000.0,24656.0,6658.0,42900.0,77382.0,115184.0,894.0,151300.0,5097140.0,640.0,33722.0,1560.0,69354.0,2020.0,163442.0,863761.0,30.0,,2311.0,,214907.0,0.0,5664.0,410600.0,,6462.0,100.0,15116.0,3135.0,,188220.0,-1.0,528.0,,280.0,332900.0,173974.0,,115000.0,156270.0,183.0,8709.0,6823004.0,70000.0,0.0,1650.0,0.0,3400.0,104085.0,28300.0,1481.0,,1.0,16580.0,1993.0,5198970.0,339.0,330000.0,81971.0,10150.0,29242.0,163168.0,2000.0,18505.0,17665.0,13474.0,1570.0,859000.0,2200.0,12248.0,-1.0,20000.0,-1.0,122000.0,-1.0,200.0,1270000.0,6824127.0,250386.0,44.0,,109053.0,1823.0,20785.0,610.0,0.0,10890.0,77052.0,39000.0,14095.0,23.0,1123.0,18400.0,247.0,1.0,50430.0,-1.0,1848.0,33.0,,-1.0,19934.0,75894.0,78.0,5442.0,104256.0,,108390.0,-1.0,25600.0,12.0,0.0,18814.0,1200.0,14125.0,6.0,-1.0,0.0,139140.0,437.0,0.0,620.0,81758.0,13700.0,8700.0
2006,429.0,,4056.0,94900.0,600142.0,597000.0,2084881.0,69.0,51526.0,67843.0,33814.0,209218.0,7480.0,3922.0,4270.0,38500.0,664.0,71330.0,19396.0,14000.0,653.0,330.0,310.0,1332630.0,43550.0,57107.0,4000.0,24827.0,5955.0,65050.0,57975.0,47821.0,1614.0,140000.0,5860618.0,640.0,32571.0,480.0,74510.0,620.0,148450.0,976608.0,30.0,,2265.0,,221158.0,0.0,5761.0,346800.0,,6462.0,32.0,15500.0,3142.0,,131213.0,-1.0,554.0,,200.0,240000.0,176645.0,,90000.0,145018.0,180.0,8000.0,7629769.0,59400.0,0.0,1500.0,0.0,300.0,90083.0,23900.0,1246.0,,1.0,16293.0,3795.0,4498000.0,350.0,230000.0,77066.0,8750.0,29812.0,81147.0,2000.0,16500.0,17120.0,8757.0,1520.0,905745.0,2400.0,19800.0,-1.0,25505.0,-1.0,75500.0,-1.0,100.0,1191000.0,7630845.0,283300.0,,,92550.0,1766.0,20300.0,610.0,0.0,10560.0,74150.0,38800.0,16096.0,16.0,1076.0,21500.0,246.0,1.0,29183.0,-1.0,1848.0,78.0,,-1.0,18000.0,49958.0,78.0,5490.0,110124.0,,88905.0,-1.0,25600.0,12.0,0.0,8959.0,1500.0,14150.0,6.0,-1.0,0.0,116475.0,429.0,0.0,350.0,93256.0,6300.0,8600.0
2007,421.0,,3910.0,96000.0,304561.0,301400.0,1893292.0,40.0,44664.0,66644.0,33079.0,166238.0,7930.0,3072.0,4705.0,44800.0,499.0,62250.0,15646.0,17500.0,661.0,318.0,250.0,1728427.0,41400.0,58900.0,4000.0,26366.0,4439.0,38600.0,61982.0,41794.0,1836.0,139000.0,6412080.0,640.0,37001.0,360.0,68370.0,567.0,173550.0,867760.0,30.0,,2218.0,,233317.0,0.0,5857.0,285000.0,,8495.0,23.0,15799.0,3161.0,,76207.0,-1.0,563.0,,160.0,211600.0,170983.0,,97000.0,110471.0,170.0,8800.0,8365625.0,34650.0,0.0,2000.0,0.0,400.0,87582.0,15200.0,1298.0,,1.0,16028.0,2518.0,4181810.0,343.0,313000.0,73436.0,10000.0,30037.0,111154.0,1231.0,14170.0,16831.0,1868.0,1573.0,857394.0,2700.0,17000.0,-1.0,12805.0,-1.0,76000.0,-1.0,95.0,1150000.0,8366657.0,147100.0,,,88655.0,1732.0,19887.0,610.0,0.0,11567.0,82273.0,30000.0,18097.0,17.0,1032.0,18500.0,244.0,1.0,38828.0,-1.0,1848.0,2.0,,-1.0,17500.0,35000.0,77.0,5561.0,129861.0,,100486.0,-1.0,25600.0,12.0,0.0,11900.0,1100.0,14158.0,7.0,-1.0,0.0,63447.0,421.0,0.0,375.0,94752.0,4800.0,8500.0
2008,415.0,,3883.0,99000.0,135976.0,132800.0,1924192.0,0.0,43922.0,57524.0,27105.0,181258.0,8200.0,3579.0,4435.0,40300.0,590.0,36250.0,14761.0,11000.0,541.0,306.0,190.0,1674538.0,41400.0,66050.0,4000.0,26839.0,3837.0,27500.0,44821.0,18624.0,1320.0,116500.0,5699200.0,652.0,37032.0,350.0,64578.0,781.0,169905.0,673022.0,30.0,,2209.0,,115951.0,0.0,5954.0,240000.0,,8652.0,18.0,16130.0,3176.0,,68701.0,-1.0,562.0,,100.0,221600.0,158423.0,,92000.0,113348.0,168.0,4800.0,8129714.0,21041.0,0.0,1850.0,0.0,100.0,61581.0,15331.0,1526.0,,1.0,16065.0,1901.0,2790200.0,345.0,330300.0,75352.0,4000.0,29982.0,166279.0,1222.0,12170.0,17012.0,539.0,1653.0,864145.0,2800.0,14700.0,-1.0,23187.0,-1.0,75000.0,-1.0,80.0,1246200.0,8130605.0,266000.0,,,40650.0,1704.0,19734.0,650.0,0.0,11550.0,118364.0,31400.0,20598.0,14.0,891.0,8900.0,247.0,1.0,60894.0,-1.0,1848.0,0.0,,,17383.0,18300.0,83.0,5638.0,95264.0,,105011.0,-1.0,25600.0,14.0,0.0,9359.0,200.0,14170.0,6.0,-1.0,0.0,52229.0,415.0,0.0,404.0,84651.0,4000.0,8600.0
2009,410.0,,4165.0,75000.0,332204.0,329000.0,2112249.0,173.0,44144.0,53759.0,23990.0,131284.0,8460.0,3804.0,4540.0,43500.0,450.0,24247.0,13326.0,9600.0,429.0,295.0,220.0,1351165.0,33000.0,66500.0,4467.0,25180.0,3650.0,28500.0,48489.0,26428.0,3322.0,91000.0,6236480.0,677.0,36020.0,370.0,65540.0,494.0,138747.0,638255.0,30.0,,2318.0,,105809.0,0.0,6050.0,215000.0,,9255.0,10.0,14426.0,3204.0,,73347.0,-1.0,561.0,,97.0,224300.0,121032.0,,78600.0,97062.0,190.0,4800.0,6779519.0,5940.0,0.0,1400.0,0.0,31.0,46091.0,21097.0,1152.0,,1.0,16004.0,2503.0,2653520.0,348.0,220100.0,72768.0,8300.0,26034.0,120582.0,1093.0,13330.0,17679.0,461.0,1438.0,942049.0,4100.0,8400.0,-1.0,12953.0,-1.0,56000.0,-1.0,55.0,1146869.0,6780360.0,183000.0,,,62365.0,1681.0,19416.0,700.0,0.0,14148.0,82505.0,16200.0,19110.0,14.0,841.0,7100.0,247.0,1.0,46893.0,-1.0,1904.0,0.0,,,16730.0,10500.0,90.0,5803.0,85797.0,,105059.0,-1.0,28300.0,15.0,0.0,7753.0,100.0,12880.0,5.0,-1.0,0.0,53000.0,410.0,0.0,425.0,98774.0,2200.0,8696.0
