,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Somalia,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Guinea-Bissau,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
2005,,14802.0,13889.0,9481.0,9063.0,22857.0,7377.0,16693.0,18833.0,10727.0,14035.0,8774.0,16210.0,6856.0,5192.0,10000.0,8500.0,12167.0,23171.0,2191.0,4505.0,22857.0,16667.0,9206.0,11682.0,28571.0,10386.0,11867.0,12680.0,10569.0,,20360.0,21099.0,20000.0,3631.0,,32053.0,12022.0,6247.0,48571.0,34660.0,11150.0,8379.0,19702.0,7780.0,15903.0,,10790.0,5702.0,28947.0,11294.0,31410.0,5574.0,,20000.0,16632.0,10190.0,9333.0,30759.0,54694.0,20000.0,6308.0,16549.0,9118.0,11429.0,10080.0,33507.0,16000.0,10351.0,28936.0,6981.0,7293.0,7179.0,7462.0,,21655.0,12207.0,13476.0,,9107.0,16861.0,10000.0,8224.0,9450.0,20269.0,30729.0,8031.0,5409.0,24103.0,5612.0,5714.0,2879.0,13197.0,10144.0,5682.0,11646.0,24380.0,82026.0,10628.0,23804.0,15638.0,40000.0,11406.0,877.0,7964.0,56458.0,18149.0,8000.0,17692.0,32882.0,20923.0,11940.0,9714.0,10000.0,27338.0,15173.0,14025.0,7645.0,8278.0,9248.0,5574.0,7000.0,15195.0,49284.0,6146.0
2006,,17513.0,10652.0,9731.0,10000.0,20602.0,7904.0,16875.0,18545.0,9628.0,14450.0,8797.0,15012.0,8715.0,5700.0,9944.0,10204.0,14194.0,22560.0,2663.0,4382.0,20602.0,16667.0,8643.0,12440.0,12327.0,10385.0,8661.0,13881.0,10570.0,,20799.0,21220.0,,3353.0,,33118.0,10376.0,7546.0,33739.0,33644.0,18574.0,9720.0,21394.0,7780.0,17199.0,,7935.0,5555.0,28000.0,11438.0,28275.0,5595.0,,25714.0,17479.0,10409.0,10833.0,32201.0,60000.0,19091.0,5569.0,17474.0,8778.0,16970.0,10090.0,32211.0,15242.0,10546.0,25600.0,7638.0,7455.0,7292.0,7360.0,,21905.0,12158.0,12921.0,,7749.0,21404.0,10000.0,8257.0,9851.0,23295.0,32182.0,6937.0,9334.0,25664.0,5613.0,5244.0,4720.0,12030.0,10162.0,8303.0,11019.0,29181.0,87671.0,10871.0,23256.0,18542.0,40000.0,11000.0,2231.0,8800.0,55961.0,18747.0,8000.0,18488.0,34439.0,20395.0,11911.0,9730.0,10000.0,33546.0,15211.0,14240.0,7680.0,8422.0,9541.0,5595.0,7000.0,14027.0,49544.0,6000.0
2007,,13979.0,10625.0,11556.0,8938.0,14419.0,8788.0,16470.0,13803.0,13759.0,14712.0,8821.0,21967.0,4432.0,8737.0,10000.0,10377.0,12549.0,23154.0,2593.0,3935.0,14419.0,15000.0,10237.0,11352.0,22727.0,10000.0,14594.0,13661.0,10625.0,,20961.0,27901.0,,2876.0,,33346.0,10289.0,6410.0,36741.0,33173.0,13441.0,8438.0,20976.0,7780.0,12927.0,,9808.0,5311.0,28328.0,12146.0,30912.0,5484.0,,25696.0,15638.0,6170.0,8833.0,33024.0,122973.0,20000.0,5836.0,13577.0,12086.0,15000.0,10000.0,35085.0,14226.0,11020.0,23333.0,6154.0,6569.0,7287.0,7308.0,,21905.0,12500.0,13637.0,,5455.0,20714.0,10000.0,8400.0,9434.0,14000.0,32962.0,5899.0,9433.0,25183.0,5714.0,5217.0,4866.0,10268.0,10183.0,10143.0,12370.0,22394.0,85487.0,11111.0,22623.0,18343.0,40000.0,10637.0,4387.0,8214.0,55729.0,20039.0,8000.0,18000.0,33309.0,20000.0,11585.0,9730.0,10000.0,31257.0,15853.0,13985.0,6800.0,9443.0,9281.0,5484.0,7000.0,14400.0,49803.0,6092.0
2008,,14008.0,12222.0,2498.0,8821.0,22091.0,9213.0,16225.0,10102.0,11116.0,9023.0,8844.0,16871.0,5811.0,12096.0,10000.0,10721.0,17000.0,25754.0,2237.0,4567.0,22091.0,8333.0,10036.0,11403.0,33000.0,10000.0,11627.0,14487.0,10606.0,,21275.0,27501.0,,3548.0,,34012.0,11048.0,6332.0,40114.0,33333.0,10331.0,8387.0,22160.0,7780.0,12296.0,,9812.0,6000.0,26725.0,12882.0,30075.0,5632.0,,26113.0,15489.0,8200.0,13406.0,33648.0,68974.0,19247.0,5490.0,14004.0,12118.0,17500.0,10155.0,38396.0,16384.0,10909.0,34286.0,6296.0,5845.0,7240.0,7132.0,,21905.0,11980.0,14241.0,,8738.0,22378.0,8201.0,8257.0,9243.0,14000.0,33599.0,9381.0,7507.0,19716.0,5611.0,6190.0,4444.0,14293.0,10203.0,9139.0,11345.0,24454.0,55790.0,11345.0,24040.0,17821.0,40000.0,14391.0,3764.0,6667.0,51570.0,20768.0,8000.0,17143.0,34343.0,20592.0,11434.0,12437.0,10000.0,30000.0,15518.0,15455.0,6863.0,9981.0,10894.0,5632.0,7000.0,14751.0,50062.0,6500.0
2009,,13240.0,10625.0,6076.0,8701.0,19435.0,6087.0,14008.0,14318.0,11165.0,10394.0,8867.0,17961.0,5908.0,6549.0,10077.0,10749.0,11739.0,27104.0,2717.0,4306.0,19435.0,12500.0,8279.0,10946.0,28571.0,10000.0,9911.0,14113.0,10857.0,,21919.0,23521.0,,3990.0,,31046.0,10285.0,6578.0,34579.0,33898.0,26414.0,8600.0,24814.0,7780.0,11265.0,,8973.0,6000.0,27383.0,12751.0,28532.0,5650.0,,25688.0,16784.0,8221.0,15357.0,33605.0,119000.0,30000.0,6661.0,13729.0,11822.0,16845.0,10217.0,38348.0,18240.0,10971.0,31667.0,5200.0,5649.0,8120.0,5333.0,,27368.0,11856.0,14493.0,,9750.0,24357.0,6991.0,8316.0,8936.0,16000.0,33568.0,7215.0,9964.0,22771.0,5565.0,5769.0,4622.0,16745.0,10224.0,10308.0,11876.0,26167.0,55983.0,11570.0,25794.0,19226.0,40040.0,10526.0,5181.0,7564.0,51834.0,20853.0,7818.0,20833.0,35556.0,20927.0,10520.0,9000.0,10000.0,29591.0,16653.0,14000.0,7000.0,14506.0,11101.0,5650.0,7000.0,15455.0,50322.0,6857.0
2010,,10956.0,11430.0,6907.0,8557.0,23220.0,8178.0,14867.0,15246.0,14436.0,5647.0,8890.0,21614.0,6432.0,5938.0,10193.0,10646.0,15238.0,27717.0,4310.0,5105.0,23220.0,11667.0,10612.0,14348.0,30526.0,14318.0,14104.0,11462.0,10884.0,,20418.0,27923.0,,4037.0,,30392.0,10752.0,6678.0,30582.0,34714.0,23014.0,8673.0,26001.0,8125.0,13621.0,,9332.0,5260.0,29526.0,14297.0,27809.0,5671.0,,25677.0,16283.0,10157.0,15023.0,34557.0,173571.0,13000.0,6989.0,14204.0,11396.0,16841.0,10299.0,37124.0,15318.0,10921.0,25000.0,5769.0,5274.0,9647.0,5532.0,,22000.0,11731.0,15917.0,,10764.0,26731.0,6999.0,8384.0,8801.0,14000.0,34541.0,8298.0,6621.0,21642.0,5529.0,5509.0,4278.0,17041.0,10244.0,10076.0,13411.0,31092.0,56444.0,11783.0,20984.0,13579.0,40000.0,10325.0,3571.0,7999.0,55356.0,21054.0,7909.0,19312.0,35463.0,21249.0,10584.0,10756.0,18199.0,25012.0,15502.0,14600.0,7400.0,15137.0,11600.0,5671.0,7000.0,15724.0,50581.0,6841.0
2011,,14021.0,11702.0,7710.0,7500.0,25257.0,9205.0,15885.0,14137.0,16049.0,9481.0,8914.0,21414.0,13323.0,5916.0,10320.0,10736.0,14444.0,29193.0,3323.0,5727.0,25257.0,11667.0,8436.0,13781.0,35556.0,16118.0,13115.0,13130.0,11132.0,6667.0,17776.0,26516.0,,5127.0,,31756.0,10812.0,6887.0,32922.0,35293.0,27689.0,8679.0,24596.0,8328.0,12587.0,,15412.0,5152.0,33037.0,14831.0,25796.0,5697.0,,25665.0,15704.0,7492.0,13036.0,35027.0,165333.0,13000.0,6459.0,11163.0,11397.0,16121.0,10387.0,37948.0,11650.0,11053.0,19923.0,5849.0,4900.0,9647.0,5335.0,,17000.0,11611.0,16899.0,,6093.0,30613.0,7995.0,8384.0,9641.0,14000.0,34998.0,6826.0,6977.0,22259.0,5493.0,5502.0,2956.0,17164.0,10265.0,10556.0,11900.0,29201.0,64905.0,11980.0,27285.0,10847.0,40165.0,11647.0,3282.0,8008.0,52230.0,20935.0,8103.0,18604.0,35498.0,21551.0,10475.0,9308.0,26141.0,21489.0,13013.0,14757.0,7400.0,18192.0,11500.0,5697.0,7000.0,15779.0,50841.0,6800.0
2012,,16788.0,11665.0,7772.0,7647.0,30541.0,9963.0,16172.0,14113.0,13800.0,15036.0,8937.0,21286.0,6416.0,3571.0,10326.0,10826.0,14615.0,30283.0,2901.0,3936.0,30541.0,10000.0,14107.0,13873.0,11995.0,15595.0,9843.0,12711.0,11342.0,7013.0,15450.0,22324.0,,2876.0,,32884.0,10785.0,6431.0,51681.0,36901.0,26562.0,8703.0,24408.0,8081.0,12458.0,6372.0,13921.0,5392.0,40909.0,15186.0,14937.0,5500.0,,26429.0,15661.0,10267.0,13762.0,35745.0,292500.0,14000.0,5639.0,15002.0,11588.0,16087.0,10545.0,47195.0,12981.0,11159.0,35239.0,6000.0,4525.0,9647.0,4597.0,5526.0,17000.0,11000.0,16658.0,,9769.0,27180.0,7007.0,8402.0,9221.0,14000.0,35718.0,7813.0,,23465.0,5333.0,5556.0,3506.0,19252.0,10285.0,10422.0,12115.0,29256.0,53871.0,12500.0,24095.0,11157.0,40000.0,11700.0,3499.0,8071.0,52659.0,21362.0,8151.0,18902.0,32839.0,22000.0,12495.0,10280.0,34426.0,35542.0,19859.0,12100.0,8400.0,18441.0,11600.0,5500.0,7000.0,17676.0,51100.0,7500.0
2013,,15222.0,11723.0,7748.0,8140.0,31196.0,10745.0,16617.0,14138.0,14055.0,54342.0,8960.0,22283.0,5153.0,1747.0,10397.0,10916.0,11000.0,32221.0,2940.0,4507.0,31196.0,11667.0,10832.0,7972.0,31651.0,15429.0,17206.0,12768.0,11567.0,7000.0,13518.0,25391.0,,5738.0,,32996.0,10889.0,6397.0,42047.0,37362.0,26967.0,8734.0,24863.0,8052.0,9055.0,8174.0,13802.0,5292.0,43478.0,12928.0,30503.0,6500.0,,27586.0,15916.0,9358.0,12428.0,36633.0,44426.0,3000.0,5966.0,13729.0,11693.0,16071.0,10545.0,44846.0,8849.0,11363.0,41376.0,6000.0,4150.0,15101.0,4428.0,5310.0,17000.0,11000.0,17319.0,,7390.0,23681.0,6998.0,8421.0,9221.0,14000.0,36587.0,7792.0,,23798.0,5333.0,5143.0,4345.0,16949.0,10306.0,10495.0,11790.0,25154.0,163744.0,12500.0,23242.0,13421.0,41000.0,11681.0,3381.0,8134.0,47177.0,22755.0,8135.0,18823.0,35686.0,21250.0,16818.0,11999.0,39344.0,33255.0,17709.0,12200.0,11000.0,18086.0,11896.0,6500.0,7000.0,17801.0,51359.0,8125.0
2014,,14389.0,11781.0,7725.0,8360.0,28909.0,9003.0,16767.0,14163.0,16041.0,25982.0,8984.0,23410.0,6048.0,4463.0,10467.0,11006.0,14762.0,28165.0,3364.0,5179.0,28909.0,,10213.0,11221.0,28117.0,15700.0,13996.0,12288.0,11792.0,7143.0,12795.0,28485.0,,7524.0,,32002.0,10983.0,6653.0,110141.0,36156.0,28159.0,8759.0,27168.0,8038.0,12321.0,8398.0,14471.0,5192.0,36510.0,12578.0,28294.0,5926.0,,25969.0,16616.0,9954.0,12763.0,35800.0,49216.0,20000.0,3700.0,13955.0,11798.0,16026.0,10556.0,43975.0,14293.0,11656.0,37751.0,6038.0,3776.0,10098.0,5564.0,5745.0,17000.0,11323.0,19093.0,,7618.0,25750.0,7000.0,8439.0,8879.0,10000.0,35780.0,8938.0,,23851.0,5401.0,5000.0,4200.0,20556.0,10326.0,7929.0,11825.0,31655.0,73898.0,12470.0,23538.0,13361.0,40949.0,11715.0,3262.0,8197.0,55335.0,21779.0,8158.0,18743.0,37087.0,21812.0,13853.0,10000.0,34348.0,21964.0,16323.0,13814.0,11376.0,17745.0,15089.0,5926.0,8571.0,17890.0,51619.0,7850.0
