,USSR,Cambodia,Vanuatu,Eritrea,Fiji,Australia,Pakistan,Thailand,Belize,Ethiopia,Kenya,Guyana,Lao People's Democratic Republic,Zambia,Botswana,Papua New Guinea,Somalia,Suriname,Brazil,Mozambique,Niger,Australia & New Zealand,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Cabo Verde,Indonesia,Argentina,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Congo,Lebanon,Dominican Republic,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",Cyprus,Kazakhstan,Rwanda,Cameroon,Guatemala,Saint Kitts and Nevis,Cuba,United States of America,South Africa,Philippines,Iraq,Madagascar,Swaziland,United Republic of Tanzania,Burundi,South Sudan,Libya,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Burkina Faso,Sudan (former),Morocco,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Timor-Leste,Saudi Arabia,Guinea-Bissau,Namibia,Georgia,Nicaragua,Viet Nam,Mauritania,Barbados,Turkey,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,Polynesia,Bulgaria,Myanmar,Occupied Palestinian Territory,Liberia
1971,5000.0,14118.0,6250.0,,11000.0,8066.0,13784.0,12976.0,,,6030.0,3987.0,9259.0,8625.0,10461.0,8214.0,9486.0,9773.0,13005.0,4000.0,6507.0,8066.0,,5564.0,14000.0,18077.0,6053.0,8229.0,10017.0,9539.0,,12588.0,12511.0,,6250.0,6212.0,17595.0,8032.0,5814.0,34704.0,21538.0,,5058.0,11872.0,7088.0,7694.0,,5961.0,8500.0,12092.0,11488.0,18583.0,10417.0,8571.0,10000.0,10820.0,14316.0,10367.0,12493.0,30299.0,,9000.0,8435.0,14725.0,22857.0,10000.0,23158.0,10724.0,5804.0,12400.0,10001.0,5400.0,7899.0,7000.0,,19883.0,,13651.0,22508.0,9329.0,32981.0,8602.0,,4982.0,,12438.0,4585.0,6097.0,7523.0,11000.0,7510.0,8805.0,,10667.0,8716.0,,11294.0,37555.0,10000.0,19337.0,8850.0,,3594.0,,,15000.0,9607.0,5000.0,,25568.0,,10968.0,8326.0,9630.0,7852.0,13505.0,6495.0,10933.0,10438.0,8000.0,10417.0,11803.0,7639.0,,6176.0
1972,7500.0,9861.0,6504.0,,11364.0,13647.0,14226.0,13510.0,,,5714.0,6667.0,9333.0,8801.0,6000.0,8036.0,8747.0,8632.0,12605.0,4000.0,6218.0,13647.0,,5185.0,15000.0,17000.0,5772.0,5854.0,10793.0,9247.0,,13284.0,8577.0,47229.0,4500.0,5814.0,18922.0,7838.0,10270.0,35522.0,20620.0,,5116.0,10515.0,7094.0,6640.0,,5406.0,8000.0,12893.0,10480.0,18511.0,10309.0,11667.0,10000.0,12762.0,13882.0,9749.0,11151.0,22761.0,,9000.0,8280.0,14116.0,16667.0,10000.0,24694.0,12200.0,5769.0,18249.0,9986.0,5860.0,7283.0,7200.0,,23043.0,,13759.0,22448.0,5401.0,34531.0,8038.0,,5044.0,,11198.0,5770.0,8249.0,6072.0,11000.0,8371.0,8542.0,,17500.0,8877.0,,12332.0,37931.0,8333.0,22115.0,6940.0,,4175.0,,,17000.0,9750.0,5000.0,,22703.0,,14028.0,8301.0,9259.0,8085.0,14390.0,6497.0,10846.0,19701.0,8039.0,10309.0,17864.0,7285.0,,6176.0
1973,3333.0,10769.0,7031.0,,11494.0,13213.0,14157.0,11854.0,,,5882.0,7586.0,9677.0,7914.0,6000.0,7000.0,9231.0,11986.0,11656.0,4167.0,2118.0,13213.0,,5815.0,15000.0,21842.0,5490.0,8446.0,11916.0,8143.0,,11639.0,11609.0,13269.0,6250.0,5909.0,19604.0,7442.0,10355.0,35776.0,22638.0,,5000.0,11417.0,7139.0,4229.0,,6510.0,7600.0,13984.0,10547.0,18823.0,10204.0,14000.0,10000.0,14612.0,14454.0,16076.0,12116.0,11343.0,,8981.0,8273.0,13021.0,13396.0,10000.0,26033.0,8574.0,5485.0,18929.0,9975.0,5950.0,8927.0,7800.0,,20000.0,,13494.0,21938.0,6644.0,43130.0,9559.0,,9400.0,,12172.0,3764.0,7531.0,5622.0,12500.0,7973.0,4508.0,,7500.0,7705.0,,13512.0,32735.0,8333.0,20292.0,7339.0,,4750.0,,,20000.0,10256.0,5765.0,,23158.0,,13988.0,8752.0,9259.0,8231.0,14002.0,6500.0,11154.0,22968.0,7982.0,10204.0,19081.0,6294.0,,6286.0
1974,5000.0,11200.0,7692.0,,11429.0,11262.0,14094.0,12893.0,,,6000.0,5556.0,9677.0,7933.0,4167.0,7500.0,8889.0,12013.0,12117.0,4000.0,5043.0,11262.0,,6207.0,17143.0,24333.0,8228.0,7128.0,11111.0,8838.0,,12468.0,8418.0,,5000.0,5773.0,18364.0,7945.0,10597.0,35665.0,23910.0,,5455.0,11140.0,7243.0,10661.0,,6667.0,7202.0,9997.0,9350.0,15820.0,10000.0,10000.0,10000.0,15912.0,13962.0,14054.0,12729.0,22761.0,,6550.0,7954.0,11103.0,13385.0,10000.0,27925.0,15745.0,5881.0,8808.0,9852.0,5369.0,8800.0,8400.0,,17811.0,,13542.0,22299.0,8508.0,41310.0,7465.0,,7147.0,,12792.0,4939.0,12328.0,7456.0,12500.0,7949.0,8219.0,,8571.0,6904.0,,14584.0,36072.0,8333.0,19631.0,7105.0,,4313.0,,,21667.0,10263.0,5000.0,,24444.0,,15104.0,7934.0,10625.0,9078.0,13026.0,6500.0,11111.0,11182.0,8084.0,10000.0,16733.0,6455.0,,6486.0
1975,10000.0,10370.0,7971.0,,10000.0,13248.0,14148.0,12553.0,,,6000.0,6033.0,10000.0,7767.0,4167.0,10000.0,7879.0,11994.0,12808.0,4000.0,1306.0,13248.0,,5676.0,16111.0,26957.0,11636.0,9354.0,10804.0,9580.0,,13340.0,10516.0,20000.0,5000.0,5682.0,20829.0,8974.0,10815.0,35534.0,28111.0,,5556.0,8266.0,7125.0,3230.0,,10250.0,6000.0,10857.0,10452.0,16577.0,10000.0,15000.0,15000.0,15340.0,14398.0,10858.0,12107.0,16267.0,,9626.0,6427.0,10563.0,13675.0,10000.0,28744.0,10766.0,6604.0,15177.0,12182.0,4310.0,5974.0,9000.0,,18253.0,,14202.0,22527.0,11089.0,34986.0,8000.0,,5979.0,,12178.0,5330.0,8048.0,11763.0,14286.0,8228.0,6035.0,,9574.0,6904.0,,14270.0,33631.0,8065.0,17407.0,7105.0,,4111.0,,,17005.0,9500.0,5000.0,,22222.0,,15000.0,8180.0,13488.0,10174.0,11183.0,6500.0,10714.0,16477.0,8714.0,10000.0,20994.0,7069.0,,6711.0
1976,11250.0,10000.0,8571.0,,9118.0,13000.0,14209.0,12744.0,,,6077.0,6089.0,7447.0,8014.0,4167.0,10000.0,8438.0,11983.0,13727.0,3714.0,4823.0,13000.0,,5333.0,11579.0,27273.0,9624.0,7474.0,7997.0,6639.0,,13761.0,10941.0,,4500.0,5682.0,19469.0,9161.0,8138.0,35884.0,23977.0,,5833.0,9476.0,7093.0,6711.0,,11558.0,6000.0,10857.0,7709.0,17835.0,10909.0,13929.0,16000.0,14722.0,13619.0,12407.0,10185.0,16737.0,,9174.0,8548.0,9458.0,13380.0,10000.0,27619.0,8102.0,6737.0,19123.0,10193.0,4771.0,5968.0,9100.0,,18846.0,,11126.0,24362.0,9149.0,30343.0,8292.0,,7934.0,,10338.0,4543.0,9182.0,11925.0,15000.0,9048.0,9251.0,,9434.0,6904.0,,15111.0,38651.0,6452.0,17302.0,7105.0,,5000.0,,,17000.0,10103.0,6667.0,,27375.0,,12991.0,8907.0,13535.0,10823.0,12965.0,6500.0,10929.0,17076.0,8642.0,10909.0,10936.0,6214.0,,6650.0
1977,11250.0,9000.0,8966.0,,8000.0,10292.0,14284.0,11718.0,,,6077.0,7129.0,10198.0,7147.0,4167.0,10000.0,11200.0,11986.0,14021.0,3714.0,4722.0,10292.0,,6333.0,9286.0,25217.0,11650.0,8661.0,10488.0,7000.0,,13465.0,16349.0,20000.0,5000.0,5909.0,19453.0,9236.0,6571.0,35821.0,28070.0,,5800.0,10883.0,7051.0,7903.0,,11425.0,6000.0,10857.0,9939.0,18461.0,10870.0,13782.0,17000.0,13472.0,9804.0,9529.0,11735.0,16877.0,,9521.0,7829.0,9143.0,13457.0,10000.0,27534.0,13232.0,7363.0,20054.0,9518.0,5633.0,5943.0,9500.0,,19396.0,,11798.0,24805.0,4663.0,39071.0,8245.0,,8243.0,,11821.0,3459.0,9160.0,4287.0,15385.0,4103.0,7416.0,,9333.0,6960.0,,14590.0,35942.0,8065.0,19686.0,6667.0,,3688.0,,,17005.0,9200.0,6667.0,,23725.0,,13152.0,10950.0,13158.0,16139.0,13568.0,6500.0,9563.0,8396.0,8458.0,10870.0,13679.0,7409.0,,6429.0
1978,9524.0,8571.0,9333.0,,7000.0,12871.0,12454.0,12815.0,,,6000.0,5714.0,7600.0,3355.0,4444.0,10000.0,14737.0,9551.0,12806.0,3571.0,4605.0,12871.0,,5840.0,10000.0,23333.0,9271.0,8352.0,8006.0,8186.0,,14710.0,8668.0,,5000.0,5000.0,18797.0,9321.0,8445.0,35161.0,26339.0,,6000.0,11090.0,6716.0,9873.0,,12238.0,6000.0,10000.0,13824.0,18117.0,10833.0,12613.0,18000.0,12661.0,12585.0,11690.0,13460.0,19037.0,,9113.0,2974.0,8471.0,12917.0,10000.0,29356.0,14199.0,7882.0,17844.0,8880.0,5651.0,5625.0,7000.0,,18835.0,,11222.0,26142.0,9007.0,37678.0,8000.0,,7452.0,,13540.0,4850.0,8196.0,9363.0,15625.0,8472.0,7573.0,,10000.0,6800.0,,15984.0,38809.0,6550.0,17896.0,6667.0,,4118.0,,,27347.0,8822.0,6809.0,,23663.0,,9772.0,9715.0,10857.0,15877.0,14522.0,6500.0,10714.0,4428.0,8441.0,10833.0,8499.0,8244.0,,6395.0
1979,10000.0,6667.0,9375.0,,6400.0,16889.0,12361.0,11899.0,,,5889.0,7500.0,7256.0,7333.0,846.0,10000.0,11667.0,10035.0,15988.0,3714.0,6104.0,16889.0,,5863.0,9615.0,24011.0,9962.0,8050.0,12434.0,13040.0,,15763.0,17096.0,,5000.0,6250.0,20677.0,9333.0,4702.0,35303.0,28634.0,,7196.0,11006.0,7001.0,10060.0,,8897.0,7500.0,10000.0,12600.0,17794.0,10800.0,10000.0,15000.0,12027.0,9867.0,11630.0,13616.0,18944.0,,9350.0,4581.0,7979.0,13636.0,10000.0,29270.0,6905.0,9148.0,22857.0,10005.0,5632.0,5909.0,7545.0,,19231.0,,11250.0,27451.0,6324.0,38781.0,6557.0,,6805.0,,13674.0,5056.0,8680.0,10364.0,15000.0,8037.0,7169.0,,9571.0,6800.0,,15927.0,40196.0,9680.0,19852.0,6667.0,,4118.0,,,30813.0,8834.0,5000.0,,23000.0,,9846.0,9803.0,10200.0,22064.0,9372.0,6500.0,10714.0,6155.0,8475.0,10800.0,12666.0,7469.0,,6222.0
1980,21000.0,7500.0,9697.0,,6000.0,12300.0,12336.0,12909.0,,,5775.0,7556.0,7400.0,6469.0,3684.0,10000.0,12000.0,10096.0,15429.0,3800.0,6651.0,12300.0,,5733.0,11364.0,25318.0,10096.0,7359.0,11952.0,11749.0,,16528.0,10544.0,,5000.0,8125.0,21374.0,9544.0,4081.0,24221.0,26290.0,,7383.0,10584.0,7001.0,8366.0,,8884.0,7398.0,10000.0,13257.0,17771.0,10769.0,10000.0,17500.0,13826.0,8737.0,16969.0,15406.0,20748.0,,8950.0,3465.0,7651.0,13333.0,10000.0,18439.0,10727.0,9049.0,13333.0,9324.0,4639.0,5870.0,8333.0,,19250.0,,11538.0,28125.0,4866.0,37188.0,7368.0,,7225.0,,15423.0,5105.0,7963.0,13147.0,15000.0,6291.0,4855.0,,9600.0,7080.0,,16167.0,42484.0,9680.0,16506.0,7143.0,,3529.0,,,19174.0,8973.0,5000.0,,21579.0,,11279.0,8567.0,10000.0,12679.0,11711.0,6580.0,8333.0,5905.0,6190.0,10769.0,11882.0,7509.0,,6222.0
1981,17000.0,6000.0,9706.0,,5000.0,15933.0,12084.0,12487.0,,,7143.0,7778.0,7658.0,5080.0,4593.0,10000.0,15385.0,10000.0,14499.0,3714.0,4878.0,15933.0,,5009.0,15652.0,25215.0,9459.0,9723.0,12273.0,11576.0,,16458.0,12347.0,,5000.0,10375.0,21412.0,9483.0,4465.0,40400.0,27952.0,,7489.0,9284.0,7017.0,8154.0,,7793.0,7202.0,8571.0,12750.0,19414.0,10584.0,20000.0,20000.0,15182.0,13494.0,10598.0,15490.0,22547.0,,9271.0,4167.0,7874.0,14000.0,10000.0,29979.0,10876.0,9186.0,20000.0,9268.0,4264.0,5957.0,8571.0,,18571.0,,10000.0,24919.0,8588.0,33166.0,8182.0,,5981.0,,15502.0,6064.0,7394.0,12799.0,15000.0,6915.0,4950.0,,8375.0,7200.0,,16068.0,50197.0,9381.0,19274.0,7500.0,,3529.0,,,16760.0,8836.0,6000.0,,22800.0,,12649.0,10494.0,10056.0,13041.0,11678.0,6530.0,5263.0,5204.0,6007.0,10584.0,14786.0,8937.0,,6222.0
1982,21000.0,6250.0,9767.0,,4315.0,17263.0,12144.0,12368.0,,,4942.0,7158.0,7999.0,4463.0,3745.0,10000.0,10667.0,10000.0,13401.0,3750.0,4596.0,17263.0,,7300.0,15882.0,25822.0,9505.0,7321.0,12365.0,7367.0,5000.0,16626.0,16361.0,,5000.0,9706.0,19507.0,9571.0,4504.0,32717.0,29167.0,,7860.0,11966.0,6855.0,9215.0,,8781.0,9730.0,8800.0,13262.0,20275.0,10000.0,14000.0,17600.0,12610.0,15937.0,9652.0,16222.0,26047.0,,9996.0,4518.0,8100.0,13500.0,10000.0,30189.0,5118.0,8341.0,26667.0,9708.0,2889.0,6042.0,8462.0,,18571.0,,10833.0,23875.0,8748.0,35081.0,7500.0,,5474.0,,16225.0,4557.0,6939.0,11507.0,15000.0,7101.0,4842.0,,8235.0,6800.0,,16355.0,39785.0,7350.0,15430.0,7500.0,20588.0,4118.0,,,16574.0,9112.0,7500.0,,20833.0,,12528.0,10171.0,10105.0,14125.0,13371.0,6495.0,10714.0,3807.0,5715.0,10000.0,14900.0,10319.0,,6444.0
