,"China, Taiwan Province of",Bhutan,Eritrea,USSR,Australia & New Zealand,Madagascar,United Republic of Tanzania,Togo,Yemen,Armenia,Burundi,Thailand,Ethiopia,Luxembourg,Czechia,Switzerland,Republic of Moldova,Italy,Serbia,Qatar,Senegal,Botswana,Peru,South Africa,Slovenia,Uzbekistan,Occupied Palestinian Territory,Finland,Slovakia,Niger,Morocco,Mongolia,Mexico,Hungary,Chad,Spain,Ireland,New Zealand,Austria,Republic of Korea,Poland,Argentina,Belarus,Ethiopia PDR,Georgia,Greece,Czechoslovakia,Bosnia and Herzegovina,France,Oman,Tunisia,Mali,Zimbabwe,Croatia,Congo,Russian Federation,Bolivia (Plurinational State of),Kazakhstan,Gambia,United States of America,Latvia,Ukraine,"China, mainland",Sierra Leone,Guinea-Bissau,Lithuania,Bulgaria,Myanmar,China,Romania
1971,10500.0,-1.0,,11000.0,2000.0,-1.0,-1.0,11000.0,,,-1.0,480.0,,,,-1.0,,1723.0,,-1.0,11600.0,-1.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,52000.0,2000.0,-1.0,18872.0,16000.0,,-1.0,2000.0,-1.0,,-1.0,26400.0,,2217800.0,,-1.0,1328.0,,-1.0,2000.0,33000.0,,-1.0,,-1.0,,1000.0,,-1.0,,,,-1.0,1300.0,-1.0,,3000.0,37402.0,10500.0,
1972,7000.0,-1.0,,8000.0,2000.0,-1.0,-1.0,8000.0,,,-1.0,720.0,,,,-1.0,,1200.0,,-1.0,12500.0,-1.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,45400.0,3000.0,-1.0,25338.0,17000.0,,-1.0,2000.0,-1.0,,-1.0,24000.0,,2239500.0,,-1.0,714.0,,-1.0,2100.0,30000.0,,-1.0,,-1.0,,1050.0,,-1.0,,,,-1.0,1300.0,-1.0,,3452.0,32215.0,7000.0,
1973,5600.0,-1.0,,9000.0,2500.0,-1.0,-1.0,10000.0,,,-1.0,1000.0,,,,-1.0,,1303.0,,-1.0,6950.0,-1.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,70300.0,4500.0,-1.0,17738.0,17000.0,,-1.0,2500.0,-1.0,,-1.0,25000.0,,1665000.0,,-1.0,705.0,,-1.0,2100.0,30000.0,,-1.0,,-1.0,,1100.0,,-1.0,,,,-1.0,1300.0,-1.0,,2577.0,40496.0,5600.0,
1974,3500.0,-1.0,,10000.0,2500.0,-1.0,-1.0,11000.0,,,-1.0,1400.0,,,,-1.0,,1188.0,,-1.0,8700.0,-1.0,-1.0,5000.0,,,-1.0,-1.0,,-1.0,85400.0,4000.0,-1.0,12431.0,18000.0,,-1.0,2500.0,-1.0,500.0,-1.0,26400.0,,1686000.0,,-1.0,505.0,,-1.0,2100.0,25000.0,,-1.0,,-1.0,,1100.0,,-1.0,,,,-1.0,1300.0,-1.0,,91117.0,57204.0,3500.0,
1975,1750.0,-1.0,,7000.0,2500.0,-1.0,-1.0,11000.0,,,-1.0,1600.0,,,,-1.0,,847.0,,-1.0,8100.0,-1.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,47900.0,4000.0,-1.0,7902.0,19000.0,,-1.0,2500.0,-1.0,934.0,-1.0,29300.0,,1217600.0,,-1.0,416.0,,-1.0,2100.0,27000.0,,-1.0,,-1.0,,1100.0,,-1.0,,,,-1.0,1300.0,-1.0,,23720.0,57498.0,1750.0,
1976,1400.0,-1.0,,6000.0,2500.0,-1.0,-1.0,11000.0,,,-1.0,2000.0,,,,-1.0,,740.0,,-1.0,9300.0,1200.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,54400.0,2000.0,-1.0,4818.0,20000.0,,-1.0,2500.0,-1.0,1578.0,-1.0,28900.0,,1440400.0,,-1.0,613.0,,-1.0,2000.0,30000.0,,-1.0,,-1.0,,1150.0,,-1.0,,,,-1.0,1300.0,-1.0,,21784.0,56053.0,1400.0,
1977,700.0,-1.0,,5000.0,2600.0,-1.0,-1.0,12000.0,,,-1.0,3600.0,,,,-1.0,,779.0,,-1.0,7071.0,2000.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,52900.0,1700.0,-1.0,5708.0,21000.0,,-1.0,2600.0,-1.0,1844.0,-1.0,30200.0,,1337100.0,,-1.0,315.0,,-1.0,2000.0,30000.0,,-1.0,,-1.0,,1100.0,,-1.0,,,,-1.0,1400.0,-1.0,,10876.0,49777.0,700.0,200.0
1978,350.0,-1.0,,4000.0,2600.0,-1.0,-1.0,10500.0,,,-1.0,3200.0,,,,-1.0,,623.0,,-1.0,6328.0,2000.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,73500.0,1800.0,-1.0,5652.0,30000.0,,-1.0,2600.0,-1.0,830.0,-1.0,29300.0,,1304000.0,,-1.0,334.0,,-1.0,2000.0,32000.0,,-1.0,,-1.0,,820.0,,-1.0,,,,-1.0,1400.0,-1.0,,50905.0,51396.0,350.0,100.0
1979,350.0,-1.0,,3000.0,2600.0,-1.0,-1.0,8000.0,,,-1.0,2800.0,,,,-1.0,,615.0,,-1.0,5610.0,2000.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,50200.0,2000.0,-1.0,11480.0,40000.0,,-1.0,2600.0,-1.0,895.0,-1.0,19200.0,,1392600.0,,-1.0,369.0,,-1.0,2000.0,32000.0,,-1.0,,-1.0,,925.0,,-1.0,,,,-1.0,1400.0,-1.0,,8600.0,50586.0,350.0,100.0
1980,350.0,-1.0,,3000.0,1320.0,-1.0,-1.0,7000.0,,,-1.0,3200.0,,,,-1.0,,770.0,,-1.0,6000.0,2000.0,-1.0,8300.0,,,-1.0,-1.0,,-1.0,58000.0,5400.0,-1.0,6266.0,55000.0,,-1.0,1320.0,-1.0,725.0,-1.0,19500.0,,1513340.0,,-1.0,478.0,,-1.0,2000.0,33000.0,,200.0,,-1.0,,780.0,,-1.0,,,,-1.0,1500.0,-1.0,,9100.0,59376.0,350.0,200.0
1981,350.0,-1.0,,4000.0,2257.0,-1.0,-1.0,7000.0,,,-1.0,4800.0,,,,-1.0,,632.0,,-1.0,6000.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,49000.0,4200.0,-1.0,7484.0,70000.0,,-1.0,2257.0,-1.0,629.0,-1.0,19300.0,,1364140.0,,-1.0,791.0,,-1.0,833.0,33000.0,,200.0,,-1.0,,1780.0,,-1.0,,,,-1.0,1500.0,-1.0,,13673.0,47571.0,350.0,300.0
1982,451.0,-1.0,,4000.0,806.0,-1.0,-1.0,7000.0,,,-1.0,5600.0,,,,-1.0,,1566.0,,-1.0,6000.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,33000.0,7400.0,435.0,5163.0,65000.0,,-1.0,806.0,-1.0,2226.0,-1.0,12300.0,,1331550.0,,-1.0,570.0,,-1.0,833.0,34000.0,,200.0,,-1.0,,1800.0,,-1.0,,,,-1.0,1500.0,-1.0,,19084.0,48262.0,451.0,300.0
1983,171.0,-1.0,,6000.0,855.0,-1.0,-1.0,7000.0,,,-1.0,4000.0,,,,-1.0,,2098.0,,-1.0,6000.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,43000.0,14400.0,10.0,4520.0,83923.0,,-1.0,855.0,-1.0,2022.0,-1.0,9000.0,,1399830.0,,-1.0,388.0,,-1.0,833.0,34400.0,350.0,200.0,,-1.0,,911.0,,-1.0,,,,-1.0,1500.0,-1.0,,12173.0,47000.0,171.0,800.0
1984,145.0,-1.0,,5000.0,1368.0,-1.0,-1.0,7000.0,,,-1.0,4400.0,,,,-1.0,,3339.0,,-1.0,7000.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,23000.0,15600.0,60.0,8701.0,48555.0,,-1.0,1368.0,-1.0,2008.0,-1.0,10200.0,,1317940.0,,-1.0,313.0,,-1.0,833.0,30000.0,700.0,200.0,,-1.0,,2556.0,,-1.0,,,,-1.0,1500.0,-1.0,,8063.0,48000.0,145.0,4800.0
1985,155.0,-1.0,,5000.0,1167.0,-1.0,-1.0,7000.0,,,-1.0,4400.0,,,,-1.0,,1036.0,,-1.0,7638.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,18000.0,12000.0,601.0,3594.0,126448.0,,-1.0,1167.0,-1.0,994.0,-1.0,9300.0,,1345090.0,,-1.0,113.0,,-1.0,833.0,30000.0,2300.0,200.0,,-1.0,,1967.0,,-1.0,,,,-1.0,1500.0,-1.0,,10279.0,50853.0,155.0,600.0
1986,338.0,-1.0,,4000.0,1553.0,-1.0,-1.0,7377.0,,,-1.0,4400.0,,,,-1.0,,796.0,,-1.0,5198.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,20000.0,12400.0,415.0,3728.0,56750.0,,-1.0,1553.0,-1.0,1375.0,-1.0,9400.0,,1296240.0,,-1.0,255.0,,-1.0,850.0,15000.0,2100.0,200.0,,-1.0,,1760.0,,-1.0,,,,-1.0,1500.0,-1.0,,8149.0,51999.0,338.0,200.0
1987,511.0,-1.0,,4000.0,2560.0,-1.0,-1.0,5936.0,,,-1.0,4400.0,,,,-1.0,,1230.0,,-1.0,5557.0,2000.0,-1.0,13200.0,,,-1.0,-1.0,,-1.0,18000.0,8600.0,795.0,7427.0,69856.0,,-1.0,2560.0,-1.0,3205.0,-1.0,6800.0,,1298330.0,,-1.0,302.0,,-1.0,900.0,18000.0,2500.0,200.0,,-1.0,,1940.0,,-1.0,,,,-1.0,1500.0,-1.0,,20800.0,49686.0,511.0,1500.0
1988,449.0,1370.0,,4000.0,2178.0,-1.0,-1.0,5000.0,,,-1.0,5400.0,,,,-1.0,,465.0,,-1.0,5000.0,2000.0,-1.0,16600.0,,,-1.0,-1.0,,-1.0,16000.0,7464.0,613.0,2911.0,108743.0,,-1.0,2178.0,-1.0,1054.0,-1.0,10000.0,,1253390.0,,-1.0,915.0,,-1.0,920.0,18000.0,1300.0,200.0,,-1.0,,1648.0,,-1.0,,,,-1.0,1500.0,-1.0,,20231.0,30045.0,449.0,1500.0
1989,157.0,1370.0,,4000.0,2000.0,-1.0,-1.0,7700.0,,,-1.0,5600.0,,,,-1.0,,481.0,,-1.0,2396.0,2000.0,-1.0,16600.0,,,-1.0,-1.0,,-1.0,14000.0,6586.0,892.0,4122.0,107724.0,,-1.0,2000.0,-1.0,1255.0,-1.0,7500.0,,1461240.0,,-1.0,17419.0,,-1.0,950.0,18000.0,1000.0,200.0,,-1.0,,1585.0,,-1.0,,,,-1.0,1500.0,-1.0,,26153.0,38048.0,157.0,1500.0
1990,205.0,1370.0,,3967.0,2295.0,-1.0,-1.0,6560.0,,,-1.0,5600.0,,,,-1.0,,452.0,,-1.0,1659.0,2200.0,-1.0,15203.0,,,-1.0,-1.0,,1500.0,11500.0,4181.0,803.0,3563.0,80366.0,0.0,-1.0,2295.0,-1.0,1650.0,-1.0,16000.0,,1226960.0,,-1.0,17431.0,,-1.0,1000.0,18059.0,650.0,125.0,,-1.0,,1410.0,,500.0,,,,-1.0,1500.0,-1.0,,30097.0,38050.0,205.0,1244.0
1991,65.0,1370.0,,0.0,2193.0,-1.0,-1.0,4100.0,,,-1.0,5266.0,,,,-1.0,,1726.0,,-1.0,3447.0,2500.0,-1.0,10883.0,,,-1.0,-1.0,,1700.0,14500.0,3200.0,653.0,2244.0,143958.0,10380.0,-1.0,2193.0,-1.0,1634.0,-1.0,25000.0,,1279060.0,,-1.0,17480.0,,-1.0,1032.0,22928.0,350.0,120.0,,-1.0,,1459.0,,540.0,-1.0,,,-1.0,1500.0,-1.0,,32069.0,36726.0,65.0,3836.0
1992,136.0,1370.0,,,1840.0,-1.0,-1.0,5200.0,,-1.0,-1.0,9020.0,,,,-1.0,,2664.0,,-1.0,3387.0,2900.0,-1.0,13201.0,51.0,-1.0,-1.0,-1.0,,1800.0,15800.0,3300.0,488.0,4695.0,123811.0,10851.0,-1.0,1840.0,-1.0,1682.0,-1.0,53000.0,-1.0,1368330.0,-1.0,-1.0,18000.0,-1.0,-1.0,1033.0,25000.0,356.0,120.0,,-1.0,32000.0,1215.0,85000.0,600.0,-1.0,-1.0,4000.0,-1.0,1500.0,-1.0,-1.0,26267.0,33537.0,136.0,5293.0
1993,123.0,1370.0,23100.0,,1537.0,-1.0,-1.0,8682.0,-1.0,-1.0,-1.0,10000.0,1385930.0,,4167.0,-1.0,,2994.0,,-1.0,3385.0,3500.0,-1.0,16446.0,56.0,-1.0,-1.0,-1.0,200.0,2100.0,19500.0,2618.0,626.0,2251.0,111385.0,11317.0,-1.0,1537.0,-1.0,740.0,-1.0,26000.0,-1.0,,-1.0,-1.0,,-1.0,-1.0,1043.0,26542.0,406.0,120.0,,3000.0,30000.0,1310.0,57000.0,700.0,-1.0,-1.0,3000.0,-1.0,1425.0,-1.0,-1.0,19083.0,33215.0,123.0,2211.0
1994,127.0,1370.0,31200.0,,1770.0,-1.0,18000.0,9031.0,-1.0,-1.0,-1.0,12000.0,1425140.0,,4000.0,-1.0,,2991.0,,-1.0,3318.0,3417.0,-1.0,33000.0,228.0,-1.0,-1.0,-1.0,411.0,2300.0,9200.0,2745.0,784.0,6000.0,129236.0,11910.0,-1.0,1770.0,-1.0,839.0,-1.0,26000.0,-1.0,,-1.0,-1.0,,,-1.0,1022.0,27000.0,300.0,120.0,,3030.0,26539.0,1300.0,8000.0,800.0,-1.0,-1.0,26000.0,-1.0,4000.0,-1.0,-1.0,11808.0,34976.0,127.0,1400.0
1995,178.0,1370.0,30162.0,,1647.0,-1.0,16346.0,5124.0,-1.0,-1.0,-1.0,12056.0,1899070.0,,4100.0,-1.0,,3716.0,,-1.0,6281.0,3232.0,-1.0,40614.0,97.0,-1.0,-1.0,-1.0,422.0,2700.0,1400.0,2523.0,812.0,1000.0,101373.0,12928.0,-1.0,1647.0,-1.0,1342.0,-1.0,15000.0,500.0,,-1.0,-1.0,,,-1.0,1020.0,30000.0,325.0,136.0,,3050.0,25000.0,1249.0,71600.0,900.0,-1.0,-1.0,22000.0,-1.0,2700.0,-1.0,-1.0,11267.0,33000.0,178.0,1000.0
1996,149.0,1370.0,21590.0,,3000.0,-1.0,16667.0,11136.0,-1.0,-1.0,-1.0,12500.0,2162890.0,,4000.0,-1.0,,3325.0,,-1.0,7872.0,3069.0,6166.0,39370.0,81.0,-1.0,20.0,900.0,443.0,2800.0,3400.0,2354.0,1372.0,0.0,93300.0,13937.0,-1.0,3000.0,20265.0,2285.0,-1.0,15000.0,2000.0,,-1.0,-1.0,,,-1.0,1040.0,32178.0,217.0,136.0,,3070.0,31000.0,1262.0,55000.0,1000.0,-1.0,-1.0,9200.0,-1.0,3300.0,-1.0,-1.0,15550.0,33000.0,149.0,2400.0
1997,199.0,1370.0,18392.0,,2986.0,-1.0,16988.0,6756.0,-1.0,-1.0,-1.0,13000.0,2238890.0,,4100.0,-1.0,,11000.0,,-1.0,5000.0,2890.0,8122.0,42990.0,53.0,-1.0,40.0,1900.0,400.0,2900.0,7200.0,2174.0,2844.0,0.0,113412.0,14938.0,-1.0,2986.0,25594.0,1723.0,-1.0,15000.0,3500.0,,-1.0,-1.0,,,-1.0,1050.0,34386.0,294.0,136.0,,3091.0,27000.0,1262.0,30200.0,1100.0,-1.0,-1.0,21100.0,-1.0,3800.0,-1.0,-1.0,13000.0,36000.0,199.0,2400.0
1998,239.0,1370.0,27316.0,,2963.0,-1.0,17308.0,6911.0,-1.0,-1.0,-1.0,13500.0,1806920.0,,4000.0,-1.0,-1.0,8000.0,,-1.0,3001.0,2900.0,7706.0,50000.0,52.0,-1.0,80.0,2900.0,496.0,3140.0,5100.0,2000.0,1791.0,0.0,181225.0,15930.0,-1.0,2963.0,25594.0,2144.0,-1.0,15000.0,2000.0,,-1.0,-1.0,,,-1.0,984.0,37000.0,331.0,136.0,,3112.0,25000.0,1261.0,20900.0,1200.0,-1.0,-1.0,30300.0,-1.0,2800.0,-1.0,-1.0,17868.0,39000.0,239.0,3500.0
1999,140.0,1370.0,30921.0,,3500.0,-1.0,17625.0,4433.0,-1.0,-1.0,-1.0,16000.0,2151260.0,,3900.0,-1.0,,6196.0,,200.0,4469.0,3143.0,7731.0,44264.0,51.0,2000.0,94.0,1200.0,800.0,2566.0,4600.0,2016.0,3210.0,0.0,199251.0,16913.0,-1.0,3500.0,23060.0,1819.0,-1.0,20000.0,1000.0,,-1.0,-1.0,,,-1.0,962.0,38288.0,336.0,136.0,,3133.0,30000.0,1400.0,62600.0,1250.0,-1.0,-1.0,24400.0,8000.0,2600.0,-1.0,-1.0,9500.0,41000.0,8140.0,2050.0
2000,257.0,1370.0,29680.0,,3130.0,-1.0,17832.0,3521.0,-1.0,-1.0,10800.0,20000.0,2153970.0,-1.0,4200.0,-1.0,,5882.0,,200.0,2138.0,3500.0,8083.0,41834.0,57.0,1500.0,115.0,3000.0,900.0,2500.0,4600.0,2072.0,3119.0,0.0,140712.0,17888.0,-1.0,3130.0,22362.0,2142.0,-1.0,20000.0,9000.0,,-1.0,-1.0,,,-1.0,939.0,39876.0,347.0,160.0,,3154.0,40000.0,1257.0,23800.0,1300.0,-1.0,-1.0,20000.0,10000.0,3300.0,-1.0,-1.0,7934.0,41000.0,10257.0,4300.0
2001,173.0,1370.0,30459.0,,3078.0,-1.0,18130.0,4272.0,-1.0,-1.0,12000.0,25000.0,2200330.0,-1.0,4100.0,-1.0,,7627.0,,200.0,1383.0,2900.0,8279.0,42000.0,158.0,8700.0,350.0,500.0,548.0,3250.0,5900.0,2113.0,3259.0,0.0,154626.0,19522.0,-1.0,3078.0,22012.0,3043.0,-1.0,20000.0,6000.0,,-1.0,-1.0,,,-1.0,916.0,43000.0,340.0,160.0,,3175.0,45000.0,1350.0,22800.0,1366.0,,-1.0,31500.0,12000.0,3900.0,5000.0,-1.0,7832.0,38000.0,12173.0,5581.0
2002,188.0,1100.0,28002.0,,3200.0,-1.0,18466.0,2071.0,-1.0,-1.0,12000.0,27000.0,1862833.0,40.0,4000.0,-1.0,,7289.0,,154.0,1840.0,2200.0,8196.0,32000.0,28.0,11500.0,124.0,600.0,1100.0,3750.0,4800.0,2164.0,2519.0,0.0,179000.0,22170.0,-1.0,3200.0,23410.0,3419.0,-1.0,22000.0,2000.0,,-1.0,-1.0,,,-1.0,893.0,41896.0,338.0,160.0,,3200.0,45000.0,1204.0,19600.0,1350.0,,-1.0,38400.0,14765.0,4200.0,3000.0,-1.0,6274.0,35000.0,14953.0,7000.0
2003,146.0,1100.0,31456.0,,2400.0,-1.0,18804.0,2972.0,-1.0,4392.0,12000.0,28000.0,2775618.0,38.0,4500.0,-1.0,,7527.0,,80.0,2000.0,2000.0,8250.0,33372.0,80.0,10700.0,121.0,1300.0,550.0,3500.0,6700.0,3135.0,1435.0,943.0,300000.0,24337.0,-1.0,2400.0,25000.0,2738.0,1746.0,22000.0,14781.0,,-1.0,-1.0,,,-1.0,870.0,42496.0,338.0,160.0,,3220.0,41000.0,1100.0,22000.0,1500.0,,-1.0,25300.0,13000.0,4300.0,2747.0,-1.0,9033.0,29000.0,13146.0,2543.0
2004,54.0,1060.0,30216.0,,2700.0,-1.0,17500.0,1379.0,-1.0,4891.0,12000.0,30000.0,2932430.0,48.0,4700.0,-1.0,,7217.0,,204.0,2341.0,2083.0,8500.0,33837.0,66.0,8900.0,120.0,1200.0,2696.0,2500.0,4900.0,2584.0,2058.0,732.0,300372.0,27214.0,-1.0,2700.0,24000.0,2798.0,1265.0,22000.0,4830.0,,-1.0,-1.0,,,-1.0,798.0,45000.0,342.0,160.0,,3244.0,42000.0,975.0,22000.0,1800.0,,-1.0,12400.0,12646.0,4400.0,4000.0,100.0,2542.0,29000.0,12700.0,3280.0
2005,91.0,1100.0,30145.0,,1700.0,-1.0,17600.0,1569.0,,5060.0,12000.0,35000.0,3168077.0,43.0,4600.0,-1.0,,6766.0,,239.0,2176.0,2106.0,8600.0,34264.0,193.0,10000.0,175.0,1100.0,143.0,3750.0,7000.0,2248.0,2004.0,871.0,362812.0,27872.0,-1.0,1700.0,23100.0,4352.0,1306.0,22000.0,7544.0,,200.0,-1.0,,,-1.0,772.0,40140.0,332.0,160.0,-1.0,3266.0,42000.0,991.0,30000.0,1888.0,,-1.0,6200.0,12800.0,5800.0,4040.0,200.0,1102.0,29000.0,12891.0,296.0
2006,146.0,1100.0,26899.0,,1200.0,-1.0,18800.0,745.0,,4593.0,12000.0,42000.0,2212500.0,26.0,4500.0,161.0,,8115.0,330.0,190.0,1450.0,2140.0,8700.0,34803.0,399.0,8000.0,204.0,1400.0,91.0,4250.0,6100.0,4704.0,2133.0,1303.0,360420.0,34725.0,4900.0,1200.0,23000.0,4196.0,1708.0,22200.0,9713.0,,400.0,1722.0,,,-1.0,747.0,34142.0,332.0,180.0,-1.0,3300.0,40000.0,1012.0,31200.0,1890.0,,-1.0,3700.0,13000.0,6000.0,4047.0,300.0,216.0,33000.0,13146.0,250.0
2007,80.0,1100.0,24742.0,,2267.0,-1.0,19400.0,800.0,,4468.0,12000.0,74000.0,2437750.0,14.0,8484.0,205.0,,10646.0,330.0,120.0,1984.0,2200.0,9000.0,33000.0,401.0,9000.0,186.0,1300.0,389.0,4480.0,5800.0,1075.0,2056.0,1192.0,456650.0,31302.0,5800.0,2267.0,24650.0,5177.0,2936.0,22500.0,10500.0,,2400.0,1018.0,,,-1.0,723.0,29924.0,320.0,180.0,-1.0,3307.0,40000.0,1035.0,37300.0,1900.0,,-1.0,2800.0,12200.0,8000.0,4200.0,700.0,400.0,33000.0,12280.0,457.0
