,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Brazil,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Saint Vincent and the Grenadines,Portugal,Panama,Ghana,Grenada,Nicaragua
1975,51250.0,-1.0,55455.0,139381.0,75000.0,50000.0,90000.0,-1.0,29487.0,81760.0,42481.0,-1.0,100000.0,99305.0,68182.0,-1.0,-1.0,96667.0,184844.0,90909.0,50000.0,102603.0,59002.0,164646.0,39000.0,63333.0,-1.0,142857.0,125427.0,74188.0,-1.0,28667.0,111095.0,134694.0,44733.0,40000.0,-1.0,85000.0,-1.0,166154.0,101111.0,6250.0,76471.0,56270.0,133333.0,43548.0,47120.0,56120.0,40000.0,56000.0,54545.0,86500.0,100274.0,40000.0,112271.0,82000.0,157172.0,77513.0,133820.0,101412.0,80062.0,65428.0,60598.0,25556.0,-1.0
1976,51250.0,-1.0,54545.0,138616.0,94444.0,44643.0,100000.0,-1.0,29487.0,81003.0,37645.0,-1.0,78750.0,94897.0,65000.0,-1.0,-1.0,96774.0,175907.0,90588.0,50000.0,93185.0,46958.0,164356.0,47500.0,64516.0,-1.0,142857.0,125423.0,76100.0,-1.0,26667.0,96554.0,138776.0,45573.0,40000.0,-1.0,85000.0,-1.0,180000.0,102581.0,5970.0,77143.0,55280.0,133333.0,44444.0,47200.0,51292.0,43333.0,68000.0,55882.0,82602.0,102233.0,39286.0,107892.0,83500.0,168421.0,88120.0,137842.0,110000.0,79973.0,66056.0,57500.0,25135.0,-1.0
1977,49412.0,-1.0,54545.0,137497.0,66667.0,41818.0,100000.0,-1.0,28974.0,79453.0,32557.0,-1.0,55000.0,92670.0,61538.0,-1.0,-1.0,95000.0,188456.0,90395.0,50000.0,80794.0,55263.0,165049.0,38333.0,65190.0,-1.0,142857.0,125447.0,75082.0,-1.0,24667.0,110503.0,139149.0,41176.0,39655.0,-1.0,85000.0,-1.0,85000.0,100263.0,5283.0,77778.0,54072.0,133333.0,44531.0,48000.0,55917.0,42500.0,61538.0,57143.0,74528.0,118971.0,40000.0,108957.0,76364.0,183333.0,79721.0,137603.0,112533.0,107623.0,65428.0,60112.0,25550.0,-1.0
1978,49412.0,-1.0,55556.0,139931.0,20000.0,36364.0,100000.0,-1.0,29487.0,74983.0,32672.0,-1.0,55000.0,92867.0,61538.0,-1.0,-1.0,95625.0,195304.0,90164.0,60000.0,102616.0,57823.0,165714.0,40000.0,65625.0,-1.0,142857.0,100750.0,72675.0,-1.0,32000.0,122718.0,139556.0,41379.0,40000.0,-1.0,85000.0,-1.0,78000.0,100000.0,140000.0,78378.0,53320.0,133333.0,43548.0,51200.0,56262.0,40000.0,61538.0,57143.0,74868.0,123732.0,39394.0,112328.0,73913.0,184100.0,79721.0,134272.0,105700.0,101417.0,64792.0,57263.0,25436.0,-1.0
1979,49412.0,-1.0,50000.0,139594.0,20000.0,36364.0,100000.0,-1.0,28974.0,64235.0,30961.0,-1.0,97778.0,103753.0,65000.0,-1.0,-1.0,95625.0,198168.0,90206.0,60000.0,89255.0,55547.0,166355.0,38929.0,64242.0,-1.0,142857.0,100836.0,80080.0,-1.0,4545.0,109272.0,136818.0,41477.0,32743.0,-1.0,84812.0,-1.0,73333.0,121821.0,140000.0,78947.0,63504.0,133333.0,43492.0,48000.0,58208.0,40000.0,60000.0,56757.0,75474.0,114032.0,40000.0,126159.0,72083.0,188889.0,80611.0,128692.0,104233.0,101269.0,62908.0,57333.0,25300.0,-1.0
1980,50588.0,-1.0,55556.0,140407.0,20000.0,36364.0,100000.0,-1.0,28974.0,73117.0,22982.0,-1.0,97778.0,97210.0,61538.0,-1.0,-1.0,91176.0,169444.0,90355.0,46667.0,86565.0,57903.0,166972.0,34000.0,64072.0,-1.0,142857.0,157143.0,90000.0,-1.0,26667.0,105382.0,137143.0,40000.0,32353.0,-1.0,85059.0,-1.0,73333.0,141429.0,140000.0,82500.0,54567.0,133333.0,43465.0,46000.0,56386.0,46667.0,60000.0,56757.0,106978.0,115034.0,40541.0,124829.0,72917.0,184100.0,65403.0,130828.0,105323.0,116296.0,69489.0,57522.0,25500.0,-1.0
1981,50588.0,-1.0,54545.0,141553.0,20000.0,38182.0,98000.0,-1.0,28750.0,65115.0,22714.0,-1.0,98630.0,83916.0,58571.0,-1.0,-1.0,91176.0,174252.0,89756.0,53333.0,90534.0,52793.0,168182.0,36923.0,64286.0,-1.0,137500.0,180995.0,90000.0,-1.0,20000.0,56285.0,137500.0,38421.0,32857.0,-1.0,84919.0,-1.0,78333.0,146667.0,140000.0,83333.0,44147.0,133333.0,43438.0,44000.0,60786.0,33333.0,64000.0,57895.0,114886.0,91769.0,40541.0,128338.0,73750.0,185158.0,65498.0,129185.0,100465.0,105963.0,66070.0,50948.0,25368.0,-1.0
1982,50588.0,-1.0,54545.0,143022.0,20000.0,38182.0,98000.0,-1.0,28750.0,58391.0,22803.0,-1.0,97826.0,84117.0,56667.0,-1.0,-1.0,94118.0,180155.0,89756.0,60000.0,68340.0,55163.0,171171.0,45000.0,64118.0,-1.0,122222.0,180000.0,90000.0,-1.0,23125.0,56328.0,137895.0,38947.0,32857.0,-1.0,84438.0,-1.0,79000.0,144595.0,140000.0,86364.0,42596.0,133333.0,43411.0,40076.0,58000.0,36667.0,61538.0,57895.0,116395.0,72264.0,40541.0,123734.0,72000.0,181833.0,64945.0,127690.0,100051.0,118519.0,71127.0,52973.0,25300.0,-1.0
1983,50588.0,-1.0,54545.0,142420.0,20000.0,38040.0,98000.0,-1.0,28750.0,56244.0,29857.0,-1.0,97872.0,73909.0,55000.0,-1.0,-1.0,94444.0,171169.0,90909.0,60000.0,68654.0,57170.0,173214.0,54600.0,64706.0,-1.0,110000.0,180000.0,90000.0,-1.0,22500.0,56284.0,138333.0,38542.0,33333.0,-1.0,84648.0,-1.0,84717.0,143629.0,150000.0,84783.0,63158.0,133333.0,43385.0,42596.0,58667.0,46667.0,60714.0,57500.0,106542.0,69281.0,40000.0,122752.0,65357.0,153846.0,60481.0,126956.0,104651.0,129667.0,68832.0,60559.0,25333.0,-1.0
1984,52500.0,-1.0,54545.0,139576.0,20000.0,52662.0,107202.0,-1.0,28947.0,51157.0,24238.0,-1.0,98028.0,101737.0,55000.0,-1.0,-1.0,92105.0,197291.0,91667.0,60000.0,105859.0,58780.0,173451.0,42857.0,64706.0,-1.0,91667.0,90000.0,88118.0,-1.0,24286.0,56373.0,138824.0,39175.0,33333.0,-1.0,85227.0,-1.0,99018.0,133481.0,80000.0,90909.0,61022.0,119048.0,40678.0,45628.0,60000.0,46667.0,64286.0,58537.0,112671.0,72433.0,46071.0,126526.0,63793.0,148000.0,60268.0,125837.0,100000.0,105000.0,60494.0,52825.0,25278.0,-1.0
1985,52500.0,-1.0,58333.0,139701.0,20000.0,32806.0,89165.0,-1.0,28750.0,61811.0,33387.0,-1.0,97808.0,99563.0,55000.0,-1.0,-1.0,90000.0,199762.0,92308.0,54267.0,108787.0,56884.0,175439.0,38571.0,64706.0,-1.0,78571.0,76239.0,89147.0,-1.0,26667.0,56405.0,139375.0,39175.0,34722.0,-1.0,93333.0,-1.0,100588.0,127315.0,50000.0,92000.0,61429.0,119048.0,40833.0,33308.0,57143.0,50000.0,66667.0,59524.0,103781.0,75495.0,28587.0,128200.0,64828.0,142000.0,58352.0,124923.0,100000.0,110485.0,57917.0,55449.0,22222.0,-1.0
1986,52500.0,-1.0,58333.0,139464.0,18769.0,40910.0,88940.0,-1.0,28293.0,48510.0,38922.0,-1.0,97778.0,110199.0,55000.0,-1.0,-1.0,90000.0,180450.0,90909.0,59300.0,99125.0,57149.0,174138.0,37500.0,64706.0,-1.0,68750.0,90000.0,75489.0,-1.0,30000.0,56374.0,140000.0,39175.0,37500.0,-1.0,93333.0,-1.0,111899.0,142549.0,53597.0,90909.0,62788.0,119048.0,40984.0,37052.0,60000.0,50000.0,60000.0,61905.0,108572.0,70324.0,24444.0,128587.0,63667.0,124000.0,57238.0,123483.0,100000.0,113000.0,57373.0,58553.0,24727.0,-1.0
1987,52500.0,-1.0,54615.0,141477.0,18182.0,40777.0,81327.0,-1.0,27500.0,58358.0,43654.0,-1.0,97685.0,102702.0,54545.0,-1.0,-1.0,90000.0,194725.0,95455.0,53200.0,86269.0,61673.0,173729.0,36429.0,64706.0,-1.0,61111.0,90183.0,75688.0,-1.0,35000.0,65060.0,140714.0,39175.0,40000.0,-1.0,93333.0,-1.0,112642.0,129545.0,54430.0,90909.0,58576.0,119048.0,38333.0,40876.0,63333.0,45000.0,60000.0,60465.0,98680.0,88599.0,29442.0,126798.0,65000.0,138500.0,61343.0,122122.0,100000.0,82759.0,58500.0,57994.0,24696.0,-1.0
1988,50000.0,-1.0,56154.0,143084.0,17391.0,29606.0,90319.0,-1.0,27907.0,67329.0,39564.0,-1.0,97561.0,105495.0,55882.0,-1.0,-1.0,90000.0,169204.0,90909.0,53733.0,101247.0,61856.0,175000.0,35882.0,64118.0,-1.0,60000.0,75833.0,71072.0,-1.0,43333.0,97668.0,141538.0,39286.0,45161.0,-1.0,100000.0,-1.0,115721.0,146512.0,95990.0,92000.0,61538.0,119048.0,39344.0,41623.0,62500.0,33333.0,63333.0,62791.0,99977.0,77826.0,36459.0,128268.0,66667.0,134000.0,56810.0,121103.0,100000.0,68084.0,59692.0,53595.0,24000.0,-1.0
1989,50667.0,118235.0,57692.0,142024.0,18333.0,34633.0,73369.0,-1.0,23333.0,62543.0,43396.0,-1.0,97600.0,113445.0,58824.0,-1.0,81368.0,90000.0,185650.0,91304.0,56667.0,105485.0,58662.0,175000.0,33333.0,63529.0,-1.0,51020.0,97615.0,71150.0,-1.0,34483.0,104332.0,142500.0,40000.0,48387.0,128571.0,100000.0,-1.0,77419.0,135000.0,84780.0,91304.0,69231.0,119048.0,40323.0,42444.0,62500.0,50000.0,66667.0,62791.0,99597.0,55473.0,31108.0,125217.0,69333.0,119643.0,56105.0,117176.0,100000.0,56746.0,44110.0,57972.0,24667.0,-1.0
1990,51429.0,76154.0,57576.0,135130.0,7595.0,39310.0,66250.0,51167.0,23750.0,51705.0,48093.0,-1.0,97619.0,111451.0,70093.0,-1.0,88356.0,83333.0,210808.0,91489.0,50633.0,90677.0,57131.0,173554.0,34615.0,79779.0,-1.0,53498.0,98037.0,68485.0,-1.0,31579.0,106771.0,143636.0,41162.0,50000.0,120000.0,100000.0,-1.0,76609.0,133927.0,71311.0,96000.0,40000.0,108727.0,41270.0,40815.0,64706.0,8000.0,65714.0,63927.0,99609.0,62287.0,45091.0,130749.0,54348.0,94400.0,56700.0,112535.0,131718.0,104819.0,31304.0,73451.0,23462.0,-1.0
1991,50000.0,17292.0,55714.0,140254.0,7801.0,50000.0,60833.0,51261.0,27826.0,71141.0,48527.0,-1.0,83133.0,113970.0,54338.0,-1.0,80000.0,84592.0,192204.0,91329.0,56391.0,90282.0,59000.0,176230.0,37298.0,55762.0,-1.0,46000.0,90000.0,68920.0,-1.0,54219.0,103453.0,140694.0,39048.0,52778.0,125000.0,100000.0,-1.0,107458.0,149537.0,23731.0,94722.0,30769.0,124868.0,41102.0,41320.0,66170.0,41667.0,66611.0,65315.0,101998.0,80884.0,50455.0,133724.0,72383.0,86667.0,56881.0,98172.0,101797.0,77020.0,34115.0,115790.0,22365.0,131720.0
1992,50000.0,204737.0,55014.0,140946.0,7916.0,55238.0,62267.0,51129.0,27457.0,72673.0,47896.0,-1.0,84659.0,106007.0,54574.0,-1.0,74707.0,85000.0,188269.0,91388.0,56402.0,83257.0,54553.0,178455.0,40000.0,55651.0,-1.0,36667.0,90000.0,68872.0,-1.0,52954.0,113488.0,123495.0,37989.0,54895.0,155556.0,97333.0,4914.0,108067.0,148286.0,47253.0,94672.0,50000.0,124098.0,40938.0,42044.0,66667.0,38965.0,68421.0,70000.0,103592.0,114594.0,37108.0,153341.0,70070.0,97406.0,61546.0,90087.0,102096.0,81455.0,34438.0,104034.0,22286.0,131781.0
1993,50000.0,204286.0,54727.0,142880.0,8030.0,60000.0,59603.0,51683.0,26667.0,72525.0,45000.0,-1.0,81081.0,107736.0,54810.0,71429.0,67487.0,85633.0,157998.0,91445.0,56334.0,103394.0,68328.0,176000.0,37884.0,55923.0,-1.0,37500.0,91762.0,69220.0,-1.0,51689.0,113494.0,121824.0,38182.0,55556.0,160000.0,108343.0,3279.0,103359.0,149409.0,46163.0,91304.0,53333.0,123329.0,-1.0,42165.0,64706.0,40000.0,67062.0,56757.0,98296.0,127935.0,43023.0,160573.0,68966.0,102000.0,207761.0,82903.0,103700.0,102035.0,31707.0,131606.0,21817.0,131841.0
1994,45000.0,96364.0,54840.0,138766.0,8145.0,70588.0,53043.0,51995.0,27826.0,41051.0,44444.0,-1.0,81081.0,108429.0,55046.0,67493.0,74000.0,86957.0,208410.0,91667.0,56250.0,98169.0,63659.0,174797.0,37769.0,59774.0,-1.0,38113.0,90231.0,69219.0,-1.0,50424.0,113998.0,171429.0,37681.0,50000.0,160000.0,120000.0,1367.0,57083.0,148718.0,22728.0,96000.0,30769.0,122560.0,-1.0,41890.0,69444.0,38162.0,66667.0,62500.0,98016.0,105860.0,42104.0,160831.0,70486.0,100556.0,242473.0,88001.0,100211.0,74403.0,33424.0,110256.0,20867.0,131901.0
1995,41667.0,87857.0,55142.0,143002.0,8259.0,71721.0,69212.0,52831.0,27083.0,59830.0,46154.0,-1.0,88889.0,109663.0,55282.0,68534.0,69832.0,86424.0,197704.0,91562.0,55556.0,85835.0,95351.0,174951.0,38462.0,62857.0,-1.0,37248.0,91786.0,68259.0,-1.0,49159.0,107734.0,152580.0,37559.0,50000.0,200000.0,118750.0,1910.0,38369.0,149300.0,54004.0,94944.0,38694.0,121791.0,-1.0,41849.0,68421.0,40000.0,66667.0,63144.0,97751.0,116198.0,40000.0,168033.0,71818.0,98000.0,135808.0,85032.0,100588.0,108140.0,32389.0,120710.0,21851.0,131962.0
1996,46667.0,120000.0,55636.0,143704.0,8374.0,75000.0,73799.0,52239.0,25577.0,60440.0,47143.0,-1.0,88889.0,102967.0,55519.0,69538.0,59748.0,86674.0,194514.0,91837.0,52632.0,87220.0,82236.0,175000.0,37301.0,60508.0,-1.0,34884.0,93750.0,68123.0,-1.0,47764.0,106819.0,151049.0,37410.0,50000.0,180085.0,111646.0,1592.0,81046.0,147538.0,102827.0,94977.0,39593.0,121021.0,-1.0,39524.0,67500.0,36667.0,66038.0,63108.0,97500.0,109892.0,37143.0,169038.0,73333.0,103846.0,141561.0,82277.0,97923.0,90960.0,31087.0,127793.0,23125.0,132022.0
1997,45246.0,35000.0,56226.0,143552.0,8488.0,78947.0,69169.0,52489.0,24815.0,51088.0,46820.0,-1.0,88679.0,107878.0,55408.0,70584.0,57179.0,86568.0,209840.0,91735.0,55556.0,109866.0,81349.0,175050.0,37131.0,60043.0,96154.0,38298.0,89728.0,68090.0,-1.0,67238.0,110476.0,150180.0,37500.0,50000.0,180150.0,111765.0,6276.0,113585.0,149660.0,78140.0,95030.0,39771.0,120252.0,-1.0,43407.0,68817.0,20000.0,66667.0,62500.0,97751.0,103399.0,35000.0,158136.0,74194.0,92857.0,155055.0,80825.0,87500.0,167258.0,38428.0,128490.0,22303.0,132083.0
1998,37905.0,65455.0,56668.0,146591.0,8603.0,79360.0,66929.0,53059.0,24545.0,62246.0,46154.0,-1.0,103175.0,109486.0,56611.0,71666.0,48926.0,86642.0,200786.0,91779.0,57895.0,99128.0,78074.0,175385.0,36986.0,59567.0,95111.0,40000.0,91216.0,69106.0,-1.0,75510.0,94354.0,149958.0,38000.0,54802.0,160080.0,118180.0,6131.0,103111.0,150000.0,171988.0,95082.0,39917.0,119483.0,-1.0,45103.0,70640.0,30000.0,67173.0,62803.0,86890.0,107832.0,28376.0,159705.0,75000.0,92308.0,82634.0,78705.0,89998.0,161538.0,62092.0,128148.0,22243.0,132143.0
1999,31098.0,27273.0,58009.0,146222.0,8717.0,93209.0,65350.0,52514.0,23571.0,46013.0,48207.0,-1.0,101351.0,113299.0,57576.0,72470.0,92318.0,86684.0,217455.0,92000.0,57143.0,109226.0,88410.0,175114.0,36886.0,59078.0,93333.0,47170.0,131250.0,61745.0,-1.0,37500.0,99016.0,172973.0,37500.0,54167.0,172299.0,113738.0,70946.0,120867.0,149057.0,133366.0,95833.0,29412.0,118714.0,-1.0,46668.0,71771.0,36000.0,67925.0,62768.0,87529.0,102843.0,122356.0,163770.0,76763.0,120000.0,84976.0,71654.0,86091.0,150395.0,61972.0,133871.0,22208.0,132203.0
