,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Israel,Malta,Philippines,South Sudan,Brazil,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Ethiopia,Yugoslav SFR,Pakistan,United States of America,Greece,Thailand,Zimbabwe,Sudan,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,South Africa,Japan,New Zealand,Yemen,Portugal,Bahamas,Bangladesh,Iran (Islamic Republic of),French Polynesia,Algeria,Kuwait,Nepal,French Guiana,Argentina,Haiti,Paraguay,Georgia,Cuba,El Salvador,Morocco,Ethiopia PDR,Congo,Lebanon,Mexico,Uruguay,Ecuador,Spain,Jordan,Bosnia and Herzegovina,Réunion,China,Tunisia,Colombia,Libya,Albania,Jamaica,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Syrian Arab Republic,Australia,France,Egypt,Polynesia,"China, mainland",Sudan (former),Mali,Swaziland,Italy,Turkey
1971,-1.0,2000.0,1438.0,17463.0,100.0,-1.0,-1.0,2400.0,-1.0,6090.0,-1.0,24972.0,1050.0,2207.0,115.0,-1.0,-1.0,11400.0,30070.0,2700.0,21000.0,850.0,-1,-1.0,7098.0,-1.0,340.0,-1.0,1200.0,167100.0,197.0,-1.0,2900.0,-1.0,647.0,10300.0,2.0,17000.0,-1,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,1202.0,11000.0,-1.0,1040.0,26000.0,20.0,-1.0,-1.0,90463.0,-1.0,-1.0,80.0,-1.0,1500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2010.0,800.0,5816.0,117.0,73000.0,210.0,-1,-1.0,22000.0,8970.0
1972,-1.0,2200.0,1444.0,18204.0,100.0,-1.0,-1.0,2900.0,-1.0,5360.0,-1.0,26339.0,1050.0,2160.0,270.0,-1.0,-1.0,11500.0,30800.0,2800.0,21000.0,950.0,-1,-1.0,8302.0,-1.0,334.0,-1.0,1200.0,171300.0,210.0,-1.0,3060.0,-1.0,841.0,11200.0,2.0,16000.0,-1,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,1016.0,9000.0,-1.0,1078.0,29400.0,160.0,-1.0,-1.0,96204.0,-1.0,-1.0,120.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1950.0,1989.0,5881.0,272.0,78000.0,210.0,-1,-1.0,22500.0,9367.0
1973,-1.0,2400.0,1468.0,21113.0,100.0,-1.0,-1.0,2600.0,-1.0,5270.0,-1.0,26116.0,1050.0,2125.0,464.0,-1.0,-1.0,12700.0,30670.0,2800.0,21000.0,950.0,-1,-1.0,9468.0,-1.0,401.0,-1.0,1100.0,173100.0,215.0,-1.0,3200.0,-1.0,838.0,12100.0,2.0,16000.0,-1,-1.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,921.0,11000.0,-1.0,1522.0,46000.0,412.0,-1.0,-1.0,99113.0,-1.0,-1.0,80.0,-1.0,1700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1910.0,1995.0,5880.0,466.0,78000.0,210.0,-1,-1.0,22700.0,10200.0
1974,-1.0,2700.0,1522.0,22507.0,100.0,-1.0,-1.0,2500.0,-1.0,4840.0,-1.0,29662.0,1100.0,2038.0,500.0,-1.0,-1.0,11500.0,30760.0,2800.0,21000.0,950.0,-1,-1.0,10145.0,-1.0,401.0,-1.0,1500.0,172400.0,228.0,-1.0,3338.0,-1.0,915.0,13100.0,2.0,15000.0,-1,-1.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,946.0,13000.0,-1.0,1729.0,46800.0,262.0,-1.0,-1.0,104507.0,-1.0,-1.0,150.0,-1.0,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1810.0,2180.0,6301.0,502.0,82000.0,210.0,-1,-1.0,23200.0,11193.0
1975,-1.0,2800.0,1520.0,23430.0,100.0,-1.0,-1.0,2500.0,-1.0,5320.0,-1.0,33351.0,950.0,1963.0,200.0,-1.0,-1.0,16400.0,32010.0,3000.0,21000.0,950.0,-1,-1.0,9258.0,-1.0,334.0,-1.0,1000.0,169400.0,253.0,-1.0,3502.0,-1.0,931.0,14200.0,2.0,16500.0,-1,-1.0,35.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,-1.0,950.0,16000.0,-1.0,1931.0,50600.0,511.0,-1.0,-1.0,105430.0,-1.0,-1.0,150.0,-1.0,2000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1710.0,1970.0,6301.0,202.0,82000.0,210.0,-1,-1.0,24300.0,12000.0
1976,-1.0,2600.0,1495.0,23927.0,100.0,-1.0,-1.0,2550.0,-1.0,6220.0,-1.0,33981.0,1000.0,1947.0,250.0,-1.0,-1.0,12500.0,30190.0,3100.0,25000.0,1000.0,-1,-1.0,9902.0,-1.0,334.0,-1.0,1200.0,164000.0,277.0,-1.0,3712.0,-1.0,929.0,14600.0,2.0,15000.0,-1,-1.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1550.0,-1.0,1010.0,7000.0,-1.0,2602.0,51000.0,441.0,-1.0,-1.0,107927.0,-1.0,-1.0,190.0,-1.0,1900.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1670.0,2520.0,6192.0,252.0,84000.0,210.0,-1,-1.0,24600.0,12833.0
1977,-1.0,2900.0,1660.0,24353.0,100.0,-1.0,-1.0,2450.0,-1.0,5830.0,-1.0,34800.0,910.0,1905.0,250.0,-1.0,-1.0,20700.0,29140.0,3200.0,25000.0,1000.0,-1,-1.0,10388.0,-1.0,334.0,-1.0,1100.0,158600.0,295.0,-1.0,3880.0,-1.0,925.0,15000.0,2.0,14500.0,-1,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1550.0,-1.0,1100.0,5423.0,-1.0,3275.0,42000.0,310.0,-1.0,-1.0,110353.0,-1.0,-1.0,220.0,-1.0,880.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1610.0,2642.0,6276.0,252.0,86000.0,210.0,-1,-1.0,25300.0,12833.0
1978,-1.0,3100.0,1687.0,23785.0,100.0,-1.0,-1.0,2400.0,-1.0,6770.0,-1.0,34934.0,850.0,1858.0,180.0,-1.0,-1.0,18800.0,27110.0,3200.0,25000.0,1000.0,-1,-1.0,10321.0,-1.0,334.0,-1.0,1400.0,153200.0,278.0,-1.0,4027.0,-1.0,765.0,13800.0,1.0,15000.0,-1,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1550.0,-1.0,1100.0,11040.0,-1.0,3291.0,40541.0,450.0,-1.0,-1.0,114785.0,-1.0,-1.0,200.0,-1.0,860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1580.0,2630.0,6319.0,181.0,91000.0,210.0,-1,-1.0,26000.0,13000.0
1979,-1.0,3200.0,1884.0,23310.0,100.0,-1.0,-1.0,3150.0,-1.0,6740.0,-1.0,36014.0,1100.0,1906.0,160.0,-1.0,-1.0,22600.0,25700.0,3300.0,25000.0,1000.0,-1,-1.0,10967.0,-1.0,334.0,-1.0,1500.0,147500.0,296.0,274.0,4122.0,-1.0,782.0,12900.0,3.0,14000.0,-1,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1550.0,-1.0,1300.0,8260.0,-1.0,3335.0,40710.0,851.0,-1.0,-1.0,160310.0,-1.0,-1.0,250.0,-1.0,400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1610.0,2200.0,6349.0,163.0,137000.0,210.0,-1,-1.0,26600.0,13500.0
1980,-1.0,3325.0,2188.0,22585.0,100.0,-1.0,-1.0,3370.0,-1.0,6670.0,-1.0,34891.0,1300.0,1787.0,150.0,-1.0,-1.0,24600.0,25250.0,3400.0,25000.0,1100.0,-1,-1.0,12205.0,-1.0,341.0,-1.0,1600.0,139600.0,297.0,287.0,3200.0,-1.0,781.0,12500.0,1.0,14500.0,-1,-1.0,15.0,34860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0,1400.0,10229.0,-1.0,3373.0,42500.0,1200.0,-1.0,-1.0,181585.0,-1.0,-1.0,280.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1490.0,2100.0,6970.0,151.0,159000.0,210.0,-1,-1.0,27200.0,12400.0
1981,-1.0,3435.0,2015.0,23413.0,100.0,-1.0,-1.0,5095.0,-1.0,6650.0,-1.0,36981.0,1500.0,1928.0,120.0,-1.0,-1.0,30700.0,24725.0,3400.0,26500.0,1100.0,-1,-1.0,12579.0,-1.0,348.0,-1.0,1600.0,132600.0,428.0,261.0,3200.0,-1.0,780.0,12400.0,2.0,13000.0,-1,-1.0,10.0,35200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1600.0,-1.0,1450.0,13590.0,-1.0,3405.0,45500.0,1476.0,-1.0,-1.0,190413.0,-1.0,-1.0,270.0,-1.0,860.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1500.0,2438.0,7068.0,122.0,167000.0,210.0,-1,-1.0,27200.0,14333.0
1982,-1.0,3455.0,2043.0,21057.0,100.0,-1.0,-1.0,3750.0,-1.0,6610.0,-1.0,39115.0,1700.0,2104.0,100.0,-1.0,-1.0,32400.0,23350.0,3600.0,32110.0,1100.0,-1,-1.0,13632.0,-1.0,361.0,-1.0,1700.0,125900.0,504.0,270.0,3200.0,-1.0,782.0,12349.0,1.0,12000.0,-1,-1.0,8.0,32800.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1650.0,-1.0,1450.0,19432.0,-1.0,3405.0,44800.0,1575.0,-1.0,-1.0,217057.0,-1.0,-1.0,200.0,-1.0,700.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1600.0,2600.0,7560.0,101.0,196000.0,210.0,-1,-1.0,27200.0,16000.0
1983,-1.0,3470.0,2171.0,20277.0,100.0,-1.0,-1.0,4150.0,-1.0,6750.0,-1.0,42356.0,2000.0,2066.0,100.0,-1.0,-1.0,35400.0,25370.0,3700.0,29767.0,1100.0,-1,-1.0,14838.0,-1.0,401.0,-1.0,1700.0,120700.0,466.0,270.0,3200.0,-1.0,804.0,11593.0,2.0,11500.0,-1,-1.0,8.0,32400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1650.0,-1.0,1500.0,20567.0,-1.0,3464.0,49500.0,1547.0,-1.0,-1.0,229277.0,-1.0,-1.0,240.0,-1.0,930.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1600.0,2600.0,7715.0,102.0,209000.0,210.0,-1,-1.0,26172.0,17000.0
1984,-1.0,3543.0,3068.0,19996.0,100.0,-1.0,10.0,4480.0,-1.0,6650.0,-1.0,46244.0,2300.0,2496.0,70.0,-1.0,-1.0,37500.0,20760.0,4100.0,22952.0,1100.0,-1,-1.0,15450.0,-1.0,468.0,-1.0,1700.0,116400.0,866.0,271.0,3200.0,-1.0,814.0,13843.0,1.0,13500.0,-1,-1.0,10.0,33350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1650.0,-1.0,1300.0,20024.0,-1.0,3107.0,51133.0,1100.0,-1.0,-1.0,256996.0,-1.0,-1.0,220.0,-1.0,850.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1630.0,2045.0,8820.0,71.0,237000.0,210.0,-1,-1.0,27764.0,17050.0
1985,-1.0,3597.0,2749.0,19592.0,100.0,-1.0,10.0,4600.0,-1.0,9112.0,-1.0,47667.0,2400.0,2592.0,40.0,-1.0,250.0,38900.0,18410.0,4770.0,31878.0,1100.0,-1,3900.0,15688.0,2800.0,870.0,35.0,1700.0,112500.0,892.0,279.0,3200.0,-1.0,801.0,15455.0,1.0,9500.0,-1,-1.0,8.0,35100.0,1650.0,6500.0,-1.0,2500.0,265.0,14000.0,1650.0,-1.0,1550.0,10316.0,3200.0,3157.0,52300.0,2128.0,-1.0,-1.0,359592.0,4300.0,-1.0,270.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1700.0,1748.0,8822.0,41.0,340000.0,210.0,-1,-1.0,28974.0,17790.0
1986,250.0,3624.0,3169.0,19346.0,100.0,-1.0,10.0,4220.0,-1.0,8941.0,-1.0,47112.0,2400.0,2571.0,20.0,-1.0,250.0,39900.0,16230.0,4960.0,32900.0,1100.0,-1,3900.0,16733.0,2800.0,910.0,50.0,1700.0,108400.0,841.0,288.0,3268.0,-1.0,768.0,18731.0,1.0,11000.0,-1,-1.0,45.0,35850.0,1650.0,6500.0,-1.0,2200.0,265.0,16000.0,1650.0,-1.0,1950.0,9359.0,3500.0,2048.0,53800.0,2703.0,-1.0,-1.0,469346.0,4800.0,-1.0,270.0,-1.0,840.0,-1.0,-1.0,-1.0,-1.0,-1.0,350.0,1730.0,1624.0,11760.0,21.0,450000.0,220.0,-1,-1.0,29418.0,19000.0
1987,280.0,3652.0,2988.0,20310.0,100.0,-1.0,10.0,4310.0,-1.0,9745.0,-1.0,46582.0,2400.0,2730.0,10.0,-1.0,250.0,41300.0,15460.0,5235.0,32858.0,1100.0,-1,3900.0,18161.0,2800.0,963.0,50.0,1700.0,105100.0,850.0,297.0,3478.0,-1.0,632.0,20000.0,1.0,12000.0,-1,-1.0,45.0,37899.0,1650.0,6500.0,-1.0,2200.0,265.0,16000.0,1650.0,-1.0,2075.0,9691.0,3900.0,2005.0,56737.0,2569.0,-1.0,10.0,599310.0,4800.0,-1.0,300.0,-1.0,400.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,1880.0,1614.0,12180.0,11.0,579000.0,230.0,-1,-1.0,30153.0,20417.0
1988,300.0,3800.0,2334.0,21015.0,100.0,-1.0,10.0,4000.0,-1.0,10012.0,-1.0,46363.0,2400.0,2880.0,10.0,-1.0,250.0,44300.0,15460.0,5510.0,33976.0,1100.0,-1,3900.0,18217.0,2800.0,1030.0,50.0,1900.0,101000.0,860.0,326.0,3658.0,-1.0,431.0,23000.0,1.0,12500.0,-1,-1.0,45.0,35150.0,1650.0,4000.0,-1.0,2200.0,265.0,16000.0,1650.0,-1.0,2195.0,8228.0,3500.0,1990.0,63000.0,2586.0,-1.0,30.0,661015.0,4800.0,-1.0,310.0,-1.0,1040.0,-1.0,-1.0,-1.0,-1.0,-1.0,450.0,2020.0,1297.0,14283.0,11.0,640000.0,225.0,-1,-1.0,30695.0,21593.0
1989,300.0,3905.0,2591.0,20938.0,100.0,-1.0,20.0,4000.0,-1.0,10000.0,-1.0,45070.0,2400.0,2706.0,-1.0,-1.0,250.0,44500.0,15420.0,6010.0,35606.0,1100.0,-1,3300.0,18822.0,2800.0,1050.0,30.0,1900.0,85600.0,426.0,569.0,3807.0,-1.0,429.0,23022.0,1.0,10500.0,-1,-1.0,50.0,32800.0,1650.0,4000.0,-1.0,1500.0,265.0,18000.0,1650.0,-1.0,2289.0,7420.0,3500.0,2170.0,64600.0,2595.0,-1.0,50.0,707938.0,4800.0,-1.0,320.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,600.0,2280.0,1600.0,14702.0,1.0,687000.0,235.0,-1,-1.0,30367.0,22053.0
1990,300.0,3960.0,2668.0,20677.0,103.0,-1.0,26.0,4130.0,-1.0,8735.0,-1.0,44926.0,2462.0,3455.0,0.0,-1.0,248.0,45100.0,14850.0,6030.0,35500.0,1138.0,-1,3000.0,19287.0,4000.0,1100.0,31.0,2100.0,80800.0,965.0,639.0,3972.0,-1.0,443.0,33821.0,1.0,12140.0,-1,12750.0,54.0,35764.0,1478.0,4037.0,-1.0,1800.0,270.0,18000.0,1707.0,-1.0,2307.0,6271.0,3589.0,2340.0,67477.0,2607.0,-1.0,100.0,727677.0,4674.0,-1.0,390.0,-1.0,600.0,-1.0,-1.0,-1.0,-1.0,0.0,650.0,2490.0,1669.0,20174.0,1.0,707000.0,235.0,-1,-1.0,30644.0,22860.0
1991,350.0,4010.0,3586.0,20063.0,106.0,-1.0,27.0,3980.0,-1.0,8588.0,-1.0,45238.0,2250.0,3780.0,0.0,-1.0,228.0,45800.0,14450.0,6155.0,35581.0,1360.0,-1,2700.0,20221.0,4028.0,1200.0,36.0,2000.0,78300.0,1000.0,686.0,4072.0,-1.0,433.0,35753.0,2.0,12190.0,-1,13250.0,55.0,39592.0,1842.0,4300.0,-1.0,1300.0,300.0,18000.0,1750.0,-1.0,2332.0,6578.0,4300.0,2760.0,66759.0,2607.0,-1.0,150.0,800063.0,5048.0,-1.0,430.0,-1.0,900.0,-1.0,-1.0,-1.0,-1.0,355.0,1430.0,2780.0,1668.0,20511.0,2.0,780000.0,240.0,-1,-1.0,30688.0,23403.0
1992,380.0,4105.0,4008.0,19989.0,106.0,300.0,28.0,4000.0,-1.0,8929.0,-1.0,44181.0,2700.0,3800.0,0.0,-1.0,-1.0,45800.0,16590.0,6220.0,36000.0,1007.0,-1,3000.0,22413.0,4800.0,1250.0,25.0,2300.0,76500.0,950.0,794.0,5100.0,-1.0,263.0,34889.0,1.0,11510.0,-1,15000.0,60.0,40382.0,1775.0,4200.0,17600.0,2573.0,300.0,17500.0,1781.0,-1.0,925.0,16547.0,3639.0,2570.0,68729.0,2608.0,-1.0,160.0,744989.0,3488.0,-1.0,480.0,-1.0,900.0,70.0,-1.0,1400.0,-1.0,509.0,900.0,2850.0,1899.0,32109.0,1.0,725000.0,250.0,-1,-1.0,31005.0,23833.0
1993,380.0,4190.0,4160.0,19422.0,133.0,300.0,28.0,8985.0,-1.0,8368.0,-1.0,48586.0,2596.0,4450.0,0.0,1609.0,-1.0,48100.0,17850.0,6290.0,36976.0,1260.0,-1,3224.0,22247.0,4886.0,1350.0,22.0,2500.0,74800.0,890.0,982.0,4500.0,-1.0,277.0,35352.0,2.0,11870.0,-1,14500.0,35.0,40843.0,1710.0,4400.0,15400.0,2446.0,313.0,17590.0,-1.0,-1.0,1000.0,17248.0,3887.0,4240.0,70399.0,2514.0,-1.0,153.0,779422.0,6264.0,-1.0,580.0,-1.0,1200.0,60.0,-1.0,1400.0,-1.0,663.0,1200.0,3560.0,2053.0,32090.0,2.0,760000.0,255.0,-1,-1.0,30611.0,24000.0
