,Luxembourg,Ukraine,Germany,Serbia,Belgium,Serbia and Montenegro,Czechoslovakia,USSR,Finland,Sweden,Switzerland,Malta,Slovakia,Bosnia and Herzegovina,United Kingdom,Denmark,Canada,Greece,Poland,Latvia,Turkmenistan,Czechia,Austria,Spain,Norway,Estonia,Yugoslav SFR,France,Lithuania,Slovenia,Croatia,Netherlands,Russian Federation,Kyrgyzstan,Turkey,Republic of Moldova,Belgium-Luxembourg
1985,-1.0,-1.0,145338.0,-1.0,-1.0,-1.0,2073.0,127000.0,9200.0,52000.0,474.0,42.0,-1,-1,7000.0,4000.0,439100.0,500.0,920864.0,-1.0,-1,-1.0,28387.0,6986.0,-1.0,-1.0,2558.0,120000.0,-1.0,-1.0,-1.0,334.0,-1,-1.0,76000.0,-1.0,7000.0
1986,-1.0,-1.0,137218.0,-1.0,-1.0,-1.0,2323.0,119000.0,11700.0,44000.0,470.0,42.0,-1,-1,7000.0,3000.0,382400.0,700.0,1056835.0,-1.0,-1,-1.0,28231.0,9325.0,-1.0,-1.0,2749.0,101000.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,60600.0,-1.0,5000.0
1987,-1.0,-1.0,109951.0,-1.0,-1.0,-1.0,1957.0,120000.0,9500.0,46000.0,520.0,44.0,-1,-1,7000.0,3000.0,391100.0,320.0,1064752.0,-1.0,-1,-1.0,26430.0,10811.0,-1.0,-1.0,2120.0,89500.0,-1.0,-1.0,-1.0,0.0,-1,-1.0,40000.0,-1.0,4443.0
1988,-1.0,-1.0,93362.0,-1.0,-1.0,-1.0,1530.0,126000.0,10000.0,40000.0,410.0,45.0,-1,-1,5000.0,3000.0,386100.0,340.0,1184261.0,-1.0,-1,-1.0,24464.0,14100.0,-1.0,-1.0,2399.0,80200.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,32920.0,-1.0,3476.0
1989,-1.0,-1.0,87686.0,-1.0,-1.0,-1.0,1672.0,100000.0,10500.0,31500.0,360.0,46.0,-1,-1,4811.0,3000.0,264900.0,464.0,1162141.0,-1.0,-1,-1.0,24657.0,11203.0,-1.0,-1.0,3000.0,78300.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,29709.0,-1.0,3000.0
1990,-1.0,-1.0,68411.0,-1.0,-1.0,-1.0,923.0,90000.0,12700.0,31000.0,349.0,0.0,-1,-1,4200.0,3741.0,247000.0,745.0,1169211.0,-1.0,-1,-1.0,24717.0,13900.0,-1.0,-1.0,3000.0,70885.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,26000.0,-1.0,2000.0
1991,-1.0,-1.0,67721.0,-1.0,-1.0,-1.0,1519.0,80000.0,11700.0,40337.0,320.0,-1.0,-1,-1,3700.0,3176.0,245700.0,600.0,1229815.0,-1.0,-1,-1.0,24045.0,15147.0,-1.0,-1.0,3000.0,64787.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,26980.0,-1.0,3000.0
1992,-1.0,-1.0,64741.0,-1.0,-1.0,640.0,2700.0,-1.0,12400.0,47430.0,270.0,-1.0,-1,-1,3572.0,3207.0,199100.0,400.0,1260307.0,13500.0,-1,-1.0,20637.0,14918.0,-1.0,10500.0,-1.0,60735.0,13100.0,800.0,240.0,-1.0,-1,-1.0,20545.0,-1.0,4000.0
1993,-1.0,-1.0,58900.0,-1.0,-1.0,0.0,-1.0,-1.0,13300.0,17000.0,190.0,-1.0,-1,-1,3236.0,-1.0,253700.0,597.0,1255557.0,6200.0,-1,4000.0,22212.0,10495.0,-1.0,9100.0,-1.0,58065.0,12800.0,750.0,203.0,-1.0,-1,-1.0,18990.0,-1.0,4300.0
1994,-1.0,-1.0,52000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10200.0,25421.0,580.0,-1.0,-1,-1,3000.0,-1.0,234300.0,600.0,1308897.0,5300.0,-1,6204.0,21953.0,7130.0,-1.0,9600.0,-1.0,54530.0,17900.0,746.0,231.0,-1.0,-1,-1.0,17750.0,-1.0,4300.0
1995,-1.0,-1.0,55000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10700.0,27124.0,320.0,-1.0,-1,-1,3325.0,-1.0,236300.0,631.0,1365855.0,6800.0,-1,5936.0,12426.0,24720.0,-1.0,8700.0,-1.0,52600.0,16000.0,763.0,245.0,-1.0,-1,-1.0,17000.0,-1.0,3500.0
1996,-1.0,-1.0,57265.0,-1.0,-1.0,-1.0,-1.0,-1.0,13800.0,34230.0,276.0,-1.0,-1,-1,1000.0,-1.0,212000.0,600.0,1262891.0,6800.0,-1,7166.0,13072.0,31703.0,-1.0,14200.0,-1.0,55390.0,17600.0,782.0,430.0,-1.0,-1,-1.0,17000.0,-1.0,3500.0
1997,-1.0,-1.0,58587.0,-1.0,-1.0,-1.0,-1.0,-1.0,16200.0,30247.0,265.0,-1.0,-1,-1,1000.0,-1.0,218300.0,722.0,1429427.0,11000.0,-1,5121.0,11493.0,35006.0,-1.0,21300.0,-1.0,57080.0,23400.0,795.0,332.0,-1.0,-1,-1.0,14000.0,-1.0,5000.0
1998,-1.0,-1.0,48216.0,-1.0,-1.0,-1.0,-1.0,-1.0,16200.0,26972.0,300.0,-1.0,-1,-1,1700.0,-1.0,197800.0,747.0,1458042.0,13600.0,-1,3526.0,10477.0,37943.0,-1.0,20600.0,-1.0,52840.0,15900.0,805.0,500.0,-1.0,-1,-1.0,10700.0,3900.0,4651.0
1999,-1.0,-1.0,51091.0,-1.0,-1.0,-1.0,-1.0,-1.0,17900.0,33022.0,240.0,-1.0,-1,-1,2300.0,-1.0,153200.0,769.0,1383696.0,7900.0,-1,4629.0,11265.0,32726.0,-1.0,15700.0,-1.0,50600.0,11600.0,814.0,800.0,-1.0,-1,-1.0,9600.0,1743.0,4392.0
2000,700.0,-1.0,39139.0,-1.0,900.0,-1.0,-1.0,-1.0,16700.0,45328.0,330.0,-1.0,-1,-1,2400.0,-1.0,145400.0,801.0,1477654.0,5300.0,-1,4661.0,9696.0,33030.0,-1.0,12600.0,-1.0,54400.0,11000.0,958.0,500.0,-1.0,-1,-1.0,8365.0,258.0,-1.0
2001,600.0,-1.0,36366.0,-1.0,600.0,-1.0,-1.0,-1.0,16200.0,25370.0,277.0,-1.0,-1,-1,2600.0,-1.0,159200.0,883.0,1471234.0,4100.0,-1,5892.0,8628.0,32679.0,-1.0,6293.0,-1.0,52288.0,11100.0,1000.0,1500.0,-1.0,-1,-1.0,8200.0,623.0,-1.0
2002,402.0,-1.0,35280.0,-1.0,500.0,-1.0,-1.0,-1.0,15800.0,22623.0,445.0,-1.0,-1,-1,3800.0,-1.0,131800.0,894.0,1364747.0,3400.0,-1,5195.0,8518.0,35391.0,-1.0,6286.0,-1.0,54133.0,12400.0,1000.0,2000.0,-1.0,-1,-1.0,9000.0,760.0,-1.0
2003,367.0,-1.0,44769.0,-1.0,544.0,-1.0,-1.0,-1.0,15800.0,25235.0,398.0,-1.0,-1,-1,4200.0,-1.0,135400.0,869.0,1453674.0,8900.0,-1,10700.0,9537.0,35391.0,-1.0,5648.0,-1.0,59063.0,14300.0,1073.0,2500.0,-1.0,-1,-1.0,6500.0,800.0,-1.0
2004,324.0,-1.0,33961.0,-1.0,785.0,-1.0,-1.0,-1.0,16200.0,18697.0,281.0,-1.0,-1,-1,4000.0,-1.0,118800.0,843.0,1460833.0,10900.0,-1,6718.0,8706.0,39523.0,-1.0,5109.0,-1.0,62819.0,15200.0,1112.0,2000.0,-1.0,-1,-1.0,5100.0,1361.0,-1.0
2005,342.0,-1.0,35500.0,-1.0,516.0,-1.0,-1.0,-1.0,16300.0,18857.0,279.0,-1.0,-1,-1,3400.0,-1.0,113700.0,854.0,1436447.0,11800.0,-1,8157.0,8656.0,12753.0,-1.0,4469.0,-1.0,56542.0,21300.0,1092.0,4587.0,-1.0,-1,-1.0,4480.0,749.0,-1.0
2006,287.0,-1.0,34000.0,3800.0,601.0,-1.0,-1.0,-1.0,18800.0,20100.0,258.0,-1.0,-1,-1,3500.0,-1.0,129600.0,500.0,1543720.0,11500.0,-1,11338.0,13721.0,19020.0,-1.0,4856.0,-1.0,56774.0,26400.0,1117.0,218.0,-1.0,-1,-1.0,3183.0,957.0,-1.0
2007,167.0,-1.0,29728.0,3800.0,672.0,-1.0,-1.0,-1.0,15200.0,18700.0,212.0,-1.0,-1,-1,3000.0,-1.0,96100.0,888.0,1505161.0,9000.0,-1,3393.0,8280.0,14393.0,-1.0,3697.0,-1.0,64069.0,27500.0,1141.0,711.0,-1.0,-1,123.0,3145.0,761.0,-1.0
2008,228.0,-1.0,27551.0,3700.0,585.0,-1.0,-1.0,-1.0,12900.0,18900.0,245.0,-1.0,-1,-1,3000.0,9200.0,79600.0,955.0,1444010.0,7000.0,-1,3551.0,7617.0,14400.0,-1.0,3300.0,-1.0,54910.0,10100.0,1165.0,372.0,-1.0,-1,100.0,2897.0,2893.0,-1.0
2009,208.0,-1.0,27108.0,3700.0,544.0,-1.0,-1.0,-1.0,15000.0,19500.0,189.0,-1.0,-1,-1,7000.0,11600.0,77700.0,650.0,1260330.0,7700.0,-1,2532.0,4861.0,12555.0,-1.0,2581.0,-1.0,54221.0,16500.0,1188.0,795.0,-1.0,-1,108.0,1043.0,3161.0,-1.0
2010,210.0,-1.0,15808.0,3600.0,459.0,-1.0,-1.0,-1.0,19400.0,23100.0,170.0,-1.0,-1,-1,5500.0,14500.0,83600.0,1700.0,992113.0,8100.0,-1,2573.0,6210.0,10036.0,-1.0,3754.0,-1.0,46500.0,19700.0,1210.0,684.0,-1.0,-1,64.0,731.0,3340.0,-1.0
2011,334.0,-1.0,16200.0,3600.0,462.0,-1.0,-1.0,-1.0,21400.0,22700.0,170.0,-1.0,-1,-1,6000.0,5000.0,78800.0,2600.0,1114800.0,9500.0,-1,3201.0,4816.0,9399.0,-1.0,3767.0,-1.0,59003.0,23800.0,1232.0,760.0,-1.0,-1,63.0,670.0,2129.0,-1.0
2012,243.0,-1.0,31900.0,4000.0,505.0,-1.0,-1.0,-1.0,20900.0,17900.0,182.0,-1.0,-1,-1,5000.0,7900.0,57900.0,1900.0,1190699.0,7800.0,-1,4462.0,4441.0,3900.0,-1.0,2400.0,-1.0,61608.0,22200.0,1254.0,732.0,-1.0,-1,58.0,797.0,1612.0,-1.0
2013,291.0,0.0,17400.0,6000.0,3507.0,-1.0,-1.0,-1.0,21300.0,19064.0,207.0,-1.0,-1,-1,6400.0,8860.0,54200.0,2100.0,1012371.0,10200.0,-1,4440.0,3935.0,7562.0,-1.0,3700.0,-1.0,54634.0,20300.0,1275.0,694.0,-1.0,-1,65.0,672.0,826.0,-1.0
2014,343.0,0.0,14100.0,6656.0,3799.0,-1.0,-1.0,-1.0,23900.0,15500.0,182.0,-1.0,-1,-1,5561.0,8071.0,40900.0,2800.0,880812.0,12400.0,-1,4230.0,3604.0,7185.0,-1.0,3000.0,-1.0,54085.0,22600.0,1295.0,1132.0,-1.0,-1,49.0,552.0,1407.0,-1.0
