,Haiti,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,French Guiana,Thailand,Ethiopia,Kenya,Singapore,Lebanon,Yemen,Albania,Niger,"China, Hong Kong SAR",Slovenia,Saint Lucia,Canada,Philippines,Spain,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Poland,Jordan,Belgium-Luxembourg,Colombia,Egypt,The former Yugoslav Republic of Macedonia,Malaysia,Mexico,Czechoslovakia,France,Republic of Korea,Democratic Republic of the Congo,Tunisia,India,Congo,Martinique,Dominican Republic,Kyrgyzstan,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,New Zealand,United Arab Emirates,Bosnia and Herzegovina,Portugal,Netherlands,Guatemala,Slovakia,Puerto Rico,Romania,Norway,Dominica,Iraq,Madagascar,Belgium,Nepal,Luxembourg,Czechia,Costa Rica,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Latvia,Sweden,Uzbekistan,China,Finland,Morocco,Switzerland,Chile,Honduras,Zimbabwe,Ireland,Cyprus,Austria,Israel,Réunion,Japan,Hungary,Denmark,Trinidad and Tobago,Grenada,United Kingdom,Mauritius,Barbados,Turkey,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),Brunei Darussalam,Greece,Ukraine,Kuwait,South Africa,Guadeloupe,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1971,30000.0,,176793.0,171944.0,60000.0,,,153846.0,,,,240771.0,,,,121019.0,,,157973.0,,204540.0,,,114425.0,157400.0,,,77101.0,605158.0,68182.0,234614.0,,,139724.0,122471.0,191972.0,,133333.0,,50000.0,,100000.0,140259.0,,,162795.0,244946.0,218182.0,,192394.0,18000.0,,183333.0,266851.0,161622.0,,,,,,120008.0,43333.0,,,,,,55987.0,175669.0,,161589.0,124137.0,,300000.0,,215485.0,,187500.0,232941.0,111446.0,,,,90000.0,222569.0,170492.0,,182752.0,68054.0,129694.0,75000.0,,190723.0,101429.0,,168831.0,60000.0,204975.0,,140378.0,,,183333.0,100000.0,,,190516.0,
1972,30000.0,,176721.0,166830.0,61214.0,,,161538.0,,,,245679.0,,,,125000.0,,,115745.0,,216911.0,,,104480.0,129536.0,,,114464.0,570209.0,68182.0,197212.0,,,150000.0,140912.0,164970.0,,166667.0,,52027.0,,100000.0,144370.0,,,155403.0,247690.0,207273.0,,207348.0,18667.0,,183333.0,293460.0,158933.0,,,,,,98572.0,54000.0,,,,,,48857.0,180456.0,,165907.0,134964.0,,259259.0,,204947.0,,187500.0,235000.0,113750.0,,,,90000.0,257375.0,163158.0,,194474.0,66889.0,135748.0,66667.0,,194038.0,113200.0,,168831.0,60000.0,193209.0,,171185.0,,,158621.0,105000.0,,,249925.0,
1973,30000.0,,170414.0,155846.0,70421.0,,,157143.0,,,,214481.0,,,,133333.0,,,156154.0,,217723.0,,,92251.0,146152.0,,,68987.0,574236.0,69565.0,193812.0,,,153846.0,132663.0,173810.0,,150000.0,,52000.0,,100000.0,148407.0,,,158144.0,251801.0,217500.0,82200.0,216319.0,93667.0,,176923.0,304545.0,159200.0,,,,,,118908.0,46500.0,,,,,,45222.0,182138.0,,188078.0,161073.0,,255556.0,,215247.0,,187500.0,227586.0,120000.0,,,,90000.0,251897.0,180263.0,,189174.0,66752.0,138850.0,67312.0,,195292.0,114848.0,,158667.0,71765.0,187044.0,,159874.0,,,158621.0,300000.0,82200.0,,173251.0,
1974,31818.0,200000.0,172966.0,164585.0,83217.0,,,164286.0,,,,230465.0,,,,120000.0,,,161880.0,,215490.0,,,85164.0,119535.0,,,96847.0,561434.0,69565.0,182491.0,,,156250.0,130012.0,169880.0,122956.0,175000.0,,51923.0,,100000.0,151852.0,,,137911.0,252482.0,219167.0,82800.0,192377.0,126167.0,,184615.0,277042.0,157368.0,,,,,,187617.0,60500.0,,,,,,45202.0,183451.0,,181455.0,208584.0,,288889.0,,216748.0,,187500.0,184000.0,119986.0,,,,90000.0,249931.0,177083.0,,195317.0,78160.0,139459.0,67327.0,,199490.0,153571.0,,166667.0,59773.0,187429.0,,184163.0,,,180000.0,300000.0,82800.0,,179744.0,
1975,30769.0,250000.0,182192.0,172612.0,67545.0,,,171429.0,,,,233333.0,,,,141910.0,,,168055.0,,216456.0,,,71469.0,114601.0,,,156857.0,537144.0,70833.0,202321.0,,,157504.0,115079.0,171937.0,122554.0,200000.0,,51875.0,,100000.0,155556.0,,,134904.0,262863.0,218333.0,87200.0,211624.0,125000.0,,186923.0,277593.0,157368.0,,,,,,197117.0,54762.0,,,,,,45374.0,184379.0,,171675.0,203866.0,,184063.0,,216258.0,,187500.0,189212.0,119987.0,,,,90000.0,264411.0,158333.0,,197252.0,68979.0,223608.0,67312.0,,191585.0,144000.0,,167647.0,60000.0,158742.0,,179931.0,,,181818.0,233333.0,87200.0,,136879.0,
1976,30000.0,305000.0,198458.0,198228.0,55197.0,,,166667.0,,,,231579.0,,,,136407.0,,,174269.0,,213960.0,,,76787.0,160123.0,,,92500.0,451712.0,70000.0,206968.0,,,170616.0,106028.0,162241.0,125583.0,180000.0,,54762.0,,100000.0,153571.0,,,137327.0,278629.0,218333.0,104600.0,199095.0,166667.0,,189231.0,280698.0,155584.0,,,,,,214052.0,54884.0,,,,,,47138.0,187863.0,,164225.0,229024.0,,270882.0,,216396.0,,187500.0,189884.0,119963.0,,,,100000.0,214575.0,146892.0,,195694.0,66200.0,211975.0,67368.0,,170122.0,160000.0,,165714.0,60000.0,163445.0,,190688.0,,,190909.0,163636.0,104600.0,,152765.0,
1977,31250.0,289333.0,175792.0,162892.0,69516.0,,,173333.0,,,,231579.0,,,,139680.0,,,206131.0,,225749.0,,,52069.0,157912.0,,,98060.0,475364.0,70000.0,209423.0,,,166972.0,109855.0,172065.0,120674.0,200000.0,,55000.0,,122500.0,160714.0,,,96531.0,290055.0,218333.0,90000.0,221528.0,207500.0,,186923.0,279070.0,155584.0,,,,,,153596.0,71458.0,,,,,,45462.0,177209.0,129630.0,173835.0,239625.0,,140633.0,,216298.0,,187500.0,187732.0,119965.0,,,,100000.0,263094.0,167546.0,,209610.0,67287.0,224870.0,68132.0,,214118.0,150000.0,,153846.0,60000.0,199416.0,,185448.0,,,170332.0,270000.0,90000.0,,156032.0,
1978,30000.0,288235.0,186480.0,177752.0,78600.0,,,180000.0,,,,233333.0,,,,124151.0,,,226573.0,,231005.0,,,54528.0,123565.0,,,85844.0,474567.0,70000.0,202159.0,,,141964.0,113387.0,170612.0,126546.0,175000.0,,55000.0,,122500.0,153333.0,,,100107.0,282565.0,195588.0,90000.0,215392.0,79104.0,,184615.0,290698.0,153846.0,,,,,,172141.0,68727.0,,,,,,50389.0,176341.0,129032.0,180323.0,329045.0,,215882.0,,193956.0,,187500.0,189815.0,113636.0,,,,100000.0,268954.0,298611.0,,212264.0,66692.0,271053.0,68140.0,,221818.0,147333.0,,150000.0,159535.0,170664.0,,188204.0,,,195884.0,351000.0,90000.0,,180053.0,
1979,30000.0,250000.0,182596.0,174995.0,74479.0,,,175000.0,,,,222222.0,8000.0,,,189108.0,,,225141.0,,239729.0,,,74426.0,114087.0,,,82114.0,421919.0,70000.0,209035.0,,,156764.0,105583.0,192273.0,201683.0,220000.0,,56842.0,,122500.0,153333.0,,,93866.0,279513.0,209231.0,8415.0,210476.0,131857.0,,192308.0,286667.0,153846.0,,,,,95143.0,140260.0,51773.0,,,,,,51170.0,177152.0,119063.0,184179.0,244218.0,,218235.0,,208876.0,,187500.0,200000.0,130000.0,,,,100000.0,254887.0,234694.0,,205680.0,65594.0,233671.0,68889.0,,224167.0,146429.0,,155000.0,142566.0,187984.0,,197073.0,,,215732.0,244800.0,8415.0,,162359.0,
1980,31000.0,208333.0,188782.0,181184.0,49000.0,,,181250.0,,,,233333.0,8953.0,,,211593.0,,,213208.0,,232727.0,,,71274.0,136667.0,,,137762.0,512500.0,71900.0,173522.0,,,180077.0,117968.0,204926.0,166522.0,240000.0,,56701.0,,96250.0,158065.0,,,99777.0,299990.0,202308.0,92000.0,216409.0,151613.0,,192308.0,331707.0,150000.0,,,,,96316.0,153814.0,48698.0,,,,,,50612.0,177417.0,120139.0,194821.0,280929.0,,164706.0,,202447.0,,187500.0,190174.0,130000.0,,,,100000.0,270531.0,217593.0,,207011.0,71984.0,278424.0,66667.0,,237222.0,146111.0,,175000.0,138698.0,186554.0,,196194.0,,,200000.0,180000.0,92000.0,,115899.0,
1981,31000.0,197083.0,182554.0,174674.0,60125.0,,,187500.0,,,,231579.0,7831.0,,,213486.0,,,187980.0,,238684.0,,,85400.0,141774.0,,,157533.0,605072.0,71429.0,206110.0,,,162629.0,114966.0,223902.0,174027.0,240000.0,,57000.0,,120000.0,161290.0,,,106659.0,313709.0,215714.0,105167.0,207609.0,122157.0,,194615.0,318421.0,150000.0,,,,,96000.0,153158.0,22062.0,,,,,,50375.0,178840.0,80000.0,199987.0,256443.0,,173647.0,,215680.0,,200000.0,346655.0,130000.0,,,,100000.0,289913.0,475926.0,128500.0,216737.0,68802.0,286455.0,62500.0,,249388.0,136364.0,,126957.0,98377.0,156221.0,,194155.0,,,200000.0,180000.0,105167.0,,111493.0,
1982,29545.0,197391.0,192147.0,183811.0,69933.0,12115.0,,188235.0,,,,235484.0,7907.0,,,196139.0,,,196468.0,,234866.0,,,85287.0,127276.0,,200000.0,156567.0,595000.0,67647.0,204398.0,,,170500.0,120006.0,232293.0,180647.0,240000.0,,60000.0,,150000.0,150000.0,,,102083.0,326581.0,213333.0,118667.0,219707.0,208507.0,,207692.0,358571.0,137778.0,,,,229483.0,99750.0,191781.0,23711.0,,,,,,51400.0,177748.0,210556.0,200004.0,276887.0,,158657.0,,213105.0,,200000.0,306280.0,130000.0,,,,100000.0,305998.0,323265.0,150000.0,219949.0,69186.0,397815.0,57143.0,83333.0,292873.0,135714.0,,96837.0,103492.0,168444.0,,185525.0,,,220830.0,180000.0,118667.0,,245761.0,
1983,28000.0,201538.0,200314.0,197292.0,81714.0,12115.0,,188889.0,,,,236559.0,7766.0,,,189474.0,,,224987.0,,231798.0,,,101456.0,132427.0,,200000.0,184332.0,578667.0,67813.0,195971.0,,,190434.0,119794.0,223267.0,190436.0,260000.0,,60000.0,,132059.0,148571.0,,,93674.0,314679.0,212500.0,98667.0,210000.0,173429.0,,230769.0,316579.0,140000.0,,,,236379.0,96429.0,189677.0,23333.0,,,,,,51173.0,177695.0,176667.0,196131.0,238849.0,,169000.0,,212230.0,,187500.0,305213.0,120000.0,,,,100000.0,297340.0,317538.0,133333.0,212843.0,62802.0,395909.0,50000.0,80000.0,254602.0,139474.0,,98630.0,93686.0,174807.0,,186014.0,,,147576.0,192000.0,98667.0,,203455.0,
1984,28000.0,201600.0,200841.0,198200.0,103917.0,12626.0,,189474.0,,,,222222.0,15098.0,,,205882.0,,,242137.0,,242778.0,,,85992.0,132472.0,,200000.0,264356.0,663959.0,71888.0,196970.0,,,197823.0,117069.0,209639.0,186796.0,260000.0,,60000.0,,133750.0,151344.0,,,91554.0,336140.0,217647.0,100500.0,211111.0,280000.0,,214286.0,345294.0,145455.0,,,,238621.0,92222.0,218438.0,22609.0,,,,,,52160.0,174373.0,94286.0,199532.0,227826.0,,154833.0,,217531.0,,200000.0,288419.0,117477.0,,,,100000.0,307947.0,408182.0,127273.0,226303.0,61596.0,213778.0,35333.0,80000.0,258925.0,134211.0,,114286.0,80031.0,172891.0,,212497.0,,,158024.0,193482.0,100500.0,,177639.0,
1985,28000.0,200333.0,212282.0,212233.0,136000.0,13023.0,197143.0,16667.0,,,,222222.0,15660.0,,,222667.0,,,259155.0,,243499.0,,,102510.0,119268.0,,200000.0,186191.0,858093.0,85000.0,210623.0,,,168758.0,119718.0,237186.0,190788.0,260000.0,,61905.0,,133750.0,151226.0,,,93763.0,309707.0,216667.0,99714.0,212500.0,385195.0,,214286.0,351842.0,150000.0,,,,336452.0,93333.0,197049.0,25000.0,,,,,,51593.0,168865.0,136471.0,202895.0,204620.0,,154081.0,,216716.0,,200000.0,277393.0,199202.0,,,,100000.0,304771.0,335915.0,133333.0,220673.0,59996.0,399202.0,32000.0,75000.0,298559.0,155556.0,,114744.0,80548.0,151133.0,,198278.0,,,153880.0,237143.0,99714.0,,185451.0,
1986,28000.0,197586.0,220827.0,224050.0,148400.0,13103.0,200000.0,24000.0,,,,221053.0,15484.0,,,181458.0,,,188561.0,,236707.0,,,88650.0,79725.0,,200000.0,85718.0,993888.0,111487.0,200680.0,,,178167.0,120104.0,252525.0,188024.0,280000.0,,62857.0,,153438.0,152367.0,,,94896.0,308987.0,222222.0,103571.0,204360.0,375000.0,,230769.0,381667.0,142857.0,,,,370462.0,84000.0,132603.0,25000.0,,,,,,50920.0,176255.0,135532.0,178886.0,209919.0,,134789.0,,221792.0,,200000.0,273171.0,140000.0,,,,100000.0,297975.0,290588.0,129032.0,234977.0,60113.0,313500.0,34000.0,88000.0,302099.0,138889.0,,115385.0,93000.0,177437.0,,204191.0,,290244.0,160000.0,207500.0,103571.0,,216512.0,
1987,28000.0,198000.0,216535.0,219029.0,165111.0,13111.0,203571.0,35714.0,,,,213542.0,56129.0,,,171538.0,,,199306.0,,239234.0,,,87609.0,67655.0,200000.0,200000.0,156037.0,808750.0,111233.0,223729.0,,,174224.0,124522.0,242925.0,182655.0,280000.0,,63962.0,,149167.0,153333.0,,,96796.0,338255.0,233333.0,87143.0,204082.0,326667.0,,230769.0,359429.0,150000.0,,,,351077.0,85333.0,134228.0,25000.0,,,,,,47242.0,179688.0,135000.0,208043.0,234356.0,,138540.0,,232715.0,,200000.0,233934.0,108333.0,,,,101754.0,281600.0,278571.0,130435.0,234340.0,56881.0,496919.0,36750.0,81667.0,311312.0,125000.0,,124444.0,93667.0,167217.0,,193675.0,,264000.0,160000.0,209333.0,87143.0,,141724.0,
1988,28261.0,202069.0,220225.0,221605.0,172349.0,13293.0,194762.0,55556.0,,,,128485.0,63960.0,,,171071.0,,,208884.0,,272042.0,,,86834.0,98642.0,200000.0,200000.0,243787.0,848500.0,113411.0,210884.0,,,185513.0,123351.0,252394.0,191166.0,300000.0,,64673.0,,146000.0,153333.0,,,95916.0,329589.0,229474.0,137143.0,213198.0,318092.0,,230769.0,489615.0,150000.0,,,,359167.0,85333.0,158681.0,25000.0,,,,,,49724.0,182328.0,134545.0,199958.0,213923.0,,189611.0,,228793.0,,200000.0,252227.0,108332.0,,,,119385.0,319441.0,310402.0,132028.0,225182.0,45638.0,320000.0,36316.0,83333.0,316708.0,128788.0,,125000.0,94438.0,166037.0,,191333.0,,295814.0,150026.0,209385.0,137143.0,,192534.0,
1989,28261.0,190750.0,217377.0,221970.0,154133.0,13171.0,204762.0,62500.0,,,,122857.0,48929.0,,,178957.0,,,206091.0,,269859.0,,,91976.0,102265.0,200000.0,200000.0,159589.0,835682.0,120000.0,220238.0,,,202728.0,128419.0,249572.0,193259.0,310000.0,,64862.0,,138095.0,153333.0,,,95190.0,346648.0,228000.0,128500.0,196078.0,367378.0,,228571.0,465000.0,150000.0,,,,296500.0,86667.0,108733.0,24800.0,,,,,,49546.0,181718.0,136479.0,219005.0,188148.0,,205751.0,,227442.0,,200000.0,251725.0,125000.0,,,,155833.0,307933.0,309276.0,129636.0,231511.0,64000.0,320000.0,48222.0,93333.0,315071.0,132927.0,,129921.0,92703.0,168042.0,,202258.0,,267541.0,152572.0,363000.0,128500.0,,169592.0,
1990,28571.0,197353.0,235541.0,241102.0,103829.0,13125.0,194000.0,73333.0,,,,118919.0,46092.0,,90909.0,168000.0,,,230884.0,69450.0,280627.0,,,80375.0,121813.0,99231.0,100000.0,114907.0,854348.0,119114.0,217728.0,,,199746.0,116318.0,257655.0,181145.0,313725.0,218750.0,64595.0,,172222.0,35385.0,,230769.0,88162.0,354701.0,238857.0,121951.0,216667.0,483466.0,,228571.0,471818.0,152789.0,,,,302167.0,115385.0,136629.0,22378.0,,,,,,50310.0,186890.0,135789.0,227161.0,188155.0,,179416.0,,238388.0,182930.0,200000.0,259393.0,125001.0,154000.0,80000.0,250000.0,166909.0,303591.0,335706.0,130837.0,231071.0,74720.0,331967.0,50513.0,75714.0,298083.0,129787.0,,139850.0,90769.0,165526.0,20000.0,179623.0,,277241.0,119515.0,159236.0,121951.0,,142021.0,
1991,28065.0,200345.0,255384.0,266340.0,122200.0,13220.0,212286.0,66667.0,,80000.0,,117369.0,44703.0,,90909.0,169296.0,,,239852.0,73656.0,284492.0,,,105265.0,181107.0,160000.0,96897.0,139531.0,828283.0,134831.0,214091.0,,,213934.0,117519.0,248148.0,201030.0,300000.0,223684.0,65375.0,,253846.0,35833.0,,228920.0,90563.0,357063.0,240000.0,136305.0,220237.0,490000.0,,228571.0,436192.0,175419.0,,,75000.0,296500.0,95226.0,119404.0,30167.0,,,,,,51994.0,188263.0,129242.0,236364.0,200885.0,,170188.0,,239566.0,192500.0,200000.0,245088.0,125000.0,149249.0,79398.0,252462.0,121286.0,294820.0,290728.0,123478.0,226174.0,107718.0,260517.0,35500.0,84286.0,310072.0,136585.0,,150000.0,94797.0,155458.0,20000.0,193333.0,,322581.0,150488.0,209091.0,136305.0,,115769.0,
1992,27778.0,186571.0,245310.0,252918.0,124230.0,13548.0,208788.0,68182.0,,95882.0,,124936.0,44844.0,,93750.0,167083.0,98984.0,,252091.0,70877.0,296369.0,,,125747.0,91415.0,160000.0,97771.0,157723.0,793750.0,140783.0,235723.0,,,207863.0,115111.0,246306.0,204230.0,304511.0,200000.0,65357.0,,330769.0,34783.0,,230778.0,92566.0,343723.0,280000.0,133552.0,212222.0,593840.0,,250000.0,342620.0,166331.0,,,68182.0,300667.0,95972.0,122807.0,29490.0,,,,,,52475.0,184102.0,129583.0,231373.0,196760.0,,152207.0,120000.0,279461.0,188148.0,200000.0,245144.0,125002.0,146856.0,78816.0,254545.0,133953.0,281706.0,303792.0,121366.0,237080.0,83416.0,256978.0,39228.0,82500.0,300508.0,128571.0,,158537.0,90184.0,155472.0,20000.0,187616.0,,334768.0,147977.0,184966.0,133552.0,71429.0,114286.0,
1993,27898.0,148649.0,247200.0,250000.0,128571.0,13571.0,212367.0,68000.0,133333.0,85714.0,,150000.0,44844.0,,90909.0,162500.0,103183.0,,255450.0,69802.0,282101.0,,,126821.0,164700.0,160000.0,98845.0,120293.0,775638.0,144385.0,225455.0,,,201997.0,,248371.0,201117.0,308683.0,188679.0,65044.0,,312211.0,34737.0,,232650.0,90873.0,336202.0,250000.0,135000.0,236000.0,298371.0,,222222.0,336134.0,150602.0,111111.0,,78223.0,300200.0,96718.0,137931.0,28812.0,,,,106773.0,,52475.0,188435.0,130000.0,239216.0,195909.0,,158974.0,111116.0,249726.0,166839.0,200000.0,182516.0,124998.0,142292.0,78236.0,255000.0,153750.0,301922.0,335051.0,115336.0,222162.0,105119.0,226678.0,45238.0,80000.0,300405.0,132800.0,97500.0,171552.0,94361.0,160476.0,30000.0,200571.0,,347500.0,146911.0,184750.0,135000.0,63900.0,100000.0,
