,Kenya,"China, Taiwan Province of",Belarus,Croatia,Syrian Arab Republic,Brazil,Nepal,Uzbekistan,Denmark,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Norway,Yemen,Australia & New Zealand,Yugoslav SFR,Algeria,Slovenia,Madagascar,Latvia,Ukraine,Israel,Belgium,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Saint Vincent and the Grenadines,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Afghanistan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Bhutan,Sweden,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Slovakia,France,South Africa,Australia,Lithuania,Netherlands,Belgium-Luxembourg,Republic of Moldova,Turkey
1971,-1.0,129152.0,-1.0,-1.0,22578.0,117172.0,-1.0,-1.0,-1.0,-1.0,149506.0,-1.0,70935.0,-1.0,-1.0,-1.0,227646.0,-1.0,39908.0,-1.0,22222.0,-1.0,-1.0,185455.0,-1.0,1303855.0,-1.0,-1.0,89286.0,-1.0,45555.0,-1.0,-1.0,-1.0,70059.0,-1.0,-1.0,110000.0,-1.0,-1.0,-1.0,-1.0,66551.0,-1.0,44324.0,-1.0,229475.0,-1.0,53763.0,101791.0,85714.0,-1.0,-1.0,-1.0,-1.0,146000.0,88530.0,229330.0,69048.0,-1.0,8967.0,141216.0,320574.0,182451.0,177148.0,38690.0,81765.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,31532.0,89827.0,-1.0,16035.0,16667.0,29375.0,-1.0,-1.0,190690.0,163532.0,220790.0,-1.0,-1.0,335556.0,-1.0,53929.0
1972,-1.0,125075.0,-1.0,-1.0,32637.0,116953.0,-1.0,-1.0,-1.0,-1.0,133284.0,-1.0,68064.0,-1.0,-1.0,-1.0,236114.0,-1.0,40280.0,-1.0,23333.0,-1.0,-1.0,488000.0,-1.0,1080774.0,-1.0,-1.0,136905.0,-1.0,47705.0,-1.0,-1.0,-1.0,121916.0,-1.0,-1.0,110000.0,-1.0,-1.0,-1.0,-1.0,99303.0,-1.0,46578.0,-1.0,218170.0,-1.0,53763.0,102747.0,88889.0,-1.0,-1.0,-1.0,-1.0,124588.0,88569.0,236842.0,81395.0,-1.0,12653.0,126704.0,305215.0,143395.0,145515.0,59722.0,115000.0,-1.0,-1.0,-1.0,-1.0,-1.0,59770.0,-1.0,-1.0,-1.0,-1.0,21122.0,86027.0,-1.0,42408.0,11667.0,29000.0,-1.0,-1.0,162138.0,181775.0,230883.0,-1.0,-1.0,285000.0,-1.0,57647.0
1973,-1.0,101028.0,-1.0,-1.0,21861.0,82058.0,-1.0,-1.0,-1.0,-1.0,142496.0,-1.0,67356.0,-1.0,-1.0,-1.0,256639.0,-1.0,39717.0,-1.0,22857.0,-1.0,-1.0,390588.0,-1.0,1899886.0,-1.0,-1.0,125000.0,-1.0,44740.0,-1.0,-1.0,-1.0,95687.0,-1.0,-1.0,119231.0,-1.0,-1.0,-1.0,-1.0,94904.0,-1.0,43542.0,-1.0,236802.0,-1.0,53763.0,96358.0,88889.0,-1.0,-1.0,-1.0,-1.0,109105.0,88563.0,248445.0,84091.0,-1.0,10237.0,128311.0,401550.0,197856.0,176841.0,55556.0,128000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,36696.0,87064.0,-1.0,109665.0,12500.0,28500.0,-1.0,-1.0,181367.0,190430.0,247089.0,-1.0,-1.0,168889.0,-1.0,54672.0
1974,-1.0,116612.0,-1.0,-1.0,34530.0,82599.0,-1.0,-1.0,-1.0,-1.0,113143.0,-1.0,60180.0,-1.0,-1.0,-1.0,234286.0,-1.0,45550.0,-1.0,18667.0,-1.0,-1.0,545714.0,-1.0,1099773.0,-1.0,-1.0,95238.0,-1.0,43888.0,-1.0,-1.0,-1.0,121284.0,-1.0,-1.0,125366.0,-1.0,-1.0,-1.0,-1.0,71262.0,-1.0,41962.0,-1.0,224925.0,-1.0,53763.0,100414.0,90000.0,-1.0,-1.0,-1.0,-1.0,130488.0,88007.0,258943.0,84091.0,-1.0,11447.0,124496.0,307568.0,115557.0,183344.0,55556.0,96071.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,22300.0,86174.0,-1.0,165399.0,30000.0,31000.0,-1.0,-1.0,159569.0,157273.0,229007.0,-1.0,-1.0,493528.0,-1.0,65095.0
1975,50000.0,108766.0,-1.0,-1.0,33967.0,80693.0,-1.0,-1.0,-1.0,-1.0,169315.0,25000.0,53220.0,-1.0,-1.0,-1.0,233766.0,-1.0,50447.0,-1.0,31176.0,-1.0,-1.0,376429.0,-1.0,2164600.0,-1.0,-1.0,83333.0,-1.0,41230.0,-1.0,-1.0,-1.0,114286.0,-1.0,-1.0,128517.0,-1.0,-1.0,-1.0,-1.0,83764.0,-1.0,39527.0,-1.0,223585.0,-1.0,54167.0,101165.0,92000.0,-1.0,-1.0,-1.0,-1.0,68500.0,87853.0,233877.0,82222.0,-1.0,20486.0,106796.0,351190.0,245875.0,186728.0,52778.0,95484.0,-1.0,-1.0,-1.0,-1.0,-1.0,60215.0,-1.0,-1.0,-1.0,-1.0,35796.0,95608.0,-1.0,142123.0,29429.0,32000.0,-1.0,-1.0,151849.0,177655.0,225699.0,-1.0,-1.0,245983.0,-1.0,66977.0
1976,50000.0,123787.0,-1.0,-1.0,37692.0,86261.0,-1.0,-1.0,-1.0,-1.0,139300.0,25000.0,58494.0,-1.0,-1.0,-1.0,239905.0,-1.0,50100.0,-1.0,29412.0,-1.0,-1.0,383803.0,-1.0,1351351.0,-1.0,-1.0,92234.0,-1.0,46111.0,-1.0,-1.0,-1.0,117857.0,-1.0,-1.0,132463.0,-1.0,-1.0,-1.0,-1.0,82863.0,-1.0,44036.0,-1.0,255502.0,-1.0,53906.0,98526.0,94000.0,-1.0,-1.0,-1.0,-1.0,143953.0,87922.0,250866.0,77778.0,-1.0,13568.0,132010.0,285700.0,161654.0,212333.0,50000.0,101241.0,-1.0,-1.0,-1.0,-1.0,-1.0,59794.0,-1.0,-1.0,-1.0,-1.0,35133.0,91896.0,-1.0,144332.0,25538.0,30000.0,-1.0,-1.0,173459.0,172776.0,236152.0,-1.0,-1.0,303720.0,-1.0,69545.0
1977,50000.0,131755.0,-1.0,-1.0,30995.0,78699.0,-1.0,-1.0,-1.0,-1.0,156930.0,30000.0,72430.0,-1.0,-1.0,-1.0,201416.0,-1.0,49882.0,-1.0,19245.0,-1.0,-1.0,492754.0,-1.0,1014656.0,-1.0,-1.0,93963.0,-1.0,39249.0,-1.0,-1.0,-1.0,121429.0,-1.0,-1.0,137363.0,-1.0,-1.0,-1.0,-1.0,54056.0,-1.0,37017.0,-1.0,211031.0,-1.0,53906.0,84701.0,83333.0,-1.0,-1.0,-1.0,-1.0,87805.0,87966.0,262999.0,46667.0,-1.0,23526.0,71059.0,266479.0,193429.0,201150.0,47222.0,101836.0,-1.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,44467.0,79438.0,-1.0,66812.0,25000.0,30135.0,-1.0,-1.0,114368.0,206164.0,196048.0,-1.0,-1.0,188480.0,-1.0,69955.0
1978,57143.0,145047.0,-1.0,-1.0,34698.0,77236.0,-1.0,-1.0,-1.0,-1.0,130869.0,23556.0,70731.0,-1.0,-1.0,-1.0,216918.0,-1.0,44576.0,-1.0,19091.0,-1.0,-1.0,225352.0,-1.0,983051.0,-1.0,-1.0,95870.0,-1.0,52685.0,-1.0,-1.0,-1.0,85714.0,-1.0,-1.0,132603.0,-1.0,-1.0,-1.0,-1.0,53115.0,-1.0,50567.0,-1.0,224086.0,-1.0,54211.0,87128.0,91667.0,-1.0,-1.0,-1.0,-1.0,66500.0,87383.0,243497.0,68182.0,-1.0,22087.0,134611.0,319193.0,178459.0,190747.0,44444.0,100860.0,-1.0,-1.0,-1.0,-1.0,-1.0,60194.0,-1.0,-1.0,-1.0,-1.0,43161.0,94859.0,-1.0,152178.0,37778.0,30000.0,-1.0,-1.0,153516.0,180773.0,208129.0,-1.0,-1.0,265960.0,-1.0,75350.0
1979,57143.0,156071.0,-1.0,-1.0,31298.0,78886.0,-1.0,-1.0,-1.0,-1.0,145000.0,28444.0,71092.0,-1.0,-1.0,25000.0,254535.0,-1.0,45688.0,-1.0,19091.0,-1.0,-1.0,368493.0,-1.0,1931429.0,-1.0,-1.0,136525.0,-1.0,48065.0,-1.0,-1.0,-1.0,103704.0,-1.0,-1.0,139098.0,-1.0,-1.0,-1.0,-1.0,55933.0,-1.0,45463.0,-1.0,201989.0,-1.0,54397.0,88450.0,85714.0,-1.0,-1.0,-1.0,-1.0,145400.0,87458.0,250802.0,67442.0,-1.0,30739.0,143037.0,321802.0,199140.0,231661.0,38889.0,108043.0,-1.0,-1.0,-1.0,-1.0,-1.0,60194.0,-1.0,-1.0,-1.0,-1.0,40364.0,78461.0,-1.0,150340.0,29000.0,30261.0,-1.0,-1.0,188671.0,180149.0,248713.0,-1.0,-1.0,251796.0,-1.0,77778.0
1980,57143.0,151724.0,-1.0,-1.0,34405.0,75634.0,-1.0,-1.0,-1.0,-1.0,163550.0,29222.0,65004.0,-1.0,-1.0,22414.0,254527.0,-1.0,50267.0,-1.0,20492.0,-1.0,-1.0,101282.0,-1.0,1368778.0,-1.0,-1.0,57235.0,-1.0,51571.0,-1.0,-1.0,-1.0,115385.0,-1.0,-1.0,130591.0,-1.0,-1.0,-1.0,-1.0,63781.0,-1.0,49040.0,-1.0,264044.0,-1.0,54483.0,77881.0,92857.0,-1.0,-1.0,-1.0,-1.0,104524.0,87567.0,238928.0,69767.0,-1.0,25613.0,126416.0,388079.0,204655.0,248353.0,38889.0,109112.0,-1.0,-1.0,94512.0,-1.0,-1.0,60377.0,-1.0,-1.0,-1.0,-1.0,32335.0,77935.0,-1.0,133253.0,41333.0,30313.0,-1.0,-1.0,192525.0,189827.0,242711.0,-1.0,-1.0,303912.0,-1.0,88394.0
1981,57143.0,135736.0,-1.0,-1.0,38288.0,74949.0,-1.0,-1.0,-1.0,-1.0,213142.0,23444.0,76894.0,-1.0,-1.0,21887.0,283114.0,-1.0,50064.0,-1.0,16111.0,-1.0,-1.0,250000.0,-1.0,1553510.0,-1.0,-1.0,115023.0,-1.0,56159.0,-1.0,-1.0,-1.0,44444.0,-1.0,-1.0,110976.0,-1.0,-1.0,-1.0,-1.0,53154.0,-1.0,53818.0,-1.0,250000.0,-1.0,54741.0,78539.0,83750.0,-1.0,-1.0,-1.0,-1.0,117143.0,102426.0,232965.0,69048.0,-1.0,29535.0,153900.0,303770.0,223897.0,264201.0,39989.0,108195.0,-1.0,-1.0,84186.0,-1.0,-1.0,59091.0,-1.0,-1.0,-1.0,-1.0,40705.0,83521.0,-1.0,140405.0,75455.0,30000.0,-1.0,-1.0,195214.0,194583.0,280622.0,-1.0,-1.0,237012.0,-1.0,84955.0
1982,57143.0,124317.0,-1.0,-1.0,46845.0,81320.0,-1.0,-1.0,-1.0,-1.0,184357.0,23333.0,99297.0,-1.0,-1.0,22182.0,214952.0,-1.0,50780.0,-1.0,16389.0,-1.0,-1.0,208974.0,-1.0,2059839.0,-1.0,-1.0,78000.0,-1.0,60907.0,-1.0,-1.0,-1.0,91111.0,-1.0,-1.0,105313.0,-1.0,-1.0,-1.0,-1.0,79468.0,-1.0,59091.0,-1.0,237206.0,-1.0,59397.0,83955.0,69000.0,-1.0,-1.0,-1.0,-1.0,96190.0,102463.0,234092.0,70000.0,-1.0,35449.0,129454.0,325926.0,215551.0,241647.0,66753.0,108098.0,-1.0,-1.0,84877.0,-1.0,-1.0,59091.0,-1.0,-1.0,-1.0,-1.0,43231.0,92991.0,-1.0,134619.0,71667.0,29767.0,-1.0,-1.0,219446.0,198067.0,201207.0,-1.0,-1.0,334190.0,-1.0,85344.0
1983,57143.0,127493.0,-1.0,-1.0,41111.0,79463.0,-1.0,-1.0,-1.0,-1.0,207404.0,23889.0,108451.0,-1.0,-1.0,22182.0,230545.0,-1.0,50304.0,-1.0,17234.0,-1.0,-1.0,255882.0,-1.0,2013809.0,-1.0,-1.0,114815.0,-1.0,62892.0,-1.0,-1.0,-1.0,100000.0,-1.0,-1.0,105556.0,-1.0,-1.0,-1.0,-1.0,71730.0,-1.0,60996.0,-1.0,259601.0,-1.0,41897.0,75412.0,77273.0,-1.0,-1.0,-1.0,-1.0,125581.0,102425.0,237920.0,71795.0,-1.0,32520.0,160758.0,162577.0,252132.0,245987.0,64757.0,118201.0,-1.0,-1.0,106667.0,-1.0,-1.0,59829.0,-1.0,-1.0,-1.0,-1.0,48784.0,78918.0,-1.0,115273.0,31263.0,29630.0,-1.0,-1.0,202285.0,194984.0,239444.0,-1.0,-1.0,350686.0,-1.0,99309.0
1984,57143.0,141282.0,-1.0,-1.0,36250.0,83637.0,-1.0,-1.0,-1.0,-1.0,168926.0,22000.0,112209.0,-1.0,-1.0,22679.0,238658.0,-1.0,48112.0,-1.0,16154.0,-1.0,-1.0,255556.0,-1.0,1592719.0,-1.0,-1.0,77778.0,-1.0,71764.0,-1.0,-1.0,-1.0,110000.0,-1.0,-1.0,109091.0,-1.0,-1.0,-1.0,-1.0,74780.0,-1.0,69767.0,-1.0,233759.0,-1.0,43860.0,80513.0,80870.0,-1.0,-1.0,-1.0,-1.0,111860.0,101471.0,226643.0,72973.0,-1.0,26829.0,148482.0,222348.0,259435.0,229828.0,71020.0,117586.0,-1.0,-1.0,95867.0,-1.0,-1.0,61538.0,-1.0,-1.0,-1.0,-1.0,41353.0,77824.0,-1.0,111404.0,18553.0,29839.0,-1.0,-1.0,224807.0,187628.0,240781.0,-1.0,-1.0,257929.0,-1.0,94737.0
1985,57143.0,139901.0,-1.0,-1.0,73409.0,85124.0,-1.0,-1.0,99548.0,-1.0,104028.0,22900.0,141963.0,-1.0,89620.0,23158.0,281498.0,58628.0,50576.0,-1.0,17143.0,-1.0,-1.0,208696.0,-1.0,1411111.0,28571.0,-1.0,68452.0,-1.0,65125.0,-1.0,-1.0,81481.0,112500.0,-1.0,-1.0,105185.0,79257.0,-1.0,-1.0,39091.0,59469.0,35216.0,63218.0,-1.0,180523.0,-1.0,44814.0,84230.0,77778.0,-1.0,-1.0,137665.0,-1.0,119216.0,106479.0,221428.0,69444.0,33333.0,51020.0,154455.0,295155.0,248730.0,243336.0,74673.0,117241.0,45480.0,-1.0,110315.0,58857.0,-1.0,60714.0,134235.0,108000.0,-1.0,105085.0,46212.0,90501.0,119100.0,115179.0,17086.0,29888.0,100000.0,-1.0,209524.0,202076.0,279812.0,-1.0,171184.0,280286.0,-1.0,96146.0
1986,57143.0,123677.0,-1.0,-1.0,67917.0,81820.0,-1.0,-1.0,95238.0,-1.0,98684.0,22429.0,149794.0,-1.0,54071.0,25254.0,272918.0,67630.0,50186.0,-1.0,16000.0,-1.0,-1.0,212857.0,-1.0,1911111.0,60000.0,-1.0,39683.0,-1.0,61007.0,-1.0,-1.0,85185.0,117647.0,-1.0,-1.0,103243.0,78494.0,-1.0,-1.0,40909.0,72391.0,48901.0,59584.0,-1.0,206498.0,-1.0,56911.0,84077.0,80952.0,-1.0,-1.0,199666.0,-1.0,109795.0,105213.0,230732.0,74286.0,38667.0,47619.0,101277.0,224259.0,275115.0,254386.0,76779.0,117931.0,67383.0,-1.0,93428.0,62000.0,-1.0,59854.0,169566.0,132000.0,-1.0,110169.0,52016.0,65100.0,90909.0,123645.0,28788.0,29765.0,95556.0,-1.0,178367.0,169650.0,278978.0,-1.0,169091.0,288750.0,-1.0,98873.0
1987,57143.0,135115.0,-1.0,-1.0,50885.0,77185.0,-1.0,-1.0,71429.0,-1.0,92806.0,24438.0,179100.0,-1.0,65507.0,28525.0,275717.0,58805.0,50440.0,-1.0,17143.0,-1.0,-1.0,150667.0,-1.0,731111.0,82500.0,-1.0,82011.0,-1.0,48332.0,-1.0,-1.0,88889.0,116667.0,-1.0,-1.0,88889.0,71398.0,-1.0,-1.0,36909.0,66600.0,18956.0,46807.0,-1.0,204012.0,-1.0,56250.0,81775.0,83333.0,-1.0,-1.0,115151.0,-1.0,131800.0,106242.0,224486.0,73333.0,37500.0,27119.0,145419.0,163852.0,258063.0,306259.0,76958.0,118621.0,35889.0,-1.0,142096.0,63429.0,-1.0,33848.0,120086.0,146154.0,-1.0,89524.0,35043.0,79454.0,95354.0,119490.0,23699.0,29487.0,98571.0,-1.0,244059.0,208186.0,290909.0,-1.0,254545.0,338519.0,-1.0,95714.0
