,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Botswana,Somalia,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,New Caledonia,India,Malta,Lesotho,Ecuador,Swaziland,Madagascar,Poland,Canada,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Mali,United Arab Emirates,Montenegro,Lebanon,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Burundi,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Uganda,Sweden,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Oman,Serbia and Montenegro,New Zealand,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Ireland,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
1971,14497.0,,12344.0,12057.0,10833.0,,4919.0,,16947.0,22374.0,,10000.0,25000.0,,7765.0,18735.0,8865.0,15565.0,10462.0,9063.0,6741.0,,30809.0,12667.0,11343.0,13333.0,13066.0,21088.0,6093.0,9017.0,45345.0,,26478.0,18351.0,15485.0,6890.0,44848.0,9130.0,7691.0,,13333.0,,19926.0,35263.0,38614.0,22674.0,30406.0,17391.0,,13333.0,,,8484.0,6759.0,29810.0,29041.0,7260.0,,22829.0,14908.0,12718.0,11828.0,8823.0,9001.0,,,49687.0,12242.0,35577.0,10154.0,,36068.0,8672.0,,7662.0,6157.0,,8466.0,,3314.0,8880.0,25560.0,14000.0,44229.0,17500.0,40534.0,,12718.0,25630.0,,,13426.0,10908.0,9502.0,18805.0,8526.0,8881.0,48538.0,39620.0,,22167.0,6133.0,22645.0,17663.0,26476.0,,8149.0,39819.0,,17500.0,13923.0,,43890.0,,,11386.0,16667.0,,33390.0,,15705.0,7862.0,10641.0,4328.0,,,,8308.0,6452.0,,41811.0,,30542.0,6243.0,
1972,13819.0,,9051.0,8666.0,11887.0,,4340.0,,14449.0,23939.0,,9900.0,25000.0,,10158.0,19000.0,4237.0,17328.0,10000.0,12847.0,6960.0,,31090.0,15911.0,11400.0,25000.0,13799.0,22893.0,2256.0,9034.0,30833.0,,25135.0,16799.0,14096.0,9452.0,44206.0,11592.0,7868.0,,25000.0,,19977.0,33685.0,45698.0,23750.0,30912.0,17391.0,,13333.0,,,12610.0,13353.0,26345.0,25164.0,8312.0,,21983.0,12718.0,13695.0,10126.0,8901.0,8998.0,,,43111.0,13695.0,31461.0,10149.0,,33524.0,13743.0,,9638.0,5411.0,,9332.0,,3790.0,9038.0,24330.0,15000.0,40380.0,23000.0,42162.0,,13695.0,25862.0,,,10249.0,10813.0,5404.0,16790.0,8750.0,10083.0,43939.0,36783.0,,21375.0,6701.0,23006.0,27734.0,24969.0,,8457.0,42021.0,,17500.0,10060.0,,42412.0,,,10227.0,16667.0,,36461.0,,12145.0,8333.0,5466.0,4431.0,,,,8656.0,5556.0,,39773.0,,37279.0,5499.0,
1973,16340.0,,13652.0,13396.0,12465.0,,4961.0,,13628.0,23269.0,,10000.0,20680.0,,9368.0,20097.0,11044.0,23333.0,13333.0,9358.0,8522.0,,34793.0,16574.0,12814.0,33500.0,12708.0,23004.0,4800.0,9717.0,29384.0,,29599.0,16876.0,11908.0,4447.0,49497.0,8867.0,8000.0,,33500.0,,19905.0,37769.0,45067.0,23080.0,36926.0,14286.0,,13333.0,,,11000.0,4021.0,32646.0,27996.0,8084.0,,21248.0,12584.0,13337.0,482.0,9011.0,7212.0,,,52552.0,16853.0,35268.0,10145.0,,38221.0,8279.0,,15351.0,7069.0,,12045.0,,4520.0,7572.0,24543.0,17000.0,43477.0,23000.0,45176.0,,13337.0,24614.0,,,14601.0,7718.0,11062.0,13988.0,8750.0,10482.0,44129.0,38874.0,,20167.0,4934.0,23860.0,24004.0,27009.0,,11739.0,37852.0,,17500.0,20446.0,,43654.0,,,11071.0,16667.0,,34922.0,,12061.0,8278.0,11330.0,4599.0,,,,9240.0,5000.0,,39143.0,,34886.0,5479.0,
1974,13218.0,,13817.0,13671.0,12480.0,,6296.0,,16413.0,20890.0,,29517.0,20370.0,,9021.0,20625.0,11568.0,36000.0,10000.0,10185.0,9714.0,,37520.0,14103.0,13038.0,32500.0,11719.0,18388.0,7442.0,9774.0,29378.0,,32007.0,14884.0,12579.0,9930.0,54311.0,13065.0,8000.0,,32500.0,,23504.0,39942.0,45844.0,20341.0,32686.0,15000.0,,13333.0,,,14529.0,10603.0,36022.0,34091.0,7977.0,,18333.0,14330.0,15116.0,11100.0,9241.0,8200.0,,,57334.0,11764.0,40938.0,10141.0,,43806.0,8198.0,,17826.0,5212.0,,11258.0,,2915.0,8987.0,25797.0,13333.0,46257.0,20000.0,53041.0,,15116.0,27307.0,,,13352.0,9666.0,8203.0,16445.0,8333.0,12253.0,53502.0,36311.0,,20923.0,4957.0,24276.0,24545.0,27983.0,,12074.0,46371.0,,20000.0,18423.0,,49712.0,,,11195.0,16667.0,,31830.0,,11763.0,8489.0,11632.0,3981.0,,,,8558.0,5000.0,,42967.0,,33563.0,4555.0,
1975,10043.0,,14121.0,14006.0,13202.0,,6481.0,,15198.0,20729.0,,30481.0,20370.0,,9842.0,19375.0,6100.0,35714.0,10000.0,12857.0,11158.0,,32036.0,16260.0,12924.0,30000.0,13384.0,22026.0,8225.0,9205.0,14684.0,,28264.0,18020.0,15931.0,4220.0,38018.0,10000.0,9135.0,,30000.0,,22919.0,35735.0,38734.0,22176.0,34722.0,16364.0,,13333.0,,,12500.0,9160.0,35956.0,27271.0,9189.0,,20582.0,16169.0,16397.0,12151.0,9453.0,8424.0,,,49358.0,11757.0,35063.0,10137.0,,33124.0,6006.0,,12321.0,6466.0,,11375.0,,3747.0,9260.0,26746.0,8000.0,43188.0,23333.0,48313.0,,16397.0,28405.0,,,10835.0,9312.0,11573.0,14618.0,8333.0,9999.0,51017.0,38541.0,,21167.0,8313.0,23991.0,23285.0,26864.0,,12128.0,39593.0,,20000.0,21262.0,,43344.0,,,12300.0,16667.0,,31198.0,,13037.0,8034.0,7092.0,3669.0,,,,9744.0,4839.0,,43746.0,,32852.0,7452.0,
1976,15309.0,,13453.0,13175.0,14222.0,,6667.0,,16731.0,28087.0,,49350.0,21111.0,,8100.0,25526.0,9084.0,19048.0,6000.0,11111.0,12000.0,,38845.0,17045.0,13811.0,20000.0,14103.0,27782.0,7990.0,8500.0,20421.0,14943.0,31355.0,20963.0,17859.0,4867.0,44325.0,10000.0,9920.0,,20000.0,,25521.0,37672.0,37722.0,22227.0,33447.0,18000.0,,13333.0,,,10811.0,11257.0,37615.0,34697.0,10494.0,,20375.0,16003.0,17754.0,12010.0,9520.0,8351.0,,4933.0,54374.0,13055.0,42634.0,10133.0,,32410.0,8687.0,,13061.0,7624.0,,11778.0,,4488.0,14535.0,25694.0,9333.0,39344.0,24121.0,44668.0,,17754.0,29772.0,,,9021.0,11391.0,8642.0,12421.0,8333.0,9938.0,46837.0,42441.0,,20886.0,7101.0,24382.0,18989.0,24961.0,,12494.0,43917.0,,20000.0,12548.0,,38505.0,,,11770.0,16667.0,,37418.0,,12921.0,8639.0,12087.0,4052.0,,,,11475.0,5952.0,,39695.0,,38240.0,6526.0,
1977,13972.0,,9675.0,9413.0,14310.0,,6364.0,,14847.0,28356.0,,33590.0,20000.0,,7870.0,24500.0,6552.0,13333.0,4000.0,15833.0,13529.0,,40566.0,13612.0,8750.0,20000.0,13866.0,34437.0,14728.0,9731.0,32500.0,14907.0,28946.0,19632.0,17854.0,4941.0,41044.0,7692.0,11036.0,,20000.0,,18813.0,40706.0,42303.0,16844.0,33320.0,20000.0,,13333.0,11667.0,,11111.0,7968.0,34644.0,34889.0,10122.0,,20629.0,14969.0,14650.0,8521.0,10023.0,8560.0,,3140.0,52304.0,12445.0,37588.0,10000.0,,37165.0,8112.0,,19298.0,8000.0,,10390.0,,2384.0,16211.0,22308.0,12857.0,43553.0,20658.0,40702.0,,14650.0,23148.0,,,10868.0,6345.0,9060.0,19416.0,8333.0,5390.0,52207.0,38975.0,,20350.0,4337.0,23065.0,21178.0,27488.0,,11309.0,36212.0,,20000.0,17404.0,,49006.0,,,11135.0,8333.0,,36788.0,,8735.0,6530.0,9813.0,3955.0,,,,10279.0,7500.0,,51653.0,,37177.0,8783.0,
1978,18053.0,,17813.0,17651.0,13156.0,,6667.0,,14716.0,26712.0,,33381.0,20000.0,,7928.0,24500.0,9572.0,16667.0,6000.0,23039.0,13059.0,,42871.0,17396.0,12694.0,22222.0,14798.0,28062.0,13590.0,10754.0,32500.0,16154.0,32551.0,19987.0,18034.0,3962.0,52535.0,5882.0,8704.0,,22222.0,,27213.0,44097.0,50323.0,20891.0,33344.0,20000.0,,13333.0,14667.0,,10000.0,10613.0,36663.0,31217.0,10401.0,,21136.0,17464.0,18449.0,12657.0,10076.0,6916.0,,5000.0,65665.0,11377.0,41771.0,10000.0,,38915.0,6083.0,,13462.0,5484.0,,11199.0,,3730.0,18419.0,26470.0,21875.0,48869.0,21061.0,44891.0,,18449.0,20813.0,,,12610.0,10701.0,6723.0,15401.0,10000.0,7952.0,52705.0,44988.0,,25000.0,5809.0,20808.0,19209.0,32741.0,,11980.0,45892.0,,20000.0,20017.0,,52526.0,,,7867.0,4583.0,,36134.0,,7084.0,6456.0,12000.0,3809.0,,,,8929.0,5294.0,,51202.0,,37080.0,10256.0,
1979,14721.0,,14665.0,14515.0,14879.0,,5918.0,,17715.0,21701.0,,31086.0,20000.0,,6641.0,24900.0,7641.0,20000.0,6308.0,10889.0,13529.0,,32667.0,16934.0,13649.0,12069.0,15683.0,27262.0,9525.0,10290.0,32500.0,17927.0,27032.0,16341.0,18730.0,1664.0,51304.0,5333.0,9611.0,,12069.0,,24301.0,34228.0,47820.0,32070.0,31606.0,22000.0,,13333.0,22429.0,,8889.0,9134.0,39138.0,29601.0,11258.0,,22980.0,16003.0,21395.0,11616.0,10606.0,7532.0,,8667.0,59382.0,15715.0,31457.0,10000.0,,40140.0,6354.0,,15963.0,7667.0,,11658.0,,4167.0,18660.0,26013.0,21818.0,47776.0,16667.0,41256.0,,21395.0,21029.0,,,6843.0,10843.0,5674.0,17755.0,7778.0,13623.0,51616.0,43931.0,,12500.0,5553.0,25803.0,15564.0,36329.0,,12317.0,49140.0,,25000.0,20907.0,,52292.0,,,10864.0,4967.0,,33851.0,,8829.0,6909.0,12394.0,3739.0,,,,10967.0,5000.0,,51591.0,,35034.0,5037.0,
1980,15053.0,,9818.0,9622.0,15680.0,,6078.0,,21567.0,27909.0,,40688.0,20000.0,,10188.0,25198.0,8653.0,20000.0,10000.0,10000.0,11647.0,,47643.0,15596.0,12152.0,10638.0,14356.0,34872.0,9738.0,9693.0,32500.0,16150.0,25957.0,17212.0,18484.0,10027.0,46131.0,5833.0,10023.0,,10638.0,,29348.0,45311.0,51810.0,32997.0,31175.0,24000.0,,13333.0,24096.0,,13333.0,15360.0,38476.0,33582.0,9825.0,,22513.0,22379.0,18914.0,13713.0,9394.0,7059.0,,7931.0,62021.0,14615.0,44673.0,10000.0,,41879.0,7101.0,,14063.0,6656.0,,11993.0,,5165.0,18990.0,26865.0,23519.0,47389.0,21250.0,41455.0,,18914.0,28697.0,,,12112.0,10562.0,5632.0,17701.0,7778.0,13485.0,46842.0,49722.0,,12500.0,7297.0,24969.0,25935.0,30497.0,,12549.0,43628.0,,25000.0,21083.0,,58782.0,,,10000.0,5000.0,,35574.0,,12205.0,5992.0,17008.0,4009.0,,,,9047.0,5250.0,,51321.0,,39750.0,11064.0,
1981,12947.0,,13944.0,13765.0,16431.0,,5962.0,,21461.0,25014.0,,32875.0,20000.0,,12299.0,25321.0,11508.0,18667.0,18182.0,10000.0,13412.0,,40098.0,14014.0,15974.0,13978.0,16299.0,39104.0,8525.0,11141.0,32500.0,16484.0,29648.0,19959.0,18357.0,5105.0,53490.0,6316.0,11105.0,,13978.0,,27556.0,39918.0,50110.0,29011.0,32974.0,26000.0,,13333.0,20187.0,,12941.0,16629.0,37141.0,30808.0,9017.0,,23229.0,12934.0,21091.0,12268.0,10225.0,7713.0,,7931.0,67008.0,17556.0,37370.0,10941.0,,45652.0,7564.0,,18627.0,6305.0,,12180.0,,5707.0,18479.0,27098.0,23214.0,48797.0,20000.0,47707.0,,21091.0,21840.0,,,11875.0,5416.0,7213.0,15873.0,6364.0,13107.0,55580.0,49808.0,,9556.0,6720.0,26595.0,20695.0,26176.0,,12350.0,47030.0,,28571.0,25473.0,,58417.0,,,11074.0,11887.0,,40092.0,,9276.0,6943.0,12377.0,3992.0,,,,13002.0,6667.0,,58012.0,,43035.0,11100.0,
1982,13925.0,,7909.0,7705.0,15651.0,,5926.0,,20833.0,28399.0,,38189.0,20000.0,,12829.0,26886.0,6460.0,16333.0,16000.0,10476.0,14235.0,,43999.0,20501.0,15607.0,16246.0,16913.0,43315.0,6053.0,11658.0,32500.0,15000.0,30734.0,21336.0,19424.0,5124.0,58091.0,6250.0,10317.0,,16246.0,,28778.0,43122.0,52360.0,33482.0,34962.0,26000.0,,10000.0,20000.0,,12778.0,12734.0,43563.0,33489.0,10756.0,,23859.0,16568.0,24517.0,11978.0,10597.0,9108.0,,14706.0,73896.0,16413.0,42767.0,10526.0,,45288.0,8260.0,,12789.0,6000.0,,13152.0,,7769.0,18114.0,26959.0,32278.0,52433.0,20000.0,52611.0,,24517.0,30469.0,,,10275.0,12952.0,10211.0,17394.0,6364.0,15231.0,66730.0,51335.0,,10000.0,5965.0,22956.0,16408.0,32564.0,,12299.0,49157.0,,31250.0,27588.0,,62057.0,,,11481.0,37781.0,,40843.0,,12004.0,6845.0,13157.0,3731.0,,,,12141.0,6889.0,,70053.0,,46368.0,13341.0,
1983,14511.0,,17165.0,17026.0,16781.0,,6071.0,,21083.0,22160.0,,35926.0,20000.0,,6645.0,30879.0,11903.0,9091.0,15000.0,11905.0,14588.0,,44173.0,18405.0,16803.0,8247.0,18158.0,39702.0,5106.0,10450.0,32500.0,15000.0,33598.0,19345.0,17755.0,9109.0,52262.0,6250.0,12838.0,,8247.0,,20925.0,48926.0,51274.0,42213.0,35996.0,18571.0,,10000.0,14178.0,,11111.0,12493.0,40410.0,34338.0,9858.0,,26509.0,16392.0,28017.0,11934.0,9474.0,8462.0,,17778.0,70368.0,20976.0,45300.0,11000.0,,42345.0,7059.0,,15540.0,6000.0,,13572.0,,8457.0,21090.0,26155.0,26780.0,52084.0,24000.0,51286.0,,28017.0,34430.0,,,18621.0,9971.0,14579.0,16314.0,5909.0,16565.0,64004.0,57665.0,,3329.0,5635.0,12682.0,32648.0,30310.0,,12580.0,48924.0,,30000.0,33358.0,,63717.0,,,6991.0,37781.0,,42431.0,,9868.0,6045.0,12016.0,3797.0,,,,9808.0,6957.0,,65593.0,,31993.0,12630.0,
