,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Iraq,Czechia,United Republic of Tanzania,Thailand,Ethiopia,Kenya,Libya,Italy,Ukraine,Germany,Portugal,Sweden,Albania,Uzbekistan,Occupied Palestinian Territory,Slovakia,Niger,Morocco,Switzerland,Chile,Malta,Colombia,Spain,Lebanon,New Zealand,Cyprus,Austria,Ecuador,Japan,Poland,Turkey,Jordan,Egypt,Greece,United Kingdom,France,Tunisia,Montenegro,Russian Federation,Kyrgyzstan,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,United States of America,Brunei Darussalam,Mexico,Guatemala,Kuwait,"China, mainland",Ireland,Algeria,Kazakhstan,Lithuania,Bulgaria,Netherlands,China
1971,,,55568.0,81579.0,28722.0,62550.0,,,97143.0,,,78414.0,59595.0,,140573.0,100000.0,,,,,,,34667.0,,60000.0,32091.0,,67059.0,42082.0,28722.0,87586.0,,16757.0,15734.0,,60227.0,76012.0,118024.0,50011.0,110296.0,99333.0,31300.0,,,,24286.0,,38180.0,,,,55200.0,,,,17500.0,,,26123.0,119695.0,
1972,,,65795.0,61538.0,15416.0,45775.0,,,100000.0,,,79935.0,60410.0,,147887.0,100000.0,,,,,,,37148.0,,63636.0,26531.0,,68393.0,38940.0,15416.0,67255.0,,16667.0,16667.0,,60000.0,83607.0,23810.0,47050.0,102723.0,75051.0,30426.0,,,,24118.0,,42405.0,,,,54898.0,,,,15000.0,,,31418.0,132095.0,
1973,,,45456.0,92308.0,16154.0,47148.0,,,102857.0,,,80137.0,60385.0,,141316.0,100000.0,,,,,,,36839.0,,69565.0,24712.0,,73140.0,27738.0,16154.0,62415.0,,17045.0,20000.0,,60227.0,29703.0,71429.0,56696.0,106013.0,113657.0,30244.0,,,,24211.0,,42083.0,,,,55000.0,,,,14865.0,,,31949.0,99241.0,
1974,,,71830.0,100000.0,22311.0,50616.0,,,92500.0,,,79831.0,63129.0,,123860.0,100000.0,,,,,,,37097.0,,75000.0,25314.0,,86188.0,30000.0,22311.0,61452.0,,17096.0,26667.0,,60000.0,47594.0,23810.0,59660.0,97429.0,103645.0,31400.0,,,,25862.0,,42463.0,,,,54894.0,,,,19481.0,,,29872.0,118040.0,
1975,,,74178.0,90000.0,16680.0,70122.0,,,95000.0,,,70284.0,62186.0,,119796.0,100000.0,,,,,,,38667.0,,78571.0,31605.0,,83427.0,30000.0,16680.0,100370.0,,17143.0,33333.0,,60000.0,60064.0,59524.0,58358.0,109737.0,101672.0,30531.0,,,,25556.0,,42783.0,,,,54889.0,185000.0,,,22785.0,,,28628.0,94811.0,
1976,,,73352.0,77778.0,37832.0,53733.0,,,97500.0,,,68289.0,63987.0,,80470.0,100000.0,,,,,,,40000.0,,80000.0,32136.0,,93073.0,30000.0,37832.0,102626.0,,17115.0,40000.0,,60000.0,71620.0,68537.0,61335.0,64615.0,101524.0,30357.0,,,,19600.0,,42720.0,,,,55116.0,170000.0,,,25926.0,,,29261.0,68182.0,
1977,,,70264.0,84270.0,27347.0,54076.0,,,100000.0,,,79250.0,62221.0,,118202.0,100000.0,,,,,,,40625.0,,83871.0,25944.0,,83889.0,30000.0,27347.0,97333.0,,17037.0,46667.0,,58947.0,82256.0,73117.0,56524.0,103864.0,106264.0,30600.0,,,,19600.0,,47266.0,,,,54878.0,140000.0,,,28736.0,,,28411.0,64545.0,
1978,,,78849.0,48780.0,43347.0,49673.0,,,102500.0,,,80198.0,65205.0,,118443.0,100000.0,,,,,,,46875.0,,84848.0,27121.0,,82517.0,30000.0,43347.0,135444.0,,17273.0,50000.0,,57895.0,61962.0,103070.0,62914.0,99672.0,108161.0,30000.0,,,,18849.0,,44392.0,,,,55000.0,155000.0,,,31111.0,,,26173.0,64000.0,
1979,,,92401.0,56667.0,38560.0,56000.0,,,105000.0,,,87820.0,64089.0,,119906.0,100000.0,,,,,,,52941.0,,80000.0,33769.0,,87877.0,32000.0,38560.0,111238.0,,17241.0,53333.0,,67164.0,55108.0,93311.0,60333.0,103125.0,108145.0,30159.0,,,,15611.0,,45207.0,,,,55128.0,125000.0,,,31000.0,,,31050.0,75000.0,
1980,,,93713.0,24000.0,38472.0,58273.0,,,95556.0,,,96190.0,67622.0,,104409.0,100000.0,,,,,,,58824.0,,80000.0,35847.0,,85310.0,38462.0,38472.0,122410.0,,17586.0,54839.0,,69231.0,94406.0,103061.0,66400.0,129778.0,110774.0,30250.0,,,,16958.0,,35001.0,,,,54054.0,150000.0,,,29167.0,,,29543.0,73684.0,
1981,,,87903.0,187500.0,31586.0,71556.0,,,97778.0,,,103774.0,65831.0,,111759.0,100000.0,,,,,,,69444.0,,80000.0,26314.0,,78552.0,44444.0,31586.0,122857.0,,17500.0,60000.0,,39946.0,47967.0,96714.0,67543.0,163824.0,115756.0,30000.0,,,,20561.0,,34418.0,,,29202.0,55333.0,138000.0,,33333.0,28041.0,,,38152.0,77778.0,
1982,,,85304.0,142857.0,36879.0,57007.0,,,100000.0,,,138198.0,61850.0,,133045.0,100000.0,,,,,,,75676.0,,80000.0,30389.0,,84545.0,50000.0,36879.0,128608.0,,17419.0,69097.0,,72464.0,49869.0,95612.0,67152.0,172650.0,113452.0,30137.0,,,,19552.0,,37432.0,,,,55556.0,150000.0,,50000.0,28076.0,,,43482.0,72222.0,
1983,56307.0,,81978.0,143333.0,35000.0,59235.0,,,92000.0,,,138526.0,61880.0,,140486.0,100000.0,,,,,,,81081.0,,78571.0,30211.0,,76242.0,51724.0,35000.0,112500.0,,17460.0,53333.0,,72308.0,47306.0,90909.0,58868.0,149525.0,106969.0,31200.0,,,,11774.0,,33316.0,,,,56250.0,150000.0,,58000.0,30954.0,,,39443.0,64706.0,56307.0
1984,54261.0,,77582.0,128000.0,36667.0,52829.0,,,94000.0,,,138244.0,62572.0,,140069.0,100000.0,,,,,,,87500.0,,80000.0,30769.0,,74095.0,53333.0,36667.0,111940.0,,18254.0,55556.0,,58750.0,58871.0,90909.0,62489.0,175886.0,98333.0,30095.0,,,,15225.0,,34596.0,,,,53333.0,150000.0,,28333.0,28803.0,,,40819.0,75000.0,54261.0
1985,57864.0,,63957.0,130000.0,36000.0,44005.0,,,96000.0,,,141667.0,62019.0,,50966.0,100000.0,,,,,,,86364.0,,80000.0,32000.0,,84279.0,75000.0,36000.0,111940.0,,14656.0,54545.0,,70000.0,61678.0,90909.0,59691.0,160220.0,68293.0,30169.0,,,,13099.0,,42734.0,,,,53571.0,90857.0,,38333.0,45062.0,,,43483.0,78750.0,57864.0
1986,59623.0,,78316.0,110000.0,35635.0,62946.0,,,98000.0,,,133333.0,63965.0,,53452.0,100000.0,,,,,,,85417.0,,83333.0,32000.0,,91953.0,58824.0,35635.0,106383.0,,7994.0,55556.0,,62500.0,62387.0,90909.0,53484.0,161808.0,79032.0,30102.0,,,,13787.0,,44989.0,,,59984.0,56000.0,74364.0,,30667.0,41292.0,,,47734.0,72941.0,59623.0
1987,62654.0,,82415.0,100000.0,36478.0,61749.0,,,100000.0,,,133333.0,57301.0,,50998.0,100000.0,,,,,,,90000.0,,80000.0,32000.0,,88287.0,63889.0,36478.0,122340.0,,7586.0,53333.0,,69767.0,66196.0,90909.0,79221.0,159109.0,96364.0,30172.0,,,,14000.0,,42371.0,,,42344.0,54054.0,77273.0,,33333.0,41068.0,,,47399.0,100000.0,62654.0
1988,57354.0,,77879.0,100000.0,36471.0,68155.0,,,100000.0,,,130000.0,58959.0,,51394.0,100000.0,,,,,,,79153.0,,80000.0,32000.0,,88488.0,68421.0,36471.0,96939.0,,21337.0,50000.0,,73684.0,67798.0,93750.0,76429.0,54477.0,78000.0,30159.0,,,,13787.0,,43423.0,,,53483.0,51282.0,75307.0,,33333.0,40619.0,,,43756.0,72727.0,57354.0
1989,56617.0,,70602.0,97143.0,36471.0,55354.0,,,100000.0,,,130000.0,54468.0,,49062.0,100000.0,,,,,,,99664.0,,80000.0,30000.0,,79036.0,70000.0,36471.0,87273.0,,20100.0,50000.0,,72043.0,58491.0,95455.0,81538.0,49185.0,75000.0,30120.0,,,,14066.0,,39646.0,,,49461.0,58571.0,70833.0,,,43920.0,,,37190.0,76364.0,56617.0
1990,56783.0,,72254.0,95000.0,35088.0,72435.0,,,100000.0,,,127273.0,54395.0,,58766.0,100000.0,,,,,,30303.0,84675.0,,80000.0,29500.0,,80064.0,71429.0,35088.0,84615.0,,20820.0,,66667.0,79051.0,50692.0,95652.0,55088.0,42542.0,73688.0,22827.0,,,,13647.0,125000.0,37593.0,,75135.0,52118.0,56825.0,75000.0,50000.0,,39604.0,,,44763.0,85833.0,55692.0
1991,62049.0,,74776.0,95917.0,33333.0,64385.0,,,73516.0,,,130435.0,63743.0,,66351.0,99746.0,,,,,,30303.0,94533.0,,80000.0,29136.0,,81911.0,74723.0,33333.0,66667.0,,20023.0,,67500.0,71733.0,38799.0,96014.0,72143.0,44149.0,68857.0,30000.0,,,,13614.0,127695.0,41906.0,,75472.0,41841.0,56409.0,68500.0,60890.0,,47551.0,,,48178.0,90000.0,61873.0
1992,72165.0,,73821.0,97143.0,37500.0,58333.0,,,73595.0,,,127273.0,68630.0,,92278.0,99734.0,,,40000.0,,,30000.0,89505.0,,80030.0,29291.0,,75324.0,81452.0,37500.0,95000.0,,20381.0,,64983.0,79400.0,88531.0,95745.0,79167.0,49516.0,69517.0,30114.0,,,20000.0,11248.0,130889.0,35345.0,,75476.0,47830.0,54579.0,83333.0,60000.0,33333.0,56624.0,60000.0,,42857.0,78182.0,69507.0
1993,75952.0,,77241.0,96667.0,34632.0,56122.0,,,74106.0,,,135000.0,57147.0,,57089.0,99722.0,,,50000.0,,40000.0,30204.0,78000.0,,80000.0,29445.0,,71774.0,80435.0,34632.0,90000.0,,23952.0,,64987.0,75870.0,94980.0,91667.0,65833.0,54156.0,70177.0,30000.0,,,20000.0,13084.0,134082.0,44823.0,,75000.0,25341.0,65714.0,76471.0,88000.0,,33937.0,70000.0,,40541.0,145556.0,78282.0
1994,79783.0,,83593.0,96667.0,40000.0,56842.0,,,74149.0,45455.0,50000.0,144444.0,63510.0,,54894.0,99712.0,,,48427.0,,40000.0,30769.0,86502.0,,80000.0,29476.0,,77368.0,80851.0,40000.0,133333.0,,19514.0,,64639.0,76119.0,63235.0,95832.0,80000.0,59955.0,70837.0,30233.0,,,20000.0,14624.0,137275.0,42581.0,,74643.0,24909.0,60000.0,81579.0,86949.0,,37144.0,80000.0,,23256.0,144444.0,81629.0
1995,80409.0,,78750.0,96667.0,50000.0,55897.0,30000.0,47059.0,72222.0,45375.0,51734.0,146844.0,61071.0,,60117.0,99702.0,,,48121.0,,39949.0,30419.0,95684.0,,84130.0,29606.0,,69808.0,83333.0,50000.0,183333.0,30000.0,21399.0,,61765.0,76923.0,111712.0,93750.0,75833.0,47826.0,71498.0,30000.0,,,20000.0,14427.0,140469.0,42217.0,,74712.0,46064.0,60000.0,83143.0,94818.0,,53183.0,100000.0,,30000.0,138889.0,83593.0
1996,74832.0,,72795.0,100000.0,58909.0,59444.0,25000.0,48359.0,74887.0,45387.0,51702.0,142916.0,63664.0,,63858.0,99693.0,,50000.0,47469.0,75000.0,39947.0,30422.0,97126.0,,83499.0,30000.0,,80494.0,87752.0,58909.0,142857.0,10000.0,21333.0,,65333.0,76389.0,137398.0,93878.0,75000.0,43500.0,72158.0,30159.0,,,20000.0,15732.0,143663.0,46318.0,,74701.0,31047.0,60000.0,93659.0,105852.0,,54506.0,100000.0,,41191.0,135000.0,81791.0
1997,81873.0,,57179.0,100000.0,67434.0,55263.0,34206.0,50000.0,80000.0,45455.0,51668.0,141897.0,60323.0,,66859.0,99686.0,,50000.0,41799.0,85691.0,39945.0,30413.0,102135.0,,81070.0,29982.0,,84574.0,74501.0,67434.0,105882.0,10000.0,15681.0,,67857.0,78333.0,175205.0,136842.0,75000.0,38400.0,72818.0,26875.0,,,20000.0,17098.0,146860.0,45315.0,,75304.0,25120.0,60000.0,94857.0,107919.0,,49816.0,100000.0,,42000.0,137692.0,87191.0
1998,75218.0,,80057.0,100000.0,76923.0,52253.0,40000.0,49750.0,73529.0,45455.0,51592.0,142105.0,59990.0,,59066.0,99681.0,22368.0,50000.0,43872.0,76580.0,39942.0,30000.0,97327.0,,79993.0,28979.0,,87831.0,103750.0,76923.0,162500.0,10000.0,22689.0,,53333.0,76034.0,57138.0,138889.0,90909.0,53750.0,73478.0,27108.0,,,20000.0,14853.0,150059.0,43484.0,,74727.0,27563.0,60000.0,100930.0,115073.0,,52917.0,120000.0,,55000.0,66667.0,85204.0
1999,78863.0,,82042.0,100000.0,76923.0,49009.0,40085.0,49759.0,74308.0,45455.0,51592.0,140000.0,57919.0,,65561.0,99678.0,23077.0,60000.0,45000.0,81814.0,39940.0,30457.0,113470.0,,81231.0,30700.0,76190.0,90946.0,120000.0,76923.0,125000.0,20000.0,19169.0,,63506.0,77586.0,49719.0,138889.0,69231.0,59048.0,74138.0,26218.0,,,20000.0,16020.0,153262.0,46868.0,,74672.0,61474.0,63750.0,99600.0,122145.0,,59729.0,156000.0,,82500.0,62500.0,89829.0
2000,82687.0,,75461.0,100653.0,76923.0,40541.0,41827.0,49683.0,72222.0,45455.0,50000.0,138555.0,60800.0,,162357.0,99677.0,22973.0,50000.0,50000.0,79876.0,39938.0,30000.0,110301.0,,82154.0,31000.0,76378.0,86026.0,84270.0,76923.0,137500.0,20000.0,13828.0,,67544.0,75464.0,62981.0,138889.0,69231.0,56087.0,74276.0,22751.0,,7500.0,20000.0,16790.0,156469.0,46146.0,,74805.0,62180.0,63433.0,120513.0,128774.0,,39713.0,150000.0,,58333.0,57143.0,93385.0
2001,72214.0,,91262.0,101407.0,76923.0,43377.0,43312.0,50000.0,74295.0,45455.0,60000.0,137554.0,59850.0,71429.0,170788.0,99679.0,23750.0,50000.0,50000.0,76253.0,39936.0,30619.0,94331.0,,80851.0,22400.0,76563.0,75710.0,89076.0,76923.0,131250.0,20000.0,16299.0,,71019.0,75000.0,89806.0,138889.0,73739.0,52885.0,74606.0,28781.0,,7500.0,20000.0,16942.0,159682.0,47154.0,,74839.0,54363.0,61995.0,150938.0,135835.0,,62573.0,115556.0,,46667.0,67500.0,86125.0
2002,86322.0,,99623.0,101732.0,76923.0,34118.0,44587.0,50000.0,73684.0,45455.0,53333.0,136364.0,55393.0,71429.0,166000.0,99684.0,23721.0,50000.0,50000.0,71910.0,39936.0,30698.0,121569.0,,81250.0,38395.0,76923.0,98784.0,101040.0,76923.0,125000.0,20000.0,9107.0,,77273.0,74758.0,185371.0,138889.0,74870.0,49048.0,75000.0,30000.0,,11111.0,20000.0,17340.0,162901.0,50933.0,,75120.0,60728.0,61402.0,100000.0,142857.0,,65026.0,110000.0,,51653.0,66667.0,102864.0
2003,80606.0,,84717.0,102188.0,76923.0,58776.0,45622.0,53571.0,74221.0,45455.0,50000.0,135715.0,56598.0,71429.0,146364.0,99691.0,23778.0,50000.0,50000.0,73166.0,39932.0,30065.0,98237.0,,80000.0,32263.0,77557.0,88971.0,78645.0,76923.0,209091.0,3017.0,6665.0,82661.0,73309.0,74424.0,105361.0,135298.0,75415.0,112810.0,75000.0,28481.0,,10000.0,20000.0,17543.0,164855.0,53138.0,,74833.0,62521.0,60200.0,120027.0,150292.0,,76367.0,115000.0,19799.0,53690.0,66667.0,99847.0
2004,77658.0,,78600.0,102631.0,77247.0,58378.0,46461.0,52091.0,75000.0,45455.0,50000.0,134970.0,59706.0,71429.0,166667.0,99702.0,22505.0,50000.0,36667.0,68939.0,39966.0,30902.0,110264.0,58750.0,80392.0,30438.0,86790.0,80186.0,76841.0,77247.0,173913.0,15541.0,8702.0,84116.0,82485.0,73134.0,115311.0,130205.0,75969.0,102698.0,76087.0,35972.0,,10000.0,20000.0,18002.0,165545.0,50383.0,55504.0,75074.0,59379.0,60000.0,124865.0,157526.0,,76564.0,128600.0,22361.0,55556.0,61111.0,98686.0
2005,68593.0,,92273.0,103074.0,82446.0,57778.0,50000.0,51414.0,75000.0,45455.0,50000.0,134924.0,56723.0,71429.0,117192.0,99715.0,23173.0,50000.0,35000.0,67274.0,39947.0,31053.0,75234.0,65714.0,80000.0,30782.0,96185.0,67116.0,80000.0,82446.0,219167.0,17523.0,9750.0,84871.0,82485.0,73665.0,113832.0,134320.0,75975.0,119312.0,75000.0,44262.0,,10000.0,20000.0,18177.0,166243.0,48469.0,33019.0,74450.0,53149.0,58696.0,128676.0,171429.0,,89132.0,134000.0,20968.0,57761.0,66667.0,97762.0
2006,69786.0,,95338.0,103518.0,81499.0,72000.0,47641.0,51923.0,74419.0,45490.0,50000.0,134435.0,60853.0,71429.0,71266.0,99733.0,21301.0,50000.0,37778.0,81467.0,40000.0,31195.0,103631.0,60000.0,81250.0,31160.0,41564.0,68820.0,71176.0,81499.0,26596.0,15299.0,12531.0,79921.0,63707.0,73405.0,75847.0,131427.0,76000.0,116088.0,80000.0,32432.0,50000.0,10000.0,20000.0,17924.0,166952.0,48531.0,31441.0,74934.0,54346.0,60000.0,131928.0,166667.0,33333.0,72131.0,141111.0,8308.0,56393.0,57143.0,104095.0
2007,66682.0,,88210.0,103961.0,82372.0,68713.0,47903.0,40000.0,75556.0,45217.0,50000.0,134091.0,61904.0,71429.0,76021.0,100000.0,20968.0,50000.0,40000.0,65234.0,40000.0,31333.0,121840.0,71111.0,81408.0,31367.0,38916.0,73421.0,80217.0,82372.0,35473.0,12544.0,10652.0,85317.0,73520.0,73259.0,130400.0,125234.0,75000.0,112563.0,80000.0,28605.0,50000.0,10000.0,20000.0,17799.0,172414.0,47436.0,31333.0,74941.0,59126.0,60000.0,137763.0,173913.0,33333.0,78332.0,150000.0,17407.0,55136.0,66667.0,111120.0
2008,66061.0,33333.0,83237.0,104405.0,83244.0,71526.0,48136.0,40000.0,75000.0,46979.0,48585.0,133769.0,58926.0,71429.0,74763.0,100000.0,26289.0,50078.0,55000.0,77258.0,39793.0,31241.0,117715.0,73000.0,81053.0,32055.0,61250.0,90128.0,78947.0,83244.0,55028.0,12463.0,14301.0,86122.0,71919.0,71475.0,88724.0,123497.0,75000.0,105421.0,79024.0,34737.0,50000.0,10000.0,30000.0,17602.0,168356.0,46174.0,32691.0,75750.0,57188.0,59444.0,138826.0,170833.0,33333.0,137451.0,143500.0,20506.0,55528.0,68182.0,111626.0
2009,70418.0,33333.0,86499.0,104848.0,84116.0,74750.0,48350.0,35556.0,74074.0,55270.0,47751.0,133515.0,59708.0,71429.0,74071.0,99296.0,32748.0,50078.0,62500.0,73671.0,39662.0,30968.0,112028.0,55833.0,85436.0,31649.0,23448.0,78367.0,81818.0,84116.0,64724.0,11860.0,7620.0,83761.0,76358.0,70459.0,102428.0,135272.0,76043.0,106464.0,75000.0,39565.0,50000.0,7500.0,30000.0,16747.0,176048.0,48210.0,32235.0,76636.0,61334.0,59677.0,142939.0,190000.0,33333.0,148903.0,145000.0,16494.0,55919.0,66667.0,120181.0
2010,71773.0,36111.0,83151.0,105291.0,84989.0,78537.0,48549.0,40909.0,72651.0,59835.0,46906.0,132143.0,62047.0,71429.0,88325.0,98719.0,23831.0,50146.0,70000.0,73078.0,39553.0,30625.0,199166.0,50000.0,83920.0,31559.0,21907.0,81330.0,83356.0,84989.0,119408.0,8912.0,10447.0,85590.0,79230.0,69882.0,131203.0,138859.0,76027.0,103746.0,80221.0,119792.0,50000.0,7500.0,46667.0,17161.0,169025.0,49345.0,31773.0,77281.0,58883.0,13333.0,153989.0,189739.0,33333.0,89391.0,142857.0,7874.0,56310.0,70000.0,121236.0
2011,94346.0,36111.0,86719.0,105735.0,85861.0,80844.0,48739.0,40000.0,72072.0,64454.0,42054.0,133564.0,64184.0,71429.0,79851.0,98053.0,33333.0,50053.0,77500.0,73561.0,39486.0,32689.0,137036.0,46471.0,96474.0,31415.0,25564.0,85038.0,80000.0,85861.0,105105.0,9937.0,8249.0,83408.0,79638.0,71122.0,161424.0,127273.0,75479.0,43379.0,81134.0,108039.0,50000.0,10000.0,33333.0,17200.0,165591.0,48017.0,31281.0,77946.0,55374.0,12778.0,151112.0,189720.0,33333.0,89035.0,176667.0,7692.0,56702.0,64286.0,134561.0
2012,85039.0,36141.0,74489.0,106178.0,86733.0,78214.0,49242.0,41333.0,68333.0,70667.0,46745.0,134058.0,62394.0,85714.0,74745.0,94286.0,32514.0,49960.0,81376.0,73360.0,38889.0,37419.0,105225.0,78571.0,133838.0,31461.0,38140.0,80677.0,78605.0,86733.0,119573.0,5223.0,6276.0,79535.0,74285.0,71560.0,98793.0,124124.0,75461.0,41089.0,87500.0,129714.0,50000.0,10000.0,62000.0,15589.0,168421.0,46460.0,30714.0,81579.0,59617.0,12009.0,110333.0,192727.0,33333.0,87158.0,212500.0,7692.0,57093.0,59829.0,127548.0
2013,75250.0,36794.0,88601.0,106621.0,87606.0,77682.0,49291.0,41333.0,68333.0,70667.0,43715.0,134010.0,61313.0,83333.0,62239.0,68599.0,35109.0,49866.0,67426.0,73159.0,40000.0,34478.0,130528.0,38947.0,114661.0,31508.0,51540.0,87656.0,77916.0,87606.0,159752.0,1298.0,7167.0,85308.0,95031.0,71607.0,140012.0,138197.0,75443.0,52563.0,82824.0,127345.0,50000.0,12114.0,70000.0,16398.0,170729.0,46649.0,29817.0,79113.0,57093.0,12187.0,310968.0,192727.0,33333.0,98423.0,230769.0,10000.0,57484.0,56410.0,118948.0
2014,73660.0,36594.0,78636.0,107065.0,88478.0,77759.0,48957.0,40807.0,70679.0,75226.0,44204.0,134223.0,60765.0,31746.0,73747.0,98316.0,32431.0,49773.0,70235.0,72957.0,39913.0,32951.0,125932.0,58667.0,96186.0,31554.0,47456.0,84550.0,77227.0,88478.0,164545.0,7188.0,23143.0,85990.0,87566.0,70414.0,52499.0,142191.0,75424.0,49070.0,82859.0,137898.0,50048.0,15000.0,15000.0,15522.0,171123.0,47482.0,28428.0,77083.0,58638.0,12266.0,106216.0,199779.0,33333.0,95992.0,247006.0,10000.0,57876.0,59829.0,123337.0
