,Ukraine,Estonia,Bolivia (Plurinational State of),Peru,Georgia,Belarus,Croatia,Serbia,Tajikistan,Armenia,Brazil,United Kingdom,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Yugoslav SFR,Republic of Korea,Austria,Netherlands,Japan,Norway,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Serbia and Montenegro,Slovenia,Czechoslovakia,Republic of Moldova,Kyrgyzstan,Argentina,Luxembourg,Democratic People's Republic of Korea,Germany,Belgium,Turkmenistan,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Ireland,Uzbekistan,South Africa,Latvia,Albania,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Montenegro,Kazakhstan,Chile,Australia,France,Lithuania,Finland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1974,-1.0,-1.0,5000.0,8447.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8929.0,35000.0,36681.0,14633.0,-1.0,15290.0,13187.0,12627.0,33746.0,35146.0,20000.0,38775.0,14105.0,3042.0,14016.0,-1.0,-1.0,-1.0,30848.0,-1.0,-1.0,8167.0,-1.0,-1.0,33522.0,-1.0,-1.0,17500.0,25120.0,40516.0,46171.0,-1.0,13965.0,13063.0,5000.0,10201.0,-1.0,-1.0,11667.0,22222.0,-1.0,1429.0,-1.0,9382.0,6807.0,-1.0,-1.0,-1.0,16736.0,-1.0,-1.0,13764.0,3042.0,28571.0,-1.0,18311.0,11667.0,-1.0,9333.0,20784.0,37524.0
1975,-1.0,-1.0,7500.0,8423.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9316.0,31667.0,32705.0,16511.0,-1.0,15666.0,11772.0,15329.0,29231.0,34535.0,22000.0,29972.0,10990.0,4666.0,13730.0,-1.0,-1.0,-1.0,27940.0,-1.0,-1.0,9122.0,-1.0,-1.0,30296.0,-1.0,-1.0,15920.0,22458.0,34211.0,39380.0,-1.0,10187.0,12683.0,5000.0,10571.0,-1.0,-1.0,13636.0,24221.0,-1.0,1429.0,-1.0,8889.0,6921.0,-1.0,-1.0,-1.0,14102.0,-1.0,-1.0,12729.0,4666.0,27748.0,-1.0,21463.0,13636.0,-1.0,13274.0,21868.0,35210.0
1976,-1.0,-1.0,5000.0,8532.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9575.0,25000.0,29543.0,17583.0,-1.0,16889.0,13832.0,12735.0,34293.0,30616.0,22000.0,30247.0,12047.0,4544.0,13000.0,-1.0,-1.0,-1.0,30098.0,-1.0,-1.0,9706.0,-1.0,-1.0,28138.0,-1.0,-1.0,11844.0,23591.0,34715.0,45806.0,-1.0,13935.0,14000.0,5000.0,9553.0,-1.0,-1.0,14545.0,24691.0,-1.0,1429.0,-1.0,11111.0,7537.0,-1.0,-1.0,-1.0,16932.0,-1.0,-1.0,9737.0,4544.0,25295.0,-1.0,27331.0,14545.0,-1.0,13989.0,22064.0,34534.0
1977,-1.0,-1.0,5000.0,8404.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9170.0,35140.0,36454.0,16247.0,-1.0,15021.0,12609.0,10866.0,29587.0,34827.0,23000.0,34106.0,11849.0,3187.0,15338.0,-1.0,-1.0,-1.0,30486.0,-1.0,-1.0,7083.0,-1.0,-1.0,31676.0,-1.0,-1.0,11176.0,20058.0,30450.0,40374.0,-1.0,11393.0,19500.0,5000.0,9644.0,-1.0,-1.0,10909.0,25000.0,-1.0,2000.0,-1.0,10000.0,5413.0,-1.0,-1.0,-1.0,15842.0,-1.0,-1.0,14404.0,3187.0,29070.0,-1.0,17021.0,10909.0,-1.0,13269.0,20962.0,34391.0
1978,-1.0,-1.0,5000.0,9012.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8972.0,34674.0,37455.0,19031.0,-1.0,17114.0,12721.0,10972.0,37601.0,39824.0,22881.0,33830.0,14474.0,5223.0,16312.0,-1.0,-1.0,-1.0,34015.0,-1.0,-1.0,8077.0,-1.0,-1.0,33416.0,-1.0,-1.0,11243.0,24535.0,37007.0,47385.0,-1.0,15870.0,18500.0,5000.0,10973.0,-1.0,-1.0,13750.0,28571.0,-1.0,1500.0,-1.0,10000.0,5749.0,-1.0,-1.0,-1.0,17660.0,-1.0,-1.0,9574.0,5223.0,31379.0,-1.0,19450.0,13750.0,-1.0,13220.0,23245.0,37228.0
1979,-1.0,-1.0,4684.0,8550.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9089.0,37369.0,36783.0,15946.0,-1.0,17243.0,13729.0,20019.0,26338.0,40081.0,23611.0,31708.0,15098.0,3524.0,16162.0,-1.0,-1.0,-1.0,29537.0,-1.0,-1.0,8978.0,-1.0,-1.0,31749.0,-1.0,-1.0,10943.0,18133.0,32825.0,47203.0,-1.0,11268.0,15714.0,5000.0,10064.0,-1.0,-1.0,18000.0,33333.0,-1.0,1818.0,-1.0,10000.0,5754.0,-1.0,-1.0,-1.0,13419.0,-1.0,-1.0,12171.0,3524.0,30603.0,-1.0,20921.0,18000.0,-1.0,13191.0,24208.0,37333.0
1980,-1.0,-1.0,4937.0,5288.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8580.0,38449.0,35613.0,14555.0,-1.0,19011.0,14364.0,16080.0,35044.0,39659.0,25075.0,33333.0,14129.0,4309.0,15410.0,-1.0,-1.0,-1.0,32142.0,-1.0,-1.0,7381.0,-1.0,-1.0,32773.0,-1.0,-1.0,11028.0,21607.0,33515.0,43435.0,-1.0,10380.0,21714.0,5000.0,13083.0,-1.0,-1.0,15556.0,40000.0,-1.0,1333.0,-1.0,9709.0,9425.0,-1.0,-1.0,-1.0,19257.0,-1.0,-1.0,12582.0,4309.0,31691.0,-1.0,23189.0,15556.0,-1.0,11986.0,23792.0,36232.0
1981,-1.0,-1.0,7500.0,5141.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10055.0,41667.0,41695.0,20899.0,-1.0,18798.0,13889.0,16265.0,31670.0,38395.0,18923.0,36250.0,12698.0,4594.0,16666.0,-1.0,-1.0,-1.0,31805.0,-1.0,-1.0,9186.0,-1.0,-1.0,30924.0,-1.0,-1.0,10150.0,22420.0,35435.0,44932.0,-1.0,11377.0,21513.0,5000.0,9632.0,-1.0,-1.0,15629.0,40000.0,-1.0,1944.0,-1.0,6304.0,8843.0,-1.0,-1.0,-1.0,15721.0,-1.0,-1.0,10502.0,4594.0,29122.0,-1.0,15700.0,15629.0,-1.0,12927.0,21779.0,37741.0
1982,-1.0,-1.0,7000.0,3513.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8055.0,41667.0,42807.0,20416.0,-1.0,20338.0,15849.0,18950.0,34742.0,44637.0,15152.0,32951.0,14550.0,2281.0,18079.0,-1.0,-1.0,-1.0,33062.0,-1.0,-1.0,8520.0,-1.0,-1.0,35450.0,-1.0,-1.0,10497.0,23810.0,38938.0,46998.0,10000.0,13867.0,21023.0,5000.0,7980.0,-1.0,-1.0,17500.0,35000.0,-1.0,2121.0,-1.0,7732.0,8638.0,-1.0,-1.0,-1.0,15952.0,-1.0,-1.0,10929.0,2281.0,29353.0,-1.0,21472.0,17500.0,-1.0,13760.0,24172.0,41248.0
1983,-1.0,-1.0,6250.0,3476.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7946.0,34286.0,41217.0,19365.0,-1.0,18623.0,16275.0,16502.0,37313.0,38671.0,6000.0,34034.0,12324.0,4649.0,19003.0,-1.0,-1.0,-1.0,37007.0,-1.0,-1.0,8105.0,-1.0,-1.0,31877.0,-1.0,-1.0,10556.0,25469.0,38177.0,47174.0,-1.0,15395.0,17123.0,5000.0,11624.0,-1.0,-1.0,19375.0,23333.0,-1.0,1875.0,-1.0,8850.0,6978.0,-1.0,-1.0,-1.0,19090.0,-1.0,-1.0,9121.0,4649.0,29010.0,-1.0,24861.0,19375.0,-1.0,13818.0,23713.0,37400.0
1984,-1.0,-1.0,7108.0,3783.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7561.0,46667.0,49881.0,17955.0,-1.0,18154.0,17075.0,16957.0,40708.0,42907.0,1833.0,40361.0,14562.0,4494.0,20730.0,-1.0,-1.0,-1.0,37007.0,-1.0,-1.0,9786.0,-1.0,-1.0,38364.0,-1.0,-1.0,10133.0,26910.0,39919.0,54795.0,-1.0,13534.0,30000.0,4500.0,13669.0,-1.0,-1.0,22667.0,26667.0,-1.0,2000.0,-1.0,10926.0,7951.0,-1.0,-1.0,-1.0,25681.0,-1.0,-1.0,12920.0,4494.0,34216.0,-1.0,20930.0,22667.0,-1.0,14402.0,26185.0,44612.0
1985,-1.0,-1.0,5910.0,3750.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10484.0,43750.0,44845.0,16116.0,-1.0,19817.0,17280.0,17329.0,38431.0,42211.0,8654.0,39326.0,15156.0,5005.0,18087.0,-1.0,-1.0,-1.0,34566.0,-1.0,-1.0,10444.0,-1.0,-1.0,38754.0,-1.0,-1.0,10133.0,24652.0,34072.0,52940.0,-1.0,15021.0,22333.0,3125.0,12911.0,-1.0,-1.0,18329.0,26667.0,-1.0,769.0,-1.0,10900.0,7896.0,-1.0,-1.0,-1.0,19415.0,-1.0,-1.0,22823.0,5005.0,33998.0,-1.0,23236.0,18329.0,-1.0,15503.0,25191.0,43076.0
1986,-1.0,-1.0,5970.0,3906.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10049.0,45714.0,45520.0,19330.0,-1.0,22308.0,17513.0,16886.0,34002.0,48585.0,8333.0,30200.0,17323.0,7345.0,18138.0,-1.0,-1.0,-1.0,35238.0,-1.0,-1.0,9274.0,-1.0,-1.0,38162.0,-1.0,-1.0,10256.0,25630.0,39605.0,44289.0,30000.0,15788.0,17234.0,2500.0,9945.0,-1.0,-1.0,15622.0,20000.0,-1.0,714.0,-1.0,10000.0,10591.0,-1.0,-1.0,-1.0,19383.0,-1.0,-1.0,18437.0,7345.0,28272.0,-1.0,26541.0,15622.0,-1.0,15852.0,26531.0,42291.0
1987,-1.0,-1.0,6092.0,3676.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13488.0,47761.0,37843.0,15713.0,-1.0,17778.0,16829.0,14677.0,36179.0,41955.0,8140.0,37698.0,16824.0,6182.0,18268.0,-1.0,-1.0,-1.0,34992.0,-1.0,-1.0,9175.0,-1.0,11923.0,36384.0,-1.0,-1.0,10000.0,25756.0,34036.0,43885.0,35000.0,16547.0,19286.0,5016.0,14363.0,-1.0,-1.0,17487.0,20000.0,-1.0,769.0,-1.0,10000.0,11111.0,-1.0,-1.0,-1.0,19803.0,-1.0,-1.0,20151.0,6182.0,36463.0,-1.0,19682.0,17487.0,-1.0,15813.0,26742.0,38267.0
1988,-1.0,-1.0,6000.0,3447.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10410.0,48571.0,45630.0,10412.0,-1.0,21500.0,19225.0,16869.0,40493.0,42991.0,9375.0,29597.0,19419.0,4918.0,15494.0,6190.0,-1.0,-1.0,37431.0,-1.0,-1.0,7549.0,-1.0,11765.0,34158.0,-1.0,-1.0,10000.0,23659.0,37893.0,51705.0,30000.0,16685.0,26000.0,2233.0,16154.0,-1.0,-1.0,16352.0,20000.0,-1.0,556.0,-1.0,7833.0,8336.0,-1.0,-1.0,-1.0,26376.0,-1.0,-1.0,17529.0,4918.0,35403.0,-1.0,19102.0,16352.0,-1.0,15671.0,23958.0,43346.0
1989,-1.0,-1.0,5942.0,3541.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10397.0,51429.0,48723.0,17743.0,-1.0,22880.0,20232.0,16234.0,41880.0,50262.0,8182.0,35443.0,20883.0,5646.0,17686.0,-1.0,-1.0,-1.0,40494.0,-1.0,-1.0,7757.0,-1.0,12088.0,38770.0,-1.0,-1.0,10000.0,27325.0,47023.0,55614.0,35000.0,17019.0,23750.0,2974.0,14874.0,20000.0,-1.0,15263.0,20000.0,-1.0,333.0,-1.0,7750.0,10981.0,-1.0,-1.0,-1.0,27579.0,-1.0,-1.0,31070.0,5646.0,35776.0,-1.0,28557.0,15263.0,-1.0,10611.0,25909.0,47940.0
1990,-1.0,-1.0,5810.0,4195.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10319.0,48780.0,50211.0,17561.0,-1.0,18462.0,19078.0,17500.0,42600.0,41841.0,5882.0,26165.0,20118.0,7016.0,17029.0,-1.0,-1.0,-1.0,43063.0,-1.0,-1.0,8103.0,-1.0,11765.0,37789.0,-1.0,-1.0,8336.0,26114.0,47455.0,50493.0,30000.0,20969.0,20177.0,2891.0,13220.0,19412.0,-1.0,14916.0,21925.0,-1.0,500.0,-1.0,6667.0,10151.0,-1.0,-1.0,-1.0,25255.0,-1.0,-1.0,26996.0,7016.0,36424.0,-1.0,30111.0,14916.0,-1.0,15205.0,25663.0,36545.0
1991,-1.0,-1.0,7206.0,8481.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12026.0,56977.0,49563.0,18744.0,-1.0,22897.0,20270.0,13714.0,41200.0,47824.0,5000.0,31188.0,18196.0,7970.0,15468.0,-1.0,-1.0,-1.0,37960.0,-1.0,-1.0,9055.0,-1.0,11926.0,46776.0,-1.0,-1.0,10000.0,25767.0,39450.0,52490.0,25782.0,17144.0,13655.0,2552.0,12689.0,20000.0,-1.0,15101.0,20000.0,-1.0,615.0,-1.0,3587.0,9286.0,-1.0,-1.0,-1.0,23700.0,-1.0,-1.0,29952.0,7970.0,36983.0,-1.0,27115.0,15101.0,-1.0,16496.0,24776.0,31813.0
1992,23205.0,24699.0,6522.0,8536.0,5000.0,30599.0,26949.0,-1.0,9928.0,9088.0,10412.0,45659.0,34967.0,19494.0,16344.0,21143.0,-1.0,13333.0,40200.0,55503.0,-1.0,26052.0,16632.0,6765.0,18369.0,-1.0,16000.0,25880.0,35676.0,20233.0,10000.0,7069.0,-1.0,11965.0,39414.0,-1.0,19829.0,10000.0,19575.0,40774.0,55865.0,33538.0,-1.0,14554.0,2186.0,11548.0,20000.0,24000.0,16852.0,21206.0,17207.0,588.0,22451.0,12466.0,9261.0,-1.0,-1.0,12163.0,19200.0,-1.0,8711.0,29573.0,6765.0,37729.0,20916.0,25094.0,16852.0,18335.0,15355.0,27410.0,36817.0
1993,23647.0,19790.0,6889.0,8576.0,5084.0,27953.0,25573.0,-1.0,6824.0,4587.0,9750.0,51184.0,45063.0,19777.0,10650.0,19681.0,-1.0,15000.0,39570.0,55676.0,-1.0,36641.0,13129.0,7882.0,17030.0,-1.0,14725.0,22065.0,-1.0,25656.0,15000.0,8626.0,-1.0,12121.0,45083.0,-1.0,-1.0,9913.0,22560.0,51122.0,61426.0,20000.0,-1.0,15648.0,3136.0,19047.0,19886.0,23482.0,16250.0,21571.0,14528.0,667.0,18161.0,11586.0,9202.0,30313.0,38129.0,12636.0,16712.0,-1.0,13924.0,24008.0,7882.0,39541.0,18776.0,27709.0,16250.0,15411.0,15935.0,28500.0,44976.0
1994,19765.0,19075.0,7000.0,8618.0,6832.0,22539.0,24117.0,-1.0,8251.0,15000.0,9844.0,61429.0,47729.0,21478.0,15045.0,19595.0,-1.0,12794.0,41390.0,47321.0,-1.0,47619.0,15391.0,5714.0,17491.0,-1.0,16667.0,29229.0,-1.0,16118.0,15000.0,9604.0,-1.0,12008.0,47765.0,-1.0,-1.0,10000.0,21755.0,44507.0,55315.0,40000.0,-1.0,17813.0,6571.0,13432.0,20000.0,24545.0,18150.0,21857.0,15405.0,638.0,18086.0,14106.0,9649.0,30878.0,35094.0,26000.0,21839.0,-1.0,8880.0,14596.0,5714.0,39545.0,15381.0,25814.0,18150.0,15372.0,13356.0,28669.0,46722.0
1995,19900.0,18189.0,7061.0,8608.0,2066.0,22116.0,26171.0,-1.0,9055.0,20000.0,9788.0,53750.0,51521.0,19111.0,16322.0,21999.0,-1.0,3846.0,40850.0,51829.0,-1.0,35447.0,13714.0,5714.0,16407.0,-1.0,17000.0,30229.0,-1.0,19318.0,18333.0,7893.0,-1.0,12097.0,52489.0,-1.0,-1.0,10000.0,25647.0,51990.0,61352.0,50000.0,-1.0,20745.0,7000.0,10188.0,20000.0,24533.0,15789.0,22110.0,19667.0,634.0,17649.0,13753.0,5825.0,28908.0,33013.0,5556.0,22290.0,-1.0,5713.0,17026.0,5714.0,41099.0,17765.0,27740.0,15789.0,12621.0,16438.0,27826.0,34858.0
1996,17420.0,20014.0,7143.0,8499.0,8559.0,20697.0,27004.0,-1.0,6264.0,20000.0,13376.0,62195.0,47639.0,19134.0,16121.0,19412.0,-1.0,4444.0,30500.0,55362.0,-1.0,32601.0,10443.0,5714.0,16308.0,-1.0,13000.0,28586.0,-1.0,16930.0,15000.0,8531.0,-1.0,12000.0,52081.0,-1.0,-1.0,9666.0,23406.0,49315.0,67642.0,30000.0,-1.0,12623.0,6400.0,17696.0,20000.0,24211.0,16086.0,22350.0,16667.0,727.0,20018.0,11556.0,8905.0,24851.0,32121.0,9576.0,16567.0,-1.0,3511.0,27616.0,5714.0,45432.0,18844.0,24618.0,16086.0,14384.0,16554.0,25500.0,48117.0
