,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Croatia,Cameroon,Israel,Armenia,Syrian Arab Republic,Brazil,Yugoslav SFR,Pakistan,The former Yugoslav Republic of Macedonia,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,South Africa,Greece,France,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Slovenia,Kuwait,Senegal,Tajikistan,Argentina,India,Morocco,United Arab Emirates,Qatar,Mexico,Slovakia,Ecuador,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Malta,Colombia,Libya,Albania,Lebanon,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Australia,Portugal,Egypt,"China, mainland",Italy,Turkey
1971,510.0,6169.0,-1.0,-1.0,-1.0,-1.0,1300.0,-1.0,54791.0,23255.0,17552.0,-1.0,-1.0,-1.0,11400.0,6693.0,1209.0,2134.0,1594.0,139459.0,3740.0,424.0,41367.0,15000.0,51136.0,-1.0,-1.0,-1,-1.0,4300.0,2000.0,67000.0,3.0,-1.0,12026.0,-1,1400.0,101400.0,2936.0,-1.0,-1.0,16600.0,389.0,-1.0,2875.0,13000.0,10826.0,-1.0,-1.0,-1.0,-1.0,-1.0,424.0,155300.0,15106.0,-1.0,175800.0,195000.0
1972,540.0,6400.0,-1.0,-1.0,-1.0,-1.0,1050.0,-1.0,38319.0,26619.0,16785.0,-1.0,-1.0,-1.0,14000.0,7000.0,1305.0,2032.0,1627.0,133314.0,4050.0,371.0,33021.0,15000.0,62360.0,-1.0,-1.0,-1,-1.0,3800.0,2000.0,67000.0,7.0,-1.0,11427.0,-1,1400.0,82800.0,2215.0,-1.0,-1.0,18000.0,324.0,-1.0,3053.0,13000.0,10915.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,94100.0,14000.0,-1.0,146500.0,216000.0
1973,600.0,6650.0,-1.0,-1.0,-1.0,-1.0,1000.0,-1.0,30679.0,17016.0,15542.0,-1.0,-1.0,-1.0,14600.0,9000.0,1319.0,1829.0,1511.0,128249.0,4211.0,295.0,37739.0,15000.0,71571.0,-1.0,1.0,-1,-1.0,3400.0,2000.0,67000.0,11.0,-1.0,10951.0,-1,1500.0,85700.0,1038.0,-1.0,-1.0,16500.0,358.0,-1.0,3790.0,13000.0,8980.0,-1.0,-1.0,-1.0,-1.0,-1.0,295.0,45500.0,14000.0,-1.0,137500.0,190000.0
1974,600.0,6767.0,-1.0,-1.0,-1.0,-1.0,950.0,-1.0,37998.0,42991.0,14256.0,-1.0,-1.0,-1.0,14700.0,10000.0,1321.0,1016.0,1483.0,121733.0,4113.0,371.0,40460.0,15000.0,74902.0,-1.0,1.0,-1,-1.0,3600.0,2000.0,67000.0,20.0,-1.0,15642.0,-1,1500.0,93100.0,1167.0,-1.0,-1.0,14000.0,459.0,-1.0,4227.0,13500.0,11980.0,-1.0,-1.0,-1.0,-1.0,-1.0,371.0,88345.0,15800.0,-1.0,123200.0,156350.0
1975,650.0,6730.0,-1.0,-1.0,-1.0,-1.0,850.0,-1.0,36191.0,43227.0,15417.0,-1.0,-1.0,-1.0,14800.0,12000.0,1335.0,1422.0,1541.0,126765.0,4109.0,163.0,34201.0,15000.0,95385.0,-1.0,1.0,-1,-1.0,3510.0,2000.0,69000.0,30.0,-1.0,13789.0,-1,1600.0,87700.0,1400.0,-1.0,-1.0,15700.0,440.0,-1.0,3690.0,13500.0,9000.0,-1.0,-1.0,-1.0,-1.0,-1.0,163.0,84055.0,15000.0,-1.0,121800.0,175000.0
1976,650.0,6749.0,-1.0,-1.0,-1.0,-1.0,800.0,-1.0,41288.0,41127.0,13263.0,-1.0,-1.0,-1.0,13800.0,13000.0,-1.0,1524.0,1442.0,131250.0,4262.0,186.0,29120.0,15000.0,79630.0,-1.0,1.0,-1,-1.0,3190.0,2000.0,69300.0,38.0,-1.0,10160.0,-1,1600.0,87800.0,333.0,-1.0,-1.0,15900.0,341.0,-1.0,4794.0,14000.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,186.0,62350.0,14258.0,-1.0,101500.0,188000.0
1977,650.0,6273.0,-1.0,-1.0,-1.0,-1.0,750.0,-1.0,45421.0,27771.0,10762.0,-1.0,-1.0,-1.0,8200.0,14500.0,-1.0,1524.0,1475.0,117101.0,3934.0,137.0,37648.0,15000.0,76840.0,-1.0,1.0,-1,-1.0,3300.0,2000.0,68000.0,46.0,280.0,12921.0,-1,1700.0,53300.0,566.0,-1.0,-1.0,18000.0,416.0,-1.0,6229.0,14000.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,137.0,48000.0,14146.0,-1.0,89100.0,175000.0
1978,3450.0,6112.0,-1.0,-1.0,-1.0,-1.0,600.0,-1.0,36017.0,29736.0,9673.0,-1.0,-1.0,-1.0,12000.0,16480.0,-1.0,1422.0,1357.0,115896.0,4269.0,226.0,28670.0,15000.0,69338.0,-1.0,1.0,-1,-1.0,3200.0,2000.0,65000.0,51.0,280.0,10233.0,-1,1700.0,59700.0,767.0,-1.0,-1.0,16000.0,414.0,-1.0,5091.0,14000.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,226.0,48770.0,13764.0,-1.0,72500.0,185000.0
1979,3180.0,5862.0,600.0,-1.0,-1.0,-1.0,500.0,-1.0,40826.0,36632.0,11603.0,-1.0,-1.0,-1.0,11400.0,17000.0,-1.0,1219.0,1405.0,115897.0,4000.0,116.0,35130.0,15000.0,86596.0,-1.0,1.0,-1,-1.0,3600.0,2000.0,65000.0,70.0,280.0,12471.0,-1,1800.0,58860.0,439.0,-1.0,-1.0,25000.0,476.0,-1.0,6350.0,14700.0,12000.0,-1.0,-1.0,-1.0,-1.0,-1.0,116.0,52000.0,16209.0,-1.0,76000.0,200000.0
1980,3185.0,5008.0,620.0,-1.0,-1.0,-1.0,360.0,-1.0,46648.0,38007.0,9469.0,371.0,-1.0,-1.0,11800.0,12000.0,-1.0,1219.0,1303.0,112173.0,3700.0,116.0,41280.0,15000.0,69410.0,-1.0,-1.0,-1,-1.0,3100.0,2000.0,65000.0,161.0,280.0,24975.0,-1,1800.0,57300.0,1047.0,-1.0,-1.0,27500.0,472.0,-1.0,5301.0,15500.0,13000.0,-1.0,-1.0,-1.0,-1.0,-1.0,116.0,51000.0,11000.0,-1.0,72700.0,205000.0
1981,3090.0,4901.0,566.0,-1.0,-1.0,10.0,400.0,-1.0,54925.0,23660.0,13003.0,298.0,-1.0,-1.0,11700.0,13000.0,-1.0,1270.0,1235.0,115397.0,3500.0,100.0,34650.0,21000.0,70589.0,-1.0,-1.0,-1,-1.0,3900.0,2000.0,66000.0,162.0,280.0,24799.0,-1,1900.0,48800.0,1087.0,-1.0,-1.0,22000.0,431.0,-1.0,10000.0,16000.0,7000.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,49500.0,10737.0,-1.0,73700.0,250000.0
1982,3166.0,4967.0,594.0,-1.0,-1.0,15.0,400.0,-1.0,50784.0,23457.0,11464.0,336.0,-1.0,-1.0,11300.0,13000.0,-1.0,1321.0,1248.0,112236.0,3000.0,88.0,34200.0,22940.0,28508.0,-1.0,-1.0,-1,-1.0,4900.0,2000.0,67000.0,204.0,300.0,21002.0,-1,1700.0,48400.0,1104.0,-1.0,-1.0,20000.0,371.0,-1.0,14163.0,20000.0,6800.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,46500.0,18757.0,-1.0,62700.0,280000.0
1983,3029.0,4182.0,594.0,-1.0,-1.0,20.0,450.0,-1.0,51700.0,24331.0,12319.0,403.0,-1.0,-1.0,11000.0,13000.0,-1.0,1320.0,1336.0,107227.0,3000.0,88.0,30840.0,42060.0,45049.0,-1.0,-1.0,-1,-1.0,2560.0,2000.0,67000.0,326.0,280.0,21274.0,-1,1500.0,39100.0,1200.0,-1.0,-1.0,22000.0,458.0,-1.0,18641.0,22000.0,6800.0,-1.0,-1.0,-1.0,-1.0,-1.0,88.0,44640.0,9000.0,-1.0,44600.0,330000.0
1984,3112.0,4385.0,619.0,-1.0,-1.0,30.0,300.0,-1.0,40955.0,23911.0,11489.0,727.0,-1.0,-1.0,10500.0,21000.0,-1.0,1370.0,1231.0,105253.0,2000.0,108.0,32600.0,45622.0,27700.0,-1.0,-1.0,-1,-1.0,2200.0,2000.0,70000.0,334.0,145.0,7700.0,-1,1200.0,41660.0,311.0,-1.0,-1.0,23000.0,460.0,-1.0,17873.0,18800.0,6500.0,-1.0,-1.0,-1.0,-1.0,-1.0,108.0,46426.0,9000.0,-1.0,48700.0,330000.0
1985,2872.0,3816.0,646.0,-1.0,-1.0,30.0,250.0,-1.0,34923.0,21636.0,15597.0,838.0,-1.0,-1.0,10100.0,20000.0,-1.0,1300.0,1186.0,114840.0,2000.0,124.0,29570.0,44882.0,59164.0,-1.0,-1.0,-1,-1.0,1900.0,3000.0,72000.0,777.0,146.0,8725.0,-1,800.0,50297.0,2600.0,-1.0,800.0,24000.0,460.0,-1.0,22000.0,16800.0,6500.0,-1.0,-1.0,-1.0,-1.0,-1.0,124.0,45033.0,10000.0,800.0,48750.0,340000.0
1986,2929.0,4233.0,730.0,-1.0,-1.0,20.0,200.0,-1.0,41700.0,22548.0,12000.0,873.0,-1.0,-1.0,10200.0,20000.0,-1.0,1400.0,1190.0,103086.0,2000.0,139.0,45360.0,74063.0,71708.0,-1.0,-1.0,-1,-1.0,1000.0,2000.0,66000.0,450.0,146.0,6187.0,-1,400.0,48200.0,2800.0,-1.0,750.0,21000.0,460.0,-1.0,29000.0,18000.0,7000.0,-1.0,-1.0,-1.0,-1.0,-1.0,139.0,29722.0,24000.0,750.0,47600.0,370000.0
1987,2988.0,4111.0,849.0,-1.0,-1.0,20.0,200.0,-1.0,39319.0,25728.0,12000.0,707.0,-1.0,-1.0,8800.0,16480.0,-1.0,1600.0,2975.0,105750.0,1600.0,105.0,47400.0,58052.0,58300.0,-1.0,-1.0,-1,-1.0,850.0,4000.0,54300.0,454.0,165.0,6923.0,-1,200.0,55723.0,3000.0,-1.0,800.0,21600.0,480.0,-1.0,34665.0,14300.0,8000.0,-1.0,-1.0,-1.0,-1.0,-1.0,105.0,35000.0,25000.0,800.0,42780.0,355000.0
1988,3150.0,4060.0,862.0,-1.0,-1.0,20.0,250.0,-1.0,53112.0,23310.0,11255.0,712.0,-1.0,-1.0,8900.0,16500.0,-1.0,1600.0,1125.0,102800.0,2075.0,97.0,50350.0,50450.0,48200.0,-1.0,-1.0,-1,-1.0,700.0,5000.0,55500.0,501.0,185.0,2641.0,-1,100.0,52700.0,3300.0,-1.0,820.0,11200.0,480.0,-1.0,34665.0,14400.0,8500.0,-1.0,-1.0,-1.0,-1.0,-1.0,97.0,32000.0,31000.0,820.0,44320.0,350000.0
1989,3020.0,3936.0,1382.0,-1.0,-1.0,20.0,350.0,-1.0,36200.0,24694.0,9700.0,419.0,-1.0,-1.0,8900.0,18000.0,-1.0,2200.0,1669.0,112650.0,2139.0,146.0,43545.0,53101.0,70320.0,-1.0,-1.0,-1,-1.0,800.0,4500.0,56900.0,543.0,216.0,3355.0,-1,3.0,49064.0,4025.0,-1.0,900.0,15500.0,500.0,-1.0,34665.0,20300.0,9000.0,-1.0,-1.0,-1.0,-1.0,-1.0,146.0,35000.0,39000.0,900.0,36750.0,279000.0
1990,3010.0,3663.0,1435.0,-1.0,-1.0,18.0,400.0,-1.0,36900.0,24482.0,10265.0,485.0,-1.0,-1.0,9000.0,18500.0,0.0,2600.0,1271.0,120000.0,2011.0,112.0,45359.0,77734.0,58390.0,-1.0,0.0,-1,-1.0,1000.0,4800.0,58200.0,554.0,216.0,3059.0,-1,1.0,56961.0,4231.0,-1.0,1000.0,27000.0,532.0,100.0,34665.0,12600.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,112.0,37000.0,81485.0,1000.0,31510.0,300000.0
1991,3110.0,3772.0,2361.0,-1.0,-1.0,30.0,400.0,-1.0,39626.0,23282.0,8313.0,458.0,-1.0,-1.0,9100.0,14000.0,0.0,2700.0,1286.0,87700.0,2120.0,125.0,40800.0,82017.0,41414.0,-1.0,0.0,-1,-1.0,907.0,5000.0,60000.0,583.0,160.0,2807.0,-1,1.0,59763.0,4532.0,-1.0,900.0,28000.0,507.0,-1.0,35000.0,10000.0,12553.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.0,38750.0,71083.0,900.0,33770.0,314000.0
1992,2940.0,3651.0,2456.0,1731.0,5681.0,30.0,670.0,-1.0,45642.0,24186.0,-1.0,549.0,248.0,-1.0,9100.0,16000.0,0.0,3000.0,1419.0,85000.0,2400.0,133.0,42640.0,80000.0,86424.0,152.0,0.0,-1,-1.0,904.0,5500.0,45000.0,484.0,171.0,3655.0,-1,-1.0,61289.0,5000.0,600.0,1000.0,32000.0,510.0,-1.0,30000.0,10000.0,13012.0,1000.0,-1.0,-1.0,-1.0,-1.0,133.0,34400.0,153373.0,1000.0,34647.0,250000.0
1993,3115.0,3688.0,2456.0,1737.0,4505.0,30.0,510.0,-1.0,45700.0,19926.0,-1.0,576.0,265.0,-1.0,9000.0,16500.0,-1.0,3200.0,1471.0,84500.0,2500.0,110.0,55340.0,70432.0,85215.0,149.0,-1.0,-1,-1.0,902.0,6000.0,50000.0,469.0,174.0,4457.0,-1,0.0,54518.0,4000.0,300.0,1000.0,35000.0,500.0,-1.0,28000.0,10500.0,10500.0,765.0,-1.0,-1.0,-1.0,-1.0,110.0,28800.0,160000.0,1000.0,30646.0,270000.0
1994,3150.0,3900.0,2456.0,1801.0,5377.0,30.0,550.0,-1.0,38004.0,14941.0,-1.0,643.0,129.0,-1.0,9100.0,15000.0,-1.0,3100.0,1198.0,88000.0,1989.0,90.0,51700.0,70000.0,45732.0,89.0,-1.0,-1,-1.0,899.0,6833.0,65000.0,486.0,175.0,4633.0,-1,0.0,59600.0,3349.0,306.0,1500.0,30000.0,467.0,-1.0,27000.0,11000.0,8260.0,810.0,10209.0,-1.0,-1.0,-1.0,90.0,24200.0,184000.0,1500.0,30482.0,279000.0
1995,3250.0,3924.0,2874.0,1740.0,4194.0,35.0,560.0,-1.0,48106.0,15924.0,-1.0,650.0,265.0,-1.0,9587.0,16000.0,-1.0,3500.0,1169.0,82086.0,1951.0,88.0,47540.0,69489.0,60008.0,81.0,-1.0,-1,-1.0,897.0,7700.0,67000.0,491.0,182.0,3398.0,-1,10.0,51884.0,2500.0,250.0,2000.0,26000.0,442.0,-1.0,26920.0,11500.0,8500.0,1000.0,10245.0,-1.0,-1.0,-1.0,88.0,25250.0,236915.0,2000.0,21439.0,300000.0
1996,3300.0,3991.0,2941.0,2115.0,5118.0,37.0,530.0,-1.0,46523.0,12524.0,-1.0,700.0,306.0,-1.0,10049.0,15500.0,-1.0,3700.0,1170.0,90000.0,3233.0,80.0,41730.0,76392.0,57000.0,57.0,-1.0,-1,-1.0,894.0,8300.0,40400.0,500.0,197.0,3281.0,-1,40.0,61700.0,2839.0,250.0,2000.0,30000.0,400.0,-1.0,28300.0,11900.0,6556.0,904.0,8602.0,-1.0,-1.0,-1.0,80.0,25900.0,202697.0,2000.0,26000.0,290000.0
1997,3370.0,4066.0,3100.0,2479.0,5543.0,40.0,470.0,-1.0,44292.0,13960.0,-1.0,669.0,201.0,-1.0,10000.0,15000.0,-1.0,3800.0,1401.0,77000.0,3090.0,78.0,52620.0,72791.0,46747.0,36.0,-1.0,-1,-1.0,891.0,8500.0,51200.0,500.0,188.0,3497.0,-1,10.0,62883.0,3193.0,300.0,3000.0,26000.0,350.0,-1.0,26800.0,11500.0,18100.0,954.0,6469.0,-1.0,-1.0,-1.0,78.0,15412.0,216589.0,3000.0,32500.0,243000.0
1998,3370.0,3773.0,3358.0,2434.0,6127.0,42.0,500.0,-1.0,47049.0,15687.0,-1.0,660.0,299.0,-1.0,17000.0,15600.0,-1.0,3800.0,1474.0,80000.0,3192.0,74.0,46390.0,78555.0,42209.0,56.0,-1.0,-1,400.0,889.0,8800.0,55700.0,472.0,182.0,2877.0,-1,13.0,60250.0,2613.0,278.0,3000.0,26000.0,342.0,-1.0,24000.0,12000.0,18000.0,1000.0,6830.0,7000.0,-1.0,-1.0,74.0,15068.0,220849.0,3000.0,30000.0,255000.0
1999,3500.0,3615.0,3424.0,2504.0,6042.0,45.0,500.0,-1.0,41815.0,16570.0,-1.0,713.0,300.0,-1.0,15494.0,14500.0,-1.0,3900.0,2280.0,69639.0,3356.0,75.0,42910.0,70100.0,50609.0,60.0,-1.0,-1,400.0,800.0,9900.0,82000.0,426.0,189.0,3068.0,-1,12.0,63570.0,1712.0,254.0,3500.0,30000.0,567.0,1100.0,17350.0,12100.0,20100.0,1000.0,7301.0,7700.0,-1.0,-1.0,75.0,16944.0,203005.0,3500.0,45200.0,275000.0
2000,3600.0,3716.0,3482.0,3627.0,4890.0,47.0,575.0,-1.0,44071.0,17207.0,-1.0,689.0,298.0,-1.0,15000.0,7000.0,-1.0,3900.0,1965.0,58989.0,3375.0,76.0,50712.0,78163.0,54326.0,105.0,-1.0,-1,410.0,887.0,10500.0,68400.0,419.0,163.0,2425.0,-1,15.0,56014.0,2501.0,200.0,3000.0,30000.0,549.0,3030.0,10000.0,13100.0,17800.0,1000.0,8200.0,8300.0,-1.0,-1.0,76.0,14068.0,187698.0,3000.0,25000.0,240000.0
2001,3605.0,3519.0,4218.0,4512.0,4672.0,50.0,542.0,-1.0,40019.0,25981.0,-1.0,769.0,300.0,-1.0,17000.0,10000.0,-1.0,3850.0,1853.0,49623.0,3380.0,77.0,37195.0,71228.0,40864.0,61.0,-1.0,-1,464.0,888.0,10961.0,75600.0,506.0,28.0,2790.0,-1,18.0,43163.0,1732.0,250.0,4000.0,19000.0,196.0,1089.0,4000.0,22790.0,16500.0,1000.0,5363.0,8700.0,-1.0,-1.0,77.0,14472.0,150200.0,4000.0,21803.0,235000.0
2002,3608.0,2894.0,4434.0,4210.0,4453.0,52.0,730.0,-1.0,43400.0,23921.0,-1.0,738.0,194.0,-1.0,15000.0,7000.0,-1.0,3900.0,1809.0,37816.0,3381.0,77.0,48260.0,81000.0,60694.0,60.0,-1.0,-1,509.0,900.0,11410.0,97500.0,509.0,200.0,2770.0,-1,20.0,41130.0,4153.0,300.0,4500.0,18000.0,192.0,1089.0,10000.0,14500.0,8904.0,1000.0,9772.0,9800.0,-1.0,-1.0,77.0,15052.0,194631.0,4500.0,13354.0,250000.0
2003,1563.0,2791.0,4570.0,4421.0,4037.0,55.0,920.0,-1.0,41089.0,25586.0,-1.0,749.0,230.0,16052.0,17000.0,6000.0,-1.0,3700.0,1837.0,25000.0,3376.0,77.0,43998.0,89000.0,63266.0,70.0,-1.0,-1,299.0,887.0,11845.0,67000.0,312.0,163.0,3095.0,-1,22.0,43533.0,3182.0,270.0,4500.0,21000.0,251.0,1323.0,10000.0,16000.0,12200.0,1000.0,8431.0,9382.0,-1.0,-1.0,77.0,14160.0,135834.0,4500.0,19349.0,280000.0
2004,1627.0,3020.0,1988.0,4810.0,4383.0,56.0,1040.0,-1.0,36696.0,26839.0,-1.0,1207.0,295.0,15942.0,20000.0,7000.0,-1.0,3857.0,1800.0,21545.0,3562.0,78.0,46357.0,80769.0,64940.0,30.0,-1.0,-1,545.0,867.0,12266.0,60000.0,510.0,200.0,3893.0,-1,25.0,41297.0,3468.0,372.0,5000.0,27000.0,209.0,1670.0,10000.0,15000.0,9600.0,1100.0,7215.0,8406.0,-1.0,-1.0,78.0,14000.0,160124.0,5000.0,21226.0,275000.0
2005,1686.0,2751.0,4014.0,4586.0,2380.0,59.0,1401.0,-1.0,49881.0,23697.0,-1.0,729.0,347.0,15942.0,20000.0,7000.0,-1.0,3959.0,1790.0,23493.0,3063.0,79.0,44633.0,87522.0,69799.0,29.0,-1.0,-1,600.0,875.0,12476.0,82600.0,339.0,174.0,4645.0,-1,26.0,35295.0,3371.0,427.0,6000.0,23000.0,388.0,1480.0,10350.0,16000.0,6900.0,1200.0,7389.0,9503.0,-1.0,69.0,79.0,19745.0,192250.0,6000.0,20091.0,285000.0
2006,1750.0,2960.0,4569.0,-1.0,2039.0,60.0,1380.0,-1.0,51384.0,26476.0,-1.0,730.0,320.0,14632.0,20000.0,7000.0,-1.0,3900.0,1525.0,22255.0,2648.0,80.0,37830.0,77000.0,91927.0,49.0,-1.0,-1,800.0,870.0,12181.0,77000.0,407.0,190.0,6341.0,-1,27.0,26442.0,3481.0,450.0,7000.0,25000.0,352.0,1480.0,10000.0,16650.0,5800.0,1400.0,6639.0,11361.0,4701.0,95.0,80.0,16000.0,295510.0,7000.0,23269.0,290151.0
2007,1783.0,2993.0,4889.0,-1.0,2235.0,64.0,1794.0,803.0,41086.0,23225.0,-1.0,720.0,300.0,14912.0,15000.0,8246.0,-1.0,3806.0,1946.0,20413.0,2251.0,85.0,43363.0,67000.0,63883.0,26.0,-1.0,-1,600.0,880.0,12677.0,61606.0,465.0,178.0,6123.0,-1,27.0,25906.0,996.0,671.0,8000.0,22000.0,137.0,1640.0,10000.0,16000.0,4900.0,1500.0,5213.0,10565.0,4121.0,110.0,85.0,16500.0,262307.0,8000.0,17013.0,210152.0
