,Kenya,Belarus,Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Maldives,Liberia,Greece,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Mongolia,Yemen,Portugal,Australia & New Zealand,Yugoslav SFR,Mozambique,Guatemala,Algeria,Slovenia,United Arab Emirates,Senegal,Madagascar,Tajikistan,Latvia,Luxembourg,Guinea,Israel,Belgium,Turkmenistan,Switzerland,Sri Lanka,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Uzbekistan,Colombia,Libya,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Guinea-Bissau,Montenegro,Kazakhstan,South Africa,Hungary,France,Togo,Micronesia,Poland,"China, mainland",Russian Federation,Mali,Ukraine,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Benin,Denmark,Pakistan,Japan,Afghanistan,Iraq,The former Yugoslav Republic of Macedonia,Cyprus,Spain,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Czechoslovakia,Nigeria,Republic of Moldova,Czechia,Argentina,Cambodia,Kiribati,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Morocco,Ethiopia PDR,Republic of Korea,Mexico,USSR,Romania,Honduras,Jordan,Viet Nam,Tunisia,Côte d'Ivoire,Gambia,Albania,Slovakia,Solomon Islands,Italy,Australia,Thailand,Ghana,Angola,Turkey,Swaziland,Guam,Belgium-Luxembourg
1992,4135.0,14583.0,10352.0,-1.0,3592.0,36543.0,14167.0,1958.0,7721.0,38961.0,-1.0,3401.0,49731.0,8755.0,16145.0,6018.0,8599.0,5532.0,5435.0,-1.0,6818.0,6762.0,17256.0,-1.0,6378.0,48597.0,7169.0,73435.0,67692.0,4086.0,3962.0,9394.0,-1.0,-1.0,8453.0,11528.0,-1.0,8700.0,24429.0,3333.0,10574.0,28765.0,7914.0,28638.0,18286.0,-1.0,5035.0,54220.0,15116.0,-1.0,8212.0,3750.0,-1.0,-1.0,28784.0,13138.0,18238.0,8867.0,8949.0,37500.0,28638.0,8000.0,5911.0,29237.0,21338.0,12711.0,15002.0,17765.0,9961.0,-1.0,18750.0,35352.0,-1.0,1628.0,1611.0,-1.0,34830.0,9465.0,16071.0,13459.0,16903.0,3362.0,5488.0,-1.0,19486.0,24378.0,14420.0,14005.0,6378.0,11969.0,-1.0,23792.0,15238.0,6000.0,1959.0,17878.0,5872.0,6857.0,22911.0,19412.0,4570.0,11207.0,25938.0,12035.0,-1.0,83846.0,14129.0,37353.0,28935.0,2309.0,2658.0,-1.0,10263.0,-1.0,10000.0,13758.0,18596.0,11200.0,2937.0,3827.0,18308.0,-1.0,25333.0,22725.0
1993,4373.0,18876.0,10654.0,-1.0,3766.0,36661.0,17203.0,1473.0,7410.0,38750.0,11190.0,4040.0,50000.0,8794.0,15556.0,8246.0,8696.0,5521.0,5426.0,-1.0,6818.0,5798.0,18170.0,-1.0,5319.0,48598.0,9538.0,88400.0,68947.0,4291.0,3629.0,8882.0,-1.0,-1.0,8000.0,13435.0,-1.0,9579.0,23822.0,3061.0,9407.0,28571.0,9836.0,22205.0,17216.0,-1.0,5000.0,59700.0,15704.0,-1.0,10825.0,3530.0,-1.0,-1.0,29126.0,18369.0,14885.0,9089.0,8949.0,30000.0,22205.0,6250.0,6006.0,34653.0,21906.0,13183.0,14906.0,19512.0,9965.0,-1.0,18798.0,32227.0,-1.0,1627.0,1629.0,-1.0,34718.0,7878.0,15357.0,13491.0,17335.0,6711.0,5137.0,-1.0,12363.0,25456.0,15075.0,-1.0,6367.0,17935.0,19053.0,24374.0,14783.0,6000.0,2994.0,16712.0,6332.0,7018.0,22734.0,19706.0,3943.0,-1.0,26750.0,12656.0,-1.0,93090.0,14127.0,42704.0,26676.0,2414.0,3157.0,-1.0,10275.0,22125.0,10000.0,12577.0,18170.0,11231.0,2927.0,3929.0,13055.0,-1.0,25333.0,22725.0
1994,4607.0,19016.0,11412.0,-1.0,3989.0,42512.0,16338.0,2805.0,8639.0,38554.0,11282.0,3816.0,48000.0,8834.0,14108.0,9797.0,9048.0,5515.0,5421.0,-1.0,6989.0,5693.0,18630.0,-1.0,5111.0,48600.0,7312.0,141059.0,76053.0,3931.0,4047.0,8911.0,-1.0,-1.0,8458.0,13070.0,-1.0,10000.0,21788.0,2957.0,10003.0,28441.0,10081.0,23324.0,15643.0,-1.0,5032.0,63819.0,17161.0,-1.0,10127.0,3099.0,-1.0,-1.0,28846.0,15338.0,18347.0,8833.0,9311.0,25000.0,23324.0,4667.0,6101.0,31633.0,22053.0,12713.0,14719.0,17282.0,9968.0,-1.0,18818.0,27930.0,-1.0,1627.0,1611.0,-1.0,35249.0,9880.0,15446.0,13524.0,17925.0,2351.0,4611.0,-1.0,19255.0,27170.0,14141.0,-1.0,6345.0,15715.0,14632.0,24398.0,15346.0,6538.0,2985.0,18228.0,6370.0,7000.0,22567.0,20000.0,2606.0,-1.0,26956.0,11086.0,-1.0,78846.0,14127.0,34186.0,23474.0,2621.0,3076.0,-1.0,10287.0,21538.0,10000.0,14759.0,18630.0,11001.0,3556.0,3478.0,16666.0,-1.0,25333.0,22725.0
1995,6269.0,19939.0,11035.0,-1.0,4099.0,51511.0,15677.0,3256.0,10616.0,38824.0,11356.0,3970.0,50000.0,8873.0,14203.0,8869.0,10000.0,5556.0,5453.0,-1.0,6874.0,5227.0,17340.0,-1.0,6077.0,48503.0,7992.0,140529.0,76579.0,3636.0,3948.0,8850.0,-1.0,-1.0,8604.0,16399.0,-1.0,10238.0,21945.0,2604.0,10432.0,28425.0,10503.0,22897.0,15155.0,-1.0,5094.0,75365.0,17285.0,-1.0,10807.0,3223.0,-1.0,31667.0,28688.0,16236.0,16245.0,8824.0,9185.0,29832.0,22897.0,4722.0,5492.0,31645.0,19429.0,13258.0,14729.0,18016.0,9971.0,-1.0,18571.0,26953.0,-1.0,1627.0,1550.0,-1.0,36912.0,11429.0,15536.0,13592.0,18249.0,10080.0,3153.0,-1.0,12420.0,21131.0,12701.0,-1.0,6123.0,9416.0,14332.0,24421.0,15833.0,6396.0,3175.0,19444.0,5722.0,6977.0,22411.0,20294.0,3635.0,-1.0,26099.0,11812.0,-1.0,91224.0,14129.0,38538.0,21730.0,1769.0,3099.0,-1.0,10188.0,15526.0,10000.0,14660.0,17340.0,11266.0,3669.0,3760.0,14919.0,-1.0,25299.0,22726.0
1996,4175.0,19692.0,10536.0,-1.0,4300.0,21162.0,19749.0,3477.0,12523.0,38636.0,11338.0,3533.0,49298.0,8913.0,15313.0,7403.0,10000.0,5551.0,5445.0,-1.0,6874.0,5568.0,19146.0,-1.0,8868.0,49286.0,13323.0,204960.0,74474.0,4013.0,4109.0,8060.0,-1.0,-1.0,8751.0,16306.0,-1.0,10556.0,21092.0,2595.0,9002.0,28409.0,10902.0,22324.0,14387.0,-1.0,5049.0,88518.0,15288.0,9629.0,13388.0,3674.0,-1.0,31273.0,28571.0,13908.0,17374.0,8821.0,9066.0,25474.0,22324.0,5412.0,5357.0,29336.0,19188.0,15254.0,14489.0,18056.0,9974.0,-1.0,18850.0,27772.0,-1.0,1626.0,1578.0,-1.0,36861.0,10308.0,15625.0,13704.0,23907.0,4071.0,4395.0,-1.0,11043.0,22119.0,13739.0,-1.0,6073.0,9196.0,13963.0,24443.0,15627.0,6429.0,5172.0,18861.0,6728.0,7229.0,22272.0,20314.0,2913.0,-1.0,25752.0,11569.0,-1.0,148404.0,14134.0,37038.0,22190.0,2152.0,3580.0,-1.0,15368.0,13333.0,9992.0,14513.0,19146.0,10857.0,3120.0,4000.0,15261.0,-1.0,25300.0,22726.0
1997,3989.0,20149.0,10897.0,-1.0,4505.0,57286.0,15137.0,2590.0,11062.0,38889.0,11378.0,1844.0,50000.0,8952.0,15127.0,8229.0,9551.0,5575.0,5469.0,11111.0,6882.0,6516.0,21929.0,-1.0,7221.0,48760.0,7069.0,120824.0,110526.0,3578.0,4284.0,7424.0,-1.0,-1.0,8897.0,20328.0,-1.0,9143.0,20668.0,2270.0,8953.0,28367.0,12625.0,24622.0,15688.0,-1.0,5047.0,54692.0,16333.0,8044.0,12210.0,3859.0,-1.0,31321.0,28261.0,13284.0,20667.0,9412.0,9044.0,26740.0,24622.0,5247.0,5432.0,29760.0,19351.0,16019.0,14369.0,20315.0,9978.0,-1.0,18868.0,21960.0,-1.0,1705.0,1547.0,-1.0,36389.0,11625.0,15714.0,13878.0,21093.0,4325.0,6517.0,-1.0,15789.0,29479.0,13994.0,-1.0,5032.0,11632.0,14118.0,24472.0,15385.0,6454.0,5000.0,18277.0,6590.0,7491.0,22727.0,20357.0,4120.0,-1.0,25811.0,12000.0,-1.0,139654.0,14103.0,20085.0,21780.0,2662.0,3880.0,-1.0,17176.0,13158.0,9994.0,14781.0,21929.0,11428.0,4590.0,3929.0,14297.0,9722.0,25300.0,22726.0
1998,7598.0,20603.0,11496.0,-1.0,4661.0,55876.0,29011.0,1304.0,11785.0,38374.0,11416.0,2182.0,48571.0,8925.0,13198.0,8000.0,9683.0,5599.0,5492.0,16000.0,7222.0,6101.0,25883.0,-1.0,7954.0,49033.0,8169.0,239011.0,50732.0,3406.0,4108.0,8857.0,-1.0,-1.0,9009.0,13357.0,-1.0,11111.0,21203.0,3406.0,8807.0,28261.0,11818.0,26037.0,15745.0,-1.0,5043.0,47662.0,15284.0,7402.0,11908.0,4000.0,-1.0,28755.0,28000.0,12118.0,21480.0,10000.0,9095.0,24126.0,26037.0,7871.0,5058.0,24584.0,13607.0,13580.0,14255.0,18218.0,9980.0,-1.0,18882.0,33778.0,-1.0,1707.0,1701.0,-1.0,36553.0,9527.0,15714.0,13888.0,18202.0,4898.0,3948.0,-1.0,7793.0,22677.0,10023.0,-1.0,6097.0,20900.0,12225.0,24509.0,15714.0,6498.0,9672.0,19056.0,5532.0,7491.0,24270.0,20396.0,4013.0,-1.0,24536.0,13243.0,-1.0,135936.0,14110.0,21649.0,14973.0,3058.0,4831.0,-1.0,17442.0,13208.0,9996.0,15687.0,25883.0,10811.0,4247.0,4000.0,17077.0,9420.0,25294.0,22726.0
1999,6670.0,23053.0,14034.0,-1.0,4908.0,37372.0,25016.0,2872.0,12603.0,38497.0,11474.0,1860.0,48731.0,8944.0,17433.0,9419.0,9524.0,5674.0,5567.0,16265.0,6862.0,6888.0,28626.0,-1.0,8389.0,49527.0,9546.0,182234.0,92564.0,3024.0,4280.0,9444.0,-1.0,-1.0,9177.0,13453.0,-1.0,10417.0,26067.0,2453.0,10672.0,28543.0,10478.0,28461.0,16837.0,30000.0,5000.0,43425.0,15765.0,6867.0,13045.0,3850.0,-1.0,28618.0,28333.0,11792.0,24002.0,11538.0,9241.0,21192.0,28461.0,8000.0,4640.0,25459.0,25441.0,11140.0,14249.0,16251.0,9937.0,-1.0,18899.0,30227.0,-1.0,1727.0,1695.0,-1.0,36976.0,11152.0,17679.0,13852.0,20072.0,3641.0,5037.0,23333.0,10305.0,29670.0,13666.0,-1.0,17484.0,15130.0,15058.0,25053.0,16667.0,6667.0,9895.0,19928.0,6628.0,7229.0,25703.0,20429.0,6212.0,-1.0,24103.0,13334.0,-1.0,137145.0,14131.0,22643.0,11555.0,2768.0,3940.0,-1.0,17512.0,10526.0,10000.0,15711.0,28626.0,10896.0,3995.0,4000.0,16083.0,9450.0,25293.0,22727.0
2000,6475.0,20915.0,14028.0,-1.0,5114.0,38389.0,22435.0,2703.0,9288.0,38200.0,11667.0,1881.0,50000.0,8800.0,14508.0,9499.0,9500.0,5721.0,5612.0,15651.0,6824.0,8944.0,30725.0,-1.0,8390.0,49784.0,9754.0,322258.0,86585.0,3436.0,4094.0,9287.0,-1.0,21429.0,9000.0,17965.0,22727.0,8421.0,17680.0,1999.0,12218.0,41498.0,20228.0,31344.0,21025.0,29600.0,5032.0,35079.0,11863.0,7039.0,13581.0,3463.0,-1.0,29364.0,28788.0,10952.0,21921.0,10321.0,9119.0,22619.0,31344.0,6522.0,4883.0,30552.0,28160.0,10736.0,14016.0,17919.0,9970.0,-1.0,18941.0,30333.0,-1.0,1722.0,2185.0,-1.0,28347.0,10114.0,16378.0,13973.0,20187.0,5563.0,3956.0,22430.0,9932.0,27193.0,7900.0,-1.0,17987.0,17498.0,15035.0,24526.0,16250.0,6573.0,4556.0,18794.0,7693.0,7229.0,28470.0,20462.0,5036.0,-1.0,24543.0,12967.0,-1.0,146100.0,14156.0,34115.0,18509.0,2759.0,4060.0,-1.0,17115.0,10000.0,10000.0,14612.0,30725.0,14570.0,4168.0,3929.0,15429.0,9449.0,25278.0,-1.0
2001,6725.0,20992.0,15155.0,6429.0,5348.0,38344.0,19323.0,2445.0,6750.0,38684.0,11538.0,2182.0,41935.0,8984.0,16600.0,9632.0,9545.0,5691.0,5577.0,17222.0,6713.0,6923.0,31178.0,-1.0,8286.0,50281.0,9340.0,246452.0,48205.0,3715.0,4125.0,9980.0,-1.0,20254.0,10000.0,16066.0,22727.0,9474.0,17667.0,2252.0,12683.0,45783.0,13338.0,28321.0,23750.0,28846.0,5034.0,34457.0,15423.0,6690.0,14595.0,3886.0,-1.0,29525.0,29412.0,11555.0,20917.0,9000.0,8993.0,26264.0,28321.0,7600.0,5024.0,35341.0,26000.0,9118.0,15203.0,17592.0,10004.0,-1.0,18962.0,34889.0,-1.0,1715.0,2230.0,-1.0,29223.0,11197.0,16190.0,13833.0,12026.0,2098.0,4515.0,18659.0,12517.0,28895.0,11496.0,-1.0,18302.0,24465.0,13280.0,24527.0,15882.0,6563.0,3266.0,18248.0,6560.0,7222.0,28737.0,20492.0,7013.0,-1.0,24276.0,13974.0,-1.0,164433.0,11333.0,20796.0,19477.0,1480.0,7185.0,-1.0,17296.0,10526.0,10000.0,15324.0,31178.0,14930.0,3780.0,4216.0,17352.0,9444.0,25293.0,-1.0
2002,7784.0,20842.0,9888.0,6250.0,5608.0,38833.0,28551.0,2923.0,3308.0,37804.0,11429.0,2511.0,42308.0,9029.0,19418.0,9685.0,9583.0,5699.0,5581.0,17688.0,6648.0,9298.0,28303.0,-1.0,7720.0,51948.0,11648.0,317441.0,49189.0,3801.0,4117.0,8970.0,-1.0,20270.0,10000.0,40230.0,22727.0,9679.0,18261.0,2248.0,11989.0,45965.0,10677.0,32331.0,25965.0,28148.0,5038.0,34280.0,16517.0,7654.0,15030.0,4057.0,-1.0,27950.0,31507.0,10009.0,21666.0,9200.0,9080.0,25071.0,32331.0,12000.0,4364.0,38226.0,25310.0,8639.0,14583.0,17942.0,10037.0,-1.0,18987.0,32466.0,-1.0,1708.0,2279.0,-1.0,25612.0,11758.0,17931.0,13481.0,11617.0,5610.0,4929.0,17082.0,5530.0,33599.0,11278.0,-1.0,18828.0,35741.0,40360.0,24623.0,15556.0,6604.0,4312.0,17610.0,6409.0,7551.0,30429.0,20522.0,6557.0,-1.0,21280.0,14139.0,-1.0,180224.0,16679.0,50631.0,29377.0,886.0,4000.0,-1.0,17657.0,9589.0,10000.0,15923.0,28303.0,14925.0,4172.0,4336.0,16689.0,9722.0,25200.0,-1.0
2003,7560.0,20686.0,13524.0,6667.0,5974.0,38845.0,27513.0,3124.0,3958.0,38973.0,11563.0,2580.0,40741.0,9075.0,19475.0,9729.0,9434.0,5718.0,5600.0,21622.0,6584.0,8608.0,24246.0,-1.0,8509.0,51948.0,10850.0,309470.0,24897.0,3869.0,4176.0,9423.0,-1.0,18158.0,10000.0,26132.0,22727.0,10000.0,16672.0,2452.0,14147.0,45228.0,13529.0,34789.0,28156.0,27956.0,5045.0,40476.0,16079.0,7783.0,13589.0,4156.0,-1.0,26443.0,32000.0,9362.0,15563.0,10000.0,9346.0,21251.0,34789.0,13000.0,3998.0,54290.0,24583.0,8867.0,15000.0,19475.0,10067.0,-1.0,19043.0,32507.0,-1.0,1724.0,2367.0,-1.0,25034.0,9921.0,16328.0,13345.0,13054.0,1992.0,3810.0,15723.0,5990.0,31964.0,11306.0,-1.0,18921.0,45517.0,39010.0,24576.0,16167.0,6667.0,13222.0,16704.0,6633.0,7641.0,32426.0,20550.0,5330.0,-1.0,19207.0,15717.0,-1.0,249765.0,15769.0,43287.0,35221.0,2713.0,3352.0,-1.0,18316.0,9257.0,10004.0,13241.0,24246.0,14971.0,4723.0,4477.0,14935.0,9615.0,25335.0,-1.0
2004,7658.0,21082.0,14085.0,6667.0,6197.0,40825.0,19433.0,3171.0,3666.0,38512.0,11440.0,2912.0,40000.0,9123.0,23608.0,9533.0,9643.0,5756.0,5652.0,27442.0,6471.0,7410.0,25062.0,-1.0,7165.0,51948.0,7189.0,357515.0,21667.0,3916.0,4221.0,9401.0,-1.0,18421.0,10000.0,16973.0,22727.0,12872.0,18587.0,2708.0,5935.0,45253.0,13893.0,36046.0,29671.0,32365.0,5000.0,42358.0,17463.0,12833.0,13292.0,4221.0,-1.0,31572.0,33333.0,9096.0,17337.0,13750.0,9550.0,23117.0,36046.0,11364.0,4063.0,61876.0,24410.0,8521.0,14964.0,18492.0,10018.0,-1.0,19127.0,31880.0,-1.0,1679.0,2484.0,11667.0,24077.0,9877.0,12909.0,13747.0,12467.0,1809.0,2107.0,15360.0,5539.0,33802.0,6497.0,-1.0,19014.0,49980.0,49760.0,24615.0,16667.0,6765.0,8580.0,16654.0,7020.0,7790.0,34708.0,20588.0,4876.0,-1.0,20981.0,15735.0,-1.0,83445.0,14865.0,42784.0,39508.0,2590.0,3847.0,-1.0,18140.0,11136.0,10000.0,17368.0,25062.0,14331.0,4990.0,4629.0,10676.0,9600.0,25333.0,-1.0
2005,7772.0,21088.0,12413.0,7051.0,6426.0,40911.0,34756.0,2657.0,6354.0,38602.0,11692.0,2921.0,42857.0,9175.0,24186.0,10098.0,9492.0,5686.0,5583.0,23893.0,6414.0,5797.0,26246.0,-1.0,8695.0,51948.0,8219.0,151411.0,20000.0,3991.0,4247.0,9371.0,-1.0,18421.0,11273.0,33431.0,22696.0,12132.0,18538.0,2720.0,18629.0,44858.0,15846.0,39385.0,29649.0,28857.0,5050.0,42642.0,16350.0,13563.0,13230.0,4178.0,-1.0,29665.0,33750.0,7521.0,17138.0,14660.0,9538.0,18537.0,39385.0,7333.0,4109.0,62247.0,23208.0,10291.0,15185.0,18382.0,9975.0,-1.0,19221.0,32030.0,-1.0,1663.0,2782.0,11667.0,24441.0,9160.0,14438.0,13754.0,11586.0,2216.0,3998.0,19868.0,4000.0,30772.0,8284.0,-1.0,19231.0,33447.0,49030.0,24640.0,16316.0,6698.0,7723.0,17565.0,6770.0,7943.0,25370.0,20570.0,5544.0,-1.0,22295.0,15268.0,-1.0,228587.0,13943.0,49813.0,42505.0,1993.0,3829.0,-1.0,18889.0,11970.0,10000.0,14908.0,26246.0,15765.0,5080.0,4974.0,14924.0,9995.0,25395.0,-1.0
2006,7985.0,19667.0,12289.0,7500.0,6652.0,39740.0,22872.0,3877.0,3313.0,38684.0,11394.0,3244.0,51282.0,9231.0,24723.0,9817.0,9500.0,5720.0,5600.0,25909.0,6380.0,6807.0,22624.0,-1.0,8376.0,53763.0,9076.0,217836.0,20526.0,4056.0,4158.0,9848.0,-1.0,18421.0,10833.0,33043.0,22661.0,10000.0,19063.0,3414.0,17975.0,48043.0,12742.0,38135.0,32694.0,27727.0,5098.0,42401.0,15805.0,11938.0,21653.0,4481.0,17800.0,34681.0,33549.0,15596.0,20766.0,15556.0,9759.0,10908.0,38135.0,3803.0,4092.0,48041.0,24000.0,8908.0,14143.0,-1.0,10016.0,16965.0,19328.0,32180.0,-1.0,1646.0,2637.0,11667.0,24726.0,9914.0,16093.0,13623.0,11440.0,1645.0,5911.0,15344.0,3626.0,33777.0,9773.0,-1.0,19879.0,28650.0,66764.0,26490.0,16842.0,6857.0,7978.0,17353.0,7018.0,8110.0,27480.0,20570.0,6307.0,-1.0,21147.0,14731.0,-1.0,228538.0,14615.0,65500.0,39214.0,2745.0,3843.0,-1.0,19556.0,10288.0,10000.0,17618.0,22624.0,15097.0,5284.0,5185.0,17724.0,9375.0,25385.0,-1.0
2007,9122.0,20181.0,12502.0,7882.0,6713.0,39650.0,18448.0,2388.0,2793.0,39136.0,11339.0,3190.0,52500.0,9231.0,22607.0,11090.0,9633.0,5720.0,5600.0,24244.0,6000.0,5963.0,23931.0,-1.0,8266.0,54000.0,8342.0,184680.0,21250.0,4153.0,4195.0,9328.0,25000.0,16447.0,10484.0,30479.0,22609.0,10000.0,18240.0,3221.0,16357.0,50470.0,14492.0,40916.0,29009.0,29472.0,5146.0,43864.0,15730.0,10684.0,18872.0,4658.0,16450.0,28079.0,33721.0,11056.0,17038.0,14000.0,9773.0,4508.0,40916.0,9294.0,4292.0,57763.0,24155.0,8502.0,13077.0,-1.0,10122.0,16549.0,18571.0,32330.0,33024.0,1737.0,2431.0,8333.0,24498.0,9609.0,25507.0,13000.0,11191.0,1756.0,3830.0,15438.0,2502.0,40532.0,15044.0,-1.0,20003.0,25532.0,67871.0,24684.0,16842.0,6757.0,10459.0,17133.0,7380.0,7297.0,28346.0,20575.0,6376.0,-1.0,20807.0,15377.0,-1.0,120302.0,14527.0,42843.0,41020.0,2690.0,3870.0,-1.0,21429.0,9075.0,10000.0,16783.0,23931.0,14820.0,4734.0,5358.0,14396.0,10475.0,25714.0,-1.0
2008,10141.0,21833.0,9720.0,7778.0,6940.0,39837.0,18200.0,3707.0,7547.0,39391.0,11199.0,3375.0,48780.0,9434.0,15685.0,11729.0,9701.0,5631.0,5500.0,23786.0,6000.0,5575.0,21839.0,-1.0,8333.0,54545.0,9933.0,175462.0,14697.0,4212.0,4323.0,9174.0,25000.0,16447.0,10566.0,28632.0,20717.0,8515.0,18191.0,3169.0,14433.0,52784.0,14606.0,41340.0,26899.0,29824.0,5192.0,44786.0,15648.0,14354.0,19733.0,5163.0,17333.0,31026.0,33450.0,14646.0,17180.0,14000.0,9662.0,6864.0,41340.0,12200.0,4716.0,55215.0,24441.0,8294.0,13133.0,-1.0,10257.0,15253.0,19642.0,32479.0,30581.0,1739.0,1925.0,7169.0,25265.0,11244.0,31101.0,13934.0,10472.0,1742.0,3843.0,15417.0,3880.0,44005.0,25380.0,-1.0,20983.0,32387.0,71707.0,24585.0,16500.0,6711.0,10209.0,18041.0,7810.0,8662.0,29431.0,20585.0,6719.0,-1.0,20538.0,14783.0,-1.0,186434.0,14544.0,30995.0,38217.0,2673.0,4081.0,16500.0,23171.0,10101.0,10000.0,16412.0,21839.0,14531.0,3847.0,5628.0,20193.0,11080.0,25632.0,-1.0
2009,11138.0,22217.0,10162.0,7500.0,6494.0,39919.0,20540.0,3472.0,2531.0,40201.0,11114.0,3168.0,48421.0,9630.0,22980.0,12281.0,9629.0,5728.0,5600.0,22178.0,6326.0,6078.0,27065.0,-1.0,8312.0,54862.0,12055.0,172439.0,14327.0,4570.0,4379.0,9172.0,25000.0,20000.0,10920.0,29921.0,22523.0,7817.0,17392.0,3100.0,15221.0,48677.0,14277.0,41787.0,27050.0,29955.0,5524.0,49247.0,15476.0,14898.0,19381.0,5642.0,17416.0,35766.0,33356.0,12947.0,18177.0,14000.0,9735.0,6910.0,41787.0,15016.0,4414.0,61523.0,25416.0,8302.0,15110.0,-1.0,9890.0,15733.0,19867.0,32629.0,27829.0,1500.0,1959.0,9477.0,25486.0,9819.0,34241.0,14104.0,10011.0,1346.0,5162.0,15473.0,4675.0,37234.0,26890.0,-1.0,22233.0,23556.0,76237.0,24488.0,16551.0,6711.0,10194.0,17413.0,7913.0,9033.0,130690.0,20595.0,9025.0,-1.0,20272.0,17778.0,-1.0,249675.0,14551.0,26146.0,34067.0,2695.0,4202.0,16522.0,22321.0,8792.0,10000.0,15685.0,27065.0,14249.0,4179.0,5886.0,14448.0,11599.0,25594.0,-1.0
2010,11380.0,21579.0,17323.0,7200.0,6818.0,46683.0,15823.0,1996.0,3801.0,40307.0,11030.0,2589.0,48583.0,9600.0,22263.0,12726.0,9631.0,5825.0,5700.0,23130.0,6250.0,5417.0,24996.0,-1.0,8778.0,55138.0,14330.0,149361.0,13291.0,4947.0,4427.0,8906.0,25000.0,20000.0,10164.0,40876.0,22450.0,7000.0,17161.0,3069.0,14502.0,53281.0,14099.0,40927.0,26107.0,30040.0,5566.0,46420.0,16476.0,14395.0,19296.0,5298.0,18575.0,27229.0,33000.0,12347.0,16555.0,14000.0,9164.0,3760.0,40927.0,14734.0,4220.0,61370.0,24551.0,8138.0,16004.0,-1.0,10024.0,16476.0,20104.0,32779.0,28289.0,1394.0,3007.0,9574.0,22139.0,10829.0,42336.0,14334.0,9474.0,2094.0,4584.0,24340.0,3100.0,42116.0,26124.0,-1.0,23026.0,24522.0,84869.0,20824.0,16615.0,6250.0,10194.0,17624.0,6825.0,9419.0,225065.0,20605.0,6643.0,-1.0,19919.0,14433.0,-1.0,229806.0,14563.0,49309.0,36404.0,2693.0,4111.0,16000.0,23677.0,5620.0,10000.0,15582.0,24996.0,14502.0,4524.0,6250.0,16416.0,12124.0,25661.0,-1.0
2011,12234.0,23434.0,10740.0,8667.0,9396.0,46069.0,20804.0,3651.0,3519.0,35175.0,10951.0,2624.0,48837.0,9556.0,23322.0,12687.0,9633.0,5777.0,5650.0,24696.0,6304.0,4958.0,21928.0,-1.0,8057.0,55618.0,5627.0,126715.0,13060.0,5263.0,4428.0,9219.0,25000.0,20000.0,11018.0,48053.0,22403.0,8000.0,16800.0,2984.0,15569.0,59949.0,14098.0,41293.0,34912.0,29387.0,5660.0,45383.0,16425.0,14949.0,21066.0,5151.0,17376.0,26532.0,33962.0,8533.0,16911.0,14255.0,9509.0,4665.0,41293.0,17233.0,4759.0,79877.0,24393.0,8469.0,17500.0,-1.0,10345.0,15959.0,20350.0,32928.0,29673.0,1281.0,3502.0,9318.0,20839.0,8925.0,40778.0,14529.0,8952.0,1830.0,4495.0,12029.0,4498.0,47041.0,19264.0,-1.0,23805.0,27808.0,91950.0,24387.0,16654.0,6478.0,10374.0,17809.0,7222.0,9819.0,319061.0,20615.0,7005.0,-1.0,19089.0,16390.0,-1.0,242292.0,14574.0,63532.0,37145.0,2827.0,3985.0,21706.0,23312.0,2596.0,10000.0,17233.0,21928.0,14412.0,4139.0,6456.0,13663.0,12662.0,25704.0,-1.0
2012,14573.0,25789.0,4246.0,8667.0,8459.0,45454.0,11702.0,1678.0,4452.0,47826.0,10574.0,2618.0,48837.0,9609.0,25416.0,15200.0,9634.0,5759.0,5627.0,24400.0,6383.0,4929.0,26014.0,-1.0,8091.0,56042.0,8698.0,163328.0,12828.0,5205.0,4532.0,9091.0,25000.0,20000.0,11731.0,53240.0,22356.0,8780.0,16844.0,2864.0,13702.0,60617.0,13633.0,41275.0,33919.0,22559.0,5818.0,48760.0,15481.0,15492.0,21411.0,5224.0,16625.0,25826.0,34135.0,7344.0,17699.0,14316.0,9725.0,8447.0,41275.0,20355.0,4789.0,67830.0,25630.0,8532.0,17600.0,-1.0,11106.0,10481.0,22222.0,33078.0,30980.0,933.0,3251.0,9062.0,22288.0,9952.0,41452.0,16365.0,8596.0,1250.0,4525.0,24245.0,9508.0,43957.0,19317.0,-1.0,22838.0,17638.0,97925.0,25865.0,16579.0,6659.0,6043.0,17586.0,7571.0,10231.0,477383.0,20625.0,6918.0,-1.0,17447.0,17429.0,-1.0,193472.0,14286.0,42736.0,38763.0,3228.0,3980.0,16970.0,23720.0,714.0,10001.0,15634.0,26277.0,14824.0,4919.0,7143.0,18066.0,15244.0,25747.0,-1.0
