,Cuba,Puerto Rico,United States of America,South Africa,Haiti,Micronesia (Federated States of),Israel,Australia & New Zealand,Australia,Panama,Madagascar,Swaziland,French Guiana,Philippines,Samoa,Ethiopia,Kenya,Guyana,Costa Rica,Senegal,Lebanon,Portugal,Tunisia,China,Paraguay,Polynesia,Morocco,El Salvador,Chile,Honduras,Argentina,Colombia,Spain,Central African Republic,Bahamas,Saint Lucia,Jamaica,Ecuador,Réunion,Indonesia,Seychelles,Turkey,Dominica,Trinidad and Tobago,Grenada,Greece,Mauritius,France,Timor-Leste,Democratic Republic of the Congo,New Zealand,Micronesia,Zimbabwe,Congo,Barbados,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Occupied Palestinian Territory,Peru,Ghana,Mexico,Cook Islands,"China, mainland",French Polynesia,Guadeloupe,Sri Lanka,Cyprus,Guam,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Rwanda,Bosnia and Herzegovina,Cameroon,Guatemala
1971,550.0,1050.0,9910.0,2000.0,-1.0,,1150.0,0.0,-1.0,-1.0,160.0,-1.0,150.0,5000.0,67.0,,1100.0,-1.0,2600.0,,-1.0,-1.0,-1.0,-1.0,-1.0,147.0,125.0,2400.0,3800.0,1007.0,-1.0,1560.0,54.0,230.0,-1.0,-1.0,-1.0,2028.0,-1.0,4000.0,-1.0,,-1.0,-1.0,-1.0,,,,-1.0,2700.0,,,-1.0,900.0,-1.0,,-1.0,16208.0,370.0,-1.0,10888.0,1000.0,23797.0,80.0,-1.0,,,,68.0,,10337.0,1500.0,-1.0,,7500.0,1900.0
1972,730.0,980.0,10200.0,2000.0,-1.0,,1250.0,0.0,-1.0,-1.0,500.0,-1.0,150.0,5350.0,71.0,,1100.0,-1.0,2700.0,,-1.0,-1.0,-1.0,-1.0,-1.0,151.0,125.0,2400.0,4000.0,1000.0,-1.0,1580.0,108.0,220.0,-1.0,-1.0,-1.0,3167.0,-1.0,6000.0,-1.0,,-1.0,-1.0,-1.0,,,,-1.0,2700.0,,,-1.0,900.0,-1.0,,-1.0,16245.0,400.0,-1.0,10745.0,1000.0,26864.0,80.0,-1.0,,,,69.0,,10400.0,1500.0,-1.0,,8000.0,2000.0
1973,740.0,1030.0,10840.0,2500.0,-1.0,,1330.0,0.0,-1.0,-1.0,545.0,-1.0,150.0,5530.0,75.0,,1200.0,-1.0,3000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,165.0,125.0,2500.0,4490.0,1000.0,-1.0,1580.0,150.0,200.0,-1.0,-1.0,-1.0,3011.0,-1.0,7000.0,-1.0,,-1.0,-1.0,-1.0,,,,-1.0,2800.0,,,-1.0,900.0,-1.0,,-1.0,16652.0,400.0,-1.0,10827.0,1000.0,31324.0,90.0,-1.0,,,,70.0,,10485.0,1600.0,-1.0,,8000.0,2000.0
1974,840.0,870.0,12140.0,2800.0,-1.0,,1450.0,32.0,-1.0,-1.0,1460.0,-1.0,150.0,5300.0,78.0,,1200.0,-1.0,3000.0,,-1.0,-1.0,-1.0,-1.0,-1.0,148.0,125.0,2600.0,4500.0,1000.0,-1.0,1600.0,200.0,200.0,-1.0,-1.0,-1.0,5248.0,-1.0,7800.0,-1.0,,-1.0,-1.0,-1.0,,,35.0,-1.0,2900.0,32.0,,-1.0,800.0,-1.0,,-1.0,17474.0,440.0,-1.0,10825.0,1000.0,33555.0,70.0,-1.0,,,,63.0,,10129.0,1600.0,-1.0,,8000.0,2000.0
1975,1086.0,1050.0,13310.0,3000.0,-1.0,,1600.0,20.0,-1.0,-1.0,1870.0,-1.0,150.0,5210.0,70.0,,1200.0,-1.0,3100.0,,-1.0,-1.0,-1.0,-1.0,-1.0,170.0,125.0,2700.0,4437.0,1000.0,-1.0,1625.0,300.0,170.0,-1.0,-1.0,-1.0,4889.0,-1.0,7500.0,-1.0,,-1.0,-1.0,-1.0,,,35.0,-1.0,3000.0,20.0,,-1.0,800.0,-1.0,,-1.0,18870.0,530.0,-1.0,9635.0,1000.0,37453.0,100.0,-1.0,,,,64.0,,10923.0,1600.0,-1.0,,8000.0,2000.0
1976,850.0,1050.0,15460.0,3300.0,-1.0,,2170.0,52.0,-1.0,-1.0,1940.0,-1.0,144.0,4590.0,81.0,,1200.0,-1.0,3200.0,,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,125.0,2800.0,4900.0,1100.0,-1.0,1800.0,450.0,200.0,-1.0,-1.0,-1.0,4635.0,-1.0,11000.0,-1.0,,-1.0,-1.0,-1.0,,,35.0,-1.0,3000.0,52.0,,-1.0,900.0,-1.0,,-1.0,18014.0,530.0,-1.0,9794.0,1000.0,36942.0,80.0,-1.0,,,,65.0,,10114.0,1650.0,-1.0,,8000.0,2000.0
1977,780.0,920.0,18010.0,3500.0,-1.0,,2540.0,113.0,-1.0,-1.0,4235.0,-1.0,140.0,5190.0,81.0,,1200.0,-1.0,3300.0,,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,125.0,3000.0,4937.0,1100.0,-1.0,1800.0,580.0,200.0,-1.0,-1.0,-1.0,2664.0,-1.0,15315.0,-1.0,,-1.0,-1.0,-1.0,,,15.0,-1.0,3100.0,113.0,,-1.0,850.0,-1.0,,-1.0,19609.0,530.0,-1.0,9580.0,1000.0,45243.0,80.0,-1.0,,,,66.0,,10700.0,1650.0,-1.0,,8200.0,2200.0
1978,980.0,980.0,20720.0,3500.0,-1.0,,2970.0,126.0,-1.0,-1.0,4865.0,-1.0,100.0,5350.0,81.0,,1250.0,-1.0,3300.0,,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,125.0,3100.0,5850.0,1150.0,-1.0,1750.0,628.0,200.0,-1.0,-1.0,-1.0,2709.0,-1.0,13958.0,-1.0,,-1.0,-1.0,-1.0,,,20.0,-1.0,3400.0,126.0,,-1.0,850.0,-1.0,,-1.0,18334.0,370.0,-1.0,9593.0,1000.0,51450.0,80.0,-1.0,,,,67.0,,9890.0,1650.0,-1.0,,8400.0,2250.0
1979,570.0,1000.0,24040.0,4000.0,-1.0,,3560.0,153.0,-1.0,-1.0,1805.0,-1.0,90.0,5500.0,81.0,,1400.0,-1.0,3400.0,,-1.0,-1.0,-1.0,-1.0,-1.0,161.0,125.0,3100.0,5400.0,1200.0,-1.0,1680.0,850.0,220.0,-1.0,-1.0,-1.0,2729.0,-1.0,9098.0,-1.0,,-1.0,-1.0,-1.0,,,,-1.0,5000.0,153.0,,-1.0,850.0,-1.0,,-1.0,18809.0,590.0,-1.0,9575.0,1000.0,48861.0,80.0,-1.0,,,,67.0,,9980.0,1750.0,-1.0,,8600.0,2000.0
1980,570.0,900.0,27150.0,4000.0,-1.0,,4100.0,209.0,-1.0,-1.0,1825.0,-1.0,90.0,5540.0,81.0,,1400.0,-1.0,3500.0,,-1.0,-1.0,-1.0,-1.0,-1.0,151.0,125.0,3100.0,6180.0,1200.0,-1.0,1570.0,910.0,230.0,-1.0,-1.0,-1.0,2825.0,-1.0,10600.0,-1.0,,-1.0,-1.0,-1.0,,,,-1.0,5100.0,209.0,,-1.0,850.0,-1.0,,-1.0,18966.0,590.0,-1.0,7718.0,1000.0,54498.0,70.0,-1.0,,,,70.0,,10292.0,1830.0,-1.0,,8800.0,2500.0
1981,400.0,900.0,29540.0,4000.0,-1.0,,5010.0,321.0,-1.0,-1.0,1840.0,-1.0,60.0,5560.0,84.0,,1400.0,-1.0,3600.0,,-1.0,-1.0,-1.0,-1.0,-1.0,154.0,125.0,3200.0,6460.0,1200.0,-1.0,1730.0,1500.0,250.0,-1.0,-1.0,-1.0,2892.0,-1.0,15259.0,-1.0,,-1.0,-1.0,-1.0,150.0,,,-1.0,5300.0,321.0,,-1.0,700.0,-1.0,,-1.0,21016.0,580.0,-1.0,7656.0,1000.0,55640.0,70.0,-1.0,,,,74.0,,10512.0,1830.0,-1.0,,9000.0,2600.0
1982,650.0,1020.0,31560.0,4000.0,-1.0,,6300.0,520.0,-1.0,-1.0,1885.0,-1.0,40.0,5620.0,86.0,,1400.0,-1.0,3700.0,,-1.0,-1.0,-1.0,-1.0,-1.0,156.0,125.0,3300.0,6800.0,1200.0,-1.0,1647.0,2000.0,250.0,-1.0,-1.0,-1.0,2945.0,-1.0,17000.0,-1.0,,-1.0,-1.0,-1.0,150.0,,,-1.0,5400.0,520.0,,-1.0,700.0,-1.0,,-1.0,21140.0,605.0,-1.0,7958.0,1100.0,55796.0,70.0,-1.0,,,,87.0,,10569.0,1830.0,-1.0,,9200.0,2300.0
1983,680.0,1020.0,33590.0,4000.0,-1.0,,7300.0,992.0,-1.0,-1.0,1895.0,-1.0,40.0,5470.0,88.0,,1500.0,-1.0,3750.0,,-1.0,-1.0,-1.0,-1.0,-1.0,158.0,125.0,3350.0,7100.0,1250.0,-1.0,1727.0,2500.0,250.0,-1.0,-1.0,-1.0,2954.0,-1.0,15495.0,-1.0,,-1.0,-1.0,-1.0,150.0,,,-1.0,5600.0,992.0,,-1.0,750.0,-1.0,,-1.0,21653.0,610.0,-1.0,7640.0,1000.0,57480.0,70.0,-1.0,,,,107.0,,10670.0,1890.0,-1.0,,9300.0,2330.0
1984,600.0,1020.0,33990.0,4000.0,-1.0,,8190.0,1062.0,-1.0,-1.0,1910.0,-1.0,41.0,5160.0,90.0,,1500.0,-1.0,3800.0,,-1.0,-1.0,-1.0,-1.0,-1.0,160.0,125.0,3400.0,7400.0,1250.0,-1.0,1773.0,3016.0,260.0,-1.0,-1.0,-1.0,3275.0,-1.0,16897.0,-1.0,,-1.0,-1.0,-1.0,150.0,,,-1.0,5700.0,1062.0,,-1.0,750.0,-1.0,,-1.0,22155.0,655.0,-1.0,7874.0,1100.0,56869.0,70.0,-1.0,,,,114.0,,9933.0,1890.0,-1.0,,9400.0,2400.0
1985,700.0,1020.0,34480.0,4300.0,8600.0,,9070.0,3917.0,2700.0,590.0,2100.0,-1.0,41.0,5110.0,70.0,,1500.0,80.0,3800.0,,-1.0,-1.0,-1.0,-1.0,2650.0,140.0,250.0,3400.0,7605.0,1300.0,450.0,2800.0,3795.0,260.0,-1.0,105.0,530.0,3394.0,100.0,20030.0,-1.0,,90.0,55.0,230.0,170.0,,,-1.0,5800.0,1217.0,,-1.0,700.0,95.0,600.0,16000.0,19562.0,682.0,-1.0,6823.0,1150.0,73015.0,70.0,-1.0,,30.0,,134.0,,9640.0,2150.0,-1.0,,9500.0,2550.0
1986,750.0,1050.0,34920.0,5300.0,8600.0,,9450.0,4225.0,3000.0,590.0,2200.0,-1.0,35.0,5110.0,50.0,,1500.0,80.0,3800.0,,-1.0,-1.0,-1.0,-1.0,2650.0,130.0,300.0,3500.0,7705.0,1340.0,450.0,4500.0,4125.0,280.0,-1.0,105.0,530.0,3465.0,100.0,16500.0,-1.0,,90.0,55.0,230.0,127.0,,,-1.0,5600.0,1225.0,,-1.0,700.0,95.0,492.0,16000.0,18313.0,743.0,-1.0,7265.0,1300.0,66362.0,80.0,-1.0,,30.0,,134.0,,9780.0,2150.0,-1.0,,9700.0,2550.0
1987,750.0,1050.0,34840.0,5400.0,8600.0,,9760.0,4236.0,3000.0,590.0,2300.0,-1.0,35.0,4980.0,30.0,,1600.0,80.0,3800.0,,-1.0,-1.0,-1.0,-1.0,2650.0,113.0,350.0,3500.0,7840.0,1200.0,495.0,4900.0,4274.0,340.0,-1.0,105.0,530.0,3200.0,30.0,14700.0,-1.0,,90.0,55.0,230.0,151.0,,,-1.0,5800.0,1236.0,,-1.0,700.0,95.0,427.0,16000.0,17902.0,809.0,-1.0,7674.0,1300.0,61211.0,80.0,-1.0,3.0,28.0,,134.0,,9845.0,2500.0,-1.0,,9700.0,2600.0
1988,750.0,1080.0,34960.0,5400.0,8600.0,,9420.0,4396.0,3100.0,590.0,2300.0,-1.0,28.0,5010.0,20.0,,1600.0,80.0,3800.0,,-1.0,-1.0,-1.0,-1.0,2550.0,103.0,400.0,3600.0,7900.0,1000.0,495.0,7500.0,5335.0,400.0,-1.0,90.0,530.0,3710.0,30.0,20362.0,-1.0,25.0,90.0,55.0,230.0,254.0,,100.0,-1.0,5800.0,1296.0,,-1.0,700.0,95.0,380.0,16000.0,17559.0,815.0,-1.0,7650.0,1300.0,78084.0,80.0,-1.0,3.0,30.0,,134.0,,10247.0,3000.0,-1.0,,9800.0,2000.0
1989,750.0,1050.0,34760.0,6000.0,8600.0,,9250.0,4414.0,3100.0,590.0,2400.0,-1.0,25.0,5000.0,12.0,,1600.0,80.0,3900.0,,-1.0,-1.0,-1.0,-1.0,2550.0,97.0,450.0,3700.0,7945.0,900.0,495.0,8000.0,6010.0,520.0,-1.0,80.0,530.0,3390.0,30.0,21709.0,-1.0,25.0,180.0,55.0,230.0,306.0,,70.0,-1.0,5900.0,1314.0,,-1.0,700.0,95.0,300.0,16000.0,17408.0,820.0,-1.0,7540.0,1300.0,56831.0,80.0,-1.0,5.0,27.0,,134.0,,10849.0,3600.0,-1.0,,9900.0,2700.0
1990,736.0,1030.0,33790.0,6010.0,8442.0,,8466.0,4254.0,2900.0,690.0,2500.0,-1.0,27.0,4986.0,15.0,,1559.0,95.0,4100.0,,-1.0,11200.0,-1.0,-1.0,2574.0,78.0,500.0,3800.0,8190.0,800.0,444.0,7307.0,6530.0,560.0,-1.0,79.0,536.0,3100.0,41.0,23830.0,-1.0,27.0,177.0,54.0,225.0,267.0,-1.0,70.0,-1.0,5300.0,1354.0,,110.0,714.0,95.0,295.0,1104.0,17385.0,820.0,-1.0,7524.0,920.0,77365.0,58.0,-1.0,5.0,26.0,0.0,140.0,,11024.0,3198.0,-1.0,,10000.0,2580.0
1991,766.0,1104.0,33350.0,7000.0,8084.0,,7991.0,4300.0,3000.0,693.0,2500.0,-1.0,14.0,3181.0,20.0,,1817.0,97.0,4175.0,-1.0,-1.0,11200.0,-1.0,-1.0,2608.0,95.0,550.0,3900.0,8565.0,800.0,503.0,7930.0,7000.0,580.0,-1.0,70.0,468.0,3380.0,28.0,26879.0,-1.0,14.0,181.0,42.0,245.0,357.0,-1.0,65.0,-1.0,6500.0,1300.0,,110.0,750.0,95.0,240.0,1012.0,15402.0,825.0,-1.0,7710.0,1299.0,82926.0,70.0,-1.0,5.0,17.0,295.0,150.0,,11443.0,4221.0,-1.0,,9994.0,2600.0
1992,786.0,1020.0,32990.0,5600.0,7300.0,,8324.0,4508.0,3200.0,696.0,2600.0,-1.0,28.0,3580.0,30.0,,1626.0,92.0,4200.0,-1.0,-1.0,10700.0,-1.0,2000.0,2500.0,94.0,600.0,4000.0,9600.0,800.0,520.0,7950.0,7200.0,610.0,-1.0,65.0,470.0,3180.0,28.0,27740.0,-1.0,20.0,190.0,42.0,230.0,426.0,-1.0,65.0,-1.0,5400.0,1308.0,,113.0,732.0,95.0,170.0,1494.0,15277.0,845.0,-1.0,7828.0,1316.0,87508.0,60.0,2000.0,4.0,16.0,305.0,150.0,,11265.0,4526.0,-1.0,-1.0,10332.0,2650.0
1993,699.0,1050.0,29520.0,5300.0,7455.0,,7320.0,4454.0,3194.0,700.0,2700.0,-1.0,43.0,4005.0,30.0,-1.0,2434.0,88.0,4300.0,-1.0,-1.0,10600.0,-1.0,2000.0,2487.0,78.0,650.0,4000.0,10200.0,249.0,530.0,8000.0,7600.0,660.0,-1.0,60.0,539.0,3560.0,26.0,19185.0,-1.0,27.0,200.0,40.0,214.0,460.0,-1.0,60.0,90.0,5279.0,1260.0,-1.0,116.0,726.0,95.0,140.0,1667.0,15112.0,858.0,-1.0,8159.0,1332.0,82792.0,43.0,2000.0,5.0,18.0,315.0,150.0,-1.0,11030.0,4500.0,-1.0,-1.0,10500.0,2730.0
1994,750.0,900.0,27200.0,9000.0,7417.0,,7110.0,4875.0,3500.0,704.0,2449.0,-1.0,61.0,4243.0,30.0,-1.0,2852.0,76.0,4400.0,-1.0,-1.0,10200.0,-1.0,4000.0,2517.0,66.0,750.0,4100.0,11585.0,250.0,540.0,8661.0,7570.0,691.0,-1.0,48.0,496.0,3380.0,25.0,14856.0,-1.0,36.0,130.0,55.0,222.0,400.0,-1.0,50.0,95.0,5400.0,1375.0,-1.0,119.0,700.0,95.0,140.0,2518.0,14933.0,870.0,-1.0,6368.0,1341.0,89747.0,30.0,4000.0,6.0,18.0,325.0,100.0,-1.0,12455.0,4647.0,-1.0,-1.0,11000.0,2730.0
1995,750.0,800.0,27160.0,8700.0,7486.0,-1.0,7495.0,5488.0,3900.0,710.0,2559.0,-1.0,67.0,4586.0,30.0,-1.0,1988.0,85.0,4500.0,-1.0,-1.0,10000.0,-1.0,4000.0,2300.0,61.0,850.0,4100.0,12990.0,250.0,553.0,9839.0,7940.0,699.0,-1.0,40.0,492.0,3760.0,25.0,19377.0,1.0,38.0,100.0,52.0,228.0,400.0,-1.0,40.0,153.0,4600.0,1588.0,-1.0,123.0,718.0,95.0,130.0,5907.0,13441.0,870.0,-1.0,6115.0,1343.0,89705.0,24.0,4000.0,7.0,18.0,335.0,110.0,-1.0,12321.0,4750.0,-1.0,-1.0,11250.0,2800.0
1996,750.0,700.0,26630.0,7000.0,7532.0,,6610.0,5673.0,4100.0,720.0,2675.0,-1.0,67.0,4849.0,30.0,-1.0,2585.0,70.0,4575.0,-1.0,-1.0,10530.0,-1.0,5000.0,2100.0,60.0,950.0,4150.0,15050.0,250.0,533.0,9500.0,7500.0,690.0,-1.0,79.0,487.0,4187.0,25.0,19041.0,1.0,41.0,130.0,55.0,232.0,400.0,-1.0,35.0,188.0,3985.0,1573.0,-1.0,127.0,722.0,95.0,105.0,7052.0,13318.0,890.0,-1.0,7168.0,1368.0,89931.0,23.0,5000.0,7.0,19.0,346.0,110.0,-1.0,10785.0,4715.0,-1.0,-1.0,11500.0,2940.0
1997,750.0,677.0,26730.0,6000.0,8005.0,,6230.0,6300.0,5000.0,716.0,2800.0,48.0,67.0,4951.0,30.0,-1.0,2745.0,80.0,4611.0,-1.0,-1.0,11173.0,-1.0,5000.0,1900.0,62.0,1100.0,4200.0,17047.0,250.0,524.0,11000.0,8386.0,670.0,-1.0,66.0,482.0,4500.0,27.0,11200.0,1.0,55.0,129.0,57.0,219.0,400.0,-1.0,35.0,98.0,4013.0,1300.0,-1.0,133.0,752.0,95.0,80.0,3914.0,13339.0,890.0,12.0,7246.0,1383.0,81358.0,25.0,5000.0,7.0,20.0,357.0,115.0,-1.0,4196.0,4712.0,-1.0,-1.0,11750.0,3080.0
1998,750.0,635.0,26560.0,10790.0,7533.0,,5940.0,5946.0,4846.0,710.0,2800.0,45.0,67.0,5325.0,30.0,-1.0,3710.0,90.0,4453.0,-1.0,300.0,11915.0,24.0,6000.0,1945.0,60.0,1200.0,4250.0,18463.0,250.0,500.0,8000.0,7965.0,680.0,-1.0,30.0,476.0,2802.0,31.0,12284.0,1.0,70.0,123.0,58.0,231.0,300.0,-1.0,35.0,72.0,4042.0,1100.0,-1.0,139.0,743.0,95.0,90.0,6196.0,13729.0,890.0,74.0,7814.0,1397.0,92215.0,24.0,6000.0,6.0,20.0,369.0,110.0,-1.0,4785.0,4838.0,2000.0,-1.0,12000.0,3080.0
1999,697.0,610.0,26358.0,11450.0,7535.0,,5888.0,7200.0,6000.0,720.0,2900.0,24.0,67.0,5348.0,35.0,-1.0,3986.0,99.0,4476.0,-1.0,300.0,12484.0,24.0,7500.0,2000.0,63.0,1240.0,4250.0,20181.0,250.0,521.0,12689.0,8057.0,700.0,-1.0,50.0,470.0,2678.0,33.0,11421.0,1.0,72.0,140.0,60.0,235.0,283.0,-1.0,30.0,67.0,6000.0,1200.0,-1.0,155.0,732.0,80.0,85.0,6978.0,12787.0,920.0,12.0,8169.0,1411.0,92669.0,22.0,7500.0,6.0,19.0,381.0,110.0,-1.0,5611.0,4537.0,1809.0,-1.0,12250.0,3220.0
2000,675.0,690.0,26395.0,12380.0,7300.0,,6380.0,8204.0,5558.0,710.0,2800.0,51.0,78.0,5124.0,37.0,9754.0,4120.0,130.0,4704.0,-1.0,290.0,9562.0,25.0,8000.0,2089.0,63.0,1270.0,4000.0,21202.0,240.0,528.0,13204.0,8759.0,720.0,-1.0,60.0,465.0,2219.0,36.0,13277.0,1.0,75.0,149.0,60.0,236.0,222.0,-1.0,11.0,70.0,8401.0,2646.0,-1.0,155.0,702.0,90.0,88.0,6101.0,12699.0,830.0,5.0,8748.0,1429.0,94104.0,20.0,8000.0,7.0,19.0,393.0,115.0,-1.0,6834.0,4770.0,2421.0,-1.0,12500.0,3220.0
