,USSR,France,Bahrain,Fiji,Australia,Pakistan,Thailand,Belize,Rwanda,Guyana,Romania,Lebanon,Papua New Guinea,Tunisia,Albania,Paraguay,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Saint Lucia,Argentina,Philippines,Spain,Central African Republic,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Jordan,Colombia,Egypt,Melanesia,Malaysia,Greece,Yemen,Haiti,Republic of Korea,Democratic Republic of the Congo,Tonga,India,Hungary,Republic of Moldova,Martinique,Dominican Republic,Syrian Arab Republic,Mexico,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,Cyprus,United Arab Emirates,Uruguay,Lithuania,Portugal,Netherlands,South Sudan,Cuba,Austria,Puerto Rico,Bhutan,Trinidad and Tobago,Dominica,Iraq,New Zealand,Belgium,Libya,Bangladesh,Italy,Qatar,Senegal,Germany,Cayman Islands,Mozambique,China,Finland,Slovakia,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,Saudi Arabia,Grenada,Azerbaijan,Mauritius,Oman,Barbados,Russian Federation,Cameroon,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Latvia,Ukraine,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,South Africa,Bulgaria,Occupied Palestinian Territory
1971,,278710.0,,,89727.0,,112000.0,,60241.0,,16514.0,80458.0,53889.0,270435.0,,41368.0,,216667.0,97619.0,96544.0,,,131184.0,90141.0,198710.0,80247.0,,84035.0,93631.0,,,,,,171717.0,123172.0,151000.0,182840.0,53889.0,299625.0,143206.0,,,127285.0,150000.0,,72632.0,168819.0,,200000.0,18487.0,90911.0,100000.0,86800.0,136644.0,,89286.0,63333.0,163022.0,34500.0,42254.0,,200000.0,,,20078.0,,104563.0,,93750.0,,98727.0,160000.0,,132979.0,81017.0,242234.0,,,,25000.0,22857.0,91368.0,,,194444.0,140000.0,38889.0,236742.0,,,30000.0,139344.0,131950.0,,165628.0,236875.0,,123983.0,98684.0,,155574.0,,,,,,,100000.0,,,,,,100000.0,46146.0,,63333.0,170000.0,458170.0,
1972,,261129.0,,,91729.0,,113971.0,,60023.0,,18807.0,101100.0,42105.0,278333.0,,42250.0,,178571.0,97727.0,102162.0,,,110092.0,90141.0,216500.0,80460.0,,186867.0,88713.0,,,,,,171282.0,76068.0,150739.0,182509.0,42105.0,292857.0,153528.0,,,133338.0,147290.0,,72000.0,160354.0,,200000.0,19013.0,105235.0,100000.0,89615.0,126550.0,,93036.0,66667.0,163022.0,43000.0,42029.0,,200000.0,,,17394.0,,103913.0,,95652.0,,103775.0,189000.0,,94657.0,77719.0,237136.0,,,,25000.0,22857.0,94911.0,,,190476.0,140000.0,39000.0,233962.0,,,36364.0,147896.0,135745.0,,168323.0,253043.0,,141437.0,100000.0,,186078.0,,,,,,,100000.0,,,,,,100000.0,42134.0,,66667.0,175000.0,472825.0,
1973,,253025.0,,,82342.0,,115646.0,,61111.0,,16842.0,104185.0,30417.0,271724.0,,42590.0,,171429.0,97826.0,91289.0,,,115144.0,90278.0,193333.0,79787.0,,134561.0,94363.0,,,,,,163158.0,80643.0,152709.0,173024.0,30417.0,300000.0,143925.0,,,130344.0,135744.0,,71951.0,132644.0,,200000.0,19221.0,100113.0,100000.0,92593.0,128090.0,,98545.0,70000.0,168694.0,71714.0,41791.0,,200000.0,,,25536.0,,104082.0,,95306.0,,92829.0,161000.0,,98520.0,73053.0,243566.0,,,,25000.0,24286.0,100464.0,,,200000.0,141176.0,40435.0,233962.0,,,41667.0,159696.0,241304.0,,169870.0,374091.0,,152639.0,100263.0,,188000.0,,,,,,,100000.0,,,,,,100000.0,36518.0,,70000.0,158333.0,450748.0,
1974,,245598.0,259167.0,,82126.0,,117834.0,,61111.0,,21583.0,140117.0,14286.0,269697.0,,43860.0,,190667.0,97917.0,89646.0,,,94637.0,90278.0,190238.0,80000.0,,148246.0,97439.0,,,,,,165500.0,87583.0,153372.0,176604.0,14286.0,300000.0,164861.0,,,125870.0,167536.0,,73810.0,168411.0,,200000.0,20449.0,111925.0,100000.0,95357.0,129052.0,,100000.0,73333.0,151642.0,151026.0,42188.0,,200000.0,,,28833.0,,102430.0,,119176.0,,102478.0,148182.0,,103526.0,71420.0,250024.0,,,,25000.0,24286.0,101199.0,,,200000.0,140385.0,40667.0,241176.0,,,50000.0,137296.0,163298.0,,170470.0,232143.0,,81188.0,100541.0,,179400.0,,,,,,,100000.0,,,,,,100000.0,37674.0,,73333.0,155000.0,388916.0,
1975,,246519.0,349130.0,,80242.0,,119760.0,,60000.0,,29748.0,100000.0,20000.0,273913.0,,42540.0,,178652.0,98000.0,87611.0,,,117647.0,90411.0,205909.0,80952.0,,143090.0,103222.0,,,,,,163243.0,11075.0,153659.0,179662.0,20000.0,300000.0,159062.0,,,131453.0,168000.0,,74419.0,187287.0,,200000.0,20372.0,137622.0,101308.0,97586.0,131477.0,,99167.0,76667.0,151642.0,153191.0,45614.0,,200000.0,,,34271.0,,57714.0,,166667.0,,99745.0,135833.0,,103731.0,72560.0,247141.0,,,,25000.0,24286.0,100267.0,,,211538.0,139623.0,44500.0,244200.0,,,57143.0,137985.0,218667.0,,174437.0,162353.0,,81262.0,98718.0,,171538.0,,,,,,,100000.0,,,,,240000.0,120000.0,64786.0,,76667.0,156667.0,333333.0,
1976,,231726.0,344800.0,,81004.0,,122159.0,,60000.0,,26205.0,100000.0,18000.0,266667.0,,43650.0,,178322.0,100000.0,90726.0,,,117042.0,90322.0,228936.0,81818.0,,160520.0,103346.0,,,,,,170270.0,62213.0,124051.0,183972.0,18000.0,300000.0,187863.0,,,149593.0,163462.0,,75000.0,171314.0,,200000.0,21685.0,120443.0,91181.0,100000.0,126677.0,,100323.0,75000.0,151916.0,154545.0,45455.0,,200000.0,,,21682.0,,50508.0,,200000.0,,114471.0,193587.0,,103552.0,71818.0,243451.0,,,,25000.0,24286.0,101667.0,,,207407.0,133929.0,44400.0,250000.0,,,60000.0,173638.0,236709.0,,166763.0,315882.0,,56602.0,100541.0,,163636.0,,,,,,,101053.0,,,,,195000.0,120000.0,68618.0,,75000.0,170000.0,235294.0,
1977,,228932.0,350000.0,,81441.0,,122951.0,,63000.0,,28767.0,100000.0,5652.0,273636.0,,41727.0,,184746.0,100000.0,91293.0,,,86939.0,93155.0,242308.0,79167.0,,164225.0,105118.0,,,,,,170811.0,110034.0,124903.0,183340.0,5652.0,300000.0,172552.0,,,153655.0,165385.0,,75111.0,173173.0,,200000.0,20905.0,114405.0,109472.0,105667.0,128274.0,,101129.0,80000.0,152008.0,156184.0,45283.0,,200000.0,,,21957.0,,53677.0,,212500.0,,117307.0,184706.0,,102710.0,68759.0,238189.0,211382.0,,,30000.0,24286.0,102574.0,,,203571.0,135714.0,40000.0,250000.0,,,62500.0,177706.0,342308.0,,180000.0,329524.0,,96930.0,100000.0,,181818.0,,,,,,,101000.0,,,,,185000.0,100000.0,64083.0,,80000.0,187071.0,146452.0,
1978,,230769.0,333333.0,,88785.0,,123711.0,,59091.0,,25117.0,100000.0,64545.0,267000.0,,43983.0,,182578.0,100000.0,100568.0,,,86667.0,100730.0,232308.0,80000.0,,154969.0,103351.0,,,,,,169231.0,166773.0,118964.0,181618.0,64545.0,314286.0,161355.0,,,149900.0,163396.0,,77586.0,158272.0,,200000.0,20072.0,111249.0,95268.0,111000.0,125649.0,,100000.0,78889.0,227205.0,134403.0,45098.0,,180000.0,,,40446.0,,53606.0,,172164.0,,104150.0,201852.0,,102857.0,70477.0,242729.0,208000.0,,,30000.0,24286.0,101713.0,,,193333.0,134483.0,45500.0,250000.0,,,63889.0,180447.0,323105.0,,176980.0,295000.0,,86078.0,101515.0,,177126.0,,,,,,,100000.0,,,,,300000.0,100000.0,68018.0,,78889.0,179460.0,150277.0,
1979,,244550.0,243902.0,,79839.0,,125123.0,,60909.0,,31981.0,100000.0,16136.0,270000.0,,41815.0,,314516.0,104000.0,93572.0,,,103279.0,129340.0,247429.0,80769.0,,158198.0,124592.0,,,,,,140000.0,136003.0,119525.0,189847.0,16136.0,297297.0,173727.0,52506.0,,192656.0,148148.0,,79498.0,149214.0,,185714.0,22189.0,113654.0,105139.0,107143.0,126730.0,,100000.0,71429.0,173413.0,212968.0,44898.0,,180000.0,,,39092.0,,53078.0,,171429.0,85400.0,80317.0,213628.0,,101495.0,70222.0,242657.0,120514.0,,,30000.0,24286.0,101941.0,,,193333.0,135593.0,56000.0,250000.0,,,65789.0,162868.0,270794.0,,164507.0,398667.0,,98994.0,99143.0,,179877.0,,,,,,,100000.0,,,,,122222.0,100000.0,111545.0,,71429.0,184698.0,171637.0,
1980,,244292.0,370370.0,,91829.0,90419.0,130140.0,,61062.0,,29831.0,100000.0,12069.0,272800.0,,43077.0,,357049.0,108000.0,104880.0,,,104598.0,132531.0,240741.0,79710.0,,169205.0,130914.0,,,,,,144000.0,136880.0,119231.0,186910.0,12069.0,307692.0,186380.0,58258.0,,166498.0,127273.0,,80000.0,145677.0,,185714.0,22262.0,115334.0,81607.0,114286.0,128084.0,,102941.0,71429.0,235075.0,222276.0,45455.0,,180000.0,,,31753.0,,50656.0,,190350.0,89636.0,77318.0,208979.0,,104083.0,69892.0,251741.0,142300.0,,,35000.0,24286.0,106013.0,,,190323.0,135833.0,59600.0,250000.0,,,67250.0,196948.0,205357.0,,155556.0,197143.0,,90459.0,100000.0,,145092.0,,,,,78396.0,,100000.0,,,,,143793.0,90000.0,109980.0,,71429.0,183333.0,143141.0,
1981,,255357.0,101111.0,,82559.0,92842.0,126286.0,,61207.0,,34634.0,105556.0,18696.0,271200.0,,43846.0,,357500.0,100000.0,100943.0,,,97857.0,119552.0,220179.0,80420.0,,194556.0,128044.0,,,,,,144000.0,139117.0,118868.0,182545.0,18696.0,317073.0,171220.0,51144.0,,159486.0,110357.0,,84000.0,121795.0,,185714.0,23364.0,108141.0,91800.0,127586.0,137363.0,,108571.0,80000.0,242612.0,253230.0,50000.0,,186667.0,,,35254.0,,50671.0,,192895.0,86167.0,96812.0,189826.0,,112000.0,70378.0,247771.0,103456.0,,,30000.0,22857.0,109670.0,,,193548.0,136066.0,57353.0,250000.0,,,60958.0,137637.0,365455.0,,151461.0,218421.0,,212439.0,102500.0,,92829.0,,117111.0,,,75734.0,,100000.0,,,,,157037.0,90000.0,98000.0,,80000.0,176923.0,153792.0,
1982,,175581.0,105556.0,,95234.0,97145.0,119911.0,,60833.0,,37538.0,132632.0,35385.0,279000.0,,43704.0,,316538.0,96667.0,111697.0,,,102865.0,117986.0,246949.0,80000.0,,202215.0,128180.0,,,20000.0,,,142308.0,133325.0,118519.0,188310.0,35385.0,300000.0,171598.0,51679.0,,164543.0,113571.0,,83846.0,185636.0,,,22781.0,106897.0,98876.0,94098.0,138108.0,,114286.0,89000.0,227463.0,247200.0,50000.0,,186667.0,,,32866.0,,50477.0,,190432.0,89667.0,112316.0,180024.0,,117857.0,72211.0,251130.0,235966.0,,,30000.0,22857.0,115584.0,,,193548.0,137705.0,64211.0,250000.0,,,68690.0,142962.0,365517.0,,155922.0,,,107530.0,98400.0,,107021.0,,117381.0,,,80947.0,,100000.0,,,,,142857.0,90000.0,78079.0,,89000.0,156667.0,207332.0,
1983,,264375.0,191000.0,,91565.0,102410.0,129043.0,,60976.0,,35320.0,135000.0,24000.0,264167.0,,42857.0,,320000.0,90000.0,113458.0,,,99313.0,119118.0,232203.0,80645.0,,191462.0,130309.0,,,65008.0,,,141818.0,133891.0,120000.0,184127.0,24000.0,314286.0,175790.0,50087.0,,168483.0,116786.0,,84906.0,128300.0,,,25283.0,118909.0,121782.0,116364.0,128321.0,,120000.0,80000.0,235714.0,216510.0,50000.0,,173333.0,,,29903.0,,50458.0,,175600.0,87091.0,107368.0,195652.0,,118750.0,71822.0,259050.0,149780.0,,,30000.0,22857.0,121392.0,,,193548.0,137097.0,64839.0,250000.0,,,66463.0,152852.0,318519.0,,146012.0,,,126635.0,103810.0,,117436.0,,125217.0,,,66055.0,,100000.0,,,,,200000.0,85333.0,122805.0,,80000.0,155333.0,205828.0,
1984,,294063.0,175333.0,,101821.0,97955.0,124956.0,,62097.0,,53324.0,142857.0,26111.0,268182.0,,41400.0,,350000.0,92857.0,125552.0,,,101208.0,119403.0,254426.0,79755.0,,187135.0,140461.0,,,58182.0,,,126786.0,139367.0,120000.0,190873.0,26111.0,324324.0,198907.0,99390.0,,174126.0,125000.0,,88889.0,155161.0,,,25766.0,102981.0,103666.0,133333.0,151620.0,,119444.0,84444.0,238806.0,192219.0,50000.0,,200000.0,,,31435.0,,51566.0,,165773.0,84182.0,108889.0,200000.0,,112821.0,71682.0,256734.0,122632.0,,,23333.0,22857.0,121586.0,,,196429.0,137097.0,73333.0,250000.0,,,62571.0,158552.0,379592.0,,160378.0,,,120025.0,109000.0,,120852.0,,94545.0,,,84702.0,,98333.0,,,,,332222.0,85000.0,133603.0,,84444.0,150000.0,236250.0,
1985,,314242.0,157083.0,,102397.0,94437.0,128173.0,,60000.0,,45099.0,145455.0,37857.0,270833.0,,26850.0,,371250.0,90667.0,130546.0,,,121136.0,117903.0,281787.0,79412.0,,182353.0,136479.0,,,55556.0,,,140741.0,133635.0,120000.0,185714.0,37857.0,297826.0,200031.0,100538.0,,174897.0,132143.0,100000.0,91727.0,170116.0,,,25440.0,103333.0,38842.0,139205.0,141251.0,,120000.0,85833.0,298507.0,213438.0,50000.0,,200000.0,,,32051.0,,50611.0,,101611.0,96000.0,93208.0,203704.0,,111628.0,69774.0,255891.0,139632.0,,,26667.0,22857.0,122126.0,,,200000.0,138095.0,84000.0,250009.0,,,68573.0,159565.0,282353.0,46875.0,156229.0,,,104046.0,105000.0,,149070.0,,103429.0,,,75547.0,,97333.0,,,,,268235.0,93500.0,109336.0,,95952.0,151515.0,213708.0,
1986,,348857.0,238462.0,,102113.0,97958.0,125000.0,,60000.0,,43750.0,156522.0,25000.0,275000.0,,43150.0,,364118.0,95425.0,120933.0,,,134122.0,128571.0,300833.0,80000.0,,182353.0,132331.0,,,61154.0,,,148000.0,114869.0,117857.0,190026.0,25000.0,291489.0,185779.0,101329.0,,162868.0,135714.0,100000.0,92933.0,186888.0,,,30091.0,99304.0,101670.0,141809.0,155142.0,,128000.0,85833.0,279503.0,185714.0,55172.0,,222222.0,,,33811.0,,50134.0,,105550.0,90300.0,101784.0,169549.0,,110638.0,69255.0,262930.0,151475.0,,,30000.0,22857.0,130333.0,,,209677.0,140625.0,85714.0,250000.0,,,84678.0,170073.0,334328.0,46970.0,160520.0,,,110866.0,99524.0,,118496.0,,95714.0,,,76582.0,,96667.0,,,,,237308.0,98000.0,128602.0,,97258.0,150000.0,265030.0,
1987,,332432.0,188636.0,,101567.0,93957.0,125000.0,,59924.0,,44737.0,160000.0,45455.0,275000.0,,43448.0,,348125.0,100000.0,119713.0,,,99333.0,137500.0,324701.0,80556.0,,188235.0,128871.0,,145455.0,79506.0,,,158333.0,154514.0,117857.0,188745.0,45455.0,287500.0,201948.0,105090.0,,184979.0,135714.0,100000.0,93881.0,152777.0,,,32238.0,108912.0,101957.0,113732.0,161153.0,,131579.0,105000.0,300000.0,168694.0,55172.0,,204545.0,,,37268.0,,50065.0,,90133.0,91333.0,99282.0,162003.0,,109804.0,69459.0,269403.0,161932.0,,,20000.0,22857.0,133792.0,,,212500.0,180625.0,84348.0,247383.0,,,78972.0,174137.0,316667.0,47059.0,156384.0,,,120430.0,100909.0,,111777.0,,115833.0,,,79030.0,,96667.0,,,,,250000.0,98000.0,121738.0,,100098.0,145793.0,234381.0,
1988,,312105.0,192791.0,,111097.0,92439.0,125000.0,,60000.0,,50000.0,162963.0,23333.0,273143.0,,42667.0,,348667.0,100000.0,120985.0,,,98223.0,144444.0,329583.0,79787.0,,188235.0,126892.0,,150000.0,54194.0,,,168182.0,134368.0,117857.0,178108.0,23333.0,348485.0,200589.0,111318.0,,189880.0,142857.0,100000.0,96552.0,124575.0,,,33279.0,109355.0,109791.0,109667.0,157993.0,,139474.0,128750.0,223881.0,168099.0,55556.0,,200000.0,,,28008.0,,50350.0,,103000.0,99600.0,98491.0,137868.0,,109259.0,71377.0,254241.0,146349.0,,,30000.0,22857.0,142035.0,,,210000.0,184762.0,86296.0,281250.0,,,75008.0,188520.0,366849.0,47143.0,151658.0,,,116397.0,100455.0,,100794.0,,112857.0,,,80000.0,,101000.0,,,,,219464.0,97143.0,149857.0,,101106.0,147516.0,216463.0,
1989,,309029.0,112857.0,188571.0,118128.0,95837.0,127329.0,,60000.0,,40000.0,162069.0,21429.0,270270.0,,43333.0,,430000.0,102500.0,129358.0,,,96950.0,175000.0,318530.0,79897.0,,200000.0,131712.0,,150000.0,24597.0,,,175385.0,129050.0,117857.0,175238.0,124286.0,214286.0,223913.0,100329.0,,192767.0,142857.0,100000.0,95000.0,131160.0,,,48951.0,106507.0,93652.0,90833.0,162966.0,,140000.0,111250.0,250000.0,179959.0,55556.0,,211111.0,,,19857.0,,53012.0,,125600.0,85286.0,99695.0,147225.0,,108929.0,69946.0,256356.0,148089.0,,,26000.0,22857.0,140250.0,,,200000.0,161815.0,71429.0,260191.0,,,95747.0,146142.0,385000.0,32129.0,153627.0,,,102987.0,113000.0,,106980.0,,89444.0,,,80410.0,,102581.0,,,,,182047.0,105000.0,128644.0,,100177.0,155978.0,208528.0,
