,Kenya,Bolivia (Plurinational State of),Peru,Guyana,Cameroon,Zambia,Malaysia,Tajikistan,Melanesia,Philippines,Brazil,Benin,Ethiopia,Indonesia,Zimbabwe,Malawi,Uzbekistan,Rwanda,Guatemala,Slovenia,Madagascar,Kyrgyzstan,Saint Lucia,Cambodia,Uganda,Costa Rica,Georgia,India,Dominica,Fiji,Niger,Ethiopia PDR,Mexico,Ecuador,Honduras,Brunei Darussalam,Sri Lanka,China,Côte d'Ivoire,United Republic of Tanzania,Viet Nam,Polynesia,Samoa,Thailand,Ghana,"China, mainland",Mali,"China, Macao SAR"
1992,300.0,24.0,-1.0,-1.0,67.0,100.0,26515.0,-1.0,145.0,4430.0,33034.0,135.0,-1.0,65014.0,1311.0,900.0,100.0,-1.0,370.0,-1,2000.0,100.0,190.0,1800.0,1600.0,2170.0,100.0,52010.0,-1.0,145.0,600.0,200.0,2395.0,-1.0,160.0,15.0,10888.0,13120.0,1479.0,-1.0,10179.0,5.0,5.0,11000.0,-1.0,13000.0,0.0,120.0
1993,400.0,26.0,-1.0,-1.0,65.0,110.0,18003.0,-1.0,148.0,4349.0,42270.0,137.0,300.0,65782.0,1500.0,800.0,111.0,-1.0,380.0,-1,2300.0,109.0,100.0,1900.0,1800.0,1952.0,120.0,50760.0,-1.0,148.0,700.0,-1.0,734.0,-1.0,213.0,16.0,14100.0,12127.0,1424.0,-1.0,9750.0,6.0,6.0,11000.0,-1.0,12000.0,-1.0,127.0
1994,300.0,28.0,-1.0,-1.0,69.0,115.0,16370.0,-1.0,150.0,2808.0,34927.0,138.0,400.0,54043.0,2000.0,900.0,114.0,-1.0,377.0,-1,2400.0,113.0,160.0,2000.0,1900.0,1944.0,80.0,51300.0,-1.0,150.0,800.0,-1.0,940.0,-1.0,400.0,16.0,14712.0,13135.0,1370.0,-1.0,11570.0,6.0,6.0,9000.0,-1.0,13000.0,20.0,135.0
1995,277.0,28.0,-1.0,-1.0,71.0,120.0,15768.0,-1.0,147.0,2664.0,33852.0,140.0,450.0,58955.0,1200.0,1100.0,118.0,-1.0,390.0,-1,2000.0,117.0,263.0,2000.0,1700.0,2000.0,60.0,60700.0,-1.0,147.0,900.0,-1.0,3599.0,-1.0,200.0,17.0,16000.0,12141.0,1315.0,-1.0,12100.0,6.0,6.0,8000.0,-1.0,12000.0,18.0,141.0
1996,322.0,39.0,-1.0,-1.0,70.0,110.0,16276.0,-1.0,140.0,4899.0,32318.0,141.0,500.0,52168.0,2300.0,1300.0,121.0,-1.0,400.0,-1,2100.0,121.0,196.0,1800.0,1800.0,2000.0,68.0,61580.0,-1.0,140.0,1000.0,-1.0,4120.0,-1.0,306.0,18.0,16890.0,14150.0,1260.0,-1.0,13700.0,6.0,6.0,7000.0,1500.0,14000.0,20.0,150.0
1997,340.0,248.0,-1.0,170.0,73.0,120.0,18171.0,-1.0,141.0,4581.0,22359.0,143.0,550.0,46600.0,2400.0,1200.0,125.0,-1.0,410.0,-1,1500.0,125.0,200.0,2000.0,1847.0,2000.0,65.0,56000.0,-1.0,141.0,1100.0,-1.0,1761.0,-1.0,313.0,19.0,17270.0,15155.0,1205.0,20.0,32500.0,6.0,6.0,5000.0,1765.0,15000.0,19.0,155.0
1998,400.0,629.0,-1.0,186.0,74.0,130.0,19087.0,190.0,150.0,4467.0,23050.0,144.0,600.0,64500.0,1700.0,1300.0,128.0,-1.0,409.0,-1,1700.0,129.0,250.0,2100.0,1900.0,504.0,55.0,57000.0,-1.0,150.0,1200.0,-1.0,4554.0,-1.0,329.0,20.0,17810.0,17160.0,1150.0,120.0,28600.0,6.0,6.0,5000.0,2000.0,17000.0,19.0,160.0
1999,332.0,634.0,-1.0,198.0,76.0,135.0,21601.0,125.0,160.0,4537.0,27727.0,146.0,650.0,61200.0,1689.0,1200.0,132.0,-1.0,400.0,-1,1620.0,133.0,250.0,2200.0,2000.0,564.0,59.0,76000.0,-1.0,160.0,1300.0,-1.0,9712.0,3600.0,340.0,23.0,17270.0,18163.0,1095.0,200.0,40300.0,6.0,6.0,7000.0,2210.0,18000.0,18.0,163.0
2000,300.0,639.0,-1.0,200.0,77.0,140.0,25111.0,150.0,159.0,4541.0,38685.0,147.0,700.0,69087.0,1500.0,1100.0,135.0,1000.0,422.0,-1,1570.0,137.0,250.0,2200.0,2100.0,373.0,50.0,59000.0,-1.0,159.0,1400.0,-1.0,4893.0,3700.0,353.0,25.0,16860.0,17665.0,1041.0,300.0,51000.0,6.0,6.0,6534.0,2500.0,17500.0,18.0,165.0
2001,301.0,763.0,-1.0,300.0,79.0,145.0,28598.0,166.0,160.0,4720.0,50140.0,149.0,750.0,82078.0,1691.0,1201.0,139.0,1200.0,390.0,-1,1595.0,141.0,350.0,2300.0,2025.0,258.0,55.0,64000.0,-1.0,160.0,1468.0,-1.0,5017.0,4100.0,360.0,26.0,17090.0,18674.0,986.0,387.0,57700.0,7.0,7.0,8824.0,2556.0,18500.0,20.0,174.0
2002,305.0,831.0,-1.0,350.0,80.0,150.0,24000.0,171.0,160.0,4693.0,56935.0,150.0,800.0,90181.0,1725.0,1216.0,145.0,1400.0,441.0,-1,1605.0,145.0,450.0,2329.0,2065.0,281.0,50.0,62000.0,-1.0,160.0,1538.0,-1.0,5117.0,4000.0,395.0,27.0,17700.0,20680.0,931.0,450.0,80800.0,8.0,8.0,10197.0,2700.0,20500.0,20.0,180.0
2003,314.0,912.0,314.0,360.0,81.0,155.0,21000.0,176.0,160.0,4587.0,67197.0,152.0,850.0,90740.0,1761.0,1237.0,138.0,1600.0,452.0,-1,1600.0,149.0,350.0,2400.0,2102.0,1240.0,52.0,64000.0,-1.0,160.0,1600.0,-1.0,5596.0,4200.0,460.0,27.0,17860.0,21685.0,876.0,400.0,89180.0,8.0,8.0,12810.0,2900.0,21500.0,20.0,185.0
2004,325.0,1044.0,368.0,369.0,82.0,145.0,20000.0,181.0,160.0,4547.0,65800.0,153.0,900.0,77008.0,1800.0,1258.0,165.0,1800.0,462.0,-1,4498.0,152.0,279.0,2418.0,2140.0,960.0,51.0,73190.0,-1.0,160.0,1704.0,-1.0,6128.0,5250.0,442.0,28.0,18560.0,22189.0,821.0,401.0,95420.0,7.0,7.0,12952.0,2700.0,22000.0,21.0,189.0
2005,336.0,1164.0,122.0,381.0,84.0,103.0,19000.0,200.0,160.0,4418.0,79102.0,154.0,950.0,78328.0,1807.0,1284.0,177.0,2000.0,471.0,-1,4948.0,156.0,140.0,2500.0,2176.0,124.0,50.0,73020.0,-1.0,160.0,1800.0,-1.0,3883.0,3062.0,463.0,28.0,18290.0,22694.0,835.0,418.0,104390.0,7.0,7.0,13837.0,2900.0,22500.0,21.0,194.0
2006,348.0,1171.0,402.0,394.0,85.0,60.0,19092.0,220.0,160.0,3678.0,80316.0,156.0,1000.0,77534.0,1850.0,1312.0,187.0,2200.0,400.0,-1,5443.0,160.0,110.0,2469.0,2210.0,995.0,50.0,92900.0,-1.0,160.0,1882.0,-1.0,4915.0,3075.0,700.0,28.0,18600.0,24200.0,728.0,450.0,102570.0,10.0,10.0,12156.0,3000.0,24000.0,22.0,200.0
2007,388.0,1170.0,210.0,420.0,88.0,66.0,20145.0,170.0,160.0,3270.0,77770.0,160.0,1057.0,80420.0,2295.0,986.0,200.0,2400.0,480.0,-1,5450.0,188.0,121.0,2463.0,2710.0,995.0,50.0,69000.0,-1.0,160.0,2000.0,-1.0,6854.0,3100.0,600.0,28.0,19390.0,26210.0,641.0,524.0,116090.0,10.0,10.0,10419.0,3100.0,26000.0,25.0,210.0
2008,399.0,1261.0,309.0,450.0,89.0,68.0,22218.0,200.0,160.0,3426.0,69600.0,157.0,1084.0,80420.0,2149.0,1455.0,250.0,2600.0,483.0,-1,5455.0,167.0,172.0,2458.0,2269.0,995.0,50.0,47010.0,-1.0,160.0,1850.0,-1.0,6653.0,3200.0,512.0,28.0,22870.0,27208.0,728.0,533.0,128000.0,10.0,10.0,5852.0,3191.0,27000.0,23.0,208.0
2009,343.0,1263.0,345.0,424.0,100.0,69.0,23210.0,197.0,153.0,3432.0,65398.0,150.0,1500.0,82834.0,1959.0,1565.0,300.0,446.0,467.0,-1,5513.0,171.0,190.0,2454.0,2219.0,1040.0,50.0,47400.0,-1.0,153.0,1720.0,-1.0,6269.0,3300.0,511.0,28.0,25300.0,28209.0,500.0,535.0,140000.0,12.0,12.0,6730.0,3258.0,28000.0,22.0,209.0
2010,319.0,644.0,314.0,300.0,105.0,71.0,24227.0,198.0,147.0,3348.0,52137.0,164.0,2100.0,83700.0,1916.0,1676.0,200.0,2500.0,350.0,-1,5948.0,174.0,185.0,2449.0,2165.0,1040.0,45.0,51020.0,-1.0,147.0,1642.0,-1.0,3640.0,3010.0,511.0,28.0,26620.0,30210.0,479.0,491.0,105400.0,10.0,10.0,6391.0,3335.0,30000.0,22.0,210.0
2011,295.0,27.0,348.0,298.0,92.0,90.0,25600.0,201.0,141.0,3369.0,44610.0,168.0,3100.0,87100.0,1861.0,1966.0,205.0,2750.0,750.0,-1,6303.0,178.0,183.0,2444.0,2109.0,1040.0,43.0,52000.0,-1.0,141.0,1105.0,-1.0,3453.0,2852.0,511.0,28.0,25770.0,29206.0,419.0,447.0,111964.0,10.0,10.0,4395.0,3412.0,29000.0,21.0,206.0
2012,240.0,27.0,369.0,260.0,74.0,85.0,26000.0,215.0,120.0,3248.0,43345.0,170.0,3800.0,87841.0,1650.0,1858.0,200.0,2800.0,750.0,-1,6566.0,180.0,179.0,2400.0,1750.0,1040.0,43.0,41000.0,-1.0,120.0,1200.0,-1.0,3025.0,2400.0,360.0,28.0,24950.0,31200.0,325.0,400.0,120276.0,10.0,10.0,2241.0,3500.0,31000.0,18.0,200.0
2013,245.0,26.0,356.0,344.0,89.0,85.0,26500.0,207.0,126.0,2716.0,42312.0,168.0,3800.0,91000.0,1650.0,1858.0,200.0,2566.0,660.0,-1,6830.0,185.0,180.0,2491.0,2031.0,1040.0,42.0,53000.0,-1.0,126.0,1105.0,-1.0,3199.0,2557.0,536.0,28.0,26730.0,31410.0,325.0,400.0,125023.0,10.0,10.0,1332.0,3565.0,31200.0,20.0,210.0
2014,276.0,26.0,315.0,374.0,95.0,80.0,27500.0,200.0,127.0,2563.0,42339.0,170.0,3715.0,87400.0,1811.0,1852.0,200.0,2593.0,650.0,-1,7094.0,180.0,175.0,2606.0,2068.0,1960.0,41.0,51000.0,-1.0,127.0,1105.0,-1.0,3309.0,2567.0,551.0,31.0,27847.0,32891.0,253.0,395.0,151761.0,11.0,11.0,1174.0,3629.0,32677.0,22.0,214.0
