,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,350.0,-1.0,-1.0,-1.0,2700.0,3001.0,280.0,-1.0,-1.0,-1.0,11000.0,-1.0,9800.0,220.0,4502.0,11.0,11.0,101.0,-1.0,8936.0,5200.0,-1.0,2470.0,-1.0,-1.0,-1.0,620.0,-1.0,189.0,-1.0,760.0,-1,-1.0,2.0,-1.0,500.0,3890.0,500.0,-1.0,-1,-1.0,560.0,120350.0,-1.0,100.0,1917.0,-1.0,8782.0,-1.0,12000.0,11070.0,-1.0,-1.0,5000.0,181.0,2500.0,-1.0,120000.0,-1.0,-1.0,17000.0,-1.0,-1.0,8680.0,-1.0,-1.0,-1.0,-1.0,10272.0,36200.0,-1.0,-1.0,317.0,9260.0,-1,10.0,652.0,298.0,15.0,25300.0,964.0,-1.0,5043.0,32832.0,-1.0,-1.0,-1.0,-1.0,642.0,-1.0,-1.0,750.0,-1.0,-1.0,105000.0,550.0,841.0,-1.0,4200.0,-1.0,-1.0,8613.0,12900.0,2400.0,172.0,-1.0,-1.0,-1.0,-1.0,-1.0,11900.0,38308.0,30.0,0.0,7972.0,15543.0,-1.0,19.0,5683.0,-1.0,-1.0,-1.0,2936.0
1972,-1.0,350.0,-1.0,-1.0,-1.0,2700.0,2937.0,280.0,-1.0,-1.0,-1.0,10000.0,-1.0,9900.0,220.0,3923.0,12.0,12.0,101.0,-1.0,8689.0,4500.0,-1.0,2470.0,-1.0,-1.0,-1.0,770.0,-1.0,176.0,-1.0,760.0,-1,-1.0,2.0,-1.0,500.0,3783.0,500.0,-1.0,-1,-1.0,560.0,122350.0,-1.0,80.0,1854.0,-1.0,8498.0,-1.0,10500.0,12600.0,-1.0,-1.0,5000.0,133.0,2500.0,-1.0,122000.0,-1.0,-1.0,17400.0,-1.0,-1.0,9635.0,-1.0,-1.0,-1.0,-1.0,9252.0,44100.0,-1.0,-1.0,285.0,9360.0,-1,4.0,648.0,290.0,20.0,25100.0,1177.0,-1.0,5357.0,34183.0,-1.0,-1.0,-1.0,-1.0,625.0,-1.0,-1.0,840.0,-1.0,-1.0,106000.0,500.0,805.0,-1.0,4300.0,-1.0,-1.0,10251.0,13600.0,2600.0,440.0,-1.0,-1.0,-1.0,-1.0,-1.0,12680.0,37733.0,30.0,0.0,7512.0,15123.0,-1.0,18.0,4504.0,-1.0,-1.0,-1.0,2626.0
1973,-1.0,300.0,-1.0,-1.0,-1.0,2800.0,3268.0,200.0,-1.0,-1.0,-1.0,6150.0,-1.0,9320.0,230.0,5948.0,2.0,2.0,137.0,-1.0,9346.0,6700.0,-1.0,2360.0,-1.0,-1.0,-1.0,505.0,-1.0,149.0,-1.0,630.0,-1,-1.0,1.0,-1.0,500.0,4788.0,500.0,-1.0,-1,-1.0,600.0,126300.0,-1.0,100.0,1637.0,-1.0,12141.0,-1.0,9500.0,12300.0,-1.0,-1.0,5000.0,179.0,2800.0,-1.0,126000.0,-1.0,-1.0,17900.0,-1.0,-1.0,9565.0,-1.0,-1.0,-1.0,-1.0,9057.0,29400.0,-1.0,-1.0,356.0,10315.0,-1,6.0,607.0,390.0,7.0,24000.0,1035.0,-1.0,4974.0,35422.0,-1.0,-1.0,-1.0,-1.0,725.0,-1.0,-1.0,530.0,-1.0,-1.0,107000.0,50.0,974.0,-1.0,4300.0,-1.0,-1.0,10474.0,15800.0,2900.0,409.0,-1.0,-1.0,-1.0,-1.0,-1.0,13405.0,36467.0,20.0,0.0,8311.0,18904.0,-1.0,22.0,7020.0,-1.0,-1.0,-1.0,2832.0
1974,-1.0,350.0,-1.0,-1.0,-1.0,2800.0,4621.0,200.0,-1.0,-1.0,-1.0,6300.0,-1.0,8800.0,240.0,5995.0,23.0,23.0,92.0,-1.0,10117.0,8000.0,-1.0,2470.0,-1.0,-1.0,-1.0,530.0,-1.0,184.0,-1.0,650.0,-1,-1.0,2.0,-1.0,1270.0,4115.0,500.0,-1.0,-1,-1.0,650.0,126350.0,-1.0,40.0,1820.0,-1.0,12800.0,-1.0,8321.0,14600.0,-1.0,-1.0,5000.0,170.0,3000.0,-1.0,126000.0,-1.0,-1.0,18400.0,-1.0,-1.0,9769.0,-1.0,-1.0,-1.0,-1.0,9704.0,33800.0,-1.0,-1.0,418.0,9819.0,-1,6.0,222.0,319.0,4.0,24400.0,1516.0,-1.0,5584.0,33872.0,-1.0,-1.0,-1.0,-1.0,776.0,-1.0,-1.0,500.0,-1.0,-1.0,110000.0,50.0,971.0,-1.0,4300.0,-1.0,-1.0,9436.0,13900.0,3213.0,269.0,-1.0,-1.0,-1.0,-1.0,-1.0,14676.0,37136.0,20.0,0.0,8601.0,20164.0,-1.0,39.0,7509.0,-1.0,-1.0,-1.0,2861.0
1975,-1.0,393.0,-1.0,-1.0,-1.0,2800.0,4766.0,200.0,-1.0,-1.0,-1.0,7300.0,-1.0,9300.0,250.0,6632.0,8.0,8.0,77.0,-1.0,8992.0,6000.0,-1.0,2860.0,-1.0,-1.0,-1.0,535.0,-1.0,244.0,-1.0,570.0,-1,-1.0,2.0,-1.0,1350.0,4470.0,500.0,-1.0,-1,-1.0,650.0,126393.0,-1.0,14.0,1800.0,-1.0,12300.0,-1.0,8780.0,13100.0,-1.0,-1.0,5000.0,108.0,3000.0,-1.0,126000.0,-1.0,-1.0,18900.0,-1.0,-1.0,8325.0,-1.0,-1.0,-1.0,-1.0,9509.0,36800.0,-1.0,-1.0,325.0,9054.0,-1,6.0,521.0,234.0,6.0,24300.0,1369.0,-1.0,5292.0,35167.0,-1.0,-1.0,-1.0,-1.0,1160.0,-1.0,-1.0,550.0,-1.0,-1.0,112000.0,60.0,957.0,-1.0,4400.0,-1.0,-1.0,8617.0,15000.0,5000.0,445.0,-1.0,-1.0,-1.0,-1.0,-1.0,15223.0,37207.0,15.0,0.0,7623.0,20584.0,-1.0,20.0,7199.0,-1.0,-1.0,-1.0,4166.0
1976,-1.0,263.0,-1.0,-1.0,-1.0,2830.0,4318.0,200.0,-1.0,-1.0,-1.0,7000.0,-1.0,9300.0,260.0,6989.0,5.0,5.0,102.0,-1.0,8391.0,7000.0,-1.0,2810.0,-1.0,-1.0,-1.0,560.0,-1.0,215.0,-1.0,570.0,-1,-1.0,8.0,-1.0,1350.0,4846.0,500.0,-1.0,-1,-1.0,700.0,127263.0,-1.0,14.0,1900.0,-1.0,12500.0,-1.0,9200.0,11648.0,-1.0,-1.0,5000.0,128.0,3000.0,-1.0,127000.0,-1.0,-1.0,19300.0,-1.0,-1.0,7988.0,-1.0,-1.0,-1.0,-1.0,9560.0,37000.0,-1.0,-1.0,379.0,7576.0,-1,6.0,205.0,245.0,8.0,24300.0,1053.0,-1.0,4896.0,23552.0,-1.0,-1.0,-1.0,-1.0,1176.0,-1.0,-1.0,600.0,-1.0,-1.0,114000.0,60.0,736.0,-1.0,4500.0,-1.0,-1.0,9116.0,14700.0,7000.0,601.0,-1.0,-1.0,-1.0,-1.0,-1.0,12422.0,37232.0,10.0,0.0,7338.0,23983.0,-1.0,43.0,6200.0,-1.0,-1.0,-1.0,2945.0
1977,-1.0,308.0,-1.0,-1.0,-1.0,3510.0,3838.0,200.0,-1.0,-1.0,-1.0,7000.0,-1.0,9700.0,270.0,6479.0,5.0,5.0,92.0,-1.0,8473.0,7000.0,-1.0,3160.0,-1.0,-1.0,-1.0,605.0,-1.0,208.0,-1.0,550.0,-1,-1.0,15.0,-1.0,1350.0,4117.0,500.0,-1.0,-1,-1.0,700.0,128308.0,-1.0,118.0,2000.0,-1.0,13400.0,-1.0,10920.0,12588.0,-1.0,-1.0,5000.0,129.0,3000.0,-1.0,128000.0,-1.0,-1.0,19800.0,-1.0,-1.0,7498.0,-1.0,-1.0,-1.0,-1.0,9517.0,37000.0,-1.0,-1.0,357.0,9380.0,-1,6.0,595.0,344.0,5.0,23800.0,1520.0,-1.0,5852.0,28328.0,-1.0,-1.0,-1.0,-1.0,1157.0,-1.0,-1.0,510.0,-1.0,-1.0,115000.0,100.0,740.0,-1.0,4500.0,-1.0,-1.0,13258.0,14800.0,7000.0,403.0,-1.0,-1.0,-1.0,-1.0,-1.0,15000.0,38929.0,-1.0,0.0,6953.0,23804.0,-1.0,89.0,6600.0,-1.0,-1.0,-1.0,3536.0
1978,-1.0,336.0,-1.0,-1.0,-1.0,3090.0,5139.0,100.0,-1.0,-1.0,-1.0,13000.0,-1.0,9200.0,290.0,6878.0,28.0,28.0,94.0,-1.0,9340.0,6500.0,-1.0,2510.0,-1.0,-1.0,-1.0,650.0,-1.0,228.0,-1.0,720.0,-1,-1.0,17.0,-1.0,1350.0,4648.0,550.0,-1.0,-1,-1.0,700.0,129336.0,-1.0,120.0,2000.0,-1.0,11600.0,-1.0,13600.0,13400.0,-1.0,-1.0,5000.0,66.0,3000.0,-1.0,129000.0,-1.0,-1.0,20200.0,-1.0,-1.0,7621.0,-1.0,-1.0,-1.0,-1.0,9696.0,40000.0,-1.0,-1.0,314.0,9666.0,-1,10.0,828.0,259.0,5.0,25020.0,1269.0,-1.0,5680.0,27576.0,-1.0,-1.0,-1.0,-1.0,1075.0,-1.0,-1.0,620.0,-1.0,-1.0,118000.0,130.0,828.0,-1.0,5000.0,-1.0,-1.0,10435.0,14200.0,8000.0,554.0,-1.0,-1.0,-1.0,-1.0,-1.0,16800.0,39173.0,-1.0,0.0,8071.0,10500.0,-1.0,32.0,7200.0,-1.0,-1.0,-1.0,4570.0
1979,-1.0,190.0,-1.0,-1.0,-1.0,2930.0,5106.0,100.0,-1.0,-1.0,-1.0,15000.0,-1.0,9100.0,300.0,6866.0,32.0,32.0,115.0,-1.0,8501.0,6800.0,-1.0,2580.0,-1.0,-1.0,-1.0,1093.0,-1.0,221.0,-1.0,550.0,-1,-1.0,45.0,-1.0,1300.0,4890.0,550.0,-1.0,-1,-1.0,450.0,130190.0,-1.0,104.0,2000.0,-1.0,11200.0,-1.0,13507.0,14834.0,-1.0,-1.0,5000.0,67.0,3000.0,-1.0,130000.0,-1.0,-1.0,20600.0,-1.0,-1.0,7601.0,1719.0,-1.0,-1.0,-1.0,9153.0,40000.0,-1.0,-1.0,252.0,9359.0,-1,12.0,600.0,285.0,10.0,24800.0,1442.0,-1.0,4676.0,26455.0,-1.0,-1.0,-1.0,-1.0,1127.0,-1.0,-1.0,750.0,-1.0,-1.0,121000.0,160.0,847.0,-1.0,5000.0,-1.0,-1.0,7350.0,18600.0,9000.0,646.0,-1.0,-1.0,-1.0,-1.0,-1.0,11200.0,38512.0,-1.0,0.0,7059.0,12752.0,-1.0,25.0,6400.0,-1.0,-1.0,-1.0,2840.0
1980,-1.0,174.0,-1.0,-1.0,-1.0,3080.0,5694.0,90.0,-1.0,-1.0,-1.0,18000.0,-1.0,9700.0,300.0,6904.0,27.0,27.0,115.0,-1.0,7448.0,7000.0,-1.0,2670.0,-1.0,-1.0,-1.0,864.0,-1.0,325.0,-1.0,590.0,-1,-1.0,15.0,-1.0,929.0,5188.0,550.0,-1.0,-1,-1.0,450.0,130174.0,-1.0,100.0,2000.0,-1.0,8100.0,-1.0,13400.0,12976.0,-1.0,-1.0,5000.0,54.0,3000.0,-1.0,130000.0,-1.0,-1.0,21095.0,-1.0,-1.0,6485.0,1654.0,-1.0,-1.0,-1.0,8252.0,37000.0,-1.0,-1.0,180.0,8994.0,-1,10.0,550.0,270.0,13.0,24500.0,1125.0,-1.0,4751.0,20566.0,-1.0,-1.0,-1.0,326.0,1070.0,-1.0,-1.0,630.0,-1.0,-1.0,125000.0,160.0,883.0,-1.0,5200.0,-1.0,-1.0,8337.0,21000.0,10000.0,946.0,-1.0,-1.0,-1.0,-1.0,-1.0,9000.0,36573.0,-1.0,0.0,6323.0,12556.0,-1.0,37.0,5300.0,-1.0,-1.0,-1.0,2220.0
