,USSR,Bahrain,Australia & New Zealand,Australia,Pakistan,Thailand,Ethiopia,South Africa,Lebanon,Yemen,Albania,Brazil,Paraguay,Serbia,Slovenia,Montenegro,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Russian Federation,Switzerland,Belgium-Luxembourg,Ethiopia PDR,Egypt,The former Yugoslav Republic of Macedonia,Greece,Tajikistan,France,Republic of Korea,Bolivia (Plurinational State of),Hungary,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Uruguay,New Zealand,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Romania,Turkmenistan,Philippines,Iraq,Czechia,United Republic of Tanzania,Belgium,Luxembourg,Libya,Italy,Qatar,Germany,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Morocco,Jordan,Chile,Honduras,Zimbabwe,Syrian Arab Republic,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,United Arab Emirates,Austria,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Viet Nam,Namibia,Bosnia and Herzegovina,Turkey,Tunisia,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,Czechoslovakia,Croatia,Bulgaria,China
1971,53949.0,30000.0,103053.0,102585.0,109130.0,68000.0,,83529.0,64787.0,42857.0,44068.0,69021.0,77500.0,,,,96308.0,111765.0,27216.0,160714.0,62500.0,132418.0,93714.0,,70775.0,,94769.0,179225.0,30000.0,81565.0,,66664.0,,78576.0,47272.0,52800.0,33525.0,,43492.0,50104.0,63807.0,167344.0,57778.0,36374.0,,67500.0,119932.0,50000.0,279739.0,50000.0,,,32209.0,,,43347.0,,51983.0,,,29800.0,78604.0,,143669.0,,,,,45180.0,47715.0,86313.0,,55556.0,31241.0,44638.0,166204.0,66600.0,105000.0,100165.0,,41857.0,50000.0,52419.0,325000.0,,,,,,,45517.0,45299.0,28759.0,85027.0,,3750.0,50739.0,,62588.0,64644.0
1972,35672.0,30000.0,144270.0,145591.0,96087.0,66667.0,,82181.0,61462.0,46667.0,49565.0,76479.0,75294.0,,,,85498.0,111111.0,29633.0,160465.0,61728.0,87634.0,85714.0,,70797.0,,105539.0,222304.0,30000.0,97602.0,,63658.0,,74039.0,63567.0,66667.0,38647.0,,45560.0,53356.0,57066.0,108840.0,56111.0,36322.0,,70000.0,94240.0,45654.0,276119.0,50000.0,,,31107.0,,,50000.0,,51920.0,,,19179.0,73190.0,,129798.0,,,,,44746.0,61563.0,97967.0,,66667.0,30965.0,29191.0,143050.0,94651.0,105000.0,105373.0,,51429.0,66667.0,77370.0,345264.0,,,,,,,40400.0,46782.0,59306.0,88954.0,,3929.0,56147.0,,56290.0,63167.0
1973,60382.0,30000.0,101404.0,101039.0,113200.0,70000.0,,80561.0,63656.0,46667.0,51695.0,85457.0,67556.0,,,,87174.0,110000.0,41345.0,160920.0,62500.0,56803.0,75135.0,,70781.0,,134651.0,259398.0,30000.0,91901.0,,67009.0,,102766.0,70583.0,59783.0,47624.0,,58308.0,50250.0,57125.0,171492.0,60526.0,20913.0,,64545.0,111111.0,59894.0,271186.0,50000.0,,,47124.0,,,56667.0,,52035.0,,,24018.0,90917.0,,179120.0,,,,,51345.0,59651.0,88131.0,,64286.0,19894.0,32926.0,100871.0,94424.0,105000.0,101119.0,,55000.0,75000.0,71690.0,422890.0,,,,,,,40980.0,43638.0,60471.0,91253.0,,4400.0,67927.0,,80401.0,64002.0
1974,58776.0,30435.0,88851.0,88352.0,113600.0,67500.0,,70390.0,69985.0,38750.0,47692.0,105677.0,74333.0,,,,113806.0,109091.0,37394.0,173077.0,61728.0,90227.0,68073.0,,70802.0,,79454.0,205071.0,30000.0,120080.0,,75287.0,,94568.0,74027.0,59823.0,32792.0,,43711.0,50444.0,59395.0,160924.0,54737.0,31919.0,,63636.0,102128.0,74923.0,303922.0,50000.0,,,36525.0,,,62857.0,,51983.0,,,24043.0,89462.0,,110649.0,,,,,53704.0,40925.0,75987.0,,66667.0,30992.0,35759.0,118039.0,88810.0,105000.0,104574.0,,58143.0,75000.0,47493.0,94903.0,,,,,,,42098.0,46701.0,56914.0,92421.0,,4444.0,45664.0,,66279.0,59571.0
1975,66015.0,30435.0,113254.0,113635.0,115643.0,67500.0,,83253.0,52941.0,47059.0,45714.0,100606.0,78056.0,,,,93599.0,116667.0,32299.0,166667.0,73171.0,53000.0,105368.0,,70825.0,,86257.0,215453.0,30000.0,127529.0,,74082.0,,83745.0,67103.0,59797.0,39431.0,,41679.0,50556.0,59472.0,156263.0,64737.0,37973.0,,67079.0,102895.0,50096.0,268041.0,50000.0,,,39968.0,,,77143.0,,51947.0,,,21213.0,82203.0,,146817.0,,,,,48767.0,16960.0,72939.0,,68750.0,34533.0,27058.0,126633.0,91849.0,100000.0,97329.0,,60000.0,80000.0,86426.0,145343.0,,,,,,,41101.0,45322.0,60731.0,100694.0,,4583.0,66354.0,,53712.0,68704.0
1976,65804.0,30435.0,112126.0,112287.0,120820.0,70000.0,,80943.0,56667.0,47727.0,45270.0,103463.0,80056.0,,,,110882.0,115385.0,25739.0,187059.0,56250.0,63010.0,84436.0,,70774.0,,115052.0,186021.0,30000.0,143973.0,,71634.0,,90509.0,90411.0,64457.0,37120.0,,48992.0,50556.0,59826.0,140575.0,58500.0,36322.0,,57911.0,108032.0,50692.0,237500.0,50000.0,,,51499.0,,,91429.0,,52016.0,,,23170.0,78444.0,,135464.0,,,,,45118.0,44499.0,79390.0,,65000.0,33663.0,23440.0,125383.0,139388.0,105000.0,102736.0,,67286.0,83333.0,92736.0,93252.0,,,,,,,40104.0,39954.0,60888.0,97144.0,,4800.0,65578.0,,74319.0,62479.0
1977,50000.0,31600.0,112357.0,113047.0,121303.0,70000.0,,73641.0,48485.0,47000.0,41026.0,110668.0,74316.0,,,,99795.0,117257.0,21840.0,161102.0,68750.0,56933.0,83565.0,,70868.0,,124171.0,176067.0,30000.0,108396.0,,68177.0,,64565.0,78571.0,63444.0,47949.0,,49472.0,50663.0,54627.0,133035.0,45500.0,33680.0,,65574.0,97847.0,36501.0,257143.0,50000.0,,,50210.0,,,112500.0,,51983.0,,,23350.0,75061.0,236364.0,159865.0,,,,,39705.0,36063.0,91449.0,,68182.0,37562.0,17368.0,118208.0,122592.0,110000.0,109197.0,,61341.0,88571.0,78585.0,84998.0,,,,,,,41842.0,32887.0,71109.0,93898.0,,5385.0,71774.0,,54733.0,49489.0
1978,65065.0,30000.0,106168.0,106861.0,116610.0,68966.0,,75627.0,72222.0,44118.0,43636.0,114490.0,77650.0,,,,82111.0,118679.0,28592.0,185268.0,50000.0,57000.0,86429.0,,70832.0,,76255.0,109667.0,30000.0,118389.0,,75121.0,,74035.0,80085.0,71349.0,42300.0,,43725.0,51050.0,55669.0,142146.0,41600.0,53399.0,,64423.0,94086.0,33636.0,266667.0,50000.0,,,45592.0,,1707.0,141273.0,,52035.0,,,23201.0,82866.0,236364.0,110789.0,,,,,37097.0,45119.0,94985.0,,71682.0,36830.0,12933.0,113610.0,138980.0,120000.0,109599.0,,62411.0,87727.0,98404.0,127602.0,,,,,,,44253.0,31854.0,65015.0,105711.0,,5000.0,66963.0,,69885.0,45786.0
1979,70208.0,33333.0,108085.0,108875.0,115593.0,73000.0,,85972.0,71053.0,48039.0,38596.0,117475.0,77619.0,,,,109134.0,122690.0,46803.0,190544.0,56250.0,55857.0,49969.0,,70834.0,,106987.0,94000.0,30000.0,109971.0,,72719.0,,107033.0,75538.0,69169.0,48245.0,,53374.0,51050.0,56158.0,160574.0,40945.0,59332.0,,68089.0,95648.0,72727.0,260000.0,50000.0,,,57943.0,,2462.0,107143.0,,52007.0,,,24060.0,100477.0,93571.0,126085.0,,,,,47780.0,57204.0,91304.0,,65440.0,29856.0,20017.0,195888.0,123208.0,123810.0,116172.0,,66069.0,79600.0,81147.0,123295.0,,,,,,,41176.0,37901.0,76964.0,106111.0,,3000.0,57950.0,,63931.0,51385.0
1980,73470.0,33333.0,128781.0,132715.0,103244.0,70000.0,,95790.0,70000.0,47826.0,39157.0,77768.0,78261.0,,,,96927.0,120167.0,40554.0,191447.0,49383.0,56000.0,55925.0,,70817.0,,80723.0,76400.0,30000.0,124747.0,,82217.0,,92665.0,74163.0,66415.0,53546.0,,63725.0,60440.0,59753.0,180055.0,34375.0,60345.0,,66928.0,75992.0,57600.0,266667.0,50000.0,,,47707.0,,2462.0,63600.0,,51983.0,,,22974.0,98180.0,96296.0,69922.0,,,,,38241.0,81016.0,91304.0,,69214.0,35798.0,21198.0,187222.0,134507.0,128571.0,106667.0,,69545.0,21000.0,81325.0,135223.0,,,,,,,43902.0,38905.0,82985.0,95848.0,,5000.0,60287.0,,61717.0,46134.0
1981,76437.0,33333.0,111629.0,114900.0,102337.0,72800.0,,103134.0,66667.0,51713.0,39494.0,115272.0,78261.0,,,,91874.0,130000.0,32604.0,192059.0,43750.0,56875.0,49969.0,,70312.0,,81240.0,115200.0,30000.0,118137.0,,86139.0,,79501.0,78080.0,65110.0,38931.0,,52731.0,75031.0,58447.0,139078.0,40000.0,62543.0,,67500.0,72499.0,50800.0,207547.0,50000.0,,,68299.0,,2000.0,80400.0,,52023.0,,,41625.0,81693.0,90000.0,108587.0,,,,,47610.0,93925.0,88000.0,,74943.0,40860.0,21978.0,199588.0,172934.0,122727.0,103645.0,,71205.0,20833.0,63805.0,150067.0,,,,,,,46250.0,31494.0,91517.0,110364.0,,5000.0,37229.0,,66498.0,53604.0
1982,80545.0,33333.0,136589.0,138920.0,96008.0,72500.0,,117609.0,70000.0,52107.0,44389.0,119591.0,79250.0,,,,111173.0,124706.0,36357.0,218723.0,80000.0,59750.0,49970.0,,70589.0,,170613.0,250667.0,30000.0,113710.0,,87661.0,,107931.0,84939.0,64317.0,65712.0,,72358.0,76271.0,52837.0,196585.0,39829.0,60149.0,,62983.0,105000.0,57686.0,180000.0,35714.0,,,86080.0,,8250.0,104167.0,,52002.0,,,36760.0,86561.0,96154.0,233583.0,,,,,29772.0,94315.0,94262.0,,71429.0,41884.0,14088.0,150791.0,155117.0,122727.0,114291.0,,71613.0,17000.0,126550.0,148059.0,,,,,,,55725.0,28230.0,124399.0,107159.0,,5000.0,71640.0,,74629.0,47832.0
1983,64689.0,33333.0,124913.0,124082.0,94811.0,73456.0,,124479.0,73191.0,52747.0,43158.0,99106.0,87179.0,,,,109970.0,123871.0,31113.0,196697.0,61538.0,56250.0,51686.0,,70424.0,,147870.0,186667.0,30000.0,117007.0,,94421.0,,94598.0,92560.0,62910.0,62482.0,,66570.0,73396.0,46922.0,165855.0,42312.0,62790.0,,58109.0,135200.0,47608.0,180000.0,35714.0,,,66938.0,,19400.0,118182.0,,51983.0,,,51925.0,117223.0,96296.0,194806.0,,,,,35132.0,92806.0,82645.0,,66343.0,36752.0,18345.0,216250.0,173198.0,120000.0,110478.0,,72454.0,25600.0,94215.0,110457.0,,,,,,,51908.0,33439.0,110984.0,106905.0,,5000.0,83101.0,,67718.0,53198.0
1984,81849.0,33333.0,135436.0,139679.0,94519.0,79167.0,,122533.0,69565.0,58598.0,36842.0,105913.0,89552.0,,,,86231.0,110000.0,35484.0,218232.0,53968.0,58400.0,52198.0,,70410.0,,110479.0,192922.0,30000.0,110355.0,,97761.0,,90428.0,80364.0,52590.0,51731.0,,59425.0,70431.0,37573.0,151637.0,45938.0,59831.0,,68702.0,89000.0,47451.0,159091.0,35714.0,,,69357.0,,34143.0,209091.0,,52016.0,,,49221.0,97759.0,39459.0,117045.0,,,,,40475.0,39760.0,80357.0,,74286.0,37786.0,25542.0,154244.0,170000.0,120000.0,107778.0,,72318.0,21000.0,65637.0,128842.0,,,,,,,52800.0,35897.0,139984.0,85055.0,,5000.0,59941.0,,76464.0,53185.0
1985,60665.0,33333.0,146847.0,148308.0,102143.0,84615.0,,120915.0,70833.0,57803.0,42147.0,123098.0,148487.0,,,,77178.0,110000.0,35109.0,220000.0,56667.0,56053.0,53889.0,,70438.0,,115672.0,118195.0,30000.0,109327.0,,97193.0,,87907.0,92504.0,49110.0,30343.0,,41424.0,74815.0,55726.0,160959.0,41541.0,68848.0,,75000.0,132000.0,52189.0,153846.0,33333.0,,,33061.0,,45214.0,220000.0,,51999.0,,,50000.0,89419.0,40000.0,87616.0,,,,,44223.0,40308.0,89286.0,,73133.0,44262.0,29797.0,176942.0,148799.0,108000.0,109613.0,,72340.0,24872.0,31703.0,152172.0,,,,,,,52800.0,37766.0,129708.0,96063.0,,5000.0,9353.0,,62728.0,48673.0
1986,71544.0,34000.0,149764.0,151396.0,101724.0,89940.0,,124175.0,72000.0,71308.0,33194.0,102157.0,138828.0,,,,91442.0,134651.0,38287.0,208000.0,59677.0,68421.0,52105.0,,70417.0,,124372.0,178775.0,30000.0,98712.0,,93220.0,,94514.0,97124.0,51719.0,46841.0,,67677.0,75014.0,53197.0,152078.0,38399.0,50615.0,,75000.0,127000.0,41134.0,285714.0,33333.0,,,69101.0,,44933.0,225000.0,,51983.0,,,50000.0,108747.0,39643.0,156890.0,,,,,51852.0,42133.0,83333.0,,71179.0,44331.0,35651.0,138178.0,161373.0,125000.0,107821.0,,73000.0,23750.0,59030.0,154271.0,,,,,,,50000.0,33974.0,129050.0,91307.0,,5000.0,41892.0,,66719.0,42575.0
1987,67927.0,32813.0,142955.0,145269.0,105172.0,93570.0,,126400.0,72500.0,87921.0,39727.0,95906.0,130479.0,,,,136324.0,149074.0,42040.0,163126.0,61905.0,57692.0,50000.0,,82289.0,,115379.0,148571.0,30000.0,109372.0,,82290.0,,92825.0,94069.0,50000.0,35359.0,,57860.0,73942.0,64407.0,154606.0,44825.0,59320.0,,81333.0,113953.0,57180.0,285714.0,36667.0,,,43966.0,,41500.0,220000.0,,52010.0,,,50000.0,108979.0,40000.0,140443.0,,,,,48211.0,34166.0,83739.0,,69857.0,37495.0,23197.0,129296.0,173837.0,110000.0,111964.0,,72000.0,25278.0,57628.0,154210.0,,,,,,,55932.0,36689.0,134183.0,94528.0,,5000.0,27876.0,,68793.0,47741.0
1988,63133.0,31429.0,146616.0,148860.0,97813.0,89097.0,,130247.0,72300.0,88962.0,38807.0,132851.0,133549.0,,,,120564.0,143425.0,26116.0,194921.0,70000.0,58000.0,50000.0,,85630.0,,107153.0,192038.0,41110.0,119451.0,,91391.0,,76378.0,96824.0,50704.0,51773.0,,52218.0,75789.0,54742.0,177738.0,54041.0,70714.0,,71677.0,118605.0,20052.0,285714.0,37500.0,,,54989.0,,44053.0,222500.0,,51996.0,,,50000.0,91230.0,37647.0,143889.0,,,,,42094.0,37537.0,84904.0,,62571.0,49859.0,27159.0,192715.0,174227.0,113636.0,109114.0,,70192.0,25278.0,87863.0,168217.0,,,,,,,56780.0,41270.0,135240.0,106399.0,,5000.0,63189.0,,66790.0,58237.0
1989,55937.0,31944.0,157908.0,159782.0,101371.0,91637.0,,133063.0,73904.0,86967.0,41517.0,119667.0,142272.0,,,,114978.0,123950.0,35080.0,150549.0,80000.0,68261.0,50850.0,,70143.0,,154352.0,231873.0,40000.0,135622.0,,101315.0,,83008.0,99065.0,54026.0,41358.0,,45050.0,59961.0,75051.0,178441.0,63046.0,79104.0,,59918.0,134842.0,39435.0,133333.0,70370.0,,,41888.0,,31818.0,225000.0,,51983.0,,,50000.0,91113.0,30278.0,208207.0,,,,,53416.0,38705.0,87521.0,,64962.0,37253.0,25599.0,226626.0,187084.0,108000.0,111829.0,,70192.0,37838.0,64420.0,156919.0,,33333.0,,,,,57454.0,26601.0,134886.0,99659.0,,4902.0,47108.0,,53319.0,68305.0
1990,64987.0,31053.0,152148.0,152884.0,100968.0,90401.0,,132034.0,78165.0,83233.0,64518.0,137186.0,139252.0,,,,113699.0,111827.0,46166.0,162605.0,91993.0,27451.0,51000.0,,86830.0,,117318.0,165274.0,38860.0,154061.0,,76922.0,,90389.0,87772.0,54629.0,77745.0,,49647.0,63513.0,63824.0,171530.0,70027.0,61905.0,,61478.0,144000.0,56773.0,161290.0,70643.0,,,42669.0,,23077.0,241983.0,,61702.0,,,50000.0,82380.0,32353.0,134420.0,,,,,46586.0,41569.0,97872.0,,63815.0,38817.0,29955.0,219521.0,204741.0,87941.0,115042.0,,70192.0,33235.0,74915.0,134384.0,,33333.0,,,,,60345.0,26718.0,135011.0,90889.0,,3636.0,63334.0,,52124.0,75521.0
1991,56408.0,30000.0,153058.0,156282.0,101706.0,114286.0,,132090.0,121625.0,77608.0,42166.0,109997.0,170741.0,,,,101597.0,133656.0,37690.0,166195.0,90000.0,43125.0,51000.0,,98317.0,,117804.0,100238.0,,141309.0,,92808.0,,60605.0,99968.0,55833.0,68823.0,,75311.0,70207.0,63757.0,169248.0,80388.0,38481.0,,91475.0,120787.0,49341.0,100021.0,68844.0,,,37703.0,,17857.0,214136.0,,58333.0,,,50667.0,94649.0,31176.0,142850.0,,,,,51697.0,39130.0,98382.0,,65238.0,44443.0,31468.0,243120.0,159459.0,97741.0,117535.0,,70192.0,32121.0,74353.0,151338.0,,33333.0,,,,,61433.0,32939.0,135516.0,115550.0,,5000.0,57410.0,,54032.0,86799.0
1992,,27778.0,167706.0,175115.0,98757.0,136364.0,,139978.0,123805.0,77625.0,61037.0,133601.0,170543.0,,56141.0,,102012.0,151241.0,43977.0,192050.0,90000.0,40000.0,51500.0,49244.0,88092.0,49464.0,107696.0,261185.0,,113614.0,78822.0,94682.0,35053.0,88117.0,97844.0,51606.0,59118.0,50820.0,,66374.0,50067.0,181813.0,80943.0,54831.0,37952.0,92230.0,95690.0,38136.0,98528.0,69182.0,,,38455.0,71424.0,12500.0,213750.0,,60000.0,,,50000.0,108925.0,32353.0,179246.0,46466.0,,44301.0,59695.0,59394.0,40128.0,94512.0,,61538.0,42423.0,30989.0,256913.0,179943.0,99088.0,121096.0,,68973.0,29630.0,62214.0,148579.0,37832.0,40000.0,38910.0,,,59038.0,59896.0,33798.0,138670.0,122755.0,47014.0,5000.0,58917.0,67823.0,57642.0,87098.0
1993,,26667.0,129581.0,135554.0,49942.0,140097.0,43265.0,122573.0,123214.0,76490.0,65235.0,130791.0,170504.0,,57851.0,,95682.0,126615.0,36985.0,200000.0,89939.0,27188.0,51254.0,53787.0,66819.0,46238.0,101594.0,166419.0,,124346.0,40839.0,100590.0,30172.0,73803.0,96392.0,55209.0,56878.0,16140.0,,80285.0,51996.0,177720.0,101102.0,64524.0,25513.0,121141.0,71273.0,24369.0,97035.0,69000.0,,38585.0,54652.0,64081.0,9798.0,210045.0,54930.0,67391.0,,,50769.0,102822.0,31579.0,133336.0,40446.0,,41711.0,56920.0,48342.0,84870.0,108577.0,57500.0,71429.0,53412.0,30176.0,328969.0,173824.0,99135.0,111068.0,,67956.0,29286.0,45089.0,134716.0,44637.0,40000.0,31042.0,,,40909.0,65256.0,42520.0,135564.0,109350.0,47914.0,5000.0,,69895.0,41159.0,109335.0
