,Slovakia,Romania,Israel,Norway,Australia,Pakistan,Belgium,Kenya,Czechia,Costa Rica,Bangladesh,Italy,Serbia,USSR,Germany,Papua New Guinea,South Africa,Sweden,Uzbekistan,China,Finland,Armenia,Australia & New Zealand,Morocco,Slovenia,Malta,Afghanistan,Spain,Kyrgyzstan,New Zealand,Austria,Ecuador,Réunion,Poland,Turkey,Switzerland,Belgium-Luxembourg,Estonia,Melanesia,Georgia,Greece,Azerbaijan,Viet Nam,Zimbabwe,Egypt,Tunisia,Lithuania,Montenegro,Russian Federation,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Croatia,"China, mainland",United Kingdom,Ireland,India,Bosnia and Herzegovina,Bulgaria,Netherlands,Ukraine
1974,,,,,49504.0,,,,,,46609.0,,,,,52414.0,58850.0,,,35714.0,,,59641.0,,,,87681.0,,,66270.0,46512.0,,,,72975.0,,,,52414.0,,,,20000.0,,,,,,,,,33846.0,,65335.0,,,35714.0,40000.0,,,,,,
1975,,,,,36875.0,,,,,,46609.0,,,,,52414.0,51025.0,,,35714.0,,,65390.0,,,,89706.0,,,81684.0,46512.0,,,,72975.0,,,,52414.0,,,,22000.0,,,,,,,,,33846.0,,69355.0,,,35714.0,70000.0,,,,,,
1976,,,,,46476.0,,,,,,47009.0,,,,,51333.0,59850.0,,,42857.0,,,66503.0,,,,84615.0,,,76965.0,46512.0,33542.0,,,81314.0,,,,51333.0,,,,27273.0,,,,,,,,,34286.0,,79268.0,,,42857.0,60000.0,,,,,,
1977,,,,,45977.0,,,,,,47386.0,,,,,51333.0,27500.0,,,43077.0,,,70143.0,,,,61538.0,,,81036.0,46512.0,39509.0,,,71051.0,,,,51333.0,,,,33333.0,,,,,,,,,34286.0,,73333.0,,,43077.0,80000.0,,,,,,
1978,,,,,46512.0,,,,,,43472.0,,,,,51333.0,43875.0,,,40000.0,,,62839.0,,,,88235.0,,,67550.0,46512.0,47514.0,,,73909.0,,,,51333.0,,,,46154.0,,,,,,,,,34286.0,,64972.0,,,40000.0,66667.0,,,,,,
1979,,,,,47059.0,,,,,,42609.0,,,,,52000.0,42725.0,,,46154.0,,,72636.0,,,,88235.0,,,78449.0,46512.0,45702.0,,,74003.0,,,,52000.0,,,,61538.0,,,,,,,,,31250.0,,51728.0,,,46154.0,67143.0,,,,,,
1980,,,,,54545.0,91212.0,,,,,35318.0,,,,,52000.0,61933.0,,,43077.0,,,33320.0,,,,88235.0,,,30661.0,46512.0,44972.0,,,85072.0,,,,52000.0,,,,64286.0,,,,,,,,,34211.0,,78307.0,,,43077.0,84000.0,,,,,,
1981,,,,,40404.0,88349.0,,,,,33598.0,,,,,51333.0,63607.0,,,46154.0,,,57350.0,,,,88235.0,,,59542.0,46512.0,51313.0,,,79766.0,,,,51333.0,,,,91667.0,,,,,,,,,35000.0,,56310.0,,,46154.0,78571.0,,,,,,
1982,,,,,40404.0,78931.0,,,,,33539.0,,,,,52000.0,65640.0,,,49231.0,,,71272.0,,,,88235.0,,,75347.0,46512.0,53396.0,,,77141.0,,,,52000.0,,,,66667.0,,,,,,,,,35400.0,,61543.0,,,49231.0,52000.0,,,,,,
1983,,,,,30000.0,72893.0,,,,,42286.0,,,,,51613.0,67565.0,,,53846.0,,,69880.0,,,,86765.0,,,75342.0,46512.0,52997.0,,,83140.0,,,,51613.0,,,,85000.0,,,,,,,,,27553.0,,66266.0,,,53846.0,65714.0,,,,,,
1984,,,,,30000.0,65490.0,,,,,41742.0,,,,,52258.0,66818.0,,,52308.0,,,70292.0,,,,86765.0,,,76453.0,46512.0,49273.0,,,75002.0,,,,52258.0,,,,80222.0,20000.0,,,,,,,,16747.0,,60632.0,,,52308.0,77143.0,,,,,,
1985,,,,,30000.0,62084.0,,,,340000.0,41115.0,40000.0,,,,52258.0,64216.0,13750.0,,53846.0,,,70761.0,40000.0,,50000.0,86765.0,,,77042.0,46512.0,71364.0,28571.0,,81818.0,67708.0,88000.0,,52258.0,,33333.0,,80870.0,30000.0,50000.0,40000.0,,,,,50000.0,32889.0,,69461.0,,,53846.0,80448.0,59280.0,36364.0,,,52632.0,
1986,,,,,30000.0,61248.0,,33333.0,,350000.0,40000.0,40000.0,,,,51250.0,58333.0,13333.0,,52308.0,,,71322.0,44444.0,,46667.0,86567.0,,,78534.0,46512.0,56624.0,42857.0,,80952.0,77778.0,112000.0,,51250.0,,33333.0,,84925.0,20000.0,52000.0,46667.0,,,,,45455.0,35097.0,,66456.0,,,52308.0,67000.0,53522.0,36364.0,,,75862.0,
1987,,,,,23168.0,53785.0,,33333.0,,340000.0,40000.0,34000.0,,,,51250.0,59857.0,13846.0,,52381.0,,,66845.0,44444.0,,46154.0,86567.0,35088.0,,79225.0,46512.0,64912.0,42857.0,,81472.0,82222.0,108000.0,,51250.0,,32000.0,,80448.0,30000.0,45000.0,46667.0,,,,,45455.0,34148.0,,79272.0,,,52381.0,69529.0,50000.0,36364.0,,,75862.0,
1988,,,,,20000.0,52157.0,,33333.0,,340000.0,30000.0,34000.0,,,,51875.0,69581.0,14545.0,,94286.0,,,63546.0,47059.0,,43077.0,86567.0,35088.0,,79545.0,47887.0,20975.0,42857.0,,88469.0,88000.0,83000.0,,51875.0,,32000.0,,80175.0,30000.0,47500.0,47059.0,,,,,45455.0,42022.0,,81726.0,,,94286.0,67275.0,50000.0,36364.0,,,64000.0,
1989,,,,,12639.0,50558.0,,35000.0,,300000.0,37500.0,34000.0,,40000.0,,52500.0,66047.0,11333.0,,87500.0,,,63681.0,47059.0,,38462.0,86364.0,35088.0,,87912.0,53226.0,24273.0,42857.0,,86146.0,96667.0,98000.0,,52500.0,,33333.0,,87538.0,40000.0,50000.0,47059.0,,,,,43750.0,48601.0,,50917.0,,,87500.0,54872.0,50000.0,36364.0,,,75862.0,
1990,,,,,46158.0,48270.0,,25448.0,,305556.0,36175.0,40000.0,,38462.0,,51515.0,56883.0,12000.0,,97500.0,,,81377.0,48000.0,,41270.0,85280.0,38156.0,,102894.0,44586.0,19228.0,50000.0,,83621.0,122667.0,64151.0,,51515.0,,34286.0,,91091.0,38000.0,47170.0,50000.0,,,,75000.0,41667.0,53660.0,,70747.0,,,97500.0,62510.0,40000.0,38036.0,,,66667.0,
1991,,35088.0,,,20466.0,51186.0,,33333.0,,178571.0,44524.0,40822.0,,38462.0,,51849.0,44839.0,11616.0,,96386.0,,,64981.0,50000.0,,81150.0,91103.0,78122.0,,100000.0,60234.0,17879.0,53846.0,,86471.0,88085.0,94154.0,,51849.0,,33716.0,,103500.0,50000.0,44444.0,51456.0,,,,80000.0,41667.0,47297.0,,58598.0,,,96386.0,72155.0,39464.0,35935.0,,,57580.0,
1992,,22222.0,,,32555.0,51273.0,,33502.0,,200000.0,40862.0,40000.0,,,,51864.0,49929.0,11735.0,100000.0,100000.0,,10000.0,65223.0,51613.0,31494.0,78778.0,90723.0,77788.0,30303.0,112788.0,61163.0,14459.0,51900.0,,86328.0,134286.0,95000.0,30700.0,51864.0,15000.0,33333.0,,119000.0,30000.0,45000.0,51949.0,,,,17158.0,,47944.0,,95745.0,20000.0,20000.0,100000.0,60556.0,40000.0,37939.0,30000.0,,81250.0,
1993,,56000.0,,,32500.0,48046.0,,33439.0,33149.0,212502.0,42534.0,,,,,51875.0,54673.0,11717.0,99849.0,107692.0,,3333.0,65811.0,51487.0,34739.0,76405.0,90342.0,77454.0,18462.0,125561.0,52918.0,15615.0,51307.0,,82313.0,108000.0,90287.0,24059.0,51875.0,10000.0,33454.0,,100000.0,40000.0,47315.0,52458.0,,,,177600.0,,47797.0,,68632.0,20000.0,20447.0,107692.0,55768.0,38930.0,39891.0,31470.0,15000.0,43333.0,
1994,,60000.0,,,33333.0,50510.0,,33333.0,45455.0,200000.0,44175.0,,,,,52353.0,59478.0,11900.0,99853.0,118750.0,26667.0,6667.0,69653.0,52035.0,31526.0,74032.0,89962.0,77120.0,15267.0,116822.0,50000.0,39780.0,50000.0,,85405.0,94651.0,88000.0,27331.0,52353.0,20000.0,33389.0,,90000.0,39674.0,50430.0,52986.0,,,,102430.0,,29500.0,,78320.0,20000.0,20431.0,118750.0,49412.0,38601.0,41921.0,32931.0,16384.0,33333.0,
1995,66667.0,56424.0,,,32837.0,50685.0,,33333.0,45783.0,200000.0,41152.0,,,,,51863.0,60381.0,11429.0,99858.0,123333.0,16667.0,7500.0,72840.0,52707.0,56154.0,71660.0,89582.0,76787.0,1613.0,116740.0,56705.0,40788.0,49988.0,66667.0,82937.0,86875.0,85676.0,20000.0,51863.0,30000.0,33344.0,,92857.0,39734.0,52308.0,53538.0,,,,137459.0,,29500.0,,77146.0,20000.0,20414.0,123333.0,47500.0,38263.0,43532.0,34417.0,20000.0,27500.0,11111.0
1996,50000.0,60187.0,,,32856.0,50667.0,,33333.0,42287.0,200000.0,41152.0,,,,,51824.0,63336.0,11458.0,99862.0,114667.0,16667.0,10000.0,69613.0,53358.0,58571.0,69287.0,89202.0,76453.0,3571.0,118943.0,58890.0,40955.0,49744.0,67852.0,83777.0,91304.0,83369.0,18000.0,51824.0,15000.0,33333.0,,92308.0,39769.0,54770.0,54118.0,,,,139900.0,,37000.0,,61992.0,20000.0,20398.0,114667.0,70000.0,37915.0,44953.0,35928.0,16005.0,30000.0,5294.0
1997,55575.0,73333.0,30233.0,,32881.0,50649.0,,33324.0,40376.0,200000.0,43210.0,,,,,51784.0,67070.0,11579.0,99867.0,115000.0,20000.0,15000.0,68447.0,52941.0,33333.0,66914.0,88822.0,76119.0,18667.0,116044.0,61055.0,43375.0,49423.0,67766.0,84559.0,80019.0,110000.0,28144.0,51784.0,15000.0,33319.0,,90909.0,39702.0,57143.0,54730.0,,,,74720.0,,68500.0,,74247.0,10000.0,20381.0,115000.0,57500.0,37558.0,48416.0,37464.0,15000.0,60000.0,10000.0
1998,56095.0,55000.0,29839.0,,32776.0,50104.0,,34211.0,39237.0,200000.0,43210.0,,,,,51667.0,73400.0,11649.0,100000.0,107500.0,19286.0,20000.0,67385.0,54664.0,47143.0,64542.0,88441.0,76617.0,12857.0,116667.0,63191.0,26936.0,49130.0,67672.0,78864.0,73693.0,50000.0,30205.0,51667.0,15330.0,33343.0,60000.0,90000.0,37500.0,58491.0,55377.0,,,,115341.0,,19583.0,,73094.0,20000.0,20365.0,107500.0,82000.0,37193.0,47807.0,39028.0,15000.0,40000.0,10000.0
1999,57709.0,75789.0,30208.0,,32633.0,50532.0,,33333.0,38294.0,202074.0,43263.0,,,,,51797.0,69161.0,11735.0,100000.0,114000.0,19603.0,15000.0,68558.0,55227.0,52903.0,62169.0,88061.0,80342.0,10000.0,120000.0,65897.0,18174.0,48833.0,86154.0,80495.0,47619.0,72784.0,14011.0,51797.0,15870.0,33391.0,66667.0,85104.0,40000.0,59091.0,56065.0,,,,109924.0,,93333.0,,72856.0,20000.0,20349.0,114000.0,75926.0,36821.0,51149.0,40619.0,15000.0,44351.0,7619.0
2000,60338.0,80000.0,30172.0,,32664.0,50914.0,15545.0,31250.0,37500.0,200844.0,43263.0,,,,,52703.0,68733.0,11684.0,100000.0,86667.0,19243.0,20000.0,70003.0,55812.0,162500.0,59796.0,87681.0,88889.0,22368.0,117871.0,67835.0,17857.0,50000.0,66667.0,73846.0,69500.0,,37452.0,52703.0,12182.0,33411.0,50000.0,94762.0,37500.0,60010.0,50000.0,,,,117381.0,,83810.0,,76896.0,25000.0,20333.0,86667.0,67143.0,36442.0,53242.0,42239.0,13333.0,44172.0,31250.0
2001,63690.0,66667.0,30189.0,,32690.0,49674.0,15467.0,31360.0,33333.0,200000.0,37037.0,,,,,51282.0,64833.0,11546.0,100000.0,93333.0,19026.0,40000.0,68792.0,52632.0,80667.0,57424.0,87301.0,71429.0,11765.0,118519.0,69605.0,18750.0,50000.0,68421.0,74738.0,62879.0,,11515.0,51282.0,15314.0,33421.0,50000.0,95040.0,39658.0,61230.0,58390.0,,,,116869.0,,82381.0,20000.0,73157.0,40000.0,20317.0,93333.0,70000.0,36056.0,53750.0,43885.0,15000.0,44037.0,31250.0
2002,66601.0,80645.0,30000.0,,28571.0,50956.0,15389.0,30855.0,28571.0,200000.0,30864.0,,,,,51672.0,51500.0,11429.0,100000.0,95000.0,18581.0,22635.0,68254.0,57432.0,124828.0,55051.0,86920.0,74467.0,19280.0,117857.0,72727.0,18235.0,47341.0,76000.0,77541.0,83333.0,,13053.0,51672.0,18182.0,33417.0,50000.0,93296.0,39499.0,62462.0,60027.0,,,38889.0,106689.0,,76667.0,27290.0,76474.0,10000.0,20302.0,95000.0,48750.0,35664.0,55487.0,45532.0,14248.0,43893.0,20000.0
2003,69844.0,85000.0,30000.0,,30000.0,49415.0,,30406.0,28223.0,200000.0,30864.0,82727.0,,,,51659.0,54000.0,11515.0,100000.0,100000.0,25000.0,25176.0,61426.0,59101.0,41154.0,52605.0,87509.0,73718.0,29375.0,117203.0,75000.0,18000.0,46644.0,73000.0,75768.0,32000.0,,8265.0,51659.0,16250.0,33387.0,55000.0,90909.0,39896.0,63663.0,62110.0,8000.0,,40000.0,138156.0,,78454.0,27697.0,70523.0,18367.0,20350.0,100000.0,67273.0,35272.0,57189.0,47263.0,14047.0,44067.0,33333.0
2004,79772.0,55000.0,30129.0,,30769.0,54895.0,,30003.0,26233.0,200000.0,32949.0,82184.0,,,,52000.0,57443.0,11616.0,100000.0,105000.0,15663.0,23435.0,57895.0,60658.0,51071.0,50085.0,85617.0,73271.0,37500.0,116667.0,76923.0,17411.0,45305.0,70000.0,70492.0,35185.0,,17489.0,52000.0,18182.0,33378.0,45000.0,94615.0,40091.0,64665.0,64633.0,7500.0,,44000.0,124752.0,,82811.0,28149.0,82281.0,8093.0,20461.0,105000.0,67273.0,34878.0,58264.0,49031.0,13755.0,44635.0,20000.0
2005,83480.0,71771.0,30135.0,,31250.0,50344.0,15358.0,29364.0,24359.0,200000.0,32949.0,93409.0,,,24573.0,51785.0,58267.0,12000.0,100000.0,114286.0,12911.0,45455.0,54724.0,62146.0,41034.0,47566.0,85000.0,70000.0,31250.0,117010.0,71701.0,18040.0,44313.0,72727.0,77904.0,34333.0,,5561.0,51785.0,18200.0,33362.0,32500.0,95936.0,40289.0,67089.0,67192.0,10000.0,,39130.0,132385.0,,86866.0,28597.0,81628.0,26364.0,20573.0,114286.0,63339.0,34480.0,59677.0,50000.0,13513.0,45958.0,61200.0
2006,84408.0,75382.0,30136.0,28143.0,31579.0,51350.0,15360.0,30310.0,24268.0,200000.0,54162.0,81325.0,42857.0,,24573.0,53659.0,59081.0,13242.0,100000.0,118571.0,9881.0,61538.0,52537.0,63652.0,28966.0,45046.0,85000.0,72889.0,40000.0,117022.0,70469.0,18000.0,43287.0,75886.0,76269.0,39178.0,,1977.0,53659.0,15000.0,34286.0,35000.0,97778.0,40000.0,68520.0,69781.0,10000.0,55556.0,41818.0,139472.0,,89889.0,29097.0,67894.0,25000.0,20684.0,118571.0,82800.0,34076.0,61107.0,52677.0,13270.0,46604.0,30000.0
2007,84883.0,73287.0,30165.0,22188.0,36086.0,45440.0,15363.0,30165.0,23158.0,200000.0,77651.0,95946.0,47143.0,,37375.0,49758.0,58909.0,14484.0,105333.0,120000.0,3719.0,58250.0,57107.0,65187.0,40000.0,46818.0,85929.0,72514.0,38750.0,117085.0,72902.0,18176.0,42222.0,55084.0,88345.0,36931.0,,983.0,49758.0,15714.0,32836.0,37500.0,96429.0,40849.0,69952.0,72398.0,8333.0,55556.0,42727.0,136348.0,,92911.0,29516.0,103339.0,21314.0,20797.0,120000.0,90000.0,33666.0,74201.0,54557.0,12000.0,47249.0,30000.0
2008,90000.0,73359.0,30182.0,13846.0,35556.0,47276.0,15366.0,30029.0,22223.0,163636.0,66573.0,94783.0,42857.0,,23289.0,51220.0,60833.0,16550.0,110000.0,112500.0,3534.0,74944.0,54661.0,66748.0,34667.0,41170.0,85455.0,70968.0,40000.0,116071.0,73800.0,19502.0,41121.0,71952.0,85039.0,34622.0,,3495.0,51220.0,15000.0,32490.0,32000.0,97857.0,41077.0,71393.0,75040.0,10000.0,55556.0,44444.0,183316.0,,95933.0,29931.0,75624.0,20549.0,20909.0,112500.0,85484.0,33239.0,64326.0,56471.0,12717.0,47894.0,36000.0
2009,86667.0,73432.0,30203.0,16610.0,36341.0,45483.0,15369.0,29882.0,21545.0,177442.0,72113.0,92000.0,42857.0,,17920.0,50485.0,60786.0,18255.0,120000.0,109524.0,5421.0,67850.0,56967.0,68331.0,32424.0,40000.0,85000.0,70423.0,43750.0,117537.0,76122.0,19622.0,39988.0,65286.0,85302.0,41071.0,,4289.0,50485.0,16000.0,32137.0,27630.0,97183.0,41302.0,72839.0,77702.0,7345.0,55556.0,47500.0,173959.0,,98955.0,37500.0,81901.0,20837.0,21022.0,109524.0,91045.0,32769.0,64595.0,58449.0,12888.0,48561.0,20000.0
2010,75629.0,73505.0,30240.0,28222.0,40000.0,46150.0,15565.0,29711.0,18462.0,176512.0,68393.0,95564.0,42857.0,,24607.0,50962.0,72318.0,19733.0,130000.0,107801.0,4353.0,48272.0,78161.0,69933.0,35833.0,40000.0,78574.0,70000.0,40000.0,117385.0,75600.0,19519.0,38827.0,42415.0,90970.0,29523.0,,4568.0,50962.0,16112.0,31790.0,25554.0,97534.0,41524.0,74291.0,80382.0,6550.0,55556.0,42500.0,96305.0,,101978.0,33333.0,81347.0,20923.0,20000.0,107801.0,92248.0,32180.0,65840.0,63636.0,13162.0,49299.0,22500.0
2011,69445.0,73578.0,30304.0,17556.0,36458.0,46873.0,15586.0,29504.0,21176.0,174360.0,55996.0,99605.0,42857.0,,21408.0,50725.0,84496.0,21818.0,100000.0,110929.0,7857.0,55116.0,57991.0,71548.0,42143.0,33938.0,73002.0,69231.0,45000.0,117291.0,66406.0,19416.0,37643.0,53704.0,93661.0,26717.0,,3653.0,50725.0,16096.0,31462.0,25432.0,98537.0,41744.0,75746.0,83077.0,5500.0,55556.0,45000.0,126411.0,,105000.0,30000.0,81595.0,21010.0,21869.0,110929.0,83515.0,31285.0,67029.0,62382.0,13038.0,50043.0,33333.0
2012,60000.0,73650.0,30182.0,26585.0,36111.0,47982.0,15625.0,29070.0,22388.0,150000.0,54119.0,97724.0,42857.0,,25608.0,50714.0,80800.0,18824.0,83574.0,111085.0,6455.0,60151.0,53926.0,80000.0,47059.0,23000.0,65789.0,69231.0,46250.0,115830.0,71894.0,19312.0,31667.0,52803.0,96725.0,24729.0,,2195.0,50714.0,16090.0,30303.0,23211.0,102069.0,45000.0,76923.0,94737.0,4500.0,55556.0,34000.0,122398.0,,108022.0,25000.0,81779.0,21097.0,23333.0,111085.0,84741.0,28947.0,67675.0,63636.0,12915.0,56452.0,68000.0
2013,60000.0,73723.0,31034.0,21892.0,37647.0,45588.0,15385.0,28571.0,21448.0,170587.0,63526.0,99674.0,42857.0,,27395.0,50701.0,84280.0,18601.0,76404.0,111349.0,5243.0,55747.0,54399.0,74872.0,45000.0,15605.0,65789.0,69231.0,50000.0,117623.0,67642.0,19209.0,35083.0,57276.0,352886.0,22732.0,,3414.0,50701.0,16068.0,30303.0,21619.0,100391.0,45000.0,78702.0,85720.0,5000.0,55556.0,36000.0,108483.0,,111044.0,30000.0,82169.0,21183.0,25000.0,111349.0,88221.0,27482.0,69610.0,63636.0,12791.0,50709.0,60000.0
2014,62239.0,73796.0,30754.0,22619.0,35966.0,46593.0,12670.0,28500.0,19544.0,171144.0,65144.0,100944.0,42857.0,,30900.0,50754.0,85909.0,17725.0,66598.0,111658.0,5532.0,49848.0,48655.0,73625.0,28350.0,22701.0,60826.0,69231.0,50000.0,118012.0,61958.0,19106.0,38110.0,49842.0,302740.0,21797.0,,3628.0,50754.0,16046.0,30764.0,19874.0,98072.0,42904.0,80511.0,86019.0,4583.0,55556.0,45000.0,122543.0,,114066.0,29964.0,82559.0,21270.0,22866.0,111658.0,90425.0,29865.0,71479.0,70000.0,12668.0,51206.0,30000.0
