,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Croatia,Burkina Faso,Israel,Malta,Philippines,South Sudan,Brazil,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Ethiopia,Yugoslav SFR,Pakistan,United States of America,Greece,Thailand,Zimbabwe,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Cyprus,Guadeloupe,South Africa,Japan,New Zealand,Yemen,Portugal,Bahamas,Bangladesh,Iran (Islamic Republic of),French Polynesia,Algeria,Nepal,French Guiana,Argentina,Haiti,Paraguay,Georgia,Cuba,El Salvador,Morocco,Ethiopia PDR,Congo,Lebanon,Mexico,Uruguay,Ecuador,Spain,Jordan,Bosnia and Herzegovina,Réunion,China,Tunisia,Colombia,Libya,Albania,Jamaica,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Syrian Arab Republic,Australia,France,Egypt,Polynesia,"China, mainland",Sudan (former),Swaziland,Italy,Turkey
1971,-1.0,71600.0,122497.0,102462.0,50000.0,-1.0,-1.0,255000.0,-1.0,29225.0,-1.0,143813.0,60000.0,97517.0,252174.0,-1.0,-1.0,106140.0,175101.0,118378.0,142857.0,58824.0,-1.0,8693.0,-1.0,94265.0,-1.0,159800.0,148893.0,35787.0,-1.0,47586.0,-1.0,60773.0,43689.0,150000.0,85528.0,-1.0,6667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46667.0,-1.0,132945.0,94545.0,-1.0,93269.0,143385.0,100000.0,-1.0,-1.0,36582.0,-1.0,-1.0,131500.0,-1.0,99907.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,103567.0,97500.0,174414.0,250427.0,20822.0,47619.0,-1.0,137955.0,78038.0
1972,-1.0,72318.0,122722.0,106997.0,50000.0,-1.0,-1.0,217069.0,-1.0,35317.0,-1.0,154103.0,60952.0,114782.0,196296.0,-1.0,-1.0,112174.0,183116.0,137204.0,142857.0,57895.0,-1.0,14275.0,-1.0,121677.0,-1.0,155425.0,208290.0,43190.0,-1.0,66765.0,-1.0,42949.0,43750.0,155000.0,100184.0,-1.0,6667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46667.0,-1.0,183022.0,94444.0,-1.0,92774.0,196633.0,137500.0,-1.0,-1.0,41659.0,-1.0,-1.0,121083.0,-1.0,97986.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,122492.0,61337.0,141132.0,195993.0,26410.0,47619.0,-1.0,117556.0,103342.0
1973,-1.0,72917.0,120892.0,107063.0,50000.0,-1.0,-1.0,280192.0,-1.0,28457.0,-1.0,144463.0,60952.0,118456.0,165259.0,-1.0,-1.0,114961.0,175225.0,131936.0,142857.0,57895.0,-1.0,28175.0,-1.0,114015.0,-1.0,136582.0,195783.0,48930.0,-1.0,60313.0,-1.0,43019.0,44628.0,160000.0,92268.0,-1.0,5714.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46667.0,-1.0,187709.0,94545.0,-1.0,192845.0,130326.0,52379.0,-1.0,-1.0,43389.0,-1.0,-1.0,133875.0,-1.0,102382.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,126283.0,65013.0,151361.0,165236.0,26154.0,47619.0,-1.0,139912.0,82353.0
1974,-1.0,71296.0,121222.0,109033.0,50000.0,-1.0,-1.0,292400.0,-1.0,29252.0,-1.0,136193.0,59091.0,145358.0,153360.0,-1.0,-1.0,113043.0,181672.0,123675.0,142857.0,57895.0,-1.0,30326.0,-1.0,76010.0,-1.0,153653.0,196230.0,59123.0,-1.0,53999.0,-1.0,40164.0,45038.0,165000.0,100149.0,-1.0,8571.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47333.0,-1.0,211712.0,94077.0,-1.0,111012.0,126239.0,102710.0,-1.0,-1.0,45107.0,-1.0,-1.0,115333.0,-1.0,102070.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,156221.0,72798.0,142834.0,153406.0,27561.0,47619.0,-1.0,140905.0,100063.0
1975,-1.0,71429.0,120520.0,100939.0,50000.0,-1.0,-1.0,288000.0,-1.0,35805.0,-1.0,133563.0,61053.0,139506.0,197100.0,-1.0,-1.0,118902.0,193282.0,137577.0,142857.0,57895.0,-1.0,72793.0,-1.0,100389.0,-1.0,140380.0,216352.0,48498.0,-1.0,49195.0,-1.0,38453.0,45070.0,170000.0,90112.0,-1.0,8571.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47333.0,-1.0,178947.0,97188.0,-1.0,143128.0,128794.0,54423.0,-1.0,-1.0,43773.0,-1.0,-1.0,113733.0,-1.0,99415.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,152971.0,80066.0,153311.0,196832.0,27439.0,47619.0,-1.0,141016.0,87500.0
1976,-1.0,71923.0,120656.0,109124.0,50000.0,-1.0,-1.0,290196.0,-1.0,48156.0,-1.0,130989.0,60000.0,147494.0,200160.0,-1.0,-1.0,112000.0,219959.0,136706.0,140000.0,60000.0,-1.0,43563.0,-1.0,91257.0,-1.0,166133.0,188354.0,63032.0,-1.0,40377.0,-1.0,38536.0,47945.0,175000.0,97979.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46452.0,-1.0,188119.0,99429.0,-1.0,134512.0,129431.0,30113.0,-1.0,-1.0,41611.0,-1.0,-1.0,112947.0,-1.0,100611.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,161503.0,114571.0,137132.0,199960.0,22381.0,47619.0,-1.0,140874.0,98184.0
1977,-1.0,72759.0,115723.0,102903.0,50000.0,-1.0,-1.0,337143.0,-1.0,55026.0,-1.0,127633.0,60440.0,169354.0,203120.0,-1.0,-1.0,78261.0,197998.0,99581.0,140000.0,60000.0,-1.0,98013.0,-1.0,106467.0,-1.0,157736.0,223140.0,53559.0,-1.0,56794.0,-1.0,38443.0,50667.0,180000.0,100493.0,-1.0,5000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46452.0,-1.0,245455.0,107299.0,-1.0,84461.0,169738.0,66355.0,-1.0,-1.0,46904.0,-1.0,-1.0,122682.0,-1.0,98557.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,190571.0,95988.0,120577.0,202937.0,31047.0,47619.0,-1.0,136324.0,105198.0
1978,-1.0,71613.0,116106.0,106832.0,50000.0,-1.0,-1.0,307500.0,-1.0,50764.0,-1.0,127772.0,58824.0,159984.0,194444.0,-1.0,-1.0,101596.0,224202.0,114738.0,140000.0,60000.0,-1.0,104190.0,-1.0,83653.0,-1.0,160693.0,197520.0,76259.0,-1.0,47604.0,-1.0,31346.0,59420.0,200000.0,100151.0,-1.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47097.0,-1.0,245455.0,91695.0,-1.0,83841.0,224809.0,253089.0,-1.0,-1.0,44527.0,-1.0,-1.0,111950.0,-1.0,99477.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,174715.0,105894.0,134793.0,194475.0,28242.0,47619.0,-1.0,121846.0,115385.0
1979,-1.0,71188.0,112012.0,116345.0,50000.0,-1.0,-1.0,275079.0,-1.0,52007.0,-1.0,141820.0,59091.0,182529.0,187500.0,-1.0,-1.0,100133.0,225207.0,86936.0,140000.0,60000.0,-1.0,132632.0,-1.0,91257.0,-1.0,159093.0,245288.0,85912.0,52920.0,54413.0,-1.0,30972.0,62791.0,200000.0,103175.0,-1.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47097.0,-1.0,230769.0,128137.0,-1.0,85100.0,197210.0,63020.0,-1.0,-1.0,40122.0,-1.0,-1.0,108600.0,-1.0,92925.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,200292.0,151818.0,154364.0,187730.0,27153.0,47619.0,-1.0,118553.0,114815.0
1980,-1.0,68361.0,87742.0,112730.0,50000.0,-1.0,-1.0,266172.0,-1.0,49574.0,-1.0,140478.0,61538.0,184466.0,200000.0,-1.0,-1.0,97886.0,299283.0,138606.0,140000.0,59091.0,-1.0,132269.0,-1.0,95337.0,-1.0,164406.0,207163.0,145219.0,52265.0,50000.0,-1.0,31127.0,67200.0,160000.0,88754.0,-1.0,10000.0,108434.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46250.0,-1.0,214286.0,117528.0,-1.0,91456.0,213129.0,105125.0,-1.0,-1.0,40290.0,-1.0,-1.0,120714.0,-1.0,101779.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,192289.0,98095.0,100709.0,199735.0,30000.0,47619.0,-1.0,112059.0,134677.0
1981,-1.0,78166.0,107712.0,112971.0,50000.0,-1.0,-1.0,177036.0,-1.0,47895.0,-1.0,148427.0,60000.0,196924.0,208333.0,-1.0,-1.0,98208.0,228218.0,144338.0,141509.0,59091.0,-1.0,165875.0,-1.0,87586.0,-1.0,155619.0,212594.0,102617.0,52452.0,50000.0,-1.0,31192.0,76613.0,125000.0,89523.0,-1.0,10000.0,109943.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46875.0,-1.0,241379.0,69974.0,-1.0,102593.0,158813.0,136023.0,-1.0,-1.0,41988.0,-1.0,-1.0,111111.0,-1.0,101198.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,223833.0,128236.0,104926.0,206967.0,32036.0,47619.0,-1.0,139485.0,122096.0
1982,-1.0,79450.0,108037.0,110778.0,50000.0,-1.0,-1.0,348533.0,-1.0,39000.0,-1.0,150504.0,58824.0,157795.0,200000.0,-1.0,-1.0,99907.0,227281.0,166731.0,142705.0,60000.0,-1.0,204507.0,-1.0,101330.0,-1.0,148847.0,227482.0,81032.0,53148.0,56250.0,-1.0,25230.0,85161.0,190000.0,90721.0,-1.0,11250.0,122744.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46061.0,-1.0,241379.0,123995.0,-1.0,98420.0,196228.0,114641.0,-1.0,-1.0,39725.0,-1.0,-1.0,110150.0,-1.0,101986.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,181975.0,135769.0,150794.0,199901.0,32092.0,47619.0,-1.0,124210.0,123750.0
1983,-1.0,72190.0,103339.0,109775.0,50000.0,-1.0,-1.0,360000.0,-1.0,44207.0,-1.0,148166.0,60000.0,149932.0,200000.0,-1.0,-1.0,95480.0,240639.0,160132.0,126086.0,60909.0,-1.0,222822.0,-1.0,82294.0,-1.0,150576.0,236868.0,107296.0,53148.0,56250.0,-1.0,28109.0,87629.0,200000.0,70076.0,-1.0,11250.0,120679.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46667.0,-1.0,233333.0,103953.0,-1.0,84013.0,249374.0,129282.0,-1.0,-1.0,47566.0,-1.0,-1.0,110375.0,-1.0,99925.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,162350.0,107692.0,137889.0,200000.0,41531.0,47619.0,-1.0,179543.0,135294.0
1984,-1.0,113593.0,77441.0,98569.0,50000.0,-1.0,50000.0,257143.0,-1.0,36561.0,-1.0,143425.0,60870.0,165733.0,214286.0,-1.0,-1.0,95173.0,242100.0,159690.0,116039.0,61818.0,-1.0,169016.0,-1.0,96154.0,-1.0,166835.0,172251.0,60046.0,55240.0,60938.0,-1.0,30283.0,90035.0,150000.0,68985.0,-1.0,12000.0,112444.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,47273.0,-1.0,230769.0,99672.0,-1.0,100026.0,169923.0,169091.0,-1.0,-1.0,46736.0,-1.0,-1.0,112091.0,-1.0,99612.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,221883.0,121883.0,117914.0,213380.0,42363.0,47619.0,-1.0,130781.0,128680.0
1985,-1.0,102491.0,85922.0,120130.0,50000.0,-1.0,50000.0,264891.0,-1.0,40288.0,-1.0,142170.0,62500.0,136786.0,200000.0,-1.0,40000.0,95861.0,246877.0,142159.0,149518.0,62727.0,138462.0,236195.0,108521.0,45977.0,66571.0,145165.0,221422.0,59417.0,55950.0,62500.0,-1.0,26592.0,111598.0,150000.0,70362.0,-1.0,12500.0,130256.0,56970.0,86251.0,-1.0,128312.0,83019.0,175000.0,47879.0,-1.0,258065.0,82117.0,110003.0,108638.0,200918.0,126880.0,-1.0,-1.0,40222.0,65814.0,-1.0,111111.0,-1.0,98964.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,177382.0,190864.0,120154.0,198780.0,35618.0,47619.0,-1.0,167668.0,144463.0
1986,34000.0,106813.0,85749.0,110712.0,50000.0,-1.0,60000.0,299526.0,-1.0,38027.0,-1.0,140746.0,62500.0,163361.0,200000.0,-1.0,40000.0,95589.0,258226.0,154550.0,157452.0,63636.0,135897.0,202897.0,112214.0,49451.0,79600.0,164859.0,200000.0,107015.0,61250.0,68859.0,-1.0,22552.0,116016.0,170000.0,71242.0,-1.0,11111.0,121897.0,56970.0,81938.0,-1.0,116500.0,86792.0,216250.0,48485.0,-1.0,230769.0,79443.0,114286.0,106450.0,216301.0,163544.0,-1.0,-1.0,40933.0,103750.0,-1.0,111111.0,-1.0,100095.0,-1.0,-1.0,-1.0,-1.0,-1.0,157143.0,190751.0,187808.0,99490.0,198571.0,37933.0,50000.0,-1.0,180774.0,157895.0
1987,35714.0,111292.0,107751.0,119372.0,50000.0,-1.0,70000.0,333179.0,-1.0,59225.0,-1.0,144300.0,54167.0,160451.0,200000.0,-1.0,40000.0,88838.0,329172.0,105404.0,170683.0,64545.0,133333.0,242839.0,114318.0,57113.0,80400.0,168459.0,239581.0,129412.0,69125.0,68134.0,-1.0,23987.0,111507.0,120000.0,69792.0,-1.0,11111.0,126177.0,57576.0,77337.0,-1.0,111273.0,86792.0,181250.0,49091.0,-1.0,228501.0,90428.0,115777.0,117207.0,227982.0,215527.0,-1.0,100000.0,40087.0,93750.0,-1.0,113333.0,-1.0,95150.0,-1.0,-1.0,-1.0,-1.0,-1.0,162500.0,174484.0,191623.0,110016.0,192727.0,37306.0,50000.0,-1.0,110735.0,132243.0
1988,40000.0,108421.0,157099.0,122304.0,50000.0,-1.0,80000.0,283000.0,-1.0,51938.0,-1.0,137957.0,50000.0,142990.0,100000.0,-1.0,40000.0,91851.0,332730.0,150642.0,163253.0,65455.0,128205.0,227733.0,116014.0,67961.0,80000.0,168368.0,197822.0,63953.0,65153.0,59973.0,-1.0,22622.0,145513.0,160000.0,74181.0,-1.0,11111.0,131351.0,56364.0,62460.0,-1.0,118782.0,90566.0,187500.0,49697.0,-1.0,227499.0,98724.0,105509.0,127638.0,199254.0,269265.0,-1.0,100000.0,29833.0,102083.0,-1.0,111290.0,-1.0,99846.0,-1.0,-1.0,-1.0,-1.0,-1.0,155556.0,176639.0,191465.0,105720.0,105455.0,26797.0,48889.0,-1.0,133683.0,143565.0
1989,41667.0,107606.0,162597.0,127190.0,50000.0,-1.0,85000.0,295750.0,-1.0,43600.0,-1.0,138773.0,54167.0,183326.0,-1.0,-1.0,48000.0,92112.0,340661.0,159275.0,197411.0,66364.0,136364.0,396619.0,121775.0,95238.0,75333.0,179121.0,235397.0,312981.0,69877.0,66935.0,-1.0,21935.0,130558.0,80000.0,75763.0,-1.0,11200.0,139756.0,54545.0,61523.0,-1.0,110840.0,94340.0,233889.0,50303.0,-1.0,221512.0,120646.0,75714.0,137912.0,224923.0,323823.0,-1.0,100000.0,46929.0,105417.0,-1.0,109375.0,-1.0,98583.0,-1.0,-1.0,-1.0,-1.0,-1.0,133333.0,159101.0,180000.0,115631.0,80000.0,44483.0,42553.0,-1.0,156874.0,152360.0
1990,55000.0,106894.0,154284.0,112880.0,50485.0,-1.0,89231.0,404116.0,-1.0,25795.0,-1.0,147160.0,56864.0,159158.0,-1.0,-1.0,48387.0,92772.0,219327.0,147337.0,169014.0,65026.0,160000.0,255445.0,122500.0,118182.0,51613.0,190052.0,204579.0,151295.0,65790.0,58975.0,-1.0,22348.0,145714.0,140000.0,67778.0,50980.0,10741.0,124980.0,57510.0,61566.0,-1.0,83333.0,100148.0,125000.0,49209.0,-1.0,229736.0,127149.0,109487.0,94402.0,233487.0,277000.0,-1.0,100000.0,47870.0,97133.0,-1.0,102564.0,-1.0,92933.0,-1.0,-1.0,-1.0,-1.0,-1.0,130769.0,162205.0,118095.0,127600.0,140000.0,45969.0,46809.0,-1.0,126119.0,150919.0
1991,51429.0,107431.0,152538.0,125923.0,37629.0,-1.0,88889.0,272236.0,-1.0,26105.0,-1.0,146040.0,66679.0,153421.0,-1.0,-1.0,48246.0,92511.0,249827.0,143623.0,176310.0,53687.0,166667.0,275144.0,131573.0,116667.0,51061.0,189390.0,201660.0,138200.0,64329.0,65000.0,-1.0,23788.0,132639.0,130000.0,74648.0,51621.0,10909.0,138967.0,45048.0,79070.0,-1.0,84615.0,86534.0,172778.0,48571.0,-1.0,248405.0,134503.0,122188.0,83793.0,200767.0,275957.0,-1.0,100000.0,56191.0,81419.0,-1.0,104651.0,-1.0,38356.0,-1.0,-1.0,-1.0,-1.0,-1.0,136329.0,158896.0,174089.0,130532.0,130000.0,54397.0,47917.0,-1.0,139533.0,166645.0
1992,43616.0,98124.0,133812.0,123529.0,37678.0,116667.0,89286.0,253750.0,-1.0,23382.0,-1.0,151167.0,59259.0,166821.0,-1.0,-1.0,-1.0,94541.0,264014.0,172508.0,180556.0,54614.0,153333.0,320776.0,137500.0,100000.0,44400.0,180913.0,220000.0,105263.0,63892.0,52896.0,-1.0,25095.0,169298.0,180000.0,79996.0,44667.0,11667.0,145411.0,45068.0,60150.0,142045.0,84640.0,90000.0,156000.0,48287.0,-1.0,231838.0,101345.0,146750.0,80086.0,221362.0,294582.0,-1.0,102500.0,49718.0,81419.0,-1.0,104167.0,-1.0,84244.0,42857.0,-1.0,200714.0,-1.0,-1.0,139411.0,187340.0,106119.0,106118.0,180000.0,47683.0,48000.0,-1.0,160855.0,163639.0
1993,39474.0,102530.0,132442.0,122476.0,37726.0,266667.0,88755.0,118642.0,-1.0,24234.0,-1.0,150995.0,63851.0,163836.0,-1.0,51723.0,-1.0,99958.0,252101.0,151987.0,175313.0,55540.0,149508.0,278322.0,135091.0,96296.0,53003.0,176848.0,199198.0,146067.0,54735.0,59504.0,-1.0,23827.0,144995.0,165000.0,75179.0,51034.0,15429.0,126795.0,45088.0,59516.0,51948.0,45895.0,89433.0,170551.0,-1.0,-1.0,220000.0,115339.0,149208.0,75274.0,231679.0,289718.0,-1.0,105621.0,58862.0,81419.0,-1.0,103448.0,-1.0,98200.0,45838.0,-1.0,167143.0,-1.0,-1.0,153650.0,168278.0,141846.0,63988.0,165000.0,57237.0,39216.0,-1.0,166454.0,168750.0
