,Ukraine,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Sweden,Malaysia,Israel,Malta,Tunisia,Philippines,Iran (Islamic Republic of),Denmark,Indonesia,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Switzerland,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Belgium,Cyprus,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Slovenia,Kuwait,Senegal,Czechia,Netherlands,Haiti,Costa Rica,Germany,Austria,Czechoslovakia,United Arab Emirates,Congo,Lebanon,Mexico,Qatar,Romania,Italy,Spain,Egypt,China,Ireland,Colombia,Albania,Portugal,Slovakia,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Greece,Australia,Singapore,France,Jordan,Lithuania,Peru,Finland,"China, mainland",Turkey,Belgium-Luxembourg
1971,-1.0,-1.0,21000.0,-1.0,8610.0,-1.0,1150.0,-1.0,20400.0,-1.0,-1.0,1203.0,-1.0,2543.0,-1.0,374300.0,-1.0,9000.0,8507.0,38447.0,-1.0,-1.0,100.0,-1.0,7567.0,3247.0,173906.0,7200.0,-1.0,-1.0,-1,-1.0,42883.0,330.0,-1.0,57427.0,2652.0,7245.0,270.0,-1.0,1653.0,-1.0,-1.0,-1.0,101700.0,32900.0,31000.0,1256000.0,-1,1220.0,-1.0,-1.0,-1.0,998.0,-1.0,-1.0,2935.0,22669.0,3247.0,-1.0,93400.0,832.0,-1.0,7963.0,-1.0,1235000.0,117000.0,6900.0
1972,-1.0,-1.0,22000.0,-1.0,10460.0,-1.0,1200.0,-1.0,21800.0,-1.0,-1.0,1666.0,-1.0,3361.0,-1.0,371400.0,-1.0,8000.0,9181.0,31234.0,-1.0,-1.0,100.0,-1.0,6257.0,2763.0,175857.0,7400.0,-1.0,-1.0,-1,-1.0,50800.0,340.0,-1.0,58871.0,3137.0,9195.0,290.0,-1.0,1703.0,-1.0,-1.0,-1.0,100900.0,26100.0,29000.0,1122000.0,-1,1260.0,-1.0,-1.0,-1.0,1043.0,-1.0,-1.0,2188.0,24262.0,2763.0,-1.0,90800.0,536.0,-1.0,5763.0,-1.0,1100000.0,150000.0,7420.0
1973,-1.0,-1.0,24000.0,-1.0,10060.0,-1.0,1200.0,-1.0,27100.0,-1.0,-1.0,1680.0,-1.0,2059.0,-1.0,345700.0,-1.0,8500.0,9238.0,30048.0,-1.0,-1.0,150.0,-1.0,6630.0,2655.0,183115.0,7564.0,-1.0,-1.0,-1,-1.0,49500.0,350.0,-1.0,53871.0,2685.0,10353.0,300.0,-1.0,1810.0,-1.0,-1.0,-1.0,106500.0,35700.0,28000.0,1329000.0,-1,1300.0,-1.0,-1.0,-1.0,1089.0,-1.0,-1.0,2040.0,24450.0,2655.0,-1.0,77400.0,533.0,-1.0,5693.0,-1.0,1305000.0,105000.0,9000.0
1974,-1.0,-1.0,21000.0,-1.0,7120.0,-1.0,900.0,-1.0,30600.0,-1.0,-1.0,1239.0,-1.0,2524.0,-1.0,334900.0,-1.0,5500.0,7198.0,29996.0,-1.0,-1.0,200.0,-1.0,6289.0,2453.0,185654.0,7773.0,-1.0,-1.0,-1,-1.0,51400.0,360.0,-1.0,60271.0,2896.0,10519.0,406.0,-1.0,2016.0,-1.0,-1.0,-1.0,109500.0,40900.0,24000.0,1331000.0,-1,1500.0,-1.0,-1.0,-1.0,1089.0,-1.0,-1.0,2617.0,26105.0,2453.0,-1.0,82795.0,968.0,-1.0,6621.0,-1.0,1310000.0,106000.0,11700.0
1975,-1.0,-1.0,9740.0,-1.0,5520.0,-1.0,1100.0,-1.0,31000.0,-1.0,-1.0,1620.0,-1.0,2461.0,-1.0,345900.0,-1.0,6000.0,9806.0,29341.0,-1.0,-1.0,250.0,848.0,4331.0,3232.0,172773.0,8986.0,-1.0,386.0,-1,-1.0,45270.0,370.0,-1.0,54154.0,2941.0,11419.0,500.0,-1.0,1800.0,-1.0,-1.0,-1.0,108460.0,46500.0,28000.0,1389740.0,-1,1190.0,-1.0,-1.0,-1.0,1089.0,-1.0,-1.0,1680.0,34998.0,2384.0,-1.0,85411.0,96.0,-1.0,6801.0,-1.0,1380000.0,107000.0,15740.0
1976,-1.0,-1.0,9050.0,-1.0,6850.0,-1.0,1300.0,-1.0,37600.0,-1.0,-1.0,1601.0,-1.0,3055.0,-1.0,331300.0,-1.0,6200.0,9571.0,32132.0,-1.0,-1.0,300.0,827.0,5470.0,3011.0,177127.0,9540.0,-1.0,297.0,-1,-1.0,50030.0,380.0,-1.0,49141.0,2438.0,11945.0,1000.0,-1.0,1800.0,-1.0,-1.0,-1.0,113270.0,48500.0,31545.0,1389050.0,-1,3480.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,5351.0,36620.0,2184.0,-1.0,70270.0,198.0,-1.0,6580.0,-1.0,1380000.0,110000.0,15600.0
1977,-1.0,-1.0,10745.0,-1.0,7800.0,-1.0,1050.0,-1.0,29300.0,-1.0,-1.0,1336.0,-1.0,2066.0,-1.0,351700.0,-1.0,6000.0,11474.0,48736.0,-1.0,-1.0,320.0,616.0,5016.0,2757.0,178080.0,9536.0,-1.0,365.0,-1,-1.0,54500.0,390.0,-1.0,53824.0,2599.0,13656.0,1722.0,-1.0,1800.0,-1.0,-1.0,-1.0,112840.0,49100.0,33566.0,1540745.0,-1,3300.0,-1.0,12000.0,-1.0,1100.0,-1.0,-1.0,4688.0,17641.0,2141.0,-1.0,84283.0,858.0,-1.0,4175.0,-1.0,1530000.0,111000.0,18700.0
1978,-1.0,-1.0,8165.0,-1.0,3740.0,-1.0,1150.0,-1.0,28200.0,-1.0,-1.0,1544.0,-1.0,3543.0,-1.0,373000.0,-1.0,6500.0,9395.0,59021.0,-1.0,-1.0,350.0,1114.0,6757.0,3602.0,164789.0,9571.0,-1.0,402.0,-1,-1.0,51000.0,400.0,-1.0,49757.0,2365.0,13639.0,2718.0,-1.0,1900.0,-1.0,-1.0,-1.0,107840.0,46800.0,36517.0,2078165.0,-1,3000.0,-1.0,10800.0,-1.0,1200.0,-1.0,-1.0,3412.0,31144.0,2488.0,-1.0,82140.0,676.0,-1.0,3494.0,-1.0,2070000.0,117500.0,15649.0
1979,-1.0,-1.0,9650.0,-1.0,7760.0,-1.0,850.0,-1.0,26100.0,-1.0,-1.0,1529.0,-1.0,3611.0,-1.0,376600.0,-1.0,6500.0,6800.0,74443.0,-1.0,-1.0,380.0,1108.0,5207.0,3848.0,188331.0,10251.0,-1.0,476.0,-1,-1.0,49000.0,420.0,-1.0,51359.0,2172.0,8528.0,2145.0,-1.0,1900.0,-1.0,-1.0,-1.0,100800.0,49060.0,41688.0,1619650.0,-1,2760.0,-1.0,10800.0,-1.0,11304.0,-1.0,-1.0,2389.0,24411.0,2740.0,-1.0,85177.0,40.0,-1.0,2660.0,-1.0,1610000.0,130000.0,12062.0
1980,-1.0,-1.0,9600.0,-1.0,5550.0,-1.0,750.0,-1.0,34500.0,-1.0,-1.0,1228.0,-1.0,3216.0,-1.0,352100.0,23141.0,9600.0,4700.0,72184.0,-1.0,-1.0,400.0,1298.0,4901.0,3598.0,203390.0,11359.0,-1.0,550.0,-1,-1.0,56000.0,420.0,-1.0,46968.0,2191.0,9878.0,1210.0,-1.0,1900.0,3072.0,-1.0,-1.0,104620.0,48900.0,44594.0,1559600.0,-1,2850.0,-1.0,11000.0,-1.0,13921.0,-1.0,-1.0,4484.0,30836.0,2300.0,-1.0,82615.0,783.0,-1.0,3507.0,-1.0,1550000.0,130000.0,13100.0
1981,-1.0,-1.0,8420.0,-1.0,6117.0,-1.0,800.0,-1.0,36800.0,-1.0,-1.0,1423.0,-1.0,2634.0,-1.0,369200.0,25165.0,12800.0,3500.0,82381.0,-1.0,-1.0,420.0,1242.0,3602.0,3742.0,203480.0,12393.0,-1.0,567.0,-1,-1.0,60000.0,420.0,-1.0,52620.0,2224.0,13970.0,2075.0,-1.0,1900.0,2546.0,-1.0,-1.0,100460.0,52800.0,48433.0,1818420.0,-1,2900.0,-1.0,11400.0,-1.0,12201.0,-1.0,-1.0,3452.0,32728.0,2500.0,-1.0,73300.0,150.0,-1.0,4147.0,-1.0,1810000.0,130000.0,15600.0
1982,-1.0,-1.0,9110.0,-1.0,6125.0,-1.0,900.0,-1.0,33000.0,-1.0,-1.0,0.0,42100.0,3249.0,-1.0,380300.0,25292.0,12100.0,3100.0,46092.0,-1.0,-1.0,450.0,1354.0,4453.0,3854.0,205000.0,12965.0,-1.0,500.0,-1,-1.0,60300.0,430.0,-1.0,47750.0,2421.0,12328.0,3015.0,-1.0,2000.0,5541.0,-1.0,-1.0,94920.0,54100.0,41381.0,1995110.0,-1,3100.0,-1.0,11000.0,-1.0,10384.0,-1.0,-1.0,3956.0,28388.0,2500.0,-1.0,93500.0,200.0,-1.0,3253.0,-1.0,1986000.0,125000.0,17750.0
1983,-1.0,-1.0,9000.0,-1.0,4855.0,-1.0,840.0,-1.0,41600.0,-1.0,-1.0,0.0,51100.0,3462.0,-1.0,381400.0,26360.0,12031.0,4200.0,45555.0,-1.0,-1.0,480.0,1300.0,5814.0,4036.0,195000.0,13280.0,-1.0,850.0,-1,-1.0,52900.0,440.0,-1.0,53570.0,3228.0,10463.0,3100.0,-1.0,2300.0,3610.0,-1.0,-1.0,96230.0,56300.0,41000.0,2009000.0,-1,3200.0,-1.0,10500.0,-1.0,10208.0,-1.0,-1.0,4043.0,33395.0,2736.0,-1.0,86200.0,600.0,-1.0,3505.0,-1.0,2000000.0,120000.0,20700.0
1984,-1.0,-1.0,8000.0,-1.0,5655.0,-1.0,1090.0,-1.0,39000.0,-1.0,-1.0,0.0,63800.0,4627.0,-1.0,366400.0,28591.0,11586.0,4900.0,72044.0,-1.0,-1.0,480.0,1300.0,5696.0,3993.0,180000.0,13324.0,-1.0,1074.0,-1,-1.0,59100.0,440.0,-1.0,51501.0,4190.0,12989.0,3453.0,-1.0,2500.0,5829.0,89.0,-1.0,91580.0,53670.0,36000.0,2058000.0,-1,3000.0,-1.0,12200.0,-1.0,11776.0,-1.0,-1.0,5051.0,27874.0,2693.0,-1.0,85500.0,708.0,-1.0,4133.0,-1.0,2050000.0,135000.0,26850.0
1985,-1.0,-1.0,7100.0,-1.0,4092.0,-1.0,890.0,-1.0,37000.0,-1.0,-1.0,0.0,67474.0,3882.0,-1.0,382500.0,34385.0,13570.0,5600.0,75542.0,-1.0,-1.0,562.0,1400.0,4144.0,4791.0,180000.0,13775.0,-1.0,1138.0,-1,-1.0,58500.0,440.0,-1.0,50374.0,3996.0,12973.0,4720.0,-1.0,3000.0,6501.0,106.0,-1.0,80940.0,51530.0,45000.0,2107100.0,-1,3300.0,-1.0,12600.0,-1.0,11088.0,-1.0,-1.0,3820.0,40517.0,3391.0,-1.0,90100.0,3867.0,-1.0,6057.0,-1.0,2100000.0,136000.0,32000.0
1986,-1.0,-1.0,7400.0,-1.0,7152.0,-1.0,850.0,-1.0,38300.0,-1.0,-1.0,0.0,81000.0,2445.0,-1.0,385500.0,41422.0,14615.0,4000.0,61996.0,-1.0,-1.0,691.0,1500.0,4420.0,4883.0,176000.0,13870.0,-1.0,1227.0,-1,-1.0,55700.0,440.0,-1.0,51749.0,4004.0,13938.0,5500.0,-1.0,4000.0,11659.0,87.0,-1.0,96560.0,55800.0,43000.0,2117400.0,-1,3325.0,-1.0,16000.0,-1.0,10822.0,-1.0,-1.0,3733.0,39008.0,3383.0,-1.0,83500.0,847.0,-1.0,6576.0,-1.0,2110000.0,130000.0,32200.0
1987,-1.0,-1.0,6650.0,-1.0,5990.0,-1.0,1020.0,-1.0,34100.0,-1.0,-1.0,0.0,89950.0,3275.0,-1.0,400100.0,32290.0,11270.0,4600.0,64926.0,-1.0,-1.0,621.0,1600.0,4076.0,4352.0,176000.0,14660.0,-1.0,1350.0,-1,-1.0,50500.0,450.0,-1.0,44511.0,5092.0,11383.0,6448.0,-1.0,5000.0,12537.0,98.0,-1.0,96830.0,54690.0,50000.0,2151650.0,-1,2903.0,-1.0,18000.0,-1.0,9778.0,-1.0,-1.0,6409.0,40962.0,2752.0,-1.0,75900.0,1475.0,-1.0,6937.0,-1.0,2145000.0,130000.0,31000.0
1988,-1.0,-1.0,15090.0,-1.0,5736.0,11000.0,1175.0,-1.0,36400.0,-1.0,-1.0,-1.0,83000.0,2894.0,-1.0,396200.0,35616.0,14048.0,6500.0,74112.0,-1.0,-1.0,773.0,1700.0,4055.0,4244.0,179000.0,16225.0,-1.0,1164.0,-1,-1.0,47500.0,440.0,-1.0,47833.0,5075.0,8111.0,7502.0,-1.0,6000.0,13061.0,105.0,-1.0,90520.0,54100.0,51000.0,2215090.0,-1,2360.0,-1.0,15000.0,-1.0,9178.0,-1.0,-1.0,6300.0,44800.0,2544.0,-1.0,83000.0,1159.0,-1.0,7296.0,-1.0,2200000.0,140000.0,20800.0
1989,-1.0,-1.0,15000.0,-1.0,5076.0,11000.0,848.0,-1.0,30900.0,-1.0,-1.0,-1.0,99674.0,3083.0,-1.0,378000.0,44730.0,13222.0,6800.0,72975.0,-1.0,-1.0,898.0,1800.0,4467.0,5004.0,200000.0,16432.0,-1.0,1311.0,-1,-1.0,57600.0,440.0,-1.0,54862.0,4993.0,13775.0,8610.0,-1.0,7000.0,11475.0,144.0,-1.0,83190.0,56490.0,37000.0,2265000.0,-1,2340.0,-1.0,15000.0,-1.0,10536.0,-1.0,-1.0,6670.0,45800.0,3204.0,-1.0,93100.0,2100.0,-1.0,6721.0,-1.0,2250000.0,140000.0,24470.0
1990,-1.0,-1.0,9990.0,-1.0,4665.0,11000.0,855.0,-1.0,30000.0,-1.0,10000.0,-1.0,77763.0,2975.0,-1.0,384100.0,48216.0,13580.0,7600.0,69269.0,-1.0,-1.0,776.0,1900.0,1963.0,4873.0,193000.0,18175.0,-1.0,1250.0,-1,-1.0,60300.0,400.0,-1.0,38225.0,4846.0,9867.0,14731.0,1000.0,7500.0,11062.0,176.0,-1.0,87200.0,54913.0,38517.0,2484990.0,-1,2795.0,3900.0,18000.0,-1.0,12500.0,128.0,-1.0,3837.0,41647.0,2973.0,-1.0,101345.0,1473.0,-1.0,6586.0,357.0,2475000.0,160000.0,22600.0
1991,-1.0,-1.0,11400.0,-1.0,3996.0,11000.0,906.0,-1.0,31000.0,-1.0,22648.0,-1.0,72369.0,2990.0,-1.0,373700.0,44474.0,15144.0,7010.0,90770.0,-1.0,-1.0,965.0,2000.0,1684.0,5258.0,192500.0,18340.0,-1.0,400.0,-1,-1.0,58800.0,413.0,-1.0,33148.0,5236.0,10005.0,19745.0,1026.0,8059.0,14250.0,186.0,-1.0,89038.0,51100.0,40436.0,2731400.0,-1,1256.0,3000.0,17000.0,-1.0,14000.0,185.0,-1.0,4752.0,48600.0,3258.0,-1.0,105790.0,6046.0,-1.0,6771.0,403.0,2720000.0,160000.0,27989.0
1992,-1.0,5484.0,11000.0,-1.0,3899.0,11000.0,982.0,-1.0,25000.0,-1.0,24992.0,-1.0,80055.0,2510.0,90.0,364800.0,47894.0,15000.0,7500.0,89237.0,-1.0,-1.0,900.0,2200.0,1200.0,5183.0,207080.0,19425.0,270.0,650.0,-1,-1.0,46000.0,434.0,-1.0,46044.0,3328.0,7683.0,27109.0,1028.0,8294.0,11401.0,256.0,-1.0,105615.0,49765.0,35666.0,2831000.0,-1,1400.0,4600.0,15000.0,-1.0,15500.0,146.0,-1.0,5206.0,43400.0,2983.0,-1.0,100541.0,2556.0,-1.0,6827.0,494.0,2820000.0,153000.0,34300.0
1993,-1.0,5081.0,7910.0,-1.0,3158.0,11000.0,1500.0,-1.0,15000.0,-1.0,27392.0,-1.0,92600.0,2660.0,85.0,378400.0,52718.0,13550.0,8000.0,120705.0,-1.0,-1.0,983.0,2400.0,1000.0,6006.0,206880.0,20930.0,314.0,750.0,-1,8992.0,56000.0,455.0,-1.0,58242.0,4119.0,-1.0,35744.0,1010.0,8500.0,12290.0,272.0,-1.0,110995.0,49527.0,33000.0,3407910.0,-1,1500.0,5200.0,14000.0,2000.0,17000.0,270.0,-1.0,4419.0,49700.0,3606.0,-1.0,115800.0,1377.0,-1.0,7153.0,417.0,3400000.0,157000.0,43100.0
1994,-1.0,26832.0,12547.0,-1.0,3200.0,11000.0,1500.0,-1.0,15900.0,-1.0,29852.0,-1.0,72340.0,2450.0,80.0,367300.0,62443.0,15986.0,7800.0,121113.0,-1.0,-1.0,1000.0,2900.0,1600.0,7100.0,235330.0,21000.0,302.0,780.0,-1,9000.0,40100.0,477.0,-1.0,44661.0,5340.0,-1.0,28652.0,1020.0,9500.0,12577.0,316.0,-1.0,104800.0,49959.0,40000.0,4212547.0,-1,2068.0,5900.0,15000.0,2430.0,17941.0,289.0,-1.0,5000.0,47300.0,4200.0,-1.0,114828.0,3700.0,-1.0,6544.0,652.0,4200000.0,170000.0,32804.0
1995,-1.0,23558.0,11908.0,-1.0,0.0,11000.0,1450.0,-1.0,16000.0,-1.0,32374.0,-1.0,150147.0,2760.0,95.0,360400.0,70000.0,16539.0,8000.0,122084.0,-1.0,-1.0,935.0,3400.0,2400.0,7900.0,214800.0,22000.0,455.0,737.0,-1,7592.0,51000.0,500.0,-1.0,49543.0,6492.0,-1.0,25413.0,1030.0,12000.0,13085.0,453.0,-1.0,106512.0,42348.0,47529.0,4411908.0,-1,2250.0,5800.0,14735.0,1522.0,17796.0,359.0,-1.0,5319.0,44800.0,4500.0,-1.0,137899.0,3800.0,-1.0,6791.0,484.0,4400000.0,180000.0,35280.0
1996,-1.0,23904.0,12000.0,-1.0,2437.0,11000.0,1655.0,-1.0,10000.0,-1.0,34959.0,-1.0,120182.0,2880.0,90.0,358600.0,72000.0,18270.0,6800.0,112119.0,-1.0,-1.0,1075.0,3700.0,3000.0,8400.0,218200.0,23000.0,526.0,862.0,-1,6934.0,50500.0,524.0,-1.0,66665.0,7027.0,-1.0,15278.0,1040.0,16416.0,15626.0,389.0,-1.0,108400.0,46400.0,45506.0,5312000.0,-1,3000.0,4800.0,14000.0,1388.0,17941.0,403.0,3866.0,5332.0,46000.0,4700.0,-1.0,129213.0,5500.0,-1.0,6206.0,485.0,5300000.0,180000.0,39200.0
1997,-1.0,35177.0,11510.0,-1.0,0.0,12500.0,1700.0,-1.0,12000.0,-1.0,37610.0,-1.0,73790.0,2580.0,95.0,330900.0,76168.0,15530.0,6200.0,124202.0,-1.0,-1.0,1110.0,3000.0,4000.0,7816.0,263940.0,24690.0,517.0,860.0,-1,6142.0,54900.0,547.0,20.0,60845.0,10715.0,-1.0,30266.0,1050.0,14872.0,17098.0,476.0,-1.0,106800.0,45407.0,45518.0,5411510.0,-1,3800.0,6000.0,14186.0,1530.0,13513.0,400.0,2128.0,6943.0,37000.0,4816.0,-1.0,122000.0,3321.0,-1.0,9597.0,512.0,5400000.0,181000.0,44093.0
1998,-1.0,18676.0,11515.0,-1.0,-1.0,15000.0,1800.0,120.0,12000.0,-1.0,40339.0,-1.0,98410.0,3167.0,100.0,322300.0,81466.0,14904.0,6000.0,116875.0,-1.0,-1.0,1120.0,2000.0,4300.0,7000.0,234680.0,24760.0,517.0,997.0,-1,5600.0,45000.0,574.0,20.0,55684.0,3500.0,-1.0,5139.0,1060.0,7400.0,15025.0,334.0,-1.0,93957.0,52640.0,48639.0,5611515.0,-1,3500.0,6000.0,14032.0,1093.0,14024.0,379.0,2225.0,7647.0,35000.0,5000.0,-1.0,125413.0,4507.0,-1.0,7127.0,502.0,5600000.0,191000.0,44000.0
1999,-1.0,16844.0,11527.0,-1.0,-1.0,18200.0,1800.0,125.0,11500.0,-1.0,43116.0,-1.0,81433.0,3799.0,85.0,329000.0,80212.0,15916.0,4800.0,105493.0,-1.0,-1.0,1365.0,2200.0,4400.0,7273.0,250690.0,25000.0,544.0,870.0,-1,6750.0,39000.0,601.0,25.0,59591.0,7405.0,-1.0,14870.0,1070.0,6800.0,17695.0,311.0,3400.0,87302.0,54800.0,44172.0,5811527.0,-1,4240.0,5900.0,13892.0,1442.0,14425.0,421.0,2057.0,8220.0,37000.0,5073.0,-1.0,127644.0,6104.0,-1.0,9269.0,699.0,5800000.0,200000.0,58060.0
