,Indonesia,Bhutan,Trinidad and Tobago,Dominica,Sri Lanka,Togo,Melanesia,United Republic of Tanzania,Malaysia,Thailand,Nepal,Ethiopia,Kenya,Ethiopia PDR,Lao People's Democratic Republic,Papua New Guinea,Grenada,Saint Vincent and the Grenadines,Guatemala,Madagascar,Saint Lucia,Malawi,India,Honduras
1971,18000.0,4650.0,-1.0,-1.0,7000.0,-1.0,0.0,1000.0,650.0,,-1.0,,-1.0,-1.0,3500.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,76800.0,-1.0
1972,19000.0,4650.0,-1.0,-1.0,7000.0,-1.0,0.0,1000.0,550.0,,-1.0,,-1.0,-1.0,3500.0,-1.0,-1.0,-1.0,9800.0,-1.0,-1.0,-1.0,75900.0,-1.0
1973,17447.0,4700.0,-1.0,-1.0,7000.0,-1.0,0.0,2200.0,500.0,,-1.0,,-1.0,-1.0,3500.0,-1.0,-1.0,-1.0,10500.0,-1.0,-1.0,-1.0,75900.0,-1.0
1974,25867.0,4700.0,-1.0,-1.0,7000.0,-1.0,0.0,2500.0,500.0,,-1.0,,-1.0,-1.0,3500.0,-1.0,-1.0,-1.0,9170.0,-1.0,-1.0,-1.0,89200.0,-1.0
1975,27700.0,4700.0,-1.0,-1.0,9000.0,-1.0,0.0,2500.0,500.0,,-1.0,,-1.0,-1.0,3000.0,-1.0,-1.0,-1.0,9450.0,-1.0,-1.0,-1.0,99900.0,-1.0
1976,25000.0,4800.0,-1.0,-1.0,7000.0,-1.0,0.0,2500.0,500.0,,-1.0,,-1.0,-1.0,3000.0,-1.0,-1.0,-1.0,10500.0,-1.0,-1.0,-1.0,96900.0,-1.0
1977,27371.0,4900.0,-1.0,-1.0,7000.0,-1.0,0.0,2500.0,500.0,,-1.0,,-1.0,-1.0,3000.0,-1.0,-1.0,-1.0,18830.0,-1.0,-1.0,-1.0,95600.0,-1.0
1978,26682.0,5150.0,-1.0,-1.0,7000.0,-1.0,0.0,2500.0,500.0,,-1.0,,40.0,-1.0,3000.0,-1.0,-1.0,-1.0,23800.0,-1.0,-1.0,-1.0,81900.0,-1.0
1979,28359.0,5350.0,-1.0,-1.0,7000.0,-1.0,0.0,2500.0,500.0,,-1.0,,60.0,350.0,3500.0,-1.0,-1.0,-1.0,17710.0,-1.0,-1.0,-1.0,89000.0,-1.0
1980,28316.0,5550.0,-1.0,-1.0,7300.0,-1.0,0.0,2500.0,750.0,,-1.0,,40.0,350.0,4000.0,-1.0,-1.0,-1.0,23310.0,-1.0,-1.0,-1.0,87700.0,-1.0
1981,27836.0,5900.0,-1.0,-1.0,7570.0,-1.0,160.0,2500.0,750.0,,-1.0,,40.0,350.0,4500.0,160.0,-1.0,-1.0,23870.0,-1.0,-1.0,-1.0,100600.0,-1.0
1982,29300.0,5889.0,-1.0,-1.0,7350.0,-1.0,160.0,2500.0,730.0,,-1.0,,40.0,350.0,5000.0,160.0,-1.0,-1.0,27510.0,-1.0,-1.0,-1.0,103300.0,-1.0
1983,29000.0,5900.0,-1.0,-1.0,7330.0,-1.0,300.0,2500.0,780.0,,-1.0,,40.0,350.0,5500.0,300.0,-1.0,-1.0,30030.0,-1.0,-1.0,-1.0,112600.0,-1.0
1984,30000.0,8800.0,-1.0,-1.0,7210.0,-1.0,500.0,2500.0,700.0,,-1.0,,40.0,600.0,5500.0,500.0,-1.0,-1.0,33250.0,-1.0,-1.0,-1.0,114400.0,-1.0
1985,29000.0,6300.0,370.0,-1.0,7110.0,-1.0,680.0,2500.0,800.0,,6500.0,,40.0,500.0,6000.0,680.0,3550.0,300.0,33250.0,-1.0,60.0,160.0,117740.0,-1.0
1986,33352.0,6500.0,370.0,-1.0,7210.0,-1.0,900.0,2500.0,900.0,,6500.0,,40.0,350.0,6000.0,900.0,3950.0,300.0,38990.0,-1.0,60.0,160.0,116270.0,750.0
1987,32159.0,6600.0,370.0,-1.0,6330.0,-1.0,850.0,2500.0,950.0,,6500.0,,40.0,350.0,6000.0,850.0,4400.0,300.0,42140.0,60.0,60.0,160.0,118790.0,750.0
1988,33000.0,6900.0,370.0,2.0,6350.0,-1.0,750.0,2500.0,1000.0,,6650.0,,40.0,350.0,6000.0,750.0,4200.0,360.0,43400.0,60.0,60.0,160.0,118340.0,750.0
1989,34000.0,7200.0,370.0,2.0,6450.0,-1.0,700.0,2500.0,1200.0,,6650.0,,60.0,350.0,6000.0,700.0,4200.0,300.0,43750.0,60.0,60.0,160.0,121210.0,750.0
1990,38489.0,7300.0,404.0,2.0,6390.0,-1.0,600.0,2540.0,1300.0,,6488.0,,61.0,356.0,6591.0,600.0,4200.0,327.0,43750.0,30.0,65.0,163.0,118160.0,800.0
1991,39275.0,7400.0,157.0,2.0,6440.0,-1.0,450.0,1793.0,912.0,,6749.0,,146.0,339.0,5957.0,450.0,4200.0,287.0,43750.0,31.0,59.0,178.0,117720.0,730.0
1992,38195.0,7500.0,182.0,1.0,6510.0,140.0,360.0,1700.0,848.0,,6984.0,,145.0,353.0,6369.0,360.0,4200.0,298.0,43750.0,31.0,65.0,178.0,96680.0,720.0
1993,39000.0,7300.0,206.0,2.0,6625.0,20.0,300.0,1626.0,1400.0,-1.0,7500.0,344.0,70.0,,6670.0,300.0,5000.0,200.0,45920.0,31.0,58.0,178.0,101110.0,720.0
1994,40000.0,7000.0,229.0,1.0,6504.0,46.0,285.0,1605.0,1450.0,-1.0,7824.0,339.0,133.0,,7000.0,285.0,5950.0,340.0,48300.0,30.0,64.0,178.0,100400.0,700.0
1995,41000.0,6700.0,251.0,1.0,6540.0,44.0,260.0,1632.0,711.0,-1.0,8193.0,335.0,133.0,,6908.0,260.0,4400.0,380.0,48300.0,30.0,70.0,178.0,101500.0,802.0
1996,42102.0,6200.0,273.0,1.0,6550.0,39.0,250.0,1679.0,617.0,,8300.0,328.0,133.0,,6900.0,250.0,4600.0,400.0,48300.0,30.0,70.0,178.0,99000.0,695.0
1997,42464.0,5700.0,294.0,1.0,6410.0,15.0,250.0,1671.0,700.0,,11000.0,324.0,134.0,,6891.0,250.0,6000.0,370.0,48650.0,30.0,75.0,178.0,94300.0,830.0
1998,42790.0,5200.0,321.0,1.0,6350.0,20.0,240.0,1800.0,1400.0,,12500.0,319.0,135.0,,7000.0,240.0,5500.0,380.0,49700.0,30.0,73.0,177.0,85000.0,900.0
1999,32700.0,4700.0,359.0,1.0,6110.0,25.0,200.0,1919.0,638.0,,12000.0,315.0,135.0,,7018.0,200.0,6000.0,390.0,42000.0,30.0,75.0,177.0,84800.0,700.0
2000,40000.0,4200.0,375.0,1.0,5920.0,30.0,180.0,1985.0,642.0,,13600.0,300.0,180.0,,7162.0,180.0,5700.0,441.0,42910.0,30.0,76.0,177.0,92400.0,717.0
2001,47554.0,3700.0,380.0,1.0,6040.0,30.0,150.0,2051.0,559.0,,10668.0,307.0,150.0,,7200.0,150.0,4800.0,480.0,43610.0,30.0,77.0,177.0,91600.0,1250.0
2002,57382.0,2000.0,390.0,2.0,5300.0,29.0,380.0,2114.0,513.0,,10840.0,305.0,132.0,,7362.0,380.0,6700.0,650.0,52000.0,22.0,78.0,177.0,88500.0,1050.0
2003,50234.0,1700.0,395.0,2.0,4800.0,31.0,300.0,2169.0,469.0,,11000.0,303.0,130.0,,7300.0,300.0,5300.0,420.0,78400.0,24.0,79.0,177.0,95600.0,999.0
2004,33000.0,1728.0,400.0,2.0,4830.0,33.0,320.0,2252.0,342.0,,11600.0,301.0,128.0,,7520.0,320.0,5900.0,400.0,77800.0,25.0,79.0,176.0,95200.0,1300.0
2005,35000.0,2360.0,411.0,2.0,4640.0,29.0,340.0,2325.0,302.0,,11500.0,299.0,125.0,,7400.0,340.0,310.0,330.0,86600.0,25.0,80.0,179.0,95800.0,1650.0
2006,72804.0,4040.0,427.0,2.0,2510.0,35.0,300.0,2376.0,265.0,,11498.0,299.0,123.0,,7693.0,300.0,480.0,430.0,83055.0,25.0,81.0,172.0,104000.0,750.0
2007,74530.0,3390.0,440.0,2.0,1850.0,35.0,280.0,2500.0,710.0,,11712.0,300.0,150.0,,7971.0,280.0,650.0,440.0,77700.0,30.0,80.0,160.0,81930.0,904.0
2008,86162.0,2500.0,441.0,4.0,1320.0,35.0,270.0,2600.0,1680.0,,12015.0,300.0,150.0,,8038.0,270.0,690.0,430.0,68781.0,24.0,80.0,160.0,91990.0,923.0
2009,98800.0,1905.0,480.0,4.0,1450.0,35.0,250.0,2300.0,1950.0,,11849.0,254.0,118.0,,8128.0,250.0,890.0,500.0,64100.0,22.0,84.0,160.0,90200.0,922.0
2010,117300.0,1931.0,500.0,6.0,1530.0,35.0,250.0,1971.0,171.0,,11766.0,390.0,114.0,,8217.0,250.0,900.0,515.0,62300.0,20.0,86.0,160.0,86700.0,925.0
2011,121600.0,1724.0,510.0,6.0,1550.0,35.0,250.0,1747.0,32.0,,12584.0,390.0,110.0,,8305.0,250.0,999.0,515.0,63910.0,19.0,88.0,160.0,89006.0,600.0
2012,133700.0,2057.0,515.0,6.0,1510.0,38.0,250.0,1500.0,19.0,,11665.0,400.0,80.0,,8393.0,250.0,950.0,515.0,65137.0,16.0,89.0,183.0,92000.0,994.0
2013,139900.0,1433.0,564.0,7.0,1690.0,35.0,239.0,1550.0,70.0,,13129.0,400.0,80.0,,8481.0,239.0,928.0,531.0,69051.0,16.0,90.0,168.0,95930.0,1010.0
2014,157800.0,2529.0,582.0,6.0,1677.0,33.0,231.0,2009.0,14.0,,11501.0,393.0,105.0,,8567.0,231.0,910.0,387.0,72406.0,18.0,91.0,160.0,93000.0,1011.0
