,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Croatia,Cameroon,Israel,Armenia,Syrian Arab Republic,Brazil,Yugoslav SFR,Pakistan,The former Yugoslav Republic of Macedonia,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,South Africa,Greece,France,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Slovenia,Kuwait,Senegal,Tajikistan,Argentina,India,Morocco,United Arab Emirates,Qatar,Mexico,Slovakia,Ecuador,Spain,Jordan,Bosnia and Herzegovina,China,Tunisia,Malta,Colombia,Libya,Albania,Lebanon,Uzbekistan,Occupied Palestinian Territory,Azerbaijan,Montenegro,Chile,Australia,Portugal,Egypt,"China, mainland",Italy,Turkey
1984,495.0,669.0,108.0,-1.0,-1.0,-1.0,150.0,-1.0,16900.0,3452.0,-1.0,87.0,-1.0,-1.0,3930.0,-1.0,-1.0,107.0,600.0,9900.0,500.0,20.0,7000.0,21840.0,18000.0,-1.0,-1,-1,-1.0,-1.0,870.0,-1.0,87.0,49.0,1615.0,-1,-1.0,20560.0,95.0,-1.0,-1.0,29000.0,-1.0,-1.0,-1.0,-1.0,950.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,85900.0,1680.0,-1.0,14097.0,46875.0
1985,462.0,601.0,111.0,-1.0,-1.0,12.0,150.0,-1.0,16600.0,3310.0,5100.0,111.0,-1.0,-1.0,3820.0,4440.0,-1.0,174.0,520.0,23300.0,500.0,20.0,7200.0,23107.0,38000.0,-1.0,-1,-1,-1.0,450.0,1300.0,32000.0,156.0,50.0,1424.0,-1,180.0,28700.0,640.0,-1.0,550.0,15000.0,165.0,-1.0,9500.0,9250.0,950.0,-1.0,-1.0,-1.0,-1.0,-1.0,20.0,85900.0,1700.0,550.0,13821.0,50750.0
1986,503.0,640.0,114.0,-1.0,-1.0,12.0,85.0,-1.0,16400.0,2958.0,4800.0,408.0,-1.0,-1.0,3720.0,4440.0,-1.0,174.0,520.0,23000.0,500.0,60.0,7280.0,23964.0,38000.0,-1.0,-1,-1,-1.0,280.0,870.0,29500.0,120.0,50.0,1241.0,-1,100.0,27800.0,750.0,-1.0,550.0,15000.0,165.0,-1.0,11600.0,9250.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,85900.0,8400.0,550.0,13029.0,54250.0
1987,549.0,624.0,118.0,-1.0,-1.0,12.0,85.0,-1.0,16200.0,3125.0,4640.0,103.0,-1.0,-1.0,3200.0,4500.0,-1.0,174.0,850.0,22100.0,500.0,40.0,7320.0,25062.0,38000.0,-1.0,-1,-1,-1.0,280.0,1700.0,30000.0,99.0,54.0,1137.0,-1,65.0,27300.0,830.0,-1.0,550.0,15000.0,165.0,-1.0,11300.0,9250.0,1050.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,85900.0,8820.0,550.0,13168.0,56188.0
1988,515.0,627.0,120.0,-1.0,-1.0,12.0,90.0,-1.0,16400.0,3148.0,4440.0,101.0,-1.0,-1.0,3350.0,4500.0,-1.0,180.0,530.0,21500.0,500.0,35.0,7160.0,26524.0,36000.0,-1.0,-1,-1,-1.0,280.0,2200.0,30000.0,105.0,62.0,586.0,-1,65.0,26700.0,900.0,-1.0,550.0,12000.0,165.0,-1.0,11300.0,9250.0,1100.0,-1.0,-1.0,-1.0,-1.0,-1.0,35.0,85900.0,10922.0,550.0,12930.0,57188.0
1989,500.0,606.0,184.0,-1.0,-1.0,12.0,95.0,-1.0,14700.0,3340.0,4400.0,44.0,-1.0,-1.0,3360.0,4500.0,-1.0,200.0,555.0,21000.0,481.0,40.0,6840.0,26955.0,36000.0,-1.0,-1,-1,-1.0,280.0,2000.0,38000.0,106.0,73.0,695.0,-1,2.0,24900.0,940.0,-1.0,550.0,12000.0,165.0,-1.0,11300.0,9250.0,1150.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,85900.0,13862.0,550.0,12564.0,57725.0
1990,510.0,580.0,192.0,-1.0,-1.0,8.0,94.0,-1.0,14600.0,3295.0,4358.0,51.0,-1.0,-1.0,3396.0,4895.0,0.0,210.0,560.0,20000.0,470.0,30.0,6760.0,27549.0,44700.0,-1.0,-1,-1,-1.0,251.0,2100.0,39000.0,100.0,72.0,707.0,-1,1.0,26500.0,968.0,-1.0,550.0,14000.0,167.0,-1.0,11841.0,1000.0,1200.0,-1.0,-1.0,-1.0,-1.0,0.0,30.0,85900.0,13361.0,550.0,12269.0,60338.0
1991,510.0,587.0,305.0,-1.0,-1.0,12.0,95.0,-1.0,14500.0,3051.0,4000.0,51.0,-1.0,-1.0,3543.0,4200.0,0.0,220.0,561.0,19100.0,463.0,36.0,6474.0,35985.0,44370.0,-1.0,-1,-1,-1.0,280.0,2200.0,40000.0,105.0,53.0,854.0,-1,1.0,25900.0,1085.0,-1.0,550.0,14073.0,149.0,-1.0,14054.0,800.0,1094.0,-1.0,-1.0,-1.0,-1.0,7.0,36.0,85900.0,13635.0,550.0,11937.0,60406.0
1992,510.0,597.0,324.0,1000.0,1000.0,12.0,99.0,-1.0,14400.0,3033.0,-1.0,70.0,23.0,-1.0,3240.0,4021.0,0.0,230.0,600.0,18600.0,464.0,40.0,5827.0,41737.0,41200.0,40.0,-1,-1,-1.0,279.0,2400.0,40000.0,103.0,57.0,867.0,-1,-1.0,25600.0,900.0,220.0,550.0,15200.0,153.0,-1.0,10700.0,800.0,1114.0,100.0,-1.0,-1.0,-1.0,7.0,40.0,83372.0,17595.0,550.0,11040.0,59875.0
1993,515.0,590.0,334.0,860.0,800.0,12.0,80.0,-1.0,10600.0,2531.0,-1.0,78.0,25.0,-1.0,3300.0,4019.0,-1.0,235.0,631.0,17900.0,474.0,34.0,5750.0,33585.0,42030.0,44.0,-1,-1,-1.0,278.0,2600.0,40000.0,97.0,58.0,910.0,-1,0.0,23300.0,600.0,110.0,550.0,17500.0,154.0,-1.0,10994.0,800.0,900.0,79.0,-1.0,-1.0,-1.0,7.0,34.0,71586.0,18000.0,550.0,9253.0,59563.0
1994,518.0,611.0,334.0,932.0,1000.0,12.0,90.0,-1.0,10700.0,2178.0,-1.0,79.0,21.0,-1.0,3067.0,3541.0,-1.0,330.0,550.0,17100.0,476.0,30.0,5900.0,35000.0,41900.0,25.0,-1,-1,-1.0,276.0,2974.0,40000.0,97.0,58.0,845.0,-1,0.0,24300.0,407.0,116.0,550.0,15200.0,148.0,-1.0,10469.0,900.0,700.0,82.0,2286.0,-1.0,-1.0,7.0,30.0,61926.0,18100.0,550.0,9078.0,59531.0
1995,535.0,582.0,374.0,975.0,900.0,14.0,92.0,-1.0,10700.0,2249.0,-1.0,80.0,25.0,-1.0,3117.0,3661.0,-1.0,330.0,493.0,16700.0,476.0,30.0,5950.0,33000.0,40110.0,20.0,-1,-1,-1.0,275.0,3353.0,42000.0,98.0,61.0,888.0,-1,10.0,19400.0,407.0,100.0,600.0,13000.0,144.0,-1.0,10323.0,900.0,600.0,101.0,2275.0,-1.0,-1.0,7.0,30.0,66766.0,18187.0,600.0,6258.0,60562.0
1996,550.0,640.0,378.0,884.0,1000.0,15.0,78.0,-1.0,10921.0,2349.0,-1.0,85.0,28.0,-1.0,3187.0,3474.0,-1.0,330.0,485.0,16100.0,471.0,28.0,6230.0,37012.0,36760.0,14.0,-1,-1,-1.0,274.0,3619.0,44100.0,96.0,66.0,878.0,-1,40.0,20100.0,409.0,110.0,750.0,15200.0,130.0,-1.0,11000.0,1000.0,525.0,91.0,1709.0,-1.0,-1.0,7.0,28.0,71030.0,22853.0,750.0,6200.0,60625.0
1997,560.0,647.0,391.0,950.0,1000.0,16.0,65.0,-1.0,10595.0,2082.0,-1.0,103.0,33.0,-1.0,3600.0,3227.0,-1.0,330.0,600.0,15000.0,459.0,29.0,6640.0,37859.0,35980.0,8.0,-1,-1,-1.0,271.0,3703.0,42000.0,95.0,63.0,908.0,-1,10.0,20812.0,557.0,120.0,1000.0,15000.0,120.0,-1.0,10500.0,1000.0,2000.0,95.0,1402.0,-1.0,-1.0,8.0,29.0,44000.0,24453.0,1000.0,8575.0,57000.0
1998,560.0,642.0,397.0,977.0,1100.0,17.0,59.0,-1.0,10721.0,2314.0,-1.0,136.0,20.0,-1.0,6000.0,3700.0,-1.0,330.0,650.0,16859.0,458.0,29.0,6596.0,39171.0,34910.0,15.0,-1,-1,130.0,271.0,3830.0,42000.0,89.0,61.0,935.0,-1,13.0,20074.0,559.0,108.0,1000.0,17000.0,110.0,-1.0,9600.0,1000.0,3600.0,100.0,1394.0,900.0,-1.0,9.0,29.0,44947.0,23789.0,1000.0,10200.0,59920.0
1999,570.0,597.0,405.0,1100.0,1100.0,18.0,55.0,-1.0,10729.0,2592.0,-1.0,148.0,24.0,-1.0,3001.0,2500.0,-1.0,330.0,700.0,15103.0,457.0,30.0,5949.0,38784.0,35730.0,14.0,-1,-1,130.0,250.0,4305.0,44600.0,84.0,63.0,853.0,-1,12.0,20252.0,559.0,92.0,1000.0,18000.0,190.0,60.0,6800.0,1000.0,3500.0,100.0,1347.0,1100.0,-1.0,15.0,30.0,53003.0,25316.0,1000.0,8019.0,59920.0
2000,570.0,598.0,413.0,1300.0,900.0,19.0,61.0,-1.0,10650.0,2805.0,-1.0,150.0,22.0,-1.0,2000.0,1500.0,-1.0,335.0,702.0,12835.0,453.0,32.0,6232.0,40000.0,35730.0,25.0,-1,-1,129.0,268.0,4562.0,43900.0,84.0,54.0,825.0,-1,15.0,19625.0,562.0,70.0,1200.0,19350.0,200.0,303.0,3000.0,1000.0,2970.0,100.0,1410.0,1200.0,-1.0,20.0,32.0,46317.0,22200.0,1200.0,8043.0,55940.0
2001,570.0,516.0,450.0,1200.0,800.0,20.0,90.0,-1.0,10744.0,2904.0,-1.0,177.0,23.0,-1.0,2000.0,1250.0,-1.0,335.0,636.0,10496.0,451.0,34.0,5908.0,42596.0,48644.0,15.0,-1,-1,170.0,267.0,4758.0,43400.0,70.0,14.0,828.0,-1,18.0,18958.0,567.0,90.0,1000.0,15000.0,80.0,65.0,3000.0,1800.0,2930.0,100.0,1382.0,1200.0,-1.0,26.0,34.0,50325.0,29105.0,1000.0,4748.0,58750.0
2002,570.0,507.0,465.0,994.0,900.0,20.0,142.0,-1.0,10072.0,3111.0,-1.0,229.0,15.0,-1.0,2000.0,1250.0,-1.0,335.0,655.0,8474.0,459.0,36.0,5463.0,43000.0,50641.0,15.0,-1,-1,170.0,260.0,4949.0,43200.0,67.0,80.0,899.0,-1,20.0,19250.0,567.0,110.0,1000.0,15000.0,90.0,65.0,3000.0,1200.0,2207.0,100.0,1478.0,1300.0,-1.0,32.0,36.0,55466.0,26444.0,1000.0,4660.0,60000.0
2003,256.0,495.0,480.0,1565.0,700.0,22.0,150.0,-1.0,10000.0,3109.0,-1.0,195.0,17.0,1199.0,2000.0,1250.0,-1.0,375.0,673.0,5000.0,469.0,38.0,5261.0,45000.0,44030.0,15.0,-1,-1,170.0,265.0,5120.0,42800.0,49.0,50.0,895.0,-1,22.0,19829.0,542.0,100.0,1000.0,15000.0,110.0,79.0,3000.0,1300.0,2009.0,100.0,1400.0,1222.0,-1.0,40.0,38.0,55244.0,25550.0,1000.0,4509.0,60625.0
2004,262.0,537.0,193.0,1683.0,800.0,22.0,170.0,-1.0,9800.0,3113.0,-1.0,225.0,20.0,1185.0,2253.0,1250.0,-1.0,375.0,666.0,6500.0,459.0,40.0,5180.0,47494.0,45920.0,7.0,-1,-1,170.0,257.0,5271.0,42700.0,70.0,50.0,919.0,-1,25.0,19446.0,542.0,140.0,1200.0,15000.0,100.0,84.0,3000.0,1200.0,1860.0,100.0,1304.0,1261.0,-1.0,51.0,40.0,57701.0,27521.0,1200.0,3593.0,60625.0
2005,268.0,566.0,405.0,1597.0,400.0,23.0,230.0,-1.0,10000.0,2911.0,-1.0,198.0,20.0,1181.0,2541.0,1250.0,-1.0,380.0,700.0,6478.0,470.0,43.0,5180.0,51256.0,46592.0,7.0,-1,-1,200.0,264.0,5329.0,43800.0,43.0,42.0,977.0,-1,26.0,19314.0,542.0,150.0,1300.0,18600.0,180.0,74.0,3291.0,1300.0,1400.0,100.0,1283.0,1336.0,-1.0,56.0,43.0,86000.0,28580.0,1300.0,3478.0,59100.0
2006,274.0,600.0,445.0,-1.0,400.0,24.0,216.0,-1.0,8570.0,3007.0,-1.0,249.0,20.0,1086.0,2702.0,1200.0,-1.0,383.0,600.0,6452.0,460.0,46.0,4654.0,48000.0,49180.0,7.0,-1,-1,200.0,260.0,5173.0,44000.0,72.0,30.0,1034.0,-1,27.0,12332.0,542.0,160.0,1500.0,18380.0,130.0,74.0,3000.0,1300.0,1100.0,100.0,1406.0,1479.0,1300.0,56.0,46.0,86500.0,73320.0,1500.0,3848.0,62240.0
2007,278.0,575.0,458.0,-1.0,486.0,25.0,300.0,194.0,9796.0,2850.0,-1.0,164.0,20.0,1081.0,2702.0,1200.0,-1.0,365.0,650.0,6319.0,460.0,51.0,3683.0,35000.0,48790.0,3.0,-1,-1,200.0,270.0,5352.0,44441.0,82.0,26.0,1084.0,-1,27.0,12344.0,195.0,250.0,1800.0,15000.0,70.0,82.0,3000.0,1300.0,920.0,107.0,1013.0,1720.0,1200.0,56.0,51.0,78767.0,76258.0,1800.0,3863.0,61594.0
2008,283.0,541.0,473.0,-1.0,502.0,26.0,360.0,193.0,9700.0,2859.0,-1.0,162.0,20.0,1087.0,2700.0,1450.0,-1.0,255.0,900.0,4800.0,441.0,55.0,3804.0,18950.0,47273.0,3.0,-1,-1,200.0,275.0,5343.0,42381.0,86.0,25.0,803.0,-1,28.0,12509.0,195.0,280.0,2000.0,15000.0,70.0,82.0,3000.0,1400.0,950.0,100.0,1436.0,1535.0,1265.0,65.0,55.0,86600.0,32818.0,2000.0,2700.0,57944.0
2009,253.0,588.0,482.0,-1.0,497.0,27.0,730.0,209.0,9663.0,2886.0,-1.0,162.0,30.0,1060.0,1924.0,1350.0,-1.0,117.0,650.0,4500.0,366.0,59.0,3764.0,18950.0,46935.0,4.0,-1,-1,200.0,268.0,5383.0,47600.0,90.0,16.0,815.0,-1,28.0,11953.0,195.0,286.0,2100.0,17690.0,85.0,94.0,3100.0,1500.0,1088.0,100.0,1007.0,1519.0,1300.0,99.0,59.0,86097.0,31960.0,2100.0,2539.0,58356.0
