,Cuba,Jamaica,Pacific Islands Trust Territory,American Samoa,Vanuatu,Haiti,Micronesia (Federated States of),Fiji,Dominica,Panama,Madagascar,Togo,United Republic of Tanzania,Philippines,Samoa,Belize,Guyana,Costa Rica,Solomon Islands,Uganda,Papua New Guinea,Comoros,Suriname,Benin,Equatorial Guinea,Tonga,China,El Salvador,Sierra Leone,Honduras,Colombia,Timor-Leste,Central African Republic,Gabon,India,Saint Lucia,"China, Taiwan Province of",Ecuador,Indonesia,Angola,Trinidad and Tobago,Sao Tome and Principe,Malaysia,Grenada,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Thailand,Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Cameroon,Guatemala,Liberia
1980,10489.0,3600.0,64.0,40.0,2500.0,5000.0,,294.0,1300.0,5000.0,5765.0,36000.0,1800.0,4680.0,5000.0,170.0,750.0,16000.0,700.0,2000.0,78000.0,82.0,250.0,,72000.0,,,370.0,21000.0,500.0,64400.0,150.0,1000.0,21000.0,20000.0,100.0,,269878.0,19355.0,1900.0,20000.0,33000.0,34750.0,2500.0,68629.0,81494.0,3071.0,20500.0,700000.0,64.0,4200.0,,95000.0,482521.0,4190.0,600.0,600.0,8617.0,1200000.0,15000.0,160.0,8459.0,67974.0,836700.0,5040.0,444052.0,2729.0,16000.0
1981,9828.0,3600.0,66.0,20.0,2800.0,6000.0,,346.0,1300.0,5500.0,5880.0,36000.0,1700.0,7400.0,7500.0,170.0,750.0,16000.0,1200.0,2000.0,80000.0,65.0,319.0,,72000.0,,,370.0,22000.0,500.0,68000.0,150.0,1000.0,21000.0,20000.0,70.0,,270000.0,22500.0,1900.0,24000.0,33000.0,42445.0,2850.0,67333.0,84346.0,2600.0,21100.0,700000.0,66.0,4200.0,,97000.0,504935.0,4270.0,600.0,620.0,10045.0,1200000.0,15000.0,40.0,8550.0,66989.0,901300.0,7520.0,425561.0,2960.0,25000.0
1982,9453.0,3500.0,68.0,20.0,2500.0,9000.0,,380.0,1450.0,4600.0,5880.0,36000.0,1950.0,10900.0,5000.0,145.0,750.0,12000.0,1350.0,2000.0,78000.0,83.0,245.0,,73000.0,,,400.0,35000.0,1000.0,77300.0,150.0,1000.0,21000.0,20000.0,70.0,,277000.0,23000.0,1900.0,21176.0,30000.0,54206.0,2000.0,65842.0,82230.0,2600.0,21700.0,700000.0,68.0,4200.0,,135000.0,533273.0,4280.0,600.0,620.0,10508.0,900000.0,15000.0,40.0,8520.0,63598.0,953000.0,5020.0,408009.0,3129.0,25000.0
1983,9666.0,4600.0,65.0,15.0,3353.0,9000.0,,756.0,1450.0,4000.0,5900.0,36000.0,2300.0,11305.0,5000.0,144.0,750.0,9100.0,2350.0,2000.0,78000.0,65.0,246.0,,70000.0,50.0,,400.0,30000.0,1000.0,75000.0,150.0,1100.0,21000.0,20000.0,75.0,,270000.0,29000.0,1900.0,16000.0,30000.0,71914.0,2522.0,59085.0,84459.0,2000.0,22300.0,700000.0,65.0,4200.0,,140000.0,590744.0,4325.0,600.0,630.0,11773.0,800000.0,15000.0,40.0,8490.0,67672.0,952600.0,5065.0,425000.0,3309.0,25000.0
1984,9116.0,4600.0,67.0,15.0,1900.0,9000.0,,764.0,1450.0,6000.0,5850.0,36000.0,2400.0,11600.0,4940.0,150.0,750.0,10600.0,3400.0,2000.0,76000.0,65.0,240.0,,72000.0,50.0,,400.0,40000.0,1600.0,85350.0,150.0,1100.0,20000.0,20000.0,80.0,,265051.0,43076.0,1800.0,15000.0,25000.0,96551.0,2500.0,71163.0,82064.0,2000.0,22900.0,700000.0,67.0,4200.0,,125000.0,586242.0,4546.0,600.0,630.0,13394.0,800000.0,15000.0,40.0,8020.0,60617.0,1028700.0,5005.0,420000.0,3499.0,25000.0
1985,8844.0,4500.0,69.0,15.0,1995.0,10000.0,,1189.0,1450.0,4260.0,7870.0,36000.0,2100.0,14901.0,4940.0,170.0,750.0,12367.0,3350.0,2000.0,80000.0,65.0,225.0,,72000.0,50.0,,400.0,45000.0,1700.0,91600.0,180.0,1100.0,20000.0,20000.0,120.0,,286777.0,33824.0,1800.0,13000.0,25000.0,112500.0,2100.0,72022.0,86534.0,2000.0,23400.0,700000.0,69.0,4200.0,,117361.0,649070.0,4688.0,600.0,630.0,17784.0,900000.0,15000.0,40.0,7960.0,51540.0,1099800.0,5005.0,426120.0,3700.0,25900.0
1986,8698.0,4500.0,70.0,15.0,2095.0,12000.0,,1785.0,1600.0,5200.0,8210.0,36000.0,2600.0,15752.0,3000.0,210.0,780.0,12760.0,3750.0,1500.0,88000.0,66.0,238.0,,72000.0,50.0,,400.0,50000.0,2000.0,96900.0,200.0,1100.0,20000.0,20000.0,120.0,,326405.0,50632.0,1800.0,14000.0,25000.0,146900.0,1700.0,72017.0,95630.0,2000.0,21700.0,700000.0,70.0,5133.0,,127000.0,656558.0,5500.0,600.0,640.0,22739.0,912000.0,10000.0,40.0,8352.0,52008.0,1173700.0,3065.0,410000.0,3710.0,25900.0
1987,9496.0,4500.0,70.0,15.0,2200.0,10000.0,,1452.0,1600.0,5200.0,7300.0,36000.0,3200.0,17485.0,2200.0,180.0,780.0,14455.0,5400.0,1800.0,91600.0,67.0,184.0,,74000.0,50.0,,400.0,55000.0,2300.0,104790.0,200.0,1100.0,20000.0,20000.0,120.0,,310800.0,61676.0,1800.0,15000.0,25000.0,185500.0,1800.0,69412.0,100652.0,1300.0,18900.0,700000.0,70.0,5472.0,,179156.0,648476.0,5560.0,800.0,640.0,29543.0,739371.0,10000.0,40.0,8619.0,56062.0,1233700.0,2265.0,440000.0,3896.0,29412.0
1988,8800.0,4500.0,72.0,15.0,2000.0,6000.0,,1342.0,1700.0,600.0,7500.0,36000.0,3200.0,17743.0,2200.0,180.0,780.0,21000.0,5250.0,2500.0,92700.0,67.0,182.0,,74000.0,50.0,,400.0,52000.0,1900.0,112250.0,250.0,1100.0,20000.0,20000.0,120.0,,325730.0,107566.0,1800.0,16000.0,26000.0,232800.0,1600.0,77902.0,101292.0,1300.0,18700.0,700000.0,72.0,5675.0,,130000.0,667179.0,5340.0,800.0,650.0,32451.0,720071.0,4500.0,40.0,8750.0,58525.0,1566500.0,2265.0,420000.0,3000.0,25900.0
1989,8673.0,4500.0,73.0,15.0,3700.0,10000.0,,1576.0,1600.0,2500.0,7800.0,36000.0,3600.0,18215.0,2660.0,543.0,800.0,17600.0,6598.0,5000.0,94500.0,67.0,180.0,,74000.0,50.0,,400.0,55000.0,6500.0,118200.0,250.0,1100.0,20000.0,20000.0,120.0,,327980.0,135020.0,1800.0,14000.0,25262.0,264100.0,1600.0,65759.0,106374.0,4000.0,21500.0,708000.0,73.0,5402.0,,119000.0,659522.0,5448.0,800.0,650.0,32856.0,700286.0,4500.0,40.0,8650.0,58979.0,1373300.0,2725.0,420000.0,4700.0,30000.0
1990,8441.0,4562.0,74.0,15.0,4987.0,10138.0,,2124.0,1500.0,2500.0,6800.0,34000.0,3500.0,18377.0,1400.0,735.0,1000.0,17420.0,7800.0,10000.0,89000.0,58.0,171.0,,70000.0,0.0,,458.0,57500.0,6613.0,120712.0,285.0,758.0,22000.0,20000.0,60.0,,328500.0,158820.0,1762.0,18000.0,24162.0,297600.0,1950.0,74915.0,103911.0,2600.0,21750.0,715000.0,74.0,5145.0,0.0,121000.0,664853.0,5515.0,954.0,655.0,31011.0,693249.0,4500.0,33.0,8566.0,62609.0,1566500.0,1415.0,360000.0,4700.0,14000.0
1991,7661.0,4595.0,,15.0,4028.0,6500.0,-1.0,2153.0,867.0,2300.0,6505.0,28000.0,4000.0,17287.0,1000.0,640.0,912.0,15000.0,9230.0,10500.0,77533.0,72.0,177.0,,55000.0,0.0,,497.0,62500.0,8000.0,125000.0,285.0,1006.0,18000.0,20000.0,70.0,,331980.0,183956.0,2319.0,17500.0,24162.0,398950.0,1730.0,69445.0,92944.0,2600.0,22000.0,726000.0,-1.0,5696.0,0.0,121815.0,667897.0,5480.0,391.0,660.0,28814.0,720898.0,4700.0,15.0,8656.0,65021.0,1412000.0,1015.0,350000.0,4559.0,5000.0
1992,8784.0,6528.0,,15.0,2500.0,6535.0,-1.0,3614.0,1600.0,2300.0,5308.0,30000.0,3800.0,16791.0,4500.0,796.0,895.0,13500.0,8300.0,10500.0,89000.0,72.0,165.0,-1.0,65000.0,0.0,,505.0,20000.0,6500.0,119688.0,125.0,1023.0,20000.0,20000.0,80.0,,327060.0,189596.0,2200.0,11000.0,24162.0,378540.0,1500.0,77330.0,103414.0,2600.0,23000.0,730000.0,-1.0,5786.0,0.0,121000.0,731425.0,5550.0,384.0,665.0,28000.0,720898.0,4500.0,25.0,8529.0,69796.0,1450000.0,4515.0,340000.0,4480.0,4329.0
1993,9103.0,6666.0,,15.0,3500.0,11000.0,-1.0,1720.0,1400.0,3700.0,4520.0,32000.0,3500.0,16794.0,2253.0,552.0,878.0,12000.0,6500.0,10500.0,87806.0,72.0,167.0,-1.0,35641.0,-1.0,,513.0,15353.0,8700.0,125642.0,132.0,1121.0,18000.0,20000.0,85.0,,320250.0,299546.0,2482.0,16000.0,24162.0,299995.0,1700.0,76748.0,99526.0,1300.0,24000.0,735000.0,-1.0,6000.0,-1.0,121000.0,734124.0,5600.0,377.0,690.0,28238.0,702061.0,8500.0,0.0,5550.0,65366.0,1415911.0,2268.0,322599.0,4550.0,4000.0
1994,8927.0,6652.0,,16.0,3300.0,13000.0,-1.0,2868.0,1900.0,3700.0,4500.0,21000.0,2000.0,16146.0,1800.0,593.0,862.0,12000.0,6000.0,10500.0,80000.0,73.0,169.0,-1.0,50000.0,-1.0,,521.0,32000.0,7200.0,108551.0,553.0,1139.0,10000.0,11883.0,70.0,,325400.0,359086.0,2516.0,14000.0,24000.0,271339.0,1600.0,79450.0,92168.0,1300.0,25000.0,751000.0,-1.0,6459.0,-1.0,126590.0,698634.0,5550.0,370.0,670.0,23657.0,686531.0,9500.0,0.0,6153.0,67728.0,1500000.0,1816.0,350000.0,4550.0,3269.0
1995,8692.0,6392.0,,16.0,3100.0,14000.0,77.0,2860.0,2000.0,3500.0,4600.0,21400.0,4300.0,16235.0,2180.0,423.0,847.0,12000.0,5000.0,11000.0,72014.0,72.0,170.0,-1.0,40000.0,-1.0,,528.0,27000.0,5700.0,121674.0,603.0,1167.0,9055.0,10727.0,40.0,,349370.0,374261.0,2539.0,16500.0,20000.0,190217.0,1751.0,91464.0,82974.0,1700.0,26000.0,788000.0,77.0,6200.0,-1.0,153236.0,738536.0,5705.0,363.0,700.0,36324.0,1000000.0,9456.0,0.0,5733.0,60899.0,1900000.0,2196.0,360000.0,4550.0,5400.0
1996,8737.0,3200.0,,16.0,1600.0,9000.0,78.0,2500.0,1300.0,3200.0,4650.0,46341.0,3922.0,15861.0,2200.0,312.0,833.0,12000.0,4949.0,12500.0,90000.0,85.0,161.0,-1.0,44436.0,-1.0,,536.0,29000.0,6500.0,113328.0,1120.0,1000.0,11882.0,11780.0,44.0,,350000.0,398655.0,2547.0,20500.0,19000.0,168219.0,1900.0,91142.0,99049.0,1500.0,26679.0,739000.0,78.0,6000.0,-1.0,136897.0,661923.0,5750.0,357.0,710.0,32200.0,1050000.0,9375.0,2.0,5808.0,61332.0,2053369.0,2217.0,368509.0,4550.0,5632.0
1997,7945.0,3700.0,,16.0,3000.0,8911.0,78.0,1500.0,2600.0,2950.0,4650.0,15000.0,4600.0,15151.0,2217.0,552.0,821.0,2200.0,7000.0,12767.0,92000.0,74.0,161.0,-1.0,50000.0,-1.0,,544.0,35000.0,4100.0,109624.0,1061.0,1265.0,8000.0,12394.0,40.0,,341320.0,386605.0,2283.0,16500.0,16000.0,140899.0,1620.0,89606.0,103500.0,1500.0,24852.0,739000.0,78.0,5800.0,-1.0,141521.0,715671.0,5800.0,333.0,720.0,31999.0,1074970.0,13000.0,2.0,5836.0,62085.0,1827444.0,2233.0,375822.0,4550.0,5000.0
1998,7169.0,4273.0,,16.0,2600.0,9420.0,78.0,2573.0,2000.0,4000.0,4650.0,28000.0,4821.0,14959.0,2234.0,678.0,808.0,2000.0,7009.0,12800.0,95000.0,74.0,159.0,,42000.0,-1.0,,538.0,38000.0,6500.0,95413.0,1000.0,1335.0,6500.0,12038.0,30.0,,300119.0,403166.0,1849.0,12000.0,20000.0,117679.0,1430.0,84839.0,107182.0,1500.0,23148.0,743000.0,78.0,5804.0,-1.0,153219.0,709798.0,5800.0,313.0,730.0,34786.0,1364530.0,19000.0,2.0,5762.0,60746.0,1800000.0,2250.0,375846.0,4550.0,15000.0
1999,8292.0,2800.0,,16.0,1600.0,9654.0,77.0,500.0,2100.0,4000.0,4655.0,21400.0,5266.0,15018.0,2300.0,76.0,797.0,3630.0,5300.0,13098.0,95000.0,75.0,156.0,,50000.0,-1.0,,524.0,30000.0,5500.0,97786.0,1087.0,1458.0,8000.0,12402.0,35.0,,301160.0,667897.0,1500.0,11000.0,22000.0,100803.0,980.0,85648.0,102400.0,2900.0,23000.0,744500.0,77.0,4436.0,-1.0,109254.0,681120.0,5820.0,344.0,675.0,34375.0,1300000.0,12000.0,1.0,5640.0,50898.0,1900000.0,2316.0,370000.0,4550.0,15043.0
2000,7118.0,3700.0,,16.0,3000.0,9000.0,77.0,300.0,2000.0,4000.0,4670.0,16754.0,3000.0,12077.0,2300.0,82.0,786.0,3550.0,6000.0,13717.0,98000.0,78.0,156.0,,45000.0,-1.0,,490.0,40000.0,4800.0,83138.0,989.0,1553.0,6500.0,16185.0,30.0,,402836.0,749917.0,2200.0,15000.0,24000.0,75766.0,1200.0,81023.0,107300.0,1900.0,21724.0,966000.0,77.0,4346.0,-1.0,139373.0,705965.0,5850.0,992.0,670.0,41284.0,1500000.0,8000.0,1.0,5430.0,56644.0,2000000.0,2316.0,371742.0,4550.0,24000.0
2001,4195.0,2800.0,,16.0,1600.0,9000.0,77.0,150.0,2100.0,4000.0,4670.0,24027.0,3286.0,11997.0,2300.0,95.0,775.0,3550.0,5000.0,14200.0,90789.0,78.0,156.0,,40000.0,-1.0,,500.0,40000.0,3288.0,80165.0,1050.0,1636.0,8500.0,15740.0,40.0,,429547.0,765405.0,2162.0,5800.0,24000.0,57963.0,690.0,83037.0,97539.0,1950.0,20752.0,966000.0,77.0,4260.0,-1.0,125786.0,665809.0,5860.0,1188.0,675.0,45735.0,1350000.0,4500.0,1.0,5030.0,53706.0,1777550.0,2316.0,364753.0,4550.0,10000.0
2002,6595.0,2591.0,,16.0,2300.0,10100.0,77.0,300.0,2114.0,2700.0,4670.0,18000.0,5714.0,11525.0,2300.0,40.0,761.0,3550.0,7000.0,14200.0,100101.0,80.0,155.0,,20000.0,-1.0,,530.0,36000.0,2520.0,83406.0,1111.0,1374.0,7000.0,16130.0,40.0,,363575.0,776901.0,2100.0,14000.0,23140.0,48035.0,880.0,83130.0,109701.0,1900.0,19167.0,1030000.0,77.0,4171.0,-1.0,125787.0,582315.0,5865.0,930.0,680.0,46820.0,1195000.0,5000.0,1.0,4850.0,55162.0,1880000.0,2316.0,365958.0,4060.0,11284.0
