,Saint Kitts and Nevis,Belize,Burundi,Melanesia,Niue,Cameroon,Burkina Faso,Comoros,Sudan (former),Dominican Republic,Philippines,South Sudan,Martinique,Benin,United Republic of Tanzania,Ethiopia,Kenya,Liberia,Japan,Sao Tome and Principe,Togo,Venezuela (Bolivarian Republic of),Papua New Guinea,Antigua and Barbuda,New Caledonia,Guyana,Samoa,Barbados,Democratic Republic of the Congo,Sudan,American Samoa,Nigeria,Tonga,Saint Lucia,Haiti,Costa Rica,Guinea,Cuba,Guadeloupe,Dominica,Fiji,Chad,Rwanda,Wallis and Futuna Islands,Ethiopia PDR,Congo,Gabon,Cayman Islands,Central African Republic,Mauritania,Germany,Côte d'Ivoire,Colombia,Mali,Jamaica,Solomon Islands,Trinidad and Tobago,Puerto Rico,Polynesia,Panama,Saint Vincent and the Grenadines,Portugal,Brazil,Ghana,Grenada,Nicaragua
1973,410.0,-1.0,6000.0,185000.0,110.0,355989.0,45000.0,-1.0,109000.0,27255.0,18666.0,-1.0,20000.0,500206.0,7000.0,-1.0,-1.0,13000.0,130100.0,500.0,400000.0,31855.0,160000.0,171.0,9000.0,-1.0,900.0,7766.0,174900.0,-1.0,47.0,6935000.0,32000.0,3700.0,100000.0,-1.0,54400.0,-1.0,24000.0,2600.0,300.0,116000.0,5070.0,560.0,262000.0,50000.0,49000.0,12.0,130000.0,1700.0,-1,1800000.0,69800.0,8500.0,127650.0,15700.0,3302.0,12791.0,33617.0,15431.0,3765.0,2772.0,140000.0,686000.0,426.0,-1.0
1974,410.0,-1.0,4800.0,185380.0,130.0,363767.0,41110.0,-1.0,113300.0,27980.0,19592.0,-1.0,20000.0,428286.0,7200.0,-1.0,-1.0,14500.0,124200.0,500.0,402800.0,32171.0,160000.0,67.0,9300.0,-1.0,1000.0,5103.0,172200.0,-1.0,45.0,7160000.0,33000.0,3800.0,106000.0,-1.0,55760.0,-1.0,21600.0,2650.0,80.0,115000.0,4918.0,560.0,265000.0,10600.0,52000.0,12.0,140000.0,1800.0,-1,2000000.0,73800.0,9000.0,131323.0,16000.0,3302.0,13154.0,34735.0,15894.0,2313.0,2318.0,144000.0,850000.0,455.0,-1.0
1975,410.0,-1.0,6100.0,189000.0,150.0,300000.0,45000.0,-1.0,115000.0,28616.0,20858.0,-1.0,20000.0,446375.0,7500.0,-1.0,-1.0,14500.0,124400.0,500.0,406000.0,32864.0,163000.0,39.0,9500.0,-1.0,1000.0,6610.0,173600.0,-1.0,43.0,8621000.0,33000.0,3355.0,108000.0,-1.0,56355.0,-1.0,21600.0,2730.0,100.0,130000.0,6049.0,560.0,270000.0,11780.0,56120.0,12.0,140000.0,1800.0,-1,2076000.0,73200.0,10000.0,134254.0,16400.0,3112.0,13154.0,34753.0,16357.0,1724.0,2578.0,150000.0,709000.0,460.0,-1.0
1976,410.0,-1.0,6000.0,192857.0,170.0,250000.0,50000.0,-1.0,115000.0,29161.0,23754.0,-1.0,15750.0,598800.0,7800.0,-1.0,-1.0,15000.0,121200.0,500.0,416539.0,30438.0,166000.0,57.0,10000.0,-1.0,1000.0,5782.0,183400.0,-1.0,40.0,6556000.0,34000.0,3418.0,110000.0,-1.0,56950.0,-1.0,21600.0,3180.0,157.0,135000.0,5622.0,560.0,280000.0,11800.0,61550.0,13.0,170000.0,1900.0,-1,2032000.0,105300.0,11000.0,119566.0,16700.0,3200.0,14152.0,35770.0,16514.0,1980.0,2943.0,154000.0,575000.0,465.0,-1.0
1977,420.0,-1.0,6000.0,197240.0,200.0,230000.0,55000.0,-1.0,113000.0,29477.0,26794.0,-1.0,11000.0,551552.0,8000.0,-1.0,-1.0,15200.0,140400.0,500.0,394274.0,33445.0,170000.0,46.0,10300.0,-1.0,1000.0,5896.0,183200.0,-1.0,37.0,6376000.0,32700.0,3500.0,115000.0,-1.0,74800.0,-1.0,10200.0,3810.0,140.0,140000.0,5591.0,560.0,285000.0,12000.0,67100.0,17.0,160000.0,2000.0,-1,1893000.0,161800.0,12000.0,124941.0,16800.0,3300.0,13154.0,34497.0,16357.0,1688.0,2400.0,160000.0,535000.0,511.0,-1.0
1978,420.0,-1.0,5000.0,201752.0,200.0,200000.0,60000.0,-1.0,115000.0,23582.0,27216.0,-1.0,11000.0,643036.0,8000.0,-1.0,-1.0,15300.0,170500.0,600.0,497686.0,37868.0,174000.0,80.0,10500.0,-1.0,1000.0,6851.0,176600.0,-1.0,32.0,5780000.0,31400.0,3600.0,122612.0,-1.0,75548.0,-1.0,7800.0,4100.0,252.0,145000.0,5396.0,560.0,270000.0,12800.0,73140.0,12.0,160000.0,2000.0,-1,1984000.0,175700.0,13000.0,149767.0,17000.0,3682.0,13154.0,33192.0,16198.0,3171.0,2434.0,165000.0,544000.0,496.0,-1.0
1979,420.0,-1.0,5500.0,206502.0,200.0,200000.0,65000.0,-1.0,113000.0,12924.0,27122.0,-1.0,8800.0,699272.0,7800.0,-1.0,-1.0,15300.0,162300.0,600.0,482872.0,33456.0,178000.0,109.0,10600.0,-1.0,1000.0,5909.0,199400.0,-1.0,30.0,5256000.0,30100.0,3650.0,110157.0,-1.0,76305.0,-1.0,6600.0,3411.0,602.0,150000.0,4223.0,560.0,274000.0,12000.0,75670.0,12.0,150000.0,2100.0,-1,2068000.0,141400.0,14000.0,157169.0,17300.0,3400.0,14107.0,31890.0,16356.0,3127.0,2633.0,175000.0,602000.0,506.0,-1.0
1980,430.0,-1.0,5000.0,213700.0,200.0,200000.0,70000.0,-1.0,113000.0,18367.0,18983.0,-1.0,8800.0,694407.0,8000.0,-1.0,-1.0,15500.0,134200.0,700.0,483901.0,35118.0,182000.0,68.0,10700.0,-1.0,1000.0,7700.0,230400.0,-1.0,80.0,5248000.0,28800.0,3600.0,110000.0,-1.0,57500.0,-1.0,6600.0,4950.0,3500.0,165000.0,4982.0,560.0,276000.0,11500.0,78940.0,14.0,150000.0,2100.0,-1,2407000.0,169100.0,15000.0,132893.0,17500.0,3682.0,15422.0,30640.0,19457.0,3265.0,3140.0,178000.0,650000.0,459.0,-1.0
1981,430.0,-1.0,6000.0,216958.0,200.0,210000.0,77420.0,-1.0,115000.0,7371.0,18194.0,-1.0,7200.0,665941.0,8200.0,-1.0,-1.0,15500.0,134000.0,800.0,527815.0,30963.0,185000.0,48.0,10800.0,-1.0,1100.0,4000.0,237600.0,-1.0,120.0,5212000.0,27500.0,3650.0,115000.0,-1.0,58000.0,-1.0,9400.0,5280.0,3458.0,175000.0,6026.0,560.0,278000.0,11000.0,85100.0,10.0,160000.0,2200.0,-1,2493016.0,119300.0,15000.0,136410.0,17700.0,3518.0,14606.0,29480.0,20376.0,4320.0,2861.0,184000.0,591000.0,482.0,-1.0
1982,430.0,-1.0,6000.0,222470.0,200.0,210000.0,78204.0,-1.0,115000.0,5442.0,18128.0,-1.0,9000.0,671940.0,8500.0,-1.0,-1.0,16000.0,139800.0,900.0,471545.0,31912.0,190000.0,63.0,10900.0,-1.0,1100.0,4500.0,243900.0,-1.0,185.0,5385000.0,26200.0,3700.0,115000.0,-1.0,58600.0,-1.0,9875.0,5350.0,3570.0,190000.0,6300.0,560.0,280000.0,10019.0,87000.0,11.0,160000.0,2200.0,-1,2677082.0,76600.0,15000.0,116978.0,18000.0,3273.0,14288.0,28245.0,21338.0,3902.0,3200.0,184000.0,588000.0,506.0,-1.0
1983,430.0,-1.0,6000.0,229225.0,200.0,159766.0,79625.0,-1.0,115000.0,7846.0,21945.0,-1.0,9200.0,620233.0,8800.0,-1.0,-1.0,17000.0,131800.0,900.0,383087.0,35148.0,194000.0,273.0,11000.0,-1.0,1100.0,4500.0,251100.0,-1.0,180.0,4998000.0,24900.0,3700.0,120000.0,-1.0,59000.0,-1.0,10166.0,5027.0,5925.0,195000.0,8760.0,560.0,282000.0,10649.0,88000.0,14.0,170000.0,2300.0,-1,2557000.0,96300.0,20000.0,130633.0,18300.0,2000.0,12701.0,26940.0,21338.0,4500.0,3501.0,200000.0,866000.0,456.0,-1.0
1984,420.0,-1.0,6000.0,230300.0,200.0,137712.0,88699.0,-1.0,110000.0,6497.0,16797.0,-1.0,13920.0,819474.0,8800.0,-1.0,-1.0,17500.0,160200.0,900.0,341926.0,35462.0,196000.0,30.0,11000.0,-1.0,1100.0,3195.0,252900.0,-1.0,170.0,4600000.0,23600.0,3800.0,120000.0,-1.0,60000.0,-1.0,9882.0,5139.0,4800.0,200000.0,8000.0,500.0,240000.0,11407.0,90000.0,14.0,180000.0,2400.0,-1,2873098.0,103290.0,12900.0,149060.0,18500.0,444.0,12837.0,25570.0,19358.0,7300.0,1743.0,220000.0,1178000.0,455.0,-1.0
1985,420.0,-1.0,7000.0,233300.0,200.0,94645.0,70440.0,-1.0,115000.0,11367.0,20900.0,-1.0,14280.0,750953.0,8800.0,-1.0,-1.0,18000.0,167600.0,814.0,364437.0,36787.0,200000.0,27.0,11000.0,-1.0,1100.0,2493.0,261200.0,-1.0,160.0,4738000.0,22300.0,3800.0,125000.0,-1.0,70000.0,-1.0,8731.0,5500.0,3500.0,230000.0,8600.0,500.0,245000.0,8327.0,80000.0,15.0,200000.0,2500.0,-1,2646420.0,94860.0,13027.0,163763.0,18800.0,426.0,12429.0,24260.0,20271.0,6000.0,2276.0,240000.0,987000.0,400.0,-1.0
1986,420.0,-1.0,7000.0,235080.0,200.0,134306.0,112065.0,-1.0,116000.0,5273.0,23470.0,-1.0,13200.0,883931.0,8800.0,-1.0,-1.0,18000.0,152300.0,1186.0,409386.0,38290.0,202000.0,30.0,11000.0,-1.0,1100.0,1989.0,262700.0,-1.0,150.0,5209000.0,21000.0,3800.0,120000.0,-1.0,70000.0,-1.0,10608.0,6600.0,2980.0,200000.0,6530.0,500.0,250000.0,9263.0,90000.0,15.0,180000.0,2600.0,-1,2822861.0,67300.0,11264.0,165633.0,19100.0,186.0,12020.0,22950.0,21228.0,2000.0,1469.0,200000.0,1048100.0,272.0,-1.0
1987,420.0,-1.0,7100.0,236790.0,200.0,110522.0,88646.0,-1.0,110000.0,3875.0,27240.0,-1.0,10550.0,834549.0,9000.0,-1.0,-1.0,18000.0,166100.0,798.0,360370.0,40414.0,205000.0,51.0,11000.0,-1.0,1100.0,2462.0,264150.0,-1.0,140.0,4886000.0,19700.0,3800.0,130000.0,-1.0,70000.0,-1.0,11129.0,5700.0,1290.0,200000.0,5430.0,500.0,230000.0,10219.0,95000.0,9.0,180000.0,2600.0,-1,2911065.0,139100.0,7858.0,175628.0,19500.0,554.0,12882.0,21640.0,22230.0,2000.0,2640.0,210000.0,1185400.0,284.0,-1.0
1988,400.0,-1.0,7300.0,244874.0,200.0,78714.0,83997.0,-1.0,120000.0,8672.0,25400.0,-1.0,8000.0,922108.0,9500.0,-1.0,-1.0,18000.0,146700.0,806.0,378664.0,42229.0,210000.0,61.0,10900.0,-1.0,1200.0,1365.0,265100.0,-1.0,130.0,9132000.0,18400.0,3850.0,140000.0,-1.0,75000.0,-1.0,11549.0,6300.0,3974.0,230000.0,4000.0,500.0,240000.0,10822.0,100000.0,10.0,190000.0,2700.0,-1,2999296.0,125300.0,5385.0,166864.0,20000.0,402.0,11930.0,20430.0,23280.0,2100.0,1954.0,200000.0,902000.0,288.0,-1.0
1989,380.0,201.0,7500.0,248145.0,220.0,53480.0,51446.0,-1.0,105000.0,9175.0,23000.0,-1.0,7320.0,1009910.0,10000.0,-1.0,9520.0,18000.0,165600.0,850.0,405064.0,38529.0,210000.0,40.0,10800.0,-1.0,1250.0,2538.0,266100.0,-1.0,100.0,9609000.0,17100.0,4000.0,150000.0,4500.0,80000.0,-1.0,8129.0,5670.0,6545.0,210000.0,4500.0,500.0,250000.0,11460.0,100000.0,5.0,200000.0,2700.0,-1,3087500.0,111500.0,4324.0,133281.0,20800.0,335.0,10660.0,19170.0,17644.0,2000.0,1186.0,210000.0,1258000.0,296.0,-1.0
1990,360.0,99.0,7600.0,250180.0,120.0,89815.0,37100.0,3070.0,95000.0,5672.0,22618.0,-1.0,8200.0,1046115.0,11299.0,-1.0,11769.0,15000.0,200900.0,800.0,391853.0,39569.0,210000.0,45.0,10850.0,-1.0,1300.0,2647.0,267090.0,-1.0,120.0,13624000.0,15800.0,4569.0,170000.0,6000.0,80000.0,-1.0,8810.0,6241.0,7830.0,240000.0,2000.0,598.0,260000.0,10612.0,110000.0,4.0,230000.0,2800.0,-1,3175719.0,28322.0,11115.0,161462.0,21500.0,236.0,9072.0,17938.0,13517.0,2147.0,2023.0,215000.0,877000.0,305.0,0.0
1991,300.0,83.0,7800.0,249193.0,98.0,120000.0,36500.0,3130.0,128000.0,7669.0,26845.0,-1.0,6900.0,1177541.0,9145.0,-1.0,11200.0,16241.0,184900.0,819.0,376478.0,40964.0,215000.0,50.0,10900.0,-1.0,1150.0,1989.0,287300.0,-1.0,157.0,16956000.0,8104.0,4100.0,190000.0,5000.0,95000.0,-1.0,12895.0,6131.0,1393.0,230044.0,2000.0,524.0,261000.0,10967.0,112305.0,25.0,245053.0,2900.0,-1,3263920.0,51944.0,14955.0,186104.0,21900.0,130.0,10523.0,10033.0,13646.0,2634.0,1163.0,216580.0,2631900.0,308.0,1000.0
1992,280.0,778.0,8000.0,256144.0,101.0,116000.0,70000.0,3170.0,128500.0,8103.0,26774.0,-1.0,7450.0,1124859.0,9500.0,-1.0,11206.0,17000.0,165300.0,849.0,367997.0,32459.0,219500.0,60.0,10800.0,-1.0,1100.0,1566.0,288500.0,-1.0,154.0,19781000.0,9682.0,4198.0,213620.0,14000.0,73000.0,6000.0,12860.0,6228.0,3544.0,230000.0,6000.0,521.0,262000.0,11352.0,120000.0,23.0,260000.0,2800.0,-1,3522140.0,77477.0,7199.0,214386.0,22300.0,165.0,9675.0,11558.0,13775.0,2147.0,1792.0,217951.0,2331400.0,312.0,1000.0
1993,250.0,715.0,7800.0,252288.0,104.0,108000.0,41734.0,3256.0,120000.0,6636.0,18000.0,-1.0,6000.0,1185100.0,10000.0,200000.0,10123.0,18382.0,137300.0,862.0,530412.0,40997.0,220000.0,53.0,10700.0,-1.0,1200.0,1927.0,289540.0,-1.0,150.0,21632000.0,7346.0,4200.0,200000.0,12416.0,73100.0,8000.0,13230.0,6574.0,1588.0,210000.0,8000.0,518.0,-1.0,11743.0,110000.0,32.0,268246.0,2100.0,-1,3440343.0,77516.0,17579.0,221928.0,20000.0,255.0,8165.0,9318.0,13000.0,1037.0,1153.0,219270.0,2720300.0,313.0,1000.0
1994,90.0,106.0,7927.0,248224.0,109.0,120000.0,36446.0,3344.0,128000.0,6679.0,20000.0,-1.0,6000.0,1250465.0,10115.0,231338.0,10360.0,20000.0,180900.0,900.0,484023.0,55670.0,215000.0,52.0,10752.0,-1.0,1410.0,1173.0,294300.0,-1.0,208.0,23153000.0,6000.0,4300.0,210000.0,27200.0,114000.0,6510.0,6850.0,5800.0,2016.0,240000.0,4000.0,515.0,-1.0,12148.0,125000.0,33.0,280000.0,2500.0,-1,3528576.0,123952.0,10526.0,233912.0,20456.0,181.0,6668.0,8241.0,14038.0,952.0,997.0,220000.0,1700140.0,313.0,1000.0
1995,125.0,123.0,7941.0,246747.0,110.0,120000.0,64042.0,3434.0,130000.0,9866.0,30000.0,-1.0,4000.0,1285858.0,10168.0,234094.0,10000.0,20165.0,172200.0,1000.0,530502.0,54541.0,212536.0,50.0,11000.0,-1.0,1490.0,2570.0,88737.0,-1.0,225.0,22818000.0,6653.0,4319.0,220000.0,23360.0,95000.0,3100.0,4470.0,4479.0,2711.0,240169.0,5804.0,513.0,-1.0,12565.0,130000.0,20.0,320000.0,2569.0,-1,3616784.0,132384.0,12000.0,240371.0,20500.0,147.0,4536.0,8991.0,14575.0,855.0,1395.0,222514.0,2125700.0,342.0,1000.0
1996,70.0,48.0,7909.0,247088.0,112.0,120000.0,49298.0,3500.0,133000.0,9066.0,33000.0,-1.0,4000.0,1346070.0,10128.0,237987.0,8765.0,20678.0,170200.0,1000.0,604732.0,57088.0,210000.0,50.0,10687.0,-1.0,1500.0,1500.0,90315.0,-1.0,139.0,23201000.0,6507.0,4032.0,230000.0,14749.0,90000.0,3244.0,6200.0,7672.0,4401.0,239467.0,5874.0,508.0,-1.0,8300.0,135000.0,11.0,350000.0,2573.0,-1,3705000.0,205607.0,13000.0,253371.0,22000.0,135.0,4445.0,8766.0,13989.0,1273.0,1137.0,225000.0,2274790.0,370.0,1000.0
1997,67.0,14.0,10683.0,257065.0,114.0,150000.0,36438.0,3500.0,134000.0,10616.0,33000.0,-1.0,4700.0,1407680.0,10167.0,241302.0,9000.0,20396.0,183400.0,1000.0,683039.0,52755.0,219562.0,50.0,10595.0,2500.0,1800.0,1319.0,91921.0,-1.0,195.0,23972000.0,6150.0,4500.0,240000.0,8395.0,95000.0,1800.0,9030.0,7932.0,3907.0,239501.0,5869.0,505.0,-1.0,8900.0,140000.0,2.0,380000.0,2500.0,-1,4105560.0,127512.0,14000.0,212567.0,23000.0,130.0,4264.0,8764.0,15371.0,1050.0,2074.0,226141.0,2407900.0,380.0,1000.0
1998,70.0,72.0,10767.0,268038.0,115.0,253951.0,45525.0,3608.0,135000.0,13028.0,30000.0,-1.0,6500.0,1583710.0,9859.0,265527.0,4007.0,20454.0,178900.0,1100.0,696147.0,63857.0,228000.0,51.0,10500.0,2657.0,2000.0,1350.0,96748.0,-1.0,740.0,24768000.0,5751.0,3800.0,193000.0,16088.0,88635.0,7304.0,9280.0,7800.0,5538.0,239226.0,5898.0,507.0,-1.0,10200.0,143000.0,9.0,390000.0,2565.0,-1,4219287.0,164918.0,14798.0,198402.0,24000.0,12.0,4925.0,9113.0,15523.0,1092.0,2100.0,227766.0,2702900.0,378.0,1000.0
1999,70.0,30.0,12762.0,269048.0,117.0,261648.0,43000.0,3676.0,132000.0,11043.0,25000.0,-1.0,7500.0,1647010.0,9500.0,284338.0,10035.0,20440.0,193100.0,1200.0,665632.0,69623.0,230000.0,51.0,10427.0,2800.0,2500.0,1050.0,93000.0,-1.0,750.0,25873000.0,4480.0,450.0,195000.0,34546.0,90000.0,10500.0,10032.0,7900.0,4121.0,230000.0,5000.0,505.0,-1.0,8900.0,145000.0,18.0,360000.0,2575.0,-1,4336165.0,209440.0,48820.0,195689.0,24500.0,12.0,3569.0,8352.0,15493.0,947.0,1992.0,230000.0,3249040.0,378.0,1000.0
2000,5.0,11.0,9628.0,285566.0,118.0,262610.0,54965.0,3745.0,135000.0,13562.0,25611.0,-1.0,7685.0,1742000.0,9000.0,291079.0,6204.0,20366.0,201200.0,1300.0,563286.0,87567.0,245000.0,55.0,9790.0,3804.0,2486.0,1150.0,90000.0,-1.0,801.0,26201000.0,5040.0,971.0,200000.0,13050.0,88000.0,35200.0,10680.0,7300.0,4776.0,240863.0,6000.0,503.0,-1.0,10000.0,158000.0,18.0,380000.0,2585.0,-1,4456280.0,254849.0,15411.0,147709.0,26000.0,12.0,4038.0,8948.0,16343.0,942.0,2059.0,231596.0,3362900.0,390.0,1000.0
