,Cuba,Jamaica,Pacific Islands Trust Territory,American Samoa,Vanuatu,Haiti,Micronesia (Federated States of),Fiji,Dominica,Panama,Madagascar,Togo,United Republic of Tanzania,Philippines,Samoa,Belize,Guyana,Costa Rica,Solomon Islands,Uganda,Papua New Guinea,Comoros,Suriname,Benin,Equatorial Guinea,Tonga,China,El Salvador,Sierra Leone,Honduras,Colombia,Timor-Leste,Central African Republic,Gabon,India,Saint Lucia,"China, Taiwan Province of",Ecuador,Indonesia,Angola,Trinidad and Tobago,Sao Tome and Principe,Malaysia,Grenada,Mexico,Melanesia,Nicaragua,Democratic Republic of the Congo,Nigeria,Micronesia,Congo,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Thailand,Saint Vincent and the Grenadines,Peru,Ghana,Guinea,Guadeloupe,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Polynesia,Cameroon,Guatemala,Liberia
2004,1846.0,1124.0,,1.0,865.0,4800.0,33.0,12.0,217.0,430.0,4409.0,21700.0,3500.0,5648.0,499.0,40.0,271.0,708.0,4181.0,4500.0,38900.0,28.0,9.0,100.0,3000.0,-1.0,,190.0,13500.0,2000.0,38753.0,113.0,75.0,200.0,9230.0,50.0,,89680.0,691704.0,222.0,1321.0,2500.0,33400.0,763.0,43975.0,43958.0,800.0,5670.0,412000.0,33.0,1000.0,-1.0,47985.0,196005.0,4268.0,1167.0,190.0,25921.0,737000.0,9800.0,0.0,1970.0,17515.0,1407213.0,500.0,166754.0,6700.0,2500.0
2005,2067.0,550.0,,1.0,926.0,4800.0,33.0,15.0,220.0,466.0,5861.0,53000.0,5000.0,5679.0,498.0,22.0,283.0,343.0,4928.0,5000.0,47800.0,28.0,9.0,100.0,3000.0,-1.0,-1.0,180.0,15000.0,2000.0,37099.0,118.0,79.0,300.0,9250.0,65.0,-1.0,93658.0,748827.0,241.0,915.0,1843.0,27964.0,47.0,36366.0,53669.0,580.0,5630.0,441000.0,33.0,800.0,-1.0,31361.0,208620.0,4358.0,1069.0,190.0,25257.0,740000.0,13869.0,0.0,1880.0,16946.0,1286330.0,499.0,140000.0,8569.0,3000.0
2006,2120.0,595.0,,1.0,1314.0,6000.0,32.0,12.0,220.0,653.0,5859.0,73000.0,6900.0,5415.0,498.0,43.0,298.0,450.0,3835.0,8500.0,51100.0,28.0,8.0,100.0,2000.0,-1.0,,175.0,13940.0,2000.0,35258.0,123.0,100.0,200.0,10175.0,55.0,,87561.0,769386.0,265.0,1600.0,1900.0,31937.0,90.0,38151.0,56261.0,1400.0,5590.0,485000.0,32.0,800.0,-1.0,47020.0,212270.0,4474.0,1097.0,200.0,31676.0,734000.0,13477.0,0.0,1560.0,17151.0,1408854.0,499.0,164553.0,9083.0,1000.0
2007,1379.0,1915.0,,1.0,972.0,8500.0,35.0,14.0,225.0,686.0,6465.0,78000.0,7000.0,5237.0,530.0,25.0,322.0,555.0,4342.0,10006.0,49300.0,31.0,7.0,100.0,2500.0,-1.0,,180.0,14000.0,361.0,39904.0,128.0,250.0,100.0,10180.0,81.0,,85891.0,740006.0,297.0,800.0,2800.0,35180.0,226.0,40000.0,54628.0,970.0,5590.0,360570.0,35.0,700.0,-1.0,43322.0,201651.0,4699.0,932.0,190.0,31387.0,614500.0,12484.0,0.0,1440.0,18911.0,1229908.0,531.0,212619.0,9924.0,1700.0
2008,1149.0,1015.0,,1.0,1500.0,8000.0,33.0,13.0,100.0,707.0,6465.0,111000.0,7000.0,5149.0,491.0,50.0,343.0,593.0,4326.0,13000.0,51500.0,32.0,6.0,100.0,2000.0,-1.0,,160.0,10500.0,800.0,44740.0,133.0,200.0,200.0,10560.0,100.0,,94300.0,803593.0,316.0,700.0,2000.0,27955.0,400.0,50000.0,57339.0,1250.0,5510.0,367020.0,33.0,927.0,-1.0,45518.0,202030.0,4745.0,823.0,200.0,34003.0,680781.0,14016.0,0.0,1720.0,20457.0,1382441.0,492.0,229203.0,9911.0,4000.0
2009,1387.0,1108.0,,1.0,1500.0,8384.0,33.0,5.0,100.0,561.0,8000.0,105000.0,8500.0,5134.0,480.0,39.0,365.0,650.0,4553.0,15000.0,59400.0,34.0,6.0,100.0,1200.0,-1.0,,180.0,10000.0,1350.0,44740.0,138.0,100.0,200.0,11820.0,110.0,,120582.0,809583.0,335.0,600.0,2500.0,18152.0,500.0,60000.0,65458.0,1550.0,5470.0,363510.0,33.0,800.0,-1.0,54994.0,218487.0,4510.0,781.0,210.0,36803.0,710638.0,14577.0,0.0,1750.0,20920.0,1223153.0,481.0,235500.0,9956.0,4600.0
2010,1709.0,1368.0,,1.0,1700.0,9117.0,33.0,6.0,800.0,611.0,10000.0,101500.0,8000.0,5019.0,465.0,26.0,387.0,665.0,5376.0,15000.0,39400.0,36.0,6.0,100.0,1200.0,-1.0,,190.0,19700.0,1126.0,39534.0,143.0,120.0,100.0,12900.0,107.0,,132100.0,844626.0,354.0,700.0,2600.0,15654.0,500.0,51158.0,46482.0,1540.0,5431.0,399200.0,33.0,1200.0,-1.0,58334.0,235389.0,4450.0,763.0,208.0,46613.0,632037.0,15160.0,0.0,1730.0,20955.0,1301347.0,466.0,264077.0,10713.0,6700.0
2011,1510.0,499.0,,1.0,1200.0,10054.0,33.0,6.0,300.0,711.0,6500.0,142500.0,9500.0,4856.0,440.0,26.0,409.0,690.0,6495.0,18000.0,47600.0,38.0,6.0,111.0,900.0,-1.0,,179.0,18000.0,1499.0,37202.0,148.0,124.0,600.0,14400.0,113.0,,224163.0,712200.0,372.0,400.0,2219.0,4605.0,700.0,43851.0,55301.0,1634.0,5392.0,391000.0,33.0,1500.0,-1.0,54279.0,248524.0,4580.0,524.0,210.0,56499.0,700020.0,39600.0,0.0,1630.0,22856.0,1511255.0,441.0,240000.0,11594.0,11700.0
2012,2027.0,1393.0,,1.0,2000.0,11188.0,33.0,24.0,200.0,749.0,8000.0,34500.0,9000.0,4831.0,450.0,68.0,430.0,700.0,4600.0,16000.0,38700.0,40.0,6.0,122.0,700.0,-1.0,,180.0,18000.0,1065.0,41670.0,153.0,120.0,100.0,13000.0,146.0,,133323.0,740500.0,400.0,500.0,2230.0,3645.0,800.0,40783.0,45324.0,1750.0,2000.0,383000.0,33.0,2800.0,-1.0,72225.0,253211.0,4763.0,312.0,215.0,62492.0,879348.0,8040.0,0.0,1670.0,31993.0,1485882.0,451.0,268941.0,11666.0,12000.0
2013,1425.0,997.0,,1.0,2000.0,12724.0,30.0,23.0,270.0,627.0,9000.0,15000.0,6000.0,4876.0,445.0,66.0,450.0,700.0,4700.0,20000.0,41200.0,41.0,6.0,115.0,700.0,-1.0,,185.0,14850.0,962.0,46739.0,160.0,115.0,200.0,13000.0,59.0,,128446.0,720900.0,410.0,294.0,2617.0,2809.0,900.0,37483.0,47923.0,1809.0,2000.0,367000.0,30.0,5000.0,-1.0,68021.0,256186.0,7325.0,67.0,220.0,71175.0,835466.0,6273.0,0.0,1610.0,29740.0,1448992.0,446.0,275000.0,12569.0,8400.0
2014,2188.0,1154.0,,1.0,1663.0,14633.0,32.0,20.0,297.0,641.0,8818.0,30516.0,5645.0,5428.0,484.0,75.0,469.0,700.0,4825.0,20979.0,45019.0,42.0,6.0,117.0,668.0,-1.0,,366.0,15879.0,941.0,47732.0,163.0,133.0,207.0,15000.0,63.0,,156216.0,728400.0,414.0,329.0,3200.0,2665.0,900.0,26969.0,51528.0,1870.0,2500.0,248000.0,32.0,5000.0,-1.0,69633.0,273793.0,7164.0,144.0,217.0,81651.0,858720.0,9439.0,0.0,1812.0,21735.0,1434077.0,485.0,269902.0,13109.0,7500.0
