,Luxembourg,Kenya,Peru,"China, Taiwan Province of",Croatia,Cameroon,United Kingdom,Malta,Philippines,Sweden,Indonesia,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Cyprus,Japan,New Zealand,Yemen,Rwanda,France,Australia & New Zealand,Iran (Islamic Republic of),Mauritius,Slovenia,Kyrgyzstan,Netherlands,Costa Rica,Germany,Belgium,Niger,Morocco,Poland,Congo,Switzerland,Mexico,Austria,Romania,Italy,Spain,Sri Lanka,China,Ireland,Latvia,Albania,Slovakia,Uzbekistan,South Africa,Hungary,Kazakhstan,Portugal,Togo,Lithuania,Finland,"China, mainland",Turkey,Norway,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,-1.0,-1.0,11726.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,363360.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22647.0,2521.0,18726.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,7000.0,306000.0,2856.0,-1.0,74300.0
1972,-1.0,-1.0,-1.0,18584.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,314271.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,25289.0,1402.0,26084.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,7500.0,306000.0,2767.0,-1.0,86700.0
1973,-1.0,-1.0,-1.0,23823.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,305365.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,26620.0,2087.0,31323.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,7500.0,258000.0,2824.0,-1.0,92500.0
1974,-1.0,-1.0,2630.0,19406.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,296720.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28189.0,2076.0,27206.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,7800.0,263000.0,2645.0,-1.0,124000.0
1975,-1.0,-1.0,3503.0,13983.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,279981.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31453.0,8659.0,21983.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,8000.0,270000.0,2760.0,-1.0,99000.0
1976,-1.0,-1.0,3463.0,12462.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,233884.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,34455.0,8231.0,20462.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,8000.0,260000.0,2554.0,-1.0,78000.0
1977,-1.0,-1.0,4061.0,11746.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,279603.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39389.0,8152.0,19746.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,8000.0,275000.0,2714.0,-1.0,102400.0
1978,-1.0,-1.0,3474.0,13967.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,80676.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1419.0,-1.0,-1.0,255487.0,1419.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38129.0,2854.0,22967.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,9000.0,282000.0,2935.0,-1.0,86000.0
1979,-1.0,-1.0,3305.0,12586.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1111.0,-1.0,-1.0,265800.0,1111.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42563.0,6740.0,20586.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,8000.0,290000.0,3090.0,-1.0,64000.0
1980,-1.0,-1.0,3364.0,18875.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,76312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1329.0,-1.0,-1.0,211000.0,1329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41583.0,6764.0,28875.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,10000.0,300000.0,3712.0,-1.0,69000.0
1981,-1.0,-1.0,4128.0,15741.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,79405.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1594.0,-1.0,-1.0,224468.0,1594.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,126.0,-1.0,-1.0,-1.0,39838.0,6111.0,24741.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,9000.0,300000.0,3136.0,-1.0,72000.0
1982,-1.0,-1.0,3693.0,16003.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70993.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1303.0,-1.0,-1.0,245800.0,1303.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31300.0,40124.0,5572.0,26003.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,10000.0,300000.0,3410.0,-1.0,69000.0
1983,-1.0,-1.0,4141.0,14245.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71688.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1440.0,-1.0,-1.0,234400.0,1440.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29500.0,45168.0,14585.0,26245.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,12000.0,300000.0,3337.0,-1.0,72000.0
1984,-1.0,-1.0,4876.0,19285.0,-1.0,40.0,-1.0,-1.0,-1.0,-1.0,91465.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1550.0,-1.0,-1.0,217996.0,1550.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,32400.0,55811.0,14150.0,34285.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,15000.0,305000.0,3985.0,-1.0,74000.0
1985,-1.0,-1.0,5862.0,22743.0,-1.0,40.0,-1.0,-1.0,-1.0,-1.0,100659.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1770.0,-1.0,-1.0,228553.0,1770.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.0,-1.0,-1.0,30200.0,56204.0,12698.0,41743.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,19000.0,310000.0,3366.0,-1.0,87000.0
1986,-1.0,100.0,6469.0,23151.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,150675.0,-1.0,-1.0,-1.0,-1.0,37000.0,-1.0,-1.0,-1.0,-1,1920.0,-1.0,-1.0,225029.0,1920.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43000.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,12.0,-1.0,-1.0,33900.0,54928.0,5727.0,43151.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,20000.0,296000.0,3394.0,-1.0,107000.0
1987,-1.0,100.0,6443.0,21216.0,-1.0,60.0,-1.0,-1.0,-1.0,-1.0,172064.0,-1.0,-1.0,-1.0,-1.0,41323.0,-1.0,-1.0,-1.0,-1,2280.0,-1.0,-1.0,225685.0,2280.0,-1.0,-1.0,-1.0,-1.0,75800.0,-1.0,43000.0,-1.0,-1.0,130.0,-1.0,-1.0,-1.0,506.0,-1.0,-1.0,36500.0,61924.0,10756.0,46216.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,25000.0,300000.0,3532.0,-1.0,102000.0
1988,-1.0,200.0,6575.0,23769.0,-1.0,80.0,-1.0,-1.0,-1.0,-1.0,166322.0,-1.0,-1.0,-1.0,-1.0,39000.0,-1.0,-1.0,-1.0,-1,1950.0,-1.0,-1.0,212686.0,1950.0,-1.0,25.0,-1.0,-1.0,81600.0,-1.0,43000.0,-1.0,-1.0,150.0,-1.0,-1.0,-1.0,1700.0,-1.0,-1.0,34660.0,68255.0,10244.0,51769.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,28000.0,310000.0,4182.0,-1.0,101500.0
1989,-1.0,200.0,6525.0,28546.0,-1.0,80.0,73500.0,-1.0,-1.0,-1.0,243891.0,-1.0,-1.0,-1.0,-1.0,39200.0,-1.0,-1.0,30.0,-1,2220.0,2763.0,-1.0,197900.0,2220.0,-1.0,35.0,-1.0,-1.0,91500.0,-1.0,43439.0,-1.0,-1.0,170.0,-1.0,-1.0,-1.0,2400.0,-1.0,-1.0,37700.0,71543.0,7887.0,58546.0,1100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1.0,30000.0,310000.0,4038.0,-1.0,155000.0
1990,-1.0,700.0,3755.0,22999.0,-1.0,100.0,69678.0,-1.0,-1.0,-1.0,237792.0,-1.0,-1.0,-1.0,-1.0,37000.0,100.0,-1.0,31.0,-1,2500.0,3251.0,-1.0,195700.0,2500.0,10000.0,30.0,-1.0,-1.0,94000.0,-1.0,53031.0,-1.0,-1.0,190.0,113000.0,1250.0,-1.0,2800.0,-1.0,-1.0,36000.0,65214.0,7913.0,55985.0,1200.0,-1.0,16000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,2156.0,32986.0,340000.0,3859.0,-1.0,146000.0
1991,-1.0,500.0,4168.0,26309.0,-1.0,106.0,78648.0,-1.0,-1.0,-1.0,219024.0,-1.0,-1.0,-1.0,-1.0,42200.0,79.0,-1.0,93.0,-1,2000.0,4845.0,-1.0,203100.0,2000.0,11356.0,25.0,-1.0,-1.0,99000.0,-1.0,47014.0,-1.0,-1.0,200.0,120000.0,1260.0,-1.0,2400.0,-1.0,-1.0,35300.0,67900.0,8000.0,53610.0,1700.0,-1.0,22000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,2807.0,27301.0,320000.0,3873.0,-1.0,137332.0
1992,-1.0,544.0,2877.0,29206.0,-1.0,112.0,71772.0,-1.0,-1.0,-1.0,250005.0,-1.0,-1.0,-1.0,-1.0,41000.0,50.0,-1.0,82.0,-1,2232.0,5034.0,-1.0,212300.0,2232.0,12137.0,30.0,377.0,-1.0,114000.0,-1.0,55420.0,-1.0,1000.0,250.0,95000.0,1270.0,-1.0,2500.0,-1.0,-1.0,30869.0,67400.0,10000.0,61206.0,1500.0,-1.0,29000.0,-1.0,1200.0,-1.0,-1.0,1000.0,-1,-1,-1.0,2851.0,32000.0,310000.0,3763.0,100.0,163800.0
1993,-1.0,500.0,4180.0,29046.0,-1.0,120.0,75686.0,-1.0,-1.0,-1.0,243319.0,-1.0,-1.0,2810.0,-1.0,45800.0,100.0,-1.0,194.0,-1,2234.0,5034.0,-1.0,211000.0,2234.0,12734.0,37.0,408.0,-1.0,106000.0,-1.0,56684.0,-1.0,1200.0,250.0,122000.0,1280.0,-1.0,2737.0,-1.0,-1.0,30860.0,64046.0,8971.0,63046.0,1600.0,-1.0,31000.0,-1.0,1000.0,-1.0,-1.0,1500.0,-1,-1,-1.0,2829.0,34000.0,315000.0,4047.0,100.0,237800.0
1994,-1.0,461.0,4213.0,25706.0,-1.0,123.0,61000.0,-1.0,-1.0,-1.0,272182.0,500.0,-1.0,2810.0,-1.0,44100.0,90.0,-1.0,320.0,-1,2238.0,5000.0,-1.0,217000.0,2238.0,13228.0,43.0,383.0,-1.0,102700.0,25.0,64420.0,-1.0,1400.0,300.0,107000.0,1290.0,-1.0,3606.0,-1.0,-1.0,31064.0,59791.0,8000.0,61706.0,1600.0,-1.0,33000.0,-1.0,965.0,-1.0,-1.0,1000.0,-1,-1,-1.0,3192.0,36000.0,310000.0,3909.0,500.0,258184.0
1995,-1.0,500.0,4564.0,26052.0,-1.0,128.0,57000.0,-1.0,-1.0,-1.0,299923.0,479.0,-1.0,3040.0,100.0,43700.0,90.0,-1.0,30.0,-1,2242.0,5000.0,-1.0,215000.0,2242.0,13679.0,33.0,463.0,-1.0,116500.0,25.0,64337.0,-1.0,1600.0,300.0,118000.0,1300.0,-1.0,4500.0,-1.0,-1.0,28452.0,57403.0,9000.0,62275.0,1100.0,-1.0,23000.0,-1.0,900.0,-1.0,-1.0,2000.0,-1,-1,-1.0,2158.0,36223.0,315000.0,3927.0,500.0,240150.0
1996,-1.0,451.0,5107.0,28881.0,-1.0,130.0,52000.0,-1.0,-1.0,-1.0,351899.0,497.0,-1.0,3280.0,96.0,40700.0,93.0,-1.0,30.0,-1,2247.0,5000.0,-1.0,215400.0,2247.0,14114.0,24.0,595.0,-1.0,97000.0,30.0,70224.0,-1.0,1800.0,350.0,108000.0,1310.0,-1.0,4500.0,-1.0,-1.0,27000.0,57200.0,10389.0,65750.0,1800.0,-1.0,19000.0,-1.0,888.0,-1.0,-1.0,2000.0,-1,-1,-1.0,1521.0,36869.0,316000.0,2303.0,500.0,169540.0
1997,-1.0,435.0,10522.0,31374.0,-1.0,140.0,50400.0,-1.0,-1.0,-1.0,294423.0,533.0,-1.0,2440.0,95.0,39000.0,95.0,-1.0,30.0,-1,2252.0,5338.0,-1.0,205400.0,2252.0,14546.0,57.0,662.0,-1.0,95000.0,30.0,74728.0,-1.0,2000.0,400.0,106000.0,1320.0,-1.0,5128.0,-1.0,-1.0,26000.0,61200.0,10951.0,69374.0,1700.0,-1.0,20000.0,-1.0,800.0,-1.0,-1.0,4000.0,-1,-1,-1.0,1416.0,38000.0,312000.0,2223.0,432.0,175636.0
1998,-1.0,425.0,15543.0,31566.0,-1.0,150.0,55300.0,220.0,-1.0,2800.0,287506.0,599.0,-1.0,2800.0,95.0,40000.0,90.0,-1.0,30.0,-1,2257.0,5507.0,-1.0,208400.0,2257.0,14977.0,23.0,543.0,-1.0,85000.0,35.0,63996.0,-1.0,2200.0,450.0,95000.0,1330.0,-1.0,2700.0,-1.0,-1.0,28000.0,61287.0,11444.0,73566.0,1700.0,-1.0,24000.0,860.0,922.0,-1.0,-1.0,6000.0,-1,-1,-1.0,1114.0,42000.0,302000.0,1579.0,395.0,179400.0
1999,-1.0,400.0,18227.0,37551.0,-1.0,160.0,46300.0,217.0,-1.0,3000.0,323855.0,705.0,-1.0,2400.0,94.0,41000.0,100.0,-1.0,47.0,-1,2263.0,5670.0,-1.0,206100.0,2263.0,15408.0,97.0,755.0,100.0,101000.0,35.0,70038.0,-1.0,2300.0,500.0,110000.0,1340.0,-1.0,5200.0,-1.0,-1.0,21700.0,59900.0,11962.0,81551.0,1584.0,30.0,14000.0,900.0,1000.0,-1.0,-1.0,8000.0,-1,-1,-1.0,953.0,44000.0,314000.0,2242.0,359.0,227910.0
2000,200.0,300.0,15508.0,35017.0,-1.0,170.0,44300.0,230.0,-1.0,2900.0,311319.0,866.0,7000.0,2930.0,174.0,42000.0,90.0,-1.0,44.0,-1,2269.0,5836.0,500.0,201132.0,2269.0,15842.0,263.0,684.0,100.0,95000.0,40.0,59159.0,155400.0,2400.0,600.0,118000.0,1350.0,-1.0,6600.0,-1.0,-1.0,37701.0,58000.0,12509.0,82017.0,1586.0,270.0,15000.0,390.0,1000.0,-1.0,-1.0,11900.0,-1,-1,-1.0,1128.0,47000.0,308000.0,2171.0,278.0,-1.0
2001,155.0,383.0,16149.0,34761.0,-1.0,178.0,44300.0,211.0,-1.0,2700.0,283285.0,1000.0,7000.0,3190.0,205.0,42000.0,109.0,-1.0,29.0,-1,2000.0,5998.0,700.0,177198.0,2000.0,16277.0,269.0,599.0,100.0,100000.0,40.0,65064.0,162000.0,2500.0,700.0,110000.0,1360.0,-1.0,6600.0,-1.0,-1.0,15713.0,59980.0,9000.0,84761.0,1593.0,150.0,16000.0,62.0,1000.0,-1.0,-1.0,13900.0,-1,-1,-1.0,1035.0,50000.0,300000.0,2405.0,198.0,-1.0
2002,130.0,385.0,10930.0,38638.0,-1.0,188.0,38000.0,211.0,-1.0,2600.0,315232.0,1500.0,7000.0,3856.0,200.0,41000.0,114.0,-1.0,29.0,-1,2289.0,6159.0,800.0,188735.0,2289.0,16713.0,159.0,913.0,100.0,95000.0,45.0,62719.0,181000.0,2560.0,900.0,94000.0,1370.0,-1.0,8500.0,-1.0,-1.0,15846.0,63802.0,15064.0,95638.0,1598.0,210.0,17000.0,176.0,1000.0,-1.0,-1.0,14900.0,-1,-1,-1.0,860.0,57000.0,290000.0,2459.0,168.0,-1.0
2003,85.0,382.0,12215.0,40072.0,-1.0,197.0,35900.0,220.0,-1.0,3622.0,345720.0,1849.0,5631.0,3504.0,500.0,40000.0,118.0,-1.0,29.0,-1,2304.0,6446.0,1000.0,184088.0,2304.0,17152.0,85.0,954.0,100.0,104000.0,45.0,65061.0,181900.0,2600.0,1000.0,94064.0,1380.0,-1.0,7000.0,6220.0,-1.0,15980.0,66418.0,17191.0,105072.0,1599.0,151.0,29500.0,66.0,1000.0,-1.0,1170.0,19900.0,-1,-1,1586.0,838.0,65000.0,305000.0,2197.0,141.0,-1.0
