,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226
Unnamed: 0,Afghanistan,Albania,Algeria,American Samoa,Angola,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burma (Myanmar),Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo (Brazzaville),Congo (Kinshasa),Cook Islands,Costa Rica,Cote dIvoire (IvoryCoast),Croatia,Cuba,Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Falkland Islands (Islas Malvinas),Faroe Islands,Fiji,Finland,Former Czechoslovakia,Former Serbia and Montenegro,Former U.S.S.R.,Former Yugoslavia,France,French Guiana,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,"Germany, East","Germany, West",Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Hawaiian Trade Zone,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, North","Korea, South",Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Lithuania,Luxembourg,Macau,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Martinique,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Northern Mariana Islands,Norway,Oman,Pakistan,Palestinian Territories,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent/Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste (East Timor),Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,U.S. Pacific Islands,U.S. Territories,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands,  U.S.","Virgin Islands, British",Wake Island,Western Sahara,Yemen,Zambia,Zimbabwe
2001,0.65056,3.54878,20.64764,0.14973,1.35274,,0.14973,75.3284,3.6946,0.7068,193.36682,55.44918,15.56992,1.51218,13.161,13.98506,0.735,24.70802,79.26752,0.256741,0.39516,0.598624090909,0.402623,3.32318,7.38858,2.0224,304.46788,2.11726,27.33136,0.37011,3.03898,0.14288,0.38552,2.59298,505.504054,0.13815,0.3949803,0.09858,0.08742,39.39882,,33.87512,0.02604,0.287,4.5667,0.022313,6.142,2.8679,12.34416,12.03836,3.105,55.46792,32.87744,0.16647,0.07254,8.45762,8.04726,67.89014,3.942,0.05022,0.17908,5.8185,1.78886,0.013936,0.20518689,0.551013,78.11586,,29.998,,,420.4147,0.54405,0.43896,1.09206,0.11811,6.2263,519.2819,,,6.45594,0.11444,47.40154,0.24831,0.124,1.06786,1.7205,4.25418,0.86769,0.0279,0.692,0.28134,,3.20074,35.362,32.85644,7.66276,391.906982,82.9404,101.67072,28.13102,20.7647,38.56514,284.28074,5.61534,926.006,6.48312,49.17544,3.85152,0.01023,16.325,279.22556,28.46806,8.14464,0.71,5.01254,9.25796,0.30505,0.186,11.31134,8.00576,6.08298,1.50309168,5.29284,0.82398,1.1439,60.78044,0.10137,0.37386,1.57042,1.11879,0.25854,1.678656,171.357611,5.44,2.46738,,0.01023,14.34486,7.00236,1.94164,0.02604,1.441,101.22054,0.866,1.52192,35.34274,1.572,0.36508,8.819,0.00279,-,115.42242,7.301,49.98,2.11369,3.731,2.39196,4.284,18.215,39.053,113.64904,40.29368,20.74086,8.66,1.90278,43.107,719.215,0.2049325,0.00465,0.08742,0.25049271,0.0372,0.08742,0.09765,0.02232,118.078,1.085,,0.1674,0.12183,30.017,25.31724,11.28154,0.05487,0.22785,180.27828,--,206.65556,5.239,2.261,1.293,1.05657,137.73374,54.26542,17.752,167.601,13.189,2.07,86.54,,0.475,0.03441,4.85,9.428,97.22002,6.642,0.06975,0.34689,-,1.28236,125.904,37.484,338.5307,3557.631731,6.605,41.2,0.0404151428571,64.959,25.439,0.90024,0.0354285714286,,0.0744,2.394,6.531,10.074
2002,0.73891,4.54556,21.62354,0.15624,1.45868,,0.1674,72.43054,3.44126,0.72075,199.56676,55.8278,16.13262,1.59588,13.795,15.22606,0.771,26.35038,80.079,0.279734,0.39834,0.59799,0.516,3.43138,7.48098,2.19824,318.69706,2.19894,28.26848,0.4493756,3.61858,0.15404,0.59612,2.49792,513.17264,0.15303,0.416733,0.09858,0.09393,41.3317,,34.72902,0.02883,0.414,4.41352,0.024173,6.22768,2.8131,12.74052,12.35376,3.391,55.42656,33.22028,0.17484,0.06603,8.69088,8.26422,72.47738,3.788,0.05673,0.19952,6.11744,1.81774,0.013936,0.21402032,0.560313,80.45098,,30.692,,,418.26438,0.56358,0.48546,1.1606,0.13206,6.3986,533.15544,,,5.95948,0.11726,49.5504,0.27156,0.129019,1.0095,1.51869,4.36208,0.91512,0.0186,0.683,0.24778,,3.3971,36.03,33.92572,7.91764,414.922,84.9749,109.38404,29.53124,21.71134,39.98392,290.61524,5.87546,941.027,6.95974,49.81588,3.93462,0.01209,15.99558,296.3471,30.18028,7.73506,0.766,5.0556,10.42242,0.30802,0.186,12.09914,8.21464,5.66262,1.59768588,5.31796,0.80538,1.19598,64.04936,0.10974,0.37572,1.65888,1.14762,0.46593,1.636246,174.140567,6.068,2.55332,,0.01767,14.86232,5.76672,2.46294,0.02604,1.757,102.38042,0.819,1.53673,36.61694,1.832,0.37096,14.27,0.00279,-,109.49282,7.603,52.402,2.4372,3.935,2.56494,4.406,19.308,40.313,111.97792,41.52264,21.55275,9.52,1.89255,42.639,728.826,0.219779375,0.00465,0.09579,0.2497701,0.04371,0.09021,0.11253,0.0279,123.404,1.124,,0.19065,0.13764,31.21,25.42622,12.12464,0.0558,0.23994,190.3611,--,212.06184,5.475,2.625,1.339,1.22029,135.6052,54.08198,19.516,177.427,14.105,2.213,94.035,,0.569,0.03534,4.853,9.788,102.5336,7.507,0.08928,0.34689,-,1.29275,127.016,40.683,339.82664,3630.614224,6.108,42.228,0.03906,64.04,29.546,0.90954,0.03534,,0.07905,2.609,7.082,10.176
2003,0.97327,4.11058,23.61164,0.16461,1.64976,,0.18414,79.0349,3.69574,0.73563,200.49956,57.78184,18.30104,1.6833,14.452,16.31484,0.81,26.59406,81.30256,0.308043,0.48832,0.58032,0.555,3.54854,7.8861,2.36456,336.91352,2.60754,28.00722,0.48253566,4.029,0.14686,0.63316,2.76264,528.192048,0.16891,0.43059,0.09951,0.10044,44.04854,,35.41368,0.03069,0.38458,4.57658,0.025103,6.50858,2.8557,12.83796,12.48228,3.65,56.7614,33.4018,0.17484,0.07068,9.15038,8.609717,78.53124,3.943,0.07068,0.21544,6.48574,2.04204,0.0139325,0.21880456,0.583563,81.56988,,30.285,,,435.4802,0.58683,0.53196,1.18982,0.14694,6.81196,542.547,,,4.4619,0.12196,51.60368,0.27063,0.138214,1.10785,1.56612,6.19078,0.80445,0.0186,0.626,0.2362,,3.62046,36.327,34.92522,7.93264,442.157,88.85352,119.95982,24.99458,22.32862,41.30212,294.95576,6.07412,932.179,7.35136,52.78854,4.22498,0.01488,17.00626,312.81178,33.03588,9.5894,0.884,5.51278,10.93134,0.34025,0.186,12.45642,8.5343,5.8918,1.68192464,6.04816,0.9207,1.22202,68.32322,0.12369,0.40362,1.80784,1.19598,0.44175,1.754006,172.800284,7.136,2.6924,,0.0186,16.3576,8.14578,2.62216,0.02697,1.746,103.82722,0.921,1.54717,36.74044,1.804,0.4024,12.566,0.00279,-,103.7044,7.827,57.185,2.61353,4.156,2.81812,4.20633333333,20.166,43.842,115.79562,43.3526,22.26141,10.454,1.98369,45.562,742.527,0.22867,0.00651,0.11067,0.26137092,0.04557,0.09579,0.1023,0.02883,136.818,1.044,,0.1953,0.12555,32.266,25.18878,12.48332,0.05487,0.25389,196.11968,--,222.7905,5.961,2.792,1.358,1.15061,133.05958,55.4358,20.905,186.847,13.817,2,102.669,,0.428,0.03906,5.728,10.234,110.2809,7.578,0.09579,0.34596,-,1.41701,132.928,42.935,342.74298,3660.997716,5.995,42.378,0.03813,65.413,34.147,0.90954,0.03906,,0.07905,2.872,7.529,10.28
2004,0.93142,3.7776,24.42506,0.16461,1.59608,,0.19344,83.58564,4.19614,0.75609,205.12846,58.87308,19.08472,1.66907379,14.78,21.22652,0.836,29.01244,83.14096,0.330065,0.5402,0.58326252,0.597,3.70986,8.27506,2.47878,352.75656,2.94616,27.80862,0.53517762,3.92994,0.14856,0.60262,3.2696,534.046122,0.18558,0.4516359,0.13857,0.10695,47.18754,,37.41362,0.03906,0.36298,4.60852,0.0251009,6.86404,2.8774,13.5091,12.347304,3.735,58.1521,33.98188,0.18786,0.07068,7.8825,10.448442,82.84808,3.9326,0.0744,0.21708,6.74536,2.25892,0.0139325,0.21490608,0.602163,84.32666,,29.784,,,446.95428,0.60915,0.56916,1.20514,0.16182,7.0135,548.87,,,4.47638,0.12384,53.01164,0.27435,0.13,1.32547,1.65075,5.20142,0.87606,0.0279,0.643,0.23578,,3.87231,36.997,35.39114,8.18476,470.991,99.61822,126.94636,29.68088,23.15574,41.5896,301.9196,5.9961,961.188,8.1157,54.32372,4.51842,0.01767,17.80756,332.90148,34.24264,8.13492,0.903,5.69342,10.44052,0.30121,0.186,13.23688,8.95788,6.09582,1.8405,6.1399,1.023,1.35036,71.09982,0.1395,0.4185,1.79204,1.23318,0.48174,1.905526,184.875798,7.033,2.8696,,0.0186,17.41152,8.81824,2.98094,0.02697,1.865,108.3159,0.943,1.47244640379,38.52362,2.026,0.47077,15.659,0.00279,-,109.14252,8.675,60.215,2.94303,4.555,2.89345,4.21,21.527,46.137,119.1743,44.9743,22.44555,11.523,2.13121,46.748,763.466,0.19863,0.00744,0.11346,0.26972604,0.04185,0.10602,0.09486,0.03255,137.355,1.203,,0.19716,0.10416,33.434,25.70962,12.97148,0.05487,0.24459,199.9917,--,232.48968,6.509,2.864,1.374,1.01041,135.43829,56.43618,23.199,192.013,14.223,2.35,110.231,,0.58,0.04092,5.655,10.678,119.89646,8.367,0.1023,0.35154,-,1.5647,139.864,45.511,342.93938,3716.249761,6.192,42.927,0.0372,69.503,39.321,0.91791,0.03906,,0.07905,3.126,8.228,9.979
2005,0.97362,3.7388,27.5164,0.16554,2.06798,0.00186,0.21204,88.61302,4.16382,0.79515,200.1223,60.52582,17.26646,1.761792,17.794,23.4765,0.891,29.5093,82.78708,0.390358,0.58264,0.60676548,0.595,4.194,8.54176,2.57598,368.29228,2.89416,28.7814,0.58020524,3.45286,0.16121,0.8317,3.25408,531.085961,0.20646,0.36642,0.14787,0.11253,48.38876,2196.123,37.77608,0.04185,0.41632,4.82758,0.0252309,7.22074,2.88178,14.23518,12.09686,3.95,59.27022,34.54792,0.2232,0.07347,10.5234,10.47188,89.50056,4.5114,0.07905,0.22478,6.88836,2.53128,0.0141825,0.21925029,0.655743,81.89286,--,--,--,--,452.15806,0.63333,0.55893,1.217,0.17763,7.35514,543.4472,--,--,5.17046,0.1323,54.14774,0.279,0.131307,1.39965,1.66749,6.525,0.81933,0.0279,0.367,0.32254,--,4.12907,37.74,35.9982,8.2767,497.098,106.771,135.19698,20.997,23.96182,42.63222,306.6637,6.13496,969.716,8.52366,57.09254,4.7319,0.01953,18.57414,350.16978,36.14296,6.818,1.03013,6.09548,10.60778,0.43987,0.186,18.517,8.874113,5.98358,2.118,6.60982,1.03323,1.28061,69.12614,0.1618293,0.72726,1.8496,1.29177,0.46407,1.911066,192.843976,7.007,3.045692483,--,0.0186,18.30854,9.10874,2.96102,0.0279,1.952,108.37572,1.003,1.6647,38.78284,2.22843,0.49,16.935,0.00279,-,113.3702,9.08,67.265,3.2991,4.683714,3.09039,4.499,22.99005,47.369,119.79756,46.35462,23.214924399,12.513,2.26734,47.767,774.27876,0.19216,0.00744,0.11625,0.28290321,0.0372,0.11702934,0.09765,0.03627,146.978,1.508,--,0.20181,0.07254,35.624,24.3567,13.17488,0.0651,0.25389,205.08004,--,241.45076,7.434,3.375,1.381,1.2347,135.48729,57.51757,25.623,201.2619,14.425,2.52,116.0918,,0.6079,0.04185,6.247,11.266,129.0048,9.016,0.11532,0.35619,-,1.72886,142.143,52.701,351.3601,3811.43324,6.514,42.247,0.03813,72.298,45.482,0.79486914,0.08649,,0.07905,3.407,8.589,10.432
2006,1.21041,2.99142,26.91052,0.16833,2.85054,0.00186,0.22599,97.92409,4.43884,0.79422,204.10784,63.02748,19.43242,1.79265219,19.346,27.469,0.9134,30.42908,85.3261,0.400099,0.61,0.61975293,0.721,4.539281,8.47288,2.663,382.77928,2.92412,30.03836,0.62215825,4.15166,0.16242,1.02134,4.36074,522.305335,0.21948,0.45198,0.15438,0.11346,50.89382,2523.957,40.45212,0.04464,0.46214,5.6778,0.0280209,7.81991,3.13902,14.97544,12.85546,4.152,61.0542,34.97284,0.24459,0.07533,11.45994,12.20081,96.23824,4.827,0.0837,0.21598,7.32888,2.9084,0.015159,0.23236608,0.703173,87.2897,--,--,--,--,447.93618,0.65658,0.58311,1.299,0.18879,6.69368,548.0774,--,--,6.3364,0.13694,55.7745,0.28365,0.151162,1.45638,1.66412712,7.331,0.78399,0.0279,0.393,0.33006,--,4.1797,38.018,36.90462,9.41276,547.08,111.998,146.04854,25.22542,25.03354,44.30702,313.72548,6.0981,988.004,9.3944,61.32066,5.13328,0.02046,18.17504,364.39228,39.31358,7.101,1.12829,6.4277,10.3451,0.52825,0.186,20.84,9.32336,6.44118,2.399,6.78346,1.05462,1.3113,75.25278,0.1850979,0.77841,1.84934,1.3299,0.42129,1.995026,196.88621,7.401,3.209472483,3.66888,0.0186,19.88916,9.5278,3.239,0.02883,2.154,109.82852,0.98,1.65354,39.41328,2.29739,0.524,14.855,0.00279,-,110.37878,10.466,72.574,3.39732,4.825323,3.01599,4.88263,24.20005,47.1550188,125.95678,47.99412,22.16841,14.841,2.28873,48.886,816.51268,0.2108,0.00744,0.11811,0.28915002,0.0372,0.11807373,0.1023,0.0372,156.75,1.658,28.068,0.22041,0.03627,37.011,25.41334,13.63946,0.06603,0.26226,210.6651,--,251.27051,6.863,3.773,1.425,1.14781,135.66541,57.99983,27.272,208.38361,14.632,2.557,122.5929,,0.6158,0.04278,6.468,11.519,141.50314,9.667,0.13857,0.37572,-,1.476008196,147.998,57.971,348.71008,3817.84556,7.251,43.736,0.03906,78.014,52.052,0.80330145,0.093,,0.0837,3.688,8.658,10.202
2007,1.48878,3.69368,28.3348,0.17112,2.7178,0.00186,0.24459,100.37261,4.776465,0.8184,214.81198,63.28514,16.98402,1.90204809,20.274,27.608,0.9379,30.5467,85.09544,0.421711,0.66198,0.6282615,0.924,4.922107,8.45802,2.754,404.09758,3.0263,31.084732,0.6648136,4.2362,0.18674,1.29056,4.6358,535.434361,0.23529,0.50778,0.1488,0.11253,53.01422,2891.529,42.17151,0.04092,0.47868,6.06784,0.0289509,8.10535,3.33086,15.45288,13.617066,4.364,61.46162,34.75604,0.28272,0.07626,11.99174,13.7855,104.73392,5.272,0.08742,0.22784,7.6933,3.14828,0.015159,0.2412606,0.738513,87.3532,--,--,--,--,449.74518,0.83793,0.61008,1.374,0.19995,6.90516,552.0994,--,--,5.30894,0.1407,58.33048,0.30225,0.171665,1.52427,1.64365782,7.70223,0.87606,0.0279,0.432,0.22116,--,4.6538,38.518,37.75676,11.41888,593.548,120.59402,153.21964,20.12058,25.373,47.05792,314.7676,4.941,1026.787,10.38638,65.29538,5.4116,0.02046,17.49342,387.06424,39.87682,7.619,1.60574,6.82942,10.76678,0.56522,0.2325,21.087,9.6055,6.5483,2.959,7.14072,1.10112,1.3392,81.9315,0.2139279,0.76539,1.84424,1.37268,0.44454,2.06817,202.800931,6.786,3.359432483,3.4504,0.01953,21.28638,10.03922,3.239,0.0186,2.29246,112.17636,1.00964,1.70655,39.5787,2.19927,0.559,19.26094,0.00279,-,114.00984,10.37698,72.23,3.55256,5.17545244,3.09411,5.352,26.65005,49.257,129.476,49.10848,20.74365,16.906,2.36964,49.763542,840.74194,0.229126,0.00744,0.14601,0.30220908,0.03627,0.1243992552,0.105276,0.03999,163.413,1.96248,28.72022,0.23715,0.05301,38.484,26.383,13.7293532,0.0744,0.27156,220.44607,--,255.63899,7.9449,4.1148,1.423,1.26055,136.23444,57.69204,28.47416,215.70877,14.471,3.264,126.7,,0.59886,0.04464,6.963,11.04312,153.77008,10.57638,0.15903,0.38316,-,1.83898,152.942861,68.574,344.871,3890.374293,7.8788,41.927,0.04185,79.89276,58.81636,0.80987748,0.09672,,0.0837,4.13338,8.2112,8.995
2008,1.4290493,4.053,30.49982,0.17391,3.64768,0.00186,0.25203,103.75082,4.55743,0.79887,214.64606,63.37822,16.69734,1.9065,19.797,28.037,0.968,31.03038,85.05978,0.406679,0.73844,0.63705,1.134,4.913,10.56564,2.953,419.77154,3.05362,31.68858,0.68351669,4.50694,0.18109,1.50598,5.01868,527.141929,0.2511,0.529,0.1488,0.13113,53.5916,3071.037,42.75746,0.03999,0.566,6.03624,0.0298809,8.28838,3.58996,16.10266,13.86138,4.622,62.12862,34.328,0.29667,0.07719,9.957,15.10904,110.0232,5.248,0.08742,0.2249,7.85396,3.33808,0.01674,0.24631143,0.730143,83.8363,--,--,--,--,462.5785,0.85746,0.63612,1.444,0.21111,7.09154,549.519,--,--,5.96632,0.15104,59.60942,0.28860969,0.173825,1.52334,1.64079993,7.167,0.89931,0.0279,0.413,0.2087,--,4.924,38.651097,37.71684,15.72888,629.146,127.3734,162.11214,19.75297,26.345,48.516,314.62606,2.988,958.042,11.28716,69.05298,5.38444,0.01953,18.84872,402.84436,42.13006,7.132,1.93103,6.84128,11.45602,0.59312,0.2325,24.817,9.9557,6.44188,3.2975,7.26374,1.14576,1.42941,84.0156,0.2446179,0.93,1.84128,1.41081,0.50871,2.22215,205.041229,6.899,3.6447,3.47366,0.02046,21.75328,9.29522,3.419,0.01767,2.20846,112.95308,0.99848,1.65726,39.52504,2.51742,0.582,18.14066,0.00279,-,115.63964,12.00926,68.559,4.236,5.40572,3.03273,5.69808,29.35805,50.907109,132.163,48.72742,19.45653,18.789,2.25525,50.264,855.68481,0.252376,0.00744,0.15531,0.30801135,0.03813,0.12272745,0.107136,0.04185,174.236,1.737,28.93598,0.23529,0.12555,39.201,26.42378,13.2951,0.0744,0.27993,213.63607,--,258.84154,8.129,4.04142,1.409,1.36709,133.41921,58.99686,29.89676,213.08891,14.88,3.481,129.344,,0.6352,0.0465,7.044,11.52436,160.4268,10.58578,0.17298,0.38316,-,2.009542,152.751,70.875,343.565,3865.95765,8.41932,42.5576,0.04836,83.55364,66.1147,0.78451824,0.10788,,0.0837,4.64624,7.4812,7.535
2009,2.027433,4.302,28.315,0.16554,4.13154,0.00372,0.28644,104.1911,4.48976,0.83607,220.026,60.827,13.47952,1.80885,19.93,30.831,0.978,29.46572,78.95278,0.36823,0.77938,0.6451596,1.43,5.185,10.17526,2.829,418.49974,3.17728,30.01048,0.76250688,4.83752,0.20546,1.73112,5.10124,505.611661,0.26133,0.5484,0.14787,0.15996,53.45744,3290.287,46.3836,0.03813,0.58446,6.5889,0.0289509,8.23094,3.781,15.28908,13.97112,4.667,58.81844,32.799,0.30504,0.082305,9.8715,15.68504,117.06296,5.242,0.08742,0.24242,7.48572,3.53166,0.01674,0.24600081,0.734793,78.47644,--,--,--,--,446.64636,0.95418,0.64914,1.439,0.21111,6.84924,520.425,--,--,6.093,0.15856,58.8526,0.28458,0.177389,1.4973,1.63215,7.407,0.89466,0.0279,0.407,0.31916,--,4.8401,39.168,35.6078,16.24988,679.291,133.4741,169.8074,30.19193,25.004,45.91754,297.2677,3.172,931.43,11.63882,67.19114,5.48526,0.01953,17.14626,409.15782,43.40804,6.972,2.34611,6.32622,12.34206,0.72664,0.2325,22.809,9.24064,5.94242,3.4359,6.73252,1.14855,1.40058,102.798,0.2604279,0.98208,1.69992,1.44894,0.5394,2.25939,202.259448,5.853,3.5766,2.95966,0.02046,22.2521,9.28022,3.274,0.01953,2.58622,107.85918,1.07212,1.70562,39.48772,2.835,0.657,17.65712,0.00279,-,112.52928,13.41362,72.259,4.4201,5.79337,3.09783,6.237,29.17805,51.492691,127.513,48.36442,19.25937,21.192,2.31012,45.423,816.1605,0.280526,0.00744,0.16089,0.31732623,0.03813,0.12276,0.108996,0.04557,186.092,2.17286,28.28732,0.24087,0.11997,39.634,24.85788,11.777545,0.07347,0.28365,204.60577,--,245.60138,8.175,4.84,1.409,1.34894,128.31926,57.7619,29.62748,203.9438,13.916,2.963,129.656,,0.766,0.04743,7.083,12.50544,155.30196,11.362,0.18228,0.38595,-,1.895029,137.64,76.41,323.7,3723.839734,8.71868,42.9258,0.04836,83.766,75.432,0.81096,0.11067,,0.0837,4.70036,7.412,7.155
2010,2.442573,4.605,33.84,0.14787,4.68,0.00372,0.29667,111.0751,4.63072,0.92442,222.117,63.799,13.56822,1.69353,20.936,34.138,0.986,31.736,84.92356,0.37423,0.87006,0.63836223,1.863,5.703,11.06712,3.082,455.649,3.196,30.20804,0.88441,6.09272,0.22799,2.0083,5.1812,501.759909,0.30039,0.5405,0.14787,0.17484,53.93444,3713.324,48.101,0.03813,0.575,6.674,0.0298809,8.55554,4.142,16.37912,13.61572,4.786,61.033,33.562,0.33108,0.087885,10.4925,16.35804,122.384,5.379,0.08742,0.25346,7.9478,4.18244,0.01395,0.24937299,0.776643,85.07252,--,--,--,--,474.009,1.01649,0.72447,1.485,0.2139,7.62158,553.011,--,--,6.616,0.16138,56.40104,0.279,0.184404,1.488,1.63494,7.727,0.85467,0.0279,0.563,0.2174,--,4.896,39.658,36.55372,16.26888,727.111,145.0992,182.7144,34.09534,25.251,49.47366,306.8019,3.177,1038.369,12.517,72.61356,6.10478,0.02139,17.6101,450.2353,46.71426,7.302,2.27593,6.56048,14.18762,0.84642,0.2325,18.882,9.24402,6.443,3.639,7.08726,1.10112,1.63029,109.844,0.223293,1.08345,0.60822,1.54287,0.58776,2.372,216.481407,5.791,3.7924,3.25268,0.02046,23.6711,10.49986,3.216,0.02139,2.75582,109.904,1.092,1.88046,40.766,2.802,0.897,20.37518,0.00279,-,119.523,14.982,74.621,4.57285,6.125,3.15177,6.778,30.97605,56.84,134.7495,50.25852,19.42584,24.688,2.33151,48.342,858.51234,0.328286,0.00744,0.16647,0.33294,0.03906,0.12648,0.108066,0.05022,204.275,2.321,29.087,0.26319,0.15159,41.415,25.96284,12.42136,0.07626,0.28551,214.96594,--,249.75432,8.954,5.911,1.534,1.37586,136.70755,60.03096,36.30174,220.38829,14.085,4.098,145.985,,0.744,0.04557,7.711,13.099,170.40374,11.121,0.18693,0.59055,-,2.21483,152.289,84.871,330.944,3886.531182,9.29,44.666,0.04929,88.15,85.631,0.76725,0.11346,,0.0837,5.436,7.93,7.479
2011,3.033803,5.031,38.135,0.14415,4.875,0.00372,0.29574,106.489,4.989,0.90954,222.842,64.048,14.56,1.73166,21.4375,37.0828,0.934,32.45,82.627,0.37223,0.858,0.62682,1.583,6.114,11.544,3.011,472.135,3.233,31.723,1.03347,7.656,0.24036,2.342,5.226,519.355,0.30969,0.541,0.16275,0.19065,59.168,4178.908,50.945,0.03999,0.611,7.128,0.0298809,8.607,3.867,16.351,13.9411,4.479,60.485,33.132,0.33852,0.090675,11.21,17.81704,133.805,5.371,0.08556,0.267,7.679,4.6833,0.01395,0.24552,0.745023,81.775,--,--,--,--,443.589,0.93372,0.62496,1.55,0.22413,8.382,546.554,--,--,7.707,0.156,56.373,0.2976,0.181,1.49916,1.61262,7.753,0.88908,0.02883,0.592,0.267,--,5.362,39.803,36.849,16.58088,802.201,156.9392,186.19518,37.316,24.577,50.179,310.791,3.164,1028.556,13.275,76.21,6.251,0.02325,15.693,472.729,46.928,8.893,1.86524,6.512,14.395,0.8059,0.279,16.17,9.494,6.40848,3.856,7.713,1.17831,1.69911,110.248,0.246636,1.16715,1.896,1.50939,0.60822,2.405,240.612242,4.904,3.8764,3.468,0.01953,25.5311,10.821,3.458,0.02139,3.12,111.737,1.094,2.02647,40.53,2.963,1.03,23.125,0.00279,-,113.148,17.231,73.943,5.11955,6.5,3.08481,7.497,35.66205,58.441,137.9105,48.682,18.67161,27.262,2.46357,49.771,874.82313,0.367206,0.00744,0.17112,0.33666,0.03906,0.12555,0.116436,0.0558,211.564,2.387,29.77,0.28272,0.11346,42.159,26.711,12.973,0.07905,0.2883,218.30954,--,246.72312,9.781,6.534,1.717,1.31285,129.10443,58.84489,33.197,224.86052,13.778,3.776,145.443,,0.887,0.04464,8.003,13.052,187.139,11.45,0.18693,0.590178,-,2.30269,156.279,86.109,320.409,3882.599295,9.268,45.234,0.05022,91.183,93.819,0.73842,0.11625,,0.0837,4.242,8.743,7.919
