,Kenya,Bolivia (Plurinational State of),"China, Hong Kong SAR",Serbia and Montenegro,Rwanda,Myanmar,Burkina Faso,Malaysia,Comoros,Melanesia,Tonga,Dominican Republic,Syrian Arab Republic,Samoa,Nepal,Ethiopia,Indonesia,Pakistan,Saint Vincent and the Grenadines,Greece,Zimbabwe,Bangladesh,Malawi,Cyprus,Papua New Guinea,Uzbekistan,Spain,Eritrea,Guyana,Bulgaria,Vanuatu,Iran (Islamic Republic of),Guatemala,Togo,Mauritius,Kuwait,Nigeria,Madagascar,Kyrgyzstan,Saint Lucia,Bhutan,"China, Macao SAR",Georgia,India,Zambia,Dominica,Austria,Niger,Morocco,Ethiopia PDR,Lebanon,Mexico,Grenada,Romania,Ecuador,Democratic Republic of the Congo,Sri Lanka,China,Tunisia,Côte d'Ivoire,Colombia,Albania,Jamaica,Solomon Islands,Occupied Palestinian Territory,Italy,Hungary,Polynesia,Sierra Leone,Argentina,Thailand,Micronesia,Peru,"China, mainland",Wallis and Futuna Islands,Timor-Leste,Guam,Turkey
1978,1500.0,-1.0,90.0,-1,46.0,-1.0,-1.0,-1.0,-1.0,292.0,80.0,-1.0,1808.0,40.0,-1.0,-1.0,-1.0,4200.0,-1.0,-1,600.0,23570.0,-1.0,-1.0,290.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,-1.0,-1.0,-1.0,43.0,3.0,2800.0,15.0,-1.0,-1.0,410.0,-1,-1.0,473600.0,-1.0,-1.0,-1,2145.0,5000.0,1000.0,-1.0,-1.0,-1.0,-1,-1.0,-1,2900.0,90.0,630.0,-1.0,-1.0,-1.0,151.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,-1.0,2700.0,-1,-1.0,-1.0,5.0,-1.0,-1,12717.0
1979,1500.0,-1.0,100.0,-1,52.0,-1.0,-1.0,-1.0,-1.0,337.0,80.0,-1.0,1800.0,40.0,-1.0,-1.0,-1.0,6600.0,-1.0,-1,750.0,22888.0,-1.0,-1.0,335.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,-1.0,-1.0,-1.0,30.0,4.0,2900.0,15.0,-1.0,-1.0,420.0,-1,-1.0,368700.0,-1.0,-1.0,-1,1285.0,5000.0,400.0,-1.0,-1.0,-1.0,-1,-1.0,-1,2900.0,100.0,870.0,-1.0,-1.0,-1.0,120.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,-1.0,2700.0,-1,-1.0,-1.0,5.0,-1.0,-1,20892.0
1980,1500.0,-1.0,100.0,-1,60.0,-1.0,-1.0,-1.0,-1.0,337.0,80.0,-1.0,1900.0,40.0,-1.0,-1.0,-1.0,9300.0,-1.0,-1,750.0,22777.0,-1.0,-1.0,335.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,-1.0,-1.0,-1.0,25.0,4.0,2900.0,15.0,-1.0,-1.0,420.0,-1,-1.0,378600.0,-1.0,-1.0,-1,1200.0,2800.0,850.0,-1.0,226.0,-1.0,-1,-1.0,-1,2900.0,100.0,870.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,-1,-1.0,125.0,-1.0,-1.0,2700.0,-1,-1.0,-1.0,5.0,-1.0,-1,18682.0
1981,1500.0,-1.0,100.0,-1,66.0,-1.0,-1.0,-1.0,-1.0,362.0,80.0,-1.0,2100.0,60.0,-1.0,-1.0,-1.0,9128.0,-1.0,-1,750.0,22364.0,-1.0,-1.0,360.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,-1.0,-1.0,-1.0,10.0,5.0,2900.0,15.0,-1.0,-1.0,425.0,-1,-1.0,450500.0,150.0,-1.0,-1,1400.0,1700.0,900.0,-1.0,634.0,-1.0,-1,-1.0,-1,2900.0,100.0,1100.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,-1,-1.0,144.0,-1.0,-1.0,3600.0,-1,-1.0,-1.0,4.0,-1.0,-1,15220.0
1982,1500.0,-1.0,100.0,-1,66.0,-1.0,-1.0,-1.0,-1.0,242.0,80.0,-1.0,2100.0,80.0,-1.0,-1.0,-1.0,8153.0,-1.0,-1,800.0,22060.0,-1.0,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,3700.0,-1.0,-1.0,12.0,5.0,3000.0,15.0,-1.0,-1.0,425.0,-1,-1.0,435100.0,150.0,-1.0,-1,1400.0,1700.0,1000.0,-1.0,663.0,-1.0,-1,-1.0,-1,2800.0,100.0,1250.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1,-1.0,164.0,-1.0,-1.0,5000.0,-1,-1.0,-1.0,4.0,-1.0,-1,32717.0
1983,1500.0,-1.0,100.0,-1,70.0,-1.0,-1.0,-1.0,-1.0,242.0,80.0,-1.0,2100.0,100.0,-1.0,-1.0,-1.0,8300.0,-1.0,-1,850.0,21127.0,-1.0,-1.0,240.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,8000.0,-1.0,-1.0,27.0,5.0,3000.0,15.0,-1.0,-1.0,430.0,-1,-1.0,529800.0,300.0,-1.0,-1,1500.0,3700.0,1000.0,-1.0,392.0,-1.0,-1,-1.0,-1,2800.0,100.0,2300.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1,-1.0,184.0,-1.0,-1.0,5000.0,-1,-1.0,-1.0,4.0,-1.0,-1,89897.0
1984,1500.0,-1.0,110.0,-1,72.0,-1.0,-1.0,-1.0,-1.0,252.0,80.0,-1.0,2100.0,130.0,-1.0,-1.0,-1.0,9000.0,-1.0,-1,1000.0,21027.0,-1.0,-1.0,250.0,-1.0,-1.0,-1.0,-1,-1.0,2.0,10000.0,-1.0,-1.0,37.0,5.0,3000.0,15.0,-1.0,-1.0,450.0,-1,-1.0,490600.0,300.0,-1.0,-1,600.0,3700.0,1300.0,-1.0,854.0,-1.0,-1,-1.0,-1,3100.0,110.0,1700.0,-1.0,-1.0,-1.0,110.0,-1.0,-1.0,-1,-1.0,214.0,-1.0,-1.0,4500.0,-1,-1.0,-1.0,4.0,-1.0,-1,131987.0
1985,1500.0,-1.0,120.0,-1,75.0,-1.0,3000.0,-1.0,30.0,312.0,83.0,1500.0,2200.0,160.0,2200.0,-1.0,1000.0,9677.0,120.0,-1,1000.0,21610.0,1200.0,-1.0,260.0,-1.0,5200.0,-1.0,-1,-1.0,2.0,11692.0,665.0,-1.0,30.0,5.0,3000.0,15.0,-1.0,260.0,450.0,-1,-1.0,491300.0,450.0,25.0,-1,750.0,3700.0,900.0,400.0,1050.0,160.0,-1,375.0,-1,2900.0,18120.0,1800.0,1000.0,-1.0,-1.0,90.0,50.0,-1.0,-1,500.0,247.0,500.0,1500.0,3000.0,-1,-1.0,18000.0,4.0,-1.0,-1,72877.0
1986,1500.0,-1.0,120.0,-1,77.0,-1.0,3000.0,-1.0,32.0,323.0,80.0,1500.0,2250.0,200.0,2500.0,-1.0,700.0,10700.0,200.0,-1,1000.0,21600.0,1000.0,-1.0,270.0,-1.0,5200.0,-1.0,-1,-1.0,3.0,16976.0,200.0,-1.0,20.0,1.0,3000.0,15.0,-1.0,400.0,450.0,-1,-1.0,505100.0,600.0,34.0,-1,800.0,3700.0,900.0,400.0,215.0,160.0,-1,420.0,-1,2555.0,18120.0,1800.0,1000.0,-1.0,-1.0,100.0,50.0,-1.0,-1,500.0,284.0,365.0,1500.0,2300.0,-1,-1.0,18000.0,4.0,-1.0,-1,47794.0
1987,1500.0,31.0,125.0,-1,80.0,-1.0,3000.0,-1.0,45.0,323.0,80.0,1500.0,2300.0,220.0,3150.0,-1.0,1000.0,11100.0,200.0,-1,1000.0,22416.0,1000.0,-1.0,270.0,-1.0,5200.0,-1.0,-1,-1.0,3.0,25603.0,200.0,-1.0,13.0,2.0,3000.0,15.0,-1.0,220.0,450.0,-1,-1.0,702100.0,850.0,10.0,-1,1300.0,3700.0,900.0,400.0,393.0,160.0,-1,400.0,-1,2334.0,18125.0,1800.0,1000.0,-1.0,-1.0,110.0,50.0,-1.0,-1,500.0,304.0,475.0,1500.0,2300.0,-1,-1.0,18000.0,4.0,-1.0,-1,63673.0
1988,1500.0,31.0,130.0,-1,83.0,-1.0,3000.0,-1.0,45.0,323.0,80.0,1500.0,2800.0,240.0,3150.0,-1.0,1000.0,9400.0,300.0,-1,1000.0,22436.0,800.0,-1.0,270.0,-1.0,5200.0,-1.0,-1,-1.0,3.0,26000.0,200.0,-1.0,8.0,3.0,3000.0,15.0,-1.0,220.0,455.0,-1,-1.0,483600.0,1000.0,10.0,-1,1300.0,3900.0,900.0,400.0,652.0,160.0,-1,400.0,-1,2280.0,18130.0,1800.0,1000.0,-1.0,-1.0,100.0,50.0,-1.0,-1,500.0,324.0,260.0,1500.0,2300.0,-1,-1.0,18000.0,4.0,-1.0,-1,96182.0
1989,1500.0,34.0,133.0,-1,85.0,-1.0,3000.0,-1.0,45.0,323.0,80.0,1500.0,2500.0,253.0,3150.0,-1.0,500.0,10600.0,250.0,-1,1000.0,22258.0,800.0,-1.0,270.0,-1.0,5200.0,-1.0,-1,-1.0,3.0,26000.0,200.0,-1.0,10.0,4.0,3000.0,15.0,-1.0,220.0,460.0,-1,-1.0,465400.0,1100.0,10.0,-1,1663.0,3900.0,900.0,400.0,854.0,160.0,-1,500.0,-1,2160.0,18133.0,1800.0,1000.0,-1.0,-1.0,150.0,50.0,-1.0,-1,650.0,337.0,260.0,1500.0,2300.0,-1,-1.0,18000.0,4.0,-1.0,-1,51470.0
1990,1524.0,38.0,135.0,-1,88.0,1300.0,3599.0,-1.0,46.0,240.0,80.0,1637.0,2300.0,220.0,3356.0,-1.0,1700.0,10500.0,275.0,-1,1100.0,23273.0,813.0,0.0,186.0,-1.0,4700.0,-1.0,-1,-1.0,4.0,27703.0,164.0,-1.0,10.0,8.0,3600.0,16.0,-1.0,240.0,465.0,-1,-1.0,497600.0,1400.0,35.0,-1,6500.0,3900.0,914.0,400.0,691.0,180.0,-1,410.0,-1,1820.0,14786.0,1800.0,1200.0,-1.0,-1.0,150.0,50.0,-1.0,-1,590.0,302.0,312.0,1231.0,2000.0,-1,-1.0,14651.0,2.0,107.0,-1,20258.0
1991,1943.0,46.0,140.0,-1,91.0,1600.0,2650.0,-1.0,45.0,334.0,80.0,1393.0,2000.0,200.0,1382.0,-1.0,1200.0,8900.0,300.0,-1,1255.0,22711.0,799.0,0.0,280.0,-1.0,4300.0,-1.0,-1,-1.0,4.0,26146.0,231.0,-1.0,11.0,10.0,1708.0,16.0,-1.0,230.0,470.0,-1,-1.0,470000.0,1819.0,10.0,-1,2442.0,3900.0,870.0,400.0,794.0,110.0,-1,150.0,-1,1610.0,15076.0,1800.0,1102.0,-1.0,-1.0,159.0,50.0,-1.0,-1,586.0,285.0,246.0,1520.0,1840.0,-1,-1.0,14936.0,5.0,17.0,-1,16621.0
1992,1922.0,51.0,145.0,-1,90.0,1800.0,2677.0,-1.0,45.0,340.0,80.0,1411.0,2000.0,150.0,1500.0,-1.0,900.0,10700.0,309.0,-1,1285.0,22689.0,750.0,0.0,285.0,-1.0,3500.0,-1.0,-1,-1.0,5.0,28033.0,260.0,200.0,11.0,25.0,1828.0,16.0,100.0,229.0,475.0,-1,-1.0,504800.0,2100.0,30.0,-1,2500.0,3900.0,905.0,398.0,612.0,125.0,-1,250.0,-1,1350.0,15466.0,1865.0,1105.0,-1.0,-1.0,233.0,50.0,-1.0,-1,601.0,235.0,230.0,1550.0,1788.0,-1,-1.0,15321.0,5.0,46.0,-1,22511.0
1993,1990.0,55.0,150.0,-1,88.0,2000.0,2705.0,-1.0,45.0,341.0,80.0,1442.0,2000.0,160.0,1600.0,1600.0,880.0,11373.0,315.0,-1,1300.0,22539.0,800.0,0.0,286.0,-1.0,2900.0,1250.0,-1,1000.0,5.0,33660.0,275.0,210.0,12.0,36.0,1937.0,16.0,94.0,220.0,480.0,-1,-1.0,613200.0,2436.0,10.0,-1,2700.0,3900.0,-1.0,399.0,472.0,126.0,-1,350.0,-1,730.0,16176.0,1900.0,1109.0,-1.0,-1.0,227.0,50.0,-1.0,-1,569.0,245.0,238.0,1663.0,1650.0,-1,-1.0,16026.0,5.0,416.0,-1,27954.0
1994,1700.0,60.0,144.0,-1,87.0,2200.0,2732.0,-1.0,46.0,346.0,80.0,1450.0,2016.0,150.0,1524.0,3546.0,900.0,11795.0,150.0,-1,1400.0,22600.0,750.0,0.0,290.0,-1.0,2400.0,1300.0,-1,802.0,6.0,31931.0,294.0,211.0,11.0,40.0,2053.0,16.0,90.0,228.0,493.0,-1,3000.0,579000.0,2800.0,10.0,-1,3000.0,3900.0,-1.0,402.0,324.0,123.0,-1,200.0,-1,1170.0,16540.0,1948.0,1113.0,-1.0,-1.0,220.0,50.0,386.0,-1,572.0,235.0,204.0,1626.0,1724.0,-1,-1.0,16396.0,5.0,190.0,-1,25578.0
1995,1500.0,61.0,144.0,-1,86.0,2300.0,2760.0,-1.0,46.0,346.0,80.0,1461.0,2013.0,100.0,1600.0,4774.0,880.0,11405.0,180.0,-1,2500.0,23100.0,800.0,0.0,290.0,-1.0,2184.0,1250.0,-1,500.0,6.0,30281.0,350.0,212.0,12.0,35.0,2162.0,16.0,86.0,227.0,493.0,-1,4000.0,547000.0,3500.0,15.0,-1,3139.0,3900.0,-1.0,402.0,218.0,120.0,-1,100.0,-1,1310.0,17225.0,1981.0,1117.0,-1.0,-1.0,296.0,50.0,500.0,-1,666.0,185.0,270.0,1741.0,1718.0,-1,90.0,17081.0,5.0,265.0,-1,23950.0
1996,1600.0,62.0,144.0,-1,85.0,2600.0,2787.0,-1.0,46.0,356.0,80.0,1471.0,2011.0,100.0,1500.0,5953.0,950.0,11360.0,210.0,-1,1600.0,23100.0,850.0,0.0,300.0,-1.0,2031.0,1200.0,-1,1000.0,6.0,32412.0,200.0,214.0,12.0,32.0,2274.0,15.0,83.0,225.0,499.0,-1,4169.0,588000.0,4200.0,12.0,-1,3186.0,3900.0,-1.0,410.0,457.0,118.0,-1,110.0,-1,1370.0,18271.0,2000.0,1121.0,-1.0,200.0,290.0,50.0,530.0,-1,711.0,185.0,304.0,1620.0,1722.0,-1,180.0,18127.0,5.0,180.0,-1,22996.0
1997,1700.0,63.0,144.0,-1,83.0,3200.0,2815.0,-1.0,46.0,367.0,80.0,1466.0,2008.0,100.0,1800.0,6897.0,950.0,11200.0,200.0,-1,900.0,23100.0,900.0,0.0,310.0,-1.0,2004.0,1250.0,-1,500.0,7.0,35465.0,280.0,215.0,12.0,30.0,2383.0,15.0,80.0,223.0,505.0,-1,4188.0,647000.0,5500.0,17.0,-1,3042.0,3900.0,-1.0,415.0,297.0,117.0,-1,50.0,-1,1300.0,18284.0,2064.0,1125.0,-1.0,230.0,176.0,50.0,146.0,-1,794.0,185.0,314.0,1598.0,1733.0,-1,133.0,18140.0,5.0,320.0,-1,24581.0
