,France,Bahrain,Fiji,Australia,Panama,Pakistan,Belize,Uruguay,South Africa,United Arab Emirates,Lao People's Democratic Republic,Solomon Islands,Lebanon,Yemen,United States of America,Albania,Brazil,Paraguay,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,Spain,India,Malta,Jamaica,Ecuador,Indonesia,Republic of Moldova,Canada,Jordan,Belgium-Luxembourg,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Tunisia,Micronesia,Hungary,Martinique,Dominican Republic,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",French Polynesia,Cyprus,Peru,New Zealand,Portugal,Netherlands,Guatemala,Cuba,Slovakia,Puerto Rico,American Samoa,Romania,Philippines,Iraq,Czechia,Libya,Costa Rica,Bangladesh,Italy,Qatar,China,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Denmark,Zimbabwe,Syrian Arab Republic,"China, Taiwan Province of",Israel,Réunion,Japan,Afghanistan,Switzerland,Namibia,Saudi Arabia,Grenada,Wallis and Futuna Islands,Azerbaijan,Oman,Barbados,Turkey,Cameroon,Austria,Sudan,Venezuela (Bolivarian Republic of),Djibouti,Mexico,Guinea,Ukraine,Kuwait,Guadeloupe,Guam,Polynesia,Occupied Palestinian Territory
1973,156850.0,12.0,300.0,18805.0,300.0,166000.0,-1.0,2850.0,16235.0,388.0,2000.0,420.0,1147.0,,623913.0,-1.0,7296.0,19310.0,-1.0,40000.0,19005.0,11500.0,,64500.0,7000.0,771500.0,230000.0,1843.0,-1.0,6227.0,-1.0,,662.0,13250.0,,,251000.0,720.0,,102919.0,5699.0,2600.0,95270.0,43000.0,,12262.0,,475.0,230000.0,,-1.0,1280000.0,57.0,6096.0,6737.0,200.0,17500.0,2700.0,-1.0,21354.0,,-1.0,-1.0,131400.0,2000.0,108845.0,,16585.0,,94726.0,279800.0,,1336348.0,10000.0,123000.0,27.0,122000.0,597.0,860.0,-1.0,38537.0,56348.0,27000.0,,248500.0,21300.0,-1.0,-1.0,888.0,-1.0,60.0,,-1.0,,1080000.0,-1.0,-1.0,,-1.0,,212981.0,-1.0,,2678.0,100.0,,117.0,-1.0
1974,141310.0,12.0,300.0,16870.0,651.0,171000.0,-1.0,2850.0,14050.0,1045.0,2000.0,430.0,6538.0,,539999.0,-1.0,8701.0,19800.0,-1.0,42000.0,17075.0,11500.0,,37000.0,7307.0,695300.0,250000.0,1128.0,-1.0,7864.0,-1.0,,775.0,6972.0,,,263000.0,730.0,,89753.0,3093.0,2650.0,111597.0,50000.0,,10210.0,,500.0,260000.0,,-1.0,1290000.0,208.0,4064.0,8254.0,205.0,16500.0,3200.0,-1.0,31526.0,,-1.0,-1.0,148900.0,2000.0,75125.0,,18466.0,,88706.0,274950.0,,1351407.0,11000.0,125000.0,20.0,115000.0,647.0,737.0,-1.0,144176.0,61407.0,27000.0,,236000.0,21900.0,-1.0,-1.0,53036.0,-1.0,60.0,,-1.0,,1200000.0,-1.0,-1.0,,-1.0,,216195.0,-1.0,,2599.0,100.0,,268.0,-1.0
1975,147910.0,15.0,300.0,16284.0,573.0,170000.0,-1.0,2900.0,14483.0,250.0,1800.0,440.0,7000.0,,555786.0,-1.0,8520.0,20400.0,-1.0,44000.0,16489.0,11685.0,,62700.0,6308.0,885100.0,270000.0,1137.0,-1.0,7312.0,-1.0,,777.0,6806.0,,,286000.0,740.0,,98307.0,4191.0,2700.0,140627.0,63000.0,86.0,18299.0,,600.0,300000.0,,-1.0,1280000.0,381.0,4572.0,8477.0,205.0,20000.0,3400.0,-1.0,51854.0,,-1.0,-1.0,160400.0,2000.0,65212.0,,18643.0,,104760.0,273170.0,,1345344.0,12000.0,127000.0,22.0,109579.0,670.0,796.0,-1.0,223173.0,65344.0,26500.0,,242300.0,22600.0,-1.0,-1.0,26308.0,-1.0,60.0,,-1.0,,1400000.0,-1.0,-1.0,,-1.0,,170525.0,-1.0,,3242.0,500.0,86.0,441.0,-1.0
1976,162770.0,21.0,300.0,15984.0,668.0,152000.0,-1.0,2800.0,17766.0,530.0,2000.0,450.0,8000.0,,566350.0,-1.0,10165.0,21400.0,-1.0,46000.0,16234.0,11109.0,,63500.0,5500.0,889700.0,275000.0,2022.0,-1.0,6548.0,-1.0,,699.0,3674.0,,,261928.0,750.0,,99202.0,2557.0,2700.0,154139.0,80000.0,14.0,8905.0,,700.0,350000.0,,-1.0,1280000.0,321.0,3861.0,9620.0,250.0,21000.0,4200.0,-1.0,34545.0,,-1.0,-1.0,106400.0,2000.0,79731.0,,18783.0,,109942.0,300000.0,,1365221.0,13000.0,132000.0,49.0,116064.0,694.0,594.0,-1.0,176568.0,85221.0,34800.0,,240400.0,28800.0,-1.0,-1.0,9004.0,-1.0,60.0,,-1.0,,1600000.0,-1.0,-1.0,,-1.0,,187370.0,-1.0,,3787.0,800.0,14.0,381.0,-1.0
1977,155330.0,22.0,300.0,21167.0,1459.0,133000.0,-1.0,2700.0,19672.0,1000.0,2000.0,460.0,9000.0,,612000.0,-1.0,12045.0,21100.0,-1.0,50000.0,21517.0,9315.0,,56000.0,6160.0,726500.0,290000.0,1712.0,-1.0,7130.0,-1.0,,961.0,7400.0,,,218021.0,760.0,,94348.0,4514.0,2800.0,158541.0,63000.0,87.0,17724.0,,700.0,425000.0,,-1.0,1350000.0,358.0,4877.0,8493.0,350.0,17000.0,3000.0,-1.0,29178.0,,-1.0,-1.0,120800.0,2000.0,106902.0,,18954.0,,105468.0,289120.0,3800.0,1455967.0,14000.0,140000.0,20.0,122677.0,719.0,519.0,-1.0,201174.0,105967.0,36000.0,,277500.0,20700.0,-1.0,-1.0,23069.0,-1.0,60.0,,-1.0,,1400000.0,-1.0,-1.0,,-1.0,,249040.0,-1.0,,4633.0,400.0,87.0,418.0,-1.0
1978,180000.0,23.0,300.0,24602.0,739.0,146000.0,-1.0,2500.0,20394.0,2229.0,2200.0,470.0,10000.0,,759000.0,-1.0,17589.0,24242.0,-1.0,55000.0,24977.0,10212.0,,66000.0,6270.0,676500.0,310000.0,1691.0,-1.0,5191.0,-1.0,,744.0,12181.0,,,266270.0,770.0,,106615.0,4014.0,2800.0,151551.0,70000.0,268.0,7967.0,,750.0,465000.0,,-1.0,1400000.0,424.0,5385.0,8226.0,375.0,19000.0,3100.0,-1.0,26022.0,,-1.0,-1.0,124000.0,2000.0,105710.0,,18792.0,,112084.0,292160.0,3800.0,1516676.0,14500.0,143000.0,9.0,129762.0,745.0,493.0,-1.0,212134.0,116676.0,39000.0,,298600.0,24000.0,-1.0,-1.0,16388.0,-1.0,70.0,,-1.0,,1595000.0,-1.0,-1.0,,-1.0,,354264.0,-1.0,,4466.0,180.0,268.0,494.0,-1.0
1979,212000.0,24.0,300.0,23652.0,739.0,158000.0,-1.0,2500.0,17953.0,4198.0,2400.0,480.0,11000.0,32803.0,721000.0,-1.0,22205.0,23511.0,-1.0,60000.0,23964.0,10200.0,,70000.0,6600.0,757400.0,340000.0,2053.0,-1.0,4975.0,-1.0,,730.0,9114.0,,,335286.0,780.0,,113310.0,10019.0,2900.0,198215.0,90000.0,48.0,14356.0,,800.0,400000.0,,-1.0,1400000.0,373.0,4572.0,6381.0,312.0,20000.0,3000.0,-1.0,33122.0,,-1.0,-1.0,152000.0,2000.0,117500.0,,18908.0,,111092.0,301400.0,3774.0,1543410.0,15000.0,150000.0,53.0,118800.0,959.0,500.0,-1.0,231823.0,143410.0,40800.0,,302500.0,24400.0,-1.0,-1.0,17781.0,-1.0,70.0,,-1.0,,1750000.0,-1.0,-1.0,,-1.0,,342753.0,-1.0,,2728.0,130.0,48.0,443.0,-1.0
1980,189687.0,20.0,300.0,24093.0,723.0,118845.0,-1.0,2141.0,14578.0,14587.0,2600.0,490.0,12000.0,35051.0,699500.0,-1.0,30328.0,23000.0,-1.0,65000.0,24471.0,10500.0,,68000.0,6600.0,825100.0,370000.0,1883.0,-1.0,8225.0,-1.0,,420.0,8210.0,,,365311.0,790.0,,116500.0,6828.0,2900.0,158924.0,85000.0,49.0,11786.0,,850.0,475000.0,,-1.0,1425000.0,776.0,4877.0,5639.0,378.0,20000.0,3000.0,7091.0,49840.0,,7230.0,-1.0,120600.0,2000.0,149700.0,,21650.0,,115585.0,308000.0,1692.0,1559834.0,17700.0,160000.0,36.0,120600.0,1700.0,389.0,-1.0,205256.0,134834.0,42000.0,,298800.0,24400.0,-1.0,-1.0,27498.0,-1.0,70.0,,-1.0,,1450000.0,-1.0,-1.0,,-1.0,5.0,319952.0,-1.0,,3265.0,80.0,49.0,846.0,-1.0
1981,212000.0,18.0,300.0,16666.0,734.0,207589.0,-1.0,2200.0,16324.0,14574.0,2700.0,500.0,13000.0,29528.0,760000.0,-1.0,28059.0,23000.0,-1.0,70000.0,17316.0,11000.0,,58200.0,6700.0,759000.0,400000.0,2391.0,-1.0,11435.0,-1.0,,489.0,12586.0,,,377350.0,800.0,,116361.0,10508.0,3000.0,133414.0,70000.0,63.0,13833.0,,850.0,550000.0,,-1.0,1690000.0,646.0,5080.0,6441.0,650.0,19800.0,3000.0,12185.0,60424.0,,11200.0,-1.0,146500.0,2000.0,229600.0,,25000.0,,100693.0,314580.0,1678.0,1795324.0,17460.0,170000.0,60.0,110700.0,4100.0,434.0,-1.0,344791.0,105324.0,45600.0,,303600.0,24700.0,-1.0,-1.0,41922.0,-1.0,70.0,,-1.0,,1500000.0,-1.0,-1.0,,-1.0,5.0,321831.0,-1.0,,2268.0,330.0,63.0,716.0,-1.0
1982,233800.0,12.0,200.0,19188.0,744.0,206473.0,-1.0,2200.0,18614.0,25752.0,2800.0,510.0,13500.0,30945.0,934600.0,-1.0,29488.0,22750.0,-1.0,72000.0,19812.0,11000.0,,53000.0,6800.0,850800.0,440000.0,3150.0,-1.0,4827.0,-1.0,,480.0,12905.0,,,401394.0,710.0,,125166.0,15477.0,3000.0,193175.0,60000.0,68.0,12567.0,,2500.0,626550.0,,-1.0,1800000.0,298.0,4877.0,5032.0,624.0,20000.0,3800.0,20934.0,53182.0,,13700.0,-1.0,173400.0,2000.0,353800.0,,32812.0,,102500.0,349340.0,2099.0,1918903.0,18046.0,180000.0,47.0,110700.0,5000.0,320.0,-1.0,284562.0,118903.0,41000.0,,350500.0,25100.0,-1.0,-1.0,124375.0,-1.0,70.0,,-1.0,,1400000.0,-1.0,-1.0,,-1.0,10.0,323099.0,-1.0,,2610.0,390.0,68.0,368.0,-1.0
1983,222000.0,26.0,200.0,30753.0,1139.0,212965.0,-1.0,2200.0,22080.0,34647.0,3000.0,520.0,14500.0,33008.0,837000.0,-1.0,29099.0,23103.0,-1.0,80000.0,31483.0,12000.0,,62500.0,6900.0,738000.0,470000.0,2435.0,-1.0,4702.0,-1.0,,560.0,18400.0,,,396000.0,720.0,,109817.0,18828.0,3100.0,128205.0,80000.0,227.0,10307.0,,6000.0,704652.0,,-1.0,1900000.0,379.0,5100.0,5997.0,730.0,19000.0,4800.0,18912.0,65002.0,,17500.0,-1.0,150900.0,2000.0,270400.0,,35833.0,2000.0,116158.0,356570.0,1023.0,2043723.0,18500.0,210000.0,48.0,100000.0,5300.0,431.0,-1.0,228300.0,143723.0,42300.0,,350700.0,24700.0,-1.0,-1.0,75553.0,-1.0,70.0,,-1.0,,1500000.0,-1.0,-1.0,,-1.0,10.0,315804.0,-1.0,,2545.0,660.0,227.0,449.0,-1.0
1984,235000.0,34.0,200.0,29657.0,1639.0,255357.0,-1.0,2200.0,21322.0,26516.0,3000.0,530.0,13000.0,35107.0,932000.0,-1.0,26309.0,23565.0,-1.0,85000.0,30497.0,13000.0,,64000.0,10200.0,798573.0,500000.0,2500.0,-1.0,10469.0,-1.0,,970.0,10380.0,,,348000.0,730.0,,119300.0,16709.0,3100.0,134951.0,75000.0,260.0,7300.0,,8000.0,797911.0,,-1.0,2100000.0,376.0,6250.0,8460.0,840.0,20000.0,5600.0,23128.0,41359.0,,8350.0,-1.0,259800.0,2000.0,301700.0,,37295.0,2000.0,122518.0,346740.0,1600.0,2222587.0,16000.0,250000.0,26.0,80000.0,5800.0,445.0,-1.0,121900.0,122587.0,40500.0,1000.0,370400.0,23900.0,-1.0,-1.0,176318.0,-1.0,70.0,,-1.0,,1700000.0,-1.0,-1.0,,-1.0,15.0,328929.0,-1.0,,1464.0,678.0,260.0,446.0,-1.0
1985,253900.0,36.0,200.0,34235.0,3302.0,203194.0,-1.0,2200.0,33688.0,15792.0,3000.0,540.0,13000.0,37540.0,1066000.0,-1.0,26019.0,22388.0,-1.0,86000.0,35285.0,13000.0,,62500.0,11050.0,845667.0,530000.0,2500.0,-1.0,16756.0,-1.0,,830.0,13900.0,,,459000.0,740.0,,131511.0,16470.0,3200.0,114554.0,80000.0,252.0,7323.0,775.0,19167.0,916178.0,,-1.0,3300000.0,310.0,7400.0,7837.0,1050.0,20000.0,3500.0,26533.0,47293.0,,10130.0,-1.0,517500.0,2000.0,434500.0,,32000.0,2000.0,123705.0,351300.0,1586.0,3432735.0,19000.0,280000.0,122.0,51000.0,6200.0,515.0,-1.0,179700.0,132735.0,40800.0,1800.0,366300.0,23000.0,-1.0,-1.0,168708.0,-1.0,71.0,,-1.0,,2077913.0,-1.0,-1.0,,-1.0,20.0,331789.0,-1.0,,5402.0,894.0,252.0,381.0,-1.0
1986,267600.0,55.0,200.0,36050.0,3365.0,179742.0,-1.0,2200.0,32565.0,10000.0,3200.0,530.0,13700.0,45972.0,1179000.0,-1.0,24678.0,20148.0,-1.0,91000.0,37150.0,14000.0,,70600.0,13253.0,951500.0,550000.0,2600.0,-1.0,16064.0,-1.0,,1720.0,15177.0,,,449000.0,730.0,,129800.0,21022.0,3200.0,84084.0,90000.0,285.0,8079.0,1500.0,20000.0,985608.0,,-1.0,3600000.0,360.0,6500.0,8390.0,1100.0,20000.0,4000.0,30377.0,40025.0,,6930.0,-1.0,417200.0,2000.0,355600.0,,27000.0,4000.0,123825.0,369170.0,2016.0,3704741.0,20000.0,300000.0,300.0,70000.0,16000.0,0.0,-1.0,152300.0,104741.0,42500.0,2000.0,378800.0,21300.0,-1.0,-1.0,162613.0,-1.0,72.0,,-1.0,,2000000.0,-1.0,-1.0,,-1.0,24.0,384017.0,-1.0,,5694.0,1124.0,285.0,432.0,-1.0
1987,279800.0,59.0,200.0,33848.0,5826.0,270688.0,-1.0,2200.0,30003.0,5634.0,2800.0,535.0,13000.0,48835.0,1137800.0,-1.0,31022.0,26083.0,-1.0,94000.0,35348.0,15000.0,,61300.0,13599.0,908600.0,580000.0,2600.0,-1.0,22155.0,-1.0,,1850.0,28509.0,,,452000.0,735.0,,149600.0,29075.0,3200.0,133098.0,90000.0,230.0,11641.0,1250.0,16000.0,518950.0,,-1.0,4100000.0,332.0,6800.0,9812.0,1500.0,20000.0,3600.0,33871.0,45819.0,,1090.0,-1.0,430900.0,2000.0,272800.0,,22400.0,10000.0,120175.0,356840.0,1827.0,4220949.0,21000.0,321300.0,560.0,81885.0,30000.0,,-1.0,104100.0,120949.0,46500.0,2100.0,410900.0,21000.0,-1.0,-1.0,133186.0,-1.0,73.0,,-1.0,,1927146.0,-1.0,-1.0,,-1.0,101.0,339541.0,-1.0,,3790.0,1404.0,230.0,405.0,-1.0
