,Kenya,Melanesia,Yemen,Guyana,Cameroon,Saudi Arabia,Malaysia,Philippines,Syrian Arab Republic,Benin,Jamaica,Pakistan,Iraq,Cyprus,Belize,Bahamas,United States of America,Barbados,Guatemala,Mauritius,United Arab Emirates,Senegal,Jordan,India,Burkina Faso,Fiji,Bahrain,Kuwait,Congo,Qatar,Mexico,Nigeria,Egypt,Puerto Rico,Oman,Côte d'Ivoire,Albania,Lebanon,Brunei Darussalam,Trinidad and Tobago,Occupied Palestinian Territory,Sudan,Ghana,Sudan (former),Turkey
1971,-1.0,25000.0,-1.0,-1.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,151642.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14545.0,52889.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,61111.0,18438.0,136364.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,35714.0,-1.0,30000.0
1972,-1.0,25000.0,-1.0,-1.0,-1.0,32116.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,144030.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20788.0,52991.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,54054.0,18750.0,146667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49767.0,-1.0,28000.0
1973,-1.0,25000.0,-1.0,-1.0,-1.0,138548.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,116757.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11639.0,54918.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60000.0,19688.0,152174.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50294.0,-1.0,30000.0
1974,-1.0,25000.0,-1.0,-1.0,-1.0,66352.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,109865.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38689.0,55000.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60000.0,20000.0,158333.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,49412.0,-1.0,30189.0
1975,-1.0,25000.0,-1.0,-1.0,-1.0,84811.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98507.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58459.0,55000.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60606.0,21212.0,153846.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,30172.0
1976,-1.0,25000.0,-1.0,-1.0,-1.0,36087.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,101600.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,22594.0,55849.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60606.0,21143.0,148276.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,43200.0,-1.0,30603.0
1977,-1.0,25000.0,-1.0,-1.0,-1.0,68170.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,104016.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90751.0,55636.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60606.0,21389.0,136364.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41818.0,-1.0,31034.0
1978,-1.0,25000.0,-1.0,-1.0,-1.0,41164.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74056.0,151491.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17108.0,55357.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,60000.0,20000.0,142857.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,46500.0,-1.0,31500.0
1979,-1.0,25000.0,33429.0,-1.0,-1.0,41729.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,60876.0,142632.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,28248.0,56034.0,100000.0,25000.0,-1.0,-1.0,-1.0,-1.0,57143.0,20500.0,137500.0,-1.0,-1.0,-1.0,-1.0,70526.0,-1.0,-1.0,-1.0,-1.0,45833.0,-1.0,31746.0
1980,-1.0,28571.0,37137.0,-1.0,-1.0,57469.0,-1.0,-1.0,-1.0,-1.0,-1.0,71479.0,53313.0,144318.0,-1.0,-1.0,-1.0,-1.0,128261.0,-1.0,-1.0,-1.0,30417.0,57627.0,100000.0,28571.0,-1.0,-1.0,-1.0,-1.0,64218.0,21000.0,142857.0,-1.0,-1.0,-1.0,-1.0,70103.0,-1.0,-1.0,-1.0,-1.0,48293.0,-1.0,33333.0
1981,-1.0,28571.0,32579.0,-1.0,-1.0,51062.0,-1.0,-1.0,-1.0,-1.0,-1.0,77864.0,63930.0,139750.0,-1.0,-1.0,-1.0,-1.0,130286.0,-1.0,-1.0,-1.0,26775.0,58000.0,100000.0,28571.0,-1.0,-1.0,-1.0,-1.0,77044.0,21500.0,135714.0,-1.0,-1.0,-1.0,-1.0,70408.0,-1.0,-1.0,-1.0,-1.0,46977.0,-1.0,33846.0
1982,-1.0,28571.0,32910.0,-1.0,-1.0,51711.0,-1.0,-1.0,-1.0,-1.0,-1.0,77535.0,70627.0,137297.0,-1.0,-1.0,-1.0,-1.0,126333.0,-1.0,-1.0,-1.0,27749.0,58033.0,100000.0,28571.0,-1.0,-1.0,-1.0,-1.0,76182.0,22000.0,132035.0,-1.0,-1.0,-1.0,-1.0,70000.0,-1.0,-1.0,-1.0,-1.0,42569.0,-1.0,33824.0
1983,-1.0,28571.0,31911.0,-1.0,-1.0,61399.0,-1.0,-1.0,-1.0,18880.0,-1.0,79291.0,72168.0,141892.0,-1.0,-1.0,-1.0,-1.0,131571.0,-1.0,-1.0,-1.0,27919.0,58730.0,105556.0,28571.0,-1.0,-1.0,-1.0,-1.0,51188.0,22500.0,132937.0,-1.0,-1.0,-1.0,-1.0,70388.0,-1.0,-1.0,-1.0,-1.0,41892.0,-1.0,34559.0
1984,-1.0,28571.0,63263.0,-1.0,-1.0,51342.0,-1.0,-1.0,-1.0,20834.0,-1.0,82499.0,79949.0,141892.0,-1.0,-1.0,-1.0,-1.0,129063.0,-1.0,-1.0,-1.0,29141.0,59375.0,100000.0,28571.0,-1.0,-1.0,-1.0,43077.0,89128.0,21905.0,136364.0,-1.0,-1.0,-1.0,-1.0,70385.0,-1.0,-1.0,-1.0,-1.0,46538.0,-1.0,35714.0
1985,-1.0,28571.0,64079.0,-1.0,-1.0,53590.0,-1.0,-1.0,-1.0,24425.0,-1.0,81929.0,74719.0,181343.0,-1.0,-1.0,-1.0,-1.0,126611.0,-1.0,-1.0,-1.0,22088.0,59091.0,98486.0,28571.0,-1.0,-1.0,-1.0,40833.0,84865.0,20652.0,135714.0,-1.0,-1.0,-1.0,-1.0,70476.0,-1.0,-1.0,-1.0,-1.0,48571.0,-1.0,32877.0
1986,-1.0,30769.0,64598.0,-1.0,-1.0,56229.0,-1.0,-1.0,-1.0,22385.0,-1.0,85335.0,70064.0,162162.0,-1.0,-1.0,-1.0,30000.0,124219.0,-1.0,-1.0,-1.0,16441.0,60294.0,101855.0,30769.0,-1.0,-1.0,-1.0,41333.0,80273.0,19600.0,147186.0,-1.0,-1.0,-1.0,-1.0,70370.0,-1.0,-1.0,-1.0,-1.0,47557.0,-1.0,33333.0
1987,-1.0,30769.0,60076.0,-1.0,-1.0,60463.0,-1.0,-1.0,-1.0,24638.0,-1.0,79480.0,54231.0,162500.0,-1.0,-1.0,-1.0,41667.0,121832.0,-1.0,-1.0,-1.0,21476.0,60983.0,100765.0,30769.0,-1.0,-1.0,-1.0,40313.0,67266.0,20000.0,138528.0,-1.0,-1.0,-1.0,-1.0,69545.0,-1.0,-1.0,-1.0,-1.0,50693.0,-1.0,33824.0
1988,-1.0,30769.0,61056.0,-1.0,-1.0,66778.0,-1.0,-1.0,-1.0,25356.0,-1.0,77507.0,73488.0,168750.0,-1.0,-1.0,-1.0,40000.0,123882.0,-1.0,-1.0,-1.0,22276.0,62040.0,99892.0,30769.0,-1.0,110560.0,-1.0,40222.0,67024.0,20400.0,142857.0,-1.0,-1.0,-1.0,-1.0,68584.0,-1.0,-1.0,-1.0,-1.0,53214.0,-1.0,35000.0
1989,-1.0,30769.0,62104.0,-1.0,-1.0,57002.0,-1.0,-1.0,-1.0,30098.0,-1.0,78218.0,79101.0,175000.0,149600.0,-1.0,-1.0,46875.0,123712.0,-1.0,-1.0,-1.0,18026.0,62500.0,99216.0,30769.0,-1.0,112980.0,-1.0,40909.0,61204.0,29962.0,133333.0,-1.0,-1.0,-1.0,-1.0,67739.0,-1.0,-1.0,-1.0,-1.0,52321.0,-1.0,35000.0
1990,-1.0,26377.0,59477.0,-1.0,7143.0,37817.0,102941.0,100984.0,-1.0,34280.0,66667.0,78872.0,84554.0,166667.0,23333.0,-1.0,-1.0,50000.0,123209.0,60000.0,-1.0,-1.0,25162.0,62466.0,98715.0,26377.0,-1.0,132276.0,30000.0,39583.0,61453.0,20231.0,138528.0,-1.0,-1.0,25000.0,78000.0,65000.0,7979.0,-1.0,-1.0,-1.0,58884.0,80645.0,35995.0
1991,-1.0,49439.0,59700.0,-1.0,7059.0,61687.0,104167.0,98882.0,22441.0,31333.0,66667.0,82247.0,77980.0,170667.0,83333.0,-1.0,77500.0,59077.0,122742.0,61322.0,-1.0,-1.0,20366.0,62892.0,98887.0,49439.0,-1.0,140000.0,30182.0,39683.0,68560.0,22962.0,132937.0,-1.0,-1.0,24124.0,75000.0,63560.0,8000.0,-1.0,-1.0,-1.0,58696.0,80645.0,37096.0
1992,61852.0,44505.0,63207.0,-1.0,7368.0,48630.0,104167.0,103426.0,25445.0,32961.0,66667.0,82318.0,86111.0,173333.0,111667.0,-1.0,75000.0,54000.0,124324.0,61632.0,-1.0,-1.0,34537.0,64000.0,98980.0,44505.0,-1.0,125833.0,30215.0,40097.0,53215.0,23024.0,132379.0,-1.0,-1.0,25000.0,76667.0,70366.0,8019.0,-1.0,-1.0,-1.0,57083.0,80645.0,33140.0
1993,114310.0,33561.0,63048.0,-1.0,7143.0,53325.0,102041.0,104622.0,21786.0,33000.0,66667.0,82851.0,86486.0,164286.0,94000.0,-1.0,74444.0,60786.0,122909.0,60000.0,-1.0,-1.0,37200.0,63963.0,99071.0,33561.0,-1.0,111944.0,30435.0,40108.0,69235.0,23397.0,134000.0,-1.0,-1.0,24253.0,74286.0,68462.0,7980.0,-1.0,-1.0,-1.0,56000.0,80645.0,42718.0
1994,71661.0,58204.0,61276.0,-1.0,7273.0,51305.0,102041.0,103762.0,23173.0,33333.0,66667.0,81533.0,86339.0,185714.0,18000.0,-1.0,74545.0,60000.0,121597.0,62303.0,-1.0,-1.0,15521.0,101000.0,99161.0,58204.0,-1.0,115158.0,30769.0,40000.0,53145.0,23769.0,132353.0,-1.0,-1.0,24313.0,73750.0,71429.0,8009.0,-1.0,38255.0,-1.0,55769.0,80000.0,39844.0
1995,20553.0,55556.0,61845.0,-1.0,7391.0,51305.0,102041.0,100965.0,29647.0,42928.0,64309.0,85318.0,86486.0,171429.0,65700.0,-1.0,76190.0,70714.0,117607.0,61111.0,-1.0,-1.0,34335.0,92857.0,99250.0,55556.0,-1.0,161081.0,30000.0,40092.0,63385.0,24200.0,135833.0,-1.0,-1.0,25000.0,72500.0,73333.0,8008.0,-1.0,46973.0,-1.0,55556.0,80000.0,42593.0
1996,51588.0,54349.0,60208.0,-1.0,7500.0,51109.0,102740.0,106809.0,27377.0,31724.0,65041.0,87561.0,86111.0,171429.0,90000.0,-1.0,75294.0,76923.0,115644.0,63193.0,-1.0,-1.0,30495.0,100000.0,99336.0,54349.0,-1.0,113702.0,30303.0,40000.0,59180.0,24495.0,135278.0,-1.0,-1.0,23559.0,80000.0,76633.0,7993.0,-1.0,54888.0,-1.0,56211.0,80000.0,42623.0
1997,65647.0,59444.0,58726.0,70000.0,7407.0,52845.0,102740.0,105509.0,27890.0,30364.0,67067.0,87719.0,81081.0,178082.0,68930.0,-1.0,74668.0,80000.0,108339.0,63158.0,-1.0,-1.0,28111.0,100000.0,99420.0,59444.0,-1.0,114549.0,29730.0,40000.0,65938.0,24980.0,137037.0,-1.0,-1.0,22942.0,80000.0,55556.0,8007.0,-1.0,39046.0,-1.0,56331.0,81250.0,42543.0
1998,57236.0,61111.0,54928.0,69355.0,7429.0,43377.0,102740.0,99449.0,25491.0,28209.0,71699.0,88732.0,82105.0,164384.0,65793.0,-1.0,75789.0,82353.0,100000.0,63636.0,-1.0,-1.0,28570.0,100313.0,99501.0,61111.0,-1.0,115037.0,30000.0,40067.0,56919.0,25020.0,136364.0,-1.0,-1.0,17083.0,80000.0,42500.0,8007.0,-1.0,25022.0,-1.0,56488.0,78947.0,43105.0
1999,40963.0,57522.0,55564.0,69841.0,17350.0,75075.0,103093.0,92246.0,33769.0,31020.0,77423.0,89386.0,72170.0,205479.0,57143.0,-1.0,75221.0,115789.0,84746.0,65385.0,33532.0,-1.0,33424.0,102424.0,99669.0,57522.0,-1.0,112100.0,30233.0,42579.0,70154.0,26145.0,150574.0,-1.0,-1.0,22571.0,79730.0,36667.0,7980.0,-1.0,30577.0,-1.0,56833.0,80952.0,43719.0
2000,43843.0,58824.0,56197.0,69846.0,17492.0,79992.0,103093.0,87554.0,29906.0,30220.0,76848.0,76539.0,53125.0,173973.0,121600.0,-1.0,76410.0,115000.0,77662.0,65233.0,95272.0,82789.0,58514.0,97714.0,99727.0,58824.0,-1.0,112091.0,30435.0,50982.0,62296.0,25950.0,126667.0,-1.0,-1.0,23405.0,79487.0,32836.0,7990.0,-1.0,36820.0,-1.0,55556.0,80000.0,40441.0
2001,49779.0,58056.0,58832.0,70000.0,11803.0,71925.0,103093.0,84657.0,28444.0,30761.0,83712.0,78032.0,61290.0,219178.0,83478.0,-1.0,67295.0,114286.0,75000.0,64286.0,201613.0,99423.0,105820.0,95429.0,99780.0,58056.0,-1.0,111628.0,30000.0,40164.0,69177.0,25984.0,140375.0,-1.0,-1.0,24923.0,82278.0,44369.0,8000.0,-1.0,37883.0,-1.0,58419.0,81481.0,49180.0
2002,50700.0,58481.0,58763.0,69492.0,10343.0,88090.0,103306.0,83512.0,33000.0,29684.0,81561.0,76689.0,63636.0,246575.0,99600.0,-1.0,66667.0,112087.0,74662.0,64138.0,126258.0,82733.0,189596.0,94857.0,99825.0,58481.0,-1.0,128495.0,30189.0,40164.0,63081.0,26316.0,148223.0,-1.0,-1.0,25000.0,85897.0,24880.0,8000.0,-1.0,43069.0,-1.0,59480.0,104348.0,47594.0
2003,62028.0,58854.0,58819.0,70370.0,9062.0,96083.0,103306.0,76183.0,35439.0,36221.0,90503.0,77075.0,70909.0,204301.0,72000.0,-1.0,72498.0,111908.0,74484.0,65645.0,74270.0,92159.0,117743.0,95405.0,99860.0,58854.0,-1.0,132193.0,29586.0,40000.0,81451.0,27000.0,156413.0,23000.0,-1.0,24734.0,85714.0,32698.0,8013.0,-1.0,41949.0,-1.0,61017.0,110927.0,50000.0
2004,62500.0,59220.0,57944.0,69388.0,7941.0,119383.0,103306.0,79824.0,37241.0,33059.0,93489.0,77150.0,67126.0,198072.0,51000.0,-1.0,73410.0,114000.0,75181.0,63333.0,77778.0,94436.0,139790.0,102843.0,99881.0,59220.0,-1.0,111364.0,30125.0,38923.0,72425.0,26364.0,159178.0,23000.0,165533.0,24930.0,88333.0,21429.0,7992.0,-1.0,55499.0,-1.0,62739.0,95200.0,50000.0
2005,80000.0,59575.0,58376.0,69565.0,20007.0,115365.0,103448.0,82721.0,33830.0,42586.0,94112.0,75945.0,69744.0,212857.0,32000.0,-1.0,75896.0,110000.0,75342.0,63421.0,91067.0,112365.0,81490.0,98304.0,100000.0,59575.0,18966.0,144485.0,30112.0,40286.0,72456.0,27143.0,160523.0,23171.0,165517.0,24964.0,82857.0,22308.0,7996.0,-1.0,43951.0,-1.0,54953.0,68929.0,50704.0
2006,80000.0,58333.0,58751.0,70588.0,20321.0,131591.0,103448.0,83180.0,32143.0,44393.0,90366.0,75484.0,67573.0,255114.0,60000.0,-1.0,74583.0,111702.0,75300.0,82378.0,168842.0,102491.0,44601.0,101445.0,100000.0,58333.0,285000.0,131515.0,30115.0,45843.0,82499.0,27027.0,157088.0,23452.0,166697.0,25368.0,150000.0,21968.0,8004.0,-1.0,50952.0,-1.0,55263.0,71401.0,50480.0
2007,80000.0,57895.0,59569.0,69039.0,27000.0,130952.0,103448.0,84837.0,28158.0,34600.0,91572.0,69124.0,62758.0,221250.0,36667.0,-1.0,76923.0,111525.0,75000.0,58531.0,199041.0,117761.0,64300.0,102778.0,100000.0,57895.0,255714.0,131515.0,30159.0,43651.0,115731.0,29767.0,156419.0,24444.0,165594.0,25008.0,92500.0,22617.0,7995.0,11537.0,51145.0,-1.0,55385.0,103893.0,51084.0
2008,62800.0,60801.0,60140.0,68858.0,27000.0,136591.0,116948.0,84533.0,31905.0,35188.0,89143.0,76027.0,65516.0,220690.0,27273.0,-1.0,75184.0,111579.0,73067.0,80380.0,129130.0,125516.0,57692.0,102678.0,96631.0,60801.0,220000.0,131515.0,30313.0,42308.0,83495.0,26848.0,145403.0,23707.0,166875.0,25198.0,107140.0,22581.0,7907.0,10469.0,42522.0,-1.0,125480.0,122491.0,52143.0
2009,80561.0,61520.0,60568.0,67143.0,25330.0,136959.0,151228.0,83572.0,26956.0,33102.0,92342.0,76485.0,75407.0,186782.0,29000.0,-1.0,75209.0,116667.0,70822.0,87299.0,187666.0,79417.0,48578.0,104815.0,91608.0,61520.0,192857.0,132665.0,30152.0,40000.0,80854.0,26923.0,144413.0,23714.0,166437.0,25295.0,114504.0,22430.0,7742.0,10334.0,43158.0,-1.0,195833.0,120482.0,52647.0
2010,87180.0,62274.0,63684.0,74790.0,25156.0,119377.0,114453.0,73302.0,32707.0,34137.0,87542.0,75949.0,77413.0,160800.0,41816.0,233158.0,75986.0,118673.0,68558.0,75810.0,199878.0,307345.0,65331.0,106261.0,87419.0,62274.0,214388.0,133400.0,30134.0,54444.0,77055.0,27275.0,125246.0,23709.0,88259.0,26755.0,113887.0,19749.0,8047.0,25380.0,47476.0,-1.0,192308.0,119048.0,53258.0
2011,117706.0,63050.0,59259.0,62700.0,19842.0,133686.0,122855.0,83297.0,34499.0,35670.0,98623.0,73696.0,79568.0,245253.0,17778.0,236316.0,76305.0,118302.0,66385.0,59412.0,179432.0,343629.0,125656.0,116145.0,83223.0,63050.0,222137.0,203009.0,30112.0,40000.0,88298.0,8735.0,124968.0,23697.0,142111.0,26448.0,119677.0,16943.0,8072.0,22472.0,47834.0,-1.0,196429.0,119559.0,53915.0
2012,138727.0,66667.0,62133.0,65700.0,23452.0,125723.0,128234.0,83428.0,21220.0,34903.0,100063.0,76145.0,74090.0,159341.0,28750.0,240000.0,76623.0,116918.0,65000.0,64581.0,189027.0,285282.0,45742.0,120830.0,78333.0,66667.0,223328.0,211221.0,30000.0,40156.0,86473.0,18857.0,139583.0,23571.0,152400.0,26852.0,120504.0,15941.0,8083.0,27025.0,48353.0,119048.0,200000.0,-1.0,53335.0
2013,128731.0,64452.0,60853.0,67880.0,25329.0,146230.0,127155.0,83972.0,32501.0,34903.0,101377.0,76642.0,77561.0,127273.0,53333.0,243199.0,76942.0,117363.0,65517.0,60663.0,216134.0,279776.0,93511.0,119633.0,79310.0,64452.0,227892.0,640714.0,30077.0,40182.0,92306.0,17308.0,132822.0,23748.0,122801.0,27819.0,124645.0,14572.0,8094.0,35174.0,48872.0,119048.0,206000.0,-1.0,53331.0
2014,128857.0,63960.0,60982.0,67694.0,26926.0,144310.0,144647.0,82999.0,46304.0,33971.0,98053.0,76057.0,74024.0,119500.0,44831.0,246167.0,77261.0,117809.0,64500.0,63641.0,218964.0,224647.0,36133.0,119145.0,76128.0,63960.0,232456.0,277222.0,30124.0,42623.0,75188.0,18619.0,116212.0,23798.0,131504.0,27366.0,126519.0,13742.0,8106.0,26839.0,49390.0,100353.0,210000.0,-1.0,54988.0
