,Belarus,Croatia,Serbia,Brazil,Belgium,United Kingdom,Denmark,Canada,Greece,Sweden,Spain,Norway,Bulgaria,Australia & New Zealand,Algeria,Slovenia,Kyrgyzstan,Netherlands,Luxembourg,Germany,Austria,Czechoslovakia,Switzerland,Mexico,Romania,Italy,Bosnia and Herzegovina,China,Tunisia,Latvia,Slovakia,Czechia,France,Chile,Hungary,Estonia,Australia,Portugal,Lithuania,Poland,"China, mainland",Russian Federation,Belgium-Luxembourg,Turkey
1984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16000.0,-1.0,-1.0,13732.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16404.0,-1.0,-1.0,-1.0,22494.0,-1.0,-1.0,-1.0,-1.0,45405.0,-1.0,20843.0,-1.0,13732.0,-1.0,-1.0,-1.0,22494.0,-1.0,-1.0,-1.0
1985,-1.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,-1.0,17143.0,-1.0,-1.0,16195.0,-1.0,-1.0,-1.0,-1.0,-1.0,40000.0,-1.0,-1.0,41667.0,21570.0,-1.0,37500.0,-1.0,23395.0,-1.0,-1.0,-1.0,-1.0,44737.0,-1.0,46000.0,-1.0,16195.0,20000.0,-1.0,27500.0,23395.0,-1.0,60939.0,-1.0
1986,-1.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,-1.0,18571.0,-1.0,-1.0,16081.0,-1.0,-1.0,-1.0,-1.0,-1.0,37975.0,-1.0,-1.0,41935.0,18451.0,-1.0,36667.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,32929.0,-1.0,8308.0,-1.0,16081.0,14050.0,-1.0,31333.0,30000.0,-1.0,57915.0,-1.0
1987,-1.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,-1.0,30811.0,-1.0,-1.0,15588.0,-1.0,-1.0,-1.0,-1.0,-1.0,39814.0,-1.0,-1.0,46175.0,16979.0,-1.0,37500.0,-1.0,32500.0,-1.0,-1.0,-1.0,-1.0,40000.0,-1.0,10000.0,-1.0,15588.0,14100.0,-1.0,32720.0,32500.0,-1.0,50751.0,-1.0
1988,-1.0,-1.0,-1.0,-1.0,-1.0,58000.0,-1.0,-1.0,-1.0,-1.0,26667.0,-1.0,-1.0,16864.0,-1.0,-1.0,-1.0,-1.0,-1.0,50078.0,-1.0,41466.0,57696.0,31670.0,-1.0,30144.0,-1.0,28200.0,10000.0,-1.0,-1.0,-1.0,39921.0,-1.0,40154.0,-1.0,16864.0,12294.0,-1.0,31512.0,28200.0,-1.0,58872.0,-1.0
1989,-1.0,-1.0,-1.0,-1.0,-1.0,52002.0,-1.0,21958.0,-1.0,-1.0,25033.0,-1.0,-1.0,16715.0,-1.0,-1.0,-1.0,-1.0,-1.0,53596.0,-1.0,42957.0,61479.0,28966.0,-1.0,38675.0,-1.0,33354.0,12016.0,-1.0,-1.0,-1.0,42929.0,-1.0,41392.0,-1.0,16715.0,16658.0,-1.0,37059.0,33354.0,-1.0,61762.0,-1.0
1990,-1.0,-1.0,-1.0,-1.0,-1.0,56522.0,-1.0,26397.0,-1.0,-1.0,25854.0,-1.0,-1.0,18061.0,22222.0,-1.0,-1.0,48696.0,-1.0,50400.0,-1.0,40927.0,52958.0,29152.0,-1.0,37522.0,-1.0,32574.0,21795.0,-1.0,-1.0,-1.0,43073.0,-1.0,36259.0,-1.0,18061.0,12440.0,-1.0,36346.0,32574.0,-1.0,65046.0,-1.0
1991,-1.0,-1.0,-1.0,-1.0,-1.0,52727.0,-1.0,21958.0,-1.0,-1.0,29648.0,-1.0,-1.0,17655.0,22222.0,-1.0,-1.0,52845.0,-1.0,55052.0,-1.0,47872.0,55760.0,42653.0,-1.0,40000.0,-1.0,30800.0,26951.0,-1.0,-1.0,-1.0,45098.0,-1.0,35201.0,-1.0,17655.0,15875.0,-1.0,33499.0,30800.0,-1.0,65897.0,-1.0
1992,30000.0,-1.0,-1.0,-1.0,-1.0,45953.0,-1.0,23333.0,-1.0,-1.0,24526.0,-1.0,19820.0,23211.0,22222.0,8058.0,-1.0,55387.0,-1.0,50728.0,-1.0,39912.0,53906.0,42442.0,-1.0,22228.0,-1.0,31500.0,26178.0,26061.0,-1.0,-1.0,47365.0,-1.0,30399.0,-1.0,23211.0,11111.0,-1.0,25946.0,31500.0,-1.0,72870.0,-1.0
1993,30902.0,-1.0,-1.0,-1.0,-1.0,46951.0,-1.0,23923.0,-1.0,56512.0,13409.0,-1.0,19123.0,20000.0,21875.0,17600.0,-1.0,59474.0,-1.0,52280.0,-1.0,-1.0,59218.0,30533.0,-1.0,-1.0,-1.0,32600.0,19583.0,20000.0,33700.0,36910.0,46797.0,-1.0,26519.0,-1.0,20000.0,14801.0,24873.0,28844.0,32600.0,-1.0,56438.0,-1.0
1994,25748.0,-1.0,-1.0,-1.0,-1.0,55000.0,-1.0,22994.0,-1.0,57516.0,15583.0,-1.0,19138.0,11895.0,22222.0,11396.0,-1.0,54375.0,-1.0,54082.0,-1.0,-1.0,54371.0,19333.0,-1.0,39805.0,-1.0,30600.0,9091.0,18065.0,40327.0,37518.0,46416.0,-1.0,36585.0,-1.0,11895.0,17061.0,18400.0,27823.0,30600.0,-1.0,55337.0,-1.0
1995,29737.0,-1.0,-1.0,-1.0,-1.0,60000.0,-1.0,24182.0,-1.0,50228.0,7625.0,-1.0,20467.0,21190.0,22500.0,37147.0,-1.0,53846.0,-1.0,56937.0,45054.0,-1.0,63415.0,26730.0,-1.0,-1.0,-1.0,31900.0,15000.0,18148.0,35702.0,39328.0,45946.0,-1.0,34219.0,-1.0,21190.0,10939.0,20711.0,33225.0,31900.0,-1.0,56922.0,-1.0
1996,24394.0,-1.0,-1.0,-1.0,-1.0,58571.0,-1.0,21205.0,-1.0,50718.0,25225.0,-1.0,14444.0,19473.0,22222.0,34169.0,-1.0,59394.0,-1.0,58412.0,43500.0,-1.0,63643.0,10000.0,-1.0,-1.0,-1.0,29800.0,25000.0,20000.0,31276.0,37729.0,51297.0,-1.0,22502.0,-1.0,19473.0,13178.0,22757.0,30584.0,29800.0,-1.0,68752.0,-1.0
1997,25833.0,-1.0,-1.0,-1.0,-1.0,52439.0,55306.0,20667.0,-1.0,48260.0,18550.0,-1.0,38833.0,25837.0,39667.0,35011.0,-1.0,56552.0,-1.0,59855.0,48321.0,-1.0,61412.0,42062.0,-1.0,-1.0,-1.0,31975.0,15000.0,26786.0,46863.0,38322.0,47888.0,-1.0,30937.0,-1.0,25837.0,8963.0,28103.0,29211.0,31975.0,-1.0,66034.0,-1.0
1998,27273.0,-1.0,-1.0,-1.0,-1.0,54808.0,51221.0,24028.0,-1.0,46052.0,20081.0,39595.0,48810.0,18342.0,12947.0,34268.0,-1.0,44091.0,-1.0,60061.0,49550.0,-1.0,64313.0,13819.0,-1.0,-1.0,-1.0,32600.0,22500.0,23715.0,33454.0,38968.0,52747.0,-1.0,28149.0,-1.0,18342.0,7521.0,25718.0,32392.0,32600.0,-1.0,59423.0,-1.0
1999,22647.0,-1.0,-1.0,-1.0,-1.0,62121.0,46537.0,30264.0,-1.0,47321.0,11071.0,30328.0,35714.0,21163.0,6000.0,40110.0,-1.0,60556.0,-1.0,61427.0,50861.0,-1.0,55528.0,19231.0,-1.0,-1.0,-1.0,32000.0,17500.0,20517.0,26367.0,41395.0,50453.0,-1.0,27427.0,-1.0,21163.0,12468.0,18911.0,31766.0,32000.0,-1.0,64416.0,-1.0
2000,31414.0,-1.0,-1.0,-1.0,64884.0,61538.0,48145.0,24643.0,-1.0,45448.0,25540.0,36913.0,27791.0,21620.0,11000.0,34611.0,-1.0,54545.0,54589.0,56055.0,48975.0,-1.0,64113.0,22176.0,-1.0,-1.0,-1.0,33800.0,14493.0,23011.0,21532.0,37423.0,51683.0,-1.0,28240.0,-1.0,21620.0,16907.0,25768.0,27340.0,33800.0,-1.0,-1.0,-1.0
2001,28018.0,-1.0,-1.0,-1.0,58571.0,46712.0,48623.0,24186.0,-1.0,43514.0,23636.0,18095.0,23000.0,21027.0,6000.0,34898.0,-1.0,44375.0,54289.0,63637.0,50324.0,-1.0,60162.0,21725.0,-1.0,-1.0,-1.0,31900.0,15000.0,22231.0,31897.0,38742.0,46602.0,-1.0,32949.0,21454.0,21027.0,8601.0,23729.0,32156.0,31900.0,-1.0,-1.0,-1.0
2002,31755.0,-1.0,-1.0,-1.0,66316.0,46429.0,48365.0,19549.0,-1.0,54335.0,27020.0,41952.0,23018.0,8023.0,-1.0,39536.0,-1.0,53699.0,57466.0,54745.0,45847.0,-1.0,65767.0,28664.0,-1.0,-1.0,-1.0,32303.0,5000.0,26387.0,26508.0,37657.0,55071.0,-1.0,27255.0,24178.0,8023.0,14892.0,25946.0,32289.0,32303.0,-1.0,-1.0,-1.0
2003,26601.0,-1.0,-1.0,-1.0,64456.0,41623.0,52156.0,19167.0,-1.0,45386.0,21900.0,-1.0,15386.0,18542.0,-1.0,30225.0,44000.0,54862.0,53684.0,49628.0,41483.0,-1.0,52583.0,35459.0,18924.0,-1.0,-1.0,34200.0,23333.0,17277.0,22633.0,35210.0,44191.0,-1.0,20045.0,13868.0,18542.0,8390.0,27287.0,28527.0,34200.0,-1.0,-1.0,-1.0
2004,34053.0,-1.0,-1.0,-1.0,46478.0,40921.0,47612.0,28269.0,-1.0,51767.0,11098.0,32701.0,29034.0,15671.0,-1.0,41869.0,26667.0,53315.0,64522.0,64837.0,54706.0,-1.0,66855.0,36445.0,36184.0,-1.0,-1.0,27985.0,16000.0,24620.0,36141.0,48649.0,55874.0,53427.0,39595.0,24393.0,15671.0,13969.0,31395.0,35185.0,27985.0,-1.0,-1.0,31667.0
2005,31348.0,-1.0,-1.0,20637.0,65271.0,41984.0,48435.0,25412.0,-1.0,53985.0,13833.0,32985.0,24284.0,19481.0,-1.0,39507.0,38000.0,48537.0,54324.0,55655.0,50306.0,-1.0,57912.0,41329.0,28107.0,-1.0,-1.0,19821.0,16667.0,23910.0,30406.0,39374.0,54354.0,58236.0,36165.0,24302.0,19481.0,4028.0,26742.0,32674.0,19821.0,-1.0,-1.0,34375.0
2006,26005.0,45801.0,41667.0,20665.0,63813.0,43050.0,49462.0,22049.0,-1.0,46697.0,25379.0,33002.0,26771.0,5407.0,-1.0,37745.0,-1.0,55405.0,56693.0,55292.0,46541.0,-1.0,57330.0,45575.0,26058.0,-1.0,-1.0,10333.0,18667.0,19646.0,25140.0,32022.0,51225.0,55730.0,33144.0,21523.0,5407.0,20602.0,16907.0,26769.0,10333.0,-1.0,-1.0,32202.0
2007,30188.0,35290.0,41667.0,22953.0,57506.0,38235.0,46553.0,23267.0,-1.0,51511.0,28211.0,33020.0,19541.0,12500.0,-1.0,38926.0,-1.0,50000.0,49834.0,54102.0,53799.0,-1.0,58199.0,47179.0,25661.0,-1.0,-1.0,19824.0,21000.0,30565.0,28551.0,41062.0,44752.0,48184.0,29160.0,35214.0,12500.0,15849.0,28273.0,32907.0,19824.0,-1.0,-1.0,31453.0
2008,39683.0,38992.0,39985.0,24406.0,67017.0,47007.0,51616.0,23987.0,-1.0,56053.0,25048.0,33038.0,44720.0,11241.0,-1.0,40913.0,25246.0,59688.0,59669.0,59715.0,54131.0,-1.0,59037.0,25615.0,31719.0,-1.0,-1.0,16782.0,20822.0,25507.0,34458.0,44248.0,53066.0,48184.0,38356.0,36949.0,11241.0,20545.0,31670.0,33444.0,16782.0,-1.0,-1.0,34217.0
2009,34618.0,40768.0,34666.0,18657.0,72863.0,40625.0,51644.0,24793.0,-1.0,47500.0,22708.0,33056.0,28914.0,15571.0,-1.0,39800.0,-1.0,62096.0,62676.0,62690.0,50247.0,-1.0,60669.0,24314.0,25347.0,-1.0,36847.0,16811.0,24038.0,25420.0,30362.0,42061.0,56697.0,45302.0,28774.0,28345.0,15571.0,14832.0,31301.0,35727.0,16811.0,27190.0,-1.0,34792.0
2010,28819.0,30925.0,31252.0,24588.0,65654.0,41176.0,48603.0,29730.0,24615.0,44206.0,21974.0,33074.0,26837.0,16020.0,7411.0,40457.0,12355.0,52930.0,53395.0,54261.0,48227.0,-1.0,56776.0,19336.0,30268.0,-1.0,24651.0,17500.0,21010.0,23158.0,25187.0,37298.0,53761.0,61514.0,30656.0,22336.0,16020.0,10571.0,23794.0,34407.0,17500.0,17708.0,-1.0,34745.0
2011,32050.0,35322.0,36757.0,22830.0,61715.0,40000.0,51685.0,23731.0,28333.0,44667.0,25481.0,33092.0,30875.0,18968.0,7440.0,44120.0,18821.0,58591.0,51378.0,52277.0,50028.0,-1.0,63910.0,19265.0,34646.0,-1.0,36468.0,24840.0,23173.0,22766.0,31764.0,45238.0,50813.0,42823.0,34355.0,30498.0,18968.0,9263.0,25106.0,33369.0,24840.0,23540.0,-1.0,34851.0
2012,37183.0,41687.0,35379.0,24885.0,68725.0,37692.0,52091.0,27385.0,11415.0,59241.0,17260.0,33109.0,24533.0,19690.0,7468.0,43728.0,8834.0,62852.0,49455.0,61788.0,50314.0,-1.0,58462.0,27951.0,27891.0,-1.0,37977.0,24876.0,20077.0,36970.0,30996.0,43070.0,55338.0,37364.0,30989.0,44286.0,19690.0,8179.0,36507.0,33769.0,24876.0,20829.0,-1.0,32581.0
2013,28818.0,33971.0,42060.0,24619.0,70500.0,37500.0,55961.0,25965.0,22759.0,48756.0,27744.0,33127.0,28267.0,17263.0,-1.0,36221.0,17171.0,50850.0,56448.0,65734.0,49813.0,-1.0,55126.0,29166.0,33783.0,-1.0,40560.0,20810.0,18237.0,25957.0,33519.0,45755.0,52773.0,55737.0,38903.0,27500.0,17263.0,15429.0,31318.0,36314.0,20810.0,24120.0,-1.0,33413.0
2014,39670.0,36379.0,41182.0,22427.0,90665.0,46272.0,61871.0,26000.0,25699.0,59267.0,22980.0,33145.0,31925.0,15729.0,-1.0,47453.0,12103.0,62039.0,62817.0,71071.0,58983.0,-1.0,61044.0,24150.0,35876.0,-1.0,31298.0,18160.0,20810.0,26900.0,38001.0,50290.0,52200.0,51497.0,39497.0,40645.0,15729.0,15618.0,32906.0,40173.0,18160.0,26424.0,-1.0,31532.0
