,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Romania,Lao People's Democratic Republic,Zambia,Solomon Islands,Peru,Papua New Guinea,Somalia,Suriname,Togo,Albania,Brazil,Mozambique,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Hungary,Chad,Colombia,Spain,Central African Republic,India,Jamaica,Ecuador,Swaziland,Indonesia,Republic of Moldova,Argentina,Turkey,Angola,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,Nigeria,Mali,Congo,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Puerto Rico,Iran (Islamic Republic of),Kazakhstan,Gambia,Ghana,"China, mainland",Algeria,Guinea-Bissau,Rwanda,New Zealand,Cameroon,Guatemala,Cuba,Pacific Islands Trust Territory,United States of America,Bhutan,Turkmenistan,Micronesia (Federated States of),Philippines,Iraq,Madagascar,Timor-Leste,United Republic of Tanzania,Burundi,Nepal,Costa Rica,Bangladesh,Italy,Senegal,Mauritius,Uganda,Comoros,Benin,Uzbekistan,China,Cambodia,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Malawi,"China, Taiwan Province of",Réunion,Japan,Afghanistan,Trinidad and Tobago,Saudi Arabia,Sudan,Azerbaijan,Nicaragua,Viet Nam,Mauritania,Russian Federation,Micronesia,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Sierra Leone,Sri Lanka,Côte d'Ivoire,South Africa,Bulgaria,Myanmar,Ukraine,Liberia
1971,390000.0,40002.0,20200.0,8930.0,40721.0,95600.0,1456480.0,30.0,7096000.0,3110.0,,6330.0,101617.0,27500.0,664770.0,850.0,1141.0,147340.0,770.0,500.0,40153.0,26290.0,3408.0,4763998.0,78000.0,17110.0,4653.0,530000.0,40721.0,14644.0,26440.0,54732.0,253510.0,61100.0,13000.0,37757808.0,320.0,56587.0,2371.0,8324320.0,,77200.0,65000.0,22000.0,,477631.0,10841.0,,734532.0,14900.0,,38000.0,1190000.0,250000.0,304000.0,169400.0,3000.0,74000.0,290.0,7848.0,700.0,344000.0,,28327.0,60700.0,34883008.0,670.0,30000.0,680.0,,15652.0,13750.0,168100.0,65.0,735668.0,23500.0,,,3332290.0,109075.0,997150.0,7000.0,153000.0,3113.0,1200760.0,35500.0,9297682.0,175075.0,83700.0,188.0,24000.0,9000.0,3800.0,,35639661.0,1880000.0,,5041.0,1000.0,27260.0,11776.0,31408.0,2600.0,,400.0,32000.0,752000.0,,2698000.0,200000.0,3764.0,760.0,,,26155.0,4692100.0,1500.0,,65.0,42204.0,53450.0,22700.0,,112626.0,2734.0,153572.0,190775.0,356000.0,693771.0,282000.0,1300.0,17001.0,4763800.0,,162000.0
1972,421000.0,40454.0,17900.0,8903.0,40469.0,105200.0,1479547.0,25.0,6780000.0,3369.0,,6880.0,80390.0,26900.0,664790.0,710.0,395.0,118055.0,530.0,870.0,37409.0,16000.0,4000.0,4532933.0,76000.0,17185.0,3803.0,530000.0,40469.0,10990.0,27571.0,50052.0,273840.0,59100.0,13500.0,36687808.0,100.0,91393.0,1699.0,7897640.0,,83100.0,51000.0,22000.0,,481412.0,9828.0,,766177.0,14942.0,,42000.0,1191000.0,252800.0,237000.0,167200.0,5584.0,66800.0,159.0,7125.0,700.0,377000.0,,23300.0,70000.0,35108000.0,1070.0,32000.0,630.0,,16909.0,10997.0,170107.0,80.0,735668.0,24000.0,,,3194150.0,94000.0,1017850.0,9000.0,155000.0,2223.0,1140153.0,32000.0,9629708.0,183347.0,53700.0,263.0,17900.0,9100.0,4366.0,,35851803.0,1399000.0,,5041.0,3100.0,25700.0,12358.0,31146.0,2000.0,,400.0,42000.0,740000.0,,2643000.0,210000.0,4386.0,47.0,,,26159.0,4900000.0,2000.0,,80.0,43487.0,51300.0,21600.0,,65336.0,2473.0,156145.0,199170.0,348000.0,638971.0,282000.0,1300.0,14846.0,4528100.0,,170000.0
1973,462000.0,38940.0,15900.0,8000.0,45100.0,105300.0,1511922.0,100.0,7743000.0,3225.0,,7408.0,92781.0,23100.0,664800.0,900.0,394.0,117805.0,360.0,550.0,44985.0,9530.0,4800.0,4794832.0,75000.0,17775.0,3144.0,570000.0,45100.0,9520.0,27423.0,55000.0,290860.0,61400.0,7810.0,38285008.0,140.0,84757.0,1328.0,8403600.0,,76550.0,59500.0,22000.0,,418820.0,8754.0,,751640.0,17100.0,,39000.0,1181718.0,257900.0,373000.0,185100.0,5000.0,65700.0,30.0,7025.0,700.0,434000.0,,18800.0,66000.0,35055008.0,1220.0,35000.0,733.0,,18927.0,12405.0,225300.0,80.0,878237.0,24500.0,,,3527750.0,63960.0,1053200.0,10000.0,130824.0,2652.0,1227027.0,65458.0,9878297.0,189896.0,64558.0,200.0,9800.0,9200.0,4500.0,,35781152.0,811000.0,,5461.0,2700.0,18540.0,13549.0,34540.0,1200.0,,450.0,40000.0,723000.0,,2622000.0,210000.0,4386.0,180.0,,,25041.0,5030000.0,815.0,,80.0,39182.0,46700.0,21436.0,,113034.0,2522.0,150400.0,207945.0,351000.0,671689.0,290000.0,1300.0,16246.0,4879500.0,,182000.0
1974,495000.0,32590.0,14500.0,8907.0,67502.0,112200.0,1604190.0,100.0,7333000.0,4063.0,,6561.0,115763.0,23300.0,685900.0,1066.0,394.0,115755.0,400.0,570.0,44353.0,10155.0,4000.0,4664883.0,75000.0,14810.0,1906.0,600000.0,67502.0,11130.0,28330.0,43200.0,368550.0,61200.0,13956.0,37888400.0,160.0,102687.0,1106.0,8508600.0,,82700.0,58000.0,15000.0,,442344.0,9701.0,,740000.0,21000.0,,45000.0,1204515.0,261300.0,269000.0,197900.0,6668.0,67300.0,540.0,7041.0,700.0,436000.0,,21900.0,66800.0,35476000.0,1020.0,50000.0,974.0,,21229.0,12257.0,203643.0,80.0,1024245.0,25000.0,,,3632490.0,31415.0,1063520.0,10000.0,163000.0,3067.0,1239853.0,79520.0,9792191.0,187600.0,84000.0,171.0,17300.0,9500.0,5850.0,,36254906.0,555000.0,,6179.0,3800.0,13770.0,14218.0,42660.0,1000.0,,300.0,42000.0,777000.0,,2724000.0,210000.0,6405.0,180.0,,,29543.0,5111920.0,1000.0,,80.0,33000.0,53300.0,22900.0,,117309.0,3363.0,172949.0,217100.0,370000.0,797021.0,317000.0,1300.0,16792.0,4884100.0,,201000.0
1975,500000.0,41300.0,10200.0,10190.0,75562.0,115370.0,1709724.0,100.0,8357000.0,4451.0,,6305.0,134000.0,21890.0,680000.0,1690.0,599.0,122480.0,600.0,1600.0,47500.0,10780.0,4000.0,5306270.0,75000.0,17200.0,1975.0,625000.0,75562.0,16940.0,27027.0,40681.0,381450.0,62100.0,12926.0,39475408.0,1400.0,122371.0,1613.0,8495100.0,,92500.0,54750.0,15000.0,,442213.0,11389.0,,750339.0,20000.0,,43000.0,1218000.0,267800.0,261000.0,220000.0,3800.0,88800.0,1047.0,8104.0,680.0,461000.0,,22300.0,78500.0,35693008.0,580.0,75000.0,1042.0,,23716.0,16366.0,178200.0,80.0,1140388.0,25500.0,,,3674040.0,29880.0,1078210.0,12000.0,204000.0,2968.0,1255795.0,87100.0,10329868.0,174100.0,87100.0,244.0,17900.0,9500.0,7300.0,,36483983.0,900000.0,,7244.0,6200.0,22880.0,20692.0,46923.0,836.0,,250.0,40000.0,789000.0,,2764000.0,210000.0,8094.0,200.0,,,29540.0,4855900.0,1036.0,,80.0,30225.0,74750.0,24600.0,,113548.0,3636.0,256661.0,226660.0,380000.0,597229.0,390000.0,1300.0,16810.0,5029600.0,,191000.0
1976,524000.0,45000.0,7800.0,9011.0,74840.0,122350.0,1749383.0,100.0,8167000.0,4290.0,,7000.0,97000.0,20900.0,524564.0,2236.0,1297.0,133165.0,690.0,1800.0,48400.0,11600.0,4000.0,6656480.0,75000.0,21700.0,1829.0,630000.0,74840.0,13797.0,28447.0,46978.0,355650.0,64000.0,13500.0,38511104.0,1000.0,134790.0,1864.0,8368760.0,,87270.0,54000.0,20000.0,,453030.0,10998.0,,733000.0,19000.0,,40000.0,1214904.0,272600.0,172000.0,178000.0,3880.0,114200.0,311.0,8236.0,680.0,413350.0,,22800.0,77000.0,36181008.0,500.0,90000.0,1070.0,,25688.0,18730.0,163240.0,80.0,1003606.0,26000.0,,,3641380.0,52407.0,1063920.0,12000.0,267000.0,3025.0,1261619.0,80165.0,9882050.0,182400.0,80100.0,103.0,24409.0,10000.0,10200.0,,36969180.0,1000000.0,,9452.0,5300.0,28590.0,17998.0,52327.0,554.0,,250.0,45000.0,786343.0,,2779000.0,210000.0,7648.0,200.0,,,21102.0,5297300.0,1187.0,,80.0,22284.0,71790.0,28100.0,,66867.0,3680.0,159410.0,236640.0,400000.0,635471.0,398000.0,1300.0,16655.0,4911500.0,,200000.0
1977,546000.0,31896.0,11100.0,9312.0,92038.0,109980.0,1899100.0,150.0,8750000.0,3440.0,,6700.0,136000.0,19800.0,561100.0,2200.0,1940.0,134356.0,440.0,4400.0,49700.0,15550.0,4000.0,5992090.0,80000.0,23000.0,733.0,650000.0,92038.0,12460.0,27908.0,16800.0,337225.0,67900.0,18000.0,40282608.0,600.0,107054.0,1900.0,8359570.0,,90600.0,57950.0,20000.0,,436652.0,11692.0,,723000.0,18300.0,,40036.0,1230041.0,276800.0,246000.0,178000.0,3900.0,112591.0,50.0,8302.0,680.0,403790.0,,22200.0,129000.0,35490000.0,570.0,80000.0,1235.0,,24555.0,12085.0,151760.0,80.0,910150.0,26500.0,,,3601700.0,63485.0,1175265.0,13000.0,243000.0,4100.0,1264060.0,71035.0,10027652.0,185764.0,63300.0,46.0,19600.0,10300.0,8900.0,,36268342.0,1000000.0,,11762.0,6200.0,35460.0,24347.0,56840.0,458.0,,300.0,45000.0,777609.0,,2757000.0,210000.0,7527.0,289.0,,,24500.0,5468700.0,1600.0,,80.0,34303.0,69315.0,33600.0,,165809.0,2833.0,180464.0,247060.0,410000.0,782285.0,409000.0,1300.0,17184.0,4864000.0,,206000.0
1978,580000.0,35000.0,11300.0,8824.0,91434.0,99110.0,2025600.0,220.0,8935000.0,2630.0,,7500.0,115000.0,21700.0,578500.0,3800.0,2663.0,114274.0,350.0,9800.0,55200.0,16000.0,4000.0,5623515.0,85000.0,25400.0,186.0,657000.0,91434.0,13895.0,23938.0,50000.0,434265.0,68292.0,12808.0,40482208.0,1200.0,81300.0,1900.0,8929170.0,,95000.0,70000.0,15000.0,,434968.0,11837.0,,583000.0,18400.0,,51614.0,1229750.0,278700.0,292000.0,111675.0,3500.0,102500.0,50.0,8336.0,680.0,386200.0,,22900.0,123000.0,34421008.0,260.0,60000.0,1311.0,,31879.0,11469.0,151733.0,80.0,1201930.0,27000.0,,,3560700.0,54717.0,1133000.0,14000.0,258000.0,4200.0,1262650.0,75747.0,10101807.0,191148.0,91487.0,36.0,24400.0,10500.0,9100.0,,35173502.0,1000000.0,,8400.0,9000.0,32640.0,15526.0,58380.0,577.0,,380.0,47000.0,752308.0,,2548000.0,210000.0,5069.0,159.0,,,28070.0,5462500.0,1700.0,,80.0,32933.0,63140.0,31800.0,,166148.0,2410.0,121314.0,257940.0,425000.0,839425.0,428000.0,1300.0,16616.0,5010500.0,,194000.0
1979,610000.0,40000.0,6900.0,9371.0,110230.0,94240.0,2034500.0,650.0,8654000.0,2792.0,,8700.0,90188.0,22600.0,689300.0,3100.0,2997.0,131445.0,250.0,4800.0,58855.0,18300.0,4000.0,5452086.0,90000.0,19523.0,66.0,660000.0,110230.0,14770.0,19945.0,50000.0,430650.0,68600.0,13501.0,39414304.0,600.0,110875.0,1900.0,8803564.0,,102400.0,75000.0,14000.0,,438891.0,12618.0,,738000.0,18390.0,,54003.0,1233234.0,284200.0,400000.0,242534.0,3000.0,109375.0,50.0,8363.0,660.0,381394.0,,17100.0,105000.0,33839008.0,400.0,60000.0,1279.0,,22936.0,12500.0,147478.0,81.0,1161060.0,27500.0,,,3636810.0,58700.0,1163000.0,14000.0,260000.0,3000.0,1254240.0,80000.0,10159848.0,183469.0,78718.0,7.0,12000.0,12000.0,8200.0,,34559686.0,774000.0,,10000.0,5900.0,47070.0,19118.0,60010.0,600.0,,400.0,45000.0,720612.0,,2497000.0,206000.0,5071.0,271.0,,,35948.0,5485200.0,2670.0,,81.0,34689.0,51470.0,30100.0,,196712.0,2121.0,151228.0,269300.0,400000.0,789562.0,448000.0,1300.0,16413.0,4441900.0,,201000.0
1980,666000.0,36586.0,6600.0,9008.0,116356.0,92470.0,1933100.0,450.0,9200080.0,3278.0,,9750.0,94840.0,19800.0,732050.0,5100.0,3869.0,102532.0,180.0,5900.0,64956.0,18400.0,4000.0,6243138.0,90000.0,20100.0,33.0,650000.0,116356.0,16783.0,15600.0,40000.0,414200.0,68400.0,13756.0,40151504.0,912.0,126608.0,1900.0,9005065.0,,82200.0,52000.0,12000.0,,408374.0,13057.0,,716800.0,17800.0,,50000.0,1233038.0,292900.0,550000.0,135275.0,2700.0,112000.0,20.0,8525.0,660.0,462180.0,,21700.0,99000.0,33845008.0,420.0,60000.0,1337.0,,19505.0,12600.0,147354.0,83.0,1340300.0,28300.0,,,3459130.0,55450.0,1199000.0,15000.0,245000.0,4254.0,1275520.0,60000.0,10308931.0,176089.0,67175.0,37.0,11000.0,12000.0,8367.0,,34482478.0,1440000.0,,12600.0,5900.0,40840.0,19678.0,67350.0,600.0,,400.0,42000.0,637437.0,,2377000.0,191000.0,2840.0,60.0,,,32614.0,5600200.0,3377.0,,83.0,34691.0,66140.0,24000.0,,201212.0,1991.0,127477.0,281155.0,410000.0,823734.0,360000.0,1300.0,16552.0,4800900.0,,197000.0
