,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Switzerland,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
1971,34000.0,,8412.0,8412.0,13567.0,115300.0,,147900.0,2114.0,,180000.0,,1074300.0,,2000.0,1015.0,21200.0,70000.0,18000.0,3936281.0,95000.0,-1.0,-1.0,315000.0,,39900.0,5700.0,45810.0,68800.0,187100.0,7520500.0,319.0,17000.0,67140.0,2432.0,274000.0,24000.0,60640.0,102000.0,,554.0,120000.0,70000.0,,,45900.0,1759.0,95000.0,45029.0,144200.0,,49800.0,,,33000.0,,172900.0,31700.0,,-1.0,1900000.0,73725.0,638.0,72115.0,160494.0,,103104.0,10700.0,176900.0,,35000.0,186.0,700.0,524465.0,-1.0,36900.0,11000.0,,5000.0,260000.0,280000.0,,17000.0,31289.0,,146.0,23330.0,71460.0,125666.0,3283.0,459000.0,2491.0,,76140.0,1560.0,1924256.0,35500.0,,,3361.0,5000.0,69910.0,71050.0,3500.0,40000.0,,98100.0,6970.0,24256.0,300.0,161900.0,,,5881.0,-1.0,,,62230.0,69000.0,,-1.0,,326700.0,1600.0,60.0,226.0,3826.0,-1.0,1965126.0,58000.0,-1.0,,5300.0,95748.0,-1.0,,105424.0,330500.0,
1972,35000.0,,9516.0,9516.0,12000.0,97000.0,,213000.0,2042.0,,180000.0,,1100800.0,,2000.0,977.0,28500.0,40900.0,17000.0,3971034.0,95000.0,-1.0,-1.0,320000.0,,39795.0,5800.0,54308.0,84600.0,188500.0,7491700.0,304.0,10000.0,62139.0,2460.0,302000.0,23000.0,62200.0,105000.0,,663.0,120000.0,74000.0,,,40100.0,1719.0,96000.0,42060.0,146000.0,,46200.0,,,31400.0,,165600.0,33200.0,,-1.0,1800000.0,71047.0,580.0,69670.0,154593.0,,107707.0,10000.0,100000.0,,40000.0,243.0,700.0,554816.0,-1.0,37850.0,10000.0,,7000.0,280000.0,250000.0,,17500.0,23311.0,,149.0,35500.0,87000.0,95528.0,2259.0,309000.0,3500.0,,63900.0,1500.0,1829138.0,28800.0,,,3361.0,2600.0,79470.0,70466.0,3600.0,40000.0,,100000.0,7090.0,29138.0,210.0,161300.0,,,6301.0,-1.0,,,60900.0,70000.0,,-1.0,,322100.0,1800.0,60.0,273.0,4669.0,-1.0,1686746.0,63000.0,-1.0,,7000.0,83232.0,-1.0,,103855.0,366500.0,
1973,35000.0,,4523.0,4523.0,10300.0,111900.0,,239000.0,2145.0,,250000.0,,893900.0,,2000.0,907.0,17900.0,41800.0,13800.0,3815452.0,95000.0,-1.0,-1.0,320000.0,,45108.0,5900.0,53903.0,87000.0,173300.0,8640100.0,302.0,14000.0,66339.0,1989.0,336000.0,19000.0,78700.0,99500.0,,1089.0,120000.0,75000.0,,,42100.0,1974.0,96000.0,42349.0,150800.0,,47000.0,,,33400.0,,181000.0,37500.0,,-1.0,1800000.0,65120.0,413.0,70315.0,160025.0,,105320.0,9500.0,113407.0,,20000.0,252.0,700.0,538912.0,-1.0,39980.0,9496.0,,6000.0,280000.0,290000.0,,18000.0,20095.0,,152.0,26681.0,105000.0,80781.0,2278.0,359000.0,3462.0,,61500.0,1350.0,1831255.0,30000.0,,,2520.0,4300.0,67550.0,62075.0,4000.0,41000.0,,102000.0,6160.0,31255.0,210.0,146300.0,,,5881.0,-1.0,,,46970.0,65000.0,,-1.0,,306400.0,2200.0,55.0,250.0,4740.0,-1.0,1869686.0,70000.0,-1.0,,9000.0,66612.0,-1.0,,99008.0,371300.0,
1974,36000.0,,3230.0,3230.0,12100.0,113800.0,,190720.0,2054.0,,270000.0,,942100.0,,2000.0,3446.0,16100.0,43013.0,16600.0,4288555.0,95000.0,-1.0,-1.0,325000.0,,51429.0,6100.0,69400.0,90700.0,168800.0,8361000.0,354.0,19700.0,66181.0,1438.0,366200.0,10000.0,108000.0,100000.0,,1446.0,120000.0,74058.0,,,39300.0,2717.0,96000.0,41235.0,153400.0,,43400.0,,,41810.0,,166000.0,39500.0,,-1.0,1700000.0,68020.0,484.0,72175.0,186723.0,,117591.0,9000.0,90915.0,,18000.0,232.0,700.0,614223.0,-1.0,37480.0,13958.0,,5000.0,260000.0,240000.0,,18500.0,21500.0,,160.0,35520.0,130000.0,75145.0,2258.0,408000.0,3845.0,,51400.0,1100.0,1729903.0,30000.0,,,2520.0,2600.0,73890.0,62015.0,4000.0,43000.0,,104000.0,5190.0,29903.0,300.0,136400.0,,,7141.0,-1.0,,,65100.0,65000.0,,-1.0,,297400.0,2800.0,60.0,291.0,5506.0,-1.0,1551877.0,72000.0,-1.0,,12092.0,80693.0,-1.0,,109598.0,344500.0,
1975,36000.0,,7592.0,7592.0,16100.0,125700.0,,147200.0,2023.0,,280000.0,,879300.0,,2000.0,250.0,18800.0,44275.0,12500.0,4145916.0,96000.0,-1.0,-1.0,330000.0,,55860.0,6200.0,65558.0,120700.0,167400.0,8750100.0,356.0,28063.0,62553.0,1682.0,292800.0,8537.0,137410.0,94000.0,,1476.0,120000.0,68100.0,,,39200.0,3760.0,85000.0,44549.0,156200.0,,55000.0,,,41750.0,,166500.0,41500.0,,-1.0,1700000.0,73560.0,569.0,70935.0,190600.0,,127000.0,9600.0,158100.0,,15000.0,0.0,700.0,593301.0,-1.0,39320.0,13075.0,,5000.0,268000.0,290000.0,,19000.0,24900.0,,135.0,35520.0,140000.0,71448.0,2247.0,407300.0,4417.0,,54500.0,1040.0,1730256.0,28000.0,,,4957.0,3900.0,68020.0,73525.0,4000.0,43000.0,,107500.0,3590.0,30256.0,300.0,120400.0,,,8402.0,-1.0,,,56140.0,53800.0,,-1.0,,302425.0,2950.0,70.0,295.0,5861.0,-1.0,1752632.0,107000.0,-1.0,,11296.0,89279.0,-1.0,,94287.0,379400.0,
1976,46000.0,,8224.0,8224.0,16590.0,114174.0,,207680.0,1950.0,,310000.0,,830900.0,,1900.0,180.0,19700.0,46310.0,18100.0,4059176.0,97000.0,-1.0,-1.0,325000.0,,52878.0,6300.0,66400.0,101000.0,162000.0,8204500.0,445.0,29656.0,67924.0,2167.0,216000.0,8657.0,146960.0,102000.0,,1353.0,120000.0,42600.0,,,38400.0,2456.0,90000.0,45875.0,159000.0,,63400.0,,,45465.0,,152000.0,43500.0,,-1.0,1700000.0,68090.0,504.0,73595.0,202880.0,,130000.0,8386.0,133100.0,,15000.0,,700.0,602690.0,-1.0,43310.0,11332.0,,5000.0,294000.0,290000.0,,19500.0,22700.0,,173.0,27571.0,170000.0,69947.0,1734.0,434892.0,6142.0,,59954.0,820.0,1734338.0,31000.0,,,3906.0,1500.0,81550.0,75111.0,4400.0,44000.0,,111000.0,2390.0,34338.0,300.0,109000.0,,,8402.0,-1.0,,,67550.0,69900.0,,-1.0,,271055.0,3000.0,75.0,334.0,5043.0,-1.0,1315819.0,104000.0,-1.0,,13464.0,72659.0,-1.0,,90885.0,333200.0,
1977,52000.0,,10360.0,10360.0,15560.0,118321.0,,377920.0,1983.0,,350000.0,,686400.0,,2500.0,250.0,18800.0,47630.0,20600.0,4551032.0,95000.0,-1.0,-1.0,325000.0,,52588.0,6300.0,70000.0,115800.0,156600.0,8329900.0,378.0,14642.0,59000.0,2116.0,293000.0,16445.0,171000.0,103000.0,,909.0,120000.0,49300.0,,,38100.0,3691.0,103458.0,46135.0,161600.0,,66800.0,,,42000.0,,145000.0,44000.0,,-1.0,1700000.0,58300.0,459.0,67491.0,213276.0,,138000.0,6701.0,85600.0,,25000.0,,700.0,513903.0,-1.0,43780.0,8045.0,,5000.0,350000.0,300000.0,,20000.0,25400.0,,222.0,24192.0,175000.0,62406.0,2009.0,338347.0,6093.0,,63370.0,960.0,1735000.0,33000.0,,,2100.0,9100.0,97300.0,76696.0,4400.0,44000.0,,115000.0,1830.0,35000.0,300.0,109300.0,,,6516.0,-1.0,,,61600.0,85800.0,,-1.0,,268047.0,2800.0,80.0,252.0,4126.0,-1.0,1630732.0,93000.0,-1.0,,26239.0,61493.0,-1.0,,86041.0,332000.0,
1978,52000.0,,4784.0,4784.0,14850.0,114610.0,,374400.0,1943.0,,370000.0,,635300.0,,2800.0,400.0,21800.0,51660.0,21200.0,4617259.0,90000.0,-1.0,-1.0,325000.0,,51748.0,6000.0,59893.0,110900.0,150400.0,8397100.0,367.0,11066.0,39118.0,2116.0,316000.0,19495.0,136000.0,99500.0,,889.0,110000.0,21300.0,,,37100.0,3467.0,101415.0,36699.0,163500.0,,86200.0,,,52767.0,,132000.0,46500.0,,-1.0,1500000.0,49590.0,330.0,63833.0,214939.0,,145000.0,8446.0,94800.0,,27000.0,,700.0,588580.0,-1.0,45120.0,9250.0,,5000.0,500000.0,270000.0,,20200.0,26000.0,,183.0,29000.0,194000.0,59802.0,2220.0,388000.0,5511.0,,85750.0,1107.0,1535214.0,28000.0,,,5100.0,10000.0,111740.0,80972.0,4500.0,40000.0,,117000.0,1950.0,35214.0,315.0,87400.0,,,6292.0,-1.0,,,66500.0,91300.0,,-1.0,,281526.0,4330.0,60.0,281.0,4772.0,-1.0,1580228.0,104000.0,-1.0,,26265.0,69706.0,-1.0,,53135.0,385300.0,
1979,50000.0,,4297.0,4297.0,10950.0,133177.0,,354560.0,2266.0,,380000.0,,417700.0,,3000.0,750.0,16600.0,84500.0,23000.0,4212424.0,85000.0,-1.0,-1.0,327000.0,,55035.0,4400.0,34000.0,112400.0,142400.0,8153400.0,372.0,10151.0,44386.0,1138.0,344000.0,25543.0,231290.0,109950.0,,723.0,110000.0,20000.0,,,37200.0,3776.0,89678.0,40121.0,164600.0,,81400.0,,,46415.0,,145300.0,51800.0,,-1.0,1700000.0,53755.0,277.0,64063.0,238200.0,,152000.0,10351.0,67700.0,,27000.0,,700.0,561600.0,-1.0,47870.0,6775.0,,5000.0,500000.0,270000.0,,20500.0,19000.0,,200.0,25000.0,178000.0,51619.0,2540.0,227000.0,3769.0,,79922.0,967.0,1735399.0,20000.0,,,2500.0,10000.0,109990.0,72549.0,4500.0,40000.0,,113000.0,1980.0,35399.0,300.0,83600.0,,,5493.0,-1.0,,,53337.0,85900.0,,-1.0,,259972.0,3720.0,50.0,255.0,3720.0,-1.0,1051431.0,132000.0,-1.0,,20937.0,65869.0,-1.0,,51678.0,400100.0,
1980,49000.0,,3314.0,3314.0,9663.0,135200.0,,394993.0,2490.0,,420000.0,,477200.0,,2910.0,1500.0,18500.0,89500.0,22500.0,4643409.0,80000.0,-1.0,-1.0,330000.0,,52448.0,3242.0,38400.0,115400.0,131500.0,9298600.0,326.0,6919.0,48156.0,1138.0,434000.0,26750.0,205000.0,113000.0,,717.0,110000.0,18560.0,,,33900.0,3661.0,90000.0,38790.0,174100.0,,79800.0,,,51300.0,,131400.0,58700.0,,-1.0,1700000.0,52409.0,265.0,64779.0,257154.0,,154000.0,10000.0,64500.0,,39100.0,,700.0,752300.0,-1.0,50360.0,6925.0,,4500.0,500000.0,290000.0,,20800.0,18000.0,,200.0,22000.0,170000.0,48144.0,2330.0,224000.0,7009.0,,62000.0,1125.0,1734290.0,16000.0,,,3100.0,10200.0,110700.0,68333.0,4500.0,40000.0,,117000.0,1900.0,34290.0,300.0,79300.0,,,4882.0,-1.0,,,54294.0,51100.0,,-1.0,,272678.0,3820.0,50.0,218.0,3420.0,-1.0,1551352.0,80000.0,-1.0,,22553.0,65870.0,-1.0,,48521.0,392800.0,
1981,48000.0,,5690.0,5690.0,7448.0,132099.0,,457833.0,3040.0,,430000.0,,399618.0,,3000.0,900.0,25900.0,87900.0,23000.0,5026925.0,75000.0,-1.0,-1.0,333000.0,,39859.0,3000.0,44500.0,117300.0,128500.0,9038500.0,300.0,7374.0,53525.0,1768.0,410000.0,18122.0,211400.0,105000.0,,518.0,110000.0,21040.0,,,28100.0,3631.0,90000.0,42780.0,179200.0,,49900.0,,,55000.0,,159100.0,80000.0,,-1.0,1700000.0,52370.0,362.0,64595.0,260569.0,,155000.0,9596.0,81900.0,,34100.0,,700.0,918600.0,-1.0,33933.0,8850.0,,4800.0,500000.0,290000.0,,21000.0,16000.0,,210.0,23681.0,155000.0,46248.0,2020.0,299000.0,6074.0,,68461.0,1170.0,1732237.0,39000.0,,,2520.0,9000.0,117740.0,76470.0,4500.0,33664.0,,120000.0,2500.0,32237.0,300.0,79000.0,,,4213.0,-1.0,,,89014.0,126000.0,,-1.0,,241559.0,6125.0,50.0,255.0,3365.0,-1.0,1990569.0,73000.0,-1.0,,28230.0,58759.0,-1.0,,58317.0,432000.0,
