,USSR,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Ethiopia,Kenya,Yemen,Romania,Serbia,Lao People's Democratic Republic,Lebanon,Somalia,Togo,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,El Salvador,Congo,Canada,Colombia,Spain,India,Malta,Lesotho,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Switzerland,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,Tunisia,Paraguay,Montenegro,Republic of Moldova,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Madagascar,Cyprus,Peru,Rwanda,Lithuania,Cameroon,Hungary,Guatemala,South Sudan,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Philippines,Iraq,Czechia,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,France,Luxembourg,Libya,Costa Rica,Bangladesh,Italy,Germany,Uganda,Syrian Arab Republic,Latvia,Benin,Sweden,China,Cambodia,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Uruguay,Zimbabwe,Ireland,Malawi,Algeria,"China, Taiwan Province of",Réunion,Japan,Sudan,Belarus,Egypt,Namibia,Georgia,Azerbaijan,Nicaragua,Viet Nam,Bosnia and Herzegovina,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Grenada,Jamaica,Netherlands,Djibouti,Mexico,South Africa,Mauritania,Tajikistan,Sri Lanka,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Croatia,Bulgaria,Myanmar,Ukraine
2003,,4101.0,26678.0,26678.0,12810.0,304600.0,720.0,231680.0,6180.0,181583.0,897032.0,4080.0,26996.0,,3539.0,188.0,65000.0,146531.0,17400.0,4090568.0,189289.0,300000.0,18500.0,350000.0,351.0,83878.0,4300.0,161700.0,114854.0,11661.0,9274600.0,158.0,11169.0,59391.0,2464.0,311863.0,18077.0,185400.0,162000.0,,,232408.0,,476.0,5500.0,9860.0,,53800.0,8433.0,200351.0,300.0,73205.0,,23881.0,37044.0,18144.0,,115833.0,5000.0,190400.0,1313800.0,83020.0,170.0,58133.0,356519.0,1800.0,219318.0,2303.0,130900.0,,106779.0,-1.0,19.0,545077.0,550.0,35618.0,6702.0,13.0,6393.0,687810.0,255000.0,203.0,30844.0,3188.0,104.0,318.0,20847.0,68600.0,9165.0,-1.0,780000.0,2230.0,400.0,119460.0,768.0,1319246.0,43335.0,25772.0,1777.0,5042.0,17000.0,25870.0,104216.0,5400.0,66000.0,1800.0,232762.0,1560.0,5446.0,2158.0,54800.0,,42241.0,20084.0,27.0,10221.0,3644.0,289067.0,206900.0,9643.0,90.0,6100.0,10636.0,27042.0,96.0,224.0,2075.0,5500.0,1904100.0,51010.0,11812.0,882.0,12010.0,34843.0,25354.0,6475.0,11953.0,2055000.0,38700.0
2004,,3016.0,33597.0,33597.0,12980.0,262800.0,743.0,177760.0,5181.0,240963.0,787120.0,814.0,45430.0,,2420.0,204.0,67000.0,159218.0,17200.0,3978660.0,58810.0,330000.0,18600.0,360000.0,351.0,87043.0,4400.0,123000.0,113650.0,11798.0,8782800.0,156.0,8570.0,52263.0,2003.0,318337.0,20424.0,120525.0,155000.0,,,332332.0,,109.0,5400.0,8743.0,,52300.0,8131.0,202107.0,200.0,73500.0,,22998.0,30576.0,19017.0,,110248.0,1500.0,183400.0,1148000.0,83040.0,160.0,57557.0,319349.0,2300.0,225898.0,1156.0,135000.0,,112201.0,-1.0,19.0,490606.0,603.0,36300.0,6300.0,1.0,6757.0,811010.0,240000.0,205.0,32152.0,3024.0,101.0,320.0,16347.0,47348.0,9246.0,-1.0,812000.0,1290.0,500.0,122560.0,750.0,1152783.0,37199.0,25151.0,1799.0,6302.0,22000.0,26532.0,103523.0,5350.0,68583.0,1600.0,211058.0,1992.0,4783.0,2256.0,54400.0,,43110.0,17269.0,40.0,17052.0,3930.0,231648.0,203100.0,9816.0,39.0,6300.0,10363.0,28371.0,96.0,206.0,2284.0,7222.0,1678400.0,56200.0,11559.0,940.0,8610.0,47326.0,26194.0,6137.0,7102.0,2071000.0,28200.0
2005,,2527.0,40380.0,40380.0,12380.0,243100.0,676.0,152800.0,6000.0,241000.0,1034477.0,871.0,57650.0,,2915.0,170.0,67583.0,170860.0,16100.0,3748656.0,34882.0,462200.0,18800.0,350000.0,451.0,85556.0,4477.0,168100.0,124611.0,10614.0,8047000.0,154.0,8785.0,62796.0,2243.0,318377.0,15900.0,142660.0,141200.0,,,351560.0,,158.0,5222.0,8800.0,,61500.0,6442.0,203882.0,100.0,75000.0,,20583.0,32523.0,23362.0,,111310.0,800.0,180000.0,1220000.0,74389.0,160.0,67413.0,313019.0,3900.0,205909.0,1248.0,134036.0,,94821.0,-1.0,16.0,617800.0,755.0,36115.0,4950.0,1.0,7097.0,894771.0,275000.0,150.0,32433.0,3207.0,124.0,320.0,16349.0,45729.0,8755.0,-1.0,828000.0,1300.0,500.0,127628.0,701.0,1225528.0,54366.0,23162.0,1688.0,6722.0,17000.0,23542.0,117806.0,5400.0,47450.0,2700.0,233845.0,1206.0,5528.0,2076.0,49500.0,,43345.0,17260.0,53.0,9346.0,3992.0,270255.0,205000.0,9499.0,60.0,6000.0,8437.0,27303.0,96.0,245.0,1099.0,7400.0,1261221.0,49300.0,11595.0,1630.0,9640.0,52531.0,27778.0,1774.0,8569.0,2184000.0,26700.0
2006,,700.0,28000.0,28000.0,9860.0,250900.0,678.0,145120.0,5540.0,163687.0,995391.0,1197.0,57441.0,22678.0,2665.0,173.0,65000.0,189627.0,15076.0,4034383.0,26731.0,453300.0,18761.0,370000.0,448.0,87379.0,4600.0,176300.0,120577.0,9206.0,8549300.0,130.0,27743.0,54613.0,3119.0,309103.0,21369.0,235090.0,129051.0,,,320690.0,,78.0,5270.0,9226.0,,61409.0,5539.0,205675.0,200.0,85000.0,500.0,19834.0,34907.0,34529.0,,97310.0,355.0,185000.0,950000.0,75290.0,160.0,73768.0,356381.0,4100.0,212862.0,783.0,247822.0,,76740.0,-1.0,20.0,619823.0,1822.0,35732.0,3500.0,-1.0,7525.0,894771.0,230000.0,154.0,32849.0,3045.0,80.0,320.0,14035.0,47669.0,8179.0,-1.0,849000.0,1132.0,600.0,95600.0,654.0,954774.0,75486.0,,1770.0,6991.0,19538.0,25650.0,77274.0,5350.0,66007.0,3200.0,242568.0,1496.0,4774.0,2115.0,42200.0,,47726.0,18240.0,67.0,6300.0,4079.0,228518.0,210000.0,9035.0,65.0,6300.0,7900.0,26984.0,96.0,283.0,1139.0,5500.0,1723219.0,54880.0,11653.0,1410.0,8700.0,22397.0,28889.0,1864.0,3677.0,2394000.0,20300.0
2007,,150.0,44291.0,44291.0,9550.0,278400.0,669.0,142880.0,5400.0,223357.0,846327.0,1340.0,40070.0,22405.0,2450.0,167.0,70309.0,179575.0,14600.0,3788280.0,110665.0,523500.0,21359.0,350000.0,355.0,81248.0,4800.0,152600.0,130656.0,8507.0,10000000.0,150.0,23038.0,49070.0,2782.0,306207.0,20061.0,251190.0,109250.0,,,420286.0,,84.0,5200.0,9555.0,,108000.0,6847.0,207486.0,150.0,85000.0,550.0,16895.0,33690.0,40919.0,,109355.0,327.0,183400.0,987000.0,75960.0,160.0,75110.0,358208.0,1200.0,199547.0,593.0,223601.0,,83793.0,-1.0,25.0,598617.0,1921.0,39011.0,1300.0,-1.0,7273.0,918742.0,225000.0,107.0,32779.0,2564.0,49.0,320.0,12017.0,48009.0,6006.0,-1.0,870000.0,675.0,500.0,169483.0,544.0,990890.0,65000.0,,1884.0,7131.0,-1.0,11179.0,79503.0,5500.0,56300.0,2200.0,260306.0,1394.0,3890.0,2150.0,43100.0,,35772.0,20850.0,80.0,6500.0,4492.0,231558.0,220000.0,9280.0,40.0,6100.0,7600.0,29400.0,100.0,236.0,1100.0,6748.0,1489218.0,50725.0,11619.0,1350.0,8765.0,45165.0,30045.0,4451.0,5334.0,2536000.0,20200.0
2008,,39.0,45000.0,45000.0,8830.0,247300.0,179.0,134880.0,5547.0,231433.0,641936.0,1368.0,36118.0,21366.0,2610.0,200.0,75583.0,191165.0,14300.0,3781908.0,114986.0,470700.0,22000.0,370000.0,355.0,107933.0,4800.0,125500.0,131714.0,6900.0,8000000.0,160.0,12243.0,45349.0,3050.0,278137.0,15104.0,254940.0,97848.0,,,375007.0,,77.0,5000.0,8000.0,,100000.0,6684.0,209316.0,170.0,55424.0,560.0,15227.0,29582.0,39511.0,,99427.0,200.0,185000.0,1000000.0,77340.0,170.0,77166.0,336577.0,2000.0,208186.0,661.0,224287.0,,95306.0,-1.0,34.0,584860.0,1950.0,39923.0,850.0,-1.0,7450.0,749540.0,215000.0,91.0,32874.0,2387.0,50.0,320.0,11311.0,46482.0,5988.0,-1.0,896000.0,546.0,800.0,171365.0,500.0,1004154.0,45605.0,,2083.0,7653.0,-1.0,11955.0,88050.0,5600.0,60117.0,1600.0,260287.0,1040.0,4154.0,2184.0,43000.0,,45932.0,31504.0,40.0,7100.0,4593.0,239165.0,220000.0,9388.0,30.0,3900.0,6300.0,25781.0,98.0,228.0,900.0,6723.0,1505690.0,43800.0,11586.0,1965.0,9363.0,59338.0,38000.0,2147.0,2055.0,2725000.0,19900.0
2009,,3422.0,54585.0,54585.0,8272.0,207400.0,236.0,136800.0,6168.0,244013.0,960705.0,1375.0,29673.0,21202.0,3250.0,139.0,79150.0,203748.0,14000.0,4099991.0,75784.0,500000.0,24800.0,375000.0,355.0,104062.0,5000.0,114300.0,123085.0,7982.0,6000000.0,155.0,7973.0,45193.0,3300.0,288206.0,14267.0,276670.0,97451.0,,,687446.0,,80.0,5200.0,9239.0,,118757.0,6362.0,211165.0,200.0,61400.0,650.0,13814.0,33745.0,38667.0,,93888.0,200.0,185000.0,900000.0,78200.0,190.0,83800.0,345851.0,1300.0,244034.0,539.0,230576.0,,150584.0,-1.0,42.0,592061.0,1850.0,38658.0,800.0,-1.0,7616.0,868310.0,220000.0,142.0,33123.0,2440.0,77.0,300.0,17234.0,55340.0,6290.0,-1.0,925000.0,637.0,1100.0,151000.0,500.0,904140.0,49599.0,,1952.0,6250.0,-1.0,16709.0,104059.0,5650.0,60925.0,2900.0,273525.0,1616.0,4140.0,2216.0,42900.0,,60523.0,23342.0,80.0,5300.0,4311.0,248592.0,225000.0,9497.0,30.0,4100.0,3600.0,29821.0,100.0,282.0,1383.0,6759.0,1205310.0,43800.0,11670.0,4245.0,8570.0,80000.0,38500.0,1947.0,1688.0,2719000.0,21800.0
2010,,2725.0,44900.0,44900.0,8272.0,161914.0,305.0,136877.0,8088.0,237366.0,689377.0,1409.0,24958.0,20268.0,3145.0,409.0,82076.0,210617.0,13700.0,3423646.0,169112.0,698336.0,25000.0,380000.0,289.0,102507.0,4444.0,127200.0,118154.0,7130.0,11000000.0,150.0,26887.0,47359.0,3500.0,258157.0,17833.0,268105.0,103255.0,,,691602.0,,355.0,5200.0,9116.0,,142317.0,5752.0,213030.0,175.0,56765.0,620.0,15071.0,36585.0,21184.0,,90844.0,300.0,174332.0,907000.0,78647.0,200.0,81219.0,319252.0,2000.0,285858.0,430.0,235317.0,,112712.0,-1.0,49.0,745720.0,2203.0,40257.0,940.0,-1.0,7770.0,1208690.0,250220.0,200.0,33779.0,3324.0,47.0,329.0,20332.0,59186.0,7001.0,-1.0,952000.0,1093.0,1300.0,128079.0,700.0,911141.0,63932.0,,1765.0,4395.0,-1.0,13512.0,97423.0,5583.0,57815.0,3200.0,290090.0,1214.0,4141.0,2248.0,42300.0,,67354.0,19664.0,85.0,6700.0,4511.0,216490.0,201785.0,8123.0,39.0,3700.0,3559.0,58587.0,102.0,116.0,2006.0,5800.0,1630224.0,44100.0,11734.0,4933.0,10280.0,49610.0,38786.0,1276.0,1400.0,2710000.0,22600.0
2011,,4331.0,86400.0,86400.0,8406.0,165278.0,106.0,134467.0,6768.0,331708.0,1036738.0,1409.0,24105.0,19555.0,3685.0,539.0,84367.0,207172.0,14400.0,3673162.0,154230.0,690752.0,35000.0,380000.0,289.0,97625.0,4731.0,74500.0,115542.0,6989.0,11000000.0,145.0,17649.0,54172.0,3207.0,297126.0,17541.0,272745.0,94625.0,,,786906.0,,93.0,5200.0,9780.0,,145960.0,5254.0,440841.0,115.0,61977.0,615.0,14541.0,38498.0,44500.0,,112527.0,200.0,182300.0,909330.0,76208.0,43.0,78918.0,341819.0,4000.0,357808.0,632.0,238141.0,,123914.0,-1.0,52.0,472633.0,3119.0,45283.0,1039.0,-1.0,7913.0,737661.0,263289.0,144.0,27518.0,3216.0,44.0,376.0,22070.0,68000.0,6320.0,-1.0,983460.0,843.0,2200.0,98930.0,700.0,914931.0,65644.0,,1864.0,3606.0,-1.0,12532.0,106740.0,5550.0,65004.0,2000.0,279579.0,1218.0,5601.0,2281.0,40800.0,,57351.0,34871.0,78.0,5800.0,4536.0,302827.0,189281.0,9300.0,47.0,3900.0,3511.0,41844.0,103.0,128.0,1335.0,6000.0,894972.0,41900.0,12126.0,2794.0,7254.0,52142.0,39184.0,1232.0,954.0,2712000.0,22800.0
2012,,3855.0,55000.0,55000.0,13090.0,159111.0,146.0,136388.0,8386.0,366877.0,1056046.0,1478.0,25407.0,12906.0,3345.0,293.0,90000.0,262227.0,14600.0,2709485.0,206482.0,789798.0,36000.0,350000.0,289.0,116703.0,5120.0,120700.0,117425.0,6554.0,9100000.0,150.0,17081.0,35109.0,3000.0,245006.0,13478.0,299963.0,93174.0,,,550738.0,,81.0,5200.0,9811.0,,159587.0,6875.0,457047.0,180.0,62500.0,600.0,14034.0,36119.0,49000.0,,112889.0,200.0,168800.0,748000.0,74944.0,76.0,82119.0,479899.0,4800.0,216715.0,580.0,241399.0,1680.0,123434.0,-1.0,55.0,684090.0,2026.0,44351.0,1273.0,-1.0,8250.0,1265404.0,340752.0,129.0,27496.0,3592.0,31.0,411.0,21549.0,67200.0,6154.0,-1.0,669000.0,522.0,2600.0,111197.0,617.0,754904.0,62682.0,,1868.0,,-1.0,6428.0,111480.0,5500.0,65798.0,3400.0,311114.0,1573.0,6904.0,2200.0,40400.0,3500.0,84411.0,26546.0,80.0,5800.0,4372.0,294925.0,175243.0,8955.0,38.0,3700.0,3402.0,62524.0,100.0,141.0,1585.0,8000.0,1558992.0,39750.0,11980.0,2452.0,6450.0,36731.0,40599.0,788.0,1541.0,2792735.0,26400.0
2013,,3855.0,38000.0,38000.0,9710.0,151848.0,68.0,127660.0,10131.0,326465.0,1083604.0,1539.0,21209.0,11931.0,2940.0,328.0,80000.0,353265.0,14200.0,2813506.0,207583.0,776777.0,35500.0,360000.0,396.0,119883.0,5092.0,85000.0,121619.0,6829.0,9100000.0,150.0,18855.0,32960.0,3000.0,182075.0,14843.0,144540.0,84691.0,,,783828.0,,330.0,5200.0,9982.0,,174670.0,9698.0,457558.0,175.0,70000.0,600.0,9537.0,39320.0,61700.0,,114400.0,146.0,162000.0,625000.0,73660.0,94.0,83172.0,480012.0,6900.0,262006.0,520.0,246361.0,1500.0,119775.0,-1.0,57.0,532690.0,2264.0,43589.0,1621.0,-1.0,8300.0,1151376.0,338129.0,129.0,25227.0,4049.0,100.0,345.0,20724.0,65000.0,5312.0,-1.0,672000.0,510.0,4400.0,120762.0,501.0,630693.0,65600.0,,1875.0,,-1.0,11050.0,130150.0,5200.0,68240.0,4000.0,307158.0,1427.0,5693.0,2200.0,41400.0,3400.0,92966.0,34298.0,75.0,8200.0,4252.0,281736.0,164802.0,8344.0,19.0,4129.0,3363.0,76153.0,105.0,135.0,1796.0,8000.0,1754843.0,43550.0,12050.0,2477.0,6273.0,19094.0,42036.0,1097.0,1034.0,2994530.0,25300.0
2014,,3855.0,35000.0,35000.0,8350.0,148172.0,60.0,108740.0,8837.0,323326.0,1052408.0,1408.0,21958.0,10531.0,2930.0,353.0,86473.0,363936.0,14600.0,3185745.0,211607.0,455400.0,34328.0,362824.0,396.0,121477.0,5166.0,119700.0,121698.0,7100.0,10000000.0,142.0,18065.0,26600.0,3013.0,208016.0,17455.0,350150.0,90449.0,,,786835.0,,2600.0,5438.0,10358.0,,156276.0,8195.0,459100.0,78.0,70000.0,600.0,13565.0,40231.0,50665.0,,109249.0,600.0,165720.0,600000.0,73017.0,104.0,76770.0,465865.0,21700.0,266543.0,670.0,250414.0,1340.0,129911.0,-1.0,60.0,667170.0,2501.0,42978.0,1200.0,-1.0,8141.0,1134394.0,380592.0,126.0,23312.0,4163.0,100.0,344.0,20970.0,18222.0,4904.0,-1.0,674000.0,602.0,8300.0,116559.0,519.0,605884.0,67286.0,,1808.0,,-1.0,14670.0,132659.0,5100.0,69651.0,2900.0,329959.0,1633.0,5884.0,2438.0,41300.0,3500.0,115404.0,45903.0,76.0,7900.0,4268.0,237230.0,157832.0,7361.0,19.0,4052.0,3120.0,69741.0,102.0,136.0,1829.0,7034.0,1680897.0,55820.0,12121.0,3077.0,5842.0,17225.0,43482.0,1483.0,880.0,3017250.0,28700.0
