,Kenya,"China, Taiwan Province of",Australia,Croatia,Syrian Arab Republic,Brazil,Bhutan,Nepal,Ethiopia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Republic of Korea,Kyrgyzstan,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Israel,Switzerland,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Malta,Colombia,Libya,Lebanon,Uzbekistan,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Portugal,Poland,"China, mainland",Russian Federation,Italy,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Canada,Japan,Afghanistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Pakistan,Czechoslovakia,Czechia,Argentina,Paraguay,Georgia,India,Austria,Morocco,Democratic People's Republic of Korea,USSR,Mexico,Romania,Ecuador,Jordan,Tunisia,Albania,Turkmenistan,France,South Africa,Réunion,Slovakia,Republic of Moldova,Turkey
1971,-1.0,64550.0,116538.0,-1.0,33571.0,92677.0,-1.0,-1.0,-1.0,-1.0,69171.0,42857.0,73393.0,-1.0,123249.0,-1.0,-1.0,19966.0,-1.0,32676.0,-1.0,-1.0,201818.0,-1.0,-1.0,-1.0,111111.0,-1.0,32058.0,-1.0,-1.0,-1.0,142417.0,-1.0,-1.0,65541.0,-1.0,-1.0,-1.0,49710.0,-1.0,31818.0,-1.0,146436.0,47872.0,94716.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90786.0,134564.0,68800.0,-1.0,33733.0,66467.0,88076.0,164433.0,100681.0,139943.0,43333.0,87000.0,-1.0,-1.0,-1.0,-1.0,-1.0,44000.0,-1.0,-1.0,80000.0,32960.0,87788.0,-1.0,38733.0,38667.0,16721.0,-1.0,-1.0,159133.0,97491.0,-1.0,-1.0,-1.0,70779.0
1972,-1.0,79779.0,127635.0,-1.0,49395.0,85293.0,-1.0,-1.0,-1.0,-1.0,87761.0,40000.0,84055.0,-1.0,130280.0,-1.0,-1.0,19975.0,-1.0,41740.0,-1.0,-1.0,249545.0,-1.0,-1.0,-1.0,119048.0,-1.0,42801.0,-1.0,-1.0,-1.0,181064.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,52912.0,-1.0,42500.0,-1.0,145177.0,47872.0,96122.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90766.0,133333.0,82879.0,-1.0,34307.0,56188.0,82982.0,146098.0,150420.0,123198.0,43333.0,72500.0,-1.0,-1.0,-1.0,-1.0,-1.0,45000.0,-1.0,-1.0,-1.0,23462.0,82852.0,-1.0,38285.0,49565.0,10403.0,-1.0,-1.0,142289.0,99308.0,-1.0,-1.0,-1.0,113636.0
1973,-1.0,79535.0,123931.0,-1.0,47084.0,83623.0,-1.0,-1.0,-1.0,-1.0,94583.0,41667.0,82231.0,-1.0,130430.0,-1.0,-1.0,20029.0,-1.0,50481.0,-1.0,-1.0,207273.0,-1.0,-1.0,-1.0,130952.0,-1.0,53569.0,-1.0,-1.0,-1.0,295510.0,-1.0,-1.0,73604.0,-1.0,-1.0,-1.0,45900.0,-1.0,53333.0,-1.0,135988.0,48511.0,91996.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90884.0,155470.0,84351.0,-1.0,35024.0,47278.0,80648.0,171472.0,124986.0,134054.0,44444.0,84167.0,-1.0,-1.0,-1.0,-1.0,-1.0,44167.0,-1.0,-1.0,90000.0,35769.0,78341.0,-1.0,42076.0,16772.0,10366.0,-1.0,-1.0,154224.0,102212.0,-1.0,-1.0,-1.0,95602.0
1974,-1.0,65800.0,132960.0,-1.0,30405.0,70470.0,-1.0,-1.0,-1.0,-1.0,95309.0,40000.0,74869.0,-1.0,137777.0,-1.0,-1.0,25154.0,-1.0,52747.0,-1.0,-1.0,218636.0,-1.0,-1.0,-1.0,115476.0,-1.0,42378.0,-1.0,-1.0,-1.0,181401.0,-1.0,-1.0,96024.0,-1.0,-1.0,-1.0,45000.0,-1.0,42174.0,-1.0,143029.0,48240.0,95885.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90726.0,149545.0,83835.0,-1.0,32494.0,32948.0,87182.0,165229.0,120939.0,152905.0,45556.0,94000.0,-1.0,-1.0,-1.0,-1.0,-1.0,47000.0,-1.0,-1.0,122857.0,31643.0,87458.0,-1.0,42677.0,13448.0,10641.0,-1.0,-1.0,155678.0,104159.0,-1.0,-1.0,-1.0,118959.0
1975,-1.0,56633.0,111415.0,-1.0,61413.0,65233.0,-1.0,-1.0,-1.0,-1.0,104393.0,41176.0,66898.0,-1.0,114622.0,-1.0,-1.0,24827.0,-1.0,38000.0,-1.0,-1.0,210455.0,-1.0,-1.0,-1.0,123810.0,-1.0,39280.0,-1.0,-1.0,-1.0,314286.0,-1.0,-1.0,97200.0,-1.0,-1.0,-1.0,51956.0,-1.0,39091.0,-1.0,128825.0,47885.0,97679.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90790.0,157326.0,83521.0,-1.0,33010.0,35825.0,59106.0,130208.0,151404.0,149370.0,45556.0,81524.0,-1.0,-1.0,-1.0,-1.0,-1.0,43636.0,-1.0,-1.0,90000.0,29833.0,94040.0,-1.0,48734.0,19020.0,11643.0,-1.0,-1.0,34169.0,102813.0,-1.0,-1.0,-1.0,144928.0
1976,-1.0,100558.0,131479.0,-1.0,58834.0,73219.0,-1.0,-1.0,-1.0,-1.0,120115.0,40000.0,88094.0,-1.0,137332.0,-1.0,-1.0,25144.0,-1.0,53917.0,-1.0,-1.0,218103.0,-1.0,-1.0,-1.0,131552.0,-1.0,35462.0,-1.0,-1.0,-1.0,314286.0,-1.0,-1.0,90593.0,-1.0,-1.0,-1.0,64605.0,-1.0,34783.0,-1.0,169496.0,48340.0,95626.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90757.0,158988.0,78277.0,-1.0,37216.0,37992.0,95825.0,163510.0,105729.0,160558.0,46667.0,95262.0,-1.0,-1.0,-1.0,-1.0,-1.0,50400.0,-1.0,-1.0,92000.0,38769.0,75396.0,-1.0,68985.0,29667.0,15625.0,-1.0,-1.0,171365.0,103859.0,-1.0,-1.0,-1.0,135211.0
1977,-1.0,107531.0,122476.0,-1.0,57002.0,52364.0,-1.0,-1.0,-1.0,-1.0,126574.0,42500.0,81128.0,-1.0,132812.0,-1.0,-1.0,25143.0,-1.0,39963.0,-1.0,-1.0,179032.0,-1.0,-1.0,-1.0,128693.0,-1.0,29639.0,-1.0,-1.0,-1.0,285714.0,-1.0,-1.0,90977.0,-1.0,-1.0,-1.0,26435.0,-1.0,28889.0,-1.0,138266.0,47909.0,92004.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90858.0,166585.0,46269.0,-1.0,34995.0,33767.0,46231.0,184569.0,109181.0,167286.0,47778.0,79522.0,-1.0,-1.0,-1.0,-1.0,-1.0,50769.0,-1.0,-1.0,71429.0,40783.0,76168.0,-1.0,46729.0,27755.0,18225.0,-1.0,-1.0,111862.0,103081.0,-1.0,-1.0,-1.0,127060.0
1978,-1.0,90799.0,115003.0,-1.0,60482.0,53028.0,-1.0,-1.0,-1.0,-1.0,135120.0,42091.0,87629.0,-1.0,119107.0,-1.0,-1.0,20135.0,-1.0,39556.0,-1.0,-1.0,193145.0,-1.0,-1.0,-1.0,124178.0,-1.0,36997.0,-1.0,-1.0,-1.0,285714.0,-1.0,-1.0,85016.0,-1.0,-1.0,-1.0,31740.0,-1.0,36480.0,-1.0,139278.0,48325.0,88219.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,90744.0,169877.0,68302.0,-1.0,36002.0,85467.0,97682.0,137054.0,127523.0,155307.0,47778.0,80540.0,-1.0,-1.0,-1.0,-1.0,-1.0,45000.0,-1.0,-1.0,80000.0,31304.0,73545.0,-1.0,44351.0,24740.0,19318.0,-1.0,-1.0,139282.0,95351.0,-1.0,-1.0,-1.0,156997.0
1979,-1.0,132330.0,112937.0,-1.0,59994.0,53092.0,-1.0,-1.0,-1.0,-1.0,90800.0,43100.0,90365.0,-1.0,120802.0,-1.0,-1.0,19913.0,-1.0,40230.0,-1.0,-1.0,187970.0,-1.0,-1.0,-1.0,104568.0,-1.0,47510.0,-1.0,-1.0,-1.0,285714.0,-1.0,-1.0,77246.0,-1.0,-1.0,-1.0,27178.0,-1.0,46333.0,-1.0,164232.0,48114.0,89559.0,44025.0,-1.0,-1.0,-1.0,-1.0,-1.0,90712.0,168049.0,67315.0,-1.0,32993.0,91946.0,94733.0,153728.0,72915.0,175802.0,48889.0,100000.0,-1.0,-1.0,-1.0,-1.0,-1.0,54074.0,-1.0,-1.0,75000.0,41647.0,68842.0,-1.0,55780.0,25373.0,20419.0,-1.0,-1.0,141290.0,96579.0,-1.0,-1.0,-1.0,144737.0
1980,-1.0,116371.0,124869.0,-1.0,64029.0,54262.0,-1.0,-1.0,-1.0,-1.0,133758.0,41714.0,85618.0,-1.0,126975.0,-1.0,-1.0,22122.0,-1.0,27179.0,-1.0,-1.0,158788.0,-1.0,-1.0,-1.0,91225.0,-1.0,44439.0,-1.0,-1.0,-1.0,285714.0,-1.0,-1.0,78647.0,-1.0,-1.0,-1.0,31651.0,-1.0,43500.0,-1.0,163453.0,48564.0,82825.0,44088.0,-1.0,-1.0,-1.0,-1.0,-1.0,85306.0,148242.0,69650.0,-1.0,33156.0,71630.0,86921.0,134902.0,131763.0,182512.0,50000.0,97824.0,-1.0,-1.0,63467.0,-1.0,-1.0,53061.0,-1.0,-1.0,78750.0,35652.0,78908.0,-1.0,57957.0,55319.0,20833.0,-1.0,-1.0,143594.0,105514.0,-1.0,-1.0,-1.0,152866.0
1981,-1.0,115548.0,128452.0,-1.0,49182.0,54019.0,-1.0,-1.0,-1.0,-1.0,157948.0,41886.0,87043.0,-1.0,130957.0,-1.0,-1.0,25015.0,-1.0,23774.0,-1.0,-1.0,229714.0,-1.0,-1.0,-1.0,104918.0,-1.0,46884.0,-1.0,-1.0,-1.0,270270.0,-1.0,-1.0,72446.0,-1.0,-1.0,-1.0,32241.0,-1.0,46000.0,-1.0,178393.0,48676.0,85083.0,43965.0,-1.0,-1.0,-1.0,-1.0,-1.0,78991.0,143855.0,70238.0,-1.0,33598.0,58632.0,101088.0,139636.0,128934.0,167867.0,52222.0,98002.0,-1.0,-1.0,50625.0,-1.0,-1.0,54286.0,-1.0,-1.0,85000.0,43565.0,74675.0,-1.0,61462.0,56887.0,26000.0,-1.0,-1.0,146258.0,103669.0,-1.0,-1.0,-1.0,172302.0
1982,-1.0,98220.0,132041.0,-1.0,71358.0,52575.0,-1.0,-1.0,-1.0,-1.0,157462.0,40625.0,93990.0,-1.0,134912.0,-1.0,-1.0,24953.0,-1.0,24067.0,-1.0,-1.0,156477.0,-1.0,-1.0,-1.0,75000.0,-1.0,39796.0,-1.0,-1.0,-1.0,300000.0,-1.0,-1.0,88276.0,-1.0,-1.0,-1.0,40979.0,-1.0,39167.0,-1.0,182815.0,48022.0,87467.0,44511.0,-1.0,-1.0,-1.0,-1.0,-1.0,81564.0,139571.0,70661.0,-1.0,33665.0,67469.0,105066.0,145556.0,119338.0,139652.0,55556.0,97544.0,-1.0,-1.0,42130.0,-1.0,-1.0,50323.0,-1.0,-1.0,70000.0,46667.0,64105.0,-1.0,59049.0,57444.0,17500.0,-1.0,-1.0,125333.0,105979.0,-1.0,-1.0,-1.0,164904.0
1983,-1.0,77535.0,106432.0,-1.0,72143.0,53366.0,-1.0,-1.0,-1.0,-1.0,162385.0,40517.0,92433.0,-1.0,108369.0,-1.0,-1.0,25088.0,-1.0,24156.0,-1.0,-1.0,201471.0,-1.0,-1.0,-1.0,88000.0,-1.0,44951.0,-1.0,-1.0,-1.0,310811.0,-1.0,-1.0,97527.0,-1.0,-1.0,-1.0,47160.0,-1.0,44583.0,-1.0,186946.0,37730.0,84482.0,44511.0,-1.0,-1.0,-1.0,-1.0,-1.0,82594.0,147143.0,71552.0,-1.0,33736.0,70539.0,104627.0,114508.0,133569.0,116826.0,56000.0,95218.0,-1.0,-1.0,59438.0,-1.0,-1.0,44304.0,-1.0,-1.0,75000.0,50000.0,53226.0,-1.0,59701.0,24063.0,17021.0,-1.0,-1.0,142848.0,102409.0,-1.0,-1.0,-1.0,158824.0
1984,-1.0,112450.0,103513.0,-1.0,61277.0,56214.0,-1.0,-1.0,-1.0,-1.0,174994.0,40160.0,83058.0,-1.0,109456.0,-1.0,-1.0,28885.0,-1.0,25074.0,-1.0,-1.0,139336.0,-1.0,-1.0,-1.0,103175.0,-1.0,43522.0,-1.0,-1.0,-1.0,346667.0,-1.0,-1.0,97999.0,-1.0,-1.0,-1.0,31288.0,-1.0,42857.0,-1.0,177853.0,36635.0,84351.0,46250.0,-1.0,-1.0,-1.0,-1.0,-1.0,80450.0,137325.0,71749.0,-1.0,33137.0,39370.0,101557.0,127830.0,106070.0,154992.0,65000.0,83571.0,-1.0,-1.0,55787.0,-1.0,-1.0,44444.0,-1.0,-1.0,69167.0,45000.0,61372.0,-1.0,60217.0,35375.0,22500.0,-1.0,-1.0,149663.0,105341.0,-1.0,-1.0,-1.0,136628.0
1985,-1.0,116238.0,77574.0,-1.0,103360.0,48228.0,-1.0,-1.0,-1.0,-1.0,163954.0,41476.0,100125.0,-1.0,83453.0,56677.0,-1.0,30134.0,-1.0,25000.0,-1.0,-1.0,138571.0,85714.0,63333.0,-1.0,103175.0,-1.0,25581.0,-1.0,-1.0,85714.0,350000.0,-1.0,-1.0,98115.0,-1.0,-1.0,-1.0,34067.0,-1.0,25091.0,-1.0,159529.0,36903.0,81763.0,46907.0,-1.0,-1.0,-1.0,47188.0,-1.0,81162.0,134248.0,70507.0,81081.0,33814.0,59701.0,96915.0,99562.0,94180.0,133528.0,70000.0,80667.0,13868.0,-1.0,66374.0,93930.0,-1.0,41935.0,58979.0,80645.0,62963.0,48421.0,60266.0,68261.0,65503.0,15679.0,20242.0,26000.0,-1.0,154992.0,106503.0,60000.0,-1.0,-1.0,114548.0
1986,-1.0,123952.0,89396.0,-1.0,89767.0,51837.0,-1.0,-1.0,-1.0,-1.0,166931.0,42889.0,95914.0,-1.0,96897.0,63951.0,-1.0,29973.0,-1.0,25182.0,-1.0,-1.0,147032.0,85714.0,43750.0,-1.0,73810.0,-1.0,21376.0,-1.0,-1.0,90476.0,333333.0,-1.0,-1.0,98219.0,-1.0,-1.0,-1.0,46408.0,-1.0,20909.0,-1.0,157850.0,46819.0,88786.0,51337.0,-1.0,-1.0,-1.0,58560.0,-1.0,85128.0,146133.0,73460.0,81081.0,33914.0,49751.0,91993.0,118530.0,101714.0,138962.0,65455.0,76471.0,53071.0,-1.0,48492.0,90906.0,-1.0,44444.0,82723.0,83871.0,66667.0,51905.0,53362.0,91196.0,60414.0,14385.0,20000.0,49000.0,-1.0,149895.0,122610.0,50000.0,-1.0,-1.0,157143.0
1987,-1.0,125758.0,90418.0,-1.0,73478.0,54975.0,-1.0,-1.0,-1.0,-1.0,169554.0,46722.0,98298.0,-1.0,96741.0,54871.0,-1.0,29850.0,-1.0,25362.0,-1.0,-1.0,133184.0,78571.0,64615.0,-1.0,69264.0,-1.0,21327.0,-1.0,-1.0,93333.0,320000.0,-1.0,-1.0,94716.0,38483.0,-1.0,-1.0,51609.0,-1.0,20833.0,-1.0,163943.0,48000.0,83285.0,57892.0,-1.0,57143.0,-1.0,41754.0,-1.0,87971.0,144490.0,73077.0,74784.0,33536.0,29851.0,98693.0,116183.0,99735.0,144970.0,68000.0,80000.0,18225.0,-1.0,45575.0,78400.0,-1.0,77458.0,73650.0,74194.0,70370.0,39048.0,43620.0,53333.0,59107.0,20251.0,20538.0,39000.0,-1.0,158533.0,135485.0,62500.0,-1.0,-1.0,126073.0
1988,-1.0,89884.0,81632.0,-1.0,99020.0,56542.0,-1.0,-1.0,-1.0,-1.0,164414.0,43000.0,101152.0,-1.0,90806.0,51703.0,-1.0,29982.0,-1.0,25357.0,-1.0,-1.0,164060.0,71429.0,77627.0,-1.0,34161.0,-1.0,17018.0,-1.0,-1.0,93905.0,318182.0,-1.0,-1.0,101918.0,39399.0,-1.0,-1.0,44930.0,-1.0,16698.0,-1.0,154443.0,48146.0,84488.0,38177.0,-1.0,57143.0,-1.0,44084.0,-1.0,89063.0,139931.0,71053.0,75676.0,33864.0,50000.0,98693.0,123967.0,96710.0,161527.0,75000.0,89500.0,38954.0,-1.0,88435.0,67891.0,-1.0,42969.0,42103.0,90625.0,72593.0,39916.0,51010.0,67647.0,32407.0,47279.0,21667.0,39000.0,-1.0,154343.0,123970.0,72889.0,-1.0,-1.0,159100.0
1989,-1.0,125121.0,82651.0,-1.0,90000.0,46200.0,-1.0,-1.0,-1.0,-1.0,156022.0,43143.0,103124.0,-1.0,88468.0,64249.0,-1.0,39988.0,-1.0,24828.0,-1.0,-1.0,156612.0,64286.0,59322.0,-1.0,34161.0,-1.0,14533.0,-1.0,-1.0,95238.0,296000.0,-1.0,-1.0,106826.0,88500.0,-1.0,-1.0,53511.0,-1.0,14154.0,-1.0,168806.0,50353.0,82951.0,61634.0,-1.0,57143.0,-1.0,49322.0,-1.0,97258.0,126084.0,71204.0,76216.0,34354.0,54167.0,110679.0,112237.0,133581.0,149282.0,71401.0,97936.0,67390.0,-1.0,85154.0,69273.0,-1.0,44508.0,67434.0,87500.0,74074.0,44400.0,45094.0,97590.0,24159.0,63893.0,22143.0,48000.0,-1.0,177055.0,131344.0,79333.0,-1.0,-1.0,153660.0
