,USSR,France,Bahrain,Fiji,Australia,Pakistan,Thailand,Belize,Rwanda,Guyana,Romania,Lebanon,Papua New Guinea,Micronesia,Tunisia,Albania,Paraguay,Niger,"China, Hong Kong SAR",Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Saint Lucia,Argentina,Philippines,Spain,Central African Republic,Bahamas,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Jordan,Colombia,Egypt,Melanesia,Malaysia,Greece,Yemen,Haiti,Republic of Korea,Democratic Republic of the Congo,Tonga,India,Hungary,Republic of Moldova,Martinique,Dominican Republic,Syrian Arab Republic,Mexico,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",French Polynesia,Cyprus,United Arab Emirates,Uruguay,Lithuania,Cameroon,Netherlands,South Sudan,Cuba,Austria,Puerto Rico,Bhutan,Trinidad and Tobago,Dominica,Iraq,New Zealand,Saint Pierre and Miquelon,Belgium,Libya,Bangladesh,Italy,Qatar,Senegal,Germany,Cayman Islands,Mozambique,China,Finland,Slovakia,Sudan (former),Morocco,Antigua and Barbuda,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Denmark,Switzerland,Saudi Arabia,Grenada,Azerbaijan,Mauritius,Oman,Barbados,Russian Federation,Portugal,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Latvia,Ukraine,Kuwait,Guadeloupe,Sri Lanka,Guam,Côte d'Ivoire,Polynesia,South Africa,Bulgaria,Occupied Palestinian Territory
1971,,3100.0,,-1.0,9308.0,,12500.0,-1.0,8300.0,-1.0,209100.0,830.0,18.0,,1150.0,-1.0,950.0,-1.0,300.0,4200.0,10308.0,-1.0,-1.0,26680.0,7100.0,3100.0,810.0,-1.0,171.0,2148.0,-1.0,-1.0,,-1.0,-1.0,19800.0,580.0,2000.0,19744.0,18.0,267.0,5000.0,,-1.0,8428.0,2000.0,-1.0,190000.0,1550.0,,60.0,6000.0,5160.0,12200.0,25000.0,5850.0,-1.0,56000.0,3.0,268.0,20.0,7100.0,,-1.0,-1.0,,18650.0,-1.0,1258.0,-1.0,160.0,,7320.0,1000.0,,,517.0,15985.0,13231.0,,-1.0,-1.0,2.0,350.0,57947.0,-1.0,,2520.0,5000.0,18.0,5280.0,-1.0,,2000.0,1647.0,1205.0,-1.0,18300.0,16.0,-1.0,1451.0,38.0,,61.0,-1.0,,,100.0,,,8.0,-1.0,-1.0,,,,10.0,6132.0,,-1.0,3.0,10000.0,3159.0,-1.0
1972,,2516.0,,-1.0,8323.0,,13600.0,-1.0,8830.0,-1.0,201100.0,773.0,19.0,,1200.0,-1.0,960.0,-1.0,280.0,4400.0,9323.0,-1.0,-1.0,25070.0,7100.0,2000.0,870.0,-1.0,166.0,2036.0,-1.0,-1.0,,-1.0,-1.0,19500.0,1114.0,2030.0,17643.0,19.0,280.0,5000.0,,-1.0,11029.0,2000.0,-1.0,200000.0,1750.0,,60.0,5300.0,6231.0,12300.0,26000.0,5110.0,-1.0,56000.0,3.0,268.0,20.0,6900.0,,-1.0,-1.0,,17737.0,-1.0,1375.0,-1.0,230.0,,5171.0,1000.0,,,670.0,13891.0,12963.0,,-1.0,-1.0,2.0,350.0,57820.0,-1.0,,2520.0,5000.0,20.0,5300.0,-1.0,,2200.0,1540.0,1175.0,-1.0,16100.0,23.0,-1.0,696.0,38.0,,51.0,-1.0,,,100.0,,,11.0,-1.0,-1.0,,,,10.0,6438.0,,-1.0,3.0,10000.0,2825.0,-1.0
1973,,2727.0,,-1.0,7792.0,,14700.0,-1.0,9000.0,-1.0,168800.0,755.0,24.0,,1450.0,-1.0,1000.0,-1.0,280.0,4600.0,8792.0,-1.0,-1.0,27800.0,7200.0,3900.0,940.0,-1.0,171.0,1969.0,-1.0,-1.0,,-1.0,-1.0,19000.0,1431.0,2030.0,17223.0,24.0,300.0,5100.0,,-1.0,10345.0,2500.0,-1.0,205000.0,1600.0,,60.0,5300.0,6438.0,12400.0,27000.0,4765.0,-1.0,55000.0,3.0,268.0,35.0,6700.0,,-1.0,-1.0,,18795.0,-1.0,1242.0,-1.0,360.0,,4779.0,1000.0,,,912.0,14101.0,12900.0,,-1.0,-1.0,2.0,350.0,56726.0,-1.0,,2900.0,5100.0,23.0,5300.0,-1.0,,2400.0,1446.0,690.0,-1.0,15400.0,22.0,-1.0,898.0,38.0,,65.0,-1.0,,,100.0,,,8.0,-1.0,-1.0,,,,10.0,7172.0,,-1.0,3.0,12000.0,2394.0,-1.0
1974,,2726.0,12.0,-1.0,8562.0,,15700.0,-1.0,9000.0,-1.0,171200.0,1025.0,28.0,,1650.0,-1.0,1000.0,-1.0,300.0,4800.0,9662.0,-1.0,-1.0,31700.0,7200.0,4200.0,1000.0,-1.0,171.0,2011.0,-1.0,-1.0,,-1.0,-1.0,20000.0,1018.0,2046.0,18063.0,28.0,300.0,4900.0,,-1.0,11019.0,2500.0,-1.0,210000.0,1800.0,,60.0,5500.0,10962.0,12500.0,28000.0,4685.0,-1.0,57000.0,3.0,268.0,39.0,6400.0,,-1.0,-1.0,,18000.0,-1.0,1572.0,-1.0,364.0,,4347.0,1100.0,,,950.0,12990.0,12726.0,,-1.0,-1.0,2.0,350.0,58450.0,-1.0,,2500.0,5200.0,15.0,5100.0,-1.0,,2600.0,1150.0,940.0,-1.0,14900.0,14.0,-1.0,3797.0,37.0,,50.0,-1.0,,,100.0,,,12.0,-1.0,-1.0,,,,10.0,7089.0,,-1.0,3.0,12000.0,1983.0,-1.0
1975,,2749.0,23.0,-1.0,7853.0,,16700.0,-1.0,10000.0,-1.0,166900.0,900.0,31.0,,1150.0,-1.0,1000.0,-1.0,267.0,5000.0,9053.0,-1.0,-1.0,34850.0,7300.0,4400.0,1050.0,-1.0,178.0,2554.0,-1.0,-1.0,,-1.0,-1.0,18500.0,1414.0,2050.0,19456.0,31.0,300.0,4700.0,,-1.0,1432.0,2500.0,-1.0,215000.0,1740.0,,60.0,6500.0,11718.0,12670.0,29000.0,4847.0,-1.0,60000.0,3.0,201.0,47.0,5700.0,,-1.0,-1.0,,21447.0,-1.0,2515.0,-1.0,300.0,,4160.0,1200.0,,,1040.0,13183.0,13379.0,,-1.0,-1.0,2.0,350.0,61463.0,-1.0,,2600.0,5300.0,20.0,5000.0,-1.0,,2800.0,1196.0,750.0,-1.0,14200.0,17.0,-1.0,919.0,39.0,,104.0,-1.0,,,100.0,,,11.0,-1.0,-1.0,,,1.0,10.0,11937.0,,-1.0,3.0,12000.0,1800.0,-1.0
1976,,2711.0,25.0,-1.0,8908.0,,17600.0,-1.0,10000.0,-1.0,172600.0,900.0,25.0,,1200.0,-1.0,1000.0,-1.0,429.0,5000.0,9750.0,-1.0,-1.0,31100.0,7290.0,4700.0,1100.0,-1.0,173.0,2062.0,-1.0,-1.0,,-1.0,-1.0,18500.0,2702.0,2370.0,20528.0,25.0,300.0,4900.0,,-1.0,1671.0,2600.0,-1.0,220000.0,1682.0,,60.0,5500.0,12751.0,11643.0,30000.0,4953.0,-1.0,62000.0,4.0,214.0,55.0,5500.0,,-1.0,-1.0,,16880.0,-1.0,3188.0,-1.0,300.0,,4534.0,842.0,,,1050.0,12938.0,13215.0,,-1.0,-1.0,2.0,350.0,63130.0,-1.0,,2700.0,5600.0,25.0,5000.0,-1.0,,3000.0,701.0,790.0,-1.0,13900.0,17.0,-1.0,2666.0,37.0,,110.0,-1.0,,,100.0,,,19.0,-1.0,-1.0,,,2.0,10.0,10275.0,,-1.0,4.0,12000.0,1700.0,-1.0
1977,,2855.0,25.0,-1.0,8059.0,,18300.0,-1.0,10000.0,-1.0,146800.0,900.0,23.0,,1100.0,-1.0,1100.0,-1.0,413.0,5000.0,8909.0,-1.0,-1.0,24500.0,7750.0,5200.0,1200.0,-1.0,187.0,2577.0,-1.0,-1.0,,-1.0,-1.0,18500.0,2638.0,2570.0,21540.0,23.0,300.0,4600.0,,-1.0,2055.0,2600.0,-1.0,225000.0,1850.0,,60.0,4100.0,12281.0,11675.0,30000.0,4960.0,-1.0,62000.0,5.0,254.0,76.0,5300.0,,-1.0,-1.0,,11500.0,-1.0,3000.0,-1.0,320.0,,3360.0,850.0,,,1070.0,12978.0,13174.0,123.0,-1.0,-1.0,2.0,350.0,63154.0,-1.0,,2800.0,5600.0,18.0,5000.0,-1.0,,3200.0,741.0,520.0,-1.0,14700.0,21.0,-1.0,5183.0,34.0,,110.0,-1.0,,,150.0,,,10.0,-1.0,-1.0,,,2.0,10.0,9403.0,,-1.0,5.0,12000.0,1773.0,-1.0
1978,,2873.0,30.0,-1.0,7564.0,,19400.0,-1.0,11000.0,-1.0,132100.0,900.0,11.0,,1000.0,-1.0,1200.0,-1.0,287.0,5000.0,8444.0,-1.0,-1.0,30000.0,7790.0,5200.0,1250.0,-1.0,163.0,2835.0,-1.0,-1.0,,-1.0,-1.0,19500.0,2730.0,2510.0,23548.0,11.0,350.0,4700.0,,-1.0,2205.0,2650.0,-1.0,232000.0,1534.0,,60.0,5400.0,13775.0,12372.0,30000.0,4850.0,-1.0,66000.0,9.0,161.0,159.0,5100.0,,-1.0,-1.0,,7660.0,-1.0,3300.0,-1.0,268.0,,4916.0,880.0,,,1050.0,13551.0,13216.0,125.0,-1.0,-1.0,2.0,350.0,67428.0,-1.0,,3000.0,5800.0,20.0,5200.0,-1.0,,3600.0,1141.0,570.0,-1.0,14900.0,14.0,-1.0,3853.0,33.0,,87.0,-1.0,,,150.0,,,10.0,-1.0,-1.0,,,1.0,12.0,8047.0,,-1.0,9.0,12000.0,1730.0,-1.0
1979,,3275.0,41.0,-1.0,7518.0,,20300.0,-1.0,11000.0,-1.0,127200.0,900.0,44.0,,1000.0,-1.0,1300.0,-1.0,186.0,5000.0,8378.0,-1.0,-1.0,30500.0,6470.0,5250.0,1300.0,-1.0,172.0,1836.0,-1.0,-1.0,,-1.0,-1.0,25000.0,2877.0,2525.0,23966.0,44.0,370.0,4500.0,435.0,-1.0,2398.0,2700.0,-1.0,239000.0,2163.0,,70.0,5600.0,12965.0,14724.0,28000.0,5186.0,-1.0,68000.0,7.0,167.0,219.0,4900.0,,-1.0,-1.0,,6345.0,-1.0,3350.0,-1.0,350.0,50.0,3150.0,860.0,,,1070.0,13598.0,13789.0,214.0,-1.0,-1.0,2.0,350.0,69703.0,-1.0,,3000.0,5900.0,20.0,6850.0,-1.0,,3800.0,1517.0,630.0,-1.0,14200.0,15.0,-1.0,5068.0,35.0,,81.0,-1.0,,,150.0,,,10.0,-1.0,-1.0,,,9.0,12.0,8030.0,,-1.0,7.0,12000.0,1924.0,-1.0
1980,,2840.0,27.0,-1.0,8200.0,7306.0,20730.0,-1.0,11300.0,-1.0,136200.0,900.0,29.0,,1250.0,-1.0,1300.0,-1.0,305.0,5000.0,9228.0,-1.0,-1.0,34800.0,6910.0,5400.0,1380.0,-1.0,176.0,1925.0,-1.0,-1.0,,-1.0,-1.0,25000.0,3224.0,2600.0,23481.0,29.0,390.0,4400.0,419.0,-1.0,2407.0,2750.0,-1.0,245000.0,1707.0,,70.0,7700.0,15836.0,23416.0,28000.0,4713.0,-1.0,68000.0,7.0,134.0,391.0,4400.0,,-1.0,-1.0,,15320.0,-1.0,3537.0,-1.0,400.0,55.0,4475.0,1028.0,,,1200.0,13670.0,13498.0,100.0,-1.0,-1.0,2.0,350.0,69760.0,-1.0,,3100.0,6000.0,25.0,6700.0,-1.0,,4000.0,1455.0,840.0,-1.0,16200.0,21.0,-1.0,3940.0,30.0,,163.0,-1.0,,,150.0,8980.0,,10.0,-1.0,-1.0,,,29.0,10.0,8000.0,,-1.0,7.0,12000.0,2569.0,-1.0
1981,,2800.0,27.0,-1.0,7784.0,8241.0,21563.0,-1.0,11600.0,-1.0,129700.0,900.0,23.0,,1250.0,-1.0,1300.0,-1.0,160.0,5500.0,9394.0,-1.0,-1.0,28000.0,6960.0,5600.0,1430.0,-1.0,169.0,2157.0,-1.0,-1.0,,-1.0,-1.0,25000.0,3329.0,2650.0,24337.0,23.0,410.0,4500.0,402.0,-1.0,2568.0,2800.0,-1.0,250000.0,2100.0,,70.0,3300.0,15362.0,16652.0,29000.0,5389.0,-1.0,70000.0,10.0,134.0,356.0,4000.0,,-1.0,-1.0,,14413.0,-1.0,4100.0,-1.0,380.0,60.0,3450.0,1610.0,,,1250.0,13970.0,13770.0,136.0,-1.0,-1.0,2.0,350.0,71493.0,-1.0,,3100.0,6100.0,34.0,6940.0,-1.0,,4490.0,1333.0,550.0,-1.0,17800.0,19.0,-1.0,2239.0,20.0,,205.0,-1.0,45.0,,150.0,8415.0,,11.0,-1.0,-1.0,,,27.0,15.0,10000.0,,-1.0,10.0,13000.0,2260.0,-1.0
1982,,4300.0,27.0,-1.0,8475.0,10793.0,21425.0,-1.0,12000.0,-1.0,131200.0,950.0,13.0,,1000.0,-1.0,1350.0,-1.0,260.0,6000.0,10517.0,-1.0,-1.0,35600.0,6950.0,5900.0,1500.0,-1.0,158.0,1819.0,-1.0,-1.0,15096.0,-1.0,-1.0,26000.0,3098.0,2700.0,24214.0,13.0,400.0,4700.0,417.0,-1.0,2179.0,2800.0,-1.0,260000.0,1077.0,,,4300.0,18504.0,21832.0,30500.0,5270.0,-1.0,70000.0,10.0,134.0,600.0,3800.0,,-1.0,-1.0,,18734.0,-1.0,3900.0,-1.0,370.0,60.0,4425.0,2042.0,,,1400.0,14530.0,13538.0,119.0,-1.0,-1.0,2.0,350.0,71671.0,-1.0,,3100.0,6100.0,38.0,6750.0,-1.0,,5160.0,1411.0,580.0,-1.0,17900.0,0.0,-1.0,3859.0,25.0,,235.0,-1.0,42.0,,150.0,7075.0,,11.0,-1.0,-1.0,,,21.0,15.0,10000.0,,-1.0,10.0,15000.0,2275.0,-1.0
1983,,3200.0,30.0,-1.0,8635.0,10778.0,20702.0,-1.0,12300.0,-1.0,129700.0,1000.0,20.0,,1200.0,-1.0,1400.0,-1.0,250.0,7000.0,10935.0,-1.0,-1.0,33500.0,6800.0,5900.0,1550.0,-1.0,171.0,2492.0,-1.0,-1.0,7576.0,-1.0,-1.0,27500.0,3585.0,2750.0,25200.0,20.0,350.0,4800.0,459.0,-1.0,2366.0,2800.0,-1.0,265000.0,1541.0,,,4000.0,16500.0,18420.0,38500.0,5975.0,-1.0,70000.0,9.0,140.0,768.0,3600.0,,-1.0,-1.0,,24412.0,-1.0,4000.0,-1.0,300.0,55.0,4275.0,2300.0,,,1600.0,15202.0,13409.0,91.0,-1.0,-1.0,2.0,350.0,71768.0,-1.0,,3100.0,6200.0,31.0,6800.0,-1.0,,5530.0,1518.0,540.0,-1.0,17300.0,0.0,-1.0,3135.0,21.0,,195.0,-1.0,46.0,,150.0,6350.0,,12.0,-1.0,-1.0,,,15.0,15.0,10500.0,,-1.0,9.0,15000.0,2505.0,-1.0
1984,,3200.0,45.0,-1.0,7843.0,10678.0,18339.0,-1.0,12400.0,-1.0,103500.0,1050.0,18.0,,1100.0,-1.0,1300.0,-1.0,200.0,7000.0,10343.0,-1.0,-1.0,33100.0,6700.0,5890.0,1630.0,-1.0,171.0,2777.0,-1.0,-1.0,11000.0,-1.0,-1.0,28000.0,3064.0,2750.0,25200.0,18.0,370.0,4500.0,246.0,-1.0,2586.0,2800.0,-1.0,270000.0,1366.0,,,4400.0,16100.0,28279.0,39000.0,6514.0,-1.0,72000.0,9.0,134.0,613.0,3400.0,,-1.0,-1.0,,19804.0,-1.0,3800.0,-1.0,220.0,55.0,6300.0,2500.0,,,1950.0,15513.0,13336.0,152.0,-1.0,-1.0,3.0,350.0,75136.0,-1.0,,2800.0,6200.0,12.0,7000.0,-1.0,,5250.0,2936.0,490.0,-1.0,18500.0,0.0,-1.0,3651.0,20.0,,223.0,-1.0,22.0,,150.0,7648.0,,12.0,-1.0,-1.0,,,9.0,30.0,14500.0,,-1.0,9.0,16000.0,2480.0,-1.0
