,Paraguay,"China, Taiwan Province of",Belarus,Croatia,Serbia,India,Ukraine,Brazil,United Kingdom,Ethiopia,Denmark,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Yugoslav SFR,Republic of Korea,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Serbia and Montenegro,Algeria,Slovenia,Czechia,Argentina,Luxembourg,Germany,Austria,Ethiopia PDR,USSR,Mexico,Romania,"China, mainland",Bosnia and Herzegovina,China,Ireland,Colombia,Latvia,Uruguay,Uzbekistan,Chile,Hungary,Kazakhstan,Australia,France,Lithuania,Poland,Netherlands,Russian Federation,Italy,Turkey
1971,0.0,1.0,-1.0,-1.0,-1.0,30000.0,-1.0,0.0,89.0,-1.0,1527.0,16000.0,-1.0,65.0,3935.0,93.0,105.0,0.0,10.0,1.0,309.0,0.0,2831.0,-1.0,227.0,-1.0,-1.0,10.0,-1.0,8141.0,16.0,510.0,264.0,60.0,11.0,68775.0,-1.0,68776.0,0.0,0.0,-1.0,0.0,-1.0,393.0,900.0,-1.0,309.0,1611.0,-1.0,27570.0,210.0,-1.0,30.0,15.0
1972,0.0,1.0,-1.0,-1.0,-1.0,27000.0,-1.0,0.0,179.0,-1.0,2295.0,11000.0,-1.0,47.0,3736.0,47.0,81.0,2.0,19.0,0.0,67.0,0.0,2872.0,-1.0,311.0,-1.0,-1.0,7.0,-1.0,8663.0,11.0,520.0,438.0,50.0,43.0,73290.0,-1.0,73291.0,0.0,0.0,-1.0,0.0,-1.0,216.0,900.0,-1.0,67.0,1639.0,-1.0,31540.0,213.0,-1.0,45.0,8.0
1973,0.0,1.0,-1.0,-1.0,-1.0,27000.0,-1.0,0.0,321.0,-1.0,2402.0,11000.0,-1.0,32.0,3750.0,53.0,155.0,17.0,17.0,0.0,47.0,0.0,2647.0,-1.0,230.0,-1.0,-1.0,3.0,-1.0,8682.0,11.0,520.0,339.0,60.0,79.0,72135.0,-1.0,72136.0,0.0,0.0,-1.0,0.0,-1.0,175.0,600.0,-1.0,47.0,1699.0,-1.0,25790.0,192.0,-1.0,15.0,7.0
1974,0.0,3.0,-1.0,-1.0,-1.0,26000.0,-1.0,0.0,507.0,-1.0,3586.0,14300.0,-1.0,26.0,3160.0,73.0,161.0,29.0,24.0,1.0,64.0,0.0,2943.0,-1.0,222.0,-1.0,-1.0,1.0,-1.0,7954.0,12.0,520.0,381.0,60.0,129.0,80885.0,-1.0,80888.0,0.0,0.0,-1.0,0.0,-1.0,318.0,800.0,-1.0,64.0,1409.0,-1.0,30903.0,197.0,-1.0,10.0,4.0
1975,0.0,4.0,-1.0,-1.0,-1.0,33000.0,-1.0,0.0,624.0,-1.0,2214.0,5625.0,-1.0,22.0,3291.0,112.0,150.0,28.0,29.0,0.0,31.0,0.0,2894.0,-1.0,485.0,-1.0,-1.0,3.0,-1.0,7890.0,9.0,500.0,477.0,60.0,66.0,82040.0,-1.0,82044.0,10.0,0.0,-1.0,0.0,-1.0,417.0,930.0,-1.0,31.0,1486.0,-1.0,39757.0,173.0,-1.0,10.0,41.0
1976,0.0,3.0,-1.0,-1.0,-1.0,29000.0,-1.0,0.0,721.0,-1.0,1930.0,11600.0,-1.0,19.0,3632.0,199.0,164.0,56.0,25.0,0.0,76.0,0.0,2914.0,-1.0,322.0,-1.0,-1.0,14.0,-1.0,8743.0,10.0,500.0,420.0,60.0,40.0,77525.0,-1.0,77528.0,10.0,0.0,-1.0,0.0,-1.0,376.0,980.0,-1.0,76.0,1415.0,-1.0,39958.0,156.0,-1.0,5.0,94.0
1977,0.0,3.0,-1.0,-1.0,-1.0,23000.0,-1.0,0.0,834.0,-1.0,2348.0,20752.0,-1.0,16.0,2886.0,346.0,112.0,84.0,23.0,0.0,89.0,0.0,3087.0,-1.0,430.0,-1.0,-1.0,21.0,-1.0,9222.0,13.0,450.0,420.0,60.0,79.0,90895.0,-1.0,90898.0,10.0,0.0,-1.0,0.0,-1.0,241.0,1860.0,-1.0,89.0,1348.0,-1.0,33673.0,135.0,-1.0,5.0,90.0
1978,0.0,2.0,-1.0,-1.0,-1.0,25000.0,-1.0,0.0,964.0,-1.0,3227.0,25000.0,-1.0,16.0,3031.0,416.0,70.0,112.0,26.0,0.0,166.0,0.0,5340.0,-1.0,523.0,-1.0,-1.0,32.0,-1.0,9381.0,9.0,380.0,330.0,30.0,83.0,96530.0,-1.0,96532.0,10.0,0.0,-1.0,0.0,-1.0,377.0,1067.0,-1.0,166.0,1227.0,-1.0,18003.0,97.0,-1.0,5.0,275.0
1979,0.0,2.0,-1.0,-1.0,-1.0,28000.0,-1.0,15.0,1193.0,-1.0,5096.0,15300.0,-1.0,15.0,2866.0,316.0,88.0,420.0,28.0,0.0,94.0,0.0,5280.0,-1.0,467.0,-1.0,-1.0,176.0,-1.0,11734.0,19.0,200.0,600.0,30.0,143.0,99435.0,-1.0,99437.0,10.0,0.0,-1.0,0.0,-1.0,353.0,1267.0,-1.0,94.0,1952.0,-1.0,31983.0,111.0,-1.0,3.0,100.0
1980,0.0,1.0,-1.0,-1.0,-1.0,21000.0,-1.0,75.0,1625.0,-1.0,6428.0,10300.0,-1.0,14.0,2919.0,312.0,74.0,281.0,31.0,0.0,63.0,0.0,5580.0,-1.0,503.0,-1.0,-1.0,16.0,-1.0,13731.0,21.0,300.0,1779.0,30.0,131.0,132895.0,-1.0,132896.0,15.0,0.0,-1.0,0.0,-1.0,167.0,6632.0,-1.0,63.0,2306.0,-1.0,27731.0,153.0,-1.0,1.0,63.0
1981,0.0,1.0,-1.0,-1.0,-1.0,34000.0,-1.0,85.0,2262.0,-1.0,7572.0,13000.0,-1.0,13.0,2736.0,436.0,64.0,281.0,37.0,0.0,49.0,0.0,5460.0,-1.0,587.0,-1.0,-1.0,15.0,-1.0,12606.0,20.0,400.0,3000.0,30.0,139.0,144130.0,-1.0,144131.0,25.0,0.0,-1.0,0.0,-1.0,72.0,4364.0,-1.0,49.0,2365.0,-1.0,25845.0,151.0,-1.0,1.0,17.0
1982,0.0,1.0,-1.0,-1.0,-1.0,27000.0,-1.0,60.0,2886.0,-1.0,8115.0,17100.0,-1.0,12.0,2699.0,462.0,42.0,283.0,36.0,0.0,71.0,0.0,5340.0,-1.0,357.0,-1.0,-1.0,15.0,-1.0,14672.0,23.0,530.0,4320.0,20.0,235.0,128300.0,-1.0,128300.0,25.0,0.0,-1.0,0.0,-1.0,19.0,4473.0,-1.0,71.0,2350.0,-1.0,24704.0,185.0,-1.0,3.0,3.0
1983,0.0,1.0,-1.0,-1.0,-1.0,27000.0,-1.0,60.0,3497.0,-1.0,9560.0,22900.0,-1.0,10.0,2193.0,564.0,34.0,115.0,48.0,0.0,120.0,0.0,5461.0,-1.0,317.0,-1.0,-1.0,15.0,-1.0,14968.0,23.0,400.0,3270.0,20.0,498.0,119455.0,-1.0,119456.0,50.0,0.0,-1.0,0.0,-1.0,30.0,1203.0,-1.0,120.0,2166.0,-1.0,39561.0,184.0,-1.0,20.0,3.0
1984,0.0,0.0,-1.0,-1.0,-1.0,28000.0,-1.0,60.0,3848.0,-1.0,10841.0,20500.0,-1.0,9.0,2428.0,630.0,25.0,140.0,37.0,0.0,297.0,0.0,5777.0,-1.0,289.0,-1.0,-1.0,15.0,-1.0,15321.0,30.0,450.0,3690.0,0.0,593.0,157290.0,-1.0,157290.0,50.0,0.0,-1.0,0.0,-1.0,134.0,861.0,-1.0,297.0,2369.0,-1.0,46702.0,141.0,-1.0,60.0,1.0
1985,0.0,1.0,-1.0,-1.0,-1.0,28000.0,-1.0,60.0,3887.0,-1.0,11300.0,19400.0,-1.0,8.0,2454.0,561.0,23.0,69.0,33.0,0.0,260.0,0.0,5544.0,-1.0,330.0,-1.0,-1.0,15.0,-1.0,11000.0,42.0,530.0,4320.0,0.0,235.0,172060.0,-1.0,172061.0,25.0,0.0,-1.0,0.0,-1.0,399.0,814.0,-1.0,260.0,1962.0,-1.0,51486.0,82.0,-1.0,250.0,1.0
1986,0.0,0.0,-1.0,-1.0,-1.0,26000.0,-1.0,60.0,5044.0,-1.0,12500.0,19700.0,-1.0,7.0,2120.0,356.0,28.0,95.0,31.0,0.0,233.0,115.0,5141.0,-1.0,364.0,-1.0,-1.0,15.0,-1.0,11000.0,111.0,700.0,12210.0,0.0,120.0,184359.0,-1.0,184359.0,70.0,10.0,-1.0,0.0,-1.0,329.0,868.0,-1.0,233.0,3690.0,-1.0,49858.0,136.0,-1.0,305.0,3.0
1987,0.0,0.0,-1.0,-1.0,-1.0,32000.0,-1.0,60.0,4511.0,-1.0,9950.0,26500.0,-1.0,6.0,1882.0,288.0,24.0,99.0,30.0,0.0,172.0,90.0,4768.0,-1.0,429.0,-1.0,-1.0,15.0,-1.0,11000.0,149.0,1100.0,18210.0,1.0,119.0,172760.0,-1.0,172760.0,50.0,7.0,-1.0,0.0,-1.0,422.0,723.0,-1.0,172.0,4150.0,-1.0,47048.0,102.0,-1.0,334.0,12.0
1988,0.0,0.0,-1.0,-1.0,-1.0,34000.0,-1.0,60.0,4173.0,-1.0,11500.0,21000.0,-1.0,6.0,2335.0,315.0,22.0,163.0,29.0,0.0,199.0,248.0,5009.0,-1.0,386.0,-1.0,-1.0,79.0,-1.0,10000.0,169.0,1300.0,15360.0,1.0,198.0,174746.0,-1.0,174746.0,40.0,3.0,-1.0,0.0,-1.0,428.0,1009.0,-1.0,199.0,3285.0,-1.0,57000.0,87.0,-1.0,250.0,32.0
1989,0.0,0.0,-1.0,-1.0,-1.0,35000.0,-1.0,60.0,5069.0,-1.0,13550.0,18200.0,-1.0,6.0,2150.0,338.0,23.0,338.0,25.0,0.0,292.0,233.0,5076.0,-1.0,452.0,-1.0,-1.0,80.0,-1.0,9000.0,196.0,1400.0,13530.0,1.0,130.0,192621.0,-1.0,192621.0,60.0,3.0,-1.0,0.0,-1.0,224.0,797.0,-1.0,292.0,3398.0,-1.0,50037.0,112.0,-1.0,250.0,20.0
1990,0.0,0.0,-1.0,-1.0,-1.0,40000.0,-1.0,55.0,5719.0,-1.0,14050.0,22700.0,-1.0,5.0,2125.0,153.0,17.0,166.0,21.0,0.0,603.0,525.0,5087.0,-1.0,350.0,-1.0,-1.0,85.0,-1.0,11000.0,225.0,1500.0,10980.0,3.0,88.0,214660.0,-1.0,214660.0,70.0,0.0,-1.0,0.0,-1.0,206.0,659.0,-1.0,603.0,3596.0,-1.0,46776.0,99.0,-1.0,200.0,5.0
1991,0.0,0.0,-1.0,-1.0,-1.0,46000.0,-1.0,60.0,5474.0,-1.0,8500.0,23400.0,-1.0,5.0,2006.0,153.0,10.0,119.0,28.0,0.0,428.0,425.0,5096.0,-1.0,300.0,-1.0,-1.0,228.0,-1.0,16000.0,250.0,1409.0,10980.0,6.0,18.0,209153.0,-1.0,209153.0,70.0,0.0,-1.0,0.0,-1.0,221.0,1520.0,-1.0,428.0,3325.0,-1.0,41714.0,59.0,-1.0,100.0,5.0
1992,0.0,0.0,1730.0,130.0,-1.0,43000.0,1700.0,75.0,5434.0,-1.0,8200.0,30100.0,15.0,5.0,1992.0,-1.0,9.0,186.0,42.0,0.0,706.0,626.0,5073.0,13.0,200.0,17.0,-1.0,99.0,-1.0,4000.0,284.0,1409.0,-1.0,6.0,15.0,185500.0,20.0,185500.0,50.0,0.0,14.0,0.0,50.0,67.0,2930.0,2000.0,706.0,2750.0,400.0,34844.0,34.0,3600.0,100.0,0.0
1993,0.0,0.0,1035.0,139.0,-1.0,44000.0,900.0,60.0,6383.0,140.0,8479.0,41800.0,1.0,6.0,1880.0,-1.0,10.0,966.0,47.0,65.0,1425.0,1097.0,5048.0,28.0,175.0,23.0,1900.0,40.0,-1.0,4000.0,343.0,-1.0,-1.0,18.0,3.0,202405.0,19.0,202405.0,80.0,0.0,18.0,0.0,60.0,71.0,1127.0,1700.0,1425.0,3355.0,2300.0,37028.0,14.0,4500.0,200.0,0.0
1994,0.0,0.0,935.0,110.0,-1.0,42000.0,400.0,35.0,5707.0,142.0,7604.0,38600.0,4.0,3.0,2104.0,-1.0,12.0,1226.0,38.0,77.0,1506.0,1361.0,5057.0,56.0,150.0,3.0,2550.0,80.0,-1.0,5000.0,357.0,-1.0,-1.0,10.0,3.0,241745.0,19.0,241745.0,40.0,0.0,8.0,0.0,60.0,71.0,384.0,2000.0,1506.0,4320.0,2600.0,60638.0,21.0,8000.0,700.0,0.0
1995,0.0,0.0,1520.0,77.0,-1.0,46000.0,800.0,40.0,5395.0,227.0,5300.0,25500.0,1.0,4.0,2237.0,-1.0,6.0,1366.0,38.0,78.0,1632.0,1118.0,5040.0,158.0,116.0,1.0,2288.0,50.0,-1.0,5000.0,260.0,-1.0,-1.0,12.0,17.0,235681.0,18.0,235681.0,40.0,0.0,11.0,0.0,100.0,126.0,756.0,800.0,1632.0,4375.0,2200.0,28263.0,12.0,7500.0,1000.0,0.0
1996,0.0,0.0,958.0,54.0,-1.0,46000.0,500.0,50.0,6149.0,127.0,5200.0,35400.0,14.0,4.0,2153.0,-1.0,4.0,935.0,38.0,70.0,2792.0,2215.0,5041.0,65.0,79.0,0.0,1500.0,20.0,-1.0,4000.0,220.0,-1.0,-1.0,6.0,72.0,226625.0,16.0,226625.0,40.0,0.0,6.0,0.0,100.0,79.0,914.0,500.0,2792.0,4940.0,4200.0,31735.0,8.0,6500.0,1100.0,0.0
1997,0.0,0.0,1068.0,89.0,-1.0,49000.0,900.0,80.0,6942.0,101.0,5864.0,40000.0,16.0,4.0,2377.0,-1.0,6.0,651.0,31.0,91.0,4988.0,3399.0,5154.0,12.0,63.0,1.0,2000.0,8.0,-1.0,4000.0,220.0,-1.0,-1.0,20.0,253.0,228446.0,6.0,228446.0,40.0,0.0,75.0,0.0,130.0,141.0,823.0,700.0,4988.0,5725.0,7300.0,46600.0,12.0,7000.0,900.0,1.0
1998,0.0,0.0,2619.0,162.0,-1.0,46000.0,1300.0,125.0,6981.0,104.0,7600.0,40000.0,4.0,4.0,2561.0,-1.0,8.0,676.0,31.0,117.0,7668.0,3280.0,5160.0,11.0,150.0,1.0,3504.0,11.0,-1.0,4000.0,658.0,-1.0,-1.0,20.0,836.0,241465.0,8.0,241465.0,40.0,0.0,4.0,0.0,130.0,224.0,723.0,800.0,7668.0,6722.0,16000.0,54527.0,18.0,9000.0,700.0,2.0
1999,0.0,0.0,2882.0,129.0,-1.0,42000.0,3000.0,120.0,5226.0,204.0,4966.0,36000.0,4.0,2.0,2291.0,-1.0,11.0,440.0,28.0,195.0,5836.0,4732.0,4929.0,63.0,155.0,1.0,3253.0,19.0,-1.0,5000.0,518.0,-1.0,-1.0,100.0,684.0,262303.0,10.0,262303.0,40.0,0.0,23.0,0.0,150.0,135.0,4675.0,310.0,5836.0,5931.0,11900.0,43677.0,11.0,9000.0,600.0,1.0
2000,42.0,0.0,3684.0,103.0,-1.0,31337.0,2600.0,120.0,5863.0,250.0,3944.0,27500.0,4.0,4.0,2062.0,-1.0,9.0,266.0,52.0,217.0,5328.0,3900.0,4767.0,32.0,145.0,4.0,3441.0,44.0,0.0,5000.0,224.0,-1.0,-1.0,10.0,824.0,248317.0,12.0,248317.0,50.0,0.0,25.0,0.0,150.0,160.0,2395.0,800.0,5328.0,5415.0,8500.0,44323.0,10.0,4500.0,500.0,3.0
2001,42.0,0.0,4816.0,130.0,-1.0,35511.0,2700.0,160.0,5616.0,150.0,4205.0,28000.0,4.0,5.0,1841.0,-1.0,4.0,95.0,53.0,90.0,5192.0,3800.0,4547.0,44.0,145.0,24.0,3130.0,11.0,0.0,5000.0,224.0,-1.0,-1.0,10.0,546.0,250016.0,10.0,250016.0,50.0,0.0,26.0,0.0,150.0,8.0,977.0,100.0,5192.0,5180.0,10000.0,43899.0,7.0,4500.0,200.0,6.0
2002,42.0,0.0,3057.0,155.0,-1.0,31808.0,1200.0,170.0,7046.0,173.0,5330.0,34100.0,4.0,5.0,2471.0,-1.0,7.0,60.0,36.0,165.0,4844.0,3800.0,4463.0,32.0,135.0,27.0,2000.0,39.0,0.0,6000.0,176.0,-1.0,-1.0,10.0,127.0,252735.0,0.0,252735.0,50.0,0.0,57.0,0.0,120.0,37.0,1665.0,400.0,4844.0,5409.0,11000.0,42627.0,13.0,7000.0,100.0,28.0
2003,196.0,0.0,2837.0,143.0,-1.0,37997.0,1000.0,170.0,7249.0,260.0,6090.0,37300.0,4.0,5.0,2702.0,-1.0,7.0,77.0,33.0,146.0,5508.0,3800.0,4189.0,19.0,141.0,19.0,1500.0,92.0,0.0,6000.0,141.0,-1.0,-1.0,10.0,479.0,254506.0,1.0,254506.0,50.0,0.0,80.0,0.0,120.0,34.0,1990.0,500.0,5508.0,5627.0,16600.0,53822.0,23.0,8000.0,100.0,17.0
2004,420.0,0.0,7402.0,201.0,-1.0,51215.0,3000.0,150.0,7705.0,419.0,5585.0,40000.0,2.0,5.0,2520.0,-1.0,6.0,48.0,32.0,143.0,3887.0,3800.0,3623.0,17.0,145.0,23.0,1500.0,84.0,0.0,6000.0,141.0,-1.0,-1.0,40.0,842.0,254748.0,6.0,254748.0,50.0,0.0,100.0,7.0,120.0,87.0,2000.0,1400.0,3887.0,6158.0,18100.0,55020.0,29.0,8000.0,100.0,7.0
2005,402.0,0.0,7493.0,84.0,-1.0,50936.0,5700.0,155.0,7475.0,250.0,6270.0,38000.0,4.0,5.0,2555.0,-1.0,4.0,77.0,31.0,206.0,4207.0,3900.0,3252.0,17.0,145.0,28.0,1500.0,34.0,0.0,6000.0,170.0,-1.0,-1.0,50.0,1025.0,209440.0,10.0,209440.0,50.0,0.0,500.0,28.0,120.0,95.0,2000.0,3900.0,4207.0,7028.0,24900.0,62385.0,46.0,16000.0,100.0,54.0
2006,385.0,0.0,6212.0,131.0,129.0,47530.0,12100.0,160.0,8853.0,306.0,8960.0,45900.0,3.0,5.0,2793.0,-1.0,4.0,277.0,30.0,702.0,5108.0,3900.0,3158.0,-1.0,145.0,54.0,1500.0,53.0,0.0,6000.0,194.0,-1.0,-1.0,30.0,3068.0,197477.0,16.0,197477.0,50.0,0.0,750.0,21.0,120.0,74.0,2000.0,5600.0,5108.0,8092.0,28800.0,79675.0,48.0,20500.0,100.0,107.0
2007,242.0,0.0,12115.0,224.0,180.0,40810.0,21000.0,165.0,7776.0,346.0,8605.0,47000.0,3.0,5.0,2772.0,-1.0,6.0,152.0,23.0,1138.0,6771.0,3900.0,3504.0,-1.0,145.0,44.0,1700.0,70.0,39.0,6000.0,224.0,-1.0,-1.0,20.0,3574.0,230776.0,9.0,230776.0,100.0,0.0,700.0,28.0,120.0,121.0,2000.0,5400.0,6771.0,7106.0,26700.0,77107.0,34.0,27000.0,100.0,279.0
2008,259.0,0.0,25706.0,287.0,181.0,44087.0,57500.0,155.0,7410.0,212.0,8155.0,60000.0,15.0,5.0,2122.0,-1.0,9.0,304.0,21.0,1409.0,6848.0,3900.0,3509.0,-1.0,176.0,44.0,1700.0,209.0,49.0,5000.0,273.0,-1.0,-1.0,22.0,4143.0,254730.0,7.0,254730.0,100.0,0.0,700.0,35.0,120.0,176.0,2000.0,6300.0,6848.0,7399.0,31700.0,80997.0,37.0,26000.0,250.0,327.0
2009,441.0,0.0,30569.0,163.0,180.0,39060.0,37500.0,230.0,8346.0,135.0,8325.0,65000.0,40.0,8.0,1779.0,-1.0,9.0,305.0,28.0,2755.0,6780.0,3900.0,3632.0,-1.0,185.0,53.0,2000.0,60.0,50.0,7000.0,258.0,-1.0,-1.0,80.0,5272.0,257950.0,6.0,257950.0,100.0,0.0,800.0,35.0,120.0,77.0,2000.0,10700.0,6780.0,7319.0,41600.0,94615.0,37.0,30000.0,500.0,312.0
2010,443.0,0.0,25736.0,176.0,154.0,45545.0,30000.0,210.0,9165.0,452.0,7525.0,60000.0,35.0,10.0,1876.0,-1.0,9.0,449.0,25.0,3007.0,8310.0,4553.0,3780.0,-1.0,195.0,48.0,3734.0,151.0,50.0,4000.0,215.0,-1.0,-1.0,30.0,3900.0,257159.0,8.0,257159.0,100.0,0.0,900.0,49.0,120.0,130.0,2000.0,4700.0,8310.0,7780.0,41300.0,83015.0,28.0,32000.0,500.0,268.0
2011,455.0,0.0,19116.0,99.0,83.0,41230.0,28800.0,230.0,9828.0,458.0,6455.0,60000.0,50.0,10.0,1705.0,-1.0,9.0,403.0,26.0,1749.0,9435.0,6975.0,4140.0,-1.0,227.0,51.0,4013.0,463.0,34.0,4000.0,223.0,-1.0,-1.0,30.0,971.0,260115.0,3.0,260115.0,200.0,0.0,800.0,105.0,120.0,229.0,2000.0,6600.0,9435.0,8036.0,43100.0,72031.0,30.0,36000.0,250.0,300.0
2012,525.0,0.0,35680.0,180.0,97.0,44380.0,10330.0,225.0,9295.0,440.0,8860.0,70000.0,60.0,10.0,1729.0,-1.0,10.0,596.0,17.0,1751.0,13087.0,5160.0,3900.0,-1.0,234.0,61.0,2700.0,358.0,36.0,4000.0,234.0,-1.0,-1.0,20.0,2759.0,263180.0,8.0,263180.0,200.0,0.0,900.0,105.0,120.0,286.0,2000.0,7900.0,13087.0,7189.0,42500.0,92071.0,49.0,38000.0,450.0,311.0
2013,560.0,0.0,38856.0,231.0,98.0,46520.0,14600.0,235.0,8775.0,301.0,8305.0,70000.0,60.0,9.0,1768.0,-1.0,6.0,604.0,20.0,2473.0,10883.0,6675.0,4409.0,-1.0,236.0,56.0,3200.0,279.0,33.0,4400.0,211.0,-1.0,-1.0,0.0,4047.0,265577.0,10.0,265577.0,200.0,0.0,900.0,67.0,120.0,262.0,2000.0,10000.0,10883.0,7515.0,35300.0,95111.0,43.0,40000.0,450.0,321.0
2014,560.0,0.0,36560.0,231.0,98.0,46520.0,22006.0,235.0,8775.0,301.0,8305.0,70000.0,60.0,9.0,1768.0,-1.0,6.0,604.0,0.0,2473.0,10883.0,6675.0,4409.0,-1.0,121.0,56.0,2500.0,279.0,33.0,4200.0,211.0,-1.0,-1.0,0.0,4047.0,265577.0,10.0,265577.0,200.0,0.0,900.0,67.0,120.0,262.0,2000.0,10000.0,10883.0,7515.0,35300.0,95111.0,43.0,40000.0,450.0,321.0
