,Ukraine,Georgia,Tajikistan,Austria,Belarus,Croatia,Bhutan,Poland,USSR,Slovakia,Brazil,Bosnia and Herzegovina,United Republic of Tanzania,Nepal,China,Canada,Uzbekistan,Japan,Ireland,Latvia,Republic of Korea,Kyrgyzstan,France,South Africa,Hungary,Greece,Kazakhstan,Estonia,Bulgaria,United States of America,Yugoslav SFR,Serbia and Montenegro,Guatemala,Lithuania,Slovenia,Czechoslovakia,"China, mainland",Russian Federation,Czechia,Republic of Moldova
1976,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6100.0,42848.0,1431000.0,-1.0,25000.0,-1.0,-1.0,-1.0,2000000.0,27200.0,-1.0,14700.0,-1,-1.0,7576.0,-1.0,7800.0,4300.0,-1.0,-1,-1.0,-1.0,-1.0,19900.0,2297.0,-1.0,-1,-1.0,-1.0,12.0,2000000.0,-1.0,-1.0,-1.0
1977,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6100.0,37289.0,1743000.0,-1.0,21000.0,-1.0,-1.0,-1.0,1809000.0,43300.0,-1.0,16600.0,-1,-1.0,12662.0,-1.0,6435.0,3450.0,-1.0,-1,-1.0,-1.0,-1.0,22500.0,2150.0,-1.0,-1,-1.0,-1.0,2.0,1809000.0,-1.0,-1.0,-1.0
1978,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6300.0,61419.0,1773000.0,-1.0,43000.0,-1.0,-1.0,-1.0,2000000.0,60300.0,-1.0,25100.0,-1,-1.0,12368.0,-1.0,7200.0,8020.0,-1.0,-1,-1.0,-1.0,-1.0,22824.0,1836.0,-1.0,-1,-1.0,-1.0,2.0,2000000.0,-1.0,-1.0,-1.0
1979,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6950.0,79105.0,1655400.0,-1.0,30000.0,-1.0,-1.0,-1.0,1830000.0,66300.0,-1.0,22500.0,-1,-1.0,8868.0,-1.0,5700.0,8920.0,-1.0,-1,-1.0,-1.0,-1.0,32000.0,1730.0,-1.0,-1,-1.0,-1.0,2.0,1830000.0,-1.0,-1.0,-1.0
1980,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7350.0,126235.0,1698000.0,-1.0,26000.0,-1.0,-1.0,-1.0,1680000.0,46500.0,-1.0,24200.0,-1,-1.0,9514.0,-1.0,5292.0,3030.0,-1.0,-1,-1.0,-1.0,-1.0,45000.0,2000.0,-1.0,-1,-1.0,-1.0,12.0,1680000.0,-1.0,-1.0,-1.0
1981,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7100.0,140065.0,1799500.0,-1.0,49000.0,-1.0,-1.0,-1.0,1800000.0,56800.0,-1.0,23100.0,-1,-1.0,8418.0,-1.0,5200.0,2000.0,-1.0,-1,-1.0,-1.0,-1.0,48000.0,1000.0,-1.0,-1,-1.0,-1.0,20.0,1800000.0,-1.0,-1.0,-1.0
1982,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7850.0,97395.0,1692000.0,-1.0,43000.0,-1.0,-1.0,-1.0,1500000.0,55400.0,-1.0,23700.0,-1,-1.0,18893.0,-1.0,5700.0,1500.0,-1.0,-1,-1.0,-1.0,-1.0,52000.0,2000.0,-1.0,-1,-1.0,-1.0,59.0,1500000.0,-1.0,-1.0,-1.0
1983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8200.0,50545.0,1772000.0,-1.0,34000.0,-1.0,-1.0,-1.0,1750000.0,46100.0,-1.0,21100.0,-1,-1.0,8197.0,-1.0,5600.0,1500.0,-1.0,-1,-1.0,-1.0,-1.0,65000.0,2359.0,-1.0,-1,-1.0,-1.0,16.0,1750000.0,-1.0,-1.0,-1.0
1984,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9447.0,50169.0,1694000.0,-1.0,29000.0,-1.0,-1.0,-1.0,1750000.0,34800.0,-1.0,19200.0,-1,-1.0,7855.0,-1.0,4900.0,1500.0,-1.0,-1,-1.0,-1.0,-1.0,73000.0,1980.0,-1.0,-1,-1.0,-1.0,10.0,1750000.0,-1.0,-1.0,-1.0
1985,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,8900.0,43705.0,1689000.0,-1.0,29000.0,-1.0,-1.0,-1.0,1680000.0,19400.0,-1.0,18700.0,-1,-1.0,7699.0,-1.0,4200.0,2000.0,-1.0,-1,-1.0,-1.0,-1.0,78000.0,2176.0,-1.0,-1,-1.0,-1.0,10.0,1680000.0,-1.0,-1.0,-1.0
1986,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,7000.0,39378.0,1584000.0,-1.0,34000.0,-1.0,-1.0,-1.0,1600000.0,36300.0,-1.0,19600.0,-1,-1.0,11714.0,-1.0,4000.0,2000.0,-1.0,-1,-1.0,-1.0,-1.0,92000.0,2533.0,-1.0,-1,-1.0,-1.0,2.0,1600000.0,-1.0,-1.0,-1.0
1987,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6900.0,54460.0,1626000.0,-1.0,39000.0,-1.0,-1.0,-1.0,1600000.0,33500.0,-1.0,23600.0,-1,-1.0,12720.0,-1.0,4200.0,2000.0,-1.0,-1,-1.0,-1.0,-1.0,95000.0,1483.0,-1.0,-1,-1.0,-1.0,4.0,1600000.0,-1.0,-1.0,-1.0
1988,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7190.0,61448.0,1664000.0,-1.0,54000.0,-1.0,-1.0,-1.0,1600000.0,35600.0,-1.0,25700.0,-1,-1.0,9020.0,-1.0,10700.0,1000.0,-1.0,-1,-1.0,-1.0,-1.0,108000.0,1023.0,-1.0,-1,-1.0,-1.0,0.0,1600000.0,-1.0,-1.0,-1.0
1989,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7200.0,66372.0,1710900.0,-1.0,42000.0,-1.0,-1.0,-1.0,1450000.0,22400.0,-1.0,25900.0,-1,-1.0,5316.0,-1.0,11600.0,1000.0,-1.0,-1,-1.0,-1.0,-1.0,112000.0,1077.0,-1.0,-1,-1.0,-1.0,-1.0,1450000.0,-1.0,-1.0,-1.0
1990,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,7134.0,38074.0,1864000.0,-1.0,50000.0,-1.0,-1.0,-1.0,1500000.0,27500.0,-1.0,27800.0,-1,-1.0,4862.0,-1.0,9212.0,916.0,-1.0,-1,-1.0,-1.0,-1.0,95000.0,938.0,-1.0,-1,-1.0,-1.0,0.0,1500000.0,-1.0,-1.0,-1.0
1991,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5286.0,34783.0,2382250.0,-1.0,45000.0,-1.0,-1.0,-1.0,1700000.0,21800.0,-1.0,28100.0,-1,-1.0,6717.0,-1.0,10900.0,626.0,880.0,-1,-1.0,-1.0,-1.0,95586.0,916.0,-1.0,-1,-1.0,-1.0,0.0,1700000.0,-1.0,-1.0,-1.0
1992,447438.0,-1.0,8000.0,0.0,23000.0,83.0,6018.0,42022.0,-1.0,-1.0,36000.0,-1.0,-1.0,-1.0,1990000.0,17200.0,190.0,24100.0,-1,100.0,8065.0,-1.0,9500.0,624.0,1857.0,-1,565500.0,100.0,-1.0,93000.0,-1.0,117.0,-1,600.0,483.0,0.0,1990000.0,1709000.0,-1.0,6922.0
1993,448000.0,-1.0,9239.0,0.0,20000.0,64.0,7000.0,40213.0,-1.0,505.0,50000.0,-1.0,-1.0,-1.0,1436000.0,9400.0,-1.0,22600.0,-1,100.0,4600.0,-1.0,10200.0,623.0,900.0,-1,409000.0,112.0,1000.0,85000.0,-1.0,0.0,-1,2400.0,455.0,-1.0,1436000.0,1808110.0,1600.0,6455.0
1994,515000.0,-1.0,-1.0,0.0,24000.0,3.0,6328.0,42032.0,-1.0,510.0,46282.0,-1.0,-1.0,-1.0,1269000.0,10700.0,-1.0,20200.0,-1,100.0,6112.0,-1.0,8900.0,622.0,1025.0,-1,342000.0,98.0,1523.0,92000.0,-1.0,-1.0,-1,1200.0,720.0,-1.0,1269000.0,1756200.0,1400.0,7500.0
1995,447600.0,-1.0,10000.0,0.0,18000.0,9.0,6035.0,39427.0,-1.0,520.0,47000.0,-1.0,-1.0,-1.0,1200000.0,16800.0,-1.0,22600.0,-1,50.0,6886.0,-1.0,7355.0,621.0,1085.0,-1,196100.0,80.0,2000.0,82000.0,-1.0,-1.0,-1,1000.0,652.0,-1.0,1200000.0,1604000.0,1300.0,5473.0
1996,399000.0,-1.0,25000.0,0.0,19000.0,6.0,6000.0,41464.0,-1.0,505.0,45935.0,-1.0,-1.0,-1.0,1190000.0,17100.0,-1.0,26500.0,-1,100.0,4806.0,-1.0,7585.0,619.0,1039.0,-1,173100.0,80.0,-1.0,63000.0,-1.0,-1.0,-1,1900.0,542.0,-1.0,1190000.0,1369380.0,1200.0,7364.0
1997,447700.0,-1.0,15000.0,0.0,19000.0,6.0,5692.0,42200.0,-1.0,500.0,45770.0,-1.0,-1.0,-1.0,1148000.0,15000.0,-1.0,27700.0,-1,600.0,4640.0,-1.0,8564.0,618.0,650.0,-1,67850.0,41.0,-1.0,80000.0,-1.0,-1.0,-1,4400.0,445.0,-1.0,1148000.0,920700.0,1300.0,7324.0
1998,534000.0,-1.0,292.0,0.0,16000.0,45.0,5436.0,44023.0,-1.0,480.0,45866.0,-1.0,-1.0,-1.0,1082000.0,14400.0,-1.0,34400.0,-1,1700.0,3964.0,-1.0,10085.0,617.0,560.0,-1,47760.0,100.0,-1.0,74868.0,-1.0,-1.0,-1,8300.0,424.0,-1.0,1082000.0,796400.0,1500.0,9275.0
1999,445500.0,-1.0,193.0,0.0,22900.0,50.0,4700.0,48030.0,-1.0,470.0,45869.0,-1.0,400.0,-1.0,1006000.0,13200.0,-1.0,37100.0,-1,2300.0,3644.0,200.0,10389.0,562.0,1244.0,-1,35300.0,100.0,-1.0,63000.0,-1.0,-1.0,-1,15100.0,601.0,-1.0,1006000.0,972100.0,1800.0,14866.0
2000,528900.0,39.0,77.0,0.0,22000.0,62.0,3500.0,61438.0,-1.0,480.0,45879.0,-1.0,500.0,-1.0,1150000.0,14800.0,-1.0,37400.0,-1,6200.0,2969.0,100.0,15057.0,678.0,873.0,-1,47700.0,500.0,-1.0,65000.0,-1.0,-1.0,-1,16600.0,632.0,-1.0,1150000.0,1433400.0,1500.0,11090.0
2001,576700.0,150.0,36.0,0.0,27800.0,51.0,4700.0,54732.0,-1.0,485.0,45879.0,-1.0,1000.0,-1.0,1071000.0,14300.0,-1.0,41800.0,-1,10600.0,3868.0,200.0,22371.0,617.0,1044.0,-1,57000.0,691.0,-1.0,69892.0,-1.0,-1.0,-1,16900.0,742.0,-1.0,1071000.0,1058800.0,1273.0,11736.0
2002,308200.0,100.0,168.0,0.0,14100.0,46.0,3620.0,36000.0,-1.0,510.0,45000.0,-1.0,1500.0,10700.0,860000.0,11900.0,-1.0,41400.0,-1,10500.0,3466.0,251.0,27439.0,616.0,745.0,-1,41777.0,68.0,-1.0,70681.0,-1.0,-1.0,-1,17000.0,1169.0,-1.0,860000.0,558100.0,1000.0,4001.0
2003,324100.0,100.0,100.0,0.0,11088.0,59.0,3767.0,33826.0,-1.0,520.0,46107.0,-1.0,2000.0,10650.0,820000.0,9300.0,-1.0,43500.0,-1,6500.0,2667.0,294.0,36860.0,614.0,789.0,-1,62741.0,80.0,-1.0,70600.0,-1.0,-1.0,-1,16300.0,689.0,-1.0,820000.0,641600.0,1200.0,3987.0
2004,388700.0,100.0,0.0,0.0,11542.0,50.0,2543.0,47849.0,-1.0,500.0,46114.0,-1.0,2500.0,10650.0,800000.0,4000.0,-1.0,43500.0,-1,9700.0,2063.0,326.0,41071.0,613.0,291.0,-1,53300.0,231.0,-1.0,69809.0,-1.0,-1.0,-1,22000.0,578.0,-1.0,800000.0,867200.0,1119.0,3518.0
2005,396200.0,100.0,0.0,0.0,7106.0,80.0,6632.0,67531.0,-1.0,461.0,46000.0,-1.0,4000.0,10600.0,834000.0,4000.0,-1.0,44700.0,-1,10400.0,2257.0,378.0,36593.0,612.0,752.0,-1,77200.0,676.0,-1.0,68678.0,-1.0,-1.0,-1,28400.0,811.0,-1.0,834000.0,833600.0,1000.0,2811.0
2006,359500.0,100.0,0.0,0.0,7935.0,100.0,7868.0,80432.0,-1.0,546.0,47000.0,-1.0,5000.0,10600.0,868000.0,6900.0,-1.0,44800.0,-1,14000.0,2786.0,203.0,32000.0,611.0,278.0,-1,87600.0,101.0,-1.0,66000.0,-1.0,-1.0,-1,31300.0,547.0,-1.0,868000.0,1071800.0,1014.0,3720.0
2007,310100.0,100.0,0.0,0.0,11452.0,150.0,8613.0,72680.0,-1.0,215.0,48000.0,-1.0,6000.0,10500.0,750000.0,2000.0,-1.0,46100.0,-1,10700.0,2410.0,163.0,32945.0,610.0,655.0,-1,138100.0,270.0,-1.0,68000.0,-1.0,-1.0,-1,21700.0,809.0,-1.0,750000.0,1193200.0,956.0,1165.0
2008,281800.0,100.0,0.0,0.0,15524.0,75.0,3526.0,64514.0,-1.0,93.0,47449.0,-1.0,7000.0,10500.0,725200.0,0.0,-1.0,47300.0,-1,10400.0,2233.0,118.0,34200.0,608.0,349.0,-1,53900.0,400.0,-1.0,83000.0,-1.0,-1.0,-1,27500.0,761.0,-1.0,725200.0,1008000.0,1015.0,806.0
2009,254300.0,100.0,0.0,0.0,20582.0,160.0,3862.0,69830.0,-1.0,159.0,47046.0,-1.0,8500.0,10400.0,724000.0,0.0,-1.0,45400.0,-1,10100.0,2176.0,61.0,36900.0,596.0,307.0,-1,57400.0,148.0,-1.0,80147.0,-1.0,-1.0,-1,21800.0,1044.0,-1.0,724000.0,626000.0,1012.0,590.0
2010,198600.0,100.0,0.0,0.0,25293.0,140.0,3037.0,88525.0,-1.0,86.0,46738.0,553.0,9500.0,10400.0,700000.0,0.0,-1.0,47700.0,-1,6500.0,2106.0,74.0,36900.0,588.0,336.0,-1,63800.0,300.0,-1.0,77004.0,-1.0,-1.0,-1,19200.0,1198.0,-1.0,700000.0,570100.0,1008.0,850.0
2011,285700.0,100.0,0.0,0.0,40754.0,190.0,4268.0,75768.0,-1.0,569.0,46000.0,584.0,9000.0,10304.0,748000.0,0.0,-1.0,56400.0,-1,8800.0,2446.0,62.0,30900.0,550.0,586.0,-1,66780.0,300.0,-1.0,76076.0,-1.0,-1.0,-1,27200.0,1180.0,-1.0,748000.0,843200.0,1007.0,385.0
2012,273300.0,100.0,0.0,0.0,42117.0,200.0,2773.0,71016.0,-1.0,239.0,47000.0,564.0,18000.0,10339.0,700000.0,96.0,-1.0,61000.0,-1,8100.0,3089.0,43.0,30900.0,600.0,150.0,-1,76200.0,500.0,-1.0,78500.0,-1.0,-1.0,-1,33900.0,1676.0,-1.0,700000.0,1030300.0,1000.0,272.0
2013,168400.0,120.0,0.0,0.0,31403.0,190.0,1857.0,70384.0,-1.0,73.0,48000.0,633.0,20000.0,10681.0,705000.0,384.0,-1.0,61400.0,-1,9800.0,2392.0,26.0,44500.0,630.0,330.0,-1,81468.0,600.0,-1.0,77500.0,-1.0,-1.0,-1,30500.0,1401.0,-1.0,705000.0,905911.0,1000.0,61.0
2014,136700.0,100.0,0.0,0.0,18504.0,350.0,2133.0,62710.0,-1.0,176.0,49000.0,705.0,24105.0,10510.0,708000.0,384.0,-1.0,59900.0,-1,9300.0,2095.0,23.0,30100.0,605.0,500.0,-1,64481.0,800.0,-1.0,78000.0,-1.0,-1.0,-1,37400.0,1551.0,-1.0,708000.0,712047.0,1000.0,111.0
