,USSR,Burkina Faso,France,Bahrain,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,Yemen,South Africa,United Arab Emirates,Lao People's Democratic Republic,Zambia,Nigeria,Botswana,Peru,Suriname,Tunisia,Albania,Niue,Brazil,Mozambique,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Central African Republic,Bahamas,Honduras,Jamaica,Ecuador,Swaziland,Indonesia,Seychelles,Turkey,Jordan,Angola,Ethiopia PDR,Egypt,Melanesia,Togo,Malaysia,Greece,Tajikistan,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Sudan,Mali,Congo,Martinique,Dominican Republic,Kyrgyzstan,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,Philippines,Spain,"China, mainland",French Polynesia,Cyprus,Guinea-Bissau,Rwanda,Bosnia and Herzegovina,Portugal,Guatemala,South Sudan,Cuba,Puerto Rico,United States of America,Bhutan,Dominica,Iraq,Madagascar,India,Timor-Leste,Senegal,United Republic of Tanzania,Paraguay,Samoa,Nepal,Cook Islands,Libya,Costa Rica,Bangladesh,Italy,Qatar,Saint Lucia,Mauritius,Syrian Arab Republic,Benin,Uzbekistan,China,Cambodia,Serbia and Montenegro,Sudan (former),Morocco,Antigua and Barbuda,Chile,Malta,Uruguay,Zimbabwe,Lebanon,Gabon,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Afghanistan,Trinidad and Tobago,Somalia,Namibia,Saudi Arabia,Georgia,Azerbaijan,Nicaragua,Oman,Viet Nam,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Guinea,Kuwait,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Occupied Palestinian Territory,Liberia,Sierra Leone
1971,47500.0,,90446.0,109091.0,200000.0,162655.0,,106150.0,13953.0,89730.0,128329.0,,39216.0,37141.0,,180430.0,145000.0,61059.0,33846.0,33333.0,31250.0,125721.0,92883.0,,,,148570.0,50000.0,158367.0,104700.0,,,160345.0,,,,69750.0,140632.0,146236.0,70536.0,41613.0,,168978.0,70696.0,58571.0,50617.0,140965.0,200000.0,,40634.0,121795.0,,,10101.0,147340.0,79931.0,,21795.0,28235.0,57692.0,,,33333.0,,53306.0,,66383.0,38839.0,137016.0,22217.0,151316.0,183882.0,,,,57586.0,59140.0,,,,226681.0,40777.0,,,73410.0,114939.0,,30000.0,11325.0,,50000.0,,150407.0,122039.0,80000.0,46550.0,172070.0,,,,61602.0,47727.0,,37112.0,,,118529.0,,,85000.0,,,36826.0,224553.0,41667.0,50000.0,73974.0,103776.0,371867.0,,152943.0,,72391.0,55353.0,67401.0,,57778.0,,,50000.0,30899.0,67333.0,,80814.0,,,73111.0,49231.0,103034.0,44577.0,74259.0,,51485.0,102728.0,68810.0,,,28811.0,
1972,65000.0,,64647.0,116667.0,200000.0,152766.0,,111486.0,14504.0,89730.0,137914.0,,40896.0,37498.0,,213029.0,142857.0,59780.0,35385.0,33333.0,31250.0,120468.0,106853.0,,,,157208.0,48649.0,149250.0,136125.0,,,161017.0,,,,81191.0,131738.0,124337.0,74783.0,54815.0,,178880.0,119545.0,57241.0,50602.0,128811.0,200000.0,,38624.0,155859.0,,,15479.0,158617.0,85962.0,,21795.0,29412.0,69231.0,,,33333.0,,53429.0,,63243.0,42240.0,175623.0,26512.0,158667.0,188888.0,,,,76909.0,60000.0,,,,232469.0,40566.0,,,98474.0,116613.0,,21050.0,19213.0,,50000.0,,136242.0,119465.0,79487.0,44122.0,163808.0,,,,50052.0,45652.0,,41998.0,,,119977.0,,,88785.0,,,37475.0,252279.0,41667.0,50000.0,76569.0,111235.0,391134.0,,203242.0,,86601.0,63323.0,67982.0,,58136.0,,,50000.0,33333.0,67097.0,,80849.0,,,74841.0,51163.0,101439.0,44118.0,78221.0,,46398.0,83584.0,73972.0,,,29459.0,
1973,67500.0,,67828.0,107692.0,200000.0,179956.0,,115369.0,14237.0,89730.0,144019.0,,41989.0,38547.0,,198222.0,143478.0,59780.0,34286.0,33333.0,31250.0,117621.0,100108.0,,,,111238.0,46629.0,173411.0,139250.0,,,163934.0,,,,84783.0,151161.0,115875.0,76522.0,50294.0,,160010.0,85153.0,57931.0,50602.0,142887.0,200000.0,,39604.0,139095.0,,,29231.0,159792.0,73030.0,,22500.0,30588.0,61538.0,,,34711.0,,53669.0,,64730.0,37822.0,149497.0,26255.0,160000.0,206972.0,,,,74642.0,59813.0,,,,262084.0,40741.0,,,100319.0,109646.0,,45400.0,21429.0,,50000.0,,160969.0,115873.0,80000.0,37059.0,167985.0,,,,71361.0,47826.0,,43623.0,,,109928.0,,,86019.0,,,37835.0,283044.0,41667.0,50000.0,74861.0,111937.0,390924.0,,197894.0,,88462.0,41093.0,69298.0,,102613.0,,,45000.0,40000.0,66875.0,,80992.0,,,94919.0,49080.0,104193.0,43655.0,75670.0,,59046.0,88653.0,89945.0,,,30270.0,
1974,135556.0,,74435.0,107692.0,200000.0,167463.0,,117992.0,14603.0,89730.0,157194.0,,38350.0,77058.0,,218433.0,137500.0,59149.0,35714.0,33333.0,31250.0,117800.0,94521.0,,,,161846.0,52247.0,162504.0,141750.0,,,166667.0,,,,75761.0,142435.0,146872.0,71304.0,49701.0,,199256.0,99759.0,58621.0,51084.0,141439.0,200000.0,,39891.0,174412.0,,,31312.0,154455.0,89231.0,,22500.0,30000.0,52941.0,,,36066.0,,54601.0,,64199.0,34524.0,135529.0,27335.0,151081.0,159794.0,,,,66249.0,60000.0,,,,250850.0,40909.0,,,87388.0,114921.0,,46154.0,24167.0,,50000.0,,128935.0,133694.0,81250.0,34967.0,174675.0,,,,73467.0,50000.0,,44971.0,,,117983.0,,,92645.0,,,39004.0,330191.0,42857.0,50000.0,76380.0,113615.0,392189.0,,196073.0,,87697.0,58924.0,70614.0,,80871.0,,,50000.0,39286.0,64706.0,,81242.0,,,93451.0,51282.0,89880.0,43215.0,75923.0,,75892.0,98078.0,77504.0,,,31081.0,
1975,160417.0,,84694.0,102941.0,200000.0,184268.0,,109667.0,18041.0,88496.0,128782.0,,41551.0,79113.0,,204111.0,140000.0,59524.0,37143.0,33333.0,33333.0,109474.0,78043.0,,,,151922.0,45294.0,178195.0,162362.0,,,167683.0,,,,85567.0,137328.0,146055.0,71304.0,56364.0,,196088.0,58898.0,55556.0,51084.0,142379.0,200000.0,,39836.0,171695.0,,,73873.0,152404.0,91077.0,,22500.0,31111.0,52941.0,,,37398.0,,54818.0,,64555.0,38010.0,136857.0,27254.0,162889.0,195836.0,,,,67453.0,59836.0,,,,272150.0,40708.0,,,98491.0,110323.0,,50000.0,27000.0,,50000.0,,135037.0,125931.0,85000.0,33941.0,168109.0,,,,60089.0,50000.0,,43710.0,,,116883.0,,,98028.0,,,40968.0,305530.0,42857.0,50000.0,74580.0,105343.0,373787.0,,217204.0,,88050.0,39139.0,72174.0,,54851.0,,,50000.0,42857.0,57377.0,,80652.0,,,96598.0,51282.0,96385.0,42784.0,77050.0,,66950.0,105282.0,73532.0,,,31053.0,
1976,128000.0,,118141.0,100000.0,200000.0,195711.0,,98521.0,9500.0,89922.0,120888.0,,43009.0,78508.0,,217620.0,133333.0,60690.0,36000.0,33333.0,35000.0,108474.0,75894.0,,,,162818.0,44118.0,188184.0,164945.0,,,176748.0,,,,88364.0,137651.0,144471.0,73913.0,47500.0,,192561.0,62090.0,57143.0,50588.0,117670.0,200000.0,,38901.0,168086.0,,,44573.0,154381.0,95799.0,,23171.0,31111.0,52941.0,,,38710.0,,57882.0,,63077.0,47513.0,125492.0,22626.0,152128.0,191963.0,,,,57134.0,58333.0,,,,279347.0,40517.0,,,58408.0,128000.0,,50000.0,27778.0,,50000.0,,126293.0,117674.0,82353.0,34245.0,177791.0,,,,77914.0,50000.0,,42148.0,,,117405.0,,,97653.0,,,37992.0,304267.0,42857.0,50000.0,74483.0,113652.0,378278.0,,190202.0,,82390.0,51333.0,72174.0,,59701.0,,,49524.0,48000.0,59140.0,,80201.0,,,92926.0,50649.0,107798.0,42373.0,76759.0,,68726.0,100486.0,73041.0,,,31579.0,
1977,226000.0,40000.0,97729.0,106133.0,187500.0,180199.0,,78070.0,9444.0,89895.0,111216.0,,42637.0,78620.0,,190564.0,131073.0,58881.0,37333.0,33333.0,36364.0,110128.0,86735.0,,,,163334.0,45349.0,173926.0,155850.0,,,177615.0,,,,86083.0,136852.0,181349.0,71304.0,64646.0,,218614.0,117318.0,58621.0,50588.0,98948.0,187500.0,,41149.0,168731.0,,,98976.0,164635.0,93773.0,,23171.0,32222.0,47619.0,,,40000.0,,61092.0,,61250.0,51914.0,142213.0,30930.0,159184.0,240916.0,50000.0,,,65217.0,60000.0,,,,292720.0,40678.0,,,66568.0,109172.0,,50000.0,30096.0,,50000.0,,124332.0,109795.0,82386.0,34026.0,164400.0,44444.0,,,86586.0,48000.0,,47017.0,,,118551.0,,,99048.0,,,40073.0,294595.0,43750.0,50000.0,75817.0,107588.0,387107.0,,216096.0,,48742.0,34286.0,70833.0,,60735.0,,,48182.0,43333.0,60753.0,,80974.0,,,112849.0,52206.0,107883.0,43541.0,96194.0,,66876.0,86786.0,73280.0,,,32632.0,
1978,177273.0,40000.0,105976.0,102564.0,200000.0,193290.0,,101939.0,12190.0,89895.0,119775.0,,39980.0,71333.0,,217833.0,100047.0,58462.0,36250.0,33333.0,37500.0,109164.0,48248.0,,,,165526.0,45349.0,187382.0,242135.0,,,177837.0,,,,82615.0,134355.0,188863.0,69167.0,70968.0,,202476.0,127931.0,57143.0,51294.0,120739.0,200000.0,,40938.0,159416.0,,,105159.0,164737.0,113799.0,,23171.0,31579.0,47619.0,,,40000.0,,69892.0,,63750.0,52857.0,143146.0,28235.0,170000.0,188980.0,52632.0,,,54426.0,60000.0,,,,278605.0,40984.0,,,60548.0,109660.0,,50000.0,31429.0,,50000.0,,102625.0,116918.0,82222.0,32097.0,151447.0,48649.0,,,74783.0,48000.0,,44687.0,,,122072.0,,,101966.0,,,38967.0,297778.0,43750.0,50000.0,76366.0,111378.0,374053.0,,197831.0,,71835.0,32381.0,71250.0,,74766.0,,,46957.0,43333.0,62205.0,,81544.0,,,111814.0,52174.0,109679.0,42737.0,88371.0,,80484.0,77581.0,64608.0,,,33158.0,
1979,330000.0,40000.0,147085.0,101266.0,200000.0,205297.0,,100265.0,11649.0,89895.0,115349.0,,40789.0,73871.0,23153.0,209269.0,54950.0,59773.0,37500.0,32727.0,37500.0,101157.0,50722.0,,,,171937.0,46703.0,198296.0,263799.0,,,179796.0,,,,81929.0,139600.0,189187.0,71200.0,69677.0,115000.0,209797.0,96574.0,57143.0,51294.0,152595.0,200000.0,,42128.0,106578.0,,,133543.0,167849.0,114545.0,,23171.0,31579.0,50000.0,,,40000.0,,72634.0,,59420.0,55166.0,157510.0,27233.0,180000.0,205156.0,55556.0,,,61983.0,60000.0,,,,263094.0,40976.0,,,84613.0,113562.0,,50541.0,34266.0,,50000.0,,102127.0,112231.0,82222.0,32300.0,167346.0,43678.0,,,88558.0,48000.0,,40272.0,,,127464.0,,,109953.0,,,41090.0,310502.0,43750.0,50000.0,76202.0,120678.0,404558.0,,236815.0,,70588.0,30584.0,72500.0,,74150.0,,,47321.0,67600.0,58000.0,,81803.0,,,112517.0,52174.0,109753.0,42219.0,76829.0,,76855.0,77675.0,63437.0,,,34211.0,
1980,125000.0,40000.0,99192.0,101266.0,200000.0,204687.0,,101778.0,11108.0,87944.0,115202.0,,42142.0,76143.0,22871.0,207292.0,44146.0,57736.0,36471.0,32727.0,37500.0,87400.0,57550.0,,,,183474.0,46629.0,199910.0,244151.0,,129720.0,181532.0,20000.0,,,77867.0,132725.0,187221.0,67500.0,69279.0,115000.0,215799.0,142344.0,57143.0,51395.0,128626.0,92000.0,,45417.0,182931.0,,,133088.0,168696.0,143030.0,,23810.0,31579.0,44815.0,,,40000.0,,77022.0,,62020.0,56466.0,153379.0,30074.0,164091.0,193810.0,55556.0,,,65923.0,151096.0,,,,321836.0,40968.0,,,83215.0,113733.0,,50000.0,35714.0,,50000.0,,84375.0,111506.0,81522.0,31639.0,152974.0,46875.0,,,86052.0,48000.0,,41226.0,,,134073.0,,,112411.0,,,40359.0,300448.0,44444.0,48333.0,73928.0,121981.0,402552.0,,204168.0,,72876.0,29106.0,73333.0,,78933.0,,,47273.0,67600.0,56368.0,,86948.0,,,119610.0,54909.0,107870.0,42433.0,74035.0,,83596.0,95353.0,56569.0,,,34737.0,
1981,243200.0,40000.0,122860.0,100000.0,200000.0,214565.0,,98254.0,12158.0,89143.0,120858.0,,42710.0,72573.0,22877.0,221472.0,44824.0,58621.0,37647.0,32727.0,37500.0,95894.0,51652.0,,,,191678.0,48370.0,206328.0,257612.0,,125897.0,190000.0,20000.0,,,82625.0,137989.0,184967.0,76667.0,84566.0,117500.0,204553.0,175279.0,56115.0,52093.0,124262.0,140000.0,,44043.0,203927.0,,,166670.0,163854.0,124707.0,,24095.0,33333.0,50000.0,,,40000.0,,86168.0,,56062.0,56892.0,133960.0,31934.0,174762.0,219844.0,56338.0,,,62245.0,156886.0,,,,298367.0,41290.0,,,78376.0,109938.0,,50000.0,38571.0,,50000.0,,105714.0,121108.0,81720.0,31849.0,174901.0,45045.0,,,91612.0,48000.0,,41799.0,,,135276.0,,,115638.0,,,42082.0,282511.0,44444.0,50000.0,73689.0,114389.0,351106.0,,198367.0,,74000.0,28391.0,75000.0,,63237.0,,,47321.0,73746.0,50619.0,,85612.0,,,118521.0,52459.0,106135.0,42014.0,74455.0,,84247.0,98845.0,62084.0,,,35263.0,
1982,216667.0,40000.0,128871.0,102410.0,200000.0,185793.0,,99824.0,11616.0,83124.0,126057.0,,42096.0,72573.0,23196.0,202349.0,74346.0,57724.0,37647.0,32727.0,38462.0,91193.0,52902.0,1590909.0,,,190567.0,46196.0,178244.0,259331.0,,122579.0,180003.0,20000.0,,,88588.0,139186.0,176440.0,74336.0,88750.0,130000.0,208858.0,145989.0,56115.0,51591.0,168583.0,80000.0,,45588.0,198818.0,,,205241.0,163061.0,109001.0,,23969.0,33333.0,51939.0,,,39231.0,,94286.0,,52634.0,56389.0,152490.0,32037.0,179444.0,231379.0,56818.0,,,72591.0,165476.0,,,,241508.0,41231.0,,,80228.0,109576.0,,50000.0,40000.0,,50000.0,,66806.0,119788.0,96250.0,31095.0,147309.0,45455.0,,,90400.0,48000.0,,40759.0,,,135921.0,,,123601.0,,,41257.0,288789.0,44444.0,53333.0,73830.0,117569.0,467502.0,,217402.0,,73958.0,27348.0,75000.0,,65238.0,,,47522.0,78663.0,65581.0,,90921.0,,,127251.0,55088.0,119590.0,42986.0,77368.0,,62828.0,94804.0,50206.0,,,35385.0,
