,"China, Taiwan Province of",Romania,Syrian Arab Republic,Israel,Australia & New Zealand,Iraq,Czechia,United Republic of Tanzania,Thailand,Ethiopia,Kenya,Libya,Costa Rica,Italy,Germany,Portugal,Sweden,Albania,Uzbekistan,China,Slovakia,Niger,Morocco,Switzerland,Chile,Malta,Colombia,Spain,Lebanon,New Zealand,Cyprus,Austria,Ecuador,Japan,Poland,Turkey,Jordan,Belgium-Luxembourg,Egypt,Greece,United Kingdom,France,Tunisia,Montenegro,Russian Federation,Kyrgyzstan,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Brunei Darussalam,Mexico,Ukraine,Kuwait,"China, mainland",Ireland,Algeria,Peru,Lithuania,Bulgaria,Netherlands,Guatemala
1982,,-1.0,9503.0,70.0,330.0,14700.0,,-1.0,45.0,,-1.0,333.0,-1.0,19822.0,752.0,3600.0,-1.0,-1.0,,-1.0,,-1.0,3700.0,-1.0,3600.0,257.0,-1.0,15400.0,1400.0,330.0,79.0,-1.0,6200.0,2880.0,-1.0,6900.0,766.0,,139.0,2100.0,3649.0,617.0,7300.0,,,,23015.0,-1.0,-1.0,,-1.0,-1.0,,,10.0,-1.0,30.0,12680.0,11962.0,,471.0,1800.0,360.0
1983,5012.0,-1.0,9499.0,60.0,400.0,15025.0,,-1.0,50.0,,-1.0,407.0,-1.0,19570.0,741.0,3600.0,-1.0,-1.0,,5012.0,,-1.0,3700.0,-1.0,2800.0,284.0,-1.0,15700.0,1450.0,400.0,80.0,-1.0,6300.0,3000.0,-1.0,6500.0,761.0,,110.0,1900.0,3792.0,617.0,10000.0,,,,12581.0,-1.0,-1.0,,-1.0,-1.0,,,20.0,-1.0,30.0,14360.0,11439.0,,395.0,1700.0,320.0
1984,6856.0,-1.0,9100.0,50.0,600.0,19175.0,,-1.0,50.0,,-1.0,450.0,-1.0,19178.0,872.0,3600.0,-1.0,-1.0,,6856.0,,-1.0,4000.0,-1.0,2150.0,260.0,-1.0,17231.0,1500.0,600.0,134.0,-1.0,6300.0,2700.0,-1.0,8000.0,806.0,,110.0,1800.0,3923.0,600.0,10500.0,,,,30588.0,-1.0,-1.0,,-1.0,-1.0,,,42.0,-1.0,30.0,17010.0,12151.0,,415.0,1600.0,300.0
1985,6663.0,-1.0,8684.0,50.0,750.0,21225.0,,-1.0,50.0,,-1.0,600.0,-1.0,18833.0,1004.0,3600.0,-1.0,-1.0,,6663.0,,-1.0,4400.0,-1.0,2062.0,250.0,-1.0,17076.0,1200.0,750.0,134.0,-1.0,4094.0,2200.0,-1.0,8000.0,989.0,,330.0,1778.0,3913.0,615.0,11800.0,,,,38571.0,-1.0,-1.0,,-1.0,-1.0,,,35.0,-1.0,30.0,25500.0,7954.0,,422.0,1600.0,280.0
1986,7661.0,-1.0,9500.0,50.0,898.0,24100.0,,-1.0,50.0,,-1.0,750.0,-1.0,17494.0,1011.0,3600.0,-1.0,-1.0,,7661.0,,-1.0,4800.0,-1.0,1800.0,250.0,-1.0,16900.0,1700.0,898.0,94.0,-1.0,8635.0,1800.0,-1.0,8000.0,708.0,,110.0,2107.0,2804.0,620.0,9800.0,,,,35070.0,-1.0,-1.0,,-1.0,-1.0,7618.0,,55.0,-1.0,30.0,19050.0,9400.0,,406.0,1700.0,250.0
1987,9813.0,-1.0,8894.0,50.0,795.0,24875.0,,-1.0,50.0,,-1.0,900.0,-1.0,18848.0,641.0,3600.0,-1.0,-1.0,,9813.0,,-1.0,5000.0,-1.0,1502.0,250.0,-1.0,18100.0,1800.0,795.0,94.0,-1.0,11100.0,1500.0,-1.0,8600.0,1070.0,,110.0,1373.0,2289.0,550.0,11600.0,,,,40000.0,-1.0,-1.0,,-1.0,-1.0,10259.0,,110.0,-1.0,30.0,20790.0,8390.0,,446.0,1100.0,259.0
1988,10715.0,-1.0,9294.0,40.0,850.0,23300.0,,-1.0,100.0,,-1.0,1000.0,-1.0,17368.0,739.0,3600.0,-1.0,-1.0,,10715.0,,-1.0,5900.0,-1.0,1385.0,250.0,-1.0,17200.0,1900.0,850.0,98.0,-1.0,6090.0,1000.0,-1.0,9500.0,595.0,,160.0,1400.0,2937.0,500.0,6300.0,,,,35070.0,-1.0,-1.0,,-1.0,-1.0,5469.0,,179.0,-1.0,30.0,18990.0,9352.0,,442.0,1100.0,273.0
1989,9607.0,-1.0,8300.0,35.0,850.0,25075.0,,-1.0,100.0,,-1.0,1000.0,-1.0,17313.0,693.0,3600.0,-1.0,-1.0,,9607.0,,-1.0,5861.0,-1.0,1495.0,250.0,-1.0,16600.0,2000.0,850.0,110.0,-1.0,4290.0,400.0,-1.0,9300.0,928.0,,220.0,1300.0,3192.0,400.0,8300.0,,,,37480.0,-1.0,-1.0,,-1.0,-1.0,5012.0,,120.0,-1.0,,21890.0,7904.0,,548.0,1100.0,238.0
1990,10429.0,-1.0,7100.0,40.0,798.0,21150.0,,-1.0,95.0,,-1.0,1100.0,-1.0,16564.0,713.0,3000.0,-1.0,-1.0,,12429.0,,330.0,11425.0,-1.0,1823.0,240.0,-1.0,15600.0,2100.0,798.0,130.0,-1.0,4490.0,-1.0,1500.0,7843.0,1069.0,-1.0,230.0,1655.0,3178.0,404.0,10952.0,,,,33600.0,-1.0,800.0,,-1.0,37.0,6114.0,,58.0,2000.0,0.0,19770.0,7059.0,,401.0,1200.0,252.0
1991,10959.0,-1.0,6700.0,38.0,600.0,9350.0,,-1.0,136.0,,-1.0,1150.0,-1.0,17492.0,992.0,3021.0,-1.0,-1.0,,12930.0,,660.0,6613.0,-1.0,2548.0,556.0,-1.0,15700.0,2236.0,600.0,120.0,-1.0,4420.0,-1.0,1600.0,8225.0,583.0,-1.0,828.0,1400.0,5009.0,798.0,10000.0,,,,27260.0,-1.0,805.0,,-1.0,53.0,5444.0,,20.0,1971.0,0.0,24120.0,8034.0,,439.0,1200.0,259.0
1992,10728.0,-1.0,7017.0,35.0,400.0,18000.0,,-1.0,148.0,,-1.0,1100.0,-1.0,15595.0,957.0,3024.0,-1.0,-1.0,300.0,13728.0,,1000.0,9151.0,-1.0,3378.0,549.0,-1.0,13900.0,2252.0,400.0,100.0,-1.0,6430.0,-1.0,1308.0,6801.0,640.0,-1.0,235.0,1200.0,3557.0,816.0,8800.0,,-1.0,50.0,27524.0,-1.0,805.0,500.0,-1.0,42.0,6960.0,-1.0,30.0,3000.0,30.0,21190.0,5487.0,-1.0,420.0,1100.0,273.0
1993,10425.0,-1.0,5800.0,30.0,231.0,19600.0,-1.0,-1.0,162.0,-1.0,-1.0,1000.0,-1.0,15915.0,632.0,3026.0,-1.0,-1.0,200.0,12925.0,100.0,1193.0,10000.0,-1.0,3305.0,541.0,-1.0,12400.0,2300.0,231.0,100.0,-1.0,6190.0,-1.0,1693.0,6722.0,737.0,,240.0,1200.0,2151.0,833.0,5000.0,,-1.0,50.0,26964.0,-1.0,805.0,500.0,-1.0,78.0,18400.0,-1.0,34.0,2500.0,0.0,21630.0,7533.0,-1.0,370.0,900.0,301.0
1994,8283.0,-1.0,5455.0,30.0,150.0,19000.0,-1.0,-1.0,168.0,110.0,10.0,900.0,-1.0,13677.0,568.0,3028.0,-1.0,-1.0,194.0,11158.0,50.0,1300.0,9535.0,-1.0,2717.0,520.0,-1.0,11400.0,2350.0,150.0,60.0,-1.0,7120.0,-1.0,1485.0,6700.0,1360.0,,235.0,1100.0,2471.0,850.0,4300.0,,-1.0,50.0,26230.0,-1.0,805.0,500.0,-1.0,84.0,17047.0,-1.0,38.0,2875.0,0.0,22040.0,10107.0,-1.0,430.0,900.0,400.0
1995,9248.0,-1.0,4800.0,30.0,130.0,19500.0,10.0,170.0,180.0,99.0,11.0,892.0,-1.0,14000.0,682.0,3030.0,-1.0,-1.0,187.0,11871.0,61.0,1346.0,7913.0,-1.0,2615.0,438.0,-1.0,10400.0,2400.0,130.0,60.0,100.0,8220.0,-1.0,1700.0,6500.0,1110.0,,240.0,1200.0,2300.0,866.0,5000.0,,-1.0,50.0,25247.0,-1.0,805.0,500.0,-1.0,104.0,8748.0,-1.0,35.0,2623.0,0.0,20780.0,10080.0,-1.0,500.0,900.0,500.0
1996,8637.0,-1.0,6321.0,30.0,136.0,18000.0,20.0,179.0,166.0,172.0,11.0,896.0,-1.0,14209.0,705.0,3032.0,-1.0,20.0,179.0,11135.0,59.0,1359.0,8700.0,-1.0,2515.0,400.0,-1.0,8100.0,2495.0,136.0,70.0,100.0,8250.0,-1.0,1500.0,7200.0,1230.0,,245.0,1200.0,2000.0,883.0,6300.0,,-1.0,50.0,26827.0,400.0,805.0,500.0,-1.0,117.0,17932.0,-1.0,41.0,2498.0,0.0,20430.0,13413.0,-1.0,420.0,1000.0,550.0
1997,10113.0,-1.0,4757.0,30.0,133.0,19000.0,32.0,180.0,150.0,220.0,12.0,916.0,-1.0,13553.0,780.0,3035.0,-1.0,40.0,191.0,12708.0,58.0,1364.0,8900.0,-1.0,2467.0,550.0,-1.0,8247.0,1684.0,133.0,85.0,100.0,7675.0,-1.0,1400.0,6000.0,1320.0,,1900.0,1200.0,2500.0,899.0,8000.0,,-1.0,50.0,27681.0,427.0,805.0,500.0,-1.0,115.0,21312.0,-1.0,35.0,2595.0,0.0,20850.0,12104.0,-1.0,500.0,1300.0,600.0
1998,8974.0,-1.0,4708.0,30.0,130.0,20000.0,50.0,184.0,170.0,330.0,5.0,950.0,-1.0,13475.0,760.0,3037.0,3800.0,20.0,190.0,11974.0,58.0,1400.0,8980.0,-1.0,2762.0,480.0,-1.0,8300.0,1600.0,130.0,80.0,100.0,6405.0,-1.0,1500.0,6181.0,1153.0,,3600.0,1100.0,2400.0,914.0,8300.0,,-1.0,50.0,27274.0,459.0,805.0,500.0,-1.0,110.0,18113.0,-1.0,43.0,3000.0,0.0,19360.0,14854.0,-1.0,600.0,900.0,700.0
1999,7720.0,-1.0,4402.0,30.0,130.0,17344.0,25.0,185.0,172.0,440.0,6.0,1000.0,-1.0,12552.0,633.0,3039.0,3900.0,50.0,200.0,10340.0,58.0,1426.0,10505.0,-1.0,2339.0,500.0,6300.0,8083.0,1100.0,130.0,80.0,100.0,8013.0,-1.0,1575.0,5800.0,1354.0,,3600.0,1300.0,2100.0,930.0,9535.0,,-1.0,50.0,27875.0,408.0,805.0,500.0,-1.0,122.0,9480.0,-1.0,25.0,2620.0,0.0,19980.0,13883.0,-1.0,400.0,800.0,800.0
2000,8991.0,-1.0,4054.0,30.0,130.0,18500.0,48.0,180.0,180.0,550.0,8.0,1068.0,-1.0,11998.0,157.0,3040.0,3700.0,20.0,200.0,11709.0,57.0,1500.0,8980.0,-1.0,2191.0,480.0,6350.0,9070.0,1068.0,130.0,80.0,100.0,9960.0,-1.0,1555.0,5963.0,1439.0,,3600.0,1300.0,2300.0,921.0,9450.0,,400.0,50.0,28903.0,404.0,806.0,600.0,-1.0,154.0,8557.0,-1.0,39.0,2718.0,0.0,19570.0,14576.0,-1.0,600.0,700.0,814.0
2001,10523.0,-1.0,4984.0,30.0,130.0,16138.0,23.0,200.0,182.0,660.0,20.0,1078.0,-1.0,10831.0,165.0,3042.0,4000.0,20.0,200.0,13468.0,57.0,1488.0,10125.0,-1.0,2350.0,400.0,6400.0,8651.0,1190.0,130.0,80.0,100.0,8723.0,-1.0,1408.0,6000.0,1547.0,,3600.0,1100.0,2080.0,969.0,6810.0,,400.0,50.0,28887.0,459.0,806.0,900.0,-1.0,155.0,9669.0,70.0,32.0,2945.0,0.0,19970.0,13881.0,-1.0,600.0,800.0,850.0
2002,8462.0,-1.0,5300.0,30.0,130.0,17000.0,40.0,260.0,190.0,770.0,30.0,1100.0,-1.0,10767.0,165.0,3044.0,4300.0,20.0,200.0,11962.0,57.0,1491.0,8540.0,-1.0,2400.0,349.0,6500.0,7400.0,1346.0,130.0,80.0,100.0,9323.0,-1.0,1100.0,5886.0,983.0,,3600.0,1100.0,2100.0,1200.0,7800.0,,450.0,50.0,29479.0,487.0,806.0,1000.0,-1.0,166.0,9588.0,70.0,32.0,3500.0,0.0,20740.0,12982.0,-1.0,581.0,900.0,946.0
2003,9594.0,-1.0,5300.0,30.0,130.0,24500.0,70.0,280.0,196.0,880.0,50.0,1129.0,-1.0,9736.0,154.0,3046.0,4500.0,20.0,200.0,13254.0,58.0,1530.0,14325.0,-1.0,2500.0,358.0,6586.0,6800.0,1653.0,130.0,110.0,116.0,12143.0,2480.0,1248.0,5912.0,830.0,,12250.0,1200.0,2420.0,400.0,7900.0,,350.0,50.0,29656.0,458.0,813.0,1000.0,-1.0,180.0,8604.0,70.0,34.0,3660.0,0.0,23100.0,11634.0,149.0,531.0,900.0,1061.0
2004,10303.0,-1.0,5000.0,30.0,129.0,27750.0,64.0,274.0,200.0,990.0,100.0,1155.0,-1.0,9683.0,150.0,3047.0,5510.0,20.0,300.0,13985.0,58.0,1507.0,15715.0,8.0,2550.0,800.0,6243.0,7906.0,1874.0,129.0,115.0,157.0,14126.0,2770.0,1481.0,6700.0,1318.0,,12200.0,1192.0,2150.0,954.0,7200.0,,300.0,50.0,29902.0,594.0,825.0,1000.0,12790.0,203.0,9555.0,70.0,33.0,3682.0,0.0,22700.0,11152.0,72.0,450.0,900.0,1150.0
2005,8839.0,-1.0,4782.0,30.0,97.0,33750.0,80.0,265.0,200.0,1100.0,200.0,1185.0,-1.0,9484.0,274.0,3049.0,6430.0,20.0,400.0,12339.0,57.0,1519.0,10920.0,7.0,2500.0,1100.0,5504.0,7989.0,1950.0,97.0,120.0,109.0,14340.0,2710.0,1481.0,6652.0,1370.0,,9700.0,1197.0,1890.0,1200.0,6100.0,,300.0,50.0,30292.0,675.0,838.0,1000.0,11660.0,200.0,9518.0,70.0,33.0,3500.0,0.0,23280.0,10860.0,124.0,260.0,600.0,1037.0
2006,8207.0,-1.0,5347.0,30.0,97.0,28750.0,72.0,260.0,215.0,1262.0,350.0,1215.0,-1.0,9694.0,403.0,3209.0,6150.0,20.0,450.0,12707.0,55.0,1520.0,13565.0,6.0,2400.0,1000.0,5767.0,9358.0,1700.0,97.0,376.0,117.0,11303.0,2540.0,1489.0,6637.0,1505.0,,9670.0,1250.0,1902.0,1000.0,7400.0,100.0,300.0,50.0,30558.0,588.0,850.0,900.0,14020.0,152.0,9313.0,70.0,33.0,4500.0,0.0,24661.0,11781.0,65.0,204.0,700.0,850.0
2007,6500.0,-1.0,4872.0,30.0,93.0,25500.0,71.0,450.0,225.0,1150.0,500.0,1227.0,-1.0,9547.0,470.0,2800.0,6200.0,20.0,500.0,11100.0,50.0,1500.0,11330.0,9.0,1904.0,864.0,7879.0,9254.0,1845.0,93.0,296.0,114.0,11937.0,2520.0,1432.0,6300.0,475.0,,9840.0,1200.0,1982.0,1100.0,8600.0,100.0,300.0,50.0,30783.0,556.0,870.0,900.0,15000.0,170.0,10466.0,70.0,32.0,4600.0,0.0,21696.0,12486.0,81.0,378.0,600.0,900.0
2008,6237.0,150.0,6043.0,30.0,90.0,23900.0,70.0,550.0,240.0,1465.0,590.0,1274.0,-1.0,9792.0,548.0,2850.0,7661.0,20.0,400.0,11037.0,53.0,1518.0,9890.0,10.0,1900.0,1100.0,4000.0,8436.0,1900.0,90.0,179.0,134.0,11528.0,2450.0,1277.0,6000.0,964.0,,8550.0,1200.0,2029.0,1088.0,7600.0,100.0,300.0,300.0,31032.0,507.0,875.0,2000.0,14299.0,181.0,9648.0,70.0,33.0,4800.0,0.0,20400.0,13941.0,79.0,366.0,1100.0,1800.0
2009,7015.0,120.0,4845.0,28.0,86.0,19308.0,70.0,900.0,270.0,1378.0,386.0,1300.0,-1.0,8563.0,533.0,3023.0,7970.0,20.0,400.0,12015.0,52.0,1550.0,13119.0,12.0,1922.0,972.0,1656.0,8920.0,1320.0,86.0,163.0,285.0,18600.0,2340.0,1568.0,6300.0,1417.0,,18914.0,1180.0,2506.0,1200.0,6900.0,100.0,400.0,300.0,34287.0,466.0,835.0,2000.0,14316.0,186.0,10318.0,70.0,30.0,5000.0,0.0,21420.0,13483.0,77.0,366.0,900.0,3100.0
2010,7153.0,180.0,5369.0,28.0,83.0,17895.0,69.0,1100.0,278.0,1385.0,208.0,1400.0,-1.0,8950.0,412.0,3054.0,13050.0,20.0,400.0,12318.0,51.0,1600.0,10844.0,12.0,2359.0,801.0,1657.0,8595.0,1487.0,83.0,169.0,735.0,11686.0,2290.0,1441.0,6000.0,1612.0,,7640.0,1182.0,2616.0,1130.0,9600.0,100.0,400.0,300.0,34080.0,297.0,899.0,1400.0,14400.0,191.0,9813.0,70.0,37.0,5165.0,0.0,27782.0,13336.0,127.0,366.0,1000.0,15000.0
