,Belize,Kenya,"China, Taiwan Province of",Mozambique,Niue,Myanmar,Seychelles,Philippines,Brazil,United Republic of Tanzania,Nepal,Indonesia,Maldives,Liberia,Melanesia,Papua New Guinea,Cuba,New Caledonia,Bahamas,Barbados,Guatemala,French Polynesia,Mauritius,American Samoa,Senegal,Madagascar,Saint Lucia,Tokelau,Haiti,Guinea,Dominica,Fiji,Cabo Verde,Wallis and Futuna Islands,Equatorial Guinea,Sri Lanka,Grenada,Panama,Réunion,Vanuatu,China,Colombia,Brunei Darussalam,Micronesia (Federated States of),Guinea-Bissau,Saint Vincent and the Grenadines,France,Martinique,Micronesia,Tuvalu,"China, mainland",Nicaragua,Kiribati,Saint Kitts and Nevis,Peru,Cameroon,Malaysia,Comoros,Dominican Republic,El Salvador,Benin,Cook Islands,Pakistan,Pacific Islands Trust Territory,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Guyana,Tonga,Bangladesh,Togo,Nigeria,French Guiana,Suriname,Cambodia,Timor-Leste,Costa Rica,India,Guadeloupe,Marshall Islands,Congo,Mexico,Ecuador,Honduras,Nauru,Viet Nam,Côte d'Ivoire,Jamaica,Solomon Islands,Trinidad and Tobago,Singapore,Polynesia,Sierra Leone,Samoa,Somalia,Thailand,Ghana,Puerto Rico,Guam
1971,-1.0,44118.0,-1.0,39238.0,16807.0,40677.0,46733.0,35937.0,20005.0,13182.0,-1.0,50303.0,60327.0,-1.0,40864.0,28866.0,-1.0,38750.0,-1.0,-1.0,38000.0,54667.0,37500.0,18333.0,-1.0,19850.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,32000.0,5000.0,-1.0,43696.0,45833.0,-1.0,-1.0,38824.0,-1.0,-1.0,19450.0,-1.0,41176.0,-1.0,-1.0,-1.0,38857.0,12069.0,-1.0,-1.0,23667.0,-1.0,149650.0,-1.0,38995.0,60000.0,18908.0,181299.0,16842.0,12246.0,-1.0,46667.0,30769.0,78029.0,-1.0,113699.0,23102.0,31250.0,28529.0,-1.0,46533.0,-1.0,-1.0,80000.0,41804.0,-1.0,-1.0,-1.0,66876.0,100000.0,51220.0,49107.0,37232.0,48673.0,34132.0,61333.0,48140.0,70345.0,46937.0,14615.0,50000.0,26316.0,33942.0,83889.0,54400.0,-1.0
1972,-1.0,47059.0,-1.0,39238.0,16807.0,42541.0,47960.0,42880.0,19972.0,12174.0,-1.0,48877.0,36630.0,-1.0,39321.0,30249.0,-1.0,46429.0,-1.0,-1.0,38000.0,51786.0,40000.0,17000.0,-1.0,17287.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,31667.0,5000.0,-1.0,46848.0,47813.0,-1.0,-1.0,24118.0,-1.0,-1.0,17742.0,-1.0,41111.0,-1.0,-1.0,-1.0,41591.0,10000.0,-1.0,-1.0,22500.0,-1.0,149063.0,-1.0,36417.0,51818.0,19098.0,176548.0,16842.0,12222.0,-1.0,46667.0,29286.0,78869.0,-1.0,138462.0,23233.0,31250.0,28667.0,-1.0,48966.0,-1.0,-1.0,80000.0,40538.0,-1.0,-1.0,-1.0,62662.0,100000.0,50606.0,49107.0,36344.0,47521.0,27782.0,58667.0,48605.0,69231.0,50069.0,15385.0,50000.0,27500.0,33932.0,83062.0,54400.0,-1.0
1973,-1.0,47059.0,-1.0,39524.0,17778.0,43553.0,47921.0,36780.0,19985.0,13043.0,-1.0,47368.0,39783.0,-1.0,39005.0,29073.0,-1.0,47143.0,-1.0,-1.0,38000.0,51364.0,38462.0,17241.0,-1.0,17500.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,31333.0,5000.0,-1.0,32936.0,48259.0,-1.0,-1.0,28824.0,-1.0,-1.0,18933.0,-1.0,36667.0,-1.0,-1.0,-1.0,35585.0,10000.0,-1.0,-1.0,24464.0,-1.0,147426.0,-1.0,34715.0,68182.0,18981.0,180471.0,16842.0,15714.0,-1.0,38000.0,30000.0,79551.0,-1.0,110000.0,22910.0,32000.0,28286.0,-1.0,50751.0,-1.0,-1.0,96000.0,39446.0,-1.0,-1.0,-1.0,59851.0,100000.0,42961.0,50000.0,43097.0,46296.0,23256.0,59333.0,48293.0,67500.0,45706.0,14667.0,42813.0,27273.0,34378.0,83098.0,54000.0,-1.0
1974,-1.0,43750.0,-1.0,39619.0,18400.0,45069.0,47739.0,27085.0,19990.0,13043.0,-1.0,46948.0,35617.0,-1.0,40492.0,28160.0,-1.0,37037.0,-1.0,-1.0,38000.0,50000.0,38462.0,17857.0,-1.0,17455.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,31000.0,5000.0,-1.0,34398.0,46667.0,-1.0,-1.0,40294.0,-1.0,-1.0,19231.0,-1.0,41667.0,-1.0,-1.0,-1.0,38142.0,12000.0,-1.0,-1.0,30000.0,-1.0,147840.0,-1.0,33676.0,63636.0,18870.0,193548.0,16842.0,19140.0,-1.0,38333.0,29286.0,80539.0,-1.0,131250.0,23305.0,33750.0,28286.0,-1.0,40000.0,-1.0,-1.0,96000.0,40133.0,-1.0,-1.0,-1.0,56435.0,117041.0,41056.0,51471.0,40984.0,48824.0,24207.0,60000.0,47200.0,67742.0,48759.0,15333.0,47273.0,27083.0,34030.0,81622.0,54400.0,-1.0
1975,-1.0,40000.0,-1.0,38095.0,13200.0,45494.0,47041.0,40379.0,19997.0,12609.0,-1.0,47132.0,58279.0,-1.0,39864.0,28840.0,-1.0,34615.0,-1.0,-1.0,38000.0,46286.0,38462.0,18182.0,-1.0,16989.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,30667.0,5000.0,-1.0,43523.0,58000.0,-1.0,-1.0,38235.0,-1.0,-1.0,18921.0,-1.0,41667.0,-1.0,-1.0,-1.0,36009.0,11818.0,-1.0,-1.0,14286.0,-1.0,151637.0,-1.0,37893.0,55000.0,18764.0,132983.0,16842.0,19825.0,-1.0,47796.0,28182.0,82413.0,-1.0,156250.0,23725.0,32500.0,28286.0,-1.0,40000.0,-1.0,-1.0,94231.0,40483.0,-1.0,-1.0,-1.0,59994.0,84888.0,39223.0,52632.0,40098.0,44000.0,21117.0,61000.0,48125.0,67742.0,48681.0,14706.0,42059.0,28000.0,41710.0,82713.0,54000.0,-1.0
1976,-1.0,40625.0,-1.0,40952.0,11500.0,45608.0,47786.0,45601.0,20000.0,12174.0,-1.0,49565.0,41738.0,-1.0,40642.0,28588.0,-1.0,30000.0,-1.0,-1.0,38000.0,47667.0,38462.0,18519.0,-1.0,17904.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,31667.0,5000.0,-1.0,39226.0,50000.0,-1.0,-1.0,41176.0,-1.0,-1.0,10963.0,-1.0,42500.0,-1.0,-1.0,-1.0,37485.0,10000.0,-1.0,-1.0,23333.0,-1.0,149351.0,-1.0,36118.0,56500.0,18833.0,123240.0,16842.0,31429.0,-1.0,41667.0,30000.0,81051.0,-1.0,143750.0,24614.0,33250.0,28125.0,-1.0,40000.0,-1.0,-1.0,90741.0,39870.0,-1.0,-1.0,-1.0,59980.0,90758.0,37484.0,40000.0,42424.0,46861.0,20344.0,61000.0,47879.0,67410.0,46949.0,14706.0,36111.0,27778.0,41585.0,82971.0,54029.0,-1.0
1977,-1.0,46875.0,-1.0,41905.0,12000.0,52043.0,47302.0,37882.0,20000.0,11739.0,-1.0,49245.0,50415.0,-1.0,45350.0,31890.0,-1.0,36000.0,-1.0,-1.0,37981.0,51364.0,38462.0,19231.0,-1.0,15621.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,32667.0,5000.0,-1.0,30655.0,50833.0,-1.0,-1.0,49118.0,-1.0,-1.0,11975.0,-1.0,41935.0,-1.0,-1.0,-1.0,48318.0,12308.0,-1.0,-1.0,25600.0,-1.0,143889.0,-1.0,32674.0,55000.0,19132.0,145329.0,16842.0,28571.0,-1.0,58333.0,30000.0,82566.0,-1.0,131250.0,25495.0,33750.0,28750.0,-1.0,40000.0,-1.0,-1.0,90741.0,38069.0,-1.0,-1.0,-1.0,57431.0,93088.0,35820.0,50000.0,37037.0,50403.0,27810.0,60000.0,47879.0,61876.0,47211.0,14706.0,38684.0,27586.0,41550.0,66087.0,54029.0,-1.0
1978,-1.0,48750.0,-1.0,43810.0,10000.0,50132.0,46963.0,35622.0,19952.0,12609.0,-1.0,49191.0,36067.0,-1.0,46472.0,34269.0,-1.0,31250.0,-1.0,-1.0,40000.0,51500.0,38462.0,20000.0,-1.0,16033.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,32667.0,6250.0,-1.0,37145.0,46667.0,-1.0,-1.0,51471.0,-1.0,-1.0,4081.0,-1.0,42857.0,-1.0,-1.0,-1.0,52021.0,12058.0,-1.0,-1.0,26667.0,-1.0,157251.0,-1.0,29292.0,50000.0,20844.0,145463.0,16842.0,25714.0,-1.0,66667.0,30000.0,81960.0,-1.0,107143.0,24446.0,33750.0,28750.0,-1.0,45150.0,-1.0,-1.0,90909.0,40351.0,-1.0,-1.0,-1.0,58312.0,119231.0,39640.0,50000.0,41985.0,51186.0,28508.0,61667.0,48148.0,63529.0,39226.0,15294.0,31250.0,27419.0,41552.0,75714.0,54029.0,-1.0
1979,-1.0,46875.0,-1.0,45714.0,13200.0,44933.0,47968.0,27575.0,19979.0,12500.0,-1.0,48218.0,25480.0,-1.0,43145.0,30566.0,-1.0,27660.0,-1.0,-1.0,40000.0,50909.0,38462.0,18750.0,-1.0,25065.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,40290.0,42647.0,-1.0,-1.0,50441.0,-1.0,-1.0,3517.0,-1.0,42969.0,-1.0,-1.0,-1.0,49533.0,12051.0,-1.0,-1.0,23333.0,-1.0,170548.0,-1.0,31197.0,49231.0,20113.0,141286.0,16842.0,35714.0,-1.0,63714.0,30000.0,83099.0,-1.0,107143.0,25300.0,34500.0,28125.0,-1.0,58027.0,-1.0,-1.0,89818.0,38929.0,-1.0,-1.0,-1.0,53651.0,119216.0,39266.0,51515.0,45519.0,55215.0,32686.0,64286.0,48000.0,63529.0,44290.0,15294.0,40952.0,27273.0,34000.0,75714.0,52922.0,-1.0
1980,-1.0,46667.0,-1.0,42857.0,13200.0,74859.0,46978.0,28248.0,21498.0,12400.0,-1.0,48031.0,59067.0,-1.0,48999.0,39955.0,-1.0,30435.0,-1.0,-1.0,40000.0,50000.0,38462.0,19167.0,-1.0,28662.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,34111.0,42353.0,-1.0,-1.0,40290.0,-1.0,-1.0,4370.0,-1.0,43077.0,-1.0,-1.0,-1.0,47862.0,11842.0,-1.0,-1.0,20333.0,-1.0,140464.0,-1.0,33531.0,39259.0,20101.0,136004.0,16842.0,28571.0,21591.0,65333.0,29091.0,83383.0,-1.0,116667.0,26304.0,35000.0,28125.0,-1.0,49945.0,-1.0,-1.0,89286.0,39232.0,-1.0,-1.0,-1.0,60632.0,132956.0,40571.0,52941.0,45373.0,59659.0,38500.0,61429.0,48765.0,63529.0,47046.0,15294.0,42326.0,28571.0,28867.0,82654.0,54829.0,-1.0
1981,-1.0,42857.0,-1.0,40952.0,13147.0,53410.0,47918.0,30512.0,21486.0,12308.0,-1.0,49214.0,47178.0,-1.0,49516.0,36532.0,-1.0,31818.0,-1.0,-1.0,39189.0,50000.0,38462.0,19167.0,-1.0,29282.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,41208.0,41800.0,-1.0,-1.0,51594.0,-1.0,-1.0,4375.0,-1.0,43846.0,-1.0,-1.0,-1.0,42899.0,12058.0,-1.0,-1.0,23243.0,-1.0,135208.0,-1.0,34138.0,31852.0,19923.0,134714.0,16842.0,34286.0,24805.0,56667.0,30000.0,84205.0,-1.0,122500.0,25814.0,35000.0,28571.0,-1.0,48730.0,-1.0,-1.0,89655.0,37940.0,-1.0,-1.0,-1.0,57839.0,133533.0,34211.0,55072.0,42521.0,60811.0,32190.0,70000.0,48980.0,64286.0,43834.0,15294.0,35814.0,28947.0,32242.0,82696.0,54829.0,-1.0
1982,-1.0,26310.0,-1.0,40000.0,13600.0,52761.0,47368.0,28433.0,21502.0,12308.0,-1.0,42582.0,44000.0,-1.0,47119.0,35929.0,-1.0,28571.0,-1.0,-1.0,39726.0,48333.0,38462.0,19583.0,-1.0,29134.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,45819.0,44375.0,-1.0,-1.0,42609.0,-1.0,-1.0,28797.0,-1.0,44615.0,-1.0,-1.0,-1.0,37647.0,11750.0,-1.0,-1.0,21111.0,-1.0,130218.0,-1.0,34481.0,33333.0,21063.0,134714.0,16842.0,34286.0,23253.0,46667.0,28462.0,83788.0,-1.0,125000.0,25822.0,35000.0,28947.0,-1.0,58066.0,-1.0,-1.0,90690.0,41481.0,-1.0,-1.0,-1.0,61850.0,121494.0,27260.0,50000.0,44354.0,65534.0,23177.0,69118.0,49091.0,64286.0,46869.0,15588.0,48409.0,30000.0,38690.0,74558.0,54433.0,-1.0
1983,-1.0,33333.0,-1.0,39048.0,13636.0,67559.0,47727.0,26555.0,21475.0,12308.0,-1.0,43908.0,40000.0,-1.0,47648.0,35622.0,-1.0,31707.0,-1.0,-1.0,40000.0,50556.0,38462.0,20000.0,-1.0,29531.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,42217.0,37778.0,-1.0,-1.0,45507.0,-1.0,-1.0,31250.0,-1.0,44776.0,-1.0,-1.0,-1.0,39257.0,12019.0,-1.0,-1.0,18065.0,-1.0,130622.0,-1.0,35330.0,32857.0,21993.0,131570.0,16842.0,20000.0,22442.0,50000.0,30769.0,83452.0,-1.0,125000.0,26180.0,35000.0,28571.0,-1.0,61168.0,-1.0,-1.0,92857.0,37021.0,-1.0,-1.0,-1.0,63728.0,111712.0,33333.0,52941.0,51718.0,64130.0,22340.0,67647.0,49153.0,48714.0,41652.0,15765.0,39333.0,29762.0,39250.0,74462.0,48029.0,-1.0
1984,-1.0,31111.0,-1.0,38095.0,13500.0,64217.0,47143.0,18747.0,21466.0,12308.0,-1.0,46053.0,38000.0,-1.0,55543.0,41950.0,-1.0,32362.0,-1.0,-1.0,41250.0,45333.0,38462.0,20435.0,-1.0,29472.0,-1.0,50000.0,-1.0,36000.0,-1.0,-1.0,33333.0,6250.0,-1.0,35445.0,32000.0,-1.0,-1.0,53913.0,-1.0,-1.0,50687.0,-1.0,44286.0,-1.0,-1.0,-1.0,44202.0,12000.0,-1.0,-1.0,27500.0,-1.0,148286.0,-1.0,37792.0,33800.0,21678.0,142095.0,16842.0,30000.0,19020.0,53156.0,29167.0,83804.0,-1.0,110000.0,26913.0,35000.0,28857.0,-1.0,56153.0,-1.0,-1.0,96429.0,43406.0,-1.0,-1.0,-1.0,56255.0,112742.0,34074.0,50000.0,46535.0,66383.0,24681.0,89118.0,49524.0,58354.0,37271.0,15294.0,32826.0,29545.0,38053.0,80303.0,53073.0,-1.0
1985,29000.0,29630.0,-1.0,38095.0,12500.0,65953.0,48214.0,26300.0,21809.0,12308.0,-1.0,50633.0,38000.0,29167.0,47881.0,45560.0,38902.0,32338.0,-1.0,30000.0,41667.0,54500.0,36364.0,20000.0,29032.0,28967.0,38400.0,46667.0,36000.0,36000.0,46286.0,35833.0,32000.0,5000.0,31200.0,50333.0,32609.0,52745.0,40000.0,46667.0,63636.0,70168.0,15556.0,-1.0,45714.0,37694.0,-1.0,28850.0,42193.0,12000.0,63636.0,41667.0,28571.0,40000.0,154494.0,26154.0,38349.0,32500.0,23949.0,144571.0,16842.0,31667.0,18667.0,59603.0,29231.0,84102.0,40545.0,104000.0,26997.0,35000.0,29565.0,-1.0,57575.0,47500.0,-1.0,72000.0,41041.0,27400.0,-1.0,-1.0,67477.0,124989.0,36087.0,53333.0,47945.0,78142.0,26047.0,86486.0,49412.0,69431.0,42192.0,15882.0,37872.0,29348.0,40013.0,84231.0,52486.0,36559.0
