,Paraguay,Bolivia (Plurinational State of),Peru,Yemen,Cameroon,United Kingdom,Israel,Malta,Dominican Republic,South Sudan,Brazil,Belgium,Nepal,Ethiopia,Denmark,Canada,Greece,Iraq,Syrian Arab Republic,Cyprus,Netherlands,Japan,Eritrea,Guyana,Bulgaria,Australia & New Zealand,Iran (Islamic Republic of),Guatemala,Sudan,Algeria,Slovenia,Morocco,Kyrgyzstan,Ukraine,Argentina,Luxembourg,Germany,Austria,Czechoslovakia,Ethiopia PDR,Lebanon,Mexico,Switzerland,Slovakia,Azerbaijan,Spain,Egypt,Sudan (former),China,Tunisia,Uzbekistan,Colombia,Libya,Albania,Portugal,Uruguay,Jamaica,Czechia,Occupied Palestinian Territory,Ecuador,Hungary,Sierra Leone,Australia,France,Jordan,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,Italy,Belgium-Luxembourg
1972,9900.0,6000.0,23961.0,-1.0,-1.0,23000.0,235.0,-1.0,6400.0,-1,204126.0,-1.0,-1.0,-1.0,5040.0,-1.0,11200.0,14941.0,8335.0,3141.0,-1.0,4400.0,-1.0,-1.0,77.0,200.0,-1,16000.0,-1.0,29660.0,-1.0,259300.0,-1,-1.0,1055.0,-1.0,28403.0,507.0,3840.0,295000.0,548.0,65347.0,390.0,-1.0,-1.0,116900.0,141567.0,18904.0,2500000.0,60000.0,-1.0,-1.0,2912.0,-1.0,50273.0,190.0,323.0,-1.0,-1.0,13259.0,-1.0,350.0,200.0,9730.0,266.0,-1.0,-1.0,2500000.0,-1.0,33000.0,284269.0,1026.0
1973,7800.0,6000.0,24965.0,-1.0,-1.0,23000.0,170.0,-1.0,6400.0,-1,183765.0,-1.0,-1.0,-1.0,1720.0,-1.0,10900.0,20640.0,6742.0,2440.0,-1.0,3200.0,-1.0,-1.0,93.0,233.0,-1,16500.0,-1.0,27450.0,-1.0,278400.0,-1,-1.0,1000.0,-1.0,30106.0,303.0,4294.0,300000.0,572.0,59136.0,720.0,-1.0,-1.0,115000.0,114262.0,12182.0,2500000.0,65000.0,-1.0,-1.0,4470.0,-1.0,45100.0,200.0,167.0,-1.0,-1.0,17450.0,-1.0,450.0,233.0,13695.0,293.0,-1.0,-1.0,2500000.0,-1.0,31000.0,240028.0,0.0
1974,9089.0,8600.0,25200.0,-1.0,-1.0,16000.0,85.0,-1.0,6400.0,-1,199760.0,-1.0,-1.0,-1.0,730.0,-1.0,10400.0,16380.0,4808.0,3097.0,-1.0,2700.0,-1.0,-1.0,88.0,189.0,-1,17000.0,-1.0,34000.0,-1.0,227300.0,-1,-1.0,1140.0,-1.0,27477.0,364.0,15957.0,338851.0,515.0,45564.0,1310.0,-1.0,-1.0,129700.0,103340.0,13863.0,2300000.0,75000.0,-1.0,-1.0,5296.0,-1.0,45100.0,200.0,198.0,-1.0,-1.0,14850.0,-1.0,450.0,189.0,20577.0,454.0,-1.0,-1.0,2300000.0,-1.0,34000.0,222084.0,-1.0
1975,9468.0,9500.0,22595.0,-1.0,-1.0,33000.0,85.0,-1.0,6400.0,-1,198787.0,-1.0,-1.0,-1.0,221.0,-1.0,9100.0,19969.0,5825.0,1257.0,-1.0,2275.0,-1.0,-1.0,60.0,6360.0,-1,17600.0,-1.0,35290.0,-1.0,220100.0,-1,-1.0,1000.0,-1.0,22239.0,372.0,38073.0,329800.0,250.0,45641.0,1087.0,-1.0,-1.0,117300.0,105000.0,15956.0,2300000.0,80000.0,-1.0,-1.0,5740.0,-1.0,43800.0,200.0,182.0,-1.0,-1.0,18873.0,-1.0,450.0,6360.0,22616.0,435.0,-1.0,-1.0,2300000.0,-1.0,31000.0,206358.0,707.0
1976,9894.0,10000.0,22330.0,-1.0,-1.0,8000.0,85.0,-1.0,6400.0,-1,177956.0,-1.0,-1.0,-1.0,116.0,-1.0,8700.0,16332.0,8205.0,1439.0,-1.0,2025.0,-1.0,-1.0,63.0,15038.0,-1,18200.0,-1.0,36480.0,-1.0,191300.0,-1,-1.0,940.0,-1.0,19090.0,365.0,26687.0,263600.0,110.0,54545.0,650.0,-1.0,-1.0,104500.0,111000.0,15072.0,2300000.0,85000.0,-1.0,-1.0,5947.0,-1.0,46954.0,200.0,259.0,-1.0,-1.0,14380.0,-1.0,500.0,15038.0,21152.0,326.0,-1.0,-1.0,2300000.0,-1.0,29000.0,199787.0,614.0
1977,16093.0,10000.0,22674.0,-1.0,-1.0,10000.0,110.0,-1.0,7000.0,-1,178876.0,-1.0,-1.0,-1.0,82.0,-1.0,6200.0,14561.0,7990.0,1218.0,-1.0,2050.0,-1.0,-1.0,61.0,6835.0,-1,18700.0,-1.0,35450.0,-1.0,190100.0,-1,-1.0,1000.0,-1.0,13420.0,370.0,48185.0,270100.0,250.0,58396.0,220.0,-1.0,-1.0,98000.0,122611.0,15960.0,2300000.0,44300.0,-1.0,-1.0,6206.0,-1.0,31003.0,210.0,297.0,-1.0,-1.0,15100.0,-1.0,500.0,6835.0,18593.0,377.0,-1.0,-1.0,2300000.0,-1.0,30000.0,160845.0,346.0
1978,15653.0,10335.0,22487.0,-1.0,-1.0,17000.0,120.0,-1.0,7400.0,-1,182090.0,-1.0,-1.0,-1.0,62.0,-1.0,6300.0,14708.0,8291.0,1248.0,-1.0,1650.0,-1.0,-1.0,73.0,12000.0,-1,19000.0,-1.0,39280.0,-1.0,221100.0,-1,-1.0,870.0,-1.0,12668.0,1000.0,53036.0,281800.0,300.0,48022.0,200.0,-1.0,-1.0,95400.0,100898.0,17600.0,2100000.0,55800.0,-1.0,-1.0,6100.0,-1.0,40800.0,210.0,383.0,-1.0,-1.0,6478.0,-1.0,550.0,12000.0,20900.0,220.0,-1.0,-1.0,2100000.0,-1.0,30750.0,177766.0,320.0
1979,15688.0,7100.0,22827.0,-1.0,-1.0,28000.0,150.0,-1.0,7600.0,-1,162821.0,-1.0,-1.0,-1.0,-1.0,-1.0,5560.0,8100.0,7965.0,1367.0,-1.0,1475.0,-1.0,-1.0,80.0,10000.0,-1,19700.0,-1.0,45580.0,-1.0,207800.0,-1,-1.0,830.0,-1.0,10708.0,1600.0,40984.0,295900.0,300.0,32691.0,150.0,-1.0,-1.0,87900.0,105242.0,18000.0,2300000.0,73000.0,-1.0,-1.0,6500.0,-1.0,37700.0,210.0,297.0,-1.0,-1.0,6911.0,-1.0,550.0,10000.0,22000.0,154.0,-1.0,-1.0,2300000.0,-1.0,31000.0,163575.0,417.0
1980,15700.0,7400.0,23412.0,-1.0,-1.0,20000.0,110.0,-1.0,8300.0,-1,133101.0,-1.0,-1.0,-1.0,-1.0,-1.0,4910.0,11950.0,7260.0,1522.0,-1.0,1630.0,-1.0,-1.0,-1.0,10000.0,-1,20000.0,-1.0,52480.0,-1.0,155800.0,-1,-1.0,780.0,-1.0,10300.0,2300.0,40579.0,326550.0,300.0,40446.0,252.0,-1.0,-1.0,84500.0,102793.0,23520.0,2300000.0,74000.0,-1.0,-1.0,7000.0,-1.0,37887.0,210.0,226.0,-1.0,-1.0,7872.0,-1.0,550.0,10000.0,20854.0,195.0,-1.0,-1.0,2300000.0,-1.0,30000.0,161134.0,384.0
1981,8600.0,10800.0,25556.0,-1.0,-1.0,23000.0,130.0,-1.0,8600.0,-1,141337.0,-1.0,-1.0,-1.0,-1.0,-1.0,5025.0,9075.0,7683.0,1247.0,-1.0,1420.0,-1.0,-1.0,-1.0,11300.0,-1,20000.0,-1.0,45880.0,-1.0,130000.0,-1,-1.0,1290.0,-1.0,10239.0,2900.0,36253.0,306470.0,300.0,28800.0,190.0,-1.0,-1.0,64500.0,99847.0,20583.0,2200000.0,61000.0,-1.0,-1.0,7200.0,-1.0,32718.0,220.0,228.0,-1.0,-1.0,7077.0,-1.0,550.0,11300.0,26000.0,93.0,-1.0,-1.0,2200000.0,-1.0,30000.0,157941.0,322.0
1982,9000.0,9000.0,27235.0,-1.0,-1.0,7000.0,130.0,-1.0,9500.0,-1,135008.0,-1.0,-1.0,-1.0,-1.0,6000.0,4914.0,6850.0,7699.0,991.0,506.0,1290.0,-1.0,-1.0,-1.0,18800.0,-1,21000.0,-1.0,42680.0,-1.0,111000.0,-1,-1.0,2400.0,-1.0,12505.0,3600.0,26519.0,348910.0,250.0,40741.0,260.0,-1.0,-1.0,55400.0,115118.0,17223.0,1900000.0,65800.0,-1.0,-1.0,7550.0,-1.0,32969.0,220.0,197.0,-1.0,-1.0,6869.0,-1.0,550.0,18800.0,37000.0,97.0,-1.0,-1.0,1900000.0,-1.0,35500.0,149560.0,221.0
1983,9700.0,3000.0,22621.0,-1.0,-1.0,7000.0,150.0,-1.0,10500.0,-1,84661.0,-1.0,-1.0,-1.0,-1.0,8000.0,5000.0,4800.0,6845.0,990.0,912.0,1210.0,-1.0,-1.0,-1.0,22300.0,-1,21500.0,-1.0,49900.0,-1.0,170600.0,-1,-1.0,2300.0,-1.0,12129.0,4300.0,18052.0,380570.0,240.0,26895.0,450.0,-1.0,-1.0,52400.0,137000.0,15636.0,1920000.0,58300.0,-1.0,-1.0,7800.0,-1.0,30540.0,220.0,245.0,-1.0,-1.0,8558.0,-1.0,550.0,22300.0,56000.0,736.0,-1.0,-1.0,1920000.0,-1.0,42500.0,150449.0,157.0
1984,10400.0,9300.0,23075.0,-1.0,-1.0,10000.0,40.0,-1.0,9000.0,-1,134803.0,-1.0,-1.0,-1.0,-1.0,7500.0,5700.0,5650.0,7200.0,1070.0,1827.0,1110.0,-1.0,-1.0,-1.0,33400.0,-1,21500.0,-1.0,64752.0,-1.0,190300.0,-1,-1.0,1700.0,-1.0,14402.0,5000.0,14528.0,350350.0,290.0,34415.0,270.0,-1.0,-1.0,57971.0,129000.0,34754.0,1800000.0,38000.0,-1.0,-1.0,7800.0,-1.0,24797.0,220.0,314.0,-1.0,-1.0,8597.0,-1.0,500.0,33400.0,76000.0,726.0,-1.0,-1.0,1800000.0,-1.0,42000.0,143102.0,149.0
1985,11287.0,10000.0,21182.0,-1.0,-1.0,16000.0,40.0,-1.0,10000.0,-1,137998.0,-1.0,-1.0,-1.0,-1.0,7000.0,5600.0,5875.0,5834.0,1338.0,2200.0,900.0,-1.0,-1.0,-1.0,19400.0,-1,22000.0,-1.0,72600.0,-1.0,212300.0,-1,-1.0,1950.0,-1.0,20954.0,5600.0,13576.0,326800.0,300.0,33906.0,202.0,-1.0,-1.0,52397.0,142400.0,27000.0,1700000.0,83000.0,-1.0,-1.0,8000.0,-1.0,23668.0,220.0,321.0,-1.0,-1.0,6791.0,-1.0,560.0,19400.0,45000.0,726.0,-1.0,-1.0,1700000.0,-1.0,42000.0,129761.0,185.0
1986,9350.0,10000.0,20285.0,-1.0,-1.0,27000.0,40.0,-1.0,10000.0,-1,152017.0,-1.0,-1.0,-1.0,-1.0,8000.0,4450.0,9300.0,8464.0,1873.0,5794.0,842.0,-1.0,-1.0,-1.0,38000.0,-1,22000.0,-1.0,72950.0,-1.0,195900.0,-1,-1.0,2050.0,-1.0,34678.0,6041.0,14139.0,280190.0,350.0,24263.0,130.0,-1.0,-1.0,50200.0,128965.0,30000.0,1700000.0,48000.0,-1.0,-1.0,8300.0,-1.0,23407.0,220.0,250.0,-1.0,-1.0,13030.0,-1.0,580.0,38000.0,44000.0,530.0,-1.0,-1.0,1700000.0,-1.0,42500.0,120120.0,306.0
1987,8400.0,11000.0,20708.0,-1.0,-1.0,41000.0,40.0,-1.0,10000.0,-1,120665.0,-1.0,-1.0,-1.0,-1.0,13000.0,4149.0,8075.0,9232.0,1244.0,10205.0,773.0,-1.0,-1.0,-1.0,51101.0,-1,22500.0,-1.0,68590.0,-1.0,210900.0,-1,-1.0,2300.0,-1.0,55686.0,9126.0,13158.0,262640.0,400.0,19134.0,136.0,-1.0,-1.0,49102.0,136110.0,30000.0,1700000.0,50400.0,-1.0,-1.0,8800.0,-1.0,23927.0,220.0,258.0,-1.0,-1.0,14600.0,-1.0,600.0,51101.0,39000.0,31.0,-1.0,-1.0,1700000.0,-1.0,44000.0,120438.0,754.0
1988,9100.0,12000.0,20922.0,1896.0,-1.0,19000.0,40.0,-1.0,10500.0,-1,124108.0,-1.0,-1.0,-1.0,-1.0,8000.0,3922.0,4100.0,11996.0,802.0,13400.0,734.0,-1.0,-1.0,-1.0,51537.0,-1,22500.0,-1.0,57830.0,-1.0,206500.0,-1,-1.0,2300.0,-1.0,66495.0,9100.0,13297.0,281990.0,450.0,19906.0,96.0,-1.0,-1.0,44500.0,152490.0,24360.0,1600000.0,30950.0,-1.0,-1.0,7500.0,-1.0,22130.0,200.0,202.0,-1.0,-1.0,8930.0,-1.0,620.0,51537.0,42000.0,11.0,-1.0,-1.0,1600000.0,-1.0,41990.0,113211.0,649.0
1989,9500.0,15000.0,19294.0,4522.0,-1.0,55000.0,40.0,-1.0,10500.0,-1,122525.0,-1.0,-1.0,-1.0,-1.0,7000.0,3812.0,3800.0,9200.0,670.0,10000.0,673.0,-1.0,-1.0,-1.0,45670.0,-1,17500.0,-1.0,53000.0,-1.0,211800.0,-1,-1.0,2300.0,-1.0,54487.0,9000.0,15927.0,227250.0,500.0,20311.0,120.0,-1.0,-1.0,41400.0,154590.0,25200.0,1600000.0,38850.0,-1.0,-1.0,7900.0,-1.0,22851.0,220.0,195.0,-1.0,-1.0,13340.0,-1.0,620.0,45670.0,32559.0,63.0,-1.0,-1.0,1600000.0,-1.0,40000.0,111242.0,483.0
1990,6900.0,16000.0,17469.0,4303.0,-1.0,23000.0,1700.0,150.0,11000.0,-1,92137.0,-1.0,-1.0,-1.0,0.0,2300.0,3500.0,6600.0,8500.0,630.0,3200.0,557.0,-1.0,-1.0,10.0,57008.0,-1,17400.0,-1.0,46160.0,-1.0,224400.0,-1,-1.0,1100.0,-1.0,41000.0,9800.0,17660.0,218480.0,600.0,19357.0,159.0,-1.0,-1.0,32400.0,144925.0,24200.0,1449000.0,52700.0,-1.0,-1.0,8900.0,-1.0,18802.0,174.0,269.0,-1.0,-1.0,6640.0,1000.0,650.0,57008.0,22860.0,80.0,-1.0,-1.0,1449000.0,-1.0,40000.0,104045.0,693.0
1991,5343.0,14000.0,25213.0,3071.0,-1.0,31000.0,1641.0,198.0,11412.0,-1,110284.0,-1.0,-1.0,-1.0,-1.0,7193.0,3583.0,7850.0,5723.0,555.0,2000.0,495.0,-1.0,-1.0,10.0,58100.0,-1,17830.0,-1.0,48100.0,-1.0,178500.0,-1,-1.0,1100.0,-1.0,24281.0,9300.0,18575.0,252208.0,664.0,22979.0,120.0,-1.0,-1.0,29000.0,136945.0,31200.0,830000.0,59400.0,-1.0,-1.0,9400.0,-1.0,19000.0,200.0,271.0,-1.0,-1.0,8420.0,1000.0,660.0,58100.0,16519.0,150.0,-1.0,-1.0,830000.0,-1.0,37997.0,101192.0,766.0
1992,5450.0,13000.0,17000.0,5995.0,-1.0,42000.0,1708.0,208.0,11374.0,-1,91644.0,-1.0,-1.0,-1.0,-1.0,4600.0,3498.0,8500.0,5473.0,550.0,1700.0,362.0,-1.0,-1.0,10.0,82000.0,-1,18250.0,-1.0,48470.0,-1.0,216800.0,-1,-1.0,1150.0,-1.0,17991.0,14000.0,13471.0,297600.0,763.0,22274.0,160.0,-1.0,2200.0,26100.0,178531.0,23000.0,860000.0,57800.0,11000.0,-1.0,9500.0,-1.0,21000.0,220.0,292.0,-1.0,-1.0,10220.0,1000.0,667.0,82000.0,13094.0,300.0,-1.0,-1.0,860000.0,2500.0,36497.0,88828.0,664.0
1993,7564.0,14000.0,20283.0,5736.0,-1.0,36000.0,1700.0,218.0,11449.0,-1,44789.0,-1.0,-1.0,298490.0,-1.0,3200.0,3384.0,9000.0,6500.0,500.0,1300.0,310.0,6800.0,-1.0,10.0,87000.0,-1,18000.0,-1.0,47050.0,-1.0,99500.0,-1,-1.0,1200.0,-1.0,21841.0,10640.0,-1.0,-1.0,780.0,10350.0,260.0,5900.0,2300.0,16876.0,124762.0,25000.0,1000000.0,55700.0,8000.0,-1.0,9300.0,-1.0,29000.0,230.0,255.0,4758.0,-1.0,10360.0,1000.0,633.0,87000.0,13006.0,360.0,-1.0,-1.0,1000000.0,2500.0,34400.0,80906.0,1630.0
1994,7441.0,12000.0,21843.0,5773.0,-1.0,46000.0,1820.0,215.0,12500.0,-1,75051.0,-1.0,11988.0,328250.0,-1.0,2800.0,3245.0,8700.0,7300.0,250.0,800.0,260.0,4900.0,-1.0,9.0,86000.0,-1,19000.0,-1.0,49820.0,-1.0,122600.0,-1,-1.0,1200.0,-1.0,30000.0,10081.0,-1.0,-1.0,790.0,10866.0,270.0,5999.0,1650.0,18860.0,157108.0,30000.0,1160000.0,49600.0,8000.0,-1.0,9350.0,-1.0,29171.0,237.0,255.0,3400.0,-1.0,12760.0,1000.0,650.0,86000.0,10415.0,320.0,-1.0,-1.0,1160000.0,2500.0,28850.0,69443.0,1965.0
1995,5887.0,10000.0,24107.0,5974.0,-1.0,57000.0,1300.0,238.0,12960.0,-1,74261.0,-1.0,11242.0,342940.0,-1.0,4000.0,3400.0,8900.0,8406.0,350.0,600.0,220.0,5500.0,-1.0,10.0,80400.0,-1,19000.0,-1.0,51950.0,-1.0,118000.0,-1,-1.0,1250.0,-1.0,25498.0,6886.0,-1.0,-1.0,850.0,20699.0,200.0,3785.0,2000.0,15600.0,123796.0,32340.0,1000000.0,38700.0,8000.0,-1.0,9580.0,70.0,29041.0,243.0,235.0,3150.0,-1.0,9180.0,1000.0,700.0,80400.0,10475.0,770.0,-1.0,-1.0,1000000.0,3000.0,26000.0,63257.0,711.0
1996,5895.0,10067.0,28149.0,6100.0,-1.0,31000.0,2000.0,250.0,11500.0,-1,82442.0,-1.0,11640.0,339120.0,-1.0,1680.0,3200.0,8500.0,7885.0,320.0,700.0,200.0,7000.0,-1.0,8.0,97000.0,-1,19500.0,-1.0,45560.0,-1.0,135100.0,-1,-1.0,1250.0,-1.0,21270.0,4574.0,-1.0,-1.0,973.0,9443.0,0.0,1500.0,1900.0,10500.0,138374.0,41160.0,1047657.0,51600.0,9000.0,-1.0,7100.0,190.0,28123.0,235.0,248.0,3218.0,1013.0,9500.0,484.0,711.0,97000.0,9359.0,330.0,-1.0,-1.0,1047657.0,4000.0,24500.0,49073.0,621.0
1997,6000.0,12460.0,30408.0,6182.0,-1.0,31000.0,1700.0,300.0,8200.0,-1,69585.0,-1.0,11400.0,338010.0,-1.0,2400.0,3300.0,8600.0,7529.0,350.0,1000.0,180.0,4000.0,-1.0,10.0,154800.0,-1,18000.0,-1.0,37780.0,-1.0,153200.0,-1,-1.0,1350.0,-1.0,26000.0,2783.0,-1.0,-1.0,987.0,7110.0,-1.0,1400.0,1600.0,12700.0,149164.0,41500.0,950000.0,40800.0,10000.0,2621.0,6400.0,130.0,26163.0,246.0,200.0,3900.0,628.0,6000.0,525.0,723.0,154800.0,9871.0,320.0,-1.0,-1.0,950000.0,4000.0,24300.0,45383.0,594.0
