,Cuba,Jamaica,Puerto Rico,United States of America,South Africa,Israel,Fiji,Australia,Panama,Pakistan,French Guiana,Philippines,Samoa,Belize,Nepal,Ethiopia,Kenya,Guyana,Costa Rica,Bangladesh,Suriname,Brazil,Mozambique,Morocco,Australia & New Zealand,El Salvador,Chile,Honduras,Argentina,Colombia,Timor-Leste,Venezuela (Bolivarian Republic of),India,"China, Taiwan Province of",Ecuador,Réunion,Indonesia,Maldives,Dominica,Trinidad and Tobago,Melanesia,Malaysia,Paraguay,Mexico,Yemen,Haiti,Oman,Democratic Republic of the Congo,Nigeria,Mali,Zimbabwe,Congo,Dominican Republic,Polynesia,Bolivia (Plurinational State of),Iran (Islamic Republic of),Peru,Ghana,Cook Islands,China,"China, mainland",Bahamas,Guinea-Bissau,Côte d'Ivoire,Rwanda,Thailand,Guatemala
2005,155562.0,221654.0,165230.0,249082.0,109100.0,3800.0,116938.0,137756.0,357554.0,52281.0,63293.0,155014.0,150759.0,652273.0,140885.0,245572.0,114467.0,291667.0,596728.0,74074.0,200000.0,483374.0,100047.0,81441.0,137756.0,133592.0,172727.0,177405.0,134916.0,272411.0,260000.0,175925.0,315531.0,332238.0,127559.0,106859.0,696354.0,43500.0,160000.0,142857.0,116938.0,120370.0,106086.0,374968.0,153642.0,132535.0,193099.0,168405.0,82568.0,197025.0,43050.0,162921.0,447528.0,153263.0,100000.0,96667.0,125306.0,44688.0,166204.0,209209.0,100000.0,,83580.0,22567.0,344828.0,55947.0,258824.0
2006,201583.0,226451.0,182387.0,202844.0,94873.0,3816.0,115333.0,153714.0,359854.0,51784.0,51182.0,169310.0,154167.0,650943.0,140886.0,264256.0,117916.0,291667.0,473933.0,75175.0,200000.0,517773.0,100000.0,82819.0,153714.0,133460.0,175000.0,173333.0,134375.0,287722.0,250000.0,157512.0,342359.0,487492.0,128743.0,110635.0,802208.0,61300.0,160000.0,142857.0,115333.0,139535.0,106009.0,411835.0,157134.0,128622.0,202394.0,168406.0,82500.0,430289.0,43505.0,163043.0,450977.0,155216.0,103448.0,100000.0,149479.0,44706.0,160298.0,267663.0,73333.0,,81818.0,22243.0,342857.0,164537.0,225000.0
2007,149102.0,213977.0,165000.0,285849.0,102980.0,3830.0,121213.0,77246.0,361333.0,45923.0,122413.0,179982.0,152000.0,648673.0,140893.0,143078.0,120567.0,307692.0,677261.0,73681.0,200000.0,520870.0,100125.0,84110.0,77246.0,110482.0,176796.0,246525.0,135294.0,369302.0,261538.0,185751.0,350482.0,345920.0,128657.0,114411.0,778462.0,52900.0,160000.0,142857.0,121213.0,168662.0,106000.0,438950.0,163208.0,124681.0,198229.0,169108.0,82703.0,219757.0,42902.0,164273.0,664416.0,150820.0,102767.0,97354.0,142870.0,45556.0,145455.0,207376.0,83333.0,,88000.0,22431.0,350000.0,168298.0,222648.0
2008,202905.0,220185.0,205446.0,273118.0,97919.0,3982.0,121083.0,140000.0,363023.0,55805.0,100000.0,199354.0,147572.0,642944.0,140891.0,135230.0,123859.0,307692.0,800000.0,52039.0,200000.0,516683.0,100343.0,85413.0,140000.0,110344.0,172316.0,241667.0,132066.0,377770.0,250000.0,178974.0,370306.0,333896.0,129133.0,118188.0,764699.0,55167.0,160000.0,142857.0,121083.0,198502.0,105935.0,404118.0,164966.0,120703.0,197917.0,168400.0,80645.0,182353.0,42293.0,164123.0,496734.0,146296.0,103564.0,103139.0,145896.0,238846.0,140257.0,200345.0,81720.0,,88462.0,22712.0,343184.0,169332.0,224766.0
2009,176341.0,253468.0,232904.0,266604.0,108762.0,3892.0,97840.0,216840.0,370580.0,56518.0,96713.0,198401.0,145764.0,644744.0,142044.0,142348.0,131489.0,300000.0,800000.0,56330.0,200000.0,523951.0,100550.0,86728.0,216840.0,85964.0,169956.0,230279.0,128684.0,334056.0,248481.0,185714.0,408934.0,284804.0,129032.0,121966.0,807485.0,55818.0,160000.0,142857.0,97840.0,125581.0,106000.0,454185.0,166118.0,116688.0,197216.0,168405.0,80765.0,222433.0,41679.0,164151.0,3585921.0,143205.0,96920.0,108889.0,141071.0,46667.0,130820.0,171625.0,78863.0,,88971.0,23252.0,233120.0,170315.0,218592.0
2010,170080.0,205969.0,269231.0,250055.0,92892.0,3864.0,91250.0,222581.0,378738.0,51607.0,91120.0,189671.0,143939.0,597666.0,140479.0,179745.0,118246.0,300000.0,852632.0,56385.0,203529.0,543906.0,102326.0,88053.0,222581.0,59724.0,168022.0,221030.0,126234.0,319846.0,181468.0,183069.0,395849.0,410676.0,133871.0,125744.0,732576.0,54450.0,160000.0,142857.0,91250.0,167556.0,105256.0,434566.0,162935.0,112650.0,197216.0,168411.0,80992.0,248892.0,41060.0,162500.0,3099495.0,137415.0,98508.0,126190.0,144007.0,45000.0,107273.0,226559.0,76585.0,158529.0,90181.0,23808.0,267330.0,171109.0,233204.0
2011,232759.0,213358.0,344000.0,246635.0,95086.0,3667.0,109464.0,221492.0,393443.0,51387.0,93416.0,182657.0,142103.0,597386.0,135279.0,170565.0,135109.0,308824.0,769620.0,56711.0,201538.0,521894.0,100566.0,89384.0,221492.0,54348.0,165886.0,228264.0,123702.0,308213.0,211554.0,186930.0,379651.0,484406.0,134483.0,129523.0,866803.0,54960.0,160000.0,174364.0,109464.0,177254.0,104770.0,446016.0,161001.0,108618.0,195056.0,168972.0,80851.0,235714.0,40435.0,165769.0,2002076.0,134716.0,99099.0,129906.0,136843.0,40000.0,101786.0,249974.0,75207.0,158824.0,91399.0,24248.0,260549.0,239106.0,239594.0
2012,306590.0,250194.0,328302.0,235032.0,77048.0,3650.0,118840.0,206250.0,393443.0,48114.0,95432.0,192094.0,130769.0,541875.0,163969.0,140603.0,157003.0,289444.0,1000000.0,56974.0,203077.0,484732.0,100000.0,94444.0,206250.0,46316.0,150000.0,232834.0,111111.0,294034.0,237022.0,195705.0,407727.0,466818.0,133333.0,143000.0,774559.0,51889.0,161724.0,43517.0,118840.0,175451.0,100000.0,501101.0,164338.0,100000.0,198599.0,169164.0,81579.0,184211.0,37500.0,175000.0,2098087.0,125000.0,103778.0,140000.0,123226.0,33333.0,100000.0,227690.0,73829.0,158824.0,93333.0,24687.0,230769.0,297337.0,258620.0
2013,319822.0,202954.0,318345.0,208688.0,90152.0,3651.0,138850.0,216667.0,354326.0,48646.0,97448.0,198043.0,140713.0,877060.0,166356.0,128042.0,142042.0,291667.0,990123.0,139805.0,206250.0,494744.0,100193.0,92159.0,216667.0,35386.0,163118.0,237404.0,118738.0,345950.0,235360.0,191632.0,410667.0,481256.0,127273.0,137496.0,835125.0,55727.0,164775.0,43548.0,138850.0,164157.0,104067.0,514166.0,158963.0,100000.0,212774.0,168987.0,85106.0,180911.0,37500.0,168521.0,2151883.0,130077.0,98274.0,136792.0,126778.0,34503.0,91667.0,213620.0,72451.0,158872.0,93851.0,25127.0,248938.0,392898.0,232742.0
2014,209758.0,210694.0,300000.0,176359.0,88497.0,3000.0,144900.0,203222.0,345412.0,49131.0,99464.0,218020.0,146261.0,673978.0,168200.0,166126.0,141466.0,296456.0,1000000.0,137924.0,197805.0,500562.0,100199.0,92081.0,203222.0,47467.0,170490.0,241974.0,122296.0,322209.0,236077.0,190561.0,422863.0,504488.0,128571.0,141261.0,895242.0,60000.0,164066.0,68144.0,144900.0,199776.0,105026.0,575497.0,157261.0,98394.0,208046.0,169047.0,90234.0,194006.0,38013.0,165849.0,2633731.0,135158.0,99001.0,136364.0,118738.0,35196.0,94615.0,208333.0,71073.0,159033.0,95095.0,25566.0,257668.0,364748.0,233509.0
