,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Morocco,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,Grenada,New Zealand,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Honduras,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Sudan,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Marshall Islands,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Italy,Ireland,Uganda,Cayman Islands,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),British Virgin Islands,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Guam,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Mauritania,Sierra Leone,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Ukraine,Liberia
1971,5646387.0,5640.0,21386.0,8280.0,20209.0,0.0,16519.0,4539.0,17503.0,14772.0,58070.0,12329.0,18756.0,22233.0,1528.0,13075.0,2890126.0,,51663.0,2653.0,1956823.0,198619.0,157422.0,676.0,7800.0,14090.0,828.0,,0.0,6624.0,52162.0,814.0,3307.0,,128774.0,75915.0,4347.0,78160.0,137456.0,36408.0,139283.0,195457.0,160417.0,52857.0,82391.0,153630.0,424.0,,3792.0,,20026.0,158.0,104388.0,740.0,1469.0,,1016.0,23836.0,119568.0,41935.0,4209.0,3388.0,123192.0,261503.0,5280.0,,74786.0,31.0,0.0,22304.0,,63462.0,4622.0,31521.0,2832.0,90904.0,1176.0,,40567.0,170.0,5680.0,,45332.0,14165.0,,160.0,1004.0,12814.0,,,,,735.0,82720.0,280.0,1120.0,247.0,136.0,79185.0,235624.0,299848.0,,120046.0,112246.0,2272.0,938803.0,229930.0,132.0,,812.0,7220.0,30332.0,3637.0,,576.0,272.0,159161.0,100153.0,212410.0,,,1736.0,53614.0,0.0,14860.0,1181362.0,424750.0,76739.0,71.0,221665.0,,116173.0,178218.0,504453.0,220736.0,192558.0,832615.0,9979.0,160.0,7020.0,,75245.0,28307223.0,11044600.0,13120.0,5942276.0,17520.0,138993.0,26545.0,52156.0,132.0,6546.0,543623.0,,1440.0,597927.0,26288.0,4336.0,6382.0,12060.0,,,1795.0,391345.0,106551.0,,204376.0,6.0,,11148988.0,36118.0,,560723.0,4.0,107.0,51210.0,114700.0,,1331.0,6013.0,158710.0,724.0,1744.0,3126.0,489125.0,1216986.0,0.0,7546.0,,67986.0,53504.0,122.0,707743.0,12661.0,2339.0,440.0,51.0,1018099.0,48572.0,1810.0,35834.0,170556.0,11200.0,40300.0,34608.0,,253405.0,,11779.0
1972,5139973.0,5100.0,13424.0,8360.0,20933.0,0.0,18556.0,5507.0,29033.0,14132.0,59955.0,13467.0,16748.0,15394.0,1628.0,12190.0,3725941.0,,61542.0,2782.0,1433819.0,230080.0,181044.0,627.0,7800.0,11485.0,820.0,,0.0,5581.0,38380.0,208.0,3368.0,,140543.0,77504.0,4715.0,71548.0,110717.0,36403.0,152056.0,159231.0,206533.0,45962.0,74782.0,197246.0,305.0,,4010.0,,15619.0,166.0,105992.0,740.0,1440.0,,960.0,27634.0,129583.0,43723.0,5203.0,3121.0,105793.0,297283.0,4560.0,,58595.0,10.0,0.0,17813.0,,60680.0,5006.0,32891.0,2813.0,92588.0,1246.0,,44799.0,97.0,3600.0,,48755.0,14407.0,,160.0,1039.0,13307.0,,,,,1575.0,108773.0,96.0,880.0,227.0,124.0,63852.0,252356.0,274361.0,,181009.0,173209.0,2240.0,952109.0,246440.0,136.0,,812.0,6271.0,33295.0,2186.0,,553.0,272.0,174691.0,100593.0,210830.0,,,2080.0,56128.0,0.0,15477.0,1176960.0,305620.0,73462.0,92.0,210919.0,,110524.0,181735.0,514576.0,206986.0,192941.0,817790.0,8715.0,160.0,9020.0,,72576.0,30912776.0,9282670.0,11600.0,4703296.0,18772.0,151847.0,32343.0,74568.0,132.0,6668.0,584349.0,,1320.0,738100.0,24452.0,4701.0,5477.0,12060.0,,,1727.0,236806.0,97785.0,,198548.0,6.0,,9388662.0,36035.0,,634263.0,4.0,306.0,57300.0,129601.0,,1465.0,5912.0,159523.0,293.0,1816.0,2889.0,492639.0,905871.0,0.0,8574.0,,87435.0,51874.0,125.0,760083.0,20698.0,2095.0,408.0,44.0,1006476.0,48876.0,1280.0,34214.0,185290.0,11200.0,47553.0,34620.0,,272919.0,,9185.0
1973,6547721.0,9540.0,16022.0,7920.0,20152.0,0.0,19283.0,4951.0,18272.0,14292.0,59772.0,15103.0,16608.0,13209.0,1628.0,15662.0,5111154.0,,63768.0,3120.0,1435967.0,195367.0,208880.0,644.0,7770.0,9713.0,782.0,,0.0,4719.0,50483.0,43.0,3476.0,,128178.0,86133.0,5730.0,65286.0,134990.0,33266.0,138816.0,235479.0,212641.0,58894.0,89905.0,203875.0,66.0,,4348.0,,16096.0,198.0,105349.0,734.0,1296.0,,1376.0,27067.0,131700.0,45039.0,4180.0,4765.0,103384.0,286024.0,6000.0,,63331.0,8.0,0.0,17086.0,,32808.0,7022.0,61629.0,2205.0,77314.0,1509.0,,41668.0,97.0,5480.0,,69163.0,12190.0,,160.0,1154.0,15075.0,,,,,1449.0,136065.0,80.0,880.0,257.0,128.0,74271.0,217972.0,215260.0,,146112.0,138342.0,2189.0,910876.0,273076.0,144.0,,841.0,6041.0,28045.0,2250.0,,663.0,288.0,169103.0,30453.0,184760.0,,,2112.0,54958.0,0.0,18631.0,1211108.0,346630.0,81760.0,117.0,208921.0,,112350.0,200924.0,494301.0,223951.0,196474.0,684579.0,9363.0,160.0,7420.0,,75843.0,36742618.0,11386560.0,9040.0,5689673.0,18360.0,147586.0,29217.0,88476.0,136.0,7043.0,586326.0,,3960.0,636722.0,20327.0,5277.0,5574.0,11020.0,,,1648.0,282411.0,121473.0,,194882.0,6.0,,11491909.0,35179.0,,536150.0,4.0,81.0,56614.0,86156.0,,705.0,4606.0,144056.0,382.0,1872.0,3274.0,476177.0,1159721.0,0.0,19391.0,,95098.0,54774.0,127.0,727678.0,44305.0,1695.0,400.0,57.0,1152336.0,49183.0,1092.0,30638.0,132180.0,9120.0,50900.0,29416.0,,260179.0,,8347.0
1974,6369334.0,9960.0,22300.0,4720.0,20392.0,0.0,19505.0,2806.0,19125.0,14504.0,58450.0,15963.0,18412.0,15797.0,1636.0,18533.0,7214089.0,,70243.0,2536.0,1212450.0,234311.0,233025.0,454.0,4885.0,10124.0,774.0,,0.0,5314.0,54750.0,464.0,3384.0,,130034.0,71528.0,7128.0,77630.0,113381.0,28186.0,134666.0,174605.0,259020.0,55982.0,101578.0,212228.0,192.0,,3916.0,,14361.0,202.0,107941.0,653.0,1008.0,,1264.0,28697.0,138061.0,47385.0,4684.0,4784.0,101721.0,364918.0,5600.0,,47697.0,3.0,0.0,16351.0,,28244.0,7934.0,84243.0,1962.0,72750.0,954.0,,55949.0,97.0,7200.0,,83441.0,16799.0,,160.0,987.0,15411.0,,,,,1572.0,185665.0,336.0,880.0,247.0,216.0,80795.0,395477.0,265552.0,,175676.0,170791.0,2124.0,894476.0,294450.0,144.0,,870.0,6284.0,23230.0,2060.0,,609.0,368.0,165520.0,51682.0,224260.0,,,1600.0,71050.0,0.0,29975.0,1292446.0,347500.0,95400.0,66.0,185782.0,,117246.0,216950.0,498560.0,291582.0,196124.0,1029124.0,9584.0,160.0,8780.0,,84191.0,29341182.0,10684780.0,8000.0,5525068.0,19790.0,152614.0,33837.0,107365.0,140.0,6834.0,593735.0,,4020.0,488996.0,19042.0,7028.0,5756.0,12540.0,,,1566.0,391411.0,121073.0,,158422.0,6.0,,10792721.0,47552.0,,687530.0,3.0,69.0,44956.0,160669.0,,1271.0,4680.0,156915.0,342.0,1872.0,3169.0,423144.0,1271415.0,0.0,35212.0,,124284.0,54416.0,129.0,734880.0,40135.0,1752.0,400.0,40.0,1165573.0,49479.0,1220.0,31719.0,134977.0,9200.0,62897.0,31680.0,,220122.0,,11642.0
1975,5670895.0,15480.0,21218.0,6160.0,18213.0,0.0,21188.0,3119.0,20684.0,14890.0,61180.0,21591.0,16904.0,16938.0,1644.0,21972.0,8713265.0,,69975.0,2896.0,1716493.0,273243.0,266870.0,472.0,9311.0,8850.0,736.0,,0.0,4597.0,32820.0,235.0,2532.0,,130389.0,94585.0,9015.0,99626.0,155659.0,25608.0,155550.0,176208.0,210440.0,54235.0,87309.0,196899.0,335.0,,7517.0,,19784.0,240.0,106946.0,734.0,1008.0,,1368.0,29231.0,111761.0,47417.0,4751.0,4483.0,117115.0,341698.0,4400.0,,46649.0,8.0,0.0,16016.0,,47746.0,7939.0,80089.0,1787.0,71959.0,821.0,,56274.0,97.0,3200.0,,88541.0,11075.0,,160.0,883.0,13504.0,,,,,1836.0,218907.0,104.0,904.0,226.0,240.0,80359.0,259804.0,259180.0,,186721.0,177410.0,2079.0,753038.0,285861.0,148.0,,899.0,5282.0,32507.0,2107.0,,596.0,264.0,154219.0,19524.0,232160.0,,,1440.0,75487.0,0.0,29556.0,1360508.0,468892.0,100424.0,97.0,208699.0,,116941.0,255046.0,435047.0,289458.0,196492.0,577285.0,8840.0,160.0,10380.0,,88291.0,36069418.0,10416090.0,12960.0,6464569.0,19700.0,169134.0,26265.0,97325.0,144.0,6860.0,554068.0,,4140.0,757779.0,20019.0,7887.0,5797.0,11500.0,,,1543.0,564575.0,120365.0,180.0,141964.0,6.0,,10523036.0,53026.0,,648543.0,3.0,31.0,63170.0,135260.0,,1834.0,4820.0,142529.0,653.0,1960.0,3160.0,378278.0,1272043.0,0.0,37760.0,,106594.0,47932.0,130.0,669448.0,36093.0,1728.0,400.0,21.0,1149148.0,49778.0,1720.0,34335.0,172183.0,11600.0,63590.0,36912.0,,279755.0,,9891.0
1976,5733651.0,13380.0,22856.0,6320.0,19958.0,0.0,22092.0,3226.0,20077.0,15086.0,63380.0,22485.0,17168.0,15123.0,1764.0,23018.0,9637519.0,,56310.0,2224.0,906136.0,199196.0,210577.0,488.0,6605.0,8314.0,760.0,,0.0,5222.0,32060.0,823.0,2457.0,,118509.0,93378.0,10878.0,122080.0,178293.0,22740.0,151193.0,216698.0,246546.0,55468.0,80398.0,168288.0,271.0,,8060.0,,21877.0,261.0,107208.0,735.0,1064.0,,1360.0,35308.0,141663.0,48947.0,4834.0,6152.0,111982.0,329299.0,4520.0,,58404.0,8.0,0.0,15493.0,,78830.0,6244.0,49949.0,1740.0,73407.0,437.0,,59612.0,80.0,5040.0,,87680.0,14280.0,,160.0,837.0,13208.0,,,,,1590.0,273445.0,80.0,880.0,190.0,120.0,69894.0,216542.0,256006.0,,133540.0,126935.0,2040.0,685394.0,289509.0,160.0,,928.0,5007.0,58223.0,2154.0,,635.0,184.0,145171.0,32529.0,240060.0,,,1200.0,71160.0,0.0,30421.0,1346876.0,629402.0,89440.0,84.0,169604.0,,122480.0,255769.0,453230.0,284251.0,198205.0,565491.0,9107.0,180.0,9656.0,,56615.0,30649359.0,9233950.0,11440.0,5589653.0,23040.0,183503.0,26041.0,91434.0,80.0,6331.0,586180.0,,5123.0,945000.0,19315.0,6951.0,5583.0,10460.0,,,1414.0,486983.0,123152.0,180.0,131335.0,6.0,,9341158.0,48939.0,,524830.0,3.0,167.0,94864.0,167554.0,,2018.0,4611.0,127236.0,434.0,2048.0,2503.0,393875.0,1561240.0,0.0,67934.0,,97158.0,69276.0,130.0,704424.0,28283.0,1422.0,400.0,12.0,726893.0,50225.0,2100.0,26700.0,159155.0,10000.0,66184.0,33380.0,,253309.0,,8986.0
1977,6162769.0,20940.0,27214.0,6320.0,22251.0,0.0,26638.0,2208.0,17903.0,15146.0,69860.0,23532.0,21376.0,10405.0,1816.0,23896.0,10801711.0,,65674.0,2496.0,2137469.0,239600.0,247210.0,496.0,6113.0,11720.0,784.0,,0.0,5291.0,32575.0,950.0,3400.0,,137021.0,118613.0,11910.0,122530.0,202922.0,26946.0,145276.0,315368.0,237612.0,39059.0,60682.0,161858.0,241.0,,9359.0,,13253.0,295.0,92060.0,735.0,992.0,,1440.0,33029.0,138227.0,44512.0,4919.0,11555.0,118728.0,359308.0,4400.0,,55295.0,8.0,0.0,14833.0,,58892.0,9566.0,49539.0,1730.0,76877.0,207.0,,70234.0,99.0,5120.0,,77109.0,12933.0,,160.0,816.0,10349.0,,,,,2334.0,390980.0,128.0,800.0,190.0,80.0,80523.0,376871.0,243538.0,,164824.0,158711.0,2001.0,843084.0,279329.0,168.0,,957.0,7878.0,32919.0,2436.0,,739.0,240.0,136396.0,32634.0,247960.0,,,1440.0,68187.0,0.0,32615.0,1408787.0,457214.0,87520.0,77.0,170781.0,,135911.0,318187.0,366480.0,300825.0,200303.0,623933.0,9592.0,142.0,8875.0,,60247.0,42155420.0,9818170.0,9040.0,5810300.0,19010.0,175231.0,26391.0,122842.0,120.0,6634.0,565541.0,,5693.0,850064.0,15622.0,5549.0,6393.0,11820.0,,,1552.0,213828.0,119635.0,300.0,123289.0,6.0,,9910230.0,36988.0,,696960.0,3.0,130.0,57400.0,151153.0,,2240.0,5188.0,128981.0,807.0,2136.0,2522.0,418417.0,2350370.0,0.0,85490.0,,104213.0,70753.0,132.0,752644.0,28218.0,1862.0,400.0,23.0,1250216.0,50521.0,2220.0,25036.0,123592.0,14000.0,66841.0,31543.0,,278256.0,,7971.0
1978,5898489.0,28920.0,28532.0,5200.0,19680.0,0.0,29956.0,1742.0,21211.0,15821.0,76340.0,23266.0,26352.0,10449.0,1876.0,24570.0,8358213.0,,76266.0,2828.0,2982198.0,217005.0,281519.0,568.0,7523.0,12184.0,784.0,,0.0,5235.0,32820.0,678.0,2684.0,,143289.0,124239.0,15890.0,100706.0,215806.0,34667.0,138590.0,357748.0,224428.0,51810.0,62206.0,197330.0,182.0,,7741.0,,17493.0,272.0,90073.0,735.0,864.0,,1480.0,27114.0,142337.0,54806.0,4841.0,7885.0,144020.0,396068.0,4800.0,,38490.0,9.0,0.0,10358.0,,47379.0,15357.0,56740.0,1806.0,76994.0,117.0,,82647.0,54.0,6400.0,,74770.0,16537.0,,200.0,943.0,11116.0,,,,,2821.0,370252.0,367.0,720.0,222.0,64.0,71821.0,414325.0,275748.0,,253000.0,245476.0,1962.0,691748.0,315522.0,184.0,,986.0,6562.0,23610.0,2293.0,,869.0,200.0,142398.0,38337.0,255860.0,,,1200.0,55520.0,0.0,39421.0,1516216.0,461320.0,89337.0,82.0,176279.0,,141573.0,328980.0,493866.0,274964.0,194679.0,598092.0,8487.0,142.0,6494.0,,70070.0,43945825.0,10890960.0,8240.0,6175005.0,22220.0,110455.0,20441.0,134557.0,128.0,6676.0,615919.0,,5133.0,846878.0,12976.0,8203.0,5517.0,10060.0,,,1428.0,417567.0,120077.0,300.0,129806.0,6.0,,10981033.0,51781.0,,614920.0,4.0,22.0,82354.0,173315.0,,2501.0,6414.0,193428.0,519.0,2224.0,2522.0,478332.0,3661619.0,0.0,93754.0,,110720.0,75434.0,134.0,677063.0,40826.0,2461.0,400.0,7.0,1147892.0,50828.0,2296.0,22018.0,145024.0,17600.0,79325.0,26745.0,,278850.0,,7549.0
1979,5976171.0,27600.0,28010.0,4800.0,17421.0,0.0,31296.0,2568.0,34365.0,19174.0,70380.0,23867.0,25888.0,18263.0,1876.0,24523.0,8991715.0,,69724.0,3080.0,3210663.0,218293.0,304831.0,589.0,4979.0,14029.0,800.0,,0.0,4523.0,31800.0,849.0,3391.0,,115673.0,77153.0,19388.0,103787.0,262527.0,21113.0,129146.0,365293.0,164529.0,26267.0,71275.0,181392.0,151.0,,9050.0,,14975.0,255.0,80153.0,762.0,864.0,,1440.0,29695.0,138243.0,62010.0,5700.0,9028.0,195691.0,321372.0,5120.0,,47776.0,3.0,0.0,7322.0,,57088.0,12852.0,90393.0,1806.0,78309.0,15031.0,,78527.0,101.0,5600.0,,68733.0,18362.0,,200.0,811.0,10390.0,,,,,2538.0,525303.0,376.0,1000.0,180.0,104.0,57705.0,297645.0,302660.0,,287320.0,282341.0,1924.0,956533.0,273288.0,200.0,,1015.0,8013.0,20223.0,1476.0,,1101.0,264.0,139726.0,34641.0,263760.0,,,1040.0,71790.0,0.0,45329.0,1595825.0,176819.0,79837.0,51.0,172886.0,,136025.0,391486.0,485158.0,244923.0,189643.0,521278.0,8522.0,108.0,6513.0,,87262.0,53836293.0,11506829.0,8960.0,5947106.0,20700.0,135009.0,13984.0,143836.0,136.0,6906.0,760980.0,,5160.0,706289.0,16896.0,6043.0,5896.0,13820.0,,,1804.0,268998.0,131300.0,240.0,59167.0,6.0,,11586982.0,56914.0,,595350.0,4.0,4.0,75930.0,162458.0,,2655.0,5821.0,197742.0,204.0,2312.0,2482.0,534207.0,4400372.0,0.0,119554.0,,104547.0,75851.0,136.0,741662.0,50650.0,2192.0,360.0,7.0,1429702.0,51138.0,1428.0,23489.0,158723.0,17840.0,83766.0,31597.0,,335122.0,,7127.0
1980,5595623.0,52560.0,22848.0,3160.0,18046.0,0.0,34550.0,2942.0,21443.0,18421.0,76220.0,22901.0,23104.0,24276.0,1936.0,23467.0,12892027.0,,66538.0,3200.0,2444183.0,253784.0,400627.0,585.0,2399.0,16265.0,800.0,,0.0,4539.0,20580.0,581.0,2581.0,,129658.0,154120.0,19170.0,88567.0,320835.0,25582.0,131063.0,218986.0,113790.0,23890.0,85730.0,195956.0,147.0,,10115.0,,20964.0,249.0,71644.0,746.0,864.0,,560.0,28000.0,140861.0,43930.0,5016.0,9141.0,208782.0,416583.0,4240.0,,50057.0,2.0,0.0,7782.0,,64321.0,12634.0,118307.0,1796.0,76792.0,18042.0,,82632.0,99.0,4880.0,,55295.0,20430.0,,200.0,807.0,7854.0,,,,,3064.0,517072.0,360.0,800.0,212.0,120.0,61225.0,390382.0,236170.0,,238009.0,235610.0,1901.0,937499.0,296813.0,216.0,,1518.0,10618.0,25762.0,2159.0,,981.0,264.0,146830.0,48883.0,271660.0,,,1120.0,71011.0,0.0,53657.0,1643348.0,368276.0,78640.0,16.0,189980.0,,136655.0,444296.0,861912.0,204961.0,200715.0,495908.0,8125.0,108.0,8932.0,,93925.0,42108884.0,12789009.0,12000.0,5478980.0,19185.0,129147.0,20193.0,134358.0,144.0,7251.0,763194.0,,5700.0,765125.0,15469.0,8337.0,6520.0,14620.0,,,1729.0,208864.0,131880.0,600.0,55163.0,6.0,,12860653.0,44326.0,,520430.0,4.0,11.0,82626.0,163762.0,,2871.0,8491.0,184842.0,709.0,2400.0,2480.0,553904.0,4275448.0,0.0,181624.0,,31301.0,91237.0,138.0,810703.0,50020.0,1649.0,368.0,8.0,1029092.0,54326.0,1646.0,20169.0,135618.0,15680.0,102394.0,37664.0,,274193.0,,6790.0
1981,5757663.0,41460.0,29107.0,3840.0,16838.0,0.0,28413.0,3001.0,26518.0,21193.0,73060.0,30450.0,23112.0,27379.0,1936.0,26876.0,12766529.0,,45659.0,1440.0,1993962.0,194794.0,250273.0,611.0,2427.0,13668.0,800.0,,0.0,4568.0,20960.0,583.0,2426.0,,138107.0,148959.0,19972.0,80986.0,390753.0,22140.0,134763.0,275334.0,140238.0,43233.0,99725.0,193804.0,386.0,,11713.0,,13184.0,258.0,66156.0,746.0,720.0,,503.0,27748.0,130739.0,52786.0,4940.0,10800.0,204739.0,393014.0,3440.0,,41044.0,11.0,0.0,9034.0,,21640.0,10778.0,159776.0,842.0,81132.0,28891.0,,97056.0,83.0,6880.0,,53791.0,20519.0,,200.0,1105.0,10915.0,,,,,3145.0,732291.0,367.0,960.0,212.0,136.0,47596.0,450148.0,313064.0,,249294.0,246867.0,1873.0,979527.0,348369.0,216.0,,1813.0,11513.0,23247.0,2279.0,,1124.0,264.0,146210.0,39352.0,279866.0,,,1120.0,70071.0,0.0,53948.0,1753770.0,318132.0,71940.0,6.0,198325.0,,141318.0,480695.0,888246.0,239241.0,200432.0,518877.0,8366.0,91.0,8391.0,,105486.0,47788465.0,15681600.0,10000.0,7074645.0,19530.0,131949.0,24717.0,107856.0,152.0,7073.0,627756.0,,6300.0,819392.0,11909.0,8657.0,7949.0,12380.0,,,1725.0,348335.0,132118.0,1200.0,68339.0,6.0,,15747756.0,50430.0,,526680.0,4.0,26.0,74626.0,165228.0,,2676.0,9243.0,222848.0,679.0,2480.0,2480.0,551997.0,4109119.0,0.0,196508.0,,72104.0,118605.0,112.0,727928.0,59307.0,1578.0,368.0,8.0,1166454.0,54402.0,1836.0,21311.0,149649.0,13600.0,97572.0,33066.0,,306655.0,,7025.0
1982,6079938.0,57780.0,24158.0,4320.0,17384.0,0.0,21914.0,3311.0,26125.0,20674.0,77820.0,32980.0,19992.0,17885.0,1996.0,28379.0,11092748.0,,40826.0,2000.0,2580049.0,141974.0,425386.0,577.0,2265.0,10131.0,801.0,,0.0,7686.0,22530.0,486.0,2986.0,,110232.0,140232.0,21508.0,88343.0,381236.0,22799.0,147829.0,308627.0,202710.0,59286.0,86002.0,222386.0,480.0,,13310.0,,21018.0,249.0,63997.0,653.0,720.0,,880.0,26637.0,130804.0,55195.0,4940.0,7849.0,216915.0,511534.0,3600.0,,38845.0,7.0,0.0,8324.0,,12474.0,12737.0,202190.0,711.0,73887.0,26630.0,,91986.0,72.0,6080.0,,48870.0,21974.0,,200.0,1137.0,11455.0,,,,,3443.0,705222.0,188.0,960.0,212.0,152.0,47964.0,223774.0,403062.0,,259944.0,257678.0,1845.0,1049625.0,325061.0,220.0,,2123.0,12090.0,26003.0,1379.0,,1302.0,272.0,135490.0,34020.0,287970.0,,,960.0,75422.0,0.0,49255.0,1515449.0,276973.0,78845.0,4.0,216007.0,,140996.0,634460.0,1104064.0,222427.0,218324.0,496525.0,10320.0,93.0,4494.0,,91452.0,51256072.0,16882590.0,11600.0,6561830.0,22090.0,132744.0,24104.0,66829.0,152.0,7289.0,673024.0,,7980.0,764843.0,12845.0,5028.0,6794.0,17100.0,,,1440.0,399411.0,136607.0,2700.0,74252.0,6.0,,16946587.0,54399.0,,427690.0,4.0,29.0,51238.0,163605.0,,2790.0,8157.0,216884.0,704.0,2560.0,2440.0,553905.0,4837588.0,0.0,348348.0,,58225.0,144675.0,112.0,750112.0,79126.0,1672.0,376.0,56.0,954850.0,54554.0,2010.0,24571.0,172276.0,11200.0,101237.0,35342.0,,342960.0,,7402.0
1983,5965194.0,60720.0,25766.0,4640.0,18747.0,0.0,21616.0,3387.0,28999.0,20482.0,79780.0,21673.0,19264.0,18615.0,2056.0,35846.0,12327061.0,,39065.0,2240.0,2500259.0,155287.0,404296.0,553.0,997.0,9923.0,802.0,,0.0,10486.0,22700.0,1167.0,3252.0,,153624.0,223621.0,22829.0,79917.0,390138.0,23346.0,187985.0,304733.0,207108.0,44514.0,78546.0,224090.0,493.0,,10264.0,,17315.0,242.0,49934.0,653.0,576.0,,1360.0,26748.0,136062.0,51557.0,5320.0,9399.0,221608.0,521508.0,3680.0,,39801.0,6.0,0.0,10642.0,,5219.0,10288.0,186874.0,693.0,45470.0,29807.0,,96075.0,96.0,4480.0,,50238.0,19129.0,,200.0,1126.0,10919.0,,,,,3741.0,792781.0,200.0,560.0,222.0,160.0,56449.0,189047.0,408979.0,,211944.0,210947.0,1807.0,718043.0,382900.0,224.0,,2993.0,11178.0,33528.0,1361.0,,1263.0,240.0,120690.0,29423.0,304076.0,,,1040.0,73450.0,0.0,24895.0,1549102.0,351560.0,99036.0,5.0,195551.0,,145815.0,598293.0,1076731.0,220065.0,224851.0,531966.0,11209.0,159.0,4570.0,,38349.0,38012834.0,17694667.0,7280.0,6990432.0,14902.0,130939.0,26961.0,56254.0,144.0,7530.0,564838.0,,7252.0,709188.0,11515.0,3195.0,7025.0,14220.0,,,1680.0,222263.0,199417.0,2400.0,88576.0,5.0,,17744601.0,59049.0,,482190.0,4.0,24.0,21639.0,132127.0,,3032.0,8978.0,228435.0,800.0,2640.0,2440.0,492891.0,4945138.0,0.0,339638.0,,73601.0,146569.0,112.0,842232.0,45995.0,1417.0,384.0,60.0,1107601.0,51529.0,2146.0,25856.0,160286.0,12000.0,110649.0,27814.0,,287758.0,,7440.0
1984,5390275.0,51420.0,30406.0,4160.0,18771.0,0.0,22541.0,3408.0,28331.0,26309.0,99980.0,24450.0,23480.0,17229.0,2176.0,33858.0,13257888.0,,34767.0,1920.0,3313583.0,165584.0,581140.0,649.0,789.0,10835.0,810.0,,0.0,12610.0,21590.0,2140.0,2852.0,,180662.0,218147.0,24009.0,65468.0,401579.0,27497.0,143629.0,341257.0,210567.0,41692.0,102300.0,229774.0,640.0,,9814.0,,30917.0,246.0,63396.0,637.0,556.0,,1296.0,29584.0,141565.0,58151.0,5320.0,10480.0,227088.0,588229.0,4056.0,,60252.0,6.0,0.0,10354.0,,7231.0,14602.0,285208.0,700.0,51027.0,34699.0,,85696.0,144.0,7920.0,,56043.0,25772.0,,200.0,1320.0,9536.0,,,,,4039.0,921239.0,202.0,720.0,219.0,160.0,49479.0,180544.0,432646.0,,309384.0,308595.0,1785.0,1219656.0,441075.0,224.0,,4239.0,11449.0,49755.0,1377.0,,1542.0,216.0,114600.0,12830.0,351680.0,,,1040.0,61350.0,0.0,52281.0,1882269.0,572254.0,77129.0,20.0,194276.0,,176506.0,701021.0,1366156.0,243311.0,231048.0,540575.0,11524.0,183.0,5065.0,,69819.0,44151653.0,19873820.0,5440.0,7830888.0,21130.0,124034.0,28022.0,63603.0,120.0,7264.0,780755.0,,11160.0,514072.0,12715.0,6369.0,7442.0,12140.0,,,1320.0,208979.0,253978.0,9000.0,90782.0,5.0,,19937216.0,62340.0,,444960.0,4.0,24.0,25901.0,169672.0,,3248.0,9836.0,227262.0,912.0,2640.0,2476.0,479710.0,7278412.0,0.0,555864.0,,74096.0,171834.0,120.0,905344.0,69393.0,1891.0,376.0,94.0,1056265.0,53472.0,2228.0,27519.0,131137.0,12800.0,107702.0,24519.0,,282101.0,,7440.0
