,"China, Taiwan Province of",Niue,Zambia,Bulgaria,Syrian Arab Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Mongolia,Guatemala,Latvia,American Samoa,Madagascar,Ukraine,Botswana,Saudi Arabia,Fiji,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Brunei Darussalam,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Montenegro,Kazakhstan,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Melanesia,Georgia,Cameroon,Grenada,Dominican Republic,El Salvador,Cook Islands,Pakistan,Spain,Afghanistan,Iraq,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,British Virgin Islands,Albania,Slovakia,Trinidad and Tobago,Polynesia,Montserrat,Thailand,Oman,Angola,Guam,Turkey,Burundi,"China, Hong Kong SAR",Mozambique,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Kyrgyzstan,Papua New Guinea,Rwanda,Australia & New Zealand,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Chad,Wallis and Futuna Islands,Lesotho,United Arab Emirates,Comoros,Uruguay,Italy,Egypt,Sudan (former),Réunion,Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Tonga,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Cambodia,Paraguay,Tajikistan,Niger,Bhutan,Congo,Qatar,Honduras,Puerto Rico,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Singapore,Panama,Sierra Leone,Somalia,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova
1999,130891.0,5551.0,59604.0,8916.0,118379.0,103975.0,150745.0,121849.0,-1.0,34281.0,36863.0,51111.0,128571.0,24200.0,7610.0,60571.0,-1.0,62375.0,68182.0,8333.0,45000.0,78018.0,88458.0,-1.0,79167.0,60952.0,114571.0,57143.0,25000.0,29469.0,103284.0,63438.0,63478.0,67981.0,-1.0,18000.0,67670.0,-1.0,38710.0,-1.0,54679.0,48917.0,71154.0,100000.0,82033.0,48600.0,55335.0,47226.0,44706.0,68571.0,21748.0,67577.0,85714.0,85351.0,58993.0,202369.0,47244.0,-1.0,63314.0,66554.0,71045.0,135699.0,47622.0,77108.0,66558.0,-1.0,14874.0,-1.0,71950.0,98155.0,56653.0,68790.0,61992.0,33333.0,75069.0,69531.0,19492.0,78997.0,143667.0,71204.0,43333.0,64301.0,75661.0,48547.0,133333.0,51923.0,39918.0,54324.0,69048.0,113847.0,60417.0,113333.0,106586.0,57143.0,-1.0,51736.0,22353.0,81564.0,60204.0,202369.0,107843.0,75000.0,61094.0,50804.0,62000.0,67104.0,68533.0,44198.0,93471.0,48114.0,120551.0,47814.0,72000.0,43577.0,116271.0,58168.0,83333.0,17778.0,97143.0,29053.0,67210.0,179199.0,53569.0,34626.0,64687.0,102829.0,15000.0,28745.0,28000.0,47500.0,43305.0,88800.0,35000.0,152677.0,66297.0,128485.0,75189.0,158140.0,69606.0,-1.0,66667.0,43750.0,60000.0,143444.0,51304.0,6667.0,7254.0,168586.0,180913.0,67349.0,23529.0,35588.0,60000.0,74592.0,18529.0,54355.0,59171.0,50000.0,15682.0,61462.0,72349.0,65048.0,53779.0,50164.0,128813.0,102870.0,31954.0,75000.0,38400.0,95902.0,-1.0,34400.0,45972.0,53846.0,-1.0
2000,122359.0,5500.0,60526.0,7551.0,106710.0,96217.0,150262.0,108471.0,-1.0,34481.0,37838.0,51111.0,107344.0,23840.0,7727.0,60000.0,-1.0,66875.0,68017.0,23864.0,45455.0,75447.0,90909.0,-1.0,79545.0,60865.0,105698.0,58516.0,26108.0,30330.0,104045.0,62718.0,63560.0,67960.0,-1.0,11111.0,68182.0,-1.0,30769.0,-1.0,54887.0,48945.0,71905.0,125000.0,81733.0,68333.0,55263.0,46503.0,44706.0,69752.0,21142.0,62931.0,85714.0,86971.0,54783.0,200000.0,48438.0,-1.0,63503.0,64959.0,71821.0,169310.0,47356.0,76937.0,67241.0,-1.0,14997.0,-1.0,78296.0,92000.0,78303.0,69565.0,62560.0,25000.0,74293.0,69697.0,20594.0,79995.0,145946.0,71265.0,46154.0,61307.0,74408.0,45902.0,134434.0,45000.0,39847.0,54494.0,63636.0,118919.0,58462.0,110000.0,107483.0,54167.0,-1.0,57168.0,58824.0,81421.0,60000.0,200000.0,109091.0,77778.0,63205.0,50587.0,63261.0,68919.0,68461.0,43719.0,94601.0,46774.0,105642.0,46667.0,72917.0,43388.0,116667.0,58030.0,82261.0,18889.0,99217.0,28800.0,65643.0,167799.0,53749.0,34630.0,61836.0,98902.0,22118.0,29503.0,25313.0,48182.0,42308.0,88462.0,36257.0,154986.0,65439.0,129048.0,75496.0,190000.0,68684.0,-1.0,68750.0,43668.0,61072.0,150316.0,49130.0,6766.0,7048.0,215710.0,180885.0,67061.0,21026.0,35372.0,60106.0,76000.0,5833.0,55263.0,60072.0,48492.0,15217.0,54519.0,72469.0,58421.0,58065.0,50164.0,127692.0,102625.0,31633.0,72000.0,43200.0,97561.0,-1.0,34258.0,45942.0,54612.0,-1.0
2001,134881.0,5449.0,58541.0,18600.0,118263.0,101176.0,150000.0,106275.0,-1.0,34681.0,38571.0,51111.0,96498.0,25725.0,7714.0,61481.0,-1.0,70625.0,68034.0,27778.0,42424.0,45626.0,85970.0,-1.0,73044.0,60782.0,98556.0,58297.0,26125.0,23371.0,105755.0,62500.0,63635.0,67934.0,-1.0,13000.0,66667.0,-1.0,40000.0,-1.0,55096.0,48974.0,72083.0,115385.0,81319.0,58897.0,55369.0,45754.0,46250.0,70090.0,20514.0,61018.0,85185.0,88198.0,57325.0,198164.0,49231.0,-1.0,63602.0,63444.0,72727.0,168510.0,47066.0,76983.0,66938.0,-1.0,15117.0,-1.0,82034.0,102381.0,86723.0,68577.0,63130.0,25000.0,73330.0,69900.0,21569.0,80995.0,142857.0,-1.0,45714.0,58496.0,74002.0,48571.0,133866.0,44545.0,39568.0,54666.0,58929.0,115000.0,61688.0,108303.0,108380.0,56876.0,-1.0,65103.0,100000.0,80851.0,60276.0,198164.0,109091.0,80000.0,53591.0,52756.0,63647.0,67340.0,68380.0,43180.0,95732.0,46875.0,111166.0,46881.0,72000.0,43260.0,131190.0,57463.0,82297.0,21429.0,93963.0,30800.0,64090.0,160908.0,53958.0,34634.0,59133.0,110448.0,20000.0,22454.0,22222.0,47727.0,40000.0,94000.0,36096.0,63560.0,65978.0,129836.0,75807.0,163694.0,64346.0,-1.0,68499.0,43705.0,62500.0,154137.0,47826.0,6667.0,6840.0,282794.0,187438.0,66667.0,20930.0,34932.0,61017.0,78571.0,14583.0,54167.0,60970.0,48858.0,-1.0,58571.0,72443.0,51391.0,54224.0,50164.0,128571.0,99130.0,31303.0,72549.0,50000.0,99200.0,-1.0,34460.0,46154.0,55162.0,-1.0
2002,147599.0,5399.0,57578.0,20000.0,100351.0,95000.0,149511.0,108253.0,-1.0,34881.0,38396.0,51111.0,69231.0,25422.0,7143.0,60694.0,-1.0,72750.0,68051.0,15641.0,41531.0,49586.0,84185.0,-1.0,70244.0,60701.0,110000.0,60000.0,26102.0,24846.0,113609.0,62500.0,64063.0,67906.0,-1.0,12611.0,67500.0,-1.0,36645.0,-1.0,55304.0,49003.0,67647.0,138462.0,81231.0,50000.0,54872.0,44983.0,46250.0,70437.0,19862.0,58765.0,86535.0,89932.0,56645.0,200000.0,49242.0,-1.0,63700.0,62032.0,72296.0,166711.0,46809.0,77025.0,67105.0,-1.0,15234.0,-1.0,87806.0,102564.0,141493.0,68581.0,63700.0,25000.0,71653.0,68269.0,21740.0,81998.0,148571.0,-1.0,45157.0,70000.0,71435.0,50289.0,133294.0,43750.0,40000.0,54839.0,57391.0,119048.0,62608.0,107143.0,109277.0,58216.0,-1.0,60243.0,85837.0,80829.0,60194.0,200000.0,108333.0,77194.0,55391.0,51662.0,60870.0,67330.0,68292.0,42522.0,96863.0,46970.0,152519.0,46068.0,68519.0,43143.0,143947.0,57596.0,82339.0,14725.0,111648.0,30769.0,62550.0,21783.0,54133.0,34638.0,69035.0,117309.0,21750.0,23683.0,22222.0,48000.0,40000.0,103651.0,34091.0,59619.0,66097.0,130986.0,76114.0,196154.0,62201.0,-1.0,70000.0,43548.0,62791.0,173445.0,49569.0,6667.0,6630.0,199327.0,193992.0,66723.0,21176.0,34286.0,61030.0,79021.0,18111.0,54545.0,61870.0,49211.0,-1.0,74510.0,72475.0,55083.0,59091.0,50164.0,126667.0,102422.0,30965.0,69231.0,47500.0,98555.0,-1.0,34674.0,45739.0,55682.0,-1.0
2003,148722.0,5351.0,56518.0,20000.0,116852.0,99969.0,150000.0,92719.0,20000.0,35107.0,39537.0,51111.0,83246.0,22975.0,7895.0,60573.0,-1.0,-1.0,68060.0,2500.0,40565.0,53067.0,82027.0,-1.0,65505.0,60784.0,107363.0,58333.0,25708.0,26206.0,112533.0,63636.0,63769.0,66667.0,-1.0,10650.0,68333.0,-1.0,34545.0,-1.0,55231.0,49018.0,68571.0,138462.0,82035.0,42600.0,55508.0,44145.0,44118.0,70812.0,19180.0,68470.0,84967.0,90909.0,55950.0,192837.0,49254.0,-1.0,63811.0,60000.0,72388.0,169868.0,46540.0,77046.0,66667.0,-1.0,15412.0,-1.0,100000.0,102778.0,87625.0,68595.0,64305.0,25000.0,70689.0,67547.0,20267.0,83042.0,148235.0,-1.0,44971.0,57381.0,77905.0,49180.0,132904.0,44231.0,40000.0,54783.0,53361.0,119091.0,63492.0,107407.0,110412.0,59206.0,-1.0,53889.0,37778.0,81633.0,60417.0,192837.0,107692.0,75000.0,54890.0,55000.0,62000.0,67292.0,63750.0,41286.0,98088.0,47059.0,99384.0,48000.0,69091.0,43042.0,154353.0,57548.0,82431.0,19482.0,144555.0,27333.0,60974.0,109837.0,56818.0,34604.0,57866.0,104496.0,37500.0,25000.0,19083.0,49020.0,40000.0,138542.0,34667.0,62500.0,74074.0,131944.0,76613.0,199436.0,59906.0,-1.0,69324.0,43476.0,63043.0,148931.0,45914.0,7500.0,6420.0,144112.0,199349.0,66589.0,20526.0,34332.0,60526.0,80000.0,13514.0,55667.0,62840.0,49412.0,-1.0,80698.0,72782.0,55814.0,43333.0,50164.0,125000.0,100000.0,30287.0,75000.0,48000.0,99231.0,-1.0,34974.0,45447.0,56198.0,-1.0
2004,144222.0,5306.0,55371.0,12500.0,119778.0,94507.0,150000.0,130199.0,22134.0,35360.0,37553.0,51111.0,81638.0,11667.0,7368.0,60621.0,-1.0,-1.0,68064.0,4118.0,39264.0,58205.0,79505.0,-1.0,59259.0,60000.0,88854.0,61111.0,25794.0,29775.0,107458.0,62767.0,63796.0,68036.0,-1.0,12452.0,68000.0,-1.0,42222.0,-1.0,55714.0,49097.0,76364.0,142857.0,80712.0,31000.0,55102.0,43242.0,45539.0,71214.0,18468.0,61069.0,87172.0,95382.0,55238.0,189909.0,49265.0,-1.0,63933.0,60112.0,71965.0,163800.0,46478.0,77026.0,67478.0,-1.0,15649.0,-1.0,16667.0,106667.0,86900.0,69565.0,64943.0,25000.0,65666.0,67308.0,23322.0,84127.0,152598.0,-1.0,44576.0,63127.0,69768.0,50532.0,129412.0,44976.0,40000.0,55203.0,47714.0,119795.0,64326.0,107692.0,111783.0,64000.0,-1.0,58697.0,60000.0,80392.0,60541.0,189909.0,107143.0,80000.0,60000.0,47699.0,65686.0,67227.0,67577.0,40548.0,99407.0,47143.0,100000.0,47749.0,71765.0,42986.0,168559.0,57433.0,82904.0,20971.0,177192.0,28000.0,59360.0,146298.0,55652.0,34534.0,62626.0,108434.0,83333.0,28629.0,20000.0,50000.0,40000.0,62482.0,34558.0,63115.0,84000.0,132432.0,76498.0,204023.0,57779.0,-1.0,69767.0,43391.0,63000.0,129377.0,46109.0,7000.0,6209.0,184109.0,203510.0,66316.0,20161.0,34273.0,62201.0,79718.0,18462.0,55556.0,63878.0,50000.0,-1.0,85589.0,73372.0,55259.0,50837.0,50164.0,129202.0,103485.0,29950.0,72414.0,48148.0,96429.0,-1.0,34091.0,45714.0,56723.0,-1.0
2005,128480.0,5260.0,54182.0,9893.0,120678.0,99891.0,145726.0,128902.0,22799.0,35613.0,50722.0,51111.0,80203.0,9622.0,7895.0,59668.0,-1.0,-1.0,68067.0,17143.0,38148.0,62795.0,74014.0,-1.0,65789.0,60000.0,116774.0,56022.0,25907.0,30372.0,108132.0,62726.0,63836.0,68180.0,-1.0,11182.0,67500.0,270588.0,20000.0,-1.0,56944.0,49140.0,81111.0,142857.0,80240.0,37521.0,55000.0,42322.0,44706.0,71622.0,17731.0,59365.0,85714.0,99235.0,54521.0,186827.0,49265.0,-1.0,64119.0,59586.0,72059.0,157083.0,48421.0,77017.0,67635.0,-1.0,14685.0,-1.0,95000.0,106936.0,83333.0,68632.0,65582.0,25000.0,66813.0,67722.0,22773.0,85216.0,156852.0,-1.0,43824.0,57412.0,77052.0,50256.0,132487.0,45531.0,39655.0,55401.0,41500.0,122222.0,65083.0,100000.0,111636.0,60676.0,-1.0,71423.0,43000.0,80000.0,60000.0,186827.0,106667.0,80000.0,60938.0,45052.0,66435.0,67155.0,67489.0,39819.0,100726.0,46944.0,41608.0,48052.0,72727.0,41739.0,190000.0,57353.0,82463.0,36000.0,168092.0,33800.0,57758.0,103273.0,52000.0,34664.0,57458.0,113095.0,87500.0,29365.0,20000.0,50000.0,40139.0,62161.0,36565.0,64000.0,89347.0,129912.0,76569.0,209333.0,55556.0,-1.0,69767.0,43432.0,63271.0,175101.0,43420.0,6893.0,5997.0,148760.0,207671.0,66708.0,20145.0,34241.0,63336.0,80000.0,14286.0,58621.0,64920.0,49528.0,-1.0,90257.0,73969.0,54400.0,51816.0,50164.0,127273.0,104229.0,29608.0,73333.0,48760.0,99628.0,-1.0,36285.0,44592.0,57256.0,-1.0
2006,136111.0,5215.0,52958.0,15853.0,117458.0,94689.0,138904.0,131592.0,23340.0,35866.0,68236.0,51111.0,71429.0,10800.0,8750.0,59236.0,10335.0,-1.0,66667.0,14286.0,36913.0,59441.0,70523.0,-1.0,65116.0,60240.0,92331.0,54959.0,26346.0,32009.0,117451.0,62378.0,63866.0,68385.0,21429.0,12000.0,67778.0,261111.0,36149.0,-1.0,56097.0,50000.0,81911.0,164286.0,81196.0,42660.0,56096.0,41390.0,44706.0,72037.0,16972.0,59528.0,96667.0,103347.0,54545.0,183593.0,49265.0,-1.0,63158.0,59277.0,69130.0,216097.0,45708.0,77008.0,67784.0,-1.0,14667.0,-1.0,75000.0,103000.0,88705.0,68714.0,66222.0,25000.0,68586.0,67284.0,22458.0,86307.0,160753.0,-1.0,43517.0,67191.0,88115.0,50000.0,132481.0,45955.0,40000.0,55319.0,40488.0,121739.0,65810.0,104000.0,112897.0,61108.0,-1.0,69957.0,55000.0,80909.0,60744.0,183593.0,108561.0,77500.0,75458.0,41500.0,62000.0,67079.0,67437.0,37961.0,102045.0,47297.0,82411.0,48101.0,72727.0,42678.0,167778.0,57010.0,82439.0,42000.0,171963.0,31481.0,56165.0,83067.0,53273.0,34218.0,65722.0,111027.0,83094.0,30952.0,20000.0,50000.0,40157.0,66983.0,36971.0,66538.0,91311.0,128205.0,76630.0,207368.0,54606.0,-1.0,69231.0,43616.0,63116.0,155605.0,42593.0,6854.0,5783.0,223800.0,211832.0,66327.0,20139.0,35000.0,64786.0,80000.0,24857.0,55556.0,65965.0,50000.0,-1.0,94945.0,74566.0,54615.0,51892.0,50164.0,137333.0,105010.0,29260.0,75000.0,49315.0,100180.0,-1.0,37269.0,43995.0,57807.0,-1.0
2007,138159.0,5169.0,51706.0,17177.0,128333.0,99852.0,132648.0,125760.0,23817.0,36119.0,49049.0,51111.0,77170.0,10836.0,10750.0,58814.0,19464.0,-1.0,69231.0,16667.0,35758.0,59938.0,66924.0,-1.0,65957.0,60194.0,115268.0,54090.0,26285.0,32325.0,112889.0,62215.0,63901.0,67273.0,20000.0,12750.0,68317.0,259459.0,43305.0,-1.0,56757.0,49121.0,82036.0,189286.0,82412.0,45147.0,55172.0,40444.0,44706.0,72458.0,16195.0,58135.0,90431.0,107886.0,52924.0,180212.0,49554.0,-1.0,63765.0,59191.0,65216.0,132894.0,48000.0,76997.0,67938.0,-1.0,16684.0,-1.0,78764.0,105556.0,88273.0,68776.0,66864.0,25348.0,71429.0,67683.0,22173.0,87402.0,165928.0,-1.0,41545.0,70877.0,89044.0,50000.0,129730.0,46616.0,41667.0,55948.0,36432.0,117391.0,66369.0,113636.0,114286.0,61321.0,-1.0,57374.0,85714.0,82143.0,59813.0,180212.0,108821.0,78022.0,66746.0,32258.0,68852.0,66998.0,67417.0,37684.0,103364.0,47368.0,82414.0,47955.0,72414.0,41333.0,197053.0,56697.0,82420.0,42692.0,169361.0,30000.0,54575.0,79353.0,53216.0,34014.0,68751.0,110665.0,59792.0,31261.0,20000.0,50000.0,40000.0,61449.0,37678.0,64063.0,94502.0,123797.0,76676.0,205000.0,53769.0,-1.0,70246.0,43505.0,63721.0,153939.0,42857.0,6686.0,5568.0,288986.0,215992.0,64254.0,21333.0,34036.0,66364.0,80051.0,17333.0,57500.0,67013.0,50000.0,-1.0,99689.0,71429.0,54078.0,52218.0,50164.0,144286.0,105662.0,28908.0,71769.0,50000.0,101501.0,-1.0,38259.0,43439.0,58390.0,-1.0
2008,123043.0,5120.0,50434.0,17779.0,114590.0,99408.0,125794.0,122502.0,24255.0,36372.0,45996.0,51111.0,75843.0,13945.0,10987.0,58267.0,3788.0,-1.0,68402.0,10000.0,34623.0,63713.0,63182.0,-1.0,65909.0,60165.0,127091.0,52164.0,26241.0,33240.0,110598.0,62043.0,64064.0,69265.0,20000.0,12898.0,68627.0,257895.0,47368.0,-1.0,51081.0,49006.0,78571.0,190000.0,81567.0,47400.0,56763.0,39480.0,43167.0,72883.0,15405.0,62033.0,89960.0,120000.0,52094.0,176691.0,50000.0,-1.0,62857.0,59332.0,61424.0,153997.0,42646.0,76985.0,68100.0,-1.0,17330.0,-1.0,85714.0,105946.0,73529.0,68841.0,67507.0,21120.0,78873.0,67059.0,22034.0,88500.0,175000.0,-1.0,42235.0,78218.0,95196.0,51364.0,130667.0,46853.0,39945.0,56288.0,28417.0,117021.0,68750.0,120000.0,114286.0,62307.0,-1.0,59162.0,93333.0,81053.0,60185.0,176691.0,107059.0,79726.0,57481.0,38273.0,72100.0,66915.0,67435.0,37406.0,103977.0,47500.0,70439.0,47933.0,70175.0,42596.0,204436.0,56400.0,82399.0,33223.0,166071.0,44521.0,52964.0,79401.0,53161.0,36250.0,74888.0,109310.0,78447.0,32283.0,20000.0,50000.0,43136.0,65836.0,38037.0,63258.0,94365.0,118050.0,76563.0,214500.0,52632.0,-1.0,70535.0,43265.0,64492.0,171429.0,53035.0,6809.0,5352.0,244308.0,220153.0,62390.0,23038.0,33699.0,65652.0,80086.0,26875.0,59091.0,68065.0,50000.0,-1.0,104497.0,76180.0,53571.0,50000.0,50164.0,158470.0,110519.0,28552.0,71183.0,50667.0,102350.0,-1.0,39257.0,42864.0,59015.0,-1.0
2009,131248.0,5065.0,49147.0,18381.0,124783.0,99762.0,117978.0,117277.0,24664.0,36625.0,57519.0,51111.0,74492.0,11563.0,4872.0,57953.0,13793.0,-1.0,68428.0,16667.0,30556.0,63616.0,59323.0,-1.0,63652.0,60120.0,121754.0,50872.0,26186.0,33843.0,111422.0,61904.0,63962.0,69988.0,20000.0,14524.0,69666.0,256410.0,57053.0,-1.0,54545.0,48903.0,70000.0,200000.0,82384.0,56316.0,55814.0,38472.0,42698.0,73311.0,14610.0,62131.0,87500.0,150000.0,51253.0,173036.0,49474.0,-1.0,67797.0,59706.0,56721.0,114994.0,39466.0,76972.0,68268.0,-1.0,18046.0,-1.0,86111.0,105882.0,78947.0,70015.0,68152.0,24555.0,75714.0,60000.0,21725.0,89602.0,165020.0,-1.0,42819.0,48006.0,100071.0,51923.0,131081.0,47273.0,39221.0,56622.0,23488.0,117441.0,68293.0,114286.0,117647.0,62994.0,-1.0,95793.0,100000.0,81739.0,62490.0,173036.0,111232.0,80638.0,72195.0,37500.0,74670.0,66832.0,67500.0,37200.0,88876.0,44819.0,89286.0,47884.0,71667.0,41250.0,227635.0,55294.0,82378.0,40000.0,157931.0,53467.0,51243.0,76998.0,53105.0,35000.0,48437.0,109485.0,79310.0,32813.0,20000.0,50000.0,45754.0,66796.0,39072.0,63538.0,95250.0,112508.0,76538.0,245834.0,52854.0,-1.0,70936.0,41434.0,65804.0,145613.0,75000.0,6787.0,5136.0,173273.0,224314.0,59565.0,24543.0,34369.0,64407.0,80000.0,28000.0,59018.0,69120.0,49955.0,-1.0,109374.0,77377.0,52528.0,52272.0,50164.0,160638.0,107340.0,28193.0,68654.0,50658.0,103232.0,-1.0,40425.0,42261.0,59696.0,-1.0
2010,137113.0,4994.0,47170.0,18983.0,106887.0,99965.0,108333.0,118549.0,26000.0,36865.0,67394.0,51111.0,73121.0,15881.0,5303.0,57534.0,18889.0,-1.0,68454.0,16667.0,32415.0,68228.0,55377.0,-1.0,61598.0,60073.0,110606.0,49556.0,26667.0,33928.0,107489.0,60000.0,64516.0,70783.0,20000.0,12955.0,71634.0,254350.0,37488.0,26957.0,60256.0,48000.0,69677.0,200000.0,83412.0,53096.0,55909.0,37300.0,42332.0,73743.0,13817.0,50224.0,89474.0,120000.0,50402.0,169257.0,50000.0,-1.0,67797.0,60318.0,53780.0,91544.0,25351.0,76959.0,68450.0,-1.0,18813.0,-1.0,81785.0,108730.0,107043.0,68585.0,68798.0,59477.0,74579.0,60000.0,21555.0,90707.0,160000.0,-1.0,39024.0,48367.0,96964.0,49145.0,128767.0,47143.0,38571.0,56933.0,29693.0,117445.0,64778.0,107682.0,117647.0,63676.0,-1.0,83642.0,80000.0,83081.0,63981.0,169257.0,113611.0,81615.0,63489.0,32000.0,77325.0,66667.0,51765.0,36111.0,106667.0,43156.0,119808.0,47939.0,73076.0,42550.0,190974.0,56471.0,82356.0,30000.0,149039.0,51923.0,49115.0,75168.0,53050.0,34086.0,48474.0,109660.0,81602.0,32898.0,22500.0,50839.0,48378.0,65167.0,41040.0,59050.0,96814.0,106623.0,76923.0,245181.0,52701.0,-1.0,70370.0,39957.0,67643.0,139404.0,67917.0,6765.0,4920.0,125532.0,228475.0,66667.0,20438.0,34334.0,63269.0,80513.0,28571.0,58856.0,70179.0,50909.0,26308.0,114326.0,78583.0,52153.0,51429.0,50164.0,151456.0,107610.0,27832.0,66636.0,51334.0,104122.0,-1.0,41348.0,41629.0,60000.0,-1.0
2011,137730.0,4887.0,46729.0,19585.0,111830.0,100293.0,103620.0,125836.0,25307.0,30722.0,70882.0,51111.0,71737.0,17388.0,12243.0,57127.0,6471.0,-1.0,68479.0,15714.0,30000.0,73292.0,51381.0,-1.0,59883.0,60027.0,114593.0,48217.0,25698.0,33432.0,106951.0,61794.0,63698.0,71628.0,20000.0,12210.0,74135.0,261492.0,30041.0,25235.0,60000.0,49020.0,70632.0,244000.0,84823.0,46350.0,60164.0,35549.0,41963.0,74177.0,13031.0,49090.0,90476.0,70000.0,49540.0,165363.0,49462.0,-1.0,67368.0,61172.0,50882.0,164902.0,36186.0,76945.0,68652.0,-1.0,19616.0,-1.0,80632.0,112325.0,120018.0,68324.0,69446.0,66942.0,75000.0,61644.0,21127.0,91815.0,151515.0,-1.0,44896.0,45584.0,89240.0,49362.0,130556.0,46667.0,36806.0,57200.0,21475.0,117367.0,62448.0,102839.0,117647.0,64472.0,-1.0,81347.0,86364.0,84444.0,65629.0,165363.0,116216.0,82353.0,49942.0,36364.0,80050.0,66678.0,67146.0,37363.0,109370.0,41750.0,113978.0,47993.0,74197.0,42580.0,197320.0,56075.0,82334.0,72000.0,105038.0,62112.0,45827.0,74318.0,52995.0,33654.0,45620.0,109835.0,88667.0,32482.0,20700.0,51481.0,50968.0,59945.0,44404.0,42621.0,101197.0,100436.0,79070.0,240855.0,52584.0,-1.0,72039.0,38000.0,71484.0,132003.0,65294.0,6744.0,4705.0,191556.0,232636.0,74224.0,20367.0,34300.0,62494.0,80890.0,31923.0,59188.0,71242.0,50893.0,26455.0,119356.0,79795.0,52040.0,50556.0,50164.0,148580.0,110744.0,27469.0,65644.0,52010.0,104989.0,-1.0,43226.0,40965.0,61454.0,-1.0
2012,145327.0,4650.0,45310.0,20187.0,112022.0,101721.0,95185.0,124115.0,26000.0,37500.0,63378.0,51111.0,71429.0,19650.0,3072.0,56667.0,9253.0,-1.0,69231.0,47500.0,32500.0,77742.0,35484.0,-1.0,56989.0,59636.0,126977.0,40000.0,25000.0,34177.0,115313.0,62500.0,63125.0,76667.0,20000.0,12146.0,77500.0,226242.0,135931.0,24662.0,58333.0,49231.0,70588.0,266667.0,86747.0,46721.0,70455.0,28889.0,39130.0,75758.0,8519.0,40462.0,90698.0,73690.0,47879.0,157692.0,50000.0,-1.0,66667.0,62162.0,50952.0,106447.0,38636.0,76923.0,68306.0,-1.0,25000.0,-1.0,80641.0,109904.0,135695.0,67857.0,71875.0,278788.0,13289.0,61905.0,18393.0,96154.0,161111.0,-1.0,48751.0,55468.0,111596.0,51304.0,138889.0,45893.0,36111.0,58846.0,25071.0,116667.0,57143.0,96154.0,142222.0,65455.0,-1.0,68793.0,83636.0,86957.0,71429.0,157692.0,120000.0,82424.0,71802.0,35714.0,97500.0,65625.0,86957.0,37778.0,112000.0,35556.0,104203.0,48048.0,75758.0,42963.0,188462.0,-1.0,82000.0,56667.0,77287.0,68331.0,38356.0,70117.0,51852.0,31667.0,52632.0,110010.0,96742.0,33129.0,8000.0,52667.0,54545.0,59465.0,42689.0,33481.0,102488.0,90588.0,77165.0,239280.0,52632.0,55556.0,74336.0,37143.0,77942.0,114308.0,56933.0,6500.0,3846.0,211500.0,236797.0,81818.0,21722.0,34265.0,60833.0,81818.0,37975.0,59038.0,75000.0,47321.0,25170.0,137692.0,94167.0,51596.0,54054.0,50164.0,144000.0,101482.0,26667.0,62500.0,53125.0,107692.0,55556.0,43750.0,39490.0,64000.0,-1.0
