,"China, Taiwan Province of",Niue,Zambia,Bulgaria,Syrian Arab Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Bangladesh,Malawi,Eritrea,New Caledonia,Mongolia,Guatemala,Latvia,American Samoa,Madagascar,Ukraine,Botswana,Saudi Arabia,Fiji,Pacific Islands Trust Territory,Switzerland,Sri Lanka,Azerbaijan,Brunei Darussalam,Bosnia and Herzegovina,China,Colombia,Libya,United Republic of Tanzania,Guinea-Bissau,Montenegro,Kazakhstan,Mauritius,Saint Vincent and the Grenadines,Hungary,France,Togo,Mali,Costa Rica,Seychelles,Melanesia,Georgia,Cameroon,Grenada,Dominican Republic,El Salvador,Cook Islands,Pakistan,Spain,Afghanistan,Iraq,New Zealand,Belize,Czechoslovakia,Nigeria,Czechia,Democratic People's Republic of Korea,Cuba,Cabo Verde,Bahrain,Morocco,Ethiopia PDR,Gabon,USSR,Romania,Ecuador,Jordan,Mexico,British Virgin Islands,Albania,Slovakia,Trinidad and Tobago,Polynesia,Montserrat,Thailand,Oman,Angola,Guam,Turkey,Burundi,"China, Hong Kong SAR",Mozambique,Myanmar,Burkina Faso,Philippines,Viet Nam,Lao People's Democratic Republic,Maldives,Ireland,Zimbabwe,Yugoslav SFR,Republic of Korea,Kyrgyzstan,Papua New Guinea,Rwanda,Australia & New Zealand,Barbados,French Polynesia,Algeria,Senegal,Saint Lucia,Uganda,Dominica,Chad,Wallis and Futuna Islands,Lesotho,United Arab Emirates,Comoros,Uruguay,Italy,Egypt,Sudan (former),Réunion,Armenia,Lebanon,Uzbekistan,Micronesia (Federated States of),Occupied Palestinian Territory,Chile,Portugal,Micronesia,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Haiti,India,Bolivia (Plurinational State of),Peru,Yemen,Vanuatu,Malaysia,Israel,Malta,South Sudan,Namibia,Benin,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Guyana,Tonga,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Kuwait,French Guiana,Cambodia,Paraguay,Tajikistan,Niger,Bhutan,Congo,Qatar,Honduras,Puerto Rico,Tunisia,Côte d'Ivoire,Gambia,Solomon Islands,South Africa,Singapore,Panama,Sierra Leone,Somalia,Sudan,Ghana,Mauritania,Swaziland,Republic of Moldova
1971,95303.0,7143.0,45000.0,60437.0,74380.0,-1.0,-1.0,54333.0,-1.0,-1.0,61980.0,54000.0,-1.0,83333.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,43333.0,100728.0,90000.0,-1.0,77547.0,-1.0,-1.0,40000.0,-1.0,42228.0,-1.0,-1.0,51852.0,-1.0,-1.0,-1.0,57500.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81425.0,-1.0,-1.0,-1.0,-1.0,-1.0,10000.0,-1.0,56412.0,55448.0,-1.0,-1.0,-1.0,-1.0,63644.0,-1.0,69231.0,-1.0,45333.0,60000.0,-1.0,142333.0,12885.0,32000.0,-1.0,-1.0,56751.0,77145.0,-1.0,-1.0,-1.0,-1.0,28558.0,-1.0,85437.0,-1.0,46154.0,51000.0,53643.0,43887.0,48245.0,54400.0,38069.0,-1.0,77273.0,91000.0,46500.0,114286.0,-1.0,40000.0,-1.0,36805.0,-1.0,80972.0,-1.0,-1.0,-1.0,64167.0,-1.0,-1.0,-1.0,48387.0,-1.0,-1.0,-1.0,46667.0,-1.0,-1.0,-1.0,104124.0,156463.0,60870.0,-1.0,-1.0,183357.0,-1.0,-1.0,-1.0,53571.0,40320.0,64000.0,53333.0,-1.0,26000.0,-1.0,-1.0,-1.0,66000.0,45333.0,76923.0,84444.0,102326.0,-1.0,-1.0,-1.0,-1.0,59091.0,-1.0,45455.0,-1.0,94953.0,-1.0,9259.0,146390.0,82828.0,70159.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,36667.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,98925.0,89474.0,71132.0,-1.0,-1.0,140000.0,-1.0,30000.0,40000.0,49091.0,-1.0
1972,99562.0,6944.0,45000.0,52729.0,64817.0,-1.0,-1.0,54098.0,-1.0,-1.0,60845.0,56000.0,-1.0,83333.0,-1.0,-1.0,-1.0,-1.0,48235.0,-1.0,44667.0,105929.0,87500.0,-1.0,78936.0,-1.0,-1.0,45455.0,-1.0,46080.0,-1.0,-1.0,53704.0,-1.0,-1.0,-1.0,57500.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81232.0,-1.0,-1.0,-1.0,-1.0,-1.0,11667.0,-1.0,50850.0,68844.0,-1.0,-1.0,-1.0,-1.0,64000.0,-1.0,66667.0,-1.0,45333.0,64516.0,-1.0,145902.0,12500.0,30741.0,-1.0,-1.0,45338.0,78756.0,-1.0,-1.0,-1.0,-1.0,27273.0,-1.0,84956.0,-1.0,43077.0,52000.0,51027.0,43964.0,48378.0,54400.0,38255.0,-1.0,77273.0,91000.0,47500.0,115686.0,-1.0,40000.0,-1.0,22845.0,-1.0,80769.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,46667.0,-1.0,-1.0,-1.0,98023.0,145503.0,61702.0,-1.0,-1.0,182841.0,-1.0,-1.0,-1.0,51429.0,29560.0,65500.0,53333.0,-1.0,26000.0,-1.0,-1.0,-1.0,60000.0,45176.0,78635.0,76000.0,104545.0,-1.0,-1.0,-1.0,-1.0,58333.0,-1.0,45455.0,-1.0,96500.0,-1.0,9375.0,163805.0,85000.0,69855.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100000.0,89474.0,72135.0,-1.0,-1.0,142667.0,-1.0,30000.0,40000.0,46667.0,-1.0
1973,117405.0,6757.0,45455.0,65952.0,43276.0,-1.0,-1.0,53226.0,-1.0,-1.0,55525.0,55769.0,-1.0,83333.0,-1.0,-1.0,-1.0,-1.0,49412.0,-1.0,43125.0,111406.0,87879.0,-1.0,84419.0,-1.0,-1.0,57143.0,-1.0,50550.0,-1.0,-1.0,53571.0,-1.0,-1.0,-1.0,58750.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81609.0,-1.0,-1.0,-1.0,-1.0,-1.0,21667.0,-1.0,55788.0,73348.0,-1.0,-1.0,-1.0,-1.0,64167.0,-1.0,66667.0,-1.0,44000.0,62500.0,-1.0,148387.0,12157.0,28571.0,-1.0,-1.0,18639.0,80030.0,-1.0,-1.0,-1.0,-1.0,28750.0,-1.0,83333.0,-1.0,46154.0,54000.0,65703.0,44000.0,38880.0,54800.0,39158.0,-1.0,77273.0,92632.0,47500.0,115385.0,-1.0,40000.0,-1.0,15256.0,-1.0,81132.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,53333.0,-1.0,-1.0,-1.0,92225.0,142857.0,60040.0,-1.0,-1.0,88204.0,-1.0,-1.0,-1.0,50360.0,41120.0,73000.0,53333.0,-1.0,26923.0,-1.0,-1.0,-1.0,69000.0,46000.0,73974.0,71000.0,106667.0,-1.0,-1.0,-1.0,-1.0,58333.0,-1.0,45455.0,-1.0,96500.0,-1.0,9211.0,99496.0,88670.0,69014.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,101064.0,92105.0,72873.0,-1.0,-1.0,142857.0,-1.0,29167.0,40000.0,48333.0,-1.0
1974,97679.0,7752.0,45455.0,37644.0,49204.0,-1.0,-1.0,54194.0,-1.0,-1.0,53705.0,57692.0,-1.0,80000.0,-1.0,-1.0,-1.0,-1.0,50588.0,-1.0,44375.0,118110.0,88235.0,-1.0,78837.0,-1.0,-1.0,64865.0,-1.0,54874.0,-1.0,-1.0,55357.0,-1.0,-1.0,-1.0,62500.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81569.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000.0,-1.0,60550.0,73071.0,-1.0,-1.0,-1.0,-1.0,64463.0,-1.0,65000.0,-1.0,44000.0,62500.0,-1.0,150794.0,12115.0,31600.0,-1.0,-1.0,84085.0,70284.0,-1.0,-1.0,-1.0,-1.0,29170.0,-1.0,84553.0,-1.0,49231.0,70000.0,64714.0,43846.0,97143.0,55200.0,39725.0,-1.0,79167.0,92632.0,48500.0,118269.0,-1.0,40000.0,-1.0,13790.0,-1.0,81081.0,-1.0,-1.0,-1.0,86667.0,-1.0,-1.0,-1.0,50000.0,-1.0,-1.0,-1.0,53333.0,-1.0,-1.0,-1.0,106075.0,166667.0,60385.0,-1.0,-1.0,133305.0,-1.0,-1.0,-1.0,54286.0,32684.0,90000.0,53333.0,-1.0,26923.0,-1.0,-1.0,-1.0,68780.0,44100.0,79794.0,72000.0,108696.0,-1.0,-1.0,-1.0,-1.0,62500.0,-1.0,45833.0,-1.0,63482.0,-1.0,9302.0,150270.0,92233.0,69577.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,102646.0,90000.0,57575.0,-1.0,-1.0,143038.0,-1.0,30000.0,40000.0,50000.0,-1.0
1975,89867.0,8600.0,44000.0,47577.0,48233.0,-1.0,-1.0,53968.0,-1.0,-1.0,50251.0,57407.0,-1.0,73500.0,-1.0,-1.0,-1.0,-1.0,51765.0,-1.0,42941.0,122926.0,88235.0,-1.0,81207.0,-1.0,-1.0,62162.0,-1.0,51337.0,-1.0,-1.0,55172.0,-1.0,-1.0,-1.0,62500.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81597.0,-1.0,-1.0,-1.0,-1.0,-1.0,15000.0,-1.0,58872.0,74199.0,-1.0,-1.0,-1.0,-1.0,64516.0,-1.0,62800.0,-1.0,45333.0,62500.0,-1.0,150794.0,12308.0,31250.0,-1.0,-1.0,31093.0,70131.0,-1.0,-1.0,-1.0,-1.0,30337.0,-1.0,85039.0,-1.0,38462.0,70270.0,58212.0,44444.0,102381.0,44000.0,40121.0,-1.0,79167.0,92632.0,44000.0,115741.0,-1.0,40000.0,-1.0,34218.0,-1.0,81081.0,-1.0,-1.0,-1.0,88105.0,-1.0,-1.0,-1.0,52308.0,-1.0,-1.0,-1.0,53333.0,-1.0,-1.0,-1.0,105963.0,169173.0,61538.0,-1.0,-1.0,177778.0,-1.0,-1.0,-1.0,54930.0,48917.0,81514.0,53333.0,-1.0,26415.0,-1.0,-1.0,-1.0,70244.0,46917.0,71575.0,60833.0,110638.0,-1.0,-1.0,-1.0,-1.0,62500.0,-1.0,48000.0,-1.0,55900.0,-1.0,9375.0,120465.0,95694.0,67703.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38235.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,104211.0,92500.0,57657.0,-1.0,-1.0,125000.0,-1.0,30000.0,40000.0,51667.0,-1.0
1976,103415.0,9756.0,44000.0,60299.0,44949.0,-1.0,-1.0,54063.0,-1.0,-1.0,51114.0,57143.0,-1.0,83333.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,44706.0,126492.0,88235.0,-1.0,80000.0,-1.0,-1.0,62500.0,-1.0,57802.0,-1.0,-1.0,55000.0,-1.0,-1.0,-1.0,61111.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81548.0,-1.0,-1.0,-1.0,-1.0,-1.0,18000.0,-1.0,58498.0,68744.0,-1.0,-1.0,-1.0,-1.0,64394.0,-1.0,63667.0,-1.0,46667.0,61538.0,-1.0,156250.0,12500.0,30455.0,-1.0,-1.0,44035.0,71556.0,-1.0,-1.0,-1.0,-1.0,30185.0,-1.0,84848.0,-1.0,46154.0,50000.0,60093.0,44286.0,83125.0,44000.0,39363.0,-1.0,83333.0,92632.0,45000.0,114286.0,-1.0,44000.0,-1.0,23499.0,-1.0,80986.0,-1.0,-1.0,-1.0,87700.0,-1.0,-1.0,-1.0,52308.0,-1.0,-1.0,-1.0,53333.0,-1.0,-1.0,-1.0,106694.0,172297.0,61698.0,-1.0,-1.0,200000.0,-1.0,-1.0,-1.0,55556.0,54347.0,71000.0,53750.0,-1.0,28302.0,-1.0,-1.0,-1.0,69500.0,46773.0,71836.0,63415.0,112500.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,50000.0,-1.0,66100.0,-1.0,9259.0,124487.0,99057.0,70139.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38235.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,105759.0,95000.0,61271.0,-1.0,-1.0,120482.0,-1.0,30526.0,40000.0,51613.0,-1.0
1977,83713.0,10317.0,48000.0,37478.0,48848.0,-1.0,-1.0,54688.0,-1.0,-1.0,47478.0,57143.0,-1.0,94667.0,-1.0,-1.0,-1.0,-1.0,51111.0,-1.0,44444.0,100000.0,88235.0,-1.0,77586.0,-1.0,-1.0,62791.0,-1.0,52260.0,-1.0,-1.0,56667.0,-1.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81615.0,-1.0,-1.0,-1.0,-1.0,-1.0,20896.0,-1.0,55844.0,38241.0,-1.0,-1.0,-1.0,-1.0,64234.0,-1.0,65625.0,-1.0,46667.0,70455.0,-1.0,156250.0,12000.0,23000.0,-1.0,-1.0,112011.0,67089.0,-1.0,-1.0,-1.0,-1.0,30840.0,-1.0,85106.0,-1.0,49231.0,59459.0,60576.0,44138.0,131154.0,46000.0,40211.0,-1.0,83333.0,97959.0,40000.0,115789.0,-1.0,44000.0,-1.0,30845.0,-1.0,80986.0,-1.0,-1.0,-1.0,94050.0,-1.0,-1.0,-1.0,52308.0,-1.0,-1.0,-1.0,56667.0,225625.0,-1.0,-1.0,49831.0,158288.0,62264.0,-1.0,-1.0,187500.0,-1.0,-1.0,-1.0,56164.0,45448.0,71081.0,54878.0,-1.0,28302.0,-1.0,-1.0,-1.0,70952.0,47318.0,74365.0,61655.0,114286.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,50000.0,-1.0,76200.0,-1.0,9322.0,104891.0,102326.0,66757.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38235.0,62016.0,-1.0,-1.0,-1.0,-1.0,-1.0,107292.0,100000.0,43108.0,-1.0,-1.0,100000.0,-1.0,31579.0,39706.0,50769.0,-1.0
1978,83564.0,9659.0,48000.0,39759.0,54600.0,-1.0,-1.0,53939.0,-1.0,-1.0,44505.0,57857.0,-1.0,99600.0,-1.0,-1.0,-1.0,-1.0,52222.0,-1.0,44737.0,108903.0,88571.0,-1.0,80000.0,-1.0,-1.0,66667.0,-1.0,53828.0,-1.0,-1.0,56000.0,-1.0,-1.0,-1.0,65000.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,38889.0,81694.0,-1.0,-1.0,-1.0,-1.0,-1.0,23704.0,-1.0,53889.0,59550.0,-1.0,-1.0,-1.0,-1.0,64286.0,-1.0,68571.0,-1.0,46667.0,71429.0,-1.0,153846.0,12182.0,25000.0,-1.0,-1.0,131579.0,71132.0,-1.0,-1.0,-1.0,-1.0,25405.0,-1.0,84444.0,-1.0,46154.0,62200.0,77288.0,44000.0,129900.0,48000.0,40219.0,-1.0,87500.0,98000.0,40000.0,115517.0,-1.0,44000.0,-1.0,31250.0,-1.0,81034.0,-1.0,-1.0,-1.0,66400.0,-1.0,-1.0,-1.0,53030.0,-1.0,-1.0,-1.0,56667.0,242292.0,-1.0,-1.0,61533.0,157968.0,63208.0,-1.0,-1.0,187500.0,-1.0,-1.0,-1.0,64103.0,42065.0,69533.0,55294.0,-1.0,28302.0,-1.0,-1.0,-1.0,70698.0,44136.0,69743.0,65755.0,116000.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,51852.0,-1.0,73511.0,-1.0,9231.0,90828.0,106977.0,61566.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38889.0,61538.0,-1.0,-1.0,-1.0,-1.0,-1.0,108247.0,100000.0,53882.0,-1.0,-1.0,100000.0,-1.0,30000.0,40000.0,50769.0,-1.0
1979,82454.0,11122.0,46429.0,32676.0,60476.0,-1.0,-1.0,55882.0,-1.0,-1.0,42394.0,58214.0,-1.0,70400.0,-1.0,-1.0,-1.0,-1.0,53333.0,-1.0,44737.0,115032.0,88571.0,-1.0,76190.0,-1.0,-1.0,58333.0,-1.0,54990.0,-1.0,-1.0,56667.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81943.0,-1.0,-1.0,-1.0,-1.0,-1.0,24265.0,41951.0,45217.0,62996.0,-1.0,-1.0,-1.0,-1.0,64789.0,-1.0,71429.0,-1.0,48000.0,71429.0,-1.0,156061.0,12364.0,28750.0,-1.0,-1.0,83672.0,59413.0,-1.0,-1.0,-1.0,-1.0,25041.0,-1.0,85000.0,-1.0,46154.0,63333.0,65451.0,44371.0,116304.0,48000.0,40645.0,-1.0,83333.0,99048.0,48000.0,115254.0,-1.0,40000.0,-1.0,35496.0,-1.0,81356.0,-1.0,-1.0,-1.0,68250.0,-1.0,-1.0,-1.0,54545.0,-1.0,-1.0,-1.0,56667.0,235000.0,-1.0,-1.0,102754.0,175667.0,62727.0,-1.0,-1.0,212500.0,-1.0,-1.0,-1.0,66364.0,33082.0,70833.0,55556.0,-1.0,30189.0,-1.0,-1.0,-1.0,72558.0,49100.0,70276.0,47059.0,117647.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,51852.0,-1.0,58298.0,-1.0,9286.0,72525.0,100000.0,61446.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38889.0,59286.0,-1.0,-1.0,-1.0,-1.0,-1.0,109184.0,100000.0,54000.0,-1.0,-1.0,100000.0,-1.0,30000.0,40476.0,53846.0,-1.0
1980,77489.0,11220.0,46667.0,27987.0,69069.0,-1.0,-1.0,53611.0,-1.0,-1.0,42069.0,58929.0,-1.0,97538.0,-1.0,-1.0,-1.0,-1.0,51579.0,-1.0,43500.0,116715.0,88889.0,-1.0,80000.0,-1.0,-1.0,66460.0,-1.0,46147.0,-1.0,-1.0,56452.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,50000.0,82112.0,-1.0,-1.0,-1.0,-1.0,-1.0,24453.0,41834.0,48049.0,64075.0,-1.0,-1.0,-1.0,-1.0,64138.0,-1.0,74286.0,-1.0,48000.0,71429.0,-1.0,156716.0,11500.0,30000.0,-1.0,-1.0,138986.0,58524.0,-1.0,-1.0,-1.0,-1.0,21142.0,-1.0,78107.0,-1.0,47692.0,76400.0,72408.0,45033.0,101433.0,48000.0,39599.0,-1.0,84615.0,104545.0,52000.0,115000.0,-1.0,40741.0,-1.0,35389.0,-1.0,81356.0,-1.0,-1.0,-1.0,47500.0,-1.0,-1.0,-1.0,55224.0,-1.0,-1.0,-1.0,50000.0,56974.0,-1.0,-1.0,80642.0,150103.0,62281.0,-1.0,-1.0,200000.0,-1.0,-1.0,-1.0,62308.0,34018.0,99400.0,56522.0,-1.0,25714.0,-1.0,-1.0,-1.0,72222.0,45495.0,71739.0,50082.0,115385.0,-1.0,-1.0,-1.0,-1.0,61538.0,-1.0,51786.0,-1.0,62660.0,-1.0,9333.0,94580.0,119048.0,62048.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,38889.0,52000.0,-1.0,-1.0,-1.0,-1.0,-1.0,111111.0,100000.0,62958.0,-1.0,-1.0,100000.0,-1.0,28667.0,40476.0,53846.0,-1.0
1981,85739.0,13415.0,50000.0,34509.0,76819.0,-1.0,-1.0,55405.0,-1.0,-1.0,45682.0,59286.0,-1.0,94286.0,-1.0,-1.0,-1.0,-1.0,52632.0,-1.0,45000.0,119770.0,89189.0,-1.0,92308.0,-1.0,-1.0,61640.0,-1.0,53213.0,-1.0,-1.0,57419.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,56250.0,81790.0,-1.0,-1.0,-1.0,-1.0,-1.0,24638.0,48597.0,46882.0,69123.0,-1.0,250000.0,-1.0,-1.0,64189.0,-1.0,70000.0,-1.0,48000.0,71429.0,-1.0,158824.0,11667.0,30000.0,-1.0,-1.0,133180.0,63070.0,-1.0,-1.0,-1.0,-1.0,21260.0,-1.0,84916.0,-1.0,46154.0,77350.0,72697.0,45098.0,127692.0,50000.0,39658.0,-1.0,88462.0,96000.0,56000.0,114754.0,-1.0,40000.0,-1.0,31474.0,-1.0,80992.0,-1.0,250000.0,-1.0,47050.0,-1.0,-1.0,-1.0,56716.0,-1.0,-1.0,-1.0,50000.0,50988.0,-1.0,-1.0,79975.0,148238.0,63158.0,-1.0,-1.0,204082.0,-1.0,-1.0,-1.0,63571.0,27912.0,89100.0,57895.0,-1.0,28571.0,-1.0,-1.0,-1.0,71042.0,43889.0,71971.0,61538.0,116981.0,-1.0,-1.0,-1.0,-1.0,64286.0,-1.0,53571.0,-1.0,64894.0,-1.0,9375.0,86615.0,130435.0,61905.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39474.0,53571.0,-1.0,-1.0,-1.0,-1.0,-1.0,115000.0,100000.0,61600.0,-1.0,-1.0,100000.0,-1.0,29231.0,40000.0,53846.0,-1.0
1982,87071.0,11220.0,50000.0,34638.0,72152.0,-1.0,-1.0,56579.0,-1.0,-1.0,40511.0,57931.0,-1.0,93000.0,-1.0,-1.0,-1.0,-1.0,53684.0,-1.0,48780.0,129115.0,89474.0,-1.0,80000.0,-1.0,-1.0,68540.0,-1.0,54910.0,-1.0,-1.0,58065.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81869.0,-1.0,-1.0,-1.0,-1.0,-1.0,24820.0,49858.0,49089.0,68260.0,-1.0,250000.0,-1.0,-1.0,64516.0,-1.0,75000.0,-1.0,46667.0,71429.0,-1.0,159420.0,11833.0,27778.0,-1.0,-1.0,133333.0,56751.0,-1.0,-1.0,-1.0,-1.0,20733.0,-1.0,90000.0,-1.0,46154.0,59750.0,67079.0,44444.0,122000.0,50000.0,39381.0,-1.0,90909.0,105932.0,42857.0,114286.0,-1.0,43333.0,-1.0,79798.0,-1.0,80992.0,-1.0,250000.0,-1.0,56550.0,-1.0,-1.0,-1.0,57353.0,-1.0,-1.0,-1.0,50000.0,60190.0,-1.0,-1.0,34593.0,158456.0,63158.0,-1.0,-1.0,221939.0,-1.0,-1.0,-1.0,65967.0,30376.0,71750.0,58763.0,-1.0,31429.0,-1.0,-1.0,-1.0,74167.0,46891.0,64453.0,58333.0,118519.0,-1.0,-1.0,-1.0,-1.0,64286.0,-1.0,53571.0,-1.0,60396.0,-1.0,9302.0,104379.0,139882.0,62500.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39474.0,54839.0,-1.0,-1.0,-1.0,-1.0,-1.0,118812.0,100000.0,48083.0,-1.0,-1.0,100000.0,-1.0,29231.0,40000.0,53846.0,-1.0
1983,92989.0,12000.0,50000.0,34393.0,79494.0,-1.0,-1.0,57692.0,-1.0,-1.0,44280.0,58621.0,-1.0,95032.0,-1.0,-1.0,-1.0,-1.0,54737.0,-1.0,48780.0,160256.0,89744.0,-1.0,80000.0,-1.0,-1.0,69120.0,-1.0,52734.0,-1.0,-1.0,58710.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,82008.0,-1.0,-1.0,-1.0,-1.0,-1.0,25000.0,49418.0,54458.0,72546.0,-1.0,280000.0,-1.0,-1.0,64865.0,-1.0,66000.0,-1.0,46667.0,71429.0,-1.0,160000.0,11154.0,30000.0,-1.0,-1.0,34622.0,87853.0,-1.0,-1.0,-1.0,-1.0,18443.0,-1.0,84615.0,-1.0,47692.0,60000.0,66187.0,44516.0,126154.0,50000.0,38825.0,-1.0,88816.0,99057.0,45714.0,115385.0,-1.0,43333.0,-1.0,91778.0,-1.0,81037.0,-1.0,280000.0,-1.0,47300.0,-1.0,-1.0,-1.0,58824.0,-1.0,-1.0,-1.0,59016.0,40838.0,-1.0,-1.0,32879.0,126394.0,63158.0,-1.0,-1.0,220000.0,-1.0,-1.0,-1.0,62500.0,33965.0,72250.0,59000.0,-1.0,30588.0,-1.0,-1.0,-1.0,76250.0,36162.0,68064.0,55128.0,118182.0,-1.0,-1.0,-1.0,-1.0,64286.0,-1.0,53571.0,-1.0,62745.0,-1.0,9239.0,120847.0,122477.0,63095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39474.0,57576.0,-1.0,-1.0,-1.0,-1.0,-1.0,117647.0,100000.0,48636.0,-1.0,-1.0,100000.0,-1.0,27500.0,42000.0,53846.0,-1.0
1984,96897.0,11163.0,50000.0,38774.0,70714.0,-1.0,-1.0,57317.0,-1.0,-1.0,40361.0,57333.0,-1.0,55000.0,-1.0,-1.0,-1.0,-1.0,55789.0,-1.0,48780.0,184056.0,90000.0,-1.0,75472.0,-1.0,-1.0,66000.0,-1.0,49838.0,-1.0,-1.0,58413.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,-1.0,-1.0,50000.0,-1.0,55556.0,81307.0,-1.0,-1.0,-1.0,-1.0,-1.0,25177.0,51294.0,58520.0,78135.0,-1.0,280000.0,-1.0,-1.0,64865.0,-1.0,63636.0,-1.0,46667.0,71429.0,-1.0,159155.0,11308.0,30000.0,-1.0,-1.0,35702.0,82657.0,-1.0,-1.0,-1.0,-1.0,21091.0,-1.0,84416.0,-1.0,46154.0,62500.0,70791.0,45161.0,124500.0,50000.0,38292.0,-1.0,79882.0,95000.0,51429.0,115152.0,-1.0,40741.0,-1.0,63822.0,-1.0,81037.0,-1.0,280000.0,-1.0,71850.0,-1.0,-1.0,-1.0,59420.0,-1.0,-1.0,-1.0,59016.0,37632.0,-1.0,-1.0,30345.0,131293.0,63636.0,-1.0,-1.0,204082.0,-1.0,-1.0,-1.0,62500.0,31629.0,75000.0,59406.0,-1.0,29897.0,-1.0,-1.0,-1.0,77083.0,38000.0,66879.0,50000.0,117857.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,53571.0,-1.0,65686.0,-1.0,9278.0,132134.0,141065.0,63095.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39474.0,56897.0,-1.0,-1.0,-1.0,-1.0,-1.0,116505.0,100000.0,37700.0,-1.0,-1.0,100000.0,-1.0,28333.0,42000.0,53846.0,-1.0
