,Cuba,USSR,Indonesia,South Africa,Angola,Madagascar,Pakistan,Malaysia,Thailand,Ethiopia,Bangladesh,Democratic Republic of the Congo,Nigeria,Ethiopia PDR,Mali,Russian Federation,Brazil,China,Mozambique,"China, mainland",El Salvador,Chile,Spain,Central African Republic,Myanmar,Guatemala,India
1984,19800.0,45000.0,6427.0,1200.0,1000.0,580.0,6349.0,,161570.0,,8457.0,2500.0,550.0,70.0,2000.0,,53749.0,405000.0,4000.0,405000.0,378.0,10000.0,,70.0,20.0,267.0,281700.0
1985,19193.0,45000.0,20196.0,1200.0,1000.0,600.0,5830.0,,247251.0,,9732.0,2000.0,600.0,380.0,2000.0,,42261.0,1100000.0,4000.0,1100000.0,559.0,10000.0,,72.0,40.0,270.0,373800.0
1986,13226.0,45000.0,22322.0,1200.0,1000.0,600.0,5138.0,,226311.0,,9676.0,2500.0,700.0,200.0,2000.0,,35840.0,375000.0,4000.0,375000.0,684.0,10000.0,,72.0,30.0,280.0,280000.0
1987,11900.0,45000.0,22641.0,1200.0,1000.0,600.0,4547.0,,158128.0,,7706.0,3000.0,840.0,780.0,2000.0,,46141.0,269000.0,4000.0,269000.0,748.0,10000.0,,72.0,20.0,280.0,221500.0
1988,3900.0,45000.0,13443.0,1200.0,1000.0,600.0,3918.0,,156888.0,,5695.0,3810.0,850.0,860.0,2000.0,,52949.0,240000.0,4000.0,240000.0,750.0,10000.0,,72.0,30.0,290.0,249200.0
1989,16165.0,45000.0,9672.0,1200.0,1000.0,600.0,4764.0,,149157.0,,7083.0,3850.0,860.0,860.0,2000.0,,31733.0,300000.0,4000.0,300000.0,1000.0,10000.0,,73.0,20.0,310.0,258500.0
1990,10000.0,42521.0,9102.0,1108.0,1060.0,610.0,3739.0,0.0,157058.0,,14379.0,4081.0,870.0,908.0,2323.0,,18510.0,326000.0,3556.0,326000.0,1500.0,10301.0,-1.0,75.0,20.0,322.0,277300.0
1991,10000.0,0.0,10251.0,1088.0,879.0,595.0,3386.0,4312.0,126785.0,,5000.0,4330.0,880.0,870.0,1896.0,,11635.0,231000.0,3623.0,231000.0,2000.0,13464.0,-1.0,80.0,20.0,330.0,286900.0
1992,10000.0,,14047.0,1084.0,833.0,609.0,3269.0,4408.0,126000.0,,1000.0,4595.0,890.0,310.0,2200.0,45000.0,19451.0,279000.0,3000.0,279000.0,3000.0,13294.0,-1.0,80.0,30.0,340.0,231400.0
1993,9970.0,,7445.0,1079.0,830.0,620.0,2596.0,4505.0,127000.0,795.0,1000.0,4877.0,900.0,,1590.0,45000.0,17089.0,303000.0,4000.0,303000.0,4000.0,13125.0,-1.0,80.0,50.0,350.0,230100.0
1994,9975.0,,9070.0,1075.0,800.0,600.0,2593.0,4602.0,115759.0,800.0,7000.0,5176.0,963.0,,1200.0,45440.0,16208.0,160000.0,3500.0,160000.0,5000.0,12956.0,-1.0,81.0,30.0,340.0,235600.0
1995,9980.0,,4253.0,1070.0,700.0,608.0,2467.0,4698.0,105000.0,781.0,1000.0,5487.0,986.0,,1300.0,46168.0,10051.0,167000.0,4000.0,167000.0,5454.0,12786.0,-1.0,81.0,30.0,350.0,235300.0
1996,9984.0,,3440.0,1066.0,800.0,620.0,2212.0,4795.0,99580.0,748.0,2481.0,5526.0,1008.0,,1400.0,47201.0,4005.0,158000.0,4500.0,158000.0,7427.0,12617.0,-1.0,82.0,20.0,360.0,282600.0
1997,9989.0,,3808.0,1063.0,900.0,609.0,2022.0,4891.0,94539.0,741.0,1000.0,5581.0,1029.0,,1300.0,47000.0,3585.0,186000.0,4700.0,186000.0,6782.0,12448.0,-1.0,83.0,100.0,370.0,190800.0
1998,9993.0,,7233.0,1100.0,1000.0,604.0,1862.0,4988.0,47213.0,732.0,3000.0,5000.0,1051.0,,1328.0,45000.0,7578.0,112043.0,4800.0,112043.0,6700.0,12278.0,-1.0,84.0,200.0,380.0,175392.0
1999,9998.0,,7500.0,1000.0,700.0,599.0,1884.0,5085.0,29721.0,724.0,2818.0,5693.0,1072.0,,1313.0,45000.0,6529.0,70500.0,4900.0,70500.0,2700.0,12109.0,-1.0,85.0,400.0,380.0,200250.0
2000,10003.0,,8639.0,1100.0,1000.0,600.0,2141.0,5181.0,36462.0,750.0,3040.0,5749.0,1092.0,,1286.0,45000.0,5947.0,53869.0,3300.0,53869.0,2800.0,11940.0,-1.0,86.0,800.0,390.0,203364.0
2001,10007.0,,8479.0,1042.0,858.0,584.0,2193.0,5278.0,60614.0,701.0,2985.0,5807.0,1113.0,,1300.0,46000.0,5869.0,45988.0,3500.0,45988.0,3000.0,11906.0,-1.0,87.0,1600.0,400.0,223074.0
2002,10012.0,,7480.0,1016.0,852.0,575.0,1700.0,5374.0,14095.0,687.0,3149.0,5866.0,1133.0,,1293.0,47000.0,8608.0,68996.0,3500.0,68996.0,2946.0,11202.0,-1.0,88.0,3600.0,400.0,196992.0
2003,10016.0,,3973.0,1006.0,849.0,565.0,1600.0,5471.0,10608.0,669.0,3260.0,5900.0,1154.0,,1287.0,48000.0,8979.0,44000.0,3570.0,44000.0,2817.0,11000.0,-1.0,89.0,9300.0,400.0,180306.0
2004,10000.0,,4013.0,985.0,844.0,554.0,1100.0,5567.0,14311.0,648.0,3362.0,5907.0,1176.0,,1281.0,50000.0,10319.0,38280.0,3600.0,38280.0,2659.0,11500.0,-1.0,89.0,11400.0,363.0,165834.0
2005,10000.0,,4053.0,975.0,841.0,543.0,1100.0,5664.0,15097.0,627.0,5000.0,5816.0,1197.0,,1220.0,51000.0,20164.0,36500.0,3300.0,36500.0,2600.0,12000.0,-1.0,90.0,5400.0,365.0,157140.0
2006,10000.0,,4300.0,950.0,818.0,532.0,1069.0,5761.0,6240.0,606.0,3381.0,6000.0,1218.0,,1213.0,51295.0,19899.0,38200.0,3500.0,38200.0,2429.0,11569.0,-1.0,90.0,14500.0,310.0,156618.0
2007,10000.0,,4700.0,925.0,770.0,520.0,1000.0,5857.0,3374.0,584.0,3195.0,6299.0,1238.0,,1207.0,51496.0,19296.0,43500.0,3300.0,43500.0,1867.0,11290.0,-1.0,91.0,21300.0,372.0,172080.0
2008,10296.0,,4100.0,900.0,759.0,515.0,913.0,5954.0,2058.0,655.0,2978.0,6530.0,1258.0,,1201.0,51031.0,12625.0,37100.0,3400.0,37100.0,1406.0,10955.0,-1.0,90.0,15200.0,351.0,178200.0
2009,10492.0,,3900.0,896.0,818.0,392.0,835.0,6050.0,2903.0,646.0,2749.0,6826.0,1284.0,,1347.0,50999.0,14054.0,33000.0,3850.0,33000.0,1400.0,10592.0,-1.0,86.0,11600.0,259.0,131580.0
2010,10659.0,,3788.0,857.0,780.0,382.0,700.0,6147.0,2424.0,672.0,2523.0,7038.0,1296.0,,1500.0,50957.0,13216.0,29314.0,3700.0,29314.0,1395.0,10229.0,-1.0,90.0,11496.0,284.0,106400.0
2011,10815.0,,3794.0,839.0,822.0,311.0,611.0,5816.0,2456.0,643.0,2317.0,7087.0,1314.0,,1600.0,51000.0,15611.0,31680.0,3900.0,31680.0,1390.0,9893.0,-1.0,97.0,15911.0,283.0,115700.0
2012,11000.0,,3701.0,810.0,899.0,285.0,522.0,6672.0,3433.0,565.0,1900.0,7294.0,1390.0,,1529.0,51000.0,8467.0,28600.0,3800.0,28600.0,1384.0,9500.0,-1.0,108.0,16140.0,275.0,113000.0
2013,11800.0,,3548.0,900.0,870.0,285.0,433.0,7081.0,3444.0,565.0,1900.0,7343.0,1390.0,,1620.0,51000.0,9502.0,25700.0,3800.0,25700.0,1379.0,9650.0,-1.0,112.0,16899.0,275.0,108000.0
2014,11200.0,,3394.0,834.0,832.0,254.0,396.0,7573.0,3444.0,556.0,1975.0,7473.0,1408.0,,1449.0,50000.0,8130.0,21463.0,3717.0,21463.0,1374.0,9539.0,-1.0,114.0,17657.0,280.0,103412.0
