,Slovakia,Uzbekistan,Romania,Turkmenistan,USSR,Norway,Australia,Mexico,The former Yugoslav Republic of Macedonia,Belgium,Luxembourg,Czechia,Republic of Moldova,Italy,Morocco,Germany,Croatia,Tajikistan,Turkey,"China, mainland",Estonia,Serbia,Brazil,Finland,Serbia and Montenegro,Armenia,Australia & New Zealand,Democratic People's Republic of Korea,Slovenia,Chile,Hungary,Argentina,Belgium-Luxembourg,Spain,Kyrgyzstan,South Africa,Austria,Ecuador,Japan,Poland,Canada,Sweden,Belarus,Denmark,Switzerland,Egypt,Georgia,Greece,Czechoslovakia,France,Republic of Korea,Viet Nam,Bosnia and Herzegovina,Montenegro,Russian Federation,Portugal,Bolivia (Plurinational State of),Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Cyprus,Peru,United Kingdom,Lithuania,Bulgaria,Netherlands,China
1979,,,35000.0,,6474000.0,1686.0,26402.0,,,,,,,15367.0,5300.0,1242267.0,,,470000.0,1000000.0,,,10850.0,36900.0,,,26402.0,-1.0,,7370.0,68981.0,225000.0,13683.0,219600.0,,33000.0,105542.0,2000.0,72.0,2868214.0,332300.0,58528.0,,69764.0,8580.0,-1.0,,3500.0,164461.0,116000.0,2686.0,-1.0,,,,208848.0,790.0,59000.0,,,343980.0,,,10000.0,,300.0,,931.0,6690.0,,16290.0,12300.0,1000000.0
1980,,,35000.0,,8631000.0,1410.0,20650.0,,,,,,,14963.0,5350.0,1225073.0,,,438000.0,900000.0,,,12236.0,53300.0,,,20650.0,-1.0,,8250.0,73201.0,210000.0,11497.0,217000.0,,30000.0,109234.0,2000.0,67.0,3039035.0,313300.0,66502.0,,55962.0,8058.0,-1.0,,3800.0,177456.0,128900.0,1885.0,-1.0,,,,146866.0,790.0,55000.0,,,263040.0,,,10300.0,,200.0,,1494.0,6242.0,,19749.0,9743.0,900000.0
1981,,,29750.0,,7569000.0,800.0,35000.0,,,,,,,14142.0,4000.0,1140359.0,,,410000.0,898000.0,,,24312.0,40700.0,,,35000.0,-1.0,,8770.0,73922.0,162200.0,9334.0,220400.0,,36000.0,101109.0,2000.0,65.0,3002360.0,441600.0,50047.0,,49855.0,6610.0,-1.0,,4400.0,171182.0,117300.0,1936.0,-1.0,,,,142197.0,20.0,54000.0,,,277200.0,,,9200.0,,200.0,,1527.0,6000.0,,26809.0,7453.0,898000.0
1982,,,35200.0,,9829000.0,698.0,41966.0,2.0,,,,,,12990.0,3000.0,1060132.0,,,312500.0,800000.0,,,4741.0,16300.0,,,41966.0,-1.0,,5490.0,73572.0,173700.0,7998.0,211900.0,,33000.0,100118.0,1600.0,33.0,3272838.0,454700.0,53673.0,,54793.0,4830.0,-1.0,,5600.0,176451.0,109800.0,2553.0,-1.0,,,,138276.0,30.0,53000.0,,,273970.0,,,9700.0,,200.0,,1617.0,6000.0,,23320.0,5935.0,800000.0
1983,,,35040.0,,10334000.0,999.0,51781.0,,,,,,,11344.0,3600.0,1158136.0,,,275000.0,800000.0,,,4183.0,46700.0,,,51781.0,-1.0,,4890.0,72270.0,160400.0,7355.0,217300.0,,32000.0,93160.0,1400.0,5.0,3447623.0,425000.0,61564.0,,76512.0,4070.0,-1.0,,6900.0,202812.0,101000.0,2241.0,-1.0,,,,132511.0,40.0,51000.0,,,361000.0,,,11300.0,,300.0,,1453.0,7000.0,,25450.0,6639.0,800000.0
1984,,,30000.0,,9420000.0,1660.0,31472.0,,,,,,,9280.0,1500.0,1157616.0,,,249960.0,750000.0,,,3781.0,44100.0,,,31472.0,-1.0,,3390.0,75188.0,159200.0,8454.0,230528.0,,30000.0,93525.0,1000.0,60.0,3545277.0,363300.0,61748.0,,121915.0,5110.0,-1.0,,10100.0,191800.0,102000.0,1952.0,-1.0,,,,130093.0,204.0,47309.0,,,397000.0,,,10800.0,,300.0,,1528.0,6000.0,,25622.0,5745.0,750000.0
1985,,,30000.0,,9520000.0,890.0,48263.0,,,,,,,9051.0,1500.0,1116377.0,,,232207.0,700000.0,,,12611.0,30900.0,,,48263.0,-1.0,,5030.0,85407.0,90000.0,6041.0,211300.0,,26000.0,88131.0,800.0,52.0,3083133.0,353000.0,46000.0,,125918.0,3759.0,-1.0,,11549.0,179286.0,87300.0,1430.0,-1.0,,,,122673.0,736.0,44734.0,,,286500.0,,,10000.0,,300.0,,1600.0,8000.0,,32331.0,4564.0,700000.0
1986,,,44100.0,,8741000.0,1000.0,74619.0,30.0,,,,,,8330.0,1950.0,1093860.0,,,220790.0,699000.0,,,5070.0,26600.0,,,74619.0,-1.0,,4670.0,88797.0,64700.0,5242.0,221088.0,,28000.0,83406.0,400.0,42.0,2760012.0,315000.0,39000.0,,119939.0,4290.0,-1.0,,13000.0,155113.0,81000.0,1018.0,-1.0,,,,106118.0,670.0,42486.0,,,267500.0,,,10000.0,,400.0,,1600.0,7000.0,,29938.0,4007.0,699000.0
1987,,,42000.0,,9725000.0,960.0,42074.0,200.0,,,,,,7591.0,2000.0,1066938.0,,,240309.0,752000.0,,,3022.0,37700.0,,,42074.0,78000.0,,2380.0,93678.0,96235.0,5177.0,221941.0,,26000.0,85415.0,622.0,43.0,2646609.0,313300.0,40310.0,,135505.0,4170.0,-1.0,,18000.0,141726.0,82000.0,806.0,-1.0,,,,109511.0,650.0,41000.0,,,271500.0,,,10000.0,,400.0,,1700.0,6700.0,,28947.0,5878.0,752000.0
1988,,,40000.0,,10115000.0,720.0,34620.0,30.0,,,,,,7513.0,2000.0,984804.0,,,178672.0,852500.0,,,2147.0,25600.0,,,34620.0,85000.0,,2100.0,96662.0,54580.0,3670.0,221000.0,,36000.0,87889.0,430.0,16.0,2325000.0,257300.0,33700.0,,80280.0,3520.0,-1.0,,20000.0,142540.0,75700.0,511.0,-1.0,,,,103302.0,600.0,39573.0,1071.0,,240800.0,,,12000.0,,400.0,,1700.0,7000.0,,31574.0,6576.0,852500.0
1989,,,40000.0,,10745400.0,790.0,37440.0,50.0,,,,,,7951.0,2100.0,1006007.0,,,180000.0,800000.0,,,3854.0,68600.0,,,37440.0,91000.0,,2870.0,96686.0,80570.0,3000.0,223000.0,,90000.0,91019.0,760.0,22.0,2274987.0,454500.0,67860.0,,99961.0,3830.0,8000.0,,19100.0,174732.0,72900.0,239.0,-1.0,,,,108344.0,345.0,37109.0,,,196000.0,,,12000.0,,400.0,,1700.0,7000.0,,24956.0,6650.0,800000.0
1990,,,44445.0,,10576750.0,1223.0,32000.0,28.0,,,,,,8105.0,2128.0,1055447.0,,,157841.0,804500.0,,,4395.0,81100.0,,,32000.0,85000.0,,2287.0,91673.0,68000.0,4000.0,202200.0,,60000.0,93041.0,294.0,17.0,2314451.0,341100.0,70530.0,,108545.0,3446.0,8500.0,,19500.0,170940.0,64600.0,180.0,-1.0,,,,95069.0,315.0,37530.0,0.0,,151800.0,,,12000.0,,374.0,,1199.0,8200.0,,24499.0,8604.0,804500.0
1991,,,62799.0,,8576560.0,1599.0,42000.0,147.0,,,,,,7588.0,2200.0,710502.0,,,155191.0,967500.0,,,5242.0,10400.0,,,42000.0,83847.0,,2900.0,94000.0,50800.0,4000.0,186700.0,,65000.0,85070.0,290.0,10.0,2289498.0,180700.0,41800.0,,79622.0,4820.0,7500.0,,21400.0,127514.0,59000.0,35.0,-1.0,,,,86533.0,340.0,34797.0,0.0,,159850.0,,,3978.0,,200.0,,612.0,8600.0,,25029.0,7008.0,967500.0
1992,,4690.0,14588.0,2462.0,,1578.0,42000.0,130.0,10884.0,,,,687.0,8240.0,2300.0,614618.0,2252.0,2495.0,149788.0,996000.0,62108.0,,6691.0,10600.0,10000.0,1184.0,42000.0,83575.0,2692.0,2550.0,70670.0,48100.0,3000.0,179500.0,1000.0,34000.0,69114.0,430.0,0.0,2033905.0,144200.0,33330.0,1001000.0,88178.0,5030.0,7500.0,700.0,17500.0,89329.0,54600.0,30.0,-1.0,3500.0,,7574000.0,75043.0,230.0,,0.0,611900.0,158200.0,131400.0,498829.0,1091.0,411.0,207.0,-1.0,699.0,8128.0,163700.0,21043.0,6197.0,996000.0
1993,22864.0,5300.0,25824.0,0.0,,3275.0,30200.0,10.0,10717.0,,,67161.0,1105.0,8000.0,2365.0,661800.0,2453.0,1905.0,147476.0,800000.0,61900.0,,5631.0,22700.0,9479.0,218.0,30200.0,66000.0,2635.0,1210.0,67708.0,73850.0,2707.0,174928.0,2000.0,45000.0,73701.0,660.0,-1.0,2212766.0,161100.0,44990.0,1011000.0,79000.0,6870.0,8800.0,297.0,18800.0,,44764.0,20.0,-1.0,3535.0,,5947800.0,72516.0,225.0,,0.0,599700.0,154200.0,187600.0,499000.0,2364.0,554.0,212.0,,701.0,5843.0,231200.0,19270.0,7400.0,800000.0
1994,31151.0,7400.0,28744.0,-1.0,,3150.0,35000.0,50.0,10286.0,,,78548.0,1700.0,7079.0,2400.0,722500.0,2963.0,1212.0,146000.0,700000.0,21661.0,,4235.0,8600.0,9000.0,80.0,35000.0,66620.0,2101.0,470.0,88361.0,56255.0,2837.0,153885.0,1000.0,47000.0,77021.0,490.0,-1.0,2436266.0,186100.0,38960.0,827000.0,88639.0,5550.0,9500.0,202.0,18882.0,,44000.0,12.0,-1.0,3300.0,,3896000.0,66112.0,250.0,,0.0,297300.0,164710.0,62700.0,476200.0,2669.0,1000.0,214.0,,755.0,7000.0,203500.0,14499.0,5600.0,700000.0
1995,30897.0,6000.0,20597.0,-1.0,,4070.0,35000.0,60.0,8975.0,,,79344.0,2684.0,7108.0,2400.0,861370.0,1930.0,1471.0,146000.0,760000.0,31992.0,,2647.0,20800.0,10000.0,50.0,35000.0,62000.0,1925.0,881.0,76849.0,50930.0,3100.0,165200.0,600.0,46530.0,76826.0,90.0,-1.0,2451600.0,162000.0,39700.0,969000.0,96000.0,6862.0,11000.0,852.0,17533.0,,46400.0,13.0,-1.0,3000.0,,3247090.0,62252.0,262.0,,0.0,147700.0,155810.0,40400.0,607000.0,3075.0,1800.0,216.0,,796.0,8000.0,134700.0,14183.0,8200.0,760000.0
1996,28740.0,4800.0,16034.0,-1.0,,3680.0,35000.0,22.0,6746.0,,,63597.0,4759.0,8000.0,2452.0,809100.0,2043.0,1159.0,148000.0,600000.0,31004.0,,5263.0,35300.0,10000.0,13.0,35000.0,50000.0,1938.0,839.0,59244.0,42600.0,2300.0,167100.0,200.0,46300.0,51222.0,100.0,-1.0,2414978.0,161700.0,33600.0,867000.0,72000.0,6697.0,11500.0,354.0,17000.0,,48600.0,9.0,-1.0,1900.0,,4125800.0,60556.0,280.0,,0.0,81200.0,140430.0,56400.0,627100.0,2237.0,3300.0,217.0,,899.0,8200.0,152200.0,15477.0,6900.0,600000.0
1997,29645.0,2000.0,15857.0,-1.0,,3600.0,35000.0,0.0,7213.0,,,75647.0,3848.0,8000.0,2499.0,844642.0,1959.0,946.0,147000.0,739911.0,34262.0,,8224.0,22800.0,8000.0,200.0,35000.0,41700.0,1345.0,1784.0,67277.0,63150.0,2200.0,142807.0,100.0,40000.0,57821.0,105.0,-1.0,2297919.0,162000.0,29420.0,855000.0,84000.0,3973.0,12000.0,484.0,16000.0,,45200.0,18.0,-1.0,3060.0,,3896700.0,59000.0,290.0,,0.0,66230.0,127880.0,62500.0,696000.0,2276.0,1826.0,218.0,,100.0,9300.0,158700.0,18151.0,5000.0,739911.0
1998,34389.0,1000.0,13493.0,-1.0,,3600.0,35000.0,24.0,7295.0,,,71861.0,2346.0,11000.0,2556.0,926395.0,2146.0,515.0,133000.0,607000.0,38800.0,,9907.0,36100.0,9000.0,100.0,35000.0,46000.0,1227.0,1048.0,61878.0,60500.0,3300.0,124300.0,69.0,40000.0,59282.0,114.0,-1.0,2290852.0,207600.0,34620.0,790000.0,105000.0,3367.0,12500.0,258.0,17000.0,,45700.0,2.0,-1.0,3703.0,,3189000.0,50576.0,280.0,,0.0,40800.0,169160.0,57703.0,702000.0,2049.0,728.0,219.0,,102.0,9700.0,174300.0,18414.0,6300.0,607000.0
1999,29829.0,3000.0,11381.0,-1.0,,1500.0,35000.0,13.0,6453.0,,,55069.0,2641.0,4386.0,2622.0,748170.0,2446.0,378.0,140000.0,492500.0,24200.0,,6554.0,12300.0,6000.0,135.0,35000.0,50000.0,910.0,1360.0,39485.0,91600.0,1600.0,122200.0,19.0,4000.0,55901.0,107.0,-1.0,2242462.0,168700.0,24507.0,641100.0,51000.0,3430.0,12500.0,191.0,15700.0,,36194.0,10.0,-1.0,3895.0,,3262000.0,48603.0,295.0,,0.0,18700.0,155000.0,47200.0,623500.0,2200.0,171.0,220.0,,108.0,7600.0,134800.0,19000.0,2624.0,492500.0
2000,31499.0,2000.0,13804.0,-1.0,,2330.0,35000.0,0.0,5816.0,1100.0,672.0,43881.0,1959.0,3479.0,2671.0,842658.0,2931.0,204.0,147000.0,636000.0,28937.0,,6710.0,44600.0,5977.0,105.0,35000.0,50054.0,674.0,1158.0,43094.0,89495.0,,109609.0,44.0,1700.0,52473.0,109.0,-1.0,2130229.0,114500.0,34533.0,723000.0,50506.0,3640.0,13000.0,1619.0,15600.0,,31587.0,11.0,-1.0,4501.0,,3438600.0,44674.0,298.0,,0.0,27000.0,119788.0,54777.0,638100.0,1300.0,6.0,221.0,,105.0,7200.0,133100.0,21200.0,6000.0,636000.0
2001,38900.0,2500.0,12271.0,-1.0,,1700.0,35000.0,18.0,5400.0,800.0,747.0,40129.0,2219.0,3010.0,2765.0,836981.0,3186.0,593.0,140500.0,501000.0,20934.0,,6943.0,29000.0,5821.0,157.0,35000.0,57000.0,745.0,1167.0,50829.0,64029.0,,102058.0,49.0,2300.0,51219.0,126.0,-1.0,2002329.0,123000.0,34403.0,777000.0,65306.0,3283.0,15000.0,100.0,16200.0,,28395.0,8.0,-1.0,4110.0,,3532800.0,37570.0,300.0,,0.0,41800.0,101173.0,55800.0,879200.0,1900.0,2.0,222.0,,102.0,4800.0,111300.0,19500.0,3600.0,501000.0
2002,38047.0,1300.0,10500.0,-1.0,,2410.0,35000.0,20.0,3940.0,674.0,1073.0,35332.0,1694.0,3360.0,2839.0,728388.0,3470.0,450.0,150000.0,375000.0,17918.0,,4847.0,30500.0,5885.0,150.0,35000.0,50000.0,620.0,78.0,48597.0,56450.0,,102103.0,470.0,1500.0,47145.0,122.0,-1.0,1560000.0,76800.0,24395.0,709000.0,46439.0,3628.0,15000.0,100.0,14900.0,,28648.0,7.0,-1.0,4366.0,,3751400.0,33503.0,305.0,,0.0,77420.0,106433.0,42300.0,749500.0,1500.0,12.0,223.0,,80.0,5000.0,74600.0,13105.0,3567.0,375000.0
2003,25164.0,1000.0,10761.0,-1.0,,4458.0,35000.0,2.0,4436.0,630.0,730.0,41916.0,688.0,2709.0,2990.0,531231.0,3192.0,303.0,140000.0,313000.0,15233.0,,2738.0,30500.0,6105.0,145.0,35000.0,49877.0,630.0,47.0,46000.0,38601.0,,91300.0,15.0,1300.0,40003.0,120.0,-1.0,1479300.0,147300.0,24366.0,544965.0,32917.0,1990.0,15000.0,100.0,15300.0,,27825.0,3.0,-1.0,3674.0,,2231600.0,30348.0,417.0,,0.0,50000.0,129096.0,44200.0,395100.0,1593.0,51.0,222.0,,87.0,4300.0,59800.0,9801.0,3535.0,313000.0
2004,32481.0,900.0,21792.0,-1.0,,7200.0,35000.0,4.0,4476.0,724.0,1073.0,59209.0,1066.0,2856.0,3019.0,624945.0,2900.0,219.0,143000.0,280000.0,8107.0,,3402.0,26900.0,6000.0,417.0,35000.0,49772.0,1109.0,47.0,45353.0,62460.0,,90669.0,10.0,2000.0,45664.0,105.0,-1.0,1549637.0,156800.0,24402.0,591522.0,31600.0,1680.0,15000.0,51.0,14190.0,,33784.0,0.0,-1.0,3382.0,,1860000.0,28618.0,422.0,,0.0,28611.0,121407.0,45100.0,716200.0,1500.0,79.0,219.0,,75.0,6000.0,55500.0,8520.0,3400.0,280000.0
2005,24166.0,1000.0,20650.0,-1.0,,6940.0,35000.0,25.0,4715.0,527.0,924.0,46903.0,1421.0,2654.0,3022.0,549100.0,1848.0,187.0,130000.0,279000.0,7422.0,,4543.0,14200.0,7285.0,296.0,35000.0,49606.0,1320.0,575.0,41823.0,28675.0,,88746.0,0.0,2200.0,42847.0,110.0,-1.0,1415336.0,136100.0,21386.0,530551.0,27300.0,1677.0,26000.0,36.0,14200.0,,30997.0,0.0,-1.0,3265.0,,2313500.0,26079.0,428.0,,0.0,30300.0,112909.0,39300.0,608900.0,1514.0,32.0,216.0,,90.0,5900.0,50900.0,8782.0,2535.0,279000.0
2006,12511.0,1500.0,17242.0,-1.0,,6066.0,35000.0,25.0,3928.0,603.0,1098.0,22465.0,439.0,2847.0,2996.0,538900.0,2008.0,120.0,131245.0,275000.0,7282.0,6855.0,2932.0,21900.0,,166.0,35000.0,49466.0,766.0,667.0,38883.0,14750.0,,106073.0,0.0,3400.0,26924.0,115.0,-1.0,1318004.0,163900.0,23140.0,488081.0,27500.0,1543.0,37500.0,30.0,16039.0,,26553.0,0.0,-1.0,3990.0,175.0,1733300.0,23500.0,432.0,,0.0,40600.0,110885.0,42800.0,359600.0,1349.0,12.0,213.0,,160.0,7000.0,51100.0,7400.0,2400.0,275000.0
