,Burkina Faso,Fiji,Australia,Panama,Pakistan,French Guiana,Thailand,Belize,Ethiopia,Kenya,Guyana,South Africa,United Arab Emirates,Lao People's Democratic Republic,Somalia,Suriname,Brazil,Paraguay,Niger,Australia & New Zealand,El Salvador,Saint Lucia,Chad,Colombia,New Caledonia,Central African Republic,Bahamas,Jamaica,Ecuador,Cabo Verde,Indonesia,Seychelles,Argentina,Antigua and Barbuda,South Sudan,Egypt,Melanesia,Togo,Malaysia,Mexico,Yemen,Haiti,Timor-Leste,Democratic Republic of the Congo,Nigeria,Mali,Congo,Martinique,Dominican Republic,Iran (Islamic Republic of),Peru,Gambia,Ghana,"China, mainland",India,Guinea-Bissau,Rwanda,Cameroon,Guatemala,Cuba,Puerto Rico,United States of America,Bhutan,Micronesia (Federated States of),Dominica,Madagascar,Swaziland,United Republic of Tanzania,Philippines,Samoa,Nepal,Cook Islands,Costa Rica,Bangladesh,Italy,Senegal,Benin,Mozambique,Montserrat,Occupied Palestinian Territory,Cambodia,Sudan (former),Morocco,Sierra Leone,Honduras,Zimbabwe,Malawi,"China, Taiwan Province of",Israel,Réunion,Japan,Maldives,Trinidad and Tobago,Namibia,Grenada,Wallis and Futuna Islands,Oman,Viet Nam,Micronesia,Bolivia (Plurinational State of),Sudan,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Guinea,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Myanmar,China
1986,1000.0,14.0,2100.0,700.0,117476.0,51.0,115600.0,170.0,,7000.0,510.0,2200.0,590.0,215.0,100.0,-1.0,38620.0,4400.0,-1.0,2100.0,2500.0,3400.0,6500.0,1950.0,-1.0,1500.0,-1.0,670.0,1611.0,100.0,91000.0,7.0,210.0,180.0,,15960.0,14.0,,7800.0,104789.0,1100.0,45400.0,-1.0,11800.0,80000.0,1500.0,-1.0,85.0,25500.0,104.0,6146.0,25.0,500.0,55000.0,805000.0,370.0,-1.0,15.0,-1.0,1700.0,565.0,850.0,-1.0,,3300.0,15600.0,-1.0,18500.0,54393.0,150.0,-1.0,95.0,2500.0,46080.0,,7000.0,2300.0,4850.0,17.0,-1.0,1800.0,7500.0,3.0,910.0,1160.0,-1.0,5800.0,14642.0,500.0,400.0,-1.0,-1.0,65.0,-1.0,160.0,2.0,3100.0,10000.0,,540.0,,360.0,7388.0,18000.0,1600.0,11841.0,10000.0,247.0,-1.0,69642.0
1987,1000.0,14.0,2400.0,700.0,119775.0,52.0,117800.0,170.0,,7500.0,510.0,2300.0,620.0,215.0,100.0,-1.0,40883.0,4400.0,-1.0,2400.0,2500.0,3400.0,6500.0,2150.0,-1.0,1700.0,-1.0,670.0,1579.0,100.0,121127.0,7.0,210.0,210.0,,16800.0,14.0,,8600.0,97787.0,1134.0,45400.0,-1.0,11900.0,80000.0,1500.0,-1.0,85.0,25500.0,124.0,6153.0,50.0,500.0,65000.0,834000.0,440.0,-1.0,15.0,-1.0,2500.0,600.0,890.0,-1.0,,3300.0,15800.0,-1.0,18500.0,55464.0,150.0,-1.0,98.0,3000.0,46485.0,,8000.0,2300.0,4850.0,17.0,-1.0,1800.0,8000.0,3.0,910.0,930.0,-1.0,5800.0,14658.0,700.0,560.0,-1.0,-1.0,65.0,-1.0,150.0,2.0,3400.0,10000.0,,565.0,,360.0,7516.0,20000.0,2100.0,11389.0,12000.0,250.0,-1.0,79658.0
1988,1000.0,14.0,2600.0,700.0,125492.0,53.0,117900.0,170.0,,7500.0,510.0,2600.0,583.0,215.0,100.0,195.0,42704.0,4500.0,-1.0,2600.0,2500.0,3400.0,6500.0,2600.0,-1.0,1700.0,-1.0,670.0,2000.0,100.0,104861.0,7.0,210.0,230.0,,18900.0,14.0,,8600.0,103569.0,1253.0,45400.0,-1.0,12200.0,80000.0,1500.0,-1.0,85.0,25500.0,125.0,6164.0,50.0,500.0,75000.0,852000.0,500.0,-1.0,20.0,-1.0,4000.0,600.0,970.0,-1.0,,3300.0,16000.0,-1.0,18500.0,55725.0,150.0,-1.0,101.0,3500.0,48427.0,,9000.0,2300.0,4850.0,17.0,-1.0,1800.0,8000.0,3.0,1310.0,720.0,-1.0,5800.0,16978.0,700.0,570.0,-1.0,-1.0,65.0,-1.0,150.0,2.0,3781.0,10000.0,,605.0,,310.0,7706.0,20000.0,1900.0,12420.0,16000.0,253.0,-1.0,91978.0
1989,1000.0,14.0,3300.0,700.0,125796.0,55.0,118500.0,496.0,,9000.0,510.0,2400.0,578.0,215.0,100.0,195.0,45223.0,4500.0,-1.0,3300.0,2500.0,3400.0,6500.0,3000.0,-1.0,1700.0,-1.0,670.0,2000.0,100.0,112413.0,7.0,210.0,230.0,,18903.0,14.0,,8600.0,107506.0,1282.0,45400.0,-1.0,12300.0,81000.0,1500.0,-1.0,85.0,25500.0,130.0,5632.0,50.0,500.0,80000.0,860000.0,540.0,-1.0,20.0,-1.0,24000.0,580.0,1010.0,-1.0,,3300.0,17000.0,-1.0,18500.0,56457.0,131.0,-1.0,101.0,3900.0,48739.0,,10000.0,2300.0,4850.0,17.0,-1.0,1850.0,8500.0,3.0,1610.0,460.0,-1.0,6000.0,17004.0,1100.0,460.0,-1.0,-1.0,65.0,-1.0,150.0,2.0,3790.0,17499.0,,620.0,,310.0,8230.0,21716.0,1600.0,12880.0,18000.0,234.0,-1.0,97004.0
1990,1049.0,15.0,3700.0,709.0,82692.0,60.0,128000.0,496.0,,9500.0,1500.0,2800.0,587.0,228.0,103.0,200.0,45303.0,4542.0,-1.0,3700.0,2500.0,3046.0,6627.0,4095.0,-1.0,1733.0,-1.0,677.0,1400.0,100.0,124790.0,7.0,188.0,206.0,,19092.0,15.0,,8600.0,108450.0,1409.0,39000.0,-1.0,13200.0,85000.0,1574.0,-1.0,86.0,22846.0,142.0,6352.0,55.0,500.0,95000.0,846292.0,600.0,-1.0,22.0,-1.0,20970.0,580.0,1010.0,-1.0,,2957.0,17591.0,-1.0,19143.0,77137.0,130.0,16100.0,74.0,4100.0,48722.0,-1.0,9000.0,2414.0,5019.0,19.0,-1.0,1900.0,8500.0,3.0,1910.0,400.0,60.0,6209.0,17326.0,1217.0,450.0,-1.0,-1.0,66.0,-1.0,134.0,2.0,3800.0,16371.0,,650.0,,270.0,8413.0,25000.0,1500.0,12220.0,20000.0,206.0,-1.0,112326.0
1991,1154.0,15.0,4300.0,800.0,85376.0,56.0,170000.0,564.0,,11132.0,1500.0,2900.0,621.0,251.0,118.0,201.0,47025.0,4654.0,-1.0,4300.0,2500.0,3450.0,5746.0,6880.0,-1.0,1745.0,-1.0,784.0,360.0,100.0,159031.0,7.0,205.0,291.0,,18347.0,15.0,-1.0,8600.0,115050.0,1625.0,37601.0,-1.0,15000.0,88000.0,1228.0,-1.0,53.0,21697.0,696.0,6363.0,100.0,614.0,100000.0,1077621.0,643.0,-1.0,30.0,-1.0,20440.0,590.0,1010.0,-1.0,,2900.0,18001.0,-1.0,19877.0,82515.0,130.0,16700.0,100.0,4754.0,48804.0,-1.0,8143.0,2178.0,4363.0,20.0,-1.0,2000.0,8600.0,3.0,2210.0,400.0,84.0,6984.0,17141.0,1317.0,571.0,-1.0,-1.0,70.0,-1.0,160.0,2.0,3500.0,15101.0,,685.0,,265.0,8553.0,35000.0,1600.0,12690.0,22782.0,232.0,50.0,117141.0
1992,1173.0,50.0,4800.0,830.0,86015.0,68.0,167273.0,594.0,,11839.0,1600.0,2855.0,626.0,280.0,60.0,199.0,48022.0,4660.0,-1.0,4800.0,2550.0,3408.0,5819.0,7030.0,-1.0,1800.0,-1.0,740.0,390.0,97.0,139563.0,7.0,240.0,262.0,,22551.0,50.0,,6800.0,120670.0,1747.0,32000.0,-1.0,16300.0,93000.0,1264.0,-1.0,96.0,22312.0,473.0,6694.0,93.0,623.0,130000.0,1136668.0,700.0,-1.0,42.0,-1.0,23023.0,655.0,1010.0,-1.0,,2400.0,17615.0,-1.0,19430.0,86127.0,100.0,18900.0,90.0,6693.0,49060.0,-1.0,8485.0,2189.0,3429.0,20.0,-1.0,2064.0,9000.0,3.0,2510.0,420.0,108.0,6100.0,17541.0,1340.0,573.0,-1.0,-1.0,71.0,-1.0,165.0,2.0,3000.0,14686.0,,692.0,,240.0,8847.0,45000.0,1450.0,14348.0,25000.0,192.0,55.0,147541.0
1993,1191.0,10.0,5700.0,832.0,85391.0,68.0,167174.0,635.0,-1.0,12357.0,1650.0,2744.0,572.0,260.0,100.0,198.0,53107.0,4792.0,-1.0,5700.0,2550.0,3457.0,5894.0,7642.0,-1.0,1844.0,-1.0,826.0,2660.0,96.0,126184.0,7.0,231.0,259.0,,22637.0,10.0,,6282.0,120264.0,1821.0,30577.0,263.0,17400.0,98000.0,1712.0,-1.0,45.0,23379.0,577.0,6946.0,109.0,620.0,145000.0,1220000.0,726.0,-1.0,60.0,6230.0,22025.0,890.0,647.0,-1.0,,2473.0,17606.0,-1.0,19387.0,91213.0,80.0,18200.0,80.0,6696.0,49110.0,-1.0,10250.0,2199.0,4139.0,20.0,-1.0,2100.0,9000.0,3.0,2810.0,730.0,53.0,6080.0,18202.0,1825.0,400.0,-1.0,-1.0,72.0,-1.0,165.0,2.0,2500.0,17691.0,,728.0,,230.0,8095.0,40000.0,980.0,27442.0,28584.0,162.0,60.0,163202.0
1994,1211.0,32.0,6000.0,847.0,84823.0,68.0,195000.0,600.0,-1.0,10500.0,2000.0,2728.0,583.0,306.0,125.0,198.0,55444.0,4885.0,-1.0,6000.0,2600.0,3500.0,5969.0,8135.0,-1.0,1850.0,-1.0,781.0,3470.0,95.0,133454.0,7.0,243.0,256.0,,19671.0,32.0,-1.0,5677.0,127995.0,2101.0,30515.0,247.0,19000.0,102000.0,2000.0,-1.0,48.0,24627.0,696.0,9665.0,87.0,588.0,172000.0,1230000.0,731.0,-1.0,64.0,6300.0,23003.0,890.0,647.0,-1.0,,2000.0,17118.0,-1.0,19290.0,99112.0,90.0,17000.0,70.0,6814.0,49482.0,-1.0,11000.0,2209.0,3886.0,21.0,24.0,2100.0,9200.0,3.0,3110.0,730.0,80.0,5506.0,18751.0,1871.0,486.0,-1.0,-1.0,72.0,-1.0,170.0,2.0,2250.0,20067.0,,740.0,,225.0,8730.0,51000.0,863.0,27589.0,32000.0,162.0,70.0,190751.0
1995,1231.0,15.0,7693.0,861.0,88272.0,102.0,194480.0,564.0,-1.0,10865.0,2150.0,3146.0,580.0,250.0,132.0,196.0,56502.0,4400.0,-1.0,7693.0,2600.0,3556.0,6046.0,8100.0,-1.0,1913.0,-1.0,771.0,4350.0,95.0,196604.0,7.0,255.0,236.0,,21053.0,15.0,-1.0,5728.0,134902.0,2442.0,29874.0,500.0,12700.0,106000.0,2500.0,1795.0,38.0,23413.0,868.0,7854.0,50.0,548.0,267000.0,1280000.0,753.0,-1.0,70.0,6650.0,29916.0,1022.0,607.0,-1.0,-1.0,1700.0,17189.0,-1.0,19510.0,108144.0,100.0,16500.0,65.0,7796.0,49921.0,-1.0,10897.0,2219.0,4189.0,21.0,24.0,2100.0,9000.0,3.0,3410.0,730.0,60.0,5486.0,19061.0,1718.0,489.0,-1.0,-1.0,73.0,-1.0,170.0,2.0,2000.0,21096.0,-1.0,765.0,,225.0,8971.0,40000.0,1400.0,26112.0,35000.0,167.0,80.0,286061.0
1996,1253.0,8.0,6537.0,870.0,89509.0,102.0,197872.0,559.0,-1.0,11143.0,2000.0,2453.0,582.0,266.0,118.0,204.0,62146.0,4000.0,-1.0,6537.0,2650.0,3550.0,6124.0,8929.0,-1.0,1979.0,-1.0,761.0,4905.0,96.0,148820.0,7.0,240.0,253.0,,21760.0,8.0,-1.0,5800.0,138598.0,2712.0,28510.0,306.0,12433.0,110000.0,3500.0,2000.0,39.0,24318.0,871.0,10098.0,150.0,511.0,300500.0,1300000.0,783.0,-1.0,71.0,6650.0,32047.0,865.0,607.0,-1.0,,1800.0,17567.0,-1.0,19050.0,117435.0,120.0,13000.0,80.0,7945.0,50109.0,-1.0,11180.0,2229.0,4589.0,21.0,24.0,3000.0,9200.0,3.0,3710.0,730.0,80.0,5296.0,18985.0,1705.0,476.0,-1.0,-1.0,74.0,-1.0,180.0,2.0,1600.0,26200.0,,780.0,,245.0,9171.0,40237.0,658.0,25763.0,40000.0,202.0,85.0,319485.0
1997,1274.0,10.0,6900.0,889.0,90424.0,102.0,221927.0,612.0,-1.0,13208.0,1600.0,3000.0,576.0,278.0,118.0,200.0,64726.0,3800.0,-1.0,6900.0,2650.0,3500.0,6202.0,9681.0,-1.0,2000.0,-1.0,749.0,300.0,94.0,148336.0,7.0,237.0,253.0,,23232.0,10.0,-1.0,5800.0,149455.0,3201.0,29610.0,175.0,12523.0,115000.0,4000.0,2200.0,39.0,24534.0,1100.0,11340.0,133.0,411.0,294000.0,1200000.0,726.0,-1.0,80.0,6720.0,28452.0,865.0,567.0,-1.0,,1935.0,18000.0,15.0,18776.0,124947.0,130.0,13319.0,100.0,7472.0,50281.0,,10500.0,2239.0,4759.0,21.0,24.0,3200.0,9100.0,3.0,4016.0,730.0,130.0,4675.0,19100.0,1950.0,280.0,-1.0,-1.0,74.0,-1.0,168.0,2.0,1500.0,31200.0,,780.0,,220.0,9329.0,40000.0,1380.0,25758.0,39517.0,232.0,100.0,313100.0
1998,1288.0,25.0,7200.0,901.0,92796.0,102.0,227293.0,500.0,1000.0,15288.0,1200.0,3100.0,582.0,264.0,110.0,183.0,66838.0,3900.0,-1.0,7200.0,2700.0,3600.0,6282.0,10306.0,-1.0,2050.0,-1.0,738.0,8960.0,94.0,133452.0,7.0,235.0,254.0,,25438.0,25.0,-1.0,4600.0,153896.0,3847.0,32000.0,229.0,12613.0,122000.0,3000.0,2500.0,40.0,25500.0,1224.0,10515.0,136.0,422.0,380000.0,1400000.0,726.0,-1.0,82.0,6720.0,37140.0,865.0,567.0,-1.0,,1973.0,18000.0,20.0,18719.0,129796.0,102.0,13400.0,149.0,7492.0,50393.0,,11000.0,2250.0,4900.0,20.0,10.0,3300.0,9200.0,3.0,4100.0,730.0,100.0,4525.0,18939.0,1496.0,300.0,-1.0,-1.0,74.0,-1.0,173.0,2.0,1450.0,37100.0,,780.0,,210.0,9125.0,45000.0,478.0,25946.0,43033.0,254.0,95.0,398939.0
1999,1316.0,15.0,6000.0,880.0,93522.0,102.0,244747.0,465.0,1700.0,15647.0,1900.0,3300.0,572.0,300.0,120.0,183.0,61213.0,4000.0,-1.0,6000.0,2601.0,120.0,6363.0,10871.0,-1.0,2085.0,-1.0,725.0,9064.0,94.0,137018.0,7.0,200.0,254.0,,36123.0,15.0,-1.0,4000.0,155252.0,4864.0,31658.0,170.0,12500.0,123075.0,1990.0,2567.0,40.0,23000.0,1238.0,10881.0,155.0,431.0,400000.0,1401600.0,723.0,-1.0,90.0,6790.0,31453.0,995.0,567.0,-1.0,,2029.0,18100.0,16.0,18807.0,132232.0,100.0,14200.0,127.0,8100.0,50586.0,,10879.0,2260.0,5120.0,20.0,12.0,3400.0,9250.0,3.0,4016.0,900.0,150.0,4381.0,18700.0,1483.0,300.0,-1.0,-1.0,74.0,-1.0,185.0,2.0,1500.0,43100.0,,800.0,,220.0,8890.0,42472.0,459.0,25800.0,48219.0,229.0,95.0,418700.0
2000,1354.0,25.0,7500.0,870.0,94121.0,86.0,269306.0,450.0,3300.0,15027.0,1900.0,3868.0,569.0,326.0,130.0,144.0,67590.0,3908.0,4000.0,7500.0,2500.0,135.0,6445.0,11908.0,10.0,2123.0,-1.0,712.0,10449.0,95.0,144185.0,7.0,234.0,240.0,,38854.0,35.0,-1.0,5122.0,154304.0,6025.0,32000.0,262.0,12233.0,125000.0,2380.0,2774.0,48.0,20000.0,1528.0,11518.0,135.0,423.0,460000.0,1486900.0,713.0,2000.0,92.0,6860.0,39341.0,995.0,690.0,-1.0,,2085.0,18400.0,15.0,20939.0,133815.0,106.0,14600.0,107.0,8200.0,50586.0,,10500.0,2270.0,3700.0,20.0,7.0,3500.0,9300.0,3.0,4200.0,1500.0,220.0,4482.0,18941.0,1730.0,442.0,-1.0,-1.0,70.0,5.0,177.0,2.0,1507.0,46700.0,,810.0,,220.0,8508.0,49922.0,321.0,25780.0,50331.0,215.0,100.0,478941.0
2001,1371.0,10.0,7394.0,870.0,96995.0,79.0,274915.0,313.0,3642.0,16542.0,2000.0,3895.0,530.0,350.0,127.0,163.0,67226.0,3800.0,8000.0,7394.0,3029.0,140.0,6528.0,12707.0,10.0,2123.0,-1.0,699.0,10007.0,97.0,144208.0,7.0,238.0,239.0,,43005.0,20.0,-1.0,5043.0,162304.0,7110.0,32000.0,279.0,12000.0,125536.0,2400.0,2790.0,48.0,18000.0,1640.0,11809.0,120.0,521.0,370000.0,1519000.0,750.0,2400.0,100.0,8357.0,37384.0,753.0,688.0,-1.0,,2132.0,18480.0,16.0,25000.0,137050.0,107.0,15200.0,99.0,8200.0,50607.0,,11943.0,2280.0,3900.0,19.0,22.0,3500.0,9400.0,4.0,4400.0,2000.0,189.0,4559.0,18564.0,1620.0,442.0,-1.0,-1.0,72.0,10.0,179.0,2.0,1510.0,47100.0,,815.0,,210.0,5093.0,60000.0,310.0,25730.0,58317.0,207.0,100.0,388564.0
2002,1300.0,5.0,8000.0,870.0,98967.0,100.0,209231.0,248.0,4000.0,16673.0,1850.0,7000.0,587.0,355.0,129.0,157.0,66676.0,3850.0,12000.0,8000.0,3249.0,140.0,6612.0,15924.0,10.0,2141.0,-1.0,685.0,10709.0,96.0,184659.0,7.0,250.0,245.0,,28803.0,15.0,,5083.0,161899.0,7395.0,33000.0,297.0,11667.0,125532.0,2553.0,3070.0,42.0,16000.0,1650.0,12409.0,121.0,556.0,375000.0,1575800.0,738.0,2700.0,102.0,11759.0,42008.0,995.0,526.0,-1.0,,2151.0,18613.0,16.0,28000.0,150505.0,110.0,15700.0,70.0,8200.0,50600.0,,11103.0,2279.0,4000.0,19.0,23.0,3494.0,9500.0,3.0,4500.0,2826.0,192.0,5366.0,19010.0,1650.0,440.0,-1.0,-1.0,75.0,15.0,190.0,2.0,1510.0,58700.0,,815.0,,231.0,5095.0,78000.0,301.0,27070.0,54643.0,182.0,105.0,394010.0
2003,1500.0,30.0,7525.0,850.0,102793.0,53.0,275144.0,264.0,4964.0,17268.0,1650.0,6000.0,524.0,368.0,135.0,141.0,68136.0,3900.0,14000.0,7525.0,2850.0,110.0,6710.0,16586.0,16.0,2136.0,-1.0,671.0,10500.0,99.0,158894.0,7.0,242.0,250.0,,30684.0,46.0,,5100.0,173837.0,7630.0,33500.0,345.0,11766.0,125419.0,2574.0,3059.0,40.0,14000.0,1700.0,11768.0,152.0,550.0,390000.0,1623400.0,800.0,3000.0,110.0,11759.0,46763.0,1574.0,600.0,-1.0,,2112.0,18890.0,16.0,31888.0,155852.0,113.0,16100.0,50.0,8200.0,50600.0,,11000.0,2288.0,4100.0,19.0,21.0,3500.0,18400.0,3.0,4300.0,3234.0,215.0,6100.0,18905.0,1680.0,450.0,300.0,-1.0,80.0,20.0,185.0,2.0,1500.0,41500.0,,486.0,,260.0,4729.0,80000.0,870.0,28630.0,53149.0,165.0,110.0,408905.0
2004,1500.0,105.0,6965.0,880.0,103110.0,37.0,283505.0,94.0,5814.0,16000.0,1200.0,7500.0,530.0,386.0,132.0,145.0,69617.0,3850.0,16000.0,6965.0,3600.0,117.0,6823.0,17393.0,18.0,2184.0,-1.0,657.0,12261.0,105.0,185773.0,7.0,233.0,260.0,,34191.0,123.0,,5335.0,166000.0,23550.0,34000.0,384.0,11865.0,125173.0,2600.0,3500.0,36.0,13000.0,1777.0,15897.0,150.0,600.0,400000.0,1906700.0,753.0,3400.0,111.0,11795.0,31797.0,1320.0,650.0,458.0,,2117.0,19168.0,16.0,33000.0,158943.0,115.0,17067.0,25.0,8200.0,51000.0,,9433.0,2328.0,3800.0,20.0,222.0,3600.0,28140.0,3.0,5300.0,3643.0,260.0,6188.0,18577.0,1200.0,480.0,312.0,80.0,85.0,30.0,188.0,2.0,1470.0,53500.0,,493.0,,190.0,4719.0,82000.0,43.0,26330.0,65477.0,142.0,120.0,418577.0
2005,1550.0,31.0,9114.0,861.0,151535.0,24.0,310118.0,355.0,5400.0,17738.0,1000.0,8000.0,618.0,402.0,138.0,131.0,68141.0,3860.0,18000.0,9114.0,4900.0,75.0,6715.0,17193.0,20.0,2252.0,-1.0,642.0,15273.0,108.0,176000.0,7.0,244.0,260.0,,41760.0,51.0,,5723.0,183061.0,23765.0,35000.0,462.0,11964.0,125500.0,3030.0,3800.0,55.0,10000.0,1857.0,16126.0,170.0,650.0,415000.0,1970400.0,754.0,3700.0,115.0,11795.0,30184.0,1211.0,632.0,2331.0,,2124.0,19353.0,18.0,35000.0,164101.0,125.0,17580.0,32.0,8200.0,124000.0,,9010.0,2400.0,3900.0,20.0,213.0,3700.0,27470.0,3.0,5300.0,4051.0,238.0,5895.0,17868.0,1170.0,440.0,311.0,190.0,90.0,40.0,192.0,2.0,1070.0,51600.0,,500.0,,270.0,5558.0,80000.0,100.0,27200.0,64550.0,159.0,125.0,432868.0
2006,1500.0,25.0,6000.0,869.0,156570.0,14.0,281988.0,101.0,6796.0,21264.0,1650.0,7388.0,510.0,419.0,130.0,109.0,74782.0,3833.0,20000.0,6000.0,5900.0,105.0,6761.0,17167.0,30.0,2238.0,-1.0,627.0,15300.0,111.0,195503.0,7.0,250.0,261.0,,46340.0,55.0,,5616.0,195359.0,24017.0,34000.0,506.0,12065.0,126000.0,3810.0,4000.0,60.0,8500.0,1940.0,22647.0,200.0,636.0,418000.0,2080700.0,754.0,4000.0,120.0,13195.0,34958.0,1220.0,602.0,600.0,,2115.0,19000.0,15.0,37000.0,171711.0,100.0,17525.0,32.0,8200.0,128000.0,,13335.0,2300.0,4100.0,21.0,235.0,3700.0,35280.0,3.0,5500.0,3100.0,307.0,5583.0,17633.0,1100.0,380.0,348.0,80.0,100.0,50.0,196.0,3.0,1071.0,52000.0,,506.0,,280.0,5826.0,82000.0,83.0,25320.0,75000.0,135.0,130.0,435633.0
2007,1600.0,30.0,9500.0,890.0,164558.0,15.0,297601.0,59.0,6731.0,23407.0,1350.0,6900.0,524.0,437.0,140.0,103.0,75911.0,3900.0,22000.0,9500.0,6700.0,70.0,6600.0,18313.0,32.0,2303.0,-1.0,611.0,15500.0,150.0,203997.0,8.0,270.0,263.0,,48520.0,62.0,,5640.0,193390.0,24130.0,39000.0,552.0,12300.0,126500.0,2874.0,4200.0,60.0,6000.0,2088.0,22936.0,205.0,650.0,425000.0,2154000.0,850.0,4300.0,125.0,12837.0,29819.0,1250.0,500.0,500.0,,2171.0,20000.0,17.0,21000.0,184174.0,105.0,14540.0,25.0,8200.0,154000.0,,14000.0,2350.0,3950.0,25.0,240.0,4000.0,28560.0,3.0,5500.0,2361.0,331.0,5347.0,17836.0,1200.0,180.0,369.0,7.0,110.0,60.0,200.0,3.0,1071.0,60800.0,,514.0,,290.0,5090.0,82734.0,63.0,25270.0,79000.0,133.0,140.0,442836.0
2008,1661.0,28.0,9208.0,900.0,166223.0,20.0,305114.0,55.0,6051.0,25350.0,950.0,6500.0,370.0,454.0,166.0,69.0,74003.0,3919.0,22500.0,9208.0,12200.0,86.0,7068.0,18080.0,30.0,2254.0,-1.0,596.0,20000.0,121.0,190793.0,8.0,265.0,270.0,,55473.0,58.0,,5453.0,172285.0,25095.0,43736.0,850.0,12268.0,128000.0,2695.0,4400.0,54.0,4500.0,2222.0,24366.0,210.0,3503.0,435000.0,2201000.0,727.0,5305.0,130.0,13206.0,24972.0,1277.0,420.0,500.0,,2242.0,21267.0,17.0,25000.0,186770.0,106.0,14781.0,31.0,5697.0,124000.0,,16000.0,2400.0,4000.0,26.0,240.0,4200.0,28640.0,3.0,5600.0,2400.0,375.0,6018.0,17663.0,1420.0,346.0,403.0,11.0,110.0,37.0,206.0,3.0,1071.0,67000.0,,520.0,,280.0,4490.0,82500.0,63.0,25750.0,80000.0,140.0,145.0,452663.0
2009,1551.0,18.0,8057.0,893.0,170166.0,18.0,308026.0,50.0,8630.0,36304.0,1005.0,3500.0,550.0,472.0,193.0,91.0,75178.0,4000.0,34000.0,8057.0,11437.0,50.0,7281.0,19608.0,15.0,2480.0,-1.0,580.0,22106.0,125.0,215387.0,8.0,265.0,270.0,,60890.0,33.0,,5089.0,170027.0,25818.0,56210.0,850.0,12371.0,129000.0,2489.0,4555.0,50.0,2600.0,2065.0,25510.0,223.0,6500.0,450000.0,2309000.0,786.0,5300.0,128.0,13206.0,37276.0,1264.0,230.0,315.0,,2305.0,23000.0,20.0,27698.0,196658.0,107.0,16278.0,30.0,5662.0,124000.0,,15396.0,2627.0,4500.0,27.0,237.0,4300.0,28770.0,3.0,5700.0,2500.0,416.0,6364.0,16637.0,1410.0,326.0,420.0,6.0,120.0,12.0,210.0,3.0,1071.0,68800.0,,1191.0,,300.0,4500.0,82641.0,60.0,26120.0,81994.0,140.0,155.0,466637.0
2010,1506.0,28.0,9687.0,940.0,173731.0,13.0,311048.0,59.0,7513.0,34629.0,825.0,4000.0,570.0,490.0,228.0,90.0,75179.0,4044.0,35000.0,9687.0,11910.0,41.0,7495.0,18680.0,34.0,2500.0,132.0,559.0,20599.0,82.0,131674.0,8.0,265.0,270.0,,63793.0,62.0,,4598.0,174970.0,25914.0,64311.0,816.0,12475.0,130000.0,2295.0,4500.0,50.0,1783.0,2200.0,26055.0,220.0,6850.0,476930.0,2312300.0,825.0,7988.0,130.0,13700.0,42450.0,1259.0,47.0,109.0,,2500.0,26000.0,22.0,30000.0,197816.0,109.0,16667.0,25.0,5637.0,129000.0,,15553.0,2755.0,4700.0,30.0,252.0,4423.0,29148.0,3.0,5850.0,2667.0,469.0,6669.0,16437.0,1437.0,298.0,437.0,9.0,114.0,15.0,215.0,3.0,1071.0,71200.0,,1185.0,,268.0,3941.0,82282.0,70.0,27180.0,84000.0,136.0,160.0,493367.0
2011,1467.0,23.0,9000.0,1000.0,172008.0,12.0,344851.0,60.0,8058.0,39367.0,594.0,3600.0,655.0,508.0,275.0,61.0,76381.0,4132.0,35441.0,9000.0,12447.0,44.0,7590.0,18575.0,18.0,2461.0,136.0,544.0,20692.0,162.0,208280.0,8.0,265.0,270.0,,71009.0,41.0,,14455.0,196930.0,25962.0,76082.0,769.0,15765.0,130000.0,2276.0,4446.0,50.0,4685.0,2117.0,25281.0,238.0,7000.0,512870.0,2297000.0,862.0,9483.0,137.0,13600.0,38056.0,1284.0,45.0,120.0,,2380.0,34095.0,24.0,32000.0,195401.0,110.0,20378.0,26.0,5771.0,111100.0,,18970.0,2878.0,4800.0,29.0,311.0,4536.0,29274.0,3.0,6110.0,2976.0,532.0,7000.0,16487.0,1460.0,316.0,454.0,9.0,111.0,18.0,221.0,3.0,1071.0,72044.0,,1201.0,,268.0,10973.0,79330.0,68.0,27680.0,86210.0,139.0,170.0,529357.0
