,Kenya,"China, Taiwan Province of",Niue,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Nepal,Ethiopia,Pacific Islands Trust Territory,Greece,Zimbabwe,Republic of Korea,Australia & New Zealand,Guatemala,French Polynesia,Algeria,American Samoa,Mauritius,Guinea,Israel,Zambia,Wallis and Futuna Islands,United Arab Emirates,Grenada,Azerbaijan,Uzbekistan,China,Colombia,United Republic of Tanzania,Micronesia (Federated States of),Occupied Palestinian Territory,Kazakhstan,South Africa,Portugal,Micronesia,"China, mainland",Nicaragua,Peru,Yemen,Cameroon,Malaysia,India,Malta,Pakistan,Japan,Afghanistan,Cyprus,Spain,New Zealand,Guyana,France,United States of America,Iran (Islamic Republic of),Nigeria,Egypt,Kyrgyzstan,French Guiana,Suriname,Georgia,Cuba,Cayman Islands,Morocco,Bhutan,Malawi,Gabon,Qatar,Ecuador,Honduras,Jordan,Mexico,Tunisia,Côte d'Ivoire,Albania,Trinidad and Tobago,Italy,Polynesia,Sierra Leone,Samoa,Australia,Thailand,Ghana,Angola,Swaziland,Guam,Turkey
1974,100.0,3742.0,-1.0,18932.0,-1.0,10513.0,-1.0,-1.0,-1.0,-1.0,770.0,-1.0,1000.0,2162.0,69000.0,145.0,-1.0,40.0,-1.0,150000.0,4100.0,-1,40.0,-1.0,1470.0,-1.0,-1.0,20742.0,-1.0,29000.0,-1,-1.0,-1.0,-1.0,-1.0,60.0,17000.0,-1.0,12333.0,-1.0,-1.0,3300.0,35000.0,676.0,-1,181500.0,9100.0,2100.0,-1.0,2086.0,-1.0,-1,-1.0,26000.0,1500000.0,-1.0,-1.0,-1.0,-1.0,-1,632.0,5.0,4300.0,-1.0,1300.0,600.0,-1.0,17878.0,500.0,250.0,-1.0,-1.0,49714.0,-1.0,2500.0,45140.0,1025.0,53000.0,800.0,76.0,-1.0,-1,85000.0,-1.0,60.0,10000.0
1975,100.0,3478.0,-1.0,19516.0,-1.0,7690.0,-1.0,-1.0,-1.0,-1.0,525.0,-1.0,1000.0,2091.0,73000.0,150.0,-1.0,35.0,-1.0,150000.0,4100.0,-1,40.0,-1.0,1328.0,-1.0,-1.0,20478.0,-1.0,27000.0,-1,-1.0,-1.0,-1.0,100.0,63.0,17000.0,-1.0,12419.0,-1.0,-1.0,3900.0,30000.0,787.0,-1,202800.0,9200.0,2000.0,-1.0,2016.0,-1.0,-1,-1.0,27500.0,1500000.0,-1.0,-1.0,200.0,-1.0,-1,773.0,5.0,4300.0,-1.0,1300.0,600.0,-1.0,21507.0,500.0,42.0,-1.0,-1.0,55035.0,-1.0,2600.0,49070.0,1025.0,54000.0,800.0,75.0,-1.0,-1,75000.0,-1.0,63.0,10800.0
1976,100.0,3772.0,-1.0,20597.0,-1.0,9616.0,-1.0,-1.0,-1.0,-1.0,1182.0,50.0,1000.0,2630.0,70000.0,170.0,-1.0,30.0,-1.0,150000.0,6500.0,-1,40.0,-1.0,1178.0,-1.0,-1.0,17772.0,-1.0,25000.0,-1,-1.0,-1.0,-1.0,100.0,30.0,14000.0,-1.0,13040.0,-1.0,-1.0,4800.0,28000.0,721.0,-1,200700.0,8600.0,2100.0,-1.0,2552.0,-1.0,-1,-1.0,29000.0,1500000.0,-1.0,-1.0,80.0,-1.0,-1,1828.0,6.0,4500.0,-1.0,1350.0,600.0,-1.0,37782.0,600.0,-1.0,-1.0,-1.0,52399.0,-1.0,2700.0,38610.0,1040.0,55000.0,800.0,78.0,-1.0,-1,80000.0,-1.0,30.0,13800.0
1977,100.0,3797.0,-1.0,25436.0,-1.0,11740.0,-1.0,-1.0,-1.0,-1.0,690.0,100.0,1000.0,2844.0,81000.0,191.0,-1.0,30.0,-1.0,150000.0,9100.0,-1,40.0,-1.0,1096.0,-1.0,-1.0,23797.0,-1.0,21067.0,-1,-1.0,-1.0,-1.0,300.0,75.0,20000.0,-1.0,11279.0,-1.0,-1.0,3600.0,25000.0,743.0,-1,228300.0,5100.0,2150.0,2758.0,2784.0,-1.0,-1,-1.0,31000.0,1500000.0,-1.0,-1.0,70.0,-1.0,-1,1107.0,6.0,4700.0,-1.0,1350.0,700.0,160.0,22417.0,650.0,-1.0,-1.0,-1.0,41780.0,-1.0,2800.0,49020.0,1061.0,56000.0,800.0,60.0,50.0,-1,85000.0,-1.0,75.0,14500.0
1978,100.0,9290.0,-1.0,28867.0,-1.0,13923.0,-1.0,-1.0,-1.0,-1.0,617.0,112.0,1000.0,4738.0,84000.0,110.0,-1.0,25.0,-1.0,150000.0,16800.0,-1,50.0,1057.0,1100.0,-1.0,-1.0,28290.0,-1.0,22000.0,-1,-1.0,-1.0,-1.0,100.0,80.0,19000.0,-1.0,11607.0,-1.0,-1.0,5100.0,22000.0,685.0,-1,252000.0,7500.0,2200.0,2009.0,4688.0,-1.0,-1,-1.0,32000.0,1500000.0,1535.0,-1.0,60.0,-1.0,-1,1319.0,6.0,4700.0,-1.0,1400.0,700.0,180.0,13893.0,700.0,-1.0,-1.0,-1.0,34591.0,-1.0,2900.0,51710.0,985.0,57000.0,800.0,50.0,50.0,-1,80000.0,-1.0,80.0,12000.0
1979,100.0,8935.0,-1.0,31091.0,-1.0,15995.0,-1.0,-1.0,-1.0,-1.0,459.0,91.0,1000.0,5585.0,87000.0,100.0,-1.0,22.0,-1.0,150000.0,11000.0,-1,50.0,1000.0,1050.0,-1.0,-1.0,36935.0,-1.0,23986.0,-1,-1.0,-1.0,-1.0,100.0,85.0,28000.0,-1.0,12891.0,20.0,-1.0,4500.0,28000.0,713.0,-1,297400.0,7100.0,1800.0,1569.0,5535.0,-1.0,-1,-1.0,30000.0,1800000.0,873.0,-1.0,40.0,464.0,-1,889.0,6.0,5100.0,-1.0,1400.0,700.0,380.0,13291.0,750.0,216.0,-1.0,-1.0,30800.0,-1.0,3000.0,53220.0,972.0,58000.0,800.0,50.0,50.0,-1,80000.0,-1.0,85.0,12000.0
1980,100.0,8037.0,-1.0,39711.0,-1.0,19721.0,-1.0,-1.0,-1.0,-1.0,882.0,96.0,1000.0,7841.0,20000.0,70.0,-1.0,22.0,-1.0,150000.0,11100.0,-1,50.0,2171.0,1000.0,-1.0,-1.0,44037.0,-1.0,25000.0,-1,-1.0,-1.0,4500.0,100.0,180.0,36000.0,-1.0,14736.0,20.0,-1.0,2500.0,30000.0,750.0,-1,301700.0,7300.0,1900.0,602.0,7741.0,-1.0,-1,-1.0,31000.0,1800000.0,827.0,-1.0,40.0,584.0,-1,1035.0,6.0,5100.0,-1.0,1450.0,800.0,450.0,7786.0,800.0,344.0,-1.0,-1.0,36100.0,-1.0,3100.0,49280.0,942.0,60000.0,800.0,100.0,50.0,-1,80000.0,-1.0,180.0,12000.0
1981,150.0,8044.0,-1.0,19420.0,-1.0,22244.0,-1.0,-1.0,-1.0,-1.0,561.0,200.0,1000.0,7262.0,11000.0,54.0,-1.0,23.0,-1.0,150000.0,3800.0,-1,50.0,2967.0,950.0,-1.0,-1.0,48044.0,-1.0,27000.0,-1,-1.0,-1.0,4500.0,100.0,107.0,40000.0,-1.0,13601.0,20.0,-1.0,3000.0,30000.0,1135.0,-1,291500.0,7300.0,1900.0,672.0,7233.0,-1.0,-1,-1.0,33000.0,1800000.0,1114.0,-1.0,40.0,606.0,-1,6620.0,6.0,5400.0,-1.0,1500.0,800.0,500.0,11489.0,1000.0,340.0,-1.0,-1.0,38546.0,-1.0,3200.0,46580.0,877.0,62000.0,750.0,29.0,50.0,-1,78000.0,-1.0,107.0,12000.0
1982,200.0,7944.0,-1.0,9440.0,-1.0,24631.0,-1.0,-1.0,-1.0,-1.0,553.0,150.0,1000.0,7503.0,9000.0,86.0,-1.0,24.0,-1.0,155000.0,2500.0,-1,50.0,4525.0,900.0,-1.0,-1.0,54944.0,-1.0,28000.0,-1,-1.0,-1.0,4500.0,100.0,35.0,47000.0,-1.0,12943.0,21.0,-1.0,1700.0,30000.0,1704.0,-1,363700.0,7000.0,2300.0,634.0,7203.0,-1.0,-1,-1.0,35000.0,1800000.0,1400.0,-1.0,20.0,455.0,-1,3541.0,6.0,5400.0,-1.0,1600.0,800.0,700.0,12763.0,1100.0,340.0,-1.0,10000.0,34610.0,-1.0,3200.0,41000.0,910.0,65000.0,750.0,300.0,50.0,-1,78000.0,-1.0,35.0,12000.0
1983,300.0,8410.0,-1.0,8674.0,-1.0,27100.0,-1.0,-1.0,-1.0,-1.0,600.0,150.0,1000.0,8150.0,8000.0,84.0,-1.0,25.0,-1.0,157000.0,3100.0,-1,50.0,3715.0,890.0,-1.0,-1.0,73410.0,-1.0,29000.0,-1,-1.0,-1.0,4500.0,100.0,26.0,65000.0,-1.0,12137.0,22.0,-1.0,2700.0,30000.0,1957.0,-1,379500.0,6800.0,2300.0,494.0,8000.0,-1.0,-1,-1.0,35000.0,2000000.0,2300.0,-1.0,20.0,540.0,-1,5528.0,8.0,5400.0,-1.0,1700.0,850.0,750.0,15548.0,1500.0,357.0,492.0,15000.0,32501.0,-1.0,3300.0,48500.0,859.0,67000.0,700.0,150.0,50.0,-1,79000.0,-1.0,26.0,14000.0
1984,300.0,14333.0,-1.0,9918.0,-1.0,30000.0,-1.0,-1.0,-1.0,-1.0,549.0,160.0,1000.0,8200.0,9000.0,83.0,-1.0,27.0,50.0,150000.0,5600.0,-1,50.0,6859.0,900.0,-1.0,-1.0,89333.0,-1.0,29500.0,-1,-1.0,-1.0,4500.0,100.0,26.0,75000.0,-1.0,12346.0,25.0,-1.0,3000.0,30000.0,1700.0,-1,335600.0,6600.0,2400.0,537.0,8000.0,-1.0,-1,-1.0,41000.0,2000000.0,2100.0,-1.0,20.0,940.0,-1,4619.0,5.0,5500.0,-1.0,1800.0,880.0,826.0,11673.0,1600.0,374.0,-1.0,20000.0,42619.0,-1.0,3300.0,30130.0,860.0,66000.0,700.0,200.0,50.0,-1,78000.0,-1.0,26.0,15400.0
1985,500.0,15249.0,-1.0,10905.0,-1.0,32534.0,470.0,-1.0,-1.0,-1.0,3160.0,170.0,1000.0,8610.0,9000.0,117.0,30.0,29.0,50.0,152000.0,7000.0,-1,50.0,7516.0,900.0,-1.0,-1.0,105249.0,-1.0,30000.0,-1,-1.0,-1.0,6500.0,100.0,74.0,90000.0,-1.0,12857.0,25.0,10.0,3000.0,50000.0,1800.0,-1,379100.0,6300.0,2000.0,320.0,8200.0,-1.0,-1,-1.0,48500.0,2000000.0,1800.0,-1.0,10.0,1012.0,-1,4306.0,6.0,5500.0,-1.0,1900.0,900.0,728.0,18509.0,1400.0,476.0,36000.0,25000.0,26648.0,-1.0,3300.0,38500.0,846.0,68000.0,650.0,410.0,50.0,-1,76000.0,-1.0,74.0,8500.0
1986,700.0,16379.0,-1.0,11141.0,-1.0,63900.0,438.0,-1.0,-1.0,-1.0,3530.0,170.0,1000.0,5648.0,14000.0,172.0,40.0,30.0,70.0,153000.0,16200.0,-1,50.0,8750.0,900.0,-1.0,-1.0,143379.0,-1.0,31000.0,-1,-1.0,-1.0,6500.0,100.0,89.0,127000.0,-1.0,13282.0,30.0,10.0,3000.0,80000.0,1900.0,-1,373700.0,6400.0,1900.0,227.0,5000.0,-1.0,-1,-1.0,57000.0,2000000.0,1450.0,-1.0,17.0,801.0,-1,4314.0,5.0,4800.0,-1.0,2000.0,900.0,728.0,21219.0,1300.0,935.0,87710.0,30000.0,30565.0,-1.0,3400.0,41800.0,902.0,70000.0,650.0,648.0,50.0,-1,77000.0,-1.0,89.0,6000.0
1987,800.0,20180.0,-1.0,27378.0,-1.0,75600.0,398.0,-1.0,-1.0,-1.0,3222.0,200.0,1000.0,5145.0,20000.0,156.0,80.0,32.0,70.0,155000.0,13100.0,-1,50.0,8725.0,910.0,-1.0,-1.0,181180.0,-1.0,32000.0,-1,-1.0,-1.0,6500.0,100.0,90.0,161000.0,-1.0,11920.0,36.0,10.0,3000.0,85000.0,1700.0,-1,423300.0,5500.0,1900.0,294.0,5000.0,-1.0,-1,-1.0,68000.0,2000000.0,1460.0,-1.0,45.0,1054.0,-1,5629.0,27.0,4400.0,-1.0,2100.0,920.0,800.0,27573.0,1300.0,1355.0,113416.0,35000.0,28643.0,-1.0,3500.0,41810.0,838.0,70000.0,600.0,145.0,40.0,-1,79000.0,-1.0,90.0,6000.0
1988,900.0,25811.0,-1.0,26859.0,-1.0,90100.0,350.0,-1.0,-1.0,-1.0,3660.0,400.0,1000.0,5100.0,20000.0,248.0,150.0,34.0,100.0,152000.0,6100.0,-1,50.0,4298.0,910.0,-1.0,-1.0,155811.0,-1.0,33000.0,-1,-1.0,-1.0,6500.0,100.0,94.0,130000.0,-1.0,11749.0,23.0,15.0,3000.0,100000.0,1500.0,-1,388900.0,5500.0,2000.0,463.0,5000.0,-1.0,-1,-1.0,73000.0,2000000.0,1470.0,-1.0,55.0,1113.0,-1,4805.0,63.0,4000.0,-1.0,2200.0,930.0,796.0,26055.0,1500.0,2232.0,143074.0,40000.0,20654.0,-1.0,3600.0,17110.0,882.0,73500.0,550.0,100.0,170.0,-1,80000.0,-1.0,94.0,5000.0
1989,1000.0,28118.0,-1.0,27068.0,-1.0,139600.0,300.0,-1.0,-1.0,-1.0,3591.0,300.0,1000.0,5058.0,13000.0,225.0,200.0,36.0,100.0,191000.0,9100.0,-1,50.0,4007.0,920.0,-1.0,-1.0,259118.0,-1.0,34000.0,-1,-1.0,-1.0,6500.0,-1.0,90.0,231000.0,-1.0,11601.0,32.0,15.0,3000.0,75000.0,1800.0,-1,360200.0,5600.0,2000.0,413.0,4700.0,-1.0,-1,-1.0,80000.0,2024000.0,2000.0,-1.0,40.0,1373.0,-1,4958.0,28.0,3000.0,-1.0,2300.0,930.0,1097.0,39173.0,1300.0,1601.0,49026.0,45000.0,31522.0,-1.0,3600.0,36410.0,831.0,77200.0,520.0,358.0,330.0,-1,78000.0,-1.0,90.0,4000.0
1990,1150.0,27817.0,0.0,28619.0,154728.0,149300.0,200.0,800.0,-1.0,0.0,4044.0,284.0,853.0,6339.0,13500.0,230.0,300.0,20.0,150.0,210000.0,10450.0,-1,52.0,5551.0,920.0,-1.0,-1.0,272817.0,-1.0,35000.0,-1,-1.0,-1.0,6395.0,-1.0,85.0,245000.0,700.0,11609.0,32.0,13.0,3100.0,85000.0,1700.0,-1,340100.0,5589.0,1700.0,175.0,5500.0,-1.0,-1,-1.0,58105.0,2083000.0,2300.0,-1.0,60.0,1299.0,-1,4000.0,33.0,6000.0,-1.0,2400.0,871.0,882.0,45224.0,1000.0,2257.0,84435.0,44255.0,18164.0,-1.0,3700.0,22440.0,839.0,70028.0,537.0,839.0,160.0,-1,76000.0,-1.0,85.0,4000.0
1991,1200.0,29329.0,0.0,30917.0,148996.0,175458.0,200.0,1004.0,-1.0,-1.0,3500.0,290.0,1941.0,6696.0,15500.0,300.0,310.0,25.0,100.0,210000.0,4500.0,-1,50.0,6501.0,930.0,-1.0,-1.0,350329.0,-1.0,36000.0,-1,-1.0,-1.0,7000.0,-1.0,80.0,321000.0,800.0,11737.0,69.0,26.0,3000.0,82796.0,1800.0,-1,288100.0,5397.0,1200.0,1209.0,6000.0,-1.0,-1,-1.0,60466.0,2500000.0,2400.0,-1.0,45.0,1343.0,-1,3860.0,20.0,6000.0,-1.0,2500.0,852.0,454.0,34290.0,800.0,2273.0,59639.0,53400.0,25910.0,-1.0,3663.0,32130.0,925.0,69841.0,550.0,696.0,130.0,-1,78000.0,-1.0,80.0,4500.0
1992,124379.0,33918.0,0.0,39134.0,158252.0,112922.0,180.0,1000.0,-1.0,-1.0,3000.0,150.0,971.0,6908.0,14000.0,392.0,320.0,20.0,150.0,230000.0,11500.0,-1,56.0,5020.0,930.0,800.0,1000.0,294918.0,-1.0,34000.0,-1,-1.0,-1.0,7675.0,-1.0,77.0,261000.0,900.0,11472.0,72.0,28.0,2500.0,80000.0,1900.0,-1,336000.0,5700.0,1900.0,1397.0,6208.0,-1.0,-1,-1.0,40000.0,2750000.0,2500.0,100.0,50.0,1632.0,-1,4500.0,72.0,6000.0,-1.0,2000.0,866.0,471.0,39636.0,600.0,1214.0,7002.0,40800.0,27205.0,-1.0,3657.0,35228.0,1043.0,74256.0,575.0,700.0,250.0,-1,80000.0,-1.0,77.0,4000.0
