,Cuba,United States of America,Bhutan,Nicaragua,Micronesia (Federated States of),Israel,Australia & New Zealand,Australia,New Zealand,Pakistan,French Guiana,United Republic of Tanzania,Philippines,Samoa,Nepal,Ethiopia,Kenya,Guyana,South Africa,Italy,United Arab Emirates,Qatar,Zambia,Mauritius,Saudi Arabia,Yemen,Suriname,Albania,Niue,China,Morocco,Uzbekistan,Honduras,Colombia,Spain,Grenada,Kyrgyzstan,Gabon,Malawi,India,Malta,"China, Taiwan Province of",Ecuador,Swaziland,Japan,Turkey,Jordan,Afghanistan,Angola,Trinidad and Tobago,Egypt,Malaysia,Georgia,Greece,Azerbaijan,France,Republic of Korea,Nigeria,Micronesia,Zimbabwe,Martinique,Syrian Arab Republic,Tunisia,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,Ghana,Mexico,Guinea,"China, mainland",French Polynesia,Sierra Leone,Algeria,Peru,Côte d'Ivoire,Polynesia,Portugal,Thailand,Guatemala,Cyprus
1973,-1.0,-1.0,-1.0,-1.0,,1000.0,273.0,-1.0,273.0,,,14000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3684.0,,,,-1.0,1355.0,,,-1.0,,6126.0,-1.0,,-1.0,-1.0,,-1.0,,120.0,250.0,3500.0,-1.0,626.0,4940.0,-1.0,8110.0,1403.0,,1060.0,14500.0,-1.0,,1400.0,,400.0,,,-1.0,450000.0,,-1.0,,1203.0,0.0,-1.0,3600.0,,,,34360.0,5500.0,9.0,-1.0,-1.0,1404.0,4150.0,169.0,,-1.0,10700.0,230.0
1974,-1.0,-1.0,-1.0,-1.0,,1000.0,292.0,-1.0,292.0,,,12000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3787.0,,,,-1.0,2341.0,,,-1.0,,6866.0,-1.0,,-1.0,-1.0,,-1.0,,140.0,260.0,3500.0,-1.0,666.0,4583.0,-1.0,8550.0,1550.0,24.0,1080.0,14500.0,-1.0,,1100.0,,400.0,,,-1.0,450000.0,,-1.0,,1283.0,0.0,-1.0,3700.0,,,,34710.0,6200.0,10.0,-1.0,-1.0,1402.0,4710.0,170.0,,-1.0,11500.0,230.0
1975,-1.0,-1.0,-1.0,-1.0,,1000.0,328.0,-1.0,328.0,,80.0,10000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3796.0,,,,-1.0,3558.0,,,-1.0,,6893.0,-1.0,,-1.0,-1.0,,-1.0,,140.0,260.0,3000.0,-1.0,693.0,5200.0,-1.0,9080.0,1500.0,18.0,1080.0,13500.0,-1.0,,1300.0,,400.0,,,-1.0,450000.0,,-1.0,,1388.0,0.0,-1.0,3900.0,,,,35060.0,6200.0,10.0,-1.0,-1.0,1438.0,4722.0,170.0,,-1.0,12200.0,240.0
1976,-1.0,-1.0,-1.0,-1.0,,1200.0,409.0,-1.0,409.0,,80.0,9000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3726.0,,,,-1.0,3450.0,,,-1.0,,6008.0,-1.0,,-1.0,-1.0,,-1.0,,140.0,270.0,3000.0,-1.0,708.0,5938.0,-1.0,10380.0,1500.0,,1080.0,14000.0,-1.0,,1600.0,,400.0,,,-1.0,450000.0,,20.0,,1420.0,0.0,-1.0,4000.0,,,,35400.0,5300.0,12.0,-1.0,-1.0,1462.0,4452.0,172.0,,-1.0,12000.0,250.0
1977,-1.0,-1.0,-1.0,-1.0,,1500.0,447.0,-1.0,447.0,,70.0,7000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3831.0,,36.0,,-1.0,4188.0,,,-1.0,,7320.0,-1.0,,-1.0,-1.0,261.0,-1.0,,160.0,270.0,3000.0,-1.0,720.0,4755.0,-1.0,11290.0,1500.0,,1080.0,14500.0,-1.0,,1200.0,,400.0,,,-1.0,450000.0,,40.0,,1464.0,0.0,-1.0,4200.0,,,,34450.0,6600.0,12.0,-1.0,-1.0,1320.0,4460.0,172.0,,25.0,13500.0,260.0
1978,-1.0,-1.0,-1.0,-1.0,,2500.0,489.0,-1.0,489.0,,60.0,7000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3816.0,126.0,37.0,,-1.0,3861.0,,,-1.0,,7304.0,-1.0,,-1.0,-1.0,163.0,-1.0,,160.0,280.0,3000.0,-1.0,704.0,2536.0,-1.0,12720.0,1333.0,,1070.0,14000.0,-1.0,250.0,1700.0,,400.0,,,-1.0,450000.0,,40.0,,1610.0,0.0,-1.0,4300.0,,,,35098.0,6600.0,6.0,-1.0,-1.0,1331.0,4460.0,166.0,,25.0,14000.0,268.0
1979,-1.0,-1.0,-1.0,-1.0,,2000.0,507.0,-1.0,507.0,,40.0,7000.0,-1.0,160.0,-1.0,,20.0,-1.0,-1.0,3832.0,350.0,87.0,,-1.0,4193.0,21.0,162.0,-1.0,,9957.0,-1.0,,-1.0,-1.0,129.0,-1.0,,160.0,280.0,3000.0,-1.0,657.0,2510.0,-1.0,14460.0,1333.0,15.0,1040.0,14000.0,-1.0,95.0,1500.0,,400.0,,,-1.0,550000.0,,35.0,,1849.0,0.0,-1.0,4300.0,,,,35529.0,9300.0,6.0,-1.0,-1.0,1421.0,3920.0,166.0,,25.0,14500.0,201.0
1980,-1.0,-1.0,-1.0,-1.0,,2000.0,537.0,-1.0,537.0,,40.0,7000.0,-1.0,160.0,-1.0,,20.0,-1.0,250.0,3809.0,691.0,96.0,,-1.0,5031.0,22.0,170.0,-1.0,,12476.0,-1.0,,-1.0,-1.0,47.0,-1.0,,180.0,300.0,3000.0,-1.0,976.0,2200.0,-1.0,17090.0,1017.0,18.0,1040.0,14000.0,-1.0,89.0,700.0,,400.0,,,-1.0,550000.0,,35.0,,2305.0,0.0,-1.0,4300.0,,,,35350.0,11500.0,5.0,-1.0,-1.0,1612.0,2887.0,165.0,,25.0,1000.0,221.0
1981,-1.0,-1.0,-1.0,-1.0,,1000.0,673.0,-1.0,673.0,,40.0,7000.0,-1.0,150.0,-1.0,,30.0,-1.0,250.0,3809.0,600.0,111.0,,-1.0,3071.0,20.0,175.0,-1.0,,13945.0,-1.0,,-1.0,-1.0,51.0,-1.0,,180.0,300.0,3000.0,-1.0,945.0,2515.0,-1.0,19300.0,1017.0,19.0,1020.0,13900.0,-1.0,93.0,1000.0,,400.0,,,-1.0,550000.0,,45.0,,2531.0,0.0,-1.0,4300.0,,,,35702.0,13000.0,3.0,-1.0,-1.0,1582.0,2887.0,153.0,,25.0,1000.0,227.0
1982,-1.0,-1.0,-1.0,-1.0,,500.0,766.0,-1.0,766.0,,20.0,7000.0,-1.0,150.0,-1.0,,40.0,-1.0,250.0,3809.0,531.0,154.0,,-1.0,1447.0,20.0,174.0,-1.0,,15893.0,-1.0,,-1.0,-1.0,50.0,-1.0,,180.0,300.0,3000.0,-1.0,893.0,2484.0,-1.0,20200.0,907.0,20.0,980.0,13900.0,-1.0,100.0,550.0,,400.0,,,-1.0,550000.0,,40.0,,2985.0,1100.0,-1.0,4300.0,,,,36058.0,15000.0,5.0,-1.0,-1.0,1574.0,2887.0,155.0,,25.0,1000.0,281.0
1983,-1.0,-1.0,-1.0,-1.0,,600.0,850.0,-1.0,850.0,,20.0,7000.0,-1.0,140.0,-1.0,,60.0,-1.0,250.0,3756.0,648.0,161.0,,-1.0,1462.0,20.0,198.0,-1.0,,21847.0,-1.0,,-1.0,-1.0,45.0,-1.0,,190.0,310.0,3200.0,-1.0,847.0,2921.0,-1.0,20630.0,917.0,21.0,940.0,13900.0,-1.0,180.0,900.0,,300.0,,,-1.0,570000.0,,40.0,,3300.0,1600.0,-1.0,4100.0,,,98.0,36411.0,21000.0,5.0,-1.0,-1.0,1628.0,2923.0,145.0,,25.0,1000.0,334.0
1984,-1.0,-1.0,-1.0,-1.0,,800.0,900.0,-1.0,900.0,,20.0,7200.0,-1.0,140.0,-1.0,,60.0,-1.0,250.0,3693.0,591.0,173.0,,12.0,1752.0,20.0,235.0,-1.0,,25325.0,-1.0,,-1.0,-1.0,68.0,-1.0,,200.0,320.0,3000.0,-1.0,1325.0,2859.0,-1.0,21120.0,917.0,22.0,900.0,13900.0,-1.0,175.0,1000.0,,300.0,,,-1.0,570000.0,,40.0,,4200.0,2200.0,-1.0,4800.0,,,,36780.0,24000.0,5.0,-1.0,-1.0,1651.0,2800.0,145.0,,25.0,1000.0,334.0
1985,600.0,-1.0,-1.0,-1.0,,1000.0,960.0,60.0,900.0,,10.0,7200.0,-1.0,130.0,-1.0,,85.0,-1.0,340.0,3023.0,781.0,166.0,,12.0,2002.0,20.0,278.0,-1.0,,38308.0,450.0,,400.0,-1.0,33.0,115.0,,200.0,330.0,5000.0,140.0,1308.0,3356.0,-1.0,21380.0,640.0,28.0,880.0,13900.0,450.0,150.0,520.0,,255.0,,,300.0,570000.0,,45.0,63.0,4756.0,2700.0,-1.0,5400.0,,,3600.0,37147.0,37000.0,7.0,13000.0,-1.0,1659.0,3125.0,137.0,,25.0,1000.0,241.0
1986,600.0,-1.0,-1.0,-1.0,,2500.0,627.0,60.0,567.0,,17.0,7200.0,-1.0,130.0,-1.0,,120.0,-1.0,340.0,3023.0,760.0,158.0,,15.0,2081.0,20.0,248.0,-1.0,,35401.0,450.0,,400.0,-1.0,35.0,115.0,,200.0,330.0,7000.0,140.0,1401.0,3919.0,-1.0,21700.0,440.0,474.0,860.0,13900.0,450.0,120.0,520.0,,255.0,,,390.0,570000.0,,45.0,47.0,5700.0,3300.0,-1.0,6500.0,,,7878.0,37500.0,34000.0,10.0,13000.0,-1.0,1685.0,3009.0,140.0,,25.0,1000.0,227.0
1987,600.0,-1.0,-1.0,-1.0,,1000.0,628.0,60.0,568.0,,45.0,7200.0,-1.0,120.0,-1.0,,135.0,-1.0,340.0,2850.0,754.0,170.0,,15.0,3602.0,20.0,209.0,-1.0,,43912.0,450.0,,380.0,-1.0,21.0,115.0,,200.0,330.0,7500.0,140.0,1912.0,4631.0,-1.0,21430.0,453.0,248.0,740.0,13900.0,450.0,125.0,520.0,,255.0,,,500.0,570000.0,,45.0,47.0,6535.0,3800.0,-1.0,7600.0,,,7633.0,38000.0,42000.0,10.0,13000.0,-1.0,1618.0,3009.0,130.0,,20.0,1000.0,227.0
1988,600.0,-1.0,-1.0,-1.0,,1000.0,621.0,60.0,561.0,,55.0,7200.0,-1.0,110.0,-1.0,,150.0,-1.0,340.0,2590.0,443.0,177.0,,22.0,3938.0,11.0,234.0,-1.0,,35978.0,450.0,,440.0,-1.0,29.0,115.0,,200.0,330.0,9500.0,140.0,1978.0,3530.0,-1.0,21200.0,423.0,240.0,770.0,13900.0,450.0,130.0,520.0,,260.0,,,670.0,570000.0,,80.0,44.0,7400.0,4300.0,-1.0,8600.0,,,8223.0,38000.0,34000.0,15.0,13000.0,-1.0,1630.0,2052.0,125.0,,70.0,1000.0,250.0
1989,600.0,-1.0,-1.0,-1.0,,1500.0,591.0,60.0,531.0,,40.0,7200.0,-1.0,105.0,-1.0,,160.0,-1.0,340.0,2504.0,464.0,240.0,,22.0,4116.0,13.0,297.0,-1.0,,67184.0,450.0,,380.0,-1.0,61.0,115.0,,200.0,330.0,6000.0,140.0,2184.0,4070.0,-1.0,19520.0,317.0,312.0,770.0,13900.0,450.0,135.0,520.0,,265.0,,,1100.0,578000.0,,80.0,35.0,8700.0,4800.0,-1.0,8700.0,,,5239.0,38000.0,65000.0,15.0,13000.0,-1.0,1591.0,2462.0,120.0,,130.0,1000.0,240.0
1990,600.0,-1.0,-1.0,250.0,,2000.0,681.0,69.0,612.0,,60.0,7450.0,14761.0,104.0,120.0,,180.0,-1.0,374.0,2442.0,471.0,196.0,-1.0,35.0,4628.0,13.0,306.0,-1.0,0.0,52915.0,650.0,,280.0,-1.0,14.0,115.0,,204.0,341.0,6700.0,136.0,1915.0,4580.0,-1.0,18700.0,367.0,311.0,778.0,14172.0,403.0,136.0,533.0,,275.0,,-1.0,1000.0,580000.0,,83.0,27.0,9300.0,4674.0,-1.0,6830.0,,,7541.0,42000.0,51000.0,17.0,14285.0,-1.0,1598.0,2462.0,121.0,-1.0,50.0,990.0,200.0
1991,580.0,-1.0,-1.0,265.0,,2056.0,708.0,58.0,650.0,,45.0,6087.0,15100.0,110.0,127.0,,190.0,-1.0,380.0,2213.0,530.0,101.0,-1.0,22.0,4596.0,26.0,365.0,-1.0,0.0,52198.0,648.0,,240.0,-1.0,160.0,117.0,,184.0,960.0,6800.0,213.0,2198.0,7250.0,-1.0,17800.0,360.0,311.0,957.0,14074.0,606.0,140.0,584.0,,260.0,,-1.0,300.0,630000.0,,90.0,26.0,8774.0,5700.0,-1.0,7345.0,,,5006.0,42000.0,50000.0,16.0,12298.0,377.0,1646.0,2554.0,126.0,-1.0,40.0,4750.0,150.0
1992,600.0,-1.0,-1.0,300.0,,2029.0,729.0,59.0,670.0,,31.0,5862.0,15439.0,115.0,150.0,,15830.0,-1.0,360.0,2123.0,410.0,105.0,-1.0,35.0,6149.0,26.0,366.0,-1.0,0.0,58579.0,648.0,100.0,180.0,-1.0,178.0,117.0,20.0,188.0,732.0,8000.0,224.0,2579.0,8720.0,-1.0,17200.0,350.0,294.0,996.0,13876.0,602.0,145.0,484.0,,250.0,200.0,-1.0,150.0,650000.0,,55.0,25.0,10800.0,4300.0,-1.0,4951.0,-1.0,,1154.0,45000.0,56000.0,20.0,13073.0,381.0,1616.0,2554.0,135.0,-1.0,80.0,4117.0,200.0
1993,550.0,-1.0,-1.0,300.0,,2100.0,810.0,110.0,700.0,,31.0,6157.0,15999.0,120.0,140.0,500.0,16166.0,-1.0,350.0,1473.0,400.0,116.0,-1.0,45.0,9118.0,26.0,370.0,-1.0,-1.0,57716.0,666.0,99.0,118.0,-1.0,338.0,118.0,20.0,192.0,803.0,7100.0,177.0,2716.0,6600.0,-1.0,16550.0,340.0,279.0,1011.0,13025.0,599.0,148.0,574.0,,230.0,200.0,-1.0,274.0,680000.0,,59.0,23.0,8554.0,6000.0,-1.0,13101.0,-1.0,,543.0,42000.0,55000.0,22.0,13202.0,378.0,1635.0,2518.0,142.0,,125.0,1408.0,200.0
1994,550.0,-1.0,-1.0,355.0,,1453.0,1167.0,375.0,792.0,-1.0,30.0,6463.0,16477.0,122.0,109.0,650.0,15000.0,-1.0,343.0,1473.0,415.0,115.0,-1.0,40.0,10161.0,26.0,379.0,-1.0,-1.0,51618.0,698.0,100.0,120.0,-1.0,346.0,118.0,50.0,196.0,735.0,7500.0,164.0,3618.0,6000.0,-1.0,15830.0,300.0,230.0,1001.0,12718.0,578.0,150.0,537.0,,200.0,200.0,-1.0,267.0,640000.0,,65.0,22.0,8737.0,4900.0,130.0,13000.0,-1.0,,465.0,44000.0,48000.0,25.0,13224.0,378.0,1450.0,2500.0,147.0,-1.0,400.0,1499.0,150.0
1995,520.0,-1.0,-1.0,400.0,-1.0,1500.0,1110.0,310.0,800.0,-1.0,20.0,6658.0,16972.0,125.0,100.0,603.0,14865.0,-1.0,338.0,1450.0,408.0,124.0,-1.0,50.0,12004.0,27.0,380.0,-1.0,-1.0,58401.0,700.0,101.0,126.0,-1.0,451.0,119.0,50.0,201.0,768.0,7969.0,186.0,3401.0,4500.0,-1.0,15220.0,297.0,233.0,991.0,12433.0,551.0,160.0,600.0,,200.0,200.0,-1.0,261.0,643958.0,-1.0,55.0,30.0,8885.0,4300.0,502.0,7000.0,-1.0,,707.0,41000.0,55000.0,20.0,13316.0,379.0,1837.0,2540.0,145.0,-1.0,360.0,1000.0,150.0
1996,520.0,-1.0,-1.0,400.0,,1800.0,1123.0,335.0,788.0,,14.0,6927.0,17402.0,127.0,102.0,579.0,14270.0,-1.0,334.0,1400.0,410.0,151.0,-1.0,46.0,12811.0,28.0,309.0,-1.0,-1.0,61405.0,760.0,101.0,126.0,-1.0,449.0,120.0,50.0,206.0,768.0,8327.0,90.0,3405.0,6000.0,-1.0,14280.0,307.0,0.0,982.0,12317.0,505.0,165.0,600.0,,200.0,250.0,-1.0,255.0,660000.0,,66.0,26.0,9193.0,4700.0,133.0,6000.0,-1.0,-1.0,510.0,40000.0,58000.0,20.0,13428.0,386.0,1885.0,2600.0,147.0,-1.0,500.0,1047.0,100.0
1997,520.0,160.0,-1.0,450.0,,1200.0,1204.0,415.0,789.0,,6.0,6686.0,17789.0,130.0,105.0,550.0,14524.0,300.0,330.0,1400.0,418.0,163.0,-1.0,62.0,13551.0,29.0,282.0,-1.0,-1.0,63086.0,810.0,101.0,124.0,-1.0,460.0,120.0,50.0,210.0,679.0,8331.0,124.0,3486.0,12000.0,10.0,14250.0,290.0,0.0,973.0,12009.0,486.0,168.0,559.0,-1.0,100.0,250.0,-1.0,251.0,680000.0,,70.0,20.0,9093.0,5800.0,70.0,8000.0,-1.0,-1.0,506.0,42000.0,59600.0,22.0,13545.0,386.0,1925.0,2614.0,152.0,-1.0,1000.0,1361.0,102.0
1998,520.0,120.0,-1.0,450.0,,1270.0,1037.0,250.0,787.0,,0.0,6925.0,17930.0,131.0,106.0,500.0,16381.0,365.0,327.0,1444.0,410.0,165.0,-1.0,100.0,14780.0,30.0,261.0,-1.0,-1.0,58318.0,870.0,100.0,121.0,-1.0,686.0,120.0,50.0,215.0,682.0,8484.0,117.0,3478.0,3600.0,15.0,13000.0,293.0,0.0,965.0,12838.0,470.0,170.0,534.0,-1.0,100.0,250.0,-1.0,247.0,710000.0,,65.0,30.0,9119.0,5600.0,65.0,5000.0,-1.0,-1.0,2120.0,41894.0,54840.0,20.0,13500.0,394.0,1659.0,2700.0,151.0,-1.0,1100.0,1678.0,40.0
1999,400.0,81.0,3400.0,400.0,,942.0,880.0,80.0,800.0,,0.0,7300.0,18776.0,132.0,112.0,452.0,15460.0,375.0,324.0,1444.0,395.0,170.0,-1.0,95.0,14798.0,31.0,266.0,-1.0,-1.0,59219.0,930.0,100.0,130.0,40000.0,416.0,130.0,40.0,220.0,685.0,7500.0,117.0,3219.0,2600.0,70.0,13000.0,267.0,22.0,958.0,13000.0,456.0,172.0,700.0,-1.0,100.0,250.0,-1.0,244.0,730000.0,,75.0,27.0,8425.0,5400.0,114.0,5000.0,-1.0,-1.0,4300.0,41855.0,56000.0,18.0,14000.0,390.0,1737.0,2600.0,150.0,-1.0,1400.0,2244.0,40.0
2000,400.0,81.0,3559.0,400.0,,918.0,847.0,70.0,777.0,,0.0,7738.0,19418.0,130.0,120.0,330.0,15161.0,400.0,320.0,1507.0,391.0,180.0,-1.0,98.0,14527.0,30.0,258.0,-1.0,-1.0,60497.0,980.0,100.0,125.0,40233.0,428.0,130.0,25.0,222.0,635.0,8000.0,110.0,3817.0,3000.0,60.0,12000.0,241.0,16.0,950.0,13500.0,460.0,172.0,900.0,-1.0,100.0,250.0,-1.0,241.0,728762.0,,85.0,27.0,8500.0,5800.0,107.0,5000.0,20.0,-1.0,6900.0,41000.0,56680.0,20.0,14137.0,391.0,1778.0,2635.0,150.0,-1.0,1345.0,3000.0,40.0
2001,425.0,81.0,3541.0,400.0,,980.0,848.0,98.0,750.0,,1.0,8003.0,19668.0,134.0,124.0,372.0,15275.0,480.0,317.0,1523.0,382.0,182.0,,100.0,9504.0,30.0,260.0,-1.0,-1.0,65916.0,1030.0,100.0,125.0,41000.0,552.0,130.0,10.0,223.0,620.0,6667.0,106.0,3916.0,3500.0,50.0,11650.0,236.0,11.0,943.0,14584.0,470.0,163.0,997.0,-1.0,150.0,250.0,-1.0,239.0,725728.0,,87.0,18.0,8427.0,6600.0,12.0,5201.0,10.0,,8800.0,41880.0,62000.0,25.0,14398.0,387.0,2025.0,2700.0,159.0,-1.0,1500.0,5000.0,40.0
