,USSR,Bahrain,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Belize,Uruguay,Kenya,Guyana,South Africa,Serbia,Lao People's Democratic Republic,Solomon Islands,Lebanon,Somalia,Suriname,Albania,Brazil,Paraguay,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Montenegro,Argentina,Colombia,New Caledonia,Tajikistan,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Republic of Moldova,Canada,Turkey,Jordan,South Sudan,Egypt,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Dominica,France,Republic of Korea,Tunisia,Sudan,Mali,United Arab Emirates,Hungary,Syrian Arab Republic,Tonga,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Spain,"China, mainland",French Polynesia,Cyprus,Kazakhstan,Bosnia and Herzegovina,Portugal,Guatemala,Saint Kitts and Nevis,Cuba,Austria,Puerto Rico,Romania,Turkmenistan,Philippines,Iraq,New Zealand,Senegal,United Republic of Tanzania,Libya,Costa Rica,Italy,Qatar,Saint Lucia,Uzbekistan,Occupied Palestinian Territory,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Chile,Honduras,Kyrgyzstan,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Trinidad and Tobago,Namibia,Saudi Arabia,Georgia,Azerbaijan,Yemen,Oman,Viet Nam,Mauritania,Russian Federation,Cameroon,Bolivia (Plurinational State of),Grenada,Venezuela (Bolivarian Republic of),Brunei Darussalam,Mexico,Cook Islands,Ukraine,Kuwait,Guadeloupe,Polynesia,Croatia,Bulgaria,China
1974,500000.0,4.0,-1.0,1907.0,85.0,14400.0,,45016.0,-1.0,1000.0,-1.0,-1.0,2300.0,,-1.0,20.0,2471.0,-1.0,,-1.0,84706.0,12600.0,-1.0,1700.0,1997.0,1550.0,,11800.0,217.0,-1.0,,10200.0,-1.0,239.0,963.0,-1.0,-1.0,,-1.0,141000.0,8007.0,,45789.0,20.0,,2700.0,26000.0,-1.0,266.0,8756.0,12300.0,,5000.0,104.0,8600.0,72757.0,55.0,43302.0,130000.0,2627.0,86075.0,25600.0,290000.0,100.0,1204.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14000.0,29351.0,90.0,-1.0,-1.0,14015.0,-1.0,23985.0,,-1.0,,-1.0,,,2900.0,7200.0,6300.0,1093.0,,20770.0,11081.0,7290.0,-1.0,37200.0,,11200.0,,-1.0,10077.0,,,890.0,,6200.0,200.0,,-1.0,,-1.0,3856.0,-1.0,25939.0,28.0,,,40.0,183.0,,22821.0,301081.0
1975,500000.0,3.0,-1.0,1721.0,120.0,14300.0,,49752.0,-1.0,1150.0,-1.0,-1.0,2200.0,,-1.0,20.0,2000.0,-1.0,,-1.0,82719.0,13600.0,-1.0,1800.0,1821.0,1556.0,,13700.0,100.0,-1.0,,10500.0,-1.0,214.0,1195.0,-1.0,-1.0,,-1.0,140000.0,4974.0,,46630.0,20.0,,2300.0,27482.0,-1.0,249.0,6892.0,12500.0,,5000.0,97.0,6700.0,72014.0,55.0,44560.0,140000.0,2066.0,85266.0,29500.0,300000.0,90.0,803.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,13440.0,30751.0,100.0,-1.0,-1.0,13980.0,-1.0,24248.0,,-1.0,,-1.0,,,2950.0,7300.0,6700.0,1187.0,,21950.0,13003.0,7940.0,-1.0,36200.0,,10900.0,,-1.0,12998.0,,,1012.0,,6600.0,200.0,,-1.0,,-1.0,3650.0,-1.0,20995.0,29.0,,,50.0,174.0,,22675.0,313003.0
1976,500000.0,4.0,-1.0,1939.0,120.0,12800.0,,53852.0,-1.0,1250.0,-1.0,-1.0,3200.0,,-1.0,20.0,2000.0,-1.0,,-1.0,67378.0,14000.0,-1.0,1800.0,2039.0,1469.0,,12890.0,400.0,-1.0,,10700.0,-1.0,262.0,1456.0,-1.0,-1.0,,-1.0,141000.0,3332.0,,51784.0,20.0,,3900.0,21200.0,-1.0,242.0,10617.0,12700.0,,5500.0,120.0,9038.0,79911.0,55.0,45977.0,145000.0,2116.0,94778.0,29600.0,300000.0,100.0,843.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,8900.0,44793.0,100.0,-1.0,-1.0,13883.0,-1.0,24642.0,,-1.0,,-1.0,,,2970.0,7300.0,7500.0,1288.0,,23140.0,14331.0,6410.0,-1.0,35800.0,,16500.0,,-1.0,12460.0,,,1214.0,,7000.0,400.0,,-1.0,,-1.0,4510.0,-1.0,23663.0,30.0,,1.0,60.0,185.0,,19913.0,314331.0
1977,500000.0,4.0,-1.0,2346.0,178.0,11200.0,,34999.0,-1.0,1350.0,-1.0,-1.0,3000.0,,-1.0,21.0,2000.0,-1.0,,-1.0,65039.0,10000.0,-1.0,2000.0,2446.0,1890.0,,11800.0,420.0,-1.0,,10900.0,-1.0,530.0,1259.0,-1.0,-1.0,,-1.0,132000.0,3125.0,,48163.0,21.0,,3800.0,22400.0,-1.0,229.0,9427.0,10400.0,,5500.0,136.0,9698.0,87728.0,55.0,45700.0,145000.0,2427.0,92027.0,25900.0,310000.0,100.0,763.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,12970.0,45649.0,100.0,-1.0,-1.0,13746.0,-1.0,23537.0,208.0,-1.0,,-1.0,,,3000.0,7400.0,9000.0,1398.0,,26490.0,16672.0,5820.0,-1.0,34100.0,,11400.0,,-1.0,14401.0,,,1300.0,400.0,7500.0,400.0,,-1.0,,-1.0,4652.0,-1.0,28185.0,31.0,,2.0,60.0,186.0,,20821.0,326672.0
1978,600000.0,6.0,-1.0,2701.0,191.0,12300.0,,38532.0,-1.0,1400.0,-1.0,-1.0,2600.0,,-1.0,22.0,2000.0,-1.0,,-1.0,69429.0,12500.0,-1.0,2500.0,2818.0,1680.0,,13000.0,450.0,-1.0,,11000.0,-1.0,393.0,2033.0,-1.0,-1.0,,-1.0,143000.0,4126.0,,51236.0,22.0,,3800.0,23100.0,-1.0,225.0,10218.0,10000.0,,5500.0,255.0,9626.0,85853.0,57.0,46374.0,145000.0,2520.0,85956.0,28200.0,350000.0,100.0,669.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,11790.0,44550.0,117.0,-1.0,-1.0,13862.0,-1.0,23945.0,192.0,-1.0,,-1.0,,,3000.0,7500.0,10000.0,1517.0,,25680.0,18331.0,8020.0,-1.0,33500.0,,11200.0,,-1.0,10494.0,,,1350.0,410.0,8000.0,500.0,,-1.0,,-1.0,3940.0,-1.0,33134.0,32.0,,5.0,80.0,189.0,,24614.0,368331.0
1979,500000.0,12.0,-1.0,2510.0,202.0,13300.0,,45945.0,-1.0,1500.0,-1.0,-1.0,2800.0,,-1.0,22.0,2000.0,-1.0,,-1.0,66305.0,13000.0,-1.0,3000.0,2637.0,1925.0,,12100.0,480.0,-1.0,,11500.0,-1.0,249.0,1610.0,-1.0,-1.0,,-1.0,152000.0,1299.0,,52531.0,22.0,,3800.0,21300.0,-1.0,204.0,12464.0,14000.0,,5500.0,351.0,11634.0,69731.0,60.0,49567.0,150000.0,2544.0,83083.0,29600.0,340000.0,100.0,983.0,,,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,15160.0,34300.0,127.0,-1.0,-1.0,13880.0,-1.0,25159.0,220.0,-1.0,,-1.0,,,3000.0,7600.0,12200.0,1605.0,,27030.0,19462.0,5580.0,-1.0,33200.0,,11100.0,6.0,-1.0,12053.0,,,1948.0,410.0,8500.0,700.0,,-1.0,,-1.0,4128.0,-1.0,35587.0,33.0,,6.0,80.0,193.0,,25267.0,359462.0
1980,394000.0,11.0,-1.0,2487.0,148.0,11620.0,,42055.0,-1.0,1592.0,-1.0,-1.0,1800.0,,-1.0,23.0,2000.0,-1.0,,-1.0,69739.0,15500.0,-1.0,3200.0,2647.0,1920.0,,12400.0,530.0,-1.0,,12000.0,-1.0,205.0,2590.0,-1.0,-1.0,,-1.0,154000.0,3891.0,,50334.0,23.0,,5400.0,19900.0,-1.0,147.0,15688.0,16000.0,,5500.0,818.0,10213.0,100410.0,63.0,46577.0,160000.0,2539.0,74665.0,29100.0,335000.0,100.0,669.0,,,330.0,1115.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14920.0,44025.0,160.0,-1.0,-1.0,14000.0,-1.0,22687.0,110.0,-1.0,,-1.0,,,3146.0,7700.0,12500.0,1986.0,,28350.0,19923.0,5250.0,-1.0,33000.0,,10700.0,10.0,-1.0,16487.0,,,1874.0,410.0,9000.0,720.0,,-1.0,680.0,-1.0,4132.0,-1.0,29320.0,34.0,,20.0,100.0,197.0,,22982.0,354923.0
1981,389000.0,10.0,-1.0,1533.0,215.0,11958.0,,48520.0,-1.0,1600.0,-1.0,-1.0,2000.0,,-1.0,23.0,2000.0,-1.0,,-1.0,74249.0,17300.0,-1.0,3400.0,1857.0,1890.0,,8900.0,540.0,-1.0,,12400.0,-1.0,295.0,2717.0,-1.0,-1.0,,-1.0,146000.0,5389.0,,50207.0,23.0,,4150.0,19700.0,-1.0,150.0,12515.0,12000.0,,6000.0,927.0,10480.0,102615.0,65.0,46103.0,165000.0,2774.0,82069.0,30500.0,365000.0,100.0,736.0,,,330.0,1123.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14270.0,42100.0,324.0,-1.0,-1.0,9600.0,-1.0,22197.0,128.0,-1.0,,-1.0,,,3255.0,8000.0,12000.0,1300.0,,29460.0,19336.0,5470.0,-1.0,30900.0,,10400.0,15.0,-1.0,13039.0,,,1800.0,410.0,9000.0,720.0,,-1.0,860.0,-1.0,4103.0,-1.0,23704.0,35.0,,32.0,35.0,200.0,,24670.0,384336.0
1982,396000.0,10.0,-1.0,1822.0,220.0,12725.0,,62682.0,-1.0,1700.0,-1.0,-1.0,3200.0,,-1.0,24.0,1700.0,-1.0,,-1.0,82158.0,22000.0,-1.0,3500.0,2121.0,1890.0,,10350.0,550.0,-1.0,,13000.0,-1.0,199.0,1277.0,-1.0,-1.0,,-1.0,151400.0,5229.0,,48848.0,24.0,,4000.0,17700.0,-1.0,100.0,16356.0,12000.0,,6000.0,2070.0,10551.0,101341.0,68.0,43303.0,167613.0,2620.0,82100.0,29300.0,405000.0,100.0,763.0,,,340.0,1130.0,-1.0,-1.0,-1.0,-1.0,-1.0,,14910.0,43925.0,299.0,-1.0,-1.0,7327.0,-1.0,22011.0,208.0,-1.0,,-1.0,,,3581.0,8000.0,11500.0,1500.0,,29910.0,19927.0,5720.0,-1.0,29700.0,,10700.0,20.0,-1.0,28174.0,,,2600.0,410.0,10000.0,740.0,,-1.0,835.0,-1.0,4173.0,-1.0,31636.0,36.0,,35.0,35.0,204.0,,23785.0,424927.0
1983,396000.0,10.0,-1.0,2473.0,230.0,11507.0,,28766.0,-1.0,1700.0,-1.0,-1.0,3200.0,,-1.0,24.0,1700.0,800.0,,-1.0,74621.0,24000.0,-1.0,3800.0,2723.0,1956.0,,7900.0,560.0,-1.0,,13500.0,-1.0,236.0,1155.0,-1.0,-1.0,,-1.0,153000.0,3507.0,,40750.0,24.0,,2500.0,19000.0,-1.0,200.0,13366.0,14000.0,,6000.0,2695.0,9707.0,95200.0,70.0,38080.0,211586.0,2812.0,82000.0,29000.0,425000.0,100.0,669.0,,,300.0,1137.0,-1.0,-1.0,-1.0,-1.0,-1.0,,7270.0,45600.0,250.0,-1.0,-1.0,6962.0,-1.0,23549.0,84.0,-1.0,,-1.0,,,3600.0,9000.0,10000.0,1280.0,,32170.0,18799.0,6190.0,-1.0,28100.0,,10200.0,30.0,-1.0,21132.0,,,3400.0,410.0,12000.0,750.0,,-1.0,875.0,-1.0,4205.0,-1.0,29581.0,37.0,,32.0,50.0,207.0,,21938.0,443799.0
1984,395000.0,10.0,-1.0,2582.0,260.0,13607.0,,25099.0,-1.0,1800.0,-1.0,-1.0,4000.0,,-1.0,25.0,1600.0,900.0,,-1.0,79391.0,26000.0,-1.0,4000.0,2782.0,2494.0,,8000.0,550.0,-1.0,,14000.0,-1.0,317.0,1758.0,-1.0,-1.0,,-1.0,146000.0,2152.0,,52100.0,25.0,,2500.0,17500.0,-1.0,200.0,17658.0,10900.0,,6000.0,2591.0,9759.0,65000.0,100.0,36110.0,216867.0,2833.0,82300.0,29232.0,477000.0,110.0,803.0,,,300.0,1145.0,-1.0,-1.0,-1.0,-1.0,-1.0,,5420.0,44575.0,200.0,-1.0,-1.0,7360.0,-1.0,23616.0,72.0,-1.0,,-1.0,,,3500.0,10000.0,8300.0,620.0,,32730.0,21969.0,5880.0,-1.0,26600.0,,10000.0,40.0,-1.0,16223.0,,,4300.0,410.0,12000.0,760.0,,-1.0,1161.0,-1.0,4330.0,-1.0,37433.0,38.0,,116.0,30.0,248.0,,21973.0,498969.0
