,Ukraine,Germany,Peru,"China, Taiwan Province of",Morocco,Switzerland,Mexico,USSR,Romania,Italy,China,Denmark,Canada,Japan,Latvia,Portugal,Uzbekistan,Sweden,Hungary,Spain,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Australia,France,Lithuania,Slovenia,Poland,Netherlands,Russian Federation,Kyrgyzstan,Norway
1975,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5140.0,-1,-1.0,-1,-1.0,3600.0,-1,-1,2.0,-1.0,2.0,14000.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1976,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,3950.0,-1,-1.0,-1,-1.0,3700.0,-1,-1,5.0,-1.0,5.0,16300.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1977,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5050.0,-1,-1.0,-1,-1.0,3800.0,-1,-1,8.0,-1.0,8.0,10900.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1978,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5000.0,-1,-1.0,-1,-1.0,3900.0,-1,-1,8.0,-1.0,8.0,14670.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1979,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,4700.0,-1,-1.0,-1,-1.0,4000.0,-1,-1,14.0,-1.0,14.0,14850.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1980,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5400.0,-1,-1.0,-1,-1.0,4100.0,-1,-1,130.0,-1.0,130.0,14830.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1981,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,6200.0,-1,-1.0,-1,-1.0,4000.0,-1,-1,304.0,-1.0,304.0,15980.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1982,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,8200.0,-1,-1.0,-1,-1.0,3900.0,-1,-1,450.0,-1.0,450.0,19700.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1983,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,7800.0,-1,-1.0,-1,-1.0,3950.0,-1,-1,487.0,-1.0,487.0,21700.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1984,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1.0,5900.0,-1,-1.0,-1,-1.0,4000.0,-1,-1,516.0,-1.0,516.0,21000.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1985,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,60.0,-1,-1.0,7700.0,-1,-1.0,-1,-1.0,3980.0,-1,-1,606.0,-1.0,606.0,22400.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1986,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,-1,-1.0,6600.0,-1,-1.0,-1,-1.0,3960.0,-1,-1,566.0,-1.0,566.0,22100.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1987,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,130.0,-1,-1.0,10300.0,-1,-1.0,-1,-1.0,3950.0,-1,-1,553.0,-1.0,553.0,22200.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1,-1.0
1988,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,80.0,-1,-1.0,9687.0,-1,-1.0,-1,-1.0,3940.0,-1,-1,532.0,-1.0,532.0,21600.0,-1,-1.0,-1.0,-1,-1.0,60.0,-1.0,-1,-1.0
1989,-1.0,-1.0,-1.0,-1,10.0,-1.0,-1.0,250.0,-1.0,90.0,-1,-1.0,14063.0,-1,-1.0,-1,-1.0,3950.0,-1,-1,495.0,-1.0,495.0,22300.0,-1,-1.0,-1.0,-1,-1.0,60.0,-1.0,-1,-1.0
1990,-1.0,-1.0,-1.0,-1,10.0,-1.0,-1.0,247.0,-1.0,89.0,-1,-1.0,13741.0,-1,-1.0,-1,-1.0,3960.0,-1,-1,346.0,-1.0,346.0,26400.0,-1,1700.0,-1.0,-1,425.0,500.0,-1.0,-1,-1.0
1991,-1.0,-1.0,-1.0,-1,10.0,-1.0,-1.0,239.0,-1.0,120.0,-1,-1.0,15100.0,-1,-1.0,-1,-1.0,3900.0,-1,-1,350.0,-1.0,350.0,24800.0,-1,1800.0,-1.0,-1,810.0,600.0,-1.0,-1,-1.0
1992,-1.0,-1.0,-1.0,-1,10.0,-1.0,-1.0,-1.0,150.0,100.0,-1,-1.0,18231.0,-1,-1.0,-1,100.0,3920.0,-1,-1,328.0,-1.0,328.0,13620.0,-1,1800.0,3500.0,-1,1220.0,700.0,-1.0,-1,-1.0
1993,-1.0,-1.0,-1.0,-1,10.0,-1.0,25.0,-1.0,146.0,118.0,-1,-1.0,19492.0,-1,-1.0,-1,100.0,3920.0,-1,-1,340.0,-1.0,340.0,14770.0,-1,1900.0,2500.0,-1,1570.0,800.0,-1.0,-1,-1.0
1994,-1.0,-1.0,-1.0,-1,10.0,-1.0,200.0,-1.0,200.0,104.0,-1,-1.0,17943.0,-1,-1.0,-1,100.0,3900.0,-1,-1,357.0,-1.0,357.0,15000.0,-1,2000.0,3500.0,-1,1600.0,700.0,-1.0,-1,-1.0
1995,-1.0,-1.0,-1.0,-1,10.0,-1.0,200.0,-1.0,350.0,120.0,-1,-1.0,18250.0,-1,-1.0,-1,100.0,3920.0,-1,-1,377.0,-1.0,377.0,15390.0,-1,2100.0,3300.0,-1,2550.0,900.0,-1.0,-1,-1.0
1996,-1.0,-1.0,-1.0,-1,10.0,-1.0,200.0,-1.0,500.0,150.0,-1,-1.0,19888.0,-1,-1.0,-1,100.0,3940.0,-1,-1,280.0,-1.0,280.0,15280.0,-1,2200.0,3200.0,-1,3000.0,900.0,-1.0,-1,-1.0
1997,-1.0,-1.0,-1.0,-1,10.0,-1.0,200.0,-1.0,649.0,180.0,-1,-1.0,20048.0,-1,-1.0,-1,100.0,3920.0,-1,-1,200.0,-1.0,200.0,15650.0,-1,2200.0,4200.0,-1,2921.0,1000.0,-1.0,-1,-1.0
1998,-1.0,-1.0,-1.0,-1,10.0,-1.0,115.0,-1.0,485.0,225.0,-1,-1.0,19955.0,-1,-1.0,-1,100.0,3900.0,-1,-1,256.0,-1.0,256.0,14080.0,-1,2300.0,5200.0,-1,3500.0,900.0,-1.0,-1,-1.0
1999,-1.0,-1.0,-1.0,-1,10.0,-1.0,110.0,-1.0,600.0,170.0,-1,-1.0,22511.0,-1,-1.0,-1,100.0,3920.0,-1,-1,220.0,-1.0,220.0,15917.0,-1,2300.0,3800.0,-1,3800.0,853.0,-1.0,-1,-1.0
2000,900.0,-1.0,-1.0,-1,10.0,-1.0,60.0,-1.0,707.0,228.0,-1,-1.0,23921.0,-1,-1.0,-1,100.0,3940.0,-1,-1,348.0,-1.0,348.0,16318.0,-1,2500.0,3500.0,-1,4000.0,898.0,-1.0,-1,-1.0
2001,500.0,-1.0,-1.0,-1,10.0,-1.0,60.0,-1.0,550.0,194.0,-1,-1.0,25000.0,-1,-1.0,-1,100.0,3950.0,-1,-1,350.0,-1.0,350.0,16361.0,-1,2500.0,3900.0,-1,4500.0,909.0,-1.0,-1,-1.0
2002,600.0,-1.0,-1.0,-1,10.0,-1.0,60.0,-1.0,500.0,183.0,-1,-1.0,25817.0,-1,-1.0,-1,100.0,3960.0,-1,-1,366.0,-1.0,366.0,16936.0,-1,2600.0,5000.0,-1,3800.0,1000.0,500.0,-1,-1.0
2003,800.0,-1.0,-1.0,-1,10.0,-1.0,60.0,-1.0,650.0,200.0,-1,-1.0,27142.0,-1,-1.0,-1,100.0,3900.0,-1,-1,384.0,-1.0,384.0,16864.0,-1,2600.0,4663.0,-1,4986.0,788.0,600.0,-1,-1.0
2004,600.0,-1.0,-1.0,-1,10.0,-1.0,60.0,-1.0,300.0,108.0,-1,-1.0,28162.0,-1,200.0,-1,100.0,3900.0,-1,-1,400.0,-1.0,400.0,17981.0,-1,2800.0,4523.0,-1,3981.0,659.0,700.0,-1,-1.0
2005,600.0,1467.0,-1.0,-1,10.0,-1.0,60.0,-1.0,700.0,173.0,-1,-1.0,29704.0,-1,900.0,-1,100.0,4000.0,-1,-1,433.0,-1.0,433.0,19713.0,-1,2800.0,5187.0,-1,1500.0,496.0,650.0,-1,-1.0
2006,500.0,1410.0,-1.0,-1,10.0,-1.0,56.0,-1.0,300.0,200.0,-1,-1.0,31485.0,-1,800.0,-1,100.0,4224.0,-1,-1,462.0,20.0,462.0,22030.0,-1,2800.0,5320.0,-1,1440.0,276.0,600.0,-1,25.0
2007,600.0,1406.0,-1.0,-1,10.0,-1.0,14.0,-1.0,307.0,171.0,-1,-1.0,30274.0,-1,900.0,-1,91.0,4500.0,-1,-1,522.0,20.0,522.0,21619.0,-1,2800.0,4966.0,-1,1954.0,280.0,600.0,-1,22.0
2008,600.0,1406.0,-1.0,-1,11.0,-1.0,62.0,-1.0,366.0,174.0,-1,-1.0,34109.0,-1,200.0,-1,100.0,4384.0,-1,-1,450.0,20.0,450.0,24354.0,-1,2800.0,5200.0,-1,2256.0,419.0,500.0,-1,25.0
2009,200.0,1426.0,-1.0,-1,12.0,42.0,190.0,-1.0,383.0,173.0,-1,-1.0,34848.0,-1,300.0,-1,100.0,4427.0,-1,-1,539.0,18.0,539.0,25807.0,-1,2800.0,968.0,-1,2366.0,526.0,500.0,-1,28.0
2010,200.0,1429.0,32.0,-1,13.0,46.0,106.0,-1.0,372.0,174.0,-1,38.0,34277.0,-1,600.0,-1,100.0,4470.0,-1,-1,543.0,17.0,543.0,28170.0,-1,2640.0,3000.0,-1,2167.0,535.0,500.0,-1,23.0
2011,200.0,1434.0,280.0,-1,15.0,55.0,636.0,-1.0,361.0,174.0,-1,44.0,38493.0,-1,1000.0,-1,110.0,4700.0,-1,-1,549.0,16.0,549.0,29137.0,-1,2455.0,2700.0,-1,2404.0,584.0,500.0,-1,25.0
2012,150.0,1835.0,500.0,-1,15.0,66.0,885.0,-1.0,280.0,175.0,-1,46.0,36929.0,-1,1000.0,-1,121.0,5000.0,-1,-1,579.0,15.0,579.0,30919.0,-1,2458.0,2600.0,-1,3126.0,586.0,500.0,-1,23.0
2013,150.0,2031.0,1000.0,-1,15.0,73.0,1290.0,-1.0,334.0,176.0,-1,53.0,37569.0,-1,1440.0,-1,135.0,4675.0,-1,-1,583.0,15.0,583.0,32796.0,-1,2402.0,2600.0,-1,3223.0,574.0,500.0,-1,25.0
2014,150.0,2083.0,1000.0,-1,13.0,73.0,1803.0,-1.0,310.0,176.0,-1,55.0,39083.0,-1,1400.0,-1,141.0,4655.0,-1,-1,621.0,14.0,621.0,34297.0,-1,2490.0,2200.0,-1,3470.0,639.0,500.0,-1,22.0
