,Jamaica,Eritrea,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Slovakia,Belgium,Nepal,Ethiopia,Luxembourg,Libya,Switzerland,Italy,Ukraine,Lebanon,Syrian Arab Republic,Portugal,Albania,Uzbekistan,Brazil,Paraguay,Sudan (former),Morocco,Slovenia,Sierra Leone,Malta,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Belgium-Luxembourg,Turkey,Jordan,Denmark,Ethiopia PDR,Egypt,Sudan,Greece,Czechoslovakia,France,Tunisia,Yemen,Hungary,Russian Federation,Dominican Republic,Cameroon,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Guyana,Peru,Mexico,China,"China, mainland",Azerbaijan,Algeria,United Kingdom,Uruguay,Lithuania,Bulgaria,Netherlands,Guatemala,South Sudan
1971,127.0,,100.0,110.0,110.0,18495.0,,,,-1.0,,,2971.0,900.0,348900.0,,547.0,10102.0,36562.0,-1.0,,100762.0,4100.0,18000.0,242600.0,,400.0,,2800.0,-1.0,122500.0,,94349.0,3048.0,1621.0,14862.0,7300.0,-1.0,,3629.0,42000.0,,38000.0,310000.0,257000.0,,16672.0,8712.0,39060.0,22000.0,,-1.0,,5560.0,,5000.0,-1.0,-1.0,-1.0,20113.0,39835.0,2600000.0,2600000.0,,25304.0,-1.0,510.0,,20.0,0.0,7098.0,
1972,218.0,,140.0,115.0,115.0,14935.0,,,,-1.0,,,3467.0,1300.0,334300.0,,537.0,12994.0,33260.0,-1.0,,120429.0,7700.0,38000.0,267170.0,,400.0,,2600.0,-1.0,117300.0,,74917.0,2540.0,1308.0,9479.0,4900.0,-1.0,,3232.0,47000.0,121.0,17104.0,320000.0,362000.0,,14454.0,9095.0,21170.0,34900.0,,-1.0,,5780.0,,5000.0,-1.0,-1.0,-1.0,20838.0,39585.0,2400000.0,2400000.0,,17757.0,81000.0,510.0,,63.0,,7319.0,
1973,108.0,,100.0,150.0,150.0,17996.0,,,,-1.0,,,5200.0,2500.0,261400.0,,667.0,7117.0,27600.0,-1.0,,85917.0,6600.0,17000.0,188700.0,,500.0,,2800.0,-1.0,98000.0,,79725.0,1829.0,901.0,12352.0,3500.0,-1.0,,0.0,46000.0,72.0,4128.0,330000.0,273000.0,,13781.0,8766.0,31180.0,37000.0,,-1.0,,5940.0,,5000.0,-1.0,-1.0,-1.0,22182.0,37900.0,2500000.0,2500000.0,,18186.0,81000.0,520.0,,100.0,,7544.0,
1974,127.0,,50.0,120.0,120.0,17317.0,,,,-1.0,,,5438.0,5000.0,264300.0,,628.0,7259.0,30800.0,-1.0,,81580.0,7951.0,21000.0,345490.0,,500.0,,2700.0,-1.0,129100.0,,74991.0,2286.0,1058.0,11652.0,2800.0,-1.0,,,54000.0,684.0,2671.0,294800.0,235000.0,,13830.0,29801.0,45430.0,30000.0,,-1.0,,6000.0,,7000.0,-1.0,-1.0,-1.0,22739.0,23419.0,2400000.0,2400000.0,,22778.0,54000.0,520.0,,83.0,,7779.0,
1975,114.0,,50.0,4035.0,4035.0,17880.0,,,,-1.0,,,5948.0,3600.0,248500.0,,350.0,9336.0,28800.0,-1.0,,74950.0,8385.0,29000.0,212680.0,,500.0,,2470.0,-1.0,116400.0,,64853.0,1524.0,1100.0,15627.0,2475.0,-1.0,,1131.0,50000.0,184.0,594.0,282060.0,234000.0,,13577.0,76552.0,57570.0,49000.0,,-1.0,,6000.0,,8000.0,-1.0,-1.0,-1.0,20798.0,37793.0,2400000.0,2400000.0,,34231.0,116000.0,530.0,,58.0,,8018.0,
1976,136.0,,50.0,5530.0,5530.0,16312.0,,,,-1.0,,,6660.0,1300.0,222400.0,,100.0,13690.0,31003.0,-1.0,,61919.0,8801.0,36000.0,230210.0,,550.0,,3300.0,-1.0,107800.0,,38636.0,1778.0,1115.0,12907.0,2225.0,-1.0,,737.0,47500.0,183.0,308.0,239830.0,255000.0,,12342.0,24874.0,42205.0,56000.0,,-1.0,,6000.0,,8880.0,-1.0,-1.0,-1.0,20597.0,44073.0,2500000.0,2500000.0,,34426.0,26000.0,530.0,,49.0,,8266.0,
1977,183.0,,50.0,3074.0,3074.0,15581.0,,,,-1.0,,,5556.0,800.0,192100.0,,350.0,12621.0,17960.0,-1.0,,62056.0,14727.0,22000.0,93650.0,,550.0,,3600.0,-1.0,89500.0,,36413.0,1422.0,1100.0,8000.0,2375.0,-1.0,,1138.0,50000.0,421.0,280.0,339770.0,269725.0,,10684.0,94181.0,44479.0,26000.0,,-1.0,,6700.0,,10920.0,-1.0,-1.0,-1.0,20859.0,31860.0,2400000.0,2400000.0,,28713.0,33000.0,540.0,,63.0,,8524.0,
1978,234.0,,50.0,6000.0,6000.0,15477.0,,,,-1.0,,,5957.0,800.0,231800.0,,400.0,12931.0,23295.0,-1.0,,63862.0,13625.0,35000.0,161420.0,,600.0,,3000.0,-1.0,108600.0,,34901.0,2032.0,3000.0,3433.0,1975.0,-1.0,,1222.0,53500.0,186.0,188.0,281700.0,232440.0,,11484.0,103238.0,59600.0,40000.0,,-1.0,,6900.0,,9490.0,-1.0,-1.0,-1.0,20249.0,46930.0,2600000.0,2600000.0,,29957.0,59000.0,550.0,,74.0,,8640.0,
1979,223.0,,20.0,6000.0,6000.0,9200.0,,,,-1.0,,,6500.0,500.0,201100.0,,500.0,13543.0,21300.0,-1.0,,54026.0,13015.0,37000.0,147538.0,,600.0,,3700.0,-1.0,88400.0,,31419.0,1829.0,4800.0,4056.0,1750.0,-1.0,,1701.0,52000.0,55.0,,407440.0,236810.0,,11034.0,71848.0,63000.0,50000.0,,-1.0,,7100.0,,7100.0,-1.0,-1.0,-1.0,20628.0,69369.0,2700000.0,2700000.0,,27389.0,99000.0,550.0,,88.0,,8786.0,
1980,167.0,,24.0,8500.0,8500.0,12600.0,,,,-1.0,,,7000.0,900.0,214200.0,,500.0,13485.0,23392.0,-1.0,,36698.0,12900.0,37000.0,104450.0,,600.0,,3300.0,-1.0,99100.0,,25302.0,2235.0,7100.0,4566.0,1390.0,-1.0,,922.0,52000.0,131.0,,488447.0,212672.0,,10836.0,70613.0,65350.0,51000.0,,-1.0,,7700.0,,7400.0,-1.0,-1.0,-1.0,22217.0,82639.0,2700000.0,2700000.0,,28273.0,69000.0,550.0,,,,8931.0,
1981,180.0,,30.0,9000.0,9000.0,13200.0,,,,-1.0,,,7350.0,600.0,200900.0,,350.0,13500.0,18817.0,-1.0,,30859.0,7400.0,38000.0,38790.0,,600.0,,5700.0,-1.0,47500.0,,27100.0,1829.0,9000.0,5153.0,1550.0,-1.0,,827.0,55000.0,92.0,,469334.0,207855.0,,9817.0,50926.0,83000.0,40900.0,,-1.0,,9000.0,,10800.0,-1.0,-1.0,-1.0,24375.0,18083.0,2500000.0,2500000.0,,26527.0,81000.0,580.0,,,,9208.0,
1982,167.0,,80.0,10200.0,10200.0,11200.0,,,,-1.0,,,7600.0,936.0,178200.0,,270.0,14186.0,20248.0,-1.0,,42186.0,7900.0,33000.0,99000.0,,650.0,,9600.0,-1.0,54400.0,,36535.0,1524.0,11500.0,5228.0,1410.0,-1.0,12000.0,962.0,65000.0,98.0,,469937.0,259629.0,,10196.0,41177.0,109000.0,34000.0,,-1.0,,10000.0,,9000.0,-1.0,-1.0,-1.0,26653.0,55789.0,2600000.0,2600000.0,,19534.0,23000.0,580.0,,,2418.0,9471.0,
1983,203.0,,80.0,6000.0,6000.0,6700.0,,,,-1.0,,,8000.0,1719.0,165600.0,,300.0,12758.0,18073.0,-1.0,,22117.0,8500.0,26055.0,142240.0,,650.0,,9200.0,-1.0,41200.0,,30708.0,1300.0,14000.0,4714.0,1320.0,-1.0,14700.0,543.0,77000.0,1396.0,,600860.0,295000.0,,8116.0,30690.0,173000.0,22000.0,,-1.0,,11747.0,,3000.0,-1.0,-1.0,-1.0,22642.0,35795.0,2300000.0,2300000.0,,21108.0,23000.0,600.0,,,3930.0,9880.0,
1984,257.0,,20.0,10300.0,10300.0,7800.0,,,,-1.0,,,8000.0,1053.0,198400.0,,450.0,12100.0,19419.0,-1.0,,44070.0,9200.0,74461.0,122000.0,,600.0,,7140.0,-1.0,64037.0,,43209.0,1650.0,16500.0,5007.0,1210.0,-1.0,13600.0,600.0,76000.0,233.0,,388651.0,271000.0,,8512.0,29591.0,232000.0,36000.0,,-1.0,,12165.0,,9300.0,-1.0,-1.0,-1.0,22500.0,62477.0,2425000.0,2425000.0,,26146.0,20000.0,600.0,,,9377.0,10170.0,
1985,279.0,,20.0,28700.0,28700.0,4800.0,,,,-1.0,,,8100.0,719.0,174000.0,,590.0,7838.0,18700.0,-1.0,,35572.0,10153.0,55000.0,194460.0,,680.0,,7800.0,-1.0,60658.0,,71948.0,2250.0,19000.0,3195.0,980.0,-1.0,12600.0,727.0,73000.0,505.0,,265913.0,302000.0,,8833.0,28240.0,140000.0,42500.0,,-1.0,,12356.0,,10000.0,-1.0,-1.0,-1.0,22269.0,93642.0,2200000.0,2200000.0,,31589.0,55000.0,600.0,,,10448.0,10000.0,
1986,212.0,,20.0,62900.0,62900.0,9500.0,,,,-1.0,,,8600.0,408.0,162800.0,,600.0,14352.0,18220.0,-1.0,,42143.0,7396.0,50000.0,214620.0,,690.0,,8700.0,-1.0,55700.0,,123115.0,2300.0,21034.0,3810.0,920.0,-1.0,16600.0,1166.0,80000.0,165.0,,233325.0,282000.0,,7400.0,20541.0,140000.0,29000.0,,-1.0,,12685.0,,10000.0,-1.0,-1.0,-1.0,23593.0,15061.0,2200000.0,2200000.0,,41027.0,102000.0,600.0,,,29984.0,10000.0,
1987,208.0,,20.0,72870.0,72870.0,9200.0,,,,-1.0,,,8800.0,499.0,156400.0,,750.0,16390.0,18645.0,-1.0,,27954.0,7728.0,50000.0,127260.0,,700.0,,10000.0,-1.0,61960.0,,199980.0,1600.0,31298.0,3566.0,840.0,-1.0,25200.0,2677.0,80000.0,37.0,,295679.0,323000.0,,6371.0,29692.0,145000.0,35000.0,,-1.0,,13738.0,,11000.0,-1.0,-1.0,-1.0,22392.0,14930.0,2200000.0,2200000.0,,32980.0,132000.0,610.0,,,48091.0,11012.0,
1988,176.0,,20.0,64090.0,64090.0,5500.0,,,,-1.0,,,7500.0,399.0,138900.0,,900.0,21219.0,17422.0,-1.0,,38253.0,8123.0,43000.0,231980.0,,720.0,,10000.0,-1.0,53800.0,,228170.0,1000.0,34000.0,4018.0,800.0,-1.0,17600.0,2577.0,78000.0,17.0,,250072.0,362000.0,,6299.0,21666.0,159000.0,14330.0,5011.0,-1.0,,13942.0,100.0,12000.0,-1.0,-1.0,-1.0,22659.0,17904.0,2600000.0,2600000.0,,15500.0,74000.0,560.0,,,57000.0,11307.0,
1989,170.0,,20.0,73586.0,73586.0,4500.0,,,,-1.0,,,8000.0,400.0,122600.0,,1000.0,12000.0,18923.0,-1.0,,35947.0,7311.0,46000.0,166190.0,,750.0,,10000.0,-1.0,49900.0,,184360.0,500.0,29800.0,9394.0,730.0,-1.0,15600.0,1719.0,75000.0,35.0,,257911.0,460000.0,,6411.0,27336.0,119462.0,23330.0,10312.0,-1.0,,14271.0,100.0,15000.0,-1.0,-1.0,-1.0,20117.0,19180.0,2100000.0,2100000.0,,23157.0,192000.0,600.0,,,39000.0,11615.0,
1990,232.0,,8600.0,60217.0,60217.0,7600.0,,,,-1.0,,,9000.0,782.0,114600.0,,1200.0,10200.0,15432.0,-1.0,,21680.0,5878.0,38000.0,134080.0,,780.0,370.0,10000.0,-1.0,39200.0,,132700.0,700.0,30000.0,3469.0,610.0,-1.0,4600.0,2901.0,75000.0,50.0,0.0,279470.0,451000.0,,4700.0,32015.0,88056.0,23360.0,8122.0,1300.0,,14342.0,-1.0,16000.0,-1.0,-1.0,-1.0,13111.0,17437.0,2550000.0,2550000.0,,16225.0,81000.0,426.0,,30.0,15100.0,11927.0,
1991,232.0,,8500.0,64400.0,64400.0,16230.0,,,,-1.0,,,9500.0,400.0,161400.0,,1561.0,8644.0,14000.0,-1.0,,29649.0,4726.0,45000.0,203830.0,,800.0,485.0,10000.0,-1.0,35700.0,,86667.0,500.0,26000.0,3935.0,540.0,-1.0,18800.0,2915.0,70000.0,100.0,-1.0,372754.0,466000.0,,6220.0,40963.0,63245.0,44270.0,4687.0,1410.0,,15335.0,-1.0,14000.0,-1.0,-1.0,-1.0,28089.0,25773.0,1250000.0,1250000.0,,32570.0,107000.0,580.0,,36.0,9600.0,12176.0,
1992,284.0,,8554.0,99000.0,99000.0,18000.0,,,,-1.0,,,9800.0,583.0,140830.0,-1.0,1853.0,10384.0,14000.0,-1.0,6300.0,22413.0,5050.0,35000.0,67520.0,-1.0,800.0,512.0,10500.0,-1.0,32800.0,,55796.0,850.0,30900.0,7090.0,390.0,-1.0,11200.0,2832.0,68000.0,200.0,-1.0,326442.0,382000.0,,5941.0,22897.0,49392.0,40000.0,9048.0,1220.0,3000.0,15376.0,-1.0,13000.0,-1.0,-1.0,-1.0,15597.0,22041.0,1000000.0,1000000.0,4300.0,31151.0,143000.0,600.0,-1.0,50.0,8400.0,12461.0,
1993,241.0,610.0,8500.0,135000.0,135000.0,19000.0,12043.0,16400.0,,-1.0,312405.0,,10000.0,1029.0,111184.0,-1.0,1900.0,12100.0,16100.0,-1.0,6400.0,9776.0,7997.0,38000.0,16040.0,-1.0,760.0,538.0,11000.0,-1.0,17155.0,,83000.0,750.0,28993.0,7546.0,340.0,-1.0,5200.0,7084.0,65000.0,300.0,-1.0,,438000.0,,5480.0,,51300.0,42500.0,9183.0,770.0,2000.0,15561.0,-1.0,14000.0,-1.0,-1.0,-1.0,24702.0,7805.0,1750000.0,1750000.0,4000.0,20301.0,132000.0,650.0,-1.0,30.0,7000.0,12339.0,
1994,238.0,2020.0,8400.0,50000.0,50000.0,18500.0,5440.0,19000.0,,5821.0,260095.0,,10500.0,912.0,100732.0,-1.0,1950.0,14500.0,17000.0,-1.0,6100.0,15601.0,7795.0,55000.0,111110.0,-1.0,800.0,535.0,11000.0,-1.0,16900.0,,91000.0,500.0,26597.0,9358.0,280.0,-1.0,6800.0,6835.0,52000.0,300.0,-1.0,,357000.0,,5330.0,,39607.0,16400.0,8056.0,810.0,2000.0,17569.0,-1.0,12000.0,-1.0,-1.0,-1.0,25920.0,7510.0,2000000.0,2000000.0,5500.0,19145.0,138000.0,665.0,-1.0,32.0,3300.0,12954.0,
1995,232.0,3000.0,6300.0,127600.0,127600.0,18300.0,5000.0,17063.0,,5954.0,375002.0,,11040.0,700.0,98730.0,-1.0,2200.0,15858.0,14000.0,100.0,6800.0,18921.0,6222.0,89000.0,35910.0,-1.0,859.0,592.0,11300.0,-1.0,10200.0,,86190.0,700.0,17014.0,8470.0,240.0,-1.0,5800.0,2494.0,49000.0,700.0,-1.0,,392300.0,,5000.0,,36420.0,26400.0,8139.0,1190.0,3000.0,17639.0,-1.0,10000.0,-1.0,-1.0,-1.0,27947.0,16850.0,1790000.0,1790000.0,4600.0,21454.0,155000.0,682.0,-1.0,30.0,2300.0,13000.0,
1996,246.0,4000.0,9700.0,170800.0,170800.0,18200.0,5500.0,2300.0,,5610.0,361051.0,,10000.0,0.0,79239.0,-1.0,2409.0,14845.0,16000.0,300.0,7400.0,21739.0,6251.0,83000.0,143530.0,-1.0,876.0,620.0,11400.0,-1.0,11200.0,,78300.0,650.0,9605.0,9425.0,230.0,-1.0,5520.0,2285.0,46300.0,300.0,-1.0,,442394.0,,5600.0,,37655.0,37300.0,8148.0,503.0,4000.0,15875.0,-1.0,10094.0,2272.0,-1.0,-1.0,31178.0,8563.0,1750000.0,1750000.0,2800.0,36959.0,100000.0,700.0,-1.0,30.0,3300.0,13500.0,
1997,202.0,2000.0,8400.0,162700.0,162700.0,18000.0,6000.0,2300.0,,6159.0,360895.0,,9000.0,-1.0,70035.0,-1.0,2729.0,12149.0,14487.0,200.0,6200.0,19819.0,6373.0,84000.0,92990.0,-1.0,875.0,720.0,12300.0,15176.0,12100.0,,92000.0,450.0,6282.0,5815.0,200.0,-1.0,4300.0,2604.0,46000.0,200.0,-1.0,,476252.0,,5800.0,,39130.0,24000.0,8105.0,460.0,4000.0,11446.0,-1.0,12475.0,418.0,-1.0,-1.0,33241.0,5962.0,1520000.0,1520000.0,3000.0,9067.0,116000.0,702.0,-1.0,30.0,6000.0,13500.0,
1998,180.0,3000.0,9900.0,194300.0,194300.0,19000.0,5000.0,2300.0,,5626.0,338844.0,,8000.0,-1.0,71500.0,-1.0,1000.0,15700.0,15000.0,205.0,16000.0,4636.0,6185.0,85000.0,107670.0,-1.0,886.0,680.0,12300.0,10331.0,10000.0,,93575.0,430.0,5254.0,8575.0,200.0,-1.0,13700.0,2494.0,42500.0,-1.0,-1.0,,523129.0,,5700.0,,53613.0,34300.0,11169.0,402.0,5000.0,9923.0,-1.0,13713.0,431.0,-1.0,-1.0,38129.0,7500.0,1827000.0,1827000.0,2700.0,21352.0,81000.0,710.0,-1.0,35.0,4521.0,13285.0,
1999,213.0,2000.0,11000.0,226400.0,226400.0,16500.0,5700.0,3600.0,,5606.0,286743.0,,7000.0,-1.0,64300.0,-1.0,300.0,13861.0,15592.0,207.0,16000.0,7355.0,8350.0,99000.0,55450.0,-1.0,868.0,700.0,14000.0,14560.0,8600.0,,95936.0,550.0,6200.0,3920.0,200.0,-1.0,6500.0,2697.0,39000.0,-1.0,-1.0,,307083.0,,5000.0,,57229.0,44600.0,4597.0,430.0,7000.0,10010.0,239.0,15000.0,180.0,-1.0,-1.0,40856.0,9019.0,1780000.0,1780000.0,1000.0,21706.0,155000.0,720.0,-1.0,27.0,4263.0,13427.0,
2000,148.0,1800.0,14800.0,253000.0,253000.0,14000.0,4400.0,280.0,1200.0,5229.0,389343.0,-1.0,6000.0,-1.0,71726.0,-1.0,300.0,12812.0,15762.0,208.0,11000.0,15751.0,7187.0,131000.0,32600.0,-1.0,900.0,750.0,14000.0,14815.0,14000.0,,62000.0,350.0,7117.0,4000.0,200.0,-1.0,15400.0,,37000.0,-1.0,-1.0,,353909.0,,5000.0,,69665.0,26900.0,4581.0,44.0,12000.0,10500.0,266.0,14000.0,463.0,-1.0,361.0,48805.0,17422.0,1788000.0,1788000.0,750.0,12895.0,180000.0,800.0,-1.0,18.0,4000.0,13561.0,
2001,139.0,1695.0,14100.0,350000.0,350000.0,3000.0,4200.0,330.0,1600.0,5241.0,453841.0,300.0,5000.0,-1.0,69076.0,-1.0,300.0,28251.0,15999.0,196.0,12500.0,7809.0,9156.0,89000.0,82020.0,-1.0,1000.0,740.0,14500.0,10899.0,14900.0,,81000.0,330.0,7431.0,4000.0,200.0,200.0,10200.0,,35000.0,-1.0,-1.0,,439480.0,,4000.0,,158000.0,18900.0,4857.0,119.0,15000.0,10850.0,271.0,13298.0,124.0,-1.0,337.0,45050.0,19719.0,1950000.0,1950000.0,750.0,21230.0,86000.0,750.0,-1.0,22.0,4413.0,13699.0,
2002,118.0,1740.0,17600.0,147313.0,147313.0,9000.0,4300.0,1500.0,1400.0,5204.0,453125.0,500.0,4000.0,-1.0,63839.0,500.0,0.0,31300.0,16194.0,201.0,6000.0,10099.0,9300.0,146000.0,88780.0,-1.0,1200.0,700.0,14500.0,3226.0,41600.0,,65000.0,340.0,8949.0,4822.0,100.0,250.0,9100.0,,32000.0,-1.0,-1.0,,400910.0,,4000.0,,310437.0,22300.0,4444.0,146.0,15000.0,11004.0,277.0,13000.0,312.0,-1.0,300.0,48421.0,27779.0,2100000.0,2100000.0,800.0,22933.0,110000.0,810.0,-1.0,21.0,2929.0,13700.0,
2003,128.0,1707.0,13800.0,277000.0,277000.0,5000.0,4230.0,1300.0,1900.0,5589.0,430196.0,300.0,3000.0,-1.0,64800.0,15700.0,800.0,32035.0,16302.0,201.0,4400.0,12939.0,9751.0,171000.0,103060.0,2.0,1350.0,730.0,15000.0,4312.0,51600.0,,60848.0,380.0,9271.0,5522.0,100.0,250.0,8400.0,,33000.0,-1.0,-1.0,,336840.0,,3000.0,,276300.0,48000.0,4350.0,183.0,25760.0,11019.0,283.0,13500.0,318.0,-1.0,250.0,51556.0,26730.0,2142000.0,2142000.0,700.0,30700.0,170000.0,780.0,-1.0,21.0,2764.0,14000.0,
2004,116.0,1750.0,13000.0,167500.0,167500.0,9000.0,8200.0,1400.0,1900.0,5514.0,551984.0,300.0,2000.0,-1.0,81953.0,15100.0,300.0,35781.0,16595.0,202.0,4500.0,13897.0,10170.0,173000.0,109250.0,2.0,1440.0,750.0,15000.0,10015.0,64352.0,,64097.0,394.0,7764.0,4304.0,98.0,300.0,15300.0,,30000.0,-1.0,-1.0,,330490.0,,3132.0,,364549.0,45600.0,4946.0,270.0,40860.0,11104.0,289.0,13577.0,455.0,-1.0,220.0,47225.0,20262.0,1806000.0,1806000.0,600.0,32053.0,113500.0,760.0,-1.0,21.0,3400.0,14000.0,
