,USSR,Syrian Arab Republic,Bahrain,Australia & New Zealand,Australia,Panama,Pakistan,Slovakia,Democratic Republic of the Congo,Belize,Ethiopia,Kenya,Romania,United Arab Emirates,Lebanon,Tajikistan,Tunisia,Albania,Paraguay,Niger,Serbia,Slovenia,Hungary,Argentina,Colombia,Iceland,India,Malta,Jamaica,Ecuador,Cabo Verde,Indonesia,Poland,Canada,Turkey,Antigua and Barbuda,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Congo,Martinique,Dominican Republic,Kyrgyzstan,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",French Polynesia,Madagascar,Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Saint Kitts and Nevis,Austria,Bermuda,Bhutan,Turkmenistan,Trinidad and Tobago,Norway,Dominica,Iraq,Czechia,Senegal,Philippines,Belgium,Luxembourg,Libya,Costa Rica,Republic of Moldova,Italy,Qatar,Saint Lucia,Germany,Latvia,Sweden,Montserrat,Uzbekistan,China,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Jordan,Chile,Honduras,Uruguay,Ireland,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Denmark,Switzerland,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Mauritius,Bosnia and Herzegovina,Yemen,Oman,New Zealand,Barbados,Russian Federation,Bolivia (Plurinational State of),Grenada,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),Mexico,Ukraine,Kuwait,South Africa,Guadeloupe,Sri Lanka,Mongolia,Polynesia,Croatia,Bulgaria,Occupied Palestinian Territory
1971,143267.0,,,302256.0,302345.0,65217.0,,,50000.0,,,,,87500.0,192418.0,,62955.0,,60606.0,,,,175907.0,138591.0,245283.0,320000.0,96774.0,,67087.0,73373.0,,65000.0,174087.0,252397.0,93023.0,41667.0,716543.0,,,194600.0,198562.0,280798.0,85675.0,210317.0,75000.0,,,95000.0,112500.0,,82090.0,,,292352.0,178372.0,142857.0,100000.0,98620.0,247805.0,166353.0,,,300000.0,310000.0,,,278151.0,181000.0,,,,325387.0,,122682.0,,,,,,37770.0,,,325748.0,,,296496.0,,444554.0,70000.0,,143577.0,257962.0,,,,72727.0,203000.0,224026.0,,66667.0,350000.0,69964.0,168865.0,396296.0,,200833.0,,367029.0,369231.0,,120000.0,,385654.0,,226667.0,,,,301957.0,89370.0,,70000.0,115000.0,44828.0,123427.0,378213.0,,,223333.0,100000.0,40111.0,,100000.0,,222706.0,
1972,130093.0,,,287061.0,277935.0,66162.0,,,50000.0,,,,,95714.0,172332.0,,61333.0,,59524.0,,,,179480.0,134615.0,244792.0,260000.0,96875.0,,77112.0,66507.0,,64286.0,221550.0,236107.0,91111.0,43077.0,665205.0,,,183633.0,230747.0,283975.0,82491.0,198413.0,75000.0,,,100000.0,110476.0,,80867.0,,,289898.0,184250.0,146250.0,100000.0,120333.0,278472.0,168623.0,,,300000.0,310000.0,,,353250.0,181667.0,,,,327948.0,,102273.0,,,,,,40883.0,,,329500.0,,,345222.0,,383000.0,70000.0,,146823.0,350000.0,,,,72727.0,126667.0,220395.0,,65556.0,350000.0,61579.0,169778.0,397541.0,,209679.0,,410889.0,316667.0,,198272.0,,375865.0,,183548.0,,,,316050.0,89727.0,,70000.0,100000.0,44444.0,124032.0,327273.0,,,206667.0,100000.0,37079.0,,100000.0,,157965.0,
1973,162719.0,,,285536.0,274314.0,66313.0,,,50000.0,,,,,96000.0,194520.0,,52609.0,,59574.0,,,,176932.0,137500.0,246193.0,276667.0,96992.0,,78540.0,73895.0,,80000.0,203413.0,255849.0,100000.0,45000.0,595171.0,,,174300.0,212398.0,269621.0,88720.0,205296.0,75000.0,,,100000.0,108182.0,,94302.0,,,298060.0,188883.0,149138.0,100500.0,132590.0,227888.0,167629.0,,,296154.0,306444.0,,,341977.0,181000.0,,,,338465.0,,105970.0,,,,,,36115.0,,,327044.0,,,289868.0,,398000.0,75000.0,,149701.0,358586.0,,,,76364.0,89091.0,220000.0,,63243.0,350000.0,62077.0,174108.0,436638.0,,205720.0,,384457.0,383333.0,,132903.0,,421527.0,,226579.0,,,,318689.0,89344.0,,70000.0,80000.0,45455.0,150775.0,300000.0,,,210000.0,100000.0,32874.0,,100500.0,,177240.0,
1974,150083.0,,,295426.0,277765.0,65970.0,,,50000.0,,,,,99231.0,178255.0,,53191.0,,60000.0,,,,204189.0,161119.0,247647.0,300000.0,100000.0,,74653.0,72709.0,,66552.0,173028.0,288875.0,100000.0,55000.0,408537.0,,,197122.0,230813.0,254662.0,80225.0,214235.0,75000.0,,,100000.0,104348.0,,96617.0,,,327108.0,191474.0,155932.0,103500.0,150045.0,275364.0,157711.0,,,292593.0,324222.0,,,338782.0,185000.0,,,,333353.0,,111438.0,,,,,,34001.0,,,345966.0,,,296285.0,,404625.0,75556.0,,156616.0,227273.0,,,,74138.0,153846.0,250086.0,,62703.0,350000.0,75434.0,184482.0,428125.0,,215882.0,,424866.0,347619.0,,69638.0,,390728.0,,197500.0,,,,349083.0,89906.0,,70575.0,90000.0,45333.0,113024.0,300000.0,,,256667.0,100000.0,22462.0,,103500.0,,149847.0,
1975,139919.0,,316250.0,268012.0,244036.0,67100.0,,,50000.0,,,,,130435.0,200000.0,,57500.0,,60345.0,,,,144912.0,153845.0,276339.0,210000.0,100000.0,,65687.0,54564.0,,94194.0,164217.0,331694.0,100000.0,46667.0,478323.0,,,188800.0,226268.0,262090.0,89686.0,187005.0,75000.0,,,100000.0,102083.0,,84832.0,,,303618.0,181966.0,157667.0,105000.0,147651.0,373678.0,159385.0,,,292857.0,330217.0,,,346178.0,178182.0,,,,323575.0,,84539.0,,,,,,35960.0,,,327779.0,,,258568.0,,334872.0,60000.0,,159426.0,288632.0,,,,73333.0,93846.0,249919.0,,62703.0,350000.0,72943.0,216268.0,573494.0,,216245.0,,391455.0,381818.0,,115449.0,,387095.0,,186964.0,,,,342670.0,89549.0,,70370.0,110000.0,45385.0,125179.0,288625.0,,,280000.0,100000.0,38037.0,,105000.0,,96815.0,
1976,150976.0,,520000.0,276884.0,260810.0,59286.0,,,50000.0,,,,,132353.0,200000.0,,59184.0,,60317.0,,,,180244.0,143860.0,260000.0,280000.0,110345.0,,85173.0,77167.0,,98950.0,166086.0,309651.0,104000.0,44000.0,200849.0,,,213217.0,156909.0,223635.0,108587.0,201447.0,75000.0,,,100636.0,100000.0,,97526.0,,,294382.0,170742.0,165763.0,100000.0,184900.0,261339.0,159772.0,,,286207.0,545455.0,,,280570.0,178182.0,,,,331777.0,,112249.0,,,,,,36684.0,,,330294.0,,,202709.0,,401575.0,65556.0,,168295.0,177225.0,,,,73770.0,70000.0,250053.0,,62162.0,350000.0,60901.0,242777.0,552525.0,,226820.0,,329039.0,327273.0,,42936.0,,297349.0,,162683.0,,,,325521.0,89286.0,,89855.0,100000.0,44946.0,123102.0,301781.0,,,266667.0,100000.0,39010.0,,100000.0,,187708.0,
1977,164128.0,,487500.0,283745.0,277828.0,72328.0,,,54545.0,,,,,160323.0,200000.0,,56000.0,,59701.0,,,,170380.0,160377.0,260000.0,316667.0,110000.0,,75504.0,73503.0,,38000.0,222881.0,295587.0,110000.0,40667.0,583587.0,,,233482.0,227783.0,232625.0,101797.0,199393.0,75000.0,,,110000.0,100000.0,,101818.0,,,310796.0,220461.0,169492.0,112500.0,49030.0,284000.0,150771.0,,,275862.0,386667.0,,,315350.0,178182.0,,,,333899.0,,108752.0,,,,,,36338.0,,,298829.0,114286.0,,351728.0,,405669.0,76667.0,,172622.0,207348.0,,,,73016.0,159091.0,250050.0,,61622.0,350000.0,72515.0,271023.0,546809.0,,242697.0,,466576.0,361538.0,,82936.0,,438103.0,,158788.0,,,,301321.0,89394.0,,77732.0,90000.0,44494.0,124494.0,189768.0,,,300000.0,90000.0,29737.0,,112500.0,,159549.0,
1978,167763.0,,326667.0,291067.0,298183.0,90738.0,,,54545.0,,,,,170364.0,200000.0,,60784.0,,59722.0,,,,217331.0,159292.0,260000.0,410000.0,109677.0,,72784.0,69131.0,,82958.0,218241.0,331567.0,112500.0,55000.0,347782.0,,,204407.0,235670.0,272629.0,137425.0,223801.0,75000.0,,,110000.0,102000.0,,106831.0,,,289434.0,238842.0,175806.0,100000.0,45110.0,397578.0,144346.0,,,279310.0,425714.0,,,295040.0,166667.0,,,,368245.0,,107172.0,,,,,,36027.0,,,318642.0,119048.0,,332095.0,,365530.0,80000.0,,180909.0,256795.0,,,,71429.0,58824.0,250000.0,,62778.0,360000.0,70496.0,292342.0,529032.0,,234292.0,,472348.0,356522.0,,100332.0,,416243.0,,133953.0,,,,270347.0,89802.0,,80164.0,100000.0,45556.0,122612.0,212649.0,,,301897.0,75000.0,41476.0,,100000.0,,224878.0,
1979,131867.0,,166667.0,280323.0,278924.0,90000.0,,,54545.0,,,,,157632.0,200000.0,,68627.0,,60000.0,,,,154923.0,157522.0,260000.0,283333.0,115000.0,,101546.0,79965.0,,74000.0,217172.0,395246.0,105263.0,63913.0,341322.0,,,188507.0,227715.0,280391.0,200955.0,236497.0,75000.0,,,107000.0,104000.0,,94066.0,,,317664.0,261303.0,179688.0,169000.0,45366.0,413037.0,144061.0,,,282759.0,462069.0,,,313286.0,175833.0,,,,347750.0,93200.0,111020.0,,,,,,36077.0,,,300127.0,125952.0,,308744.0,,505273.0,80000.0,,183785.0,227763.0,,,,71429.0,218333.0,250000.0,,62778.0,380000.0,71123.0,275031.0,532258.0,,244167.0,,495590.0,360000.0,,91387.0,,435732.0,,149355.0,,52406.0,,284605.0,56099.0,,81941.0,87500.0,42143.0,123082.0,235210.0,,,302287.0,60000.0,80892.0,,169000.0,,183864.0,
1980,159489.0,,176923.0,302286.0,303406.0,89111.0,154232.0,,60345.0,,,,,196957.0,200000.0,,68462.0,,60000.0,,,,189289.0,162679.0,260000.0,396667.0,114815.0,,91499.0,75658.0,,94267.0,194042.0,312479.0,106667.0,65263.0,350000.0,,,224000.0,219395.0,275080.0,188869.0,203130.0,75000.0,,,93625.0,120408.0,,105556.0,,,286242.0,281336.0,181818.0,123000.0,45330.0,369005.0,133410.0,,,282759.0,500000.0,,,311809.0,166154.0,,,,445692.0,91167.0,95484.0,,,,,,40195.0,,,313648.0,129038.0,,315252.0,,502222.0,78571.0,,188595.0,269340.0,,,,72222.0,115000.0,250000.0,,61192.0,380189.0,70888.0,317383.0,449038.0,,247975.0,,420060.0,548887.0,,127196.0,,403796.0,,140571.0,,58296.0,,298749.0,44934.0,,88594.0,80000.0,42500.0,124133.0,226942.0,,,356667.0,50000.0,83882.0,,123000.0,,166372.0,
1981,129932.0,,166667.0,294501.0,290644.0,85800.0,155346.0,,60345.0,,,,,190792.0,181818.0,,63273.0,,63024.0,,,,162466.0,225000.0,250000.0,326667.0,115337.0,,101776.0,85853.0,,91432.0,221207.0,348370.0,111842.0,77391.0,323077.0,,,255085.0,204013.0,284809.0,176673.0,238873.0,75000.0,,,96250.0,95309.0,,108000.0,,,290083.0,271072.0,181159.0,113000.0,48449.0,413037.0,141157.0,,,279310.0,552778.0,,,316575.0,157143.0,,,,313979.0,94833.0,107692.0,,,,,,40000.0,,,356581.0,114595.0,,321463.0,,506109.0,80000.0,,184445.0,180088.0,,,,73611.0,82222.0,250000.0,,63158.0,360000.0,65794.0,253302.0,506061.0,41400.0,250537.0,,498943.0,407587.0,,177880.0,,486849.0,,142083.0,,51111.0,,310901.0,44874.0,,105508.0,86667.0,45250.0,142551.0,205582.0,,,352941.0,50000.0,51513.0,,113000.0,,130322.0,
1982,153285.0,,152632.0,284915.0,280024.0,83455.0,156420.0,,66038.0,,,,,188824.0,169231.0,,62407.0,,60000.0,,,,197423.0,215301.0,240000.0,340000.0,119048.0,,101599.0,84753.0,,87883.0,188619.0,383559.0,195652.0,84286.0,285306.0,,,246192.0,218307.0,297835.0,171447.0,232543.0,75000.0,,,80476.0,208015.0,,111000.0,,,320093.0,283486.0,183099.0,122667.0,46935.0,446262.0,152623.0,,,266667.0,570270.0,,,351478.0,175000.0,,,,371808.0,96182.0,110968.0,,,,,,42007.0,,,361754.0,111379.0,,273306.0,,469552.0,85000.0,,188177.0,228685.0,,,,77143.0,100000.0,250000.0,,64211.0,384000.0,68790.0,295901.0,486139.0,37500.0,257008.0,,530386.0,346754.0,,178296.0,,522903.0,,165909.0,,51584.0,,303310.0,44907.0,,105106.0,67500.0,39750.0,148533.0,217039.0,,,305882.0,50000.0,33156.0,,122667.0,,167354.0,
1983,165826.0,,145500.0,291454.0,289464.0,85391.0,156430.0,,66038.0,,,,,227425.0,166667.0,,66786.0,,63004.0,,,,153687.0,203834.0,235377.0,320000.0,120000.0,,98392.0,83453.0,,96397.0,203969.0,352994.0,169492.0,42286.0,286842.0,,,266300.0,197122.0,283799.0,176844.0,225108.0,75000.0,,,78857.0,150241.0,,102674.0,,,296725.0,280099.0,187500.0,109333.0,46445.0,280374.0,138506.0,,,266667.0,502857.0,,,296910.0,166667.0,,,,332173.0,98200.0,125000.0,,,,,,40700.0,,,359258.0,94828.0,,281952.0,,492563.0,70000.0,,191745.0,347944.0,,,,84507.0,161818.0,225000.0,,62500.0,368431.0,84176.0,283038.0,483333.0,40000.0,259752.0,,527755.0,436914.0,,143636.0,,422303.0,,150000.0,,50075.0,,300000.0,44143.0,,74194.0,52000.0,47333.0,149508.0,229295.0,,,284615.0,60000.0,105888.0,,109333.0,,120210.0,
1984,192857.0,,149500.0,291043.0,286878.0,87500.0,158645.0,,66038.0,,,,,198107.0,160000.0,,67857.0,,84243.0,,,,215446.0,210912.0,250000.0,306667.0,129714.0,,110495.0,86274.0,,79576.0,266363.0,359957.0,186667.0,49000.0,338586.0,,,290414.0,268547.0,275127.0,171756.0,231602.0,75000.0,,,63000.0,104180.0,,106676.0,,,282259.0,262688.0,200000.0,140000.0,43850.0,385093.0,117598.0,,,270000.0,604878.0,,,354427.0,163636.0,,,,376167.0,99800.0,169362.0,,,,,,39904.0,,,345349.0,68163.0,,385797.0,,480838.0,67500.0,,205561.0,232905.0,,,,97222.0,94423.0,225006.0,,62500.0,386402.0,57525.0,328351.0,519626.0,41667.0,261382.0,,600000.0,465901.0,,155100.0,,412984.0,,164286.0,,99094.0,,310000.0,44933.0,,67901.0,60000.0,44750.0,149517.0,248181.0,,,290000.0,80000.0,98379.0,,140000.0,,125512.0,
1985,167910.0,,152941.0,302806.0,297546.0,93583.0,161296.0,,66038.0,,,,,207652.0,155556.0,,57368.0,,84539.0,,,,209286.0,205974.0,251480.0,430000.0,130556.0,,102029.0,83407.0,,99300.0,251207.0,356728.0,200000.0,46000.0,335531.0,,,297793.0,233547.0,326701.0,175947.0,263889.0,75000.0,,,50400.0,92118.0,,96332.0,,,284238.0,284741.0,208333.0,133500.0,43860.0,444882.0,76156.0,,,261290.0,530612.0,,,343942.0,160000.0,,,,332605.0,92727.0,158222.0,,,,,,36667.0,,,321569.0,101786.0,,360317.0,,499626.0,66667.0,,213762.0,267518.0,,,,109589.0,217931.0,225000.0,,62500.0,375629.0,86718.0,351341.0,499200.0,40000.0,265040.0,,521514.0,441777.0,,154148.0,,426956.0,,170000.0,,100363.0,,326316.0,66984.0,,89691.0,90000.0,41111.0,158445.0,239372.0,,,260000.0,108444.0,97238.0,,133500.0,,96693.0,
1986,176056.0,,145625.0,318373.0,314322.0,92538.0,172507.0,,66038.0,,,,,192593.0,160000.0,,75000.0,,64263.0,,,,170330.0,207821.0,212175.0,285000.0,135135.0,,103411.0,41369.0,,116031.0,251009.0,348185.0,228571.0,46667.0,320755.0,,,279892.0,228690.0,288202.0,179587.0,244048.0,75000.0,,,52500.0,95306.0,,91034.0,,,304625.0,277350.0,208108.0,101333.0,43907.0,470149.0,75195.0,,,265625.0,550000.0,,,312284.0,166667.0,,,,330290.0,94833.0,127368.0,,,,,,36508.0,,,368255.0,103065.0,,372940.0,,461001.0,65385.0,,213117.0,315282.0,,,,135135.0,333333.0,240000.0,,61905.0,380445.0,115122.0,371061.0,567769.0,38900.0,274918.0,,525000.0,472227.0,,145805.0,,427714.0,,177907.0,,101400.0,,338266.0,67007.0,,88058.0,71667.0,46462.0,153559.0,232126.0,,,260000.0,137600.0,104034.0,,101333.0,,104354.0,
