,Ghana,Bhutan,Syrian Arab Republic,Madagascar,Bulgaria,French Guiana,United Republic of Tanzania,Thailand,Nepal,Ethiopia,Kenya,Czechia,United States of America,Bangladesh,Senegal,Serbia,Lao People's Democratic Republic,Zambia,Uganda,Papua New Guinea,South Africa,Togo,Benin,Uzbekistan,China,Cambodia,Serbia and Montenegro,Niger,Sudan (former),Morocco,Slovenia,Argentina,South Sudan,Spain,Kyrgyzstan,Malawi,India,Jamaica,Cabo Verde,Maldives,Turkey,Réunion,Ethiopia PDR,Egypt,Melanesia,Pakistan,Malaysia,Grenada,Greece,Czechoslovakia,Viet Nam,Zimbabwe,Democratic Republic of the Congo,Nigeria,Sudan,Mali,Hungary,Martinique,Central African Republic,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Romania,Djibouti,Mexico,"China, mainland",Sierra Leone,The former Yugoslav Republic of Macedonia,Algeria,Peru,Côte d'Ivoire,Bosnia and Herzegovina,Cameroon,Myanmar
1972,15310.0,,,8704.0,67875.0,,7885.0,19196.0,,,7576.0,,,7164.0,60000.0,,25455.0,,8974.0,,11273.0,3273.0,5000.0,,45714.0,,,4944.0,,70588.0,,9290.0,,19485.0,,,6033.0,25703.0,100000.0,5000.0,11667.0,,4280.0,27000.0,,15682.0,10769.0,,35150.0,13042.0,12000.0,,40571.0,15236.0,,,64485.0,,,,16508.0,15213.0,,6968.0,,11368.0,45714.0,24444.0,,,,,,12048.0,4215.0
1973,13533.0,,,8889.0,72743.0,,7925.0,22870.0,,,7576.0,,,6734.0,60000.0,,25455.0,,9000.0,,11455.0,3200.0,8000.0,,46047.0,,,5072.0,,70588.0,,11200.0,,20821.0,,,6727.0,26231.0,100000.0,5000.0,10000.0,,4194.0,25455.0,,15717.0,10909.0,,33552.0,9546.0,11923.0,,38611.0,15254.0,,,70751.0,,,,14414.0,15319.0,,5901.0,,11879.0,46047.0,24444.0,,,,,,12048.0,4563.0
1974,15385.0,,,8750.0,69986.0,,8113.0,18962.0,,,7778.0,,,6607.0,60000.0,,26364.0,,9000.0,,11607.0,3200.0,8000.0,,45455.0,,,5301.0,,70588.0,,8294.0,,20508.0,,,6435.0,26058.0,100000.0,5000.0,20000.0,,4200.0,25455.0,,15890.0,10909.0,,51388.0,9712.0,11923.0,,38421.0,15272.0,,,68460.0,,,,14683.0,15104.0,,4925.0,,12882.0,45455.0,24444.0,,,,,,12048.0,4617.0
1975,15385.0,,,8929.0,71470.0,,8302.0,18059.0,,,7895.0,,,6365.0,60000.0,,23636.0,,9000.0,,11786.0,3200.0,8000.0,,45652.0,,,4000.0,,70588.0,,10938.0,,21795.0,,,7111.0,24058.0,100000.0,6667.0,6429.0,,4200.0,25455.0,,15428.0,10500.0,,63674.0,18056.0,12075.0,,38025.0,15289.0,,,74526.0,,,,17941.0,15208.0,,5574.0,,11172.0,45652.0,24444.0,,,,,,12048.0,4672.0
1976,15385.0,,,9107.0,69100.0,,8333.0,18427.0,,,8000.0,,,6675.0,60000.0,,23636.0,,9250.0,,11754.0,3091.0,8000.0,,45957.0,,,6000.0,,70588.0,,11687.0,,21250.0,,,5367.0,36014.0,100000.0,6000.0,16418.0,,4202.0,26364.0,,15589.0,10909.0,,31570.0,8961.0,12000.0,,39031.0,15306.0,,,66379.0,,,,15136.0,15155.0,,5594.0,,11291.0,45957.0,24444.0,,,,,,12048.0,3921.0
1977,15385.0,,,8966.0,72560.0,,8519.0,18977.0,,,8049.0,,,5887.0,60000.0,,25455.0,,9250.0,,11930.0,3091.0,8000.0,,46809.0,,,6000.0,,70588.0,,11820.0,,18333.0,,,6869.0,22133.0,100000.0,6000.0,16667.0,,4157.0,26087.0,,15706.0,11429.0,,37008.0,11374.0,12069.0,,39000.0,15323.0,,,86713.0,,,,14186.0,15258.0,,8320.0,,10554.0,46809.0,24444.0,,,,,,12048.0,5276.0
1978,15385.0,,,9138.0,61020.0,,8519.0,16369.0,,,8140.0,,,6016.0,60000.0,,26364.0,,8974.0,,12069.0,3091.0,8000.0,,46667.0,,,5689.0,,70588.0,,11905.0,,22746.0,,,6849.0,24088.0,100000.0,6667.0,16667.0,,4200.0,26087.0,,16000.0,10500.0,,33549.0,6423.0,11935.0,,42045.0,15339.0,,,71212.0,,,,15278.0,15306.0,,12201.0,,11231.0,46667.0,24444.0,,,,,,12048.0,5186.0
1979,15385.0,,,9000.0,68475.0,,8545.0,17073.0,,,8222.0,,,6293.0,60000.0,,27273.0,,8974.0,,12069.0,3182.0,8000.0,,50435.0,,,5951.0,,70588.0,,10687.0,,23317.0,,,5944.0,16596.0,100000.0,6667.0,16667.0,,4200.0,27826.0,,16641.0,10500.0,,28569.0,10438.0,12063.0,,40000.0,15354.0,,,74830.0,,,,15000.0,15510.0,,8740.0,,12943.0,50435.0,24444.0,,,,,,12048.0,5306.0
1980,15385.0,,,8871.0,89450.0,,8727.0,16895.0,,,8298.0,,,6146.0,60000.0,,20667.0,,8974.0,,12069.0,3182.0,6000.0,,49167.0,,,6250.0,,70588.0,,9790.0,,23750.0,,,6098.0,13333.0,100000.0,5000.0,16667.0,,4157.0,27826.0,,16594.0,10667.0,,37626.0,4861.0,12121.0,,40000.0,15370.0,,,82576.0,,,,15000.0,15400.0,,7085.0,,13567.0,49167.0,24444.0,,,,,,12048.0,6082.0
1981,15385.0,,,9032.0,74020.0,,8909.0,17207.0,,,8333.0,,,5491.0,60000.0,,21333.0,,8974.0,10962.0,12069.0,3182.0,5000.0,,50000.0,,,6098.0,,70588.0,,11241.0,,25301.0,,,6383.0,30255.0,100000.0,6667.0,16667.0,,4115.0,26400.0,10962.0,16858.0,10882.0,,27371.0,10890.0,12000.0,,40000.0,15385.0,,,76330.0,,,,14894.0,15600.0,,7516.0,,11846.0,50000.0,24444.0,,,,,,12048.0,4679.0
1982,15385.0,,,8906.0,90000.0,,9091.0,16627.0,,,8367.0,,,5850.0,60000.0,,23333.0,,8974.0,10000.0,12069.0,3273.0,4400.0,,51020.0,,,6098.0,,70588.0,,11042.0,,24483.0,,,6588.0,20139.0,100000.0,6667.0,16667.0,,4115.0,26400.0,10000.0,16398.0,10769.0,,20877.0,15004.0,12055.0,,40000.0,15399.0,,,102942.0,,,,15000.0,15800.0,,9054.0,,12483.0,51020.0,24444.0,,,,,,12048.0,5803.0
1983,15385.0,,,9063.0,64000.0,,9273.0,17170.0,,,8400.0,,,6143.0,60000.0,,23333.0,,8974.0,10667.0,12069.0,3393.0,4904.0,,50000.0,,,6190.0,,70588.0,,10269.0,,25075.0,,,7010.0,29742.0,100000.0,6000.0,16667.0,,4075.0,26400.0,10667.0,13963.0,10789.0,,34300.0,10100.0,11948.0,,40000.0,15414.0,,,77110.0,,,,15122.0,16000.0,,6916.0,,12449.0,50000.0,24444.0,,,,,,12048.0,6181.0
1984,16429.0,,,9091.0,56000.0,,9455.0,17489.0,,,8600.0,,,6093.0,60000.0,,24000.0,,8974.0,8333.0,12069.0,3273.0,6795.0,,52941.0,,,6279.0,,70588.0,,10420.0,,23040.0,,,7933.0,33939.0,100000.0,6000.0,16667.0,,3704.0,26154.0,8333.0,14345.0,10667.0,,28000.0,6193.0,12000.0,,40000.0,15428.0,,,60406.0,,,,15122.0,16200.0,,8432.0,,13022.0,52941.0,24444.0,,,,,,12048.0,6490.0
1985,16429.0,9643.0,,9091.0,62500.0,,9550.0,13999.0,7097.0,,8627.0,,24966.0,6210.0,60000.0,,22222.0,,8974.0,10500.0,12069.0,3393.0,5673.0,,56000.0,8125.0,,6136.0,9467.0,70588.0,,11364.0,,32146.0,,,9705.0,33688.0,100000.0,7143.0,20000.0,51852.0,3333.0,26923.0,10500.0,14444.0,10625.0,16667.0,31375.0,14737.0,12093.0,,40172.0,15441.0,,6735.0,100683.0,,9000.0,22857.0,15227.0,16400.0,,6481.0,7750.0,12354.0,56000.0,24444.0,,17429.0,,12727.0,,12048.0,5484.0
1986,16429.0,9333.0,,9394.0,62500.0,,9730.0,15909.0,7226.0,,8824.0,,25000.0,6404.0,60000.0,,22222.0,,8974.0,11765.0,12069.0,3448.0,6253.0,,50000.0,8500.0,,6818.0,9600.0,70588.0,,11260.0,,33956.0,,,7539.0,28703.0,100000.0,7143.0,37143.0,51852.0,3519.0,27692.0,11765.0,14303.0,10667.0,16667.0,20833.0,8281.0,12222.0,,39516.0,15455.0,,6735.0,93052.0,,9000.0,23929.0,15000.0,16600.0,,8099.0,7875.0,13616.0,50000.0,25000.0,,17429.0,,12727.0,,12048.0,5429.0
1987,16667.0,9667.0,,9697.0,83333.0,,9910.0,18035.0,7097.0,,9020.0,,25219.0,6467.0,60000.0,,23333.0,,8974.0,12250.0,12069.0,3667.0,6429.0,,55556.0,8750.0,,6889.0,9733.0,70588.0,,11066.0,,31443.0,,,7801.0,31291.0,100000.0,7143.0,28571.0,48333.0,3333.0,28462.0,12250.0,13911.0,10690.0,12500.0,24769.0,11234.0,12340.0,,39523.0,15468.0,,6735.0,102668.0,,9000.0,24643.0,17688.0,15255.0,,7151.0,7818.0,15051.0,55556.0,25000.0,,17714.0,,12727.0,,12048.0,5725.0
1988,16667.0,10000.0,,10000.0,100000.0,,10090.0,17050.0,6774.0,,9216.0,,26125.0,6717.0,60000.0,,27273.0,,8974.0,11429.0,12069.0,3667.0,6471.0,,56296.0,9000.0,,6521.0,9600.0,70588.0,,10678.0,,30665.0,,,8447.0,26260.0,100000.0,6667.0,35000.0,43429.0,3407.0,29231.0,11429.0,12917.0,10667.0,12500.0,25000.0,9821.0,12766.0,,38464.0,15480.0,,6735.0,96165.0,,9200.0,25000.0,17069.0,17838.0,,9061.0,8000.0,11666.0,56296.0,25000.0,,18000.0,,12727.0,,12048.0,5361.0
1989,20000.0,10000.0,,10303.0,105750.0,2667.0,10270.0,16228.0,6903.0,,9231.0,,26135.0,7004.0,60000.0,,26667.0,,8974.0,12500.0,12069.0,3667.0,7000.0,,55714.0,8605.0,,6531.0,9333.0,66667.0,,10833.0,,23391.0,,,8829.0,37545.0,150000.0,6667.0,26250.0,47333.0,3519.0,29615.0,12500.0,17672.0,11000.0,39167.0,39865.0,9601.0,13191.0,,38620.0,15493.0,,6735.0,65385.0,,9200.0,25000.0,17077.0,17857.0,,8005.0,8041.0,13833.0,55714.0,25000.0,,18286.0,,12727.0,,12048.0,4899.0
1990,19875.0,10323.0,,10432.0,89450.0,3000.0,10286.0,17520.0,7840.0,,9275.0,,28395.0,7397.0,59675.0,,23333.0,,9455.0,11429.0,12061.0,3645.0,10981.0,,56140.0,8069.0,,6580.0,8000.0,88889.0,,11200.0,,32856.0,,5000.0,8809.0,25133.0,149067.0,6667.0,33315.0,50667.0,3645.0,30000.0,11429.0,16398.0,10625.0,40000.0,53924.0,5727.0,11793.0,12500.0,38622.0,15505.0,,7339.0,71661.0,,9126.0,25000.0,17335.0,17648.0,,7482.0,7631.0,14205.0,56140.0,24843.0,,18571.0,68000.0,12649.0,,12049.0,4770.0
1991,1535.0,10625.0,,9044.0,85967.0,2500.0,7997.0,11706.0,16723.0,,9595.0,,29125.0,7394.0,71520.0,,22353.0,,8571.0,11429.0,13333.0,3632.0,10909.0,,58571.0,9218.0,,6654.0,10133.0,88889.0,,11154.0,,25200.0,,5252.0,7294.0,24351.0,100000.0,6250.0,30000.0,50667.0,3571.0,30769.0,11429.0,16880.0,10371.0,60000.0,94000.0,12141.0,15013.0,15000.0,38613.0,15517.0,,6567.0,87502.0,,9048.0,25000.0,16706.0,17405.0,,8846.0,7023.0,13656.0,58571.0,24038.0,,18857.0,74000.0,1558.0,,13245.0,4632.0
1992,2072.0,12215.0,,9100.0,44600.0,,8386.0,16325.0,15522.0,,9671.0,,28012.0,7540.0,71803.0,,22222.0,,8889.0,10000.0,13360.0,3654.0,13032.0,17647.0,57931.0,8947.0,13522.0,6731.0,10000.0,88889.0,39897.0,11111.0,,29848.0,16000.0,5284.0,8961.0,66676.0,100000.0,6762.0,26667.0,50750.0,3571.0,31538.0,10000.0,16569.0,10314.0,60000.0,22639.0,11000.0,15034.0,16667.0,39474.0,15529.0,,5459.0,51403.0,,9014.0,25000.0,,17579.0,,8750.0,7203.0,13079.0,57931.0,24008.0,36514.0,19143.0,74000.0,1601.0,78000.0,12807.0,5778.0
1993,3104.0,13642.0,,9156.0,39410.0,,8774.0,14815.0,14321.0,3594.0,9747.0,3103.0,26886.0,8094.0,72085.0,,22975.0,10000.0,8947.0,10000.0,13699.0,3676.0,11111.0,19113.0,57333.0,9275.0,9646.0,6857.0,9333.0,91475.0,49772.0,11071.0,,32904.0,22498.0,5000.0,8603.0,81403.0,100000.0,6975.0,26763.0,58571.0,,32308.0,10000.0,16909.0,10256.0,60000.0,37500.0,,15055.0,17500.0,39241.0,15541.0,,3985.0,67905.0,,9065.0,25000.0,,17365.0,,8333.0,7383.0,14677.0,57333.0,23977.0,31086.0,19429.0,74000.0,1643.0,77732.0,12500.0,5133.0
1994,4135.0,15142.0,,9211.0,25500.0,,9162.0,14706.0,13120.0,3646.0,9823.0,7994.0,,8084.0,72367.0,,22500.0,10000.0,9000.0,10545.0,13308.0,3698.0,10546.0,19673.0,57981.0,9322.0,18670.0,6253.0,9667.0,93816.0,40161.0,10931.0,,27311.0,22712.0,5000.0,9585.0,84818.0,100000.0,7500.0,26494.0,75000.0,,33077.0,10545.0,10964.0,10195.0,60000.0,46388.0,,15186.0,24348.0,41250.0,15552.0,,4250.0,71198.0,,9107.0,25000.0,,17931.0,,8639.0,7563.0,14122.0,57981.0,23980.0,23575.0,19526.0,73333.0,2276.0,78087.0,13038.0,5546.0
1995,5166.0,16724.0,,9267.0,23882.0,,9550.0,14493.0,11919.0,3723.0,9899.0,5676.0,,7932.0,72649.0,,23404.0,8974.0,9048.0,10526.0,13161.0,3719.0,12942.0,20242.0,58926.0,9369.0,17032.0,6337.0,9600.0,100000.0,39792.0,10901.0,,28501.0,22926.0,5263.0,9173.0,84649.0,100000.0,7500.0,26297.0,90909.0,,33846.0,10526.0,15779.0,10588.0,60000.0,45687.0,,15278.0,22273.0,40000.0,15563.0,,5000.0,82294.0,104688.0,9155.0,25000.0,,18402.0,,8750.0,7743.0,14461.0,58926.0,24108.0,24032.0,19638.0,73333.0,3397.0,78434.0,12903.0,4861.0
1996,7529.0,18396.0,,9323.0,19837.0,,9939.0,14838.0,9749.0,3860.0,9847.0,6748.0,,7962.0,72932.0,,20000.0,9500.0,8947.0,8000.0,12991.0,3741.0,10689.0,20821.0,59601.0,9421.0,13609.0,7273.0,9733.0,97518.0,40373.0,10861.0,,28579.0,23139.0,5333.0,11292.0,81850.0,150000.0,7279.0,26075.0,110000.0,,32963.0,8000.0,16071.0,10032.0,60000.0,45086.0,,15417.0,22500.0,42683.0,15574.0,,6000.0,107102.0,104286.0,9200.0,25000.0,,18697.0,18000.0,9000.0,7649.0,15144.0,59601.0,24236.0,37920.0,19776.0,74000.0,5717.0,77083.0,13496.0,5597.0
1997,13247.0,20139.0,,9379.0,20026.0,,10327.0,14946.0,7920.0,3857.0,9754.0,7834.0,,7982.0,73214.0,,25226.0,9898.0,8974.0,11250.0,12794.0,3763.0,10667.0,21410.0,60606.0,9473.0,13708.0,6689.0,9600.0,98272.0,40000.0,10826.0,,24073.0,23352.0,5455.0,10351.0,75744.0,133333.0,7307.0,25862.0,96923.0,,32143.0,11250.0,15507.0,9929.0,60000.0,44529.0,,15300.0,20000.0,40000.0,15575.0,,5833.0,80147.0,104286.0,9167.0,25000.0,,18932.0,17050.0,8953.0,7652.0,16302.0,60606.0,24363.0,30392.0,20000.0,74000.0,12112.0,79159.0,13208.0,5405.0
1998,20469.0,22127.0,,9435.0,20191.0,,10269.0,16493.0,8075.0,3916.0,9811.0,5826.0,,7982.0,73736.0,,27605.0,10000.0,9000.0,9250.0,12566.0,3785.0,10714.0,22011.0,61366.0,9688.0,16719.0,6858.0,9671.0,98805.0,39947.0,10789.0,,29478.0,35000.0,5481.0,11706.0,79574.0,128571.0,7336.0,25667.0,140000.0,,31379.0,9250.0,15406.0,9823.0,60000.0,43994.0,,15306.0,22000.0,38462.0,15585.0,,5455.0,95379.0,74286.0,9091.0,25000.0,,19147.0,16970.0,9049.0,8000.0,16176.0,61366.0,24491.0,55995.0,19913.0,74074.0,12502.0,77469.0,15290.0,5908.0
1999,25000.0,23095.0,10000.0,9490.0,20334.0,,10859.0,17241.0,8061.0,3964.0,9808.0,5117.0,,8122.0,67078.0,,32143.0,10369.0,9024.0,11429.0,12325.0,3766.0,10769.0,22623.0,63235.0,9794.0,16119.0,7084.0,9610.0,99277.0,39540.0,10667.0,,30145.0,20000.0,5588.0,10976.0,87164.0,142857.0,7366.0,25410.0,137833.0,,31448.0,11429.0,13300.0,9714.0,60000.0,51183.0,,15284.0,19417.0,39241.0,15594.0,,5556.0,71547.0,74054.0,9356.0,25000.0,,19356.0,16667.0,9145.0,8355.0,15800.0,63235.0,24619.0,40858.0,20000.0,77333.0,12522.0,96424.0,20685.0,6387.0
2000,30769.0,25576.0,9839.0,9546.0,32792.0,,11429.0,20396.0,6728.0,4035.0,9804.0,4600.0,,8161.0,60000.0,,31234.0,11000.0,9048.0,10000.0,12115.0,3700.0,11629.0,23248.0,60571.0,9796.0,15418.0,7313.0,9615.0,100000.0,39186.0,10679.0,,25754.0,23324.0,5932.0,11760.0,82644.0,132656.0,7500.0,25000.0,150385.0,,31448.0,10000.0,20661.0,9601.0,60000.0,45477.0,,15300.0,15789.0,39043.0,15599.0,,5603.0,78678.0,71636.0,9107.0,25000.0,,19563.0,15000.0,9246.0,8718.0,15841.0,60571.0,24747.0,46368.0,20063.0,79487.0,12601.0,71030.0,13432.0,5670.0
2001,36000.0,28282.0,10000.0,9602.0,33190.0,,11637.0,20363.0,8059.0,4067.0,10200.0,6462.0,,8065.0,88476.0,,32051.0,10923.0,9153.0,12500.0,11668.0,3571.0,11718.0,23885.0,61354.0,9899.0,19854.0,7549.0,9620.0,100000.0,37143.0,10630.0,,28872.0,23454.0,6149.0,12148.0,89239.0,131920.0,7500.0,22222.0,142182.0,,31448.0,12500.0,19135.0,9485.0,60000.0,45096.0,,15290.0,15542.0,38876.0,15609.0,,5455.0,92244.0,65183.0,9480.0,25000.0,,19770.0,16448.0,9303.0,9615.0,15944.0,61354.0,24187.0,46746.0,20270.0,78571.0,14215.0,75000.0,13640.0,5697.0
2002,41667.0,31157.0,10000.0,9658.0,36892.0,,11504.0,20848.0,6956.0,4101.0,10332.0,7227.0,,8001.0,88476.0,,32019.0,11250.0,9200.0,11111.0,11501.0,3787.0,11814.0,24536.0,61972.0,9550.0,19661.0,7254.0,9620.0,100000.0,38625.0,10323.0,,24537.0,23585.0,6398.0,10824.0,90509.0,133333.0,7494.0,24164.0,113750.0,,31448.0,11111.0,17523.0,9366.0,60000.0,44760.0,,15294.0,8025.0,38824.0,15567.0,,5538.0,94877.0,61442.0,9530.0,25000.0,,19977.0,16659.0,9387.0,9174.0,16053.0,61972.0,27271.0,45122.0,20000.0,78947.0,18349.0,80964.0,14894.0,6398.0
2003,47826.0,34167.0,10000.0,9716.0,36744.0,,12768.0,21090.0,8000.0,4111.0,10466.0,6871.0,,8081.0,80126.0,,32118.0,11291.0,9249.0,17143.0,11405.0,3842.0,12052.0,25375.0,63889.0,9346.0,22309.0,7807.0,9620.0,100000.0,38526.0,10555.0,,26775.0,23672.0,6778.0,15959.0,94192.0,130769.0,7539.0,24121.0,111867.0,,31448.0,17143.0,17278.0,9241.0,60000.0,44551.0,,15281.0,8125.0,38369.0,15610.0,,5539.0,68238.0,55659.0,9629.0,25000.0,,20261.0,16941.0,9453.0,9032.0,16143.0,63889.0,29907.0,46061.0,20000.0,80252.0,22214.0,81388.0,14925.0,6647.0
2004,54545.0,35977.0,10000.0,9709.0,36752.0,,13696.0,21658.0,8011.0,4088.0,10604.0,8614.0,,8556.0,54973.0,,34444.0,11503.0,9301.0,12000.0,11383.0,3892.0,10985.0,26405.0,64136.0,9238.0,24377.0,8431.0,9653.0,105683.0,38482.0,10326.0,,29408.0,23738.0,7081.0,16075.0,92385.0,130933.0,7500.0,24129.0,113961.0,,31448.0,12000.0,18569.0,9109.0,60000.0,44528.0,,15392.0,7945.0,38083.0,15668.0,,5572.0,99861.0,50114.0,9786.0,24823.0,,20625.0,17287.0,9512.0,8571.0,16056.0,64136.0,24849.0,42683.0,20342.0,69307.0,27645.0,81836.0,12797.0,6760.0
2005,65000.0,45800.0,10000.0,9764.0,36757.0,,14656.0,21864.0,8006.0,4058.0,10741.0,8554.0,,11991.0,80083.0,,39167.0,11707.0,9353.0,12500.0,11372.0,3989.0,13431.0,27450.0,65753.0,9091.0,22853.0,9412.0,9625.0,107489.0,38984.0,10577.0,,26905.0,23773.0,7680.0,15492.0,106555.0,133333.0,7143.0,24151.0,112308.0,,31448.0,12500.0,19044.0,8974.0,60000.0,44507.0,,15183.0,7598.0,37797.0,15610.0,,5213.0,87419.0,44570.0,9956.0,24644.0,,20988.0,17654.0,9571.0,10260.0,16111.0,65753.0,22000.0,42500.0,20000.0,76270.0,35436.0,82281.0,22505.0,7723.0
