,Kenya,Belarus,Croatia,Syrian Arab Republic,Brazil,Ethiopia,Denmark,The former Yugoslav Republic of Macedonia,Greece,Ireland,Zimbabwe,Kyrgyzstan,Norway,Australia & New Zealand,Yugoslav SFR,Mongolia,Algeria,Slovenia,Ukraine,Israel,Belgium,Lesotho,Switzerland,Uruguay,Azerbaijan,Bosnia and Herzegovina,China,Colombia,Latvia,Lebanon,Uzbekistan,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Argentina,Portugal,Poland,"China, mainland",Russian Federation,Italy,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Czechoslovakia,Serbia,Germany,Armenia,United Kingdom,Canada,Japan,Iraq,Cyprus,Spain,New Zealand,Bulgaria,United States of America,Democratic Republic of the Congo,Kuwait,Czechia,Bhutan,Ghana,Georgia,Tajikistan,Austria,Morocco,Ethiopia PDR,Sweden,USSR,Mexico,Romania,Ecuador,Tunisia,Albania,Turkmenistan,France,South Africa,Australia,Lithuania,Finland,Netherlands,Belgium-Luxembourg,Slovakia,Republic of Moldova,Turkey
1975,9000.0,-1.0,-1.0,2935.0,44793.0,-1.0,111081.0,-1.0,70300.0,48986.0,-1.0,-1.0,102541.0,1007034.0,270500.0,59200.0,88080.0,-1.0,-1.0,710.0,-1.0,700.0,13320.0,83747.0,-1.0,-1.0,700000.0,400.0,-1.0,1000.0,-1.0,94450.0,44710.0,-1.0,-1.0,-1.0,337750.0,206630.0,1291181.0,700000.0,-1.0,239000.0,-1.0,4250.0,1035.0,50000.0,-1.0,213874.0,-1.0,1163628.0,-1.0,233000.0,2414500.0,13300.0,-1.0,870.0,457200.0,19034.0,50172.0,5276210.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,101045.0,32300.0,14000.0,463600.0,12107000.0,59393.0,70134.0,500.0,24000.0,21300.0,-1,641100.0,80000.0,988000.0,-1.0,572000.0,34346.0,82782.0,-1.0,-1.0,260000.0
1976,8000.0,-1.0,-1.0,2150.0,36205.0,-1.0,97689.0,-1.0,64800.0,40267.0,-1.0,-1.0,102393.0,1008181.0,231800.0,49400.0,118530.0,-1.0,-1.0,750.0,-1.0,700.0,12620.0,57721.0,-1.0,-1.0,599000.0,300.0,-1.0,800.0,-1.0,79470.0,38580.0,-1.0,-1.0,-1.0,383000.0,215241.0,1114737.0,599000.0,-1.0,235500.0,-1.0,3500.0,895.0,48000.0,-1.0,169332.0,-1.0,1045445.0,-1.0,235000.0,2409343.0,9900.0,-1.0,896.0,454500.0,12792.0,44234.0,4788980.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,94747.0,30700.0,15000.0,449826.0,11269000.0,65813.0,44700.0,500.0,25000.0,21000.0,-1,652000.0,70000.0,995389.0,-1.0,551100.0,25432.0,59363.0,-1.0,-1.0,241000.0
1977,8200.0,-1.0,-1.0,1836.0,39715.0,-1.0,77706.0,-1.0,57300.0,34500.0,-1.0,-1.0,99199.0,1092751.0,231000.0,58800.0,128800.0,-1.0,-1.0,690.0,-1.0,700.0,11010.0,30446.0,-1.0,-1.0,595000.0,400.0,-1.0,700.0,-1.0,75010.0,31849.0,-1.0,-1.0,-1.0,430000.0,145176.0,1096542.0,595000.0,-1.0,225109.0,-1.0,3400.0,1013.0,48000.0,-1.0,165602.0,-1.0,945801.0,-1.0,194684.0,2120100.0,8200.0,-1.0,903.0,405500.0,16757.0,57061.0,5457100.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,89628.0,27400.0,15000.0,457660.0,13026000.0,63736.0,54303.0,500.0,26100.0,21000.0,-1,623900.0,60000.0,1075994.0,-1.0,416700.0,20780.0,48018.0,-1.0,-1.0,229750.0
1978,7000.0,-1.0,-1.0,1713.0,55552.0,-1.0,60816.0,-1.0,56400.0,30877.0,-1.0,-1.0,97348.0,1375323.0,210605.0,61800.0,92390.0,-1.0,-1.0,500.0,-1.0,700.0,11480.0,34406.0,-1.0,-1.0,612000.0,1100.0,-1.0,800.0,-1.0,74780.0,27450.0,-1.0,-1.0,-1.0,500000.0,176981.0,1029782.0,612000.0,-1.0,227831.0,-1.0,2650.0,1042.0,45000.0,-1.0,131754.0,-1.0,902254.0,-1.0,180283.0,1802400.0,10600.0,1500.0,589.0,441900.0,16222.0,50929.0,4502580.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,89271.0,25700.0,15500.0,453211.0,12097000.0,64613.0,47726.0,500.0,18700.0,20000.0,-1,611100.0,50000.0,1359101.0,-1.0,446400.0,25100.0,47154.0,-1.0,-1.0,225000.0
1979,7000.0,-1.0,-1.0,2150.0,62629.0,-1.0,38942.0,-1.0,53500.0,28126.0,393.0,-1.0,95190.0,1141474.0,209000.0,57600.0,130600.0,-1.0,-1.0,500.0,-1.0,700.0,10310.0,59363.0,-1.0,-1.0,552000.0,1000.0,-1.0,800.0,-1.0,78720.0,44396.0,-1.0,-1.0,-1.0,410000.0,159113.0,1094207.0,552000.0,-1.0,222098.0,-1.0,1845.0,1000.0,45000.0,-1.0,126998.0,-1.0,864446.0,-1.0,135796.0,1492100.0,6600.0,1600.0,589.0,436300.0,18352.0,52715.0,3918100.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,95032.0,14800.0,15500.0,456643.0,12226000.0,53814.0,59678.0,500.0,23800.0,20000.0,-1,539600.0,60000.0,1123122.0,-1.0,451100.0,20850.0,43963.0,-1.0,-1.0,220000.0
1980,7000.0,-1.0,-1.0,1823.0,75522.0,-1.0,40000.0,-1.0,51900.0,24500.0,512.0,-1.0,111983.0,1111217.0,194000.0,48800.0,163320.0,-1.0,-1.0,690.0,-1.0,700.0,11117.0,36879.0,-1.0,-1.0,567000.0,850.0,-1.0,800.0,-1.0,92380.0,35069.0,-1.0,-1.0,-1.0,349600.0,174731.0,997190.0,567000.0,-1.0,225973.0,-1.0,1405.0,1265.0,43000.0,-1.0,121050.0,-1.0,846205.0,-1.0,147629.0,1451400.0,6500.0,1150.0,669.0,458100.0,18660.0,40650.0,3503300.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,91989.0,28700.0,6700.0,451512.0,11757000.0,40713.0,50914.0,500.0,25000.0,20000.0,-1,534000.0,45000.0,1092557.0,-1.0,447800.0,18123.0,37500.0,-1.0,-1.0,196000.0
1981,7000.0,-1.0,-1.0,1666.0,90231.0,-1.0,41660.0,-1.0,52100.0,22900.0,500.0,-1.0,118100.0,1400572.0,194000.0,47700.0,149610.0,-1.0,-1.0,150.0,-1.0,700.0,12010.0,25289.0,-1.0,-1.0,600000.0,800.0,-1.0,670.0,-1.0,80110.0,55249.0,-1.0,-1.0,-1.0,298500.0,160340.0,1155852.0,600000.0,-1.0,222058.0,-1.0,2215.0,2167.0,43000.0,-1.0,147093.0,-1.0,853526.0,-1.0,144000.0,1560600.0,4900.0,950.0,321.0,463700.0,12572.0,45581.0,3806800.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,91544.0,52200.0,35200.0,474253.0,12467000.0,78145.0,59800.0,500.0,25000.0,20000.0,-1,500800.0,55000.0,1388000.0,-1.0,434100.0,21168.0,35700.0,-1.0,-1.0,180000.0
1982,7000.0,-1.0,-1.0,1211.0,94596.0,-1.0,43472.0,-1.0,48600.0,22800.0,500.0,-1.0,133398.0,1227854.0,176000.0,33300.0,113210.0,-1.0,-1.0,150.0,-1.0,700.0,13530.0,35834.0,-1.0,-1.0,548500.0,800.0,-1.0,670.0,-1.0,68330.0,50057.0,-1.0,-1.0,-1.0,408000.0,169702.0,1085636.0,548500.0,-1.0,217853.0,-1.0,7520.0,2416.0,40000.0,-1.0,161013.0,-1.0,941072.0,-1.0,129000.0,1612900.0,4410.0,1175.0,268.0,441500.0,15854.0,43492.0,4151200.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,91353.0,68600.0,79400.0,477012.0,11489000.0,70533.0,88436.0,500.0,25000.0,20000.0,-1,520000.0,60000.0,1212000.0,-1.0,459300.0,23700.0,43744.0,-1.0,-1.0,175000.0
1983,2367.0,-1.0,-1.0,1295.0,95105.0,-1.0,28980.0,-1.0,43000.0,22600.0,400.0,-1.0,116215.0,1793589.0,168000.0,52900.0,103350.0,-1.0,-1.0,150.0,-1.0,700.0,11160.0,53514.0,-1.0,-1.0,549000.0,600.0,-1.0,530.0,-1.0,84850.0,47590.0,-1.0,-1.0,-1.0,410000.0,191370.0,1042007.0,549000.0,-1.0,206849.0,-1.0,4013.0,2063.0,40000.0,-1.0,146517.0,-1.0,763846.0,-1.0,108000.0,1400300.0,4190.0,725.0,241.0,454100.0,21742.0,34171.0,3667000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,82806.0,49200.0,56920.0,404088.0,12389000.0,134208.0,70296.0,500.0,23000.0,20000.0,-1,436000.0,55000.0,1771847.0,-1.0,449300.0,13518.0,28000.0,-1.0,-1.0,170000.0
1984,2367.0,-1.0,-1.0,1963.0,113719.0,-1.0,33736.0,-1.0,43400.0,24900.0,250.0,-1.0,122680.0,1060746.0,152551.0,55500.0,125270.0,-1.0,-1.0,90.0,-1.0,700.0,10420.0,49501.0,-1.0,-1.0,499000.0,1000.0,-1.0,330.0,-1.0,96250.0,43770.0,-1.0,-1.0,-1.0,434300.0,194116.0,934221.0,499000.0,-1.0,190176.0,-1.0,4400.0,3368.0,40000.0,-1.0,129240.0,-1.0,715642.0,-1.0,106000.0,1336500.0,3710.0,650.0,268.0,479290.0,19746.0,23410.0,3303500.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,77457.0,54700.0,26190.0,428443.0,12806000.0,116755.0,66800.0,212.0,23000.0,20000.0,-1,444000.0,55000.0,1041000.0,-1.0,418600.0,12058.0,31866.0,-1.0,-1.0,172000.0
1985,3619.0,-1.0,-1.0,1000.0,150395.0,-1.0,38422.0,-1.0,42666.0,23300.0,350.0,-1.0,127180.0,1081896.0,151133.0,43800.0,138110.0,-1.0,-1.0,150.0,-1.0,700.0,9849.0,32976.0,-1.0,-1.0,499000.0,2400.0,-1.0,330.0,-1.0,84920.0,44004.0,-1.0,-1.0,-1.0,333000.0,190031.0,994501.0,499000.0,-1.0,181635.0,-1.0,4000.0,3400.0,38000.0,-1.0,121173.0,-1.0,761719.0,-1.0,134000.0,1263300.0,3130.0,650.0,241.0,459038.0,13460.0,28673.0,3297000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,75247.0,46500.0,37160.0,445000.0,12604000.0,98949.0,72100.0,794.0,23000.0,20000.0,-1,432800.0,15000.0,1068436.0,-1.0,411200.0,11257.0,32368.0,-1.0,-1.0,166785.0
1986,4000.0,-1.0,-1.0,700.0,123051.0,-1.0,24342.0,-1.0,43000.0,23000.0,280.0,-1.0,125980.0,1184878.0,152413.0,49323.0,136900.0,-1.0,-1.0,579.0,-1.0,700.0,7110.0,42095.0,-1.0,-1.0,500000.0,2000.0,-1.0,300.0,-1.0,63860.0,41335.0,-1.0,-1.0,-1.0,312000.0,129351.0,923979.0,500000.0,-1.0,184039.0,-1.0,3745.0,3500.0,38000.0,-1.0,114958.0,-1.0,668227.0,-1.0,97000.0,1287000.0,3210.0,950.0,201.0,393475.0,15878.0,28410.0,2768000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,73362.0,53000.0,38910.0,454700.0,13173000.0,95952.0,66100.0,1365.0,17000.0,20000.0,-1,313000.0,35000.0,1169000.0,-1.0,403200.0,6501.0,23116.0,-1.0,-1.0,157996.0
1987,5385.0,-1.0,-1.0,700.0,131498.0,-1.0,19819.0,-1.0,44000.0,23000.0,200.0,-1.0,115080.0,1322747.0,140000.0,46785.0,117290.0,-1.0,-1.0,346.0,-1.0,700.0,8090.0,57881.0,-1.0,-1.0,596500.0,2400.0,-1.0,350.0,-1.0,55510.0,39637.0,-1.0,-1.0,-1.0,476420.0,131211.0,856060.0,596500.0,-1.0,176839.0,-1.0,4230.0,3700.0,35000.0,-1.0,108147.0,-1.0,608192.0,-1.0,99000.0,1262800.0,2990.0,1050.0,267.0,352727.0,20747.0,27655.0,2787500.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,69373.0,46700.0,41100.0,397300.0,11790000.0,106328.0,76300.0,2573.0,17000.0,20000.0,-1,277000.0,50000.0,1302000.0,-1.0,367500.0,8971.0,21003.0,-1.0,-1.0,177998.0
1988,3800.0,-1.0,-1.0,738.0,114950.0,-1.0,41079.0,-1.0,43000.0,22600.0,157.0,-1.0,125980.0,1327016.0,134875.0,42348.0,108000.0,-1.0,-1.0,300.0,-1.0,700.0,8970.0,51630.0,-1.0,-1.0,595000.0,2300.0,-1.0,355.0,-1.0,60710.0,41870.0,-1.0,-1.0,-1.0,355590.0,111422.0,850012.0,595000.0,-1.0,170883.0,-1.0,4053.0,3952.0,35000.0,-1.0,102325.0,-1.0,622039.0,-1.0,120000.0,1371400.0,2510.0,1125.0,134.0,360000.0,17542.0,27304.0,2238000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,69145.0,53600.0,52890.0,424500.0,10946000.0,82176.0,91600.0,1700.0,6200.0,20000.0,-1,265000.0,35000.0,1309474.0,-1.0,387800.0,13081.0,25000.0,-1.0,-1.0,148960.0
1989,3400.0,-1.0,-1.0,1500.0,195120.0,-1.0,26548.0,-1.0,41000.0,22400.0,300.0,-1.0,131887.0,1107186.0,144203.0,33700.0,113260.0,-1.0,-1.0,990.0,-1.0,700.0,10770.0,64968.0,-1.0,-1.0,547500.0,1300.0,-1.0,360.0,-1.0,68690.0,44722.0,-1.0,-1.0,-1.0,444200.0,122336.0,803207.0,547500.0,-1.0,168632.0,-1.0,3730.0,4000.0,30000.0,-1.0,101942.0,-1.0,561610.0,-1.0,118552.0,1581000.0,2420.0,1250.0,134.0,358900.0,18437.0,37958.0,2785000.0,0.0,-1,-1.0,-1,-1.0,-1.0,-1.0,67150.0,54300.0,42520.0,411320.0,10750000.0,85320.0,105700.0,1010.0,10000.0,20000.0,-1,266217.0,30000.0,1088749.0,-1.0,446400.0,7777.0,22000.0,-1.0,-1.0,140000.0
