,Estonia,Kenya,Bolivia (Plurinational State of),Peru,Belarus,Croatia,United Kingdom,India,Armenia,Ethiopia,Brazil,Nepal,Austria,Denmark,Canada,United States of America,Greece,Afghanistan,Iraq,Cyprus,Netherlands,Japan,Eritrea,Bulgaria,Australia & New Zealand,Bangladesh,Iran (Islamic Republic of),Pakistan,Morocco,Tajikistan,Kyrgyzstan,Argentina,Ukraine,Germany,Belgium,Turkmenistan,Uruguay,Czechoslovakia,Ethiopia PDR,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Spain,Egypt,Bosnia and Herzegovina,China,Tunisia,Uzbekistan,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Hungary,Kazakhstan,Chile,Australia,France,Lithuania,Poland,"China, mainland",Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1971,-1.0,240.0,-1.0,15.0,-1.0,-1,-1.0,1896800.0,-1.0,-1.0,25544.0,25000.0,-1.0,85.0,715393.0,625231.0,100.0,47400.0,9461.0,250.0,7118.0,-1.0,-1.0,9197.0,25830.0,14600.0,3000.0,6174.0,3100.0,-1,-1.0,833800.0,-1.0,11166.0,-1.0,-1,91550.0,25518.0,122400.0,-1.0,-1.0,26825.0,1470000.0,84100.0,-1.0,209.0,9662.0,-1,44000.0,2000.0,-1.0,-1.0,2048.0,177.0,-1.0,-1.0,-1,25900.0,-1.0,1000.0,19830.0,41500.0,-1.0,100500.0,44000.0,-1.0,10500.0,6000.0,823.0,12456.0
1972,-1.0,240.0,-1.0,75.0,-1.0,-1,-1.0,2064400.0,-1.0,-1.0,18677.0,27000.0,-1.0,51.0,534582.0,464977.0,100.0,47900.0,5948.0,250.0,6099.0,-1.0,-1.0,8354.0,22300.0,20000.0,3000.0,7679.0,8300.0,-1,-1.0,450860.0,-1.0,8995.0,-1.0,-1,73620.0,25180.0,124800.0,-1.0,-1.0,6826.0,1496000.0,83500.0,-1.0,1195.0,14703.0,-1,43000.0,2000.0,-1.0,-1.0,1631.0,197.0,-1.0,-1.0,-1,24700.0,-1.0,1000.0,16300.0,34200.0,-1.0,96400.0,43000.0,-1.0,11000.0,6000.0,2724.0,8051.0
1973,-1.0,240.0,-1.0,75.0,-1.0,-1,-1.0,1725600.0,-1.0,-1.0,16339.0,25000.0,-1.0,46.0,586786.0,687956.0,-1.0,50800.0,1071.0,-1.0,4955.0,-1.0,-1.0,7017.0,23777.0,30000.0,3000.0,9000.0,1900.0,-1,-1.0,441100.0,-1.0,3847.0,-1.0,-1,47880.0,29551.0,125000.0,-1.0,-1.0,9843.0,1470000.0,84500.0,-1.0,1069.0,17643.0,-1,45000.0,2000.0,-1.0,-1.0,1284.0,201.0,-1.0,-1.0,-1,21100.0,-1.0,1000.0,17777.0,33100.0,-1.0,77300.0,45000.0,-1.0,11000.0,6000.0,2575.0,6647.0
1974,-1.0,240.0,-1.0,75.0,-1.0,-1,-1.0,2038200.0,-1.0,-1.0,11654.0,25000.0,-1.0,149.0,586790.0,671364.0,-1.0,50400.0,1077.0,-1.0,7388.0,-1.0,-1.0,6576.0,38261.0,40000.0,3000.0,10250.0,1900.0,-1,-1.0,389600.0,-1.0,2198.0,-1.0,-1,42421.0,28424.0,54400.0,-1.0,-1.0,4890.0,1410000.0,82500.0,-1.0,1217.0,19744.0,-1,46000.0,1500.0,-1.0,-1.0,920.0,178.0,-1.0,-1.0,-1,14894.0,-1.0,1000.0,35562.0,38400.0,-1.0,73900.0,46000.0,-1.0,14000.0,2699.0,1994.0,9066.0
1975,-1.0,250.0,-1.0,85.0,-1.0,-1,-1.0,2070700.0,-1.0,-1.0,7804.0,20000.0,-1.0,133.0,566552.0,611471.0,-1.0,56400.0,2300.0,-1.0,5126.0,-1.0,-1.0,5878.0,22534.0,50000.0,3000.0,7937.0,2400.0,-1,-1.0,500600.0,-1.0,1951.0,-1.0,-1,69761.0,30906.0,88500.0,-1.0,-1.0,15974.0,1403000.0,83100.0,-1.0,1500.0,22684.0,-1,48000.0,2000.0,-1.0,-1.0,629.0,60.0,-1.0,-1.0,-1,19368.0,-1.0,1200.0,15654.0,48000.0,-1.0,79069.0,48000.0,-1.0,13000.0,6880.0,2567.0,9291.0
1976,-1.0,250.0,-1.0,60.0,-1.0,-1,-1.0,2118700.0,-1.0,-1.0,7085.0,20000.0,-1.0,106.0,323744.0,386500.0,-1.0,56400.0,894.0,-1.0,5337.0,-1.0,-1.0,6621.0,20235.0,55000.0,3000.0,7916.0,700.0,-1,-1.0,446400.0,-1.0,1395.0,-1.0,-1,98011.0,30047.0,49600.0,-1.0,-1.0,8371.0,1361000.0,84900.0,-1.0,1884.0,19950.0,-1,50000.0,1800.0,-1.0,-1.0,568.0,53.0,-1.0,-1.0,-1,19013.0,-1.0,1200.0,15299.0,63000.0,-1.0,86545.0,50000.0,-1.0,11000.0,4936.0,5199.0,8999.0
1977,-1.0,250.0,-1.0,41.0,-1.0,-1,-1.0,1888400.0,-1.0,-1.0,9039.0,18000.0,-1.0,71.0,598000.0,501400.0,-1.0,56400.0,981.0,-1.0,5711.0,-1.0,-1.0,4353.0,48246.0,60000.0,3000.0,7929.0,200.0,-1,-1.0,674000.0,-1.0,559.0,-1.0,-1,73879.0,32834.0,36400.0,-1.0,-1.0,12233.0,1362000.0,80400.0,-1.0,1898.0,24638.0,-1,51000.0,2000.0,-1.0,-1.0,569.0,30.0,-1.0,-1.0,-1,14648.0,-1.0,1000.0,43837.0,57195.0,-1.0,62346.0,51000.0,-1.0,9250.0,4409.0,10232.0,9987.0
1978,-1.0,250.0,-1.0,36.0,-1.0,-1,-1.0,2009900.0,-1.0,-1.0,6077.0,18000.0,-1.0,41.0,526084.0,278000.0,-1.0,56400.0,875.0,-1.0,5170.0,-1.0,-1.0,4804.0,18709.0,65000.0,3000.0,10269.0,0.0,-1,-1.0,884000.0,-1.0,472.0,-1.0,-1,87964.0,31738.0,37900.0,-1.0,-1.0,8644.0,1339000.0,75400.0,-1.0,1856.0,25211.0,-1,52800.0,2600.0,-1.0,-1.0,383.0,20.0,-1.0,-1.0,-1,8787.0,-1.0,1000.0,13085.0,49723.0,-1.0,83922.0,52800.0,-1.0,4850.0,5624.0,2608.0,8548.0
1979,-1.0,250.0,-1.0,39.0,-1.0,-1,-1.0,2091500.0,-1.0,-1.0,15000.0,15000.0,-1.0,50.0,930764.0,355300.0,-1.0,55700.0,2850.0,-1.0,3603.0,-1.0,-1.0,4526.0,20705.0,70000.0,3000.0,12525.0,0.0,-1,-1.0,817000.0,-1.0,286.0,-1.0,-1,69073.0,31224.0,42720.0,-1.0,-1.0,7097.0,1212000.0,83600.0,-1.0,913.0,28781.0,-1,60000.0,2000.0,-1.0,-1.0,412.0,13.0,-1.0,-1.0,-1,14851.0,-1.0,1000.0,17205.0,50438.0,-1.0,100905.0,60000.0,-1.0,8500.0,3500.0,1745.0,7288.0
1980,-1.0,250.0,-1.0,114.0,-1.0,-1,-1.0,1613600.0,-1.0,-1.0,370.0,14000.0,-1.0,134.0,554400.0,268300.0,-1.0,54300.0,2275.0,-1.0,4058.0,-1.0,-1.0,5625.0,11398.0,70000.0,3000.0,10280.0,-1.0,-1,-1.0,978000.0,-1.0,0.0,-1.0,-1,71993.0,30417.0,56560.0,-1.0,-1.0,4667.0,1266000.0,82200.0,-1.0,11.0,28406.0,-1,80000.0,2000.0,-1.0,-1.0,310.0,25.0,-1.0,-1.0,-1,8761.0,-1.0,1000.0,9956.0,49000.0,-1.0,82144.0,80000.0,-1.0,8700.0,1442.0,1562.0,7257.0
1981,-1.0,250.0,-1.0,158.0,-1.0,-1,-1.0,1673300.0,-1.0,-1.0,27304.0,14000.0,-1.0,119.0,465500.0,233500.0,-1.0,53900.0,800.0,-1.0,2905.0,-1.0,-1.0,6236.0,8070.0,75000.0,3000.0,10712.0,-1.0,-1,-1.0,726000.0,-1.0,-1.0,-1.0,-1,36658.0,28003.0,60400.0,-1.0,-1.0,2721.0,1057000.0,83000.0,-1.0,26.0,21900.0,-1,100000.0,2100.0,-1.0,-1.0,291.0,48.0,-1.0,-1.0,-1,9000.0,-1.0,1000.0,6570.0,44000.0,-1.0,58668.0,100000.0,-1.0,7500.0,1500.0,1397.0,6352.0
1982,-1.0,250.0,-1.0,109.0,-1.0,-1,-1.0,1820200.0,-1.0,-1.0,19722.0,18000.0,-1.0,25.0,631300.0,297400.0,-1.0,51400.0,575.0,-1.0,5210.0,-1.0,-1.0,6120.0,6372.0,75000.0,3000.0,9806.0,-1.0,-1,-1.0,818000.0,-1.0,-1.0,-1.0,-1,18215.0,27532.0,75100.0,-1.0,-1.0,844.0,1126000.0,80400.0,-1.0,-1.0,15695.0,-1,120000.0,2100.0,-1.0,-1.0,201.0,55.0,-1.0,-1.0,-1,6209.0,-1.0,1000.0,4930.0,44000.0,-1.0,42092.0,120000.0,-1.0,1898.0,1442.0,1039.0,7678.0
1983,-1.0,250.0,-1.0,93.0,-1.0,-1,-1.0,1404000.0,-1.0,-1.0,19874.0,24000.0,-1.0,90.0,429300.0,234700.0,-1.0,50000.0,500.0,-1.0,3389.0,-1.0,-1.0,5618.0,5742.0,73000.0,3000.0,8414.0,-1.0,-1,-1.0,864000.0,-1.0,-1.0,-1.0,-1,7304.0,30089.0,93360.0,-1.0,-1.0,950.0,1177000.0,75400.0,-1.0,-1.0,16185.0,-1,125000.0,2100.0,-1.0,-1.0,296.0,30.0,-1.0,-1.0,-1,7128.0,-1.0,1000.0,5302.0,40800.0,-1.0,47527.0,125000.0,-1.0,5000.0,440.0,480.0,7313.0
1984,-1.0,250.0,-1.0,83.0,-1.0,-1,2000.0,1487000.0,-1.0,-1.0,29827.0,34000.0,-1.0,70.0,720400.0,217700.0,-1.0,48600.0,625.0,-1.0,4294.0,-1.0,-1.0,6034.0,5918.0,77618.0,3000.0,8728.0,-1.0,-1,-1.0,804400.0,-1.0,-1.0,-1.0,-1,13912.0,28906.0,83060.0,-1.0,-1.0,835.0,1071000.0,50100.0,50.0,3.0,18400.0,-1,128000.0,2300.0,-1.0,-1.0,288.0,-1.0,-1.0,-1.0,-1,5895.0,-1.0,1000.0,5626.0,45800.0,-1.0,44476.0,128000.0,-1.0,7600.0,292.0,447.0,9662.0
1985,-1.0,400.0,-1.0,-1.0,-1.0,-1,3000.0,1395200.0,-1.0,-1.0,21197.0,28000.0,-1.0,100.0,740400.0,236300.0,-1.0,47100.0,500.0,-1.0,4650.0,-1.0,-1.0,5853.0,10275.0,67680.0,3000.0,9419.0,-1.0,-1,-1.0,603000.0,-1.0,-1.0,-1.0,-1,13167.0,28059.0,107270.0,-1.0,-1.0,584.0,1105000.0,76900.0,38.0,-1.0,16380.0,-1,132000.0,2400.0,-1.0,-1.0,303.0,-1.0,-1.0,-1.0,-1,6955.0,-1.0,1000.0,10150.0,58900.0,-1.0,43053.0,132000.0,-1.0,7700.0,125.0,564.0,10610.0
1986,-1.0,600.0,-1.0,-1.0,-1.0,-1,6000.0,1423700.0,-1.0,-1.0,24297.0,42000.0,-1.0,90.0,755400.0,276400.0,-1.0,45700.0,550.0,-1.0,3271.0,-1.0,-1.0,4525.0,7463.0,68337.0,3000.0,10491.0,-1.0,-1,-1.0,688000.0,-1.0,-1.0,-1.0,-1,10620.0,24343.0,76580.0,-1.0,-1.0,632.0,1053000.0,76400.0,34.0,15.0,18060.0,-1,136000.0,2400.0,-1.0,-1.0,474.0,-1.0,-1.0,-1.0,-1,12152.0,-1.0,1000.0,7338.0,47000.0,-1.0,36486.0,136000.0,-1.0,5400.0,125.0,642.0,7639.0
1987,-1.0,700.0,-1.0,-1.0,-1.0,-1,8000.0,1155300.0,-1.0,-1.0,15031.0,42000.0,-1.0,80.0,591300.0,187400.0,-1.0,44300.0,550.0,-1.0,4000.0,-1.0,-1.0,3864.0,8545.0,74146.0,1505.0,9856.0,-1.0,-1,-1.0,744500.0,-1.0,-1.0,-1.0,-1,8388.0,22861.0,70000.0,-1.0,-1.0,416.0,1069000.0,75800.0,35.0,-1.0,14700.0,-1,492000.0,2500.0,-1.0,-1.0,674.0,-1.0,-1.0,-1.0,-1,17552.0,-1.0,1000.0,8443.0,51300.0,-1.0,27713.0,492000.0,-1.0,5062.0,102.0,367.0,9835.0
1988,-1.0,800.0,-1.0,-1.0,-1.0,-1,15000.0,1150700.0,-1.0,-1.0,27000.0,42000.0,-1.0,90.0,501200.0,91500.0,-1.0,42900.0,600.0,-1.0,4000.0,-1.0,-1.0,3138.0,3100.0,75202.0,3144.0,8853.0,-1.0,-1,-1.0,655200.0,-1.0,-1.0,-1.0,-1,3544.0,24401.0,54540.0,-1.0,-1.0,14.0,1039000.0,74300.0,50.0,-1.0,17220.0,-1,580000.0,2600.0,-1.0,-1.0,222.0,-1.0,-1.0,-1.0,-1,10527.0,-1.0,1000.0,3000.0,55200.0,-1.0,31258.0,580000.0,-1.0,4900.0,100.0,392.0,10649.0
1989,-1.0,900.0,-1.0,-1.0,-1.0,-1,17400.0,1198900.0,-1.0,-1.0,30000.0,35000.0,-1.0,70.0,596900.0,66000.0,-1.0,41400.0,750.0,-1.0,6000.0,-1.0,-1.0,2165.0,3581.0,76305.0,3000.0,9235.0,-1.0,-1,-1.0,560400.0,-1.0,-1.0,-1.0,-1,7000.0,25990.0,50340.0,-1.0,-1.0,142.0,965000.0,78600.0,80.0,-1.0,17220.0,-1,445000.0,2700.0,-1.0,-1.0,122.0,-1.0,-1.0,-1.0,-1,8724.0,-1.0,1000.0,3431.0,59000.0,-1.0,34289.0,445000.0,-1.0,4340.0,150.0,517.0,11486.0
1990,-1.0,1000.0,-1.0,0.0,-1.0,-1,33700.0,1124400.0,-1.0,-1.0,30000.0,30000.0,-1.0,100.0,694000.0,102400.0,-1.0,40000.0,800.0,0.0,5535.0,0.0,-1.0,2806.0,1968.0,77077.0,1500.0,8683.0,0.0,-1,-1.0,565300.0,-1.0,0.0,-1.0,-1,4181.0,25402.0,69810.0,0.0,-1.0,159.0,850000.0,49900.0,34.0,20.0,13020.0,-1,595000.0,2784.0,-1.0,-1.0,35.0,0.0,-1.0,-1.0,-1,8578.0,-1.0,1003.0,1839.0,60927.0,-1.0,29630.0,595000.0,-1.0,2800.0,129.0,530.0,11722.0
1991,-1.0,1100.0,-1.0,0.0,-1.0,-1,91900.0,1099100.0,-1.0,-1.0,30000.0,25000.0,-1.0,110.0,499000.0,138400.0,-1.0,38600.0,550.0,0.0,4500.0,0.0,-1.0,2007.0,4499.0,77403.0,602.0,8202.0,0.0,-1,-1.0,572600.0,-1.0,8000.0,-1.0,-1,6603.0,17206.0,74000.0,0.0,-1.0,60.0,680000.0,47600.0,29.0,1010.0,18480.0,-1,570000.0,2800.0,-1.0,-1.0,65.0,0.0,-1.0,-1.0,-1,12240.0,-1.0,1040.0,4299.0,42281.0,-1.0,9672.0,570000.0,-1.0,2144.0,200.0,800.0,9675.0
1992,783.0,900.0,-1.0,0.0,125000.0,-1,144500.0,886200.0,127.0,-1.0,30000.0,22520.0,-1.0,600.0,252900.0,66770.0,-1.0,35274.0,613.0,0.0,2593.0,0.0,-1.0,251.0,7014.0,75118.0,600.0,8751.0,0.0,-1,-1.0,416400.0,158407.0,77600.0,-1.0,-1,6600.0,11433.0,75000.0,0.0,-1.0,50.0,-1.0,25800.0,50.0,0.0,16000.0,-1,636222.0,2900.0,5600.0,7600.0,-1.0,0.0,-1.0,-1.0,-1,5823.0,12700.0,1029.0,6764.0,41124.0,21200.0,5505.0,636222.0,327240.0,1176.0,250.0,1548.0,7142.0
1993,400.0,959.0,-1.0,0.0,96000.0,-1,161000.0,895000.0,-1.0,75000.0,17000.0,20000.0,-1.0,350.0,505800.0,77300.0,-1.0,39000.0,575.0,0.0,3800.0,-1.0,4200.0,1.0,3675.0,74867.0,838.0,8338.0,-1.0,-1,-1.0,206500.0,128000.0,30100.0,-1.0,-1,2700.0,-1.0,-1.0,-1.0,-1.0,110.0,-1.0,37700.0,59.0,0.0,13000.0,-1,605000.0,3000.0,5000.0,600.0,-1.0,-1.0,1276.0,7571.0,-1,2211.0,9100.0,1027.0,3375.0,49351.0,4500.0,4003.0,605000.0,262890.0,745.0,300.0,827.0,9218.0
1994,300.0,956.0,-1.0,0.0,83000.0,-1,73000.0,953000.0,-1.0,90000.0,16000.0,20866.0,-1.0,889.0,720300.0,69200.0,-1.0,32353.0,570.0,0.0,4700.0,-1.0,2900.0,2.0,8450.0,74526.0,885.0,7606.0,-1.0,-1,-1.0,141970.0,80000.0,28000.0,-1.0,-1,2500.0,-1.0,-1.0,-1.0,-1.0,8.0,-1.0,11000.0,41.0,72.0,15000.0,-1,667830.0,3200.0,5400.0,1500.0,-1.0,-1.0,1189.0,10118.0,-1,2000.0,5900.0,1032.0,8100.0,49491.0,9800.0,8120.0,667830.0,134770.0,1335.0,350.0,1120.0,11107.0
1995,200.0,952.0,-1.0,0.0,98000.0,-1,62000.0,948000.0,-1.0,112720.0,12000.0,22000.0,-1.0,1195.0,860000.0,59490.0,-1.0,30252.0,580.0,0.0,4300.0,-1.0,2404.0,346.0,8600.0,73202.0,900.0,7727.0,-1.0,-1,-1.0,152835.0,96000.0,54000.0,-1.0,-1,1500.0,-1.0,-1.0,4000.0,-1.0,10.0,-1.0,6594.0,58.0,11000.0,15714.0,-1,621060.0,3054.0,4400.0,1400.0,-1.0,-1.0,1111.0,4214.0,-1,1000.0,5600.0,1044.0,8200.0,54016.0,13200.0,13742.0,621060.0,177270.0,650.0,400.0,3520.0,11011.0
1996,139.0,953.0,-1.0,0.0,79000.0,-1,54000.0,843000.0,-1.0,177640.0,11000.0,18000.0,-1.0,3438.0,575000.0,37230.0,-1.0,28333.0,570.0,0.0,3900.0,-1.0,3000.0,179.0,14024.0,70400.0,1283.0,8306.0,-1.0,-1,-1.0,192700.0,53000.0,86000.0,-1.0,-1,3300.0,-1.0,-1.0,7400.0,-1.0,5.0,-1.0,7313.0,74.0,19871.0,14000.0,-1,644630.0,2972.0,2900.0,1300.0,-1.0,-1.0,1035.0,5899.0,-1,965.0,4000.0,1059.0,13600.0,44168.0,5600.0,5859.0,644630.0,153460.0,355.0,424.0,1500.0,11261.0
1997,323.0,951.0,-1.0,233.0,72200.0,-1,76000.0,827000.0,-1.0,134640.0,11000.0,16972.0,-1.0,3461.0,736500.0,59100.0,-1.0,26927.0,580.0,0.0,4300.0,-1.0,2600.0,11.0,8500.0,69890.0,1870.0,8346.0,-1.0,-1,-1.0,88740.0,32000.0,95027.0,-1.0,-1,3300.0,-1.0,-1.0,9500.0,-1.0,2.0,-1.0,9400.0,75.0,22000.0,15000.0,-1,601740.0,2887.0,3000.0,1600.0,-1.0,-1.0,932.0,4000.0,-1,402.0,1600.0,1075.0,8000.0,45201.0,6100.0,3724.0,601740.0,95130.0,355.0,500.0,3000.0,11303.0
1998,84.0,949.0,-1.0,497.0,75000.0,-1,101000.0,819000.0,-1.0,96240.0,9000.0,15000.0,-1.0,3871.0,857900.0,133140.0,-1.0,21925.0,585.0,0.0,3500.0,-1.0,2400.0,58.0,9580.0,69820.0,744.0,7974.0,-1.0,-1,-1.0,107075.0,26000.0,111048.0,-1.0,-1,2000.0,-1.0,-1.0,14100.0,-1.0,3.0,-1.0,2700.0,80.0,32599.0,15500.0,-1,571910.0,2800.0,3000.0,2200.0,-1.0,-1.0,322.0,4365.0,-1,1061.0,1000.0,1037.0,9080.0,43928.0,6200.0,2373.0,571910.0,77600.0,320.0,500.0,3000.0,10833.0
1999,115.0,947.0,-1.0,588.0,76400.0,-1,213000.0,749400.0,-1.0,91440.0,6000.0,14000.0,-1.0,10698.0,707000.0,154190.0,-1.0,18528.0,590.0,0.0,3800.0,-1.0,1304.0,100.0,10610.0,64345.0,600.0,7717.0,-1.0,-1,-1.0,101545.0,21000.0,199778.0,-1.0,-1,2500.0,-1.0,-1.0,34172.0,-1.0,10.0,-1.0,2000.0,81.0,25000.0,16000.0,-1,552000.0,2711.0,3000.0,2000.0,-1.0,-1.0,4235.0,7543.0,-1,1749.0,1400.0,1069.0,10110.0,49766.0,8800.0,3109.0,552000.0,65480.0,385.0,500.0,3000.0,12003.0
