,India,Ukraine,Kenya,Melanesia,Iceland,Serbia,Israel,Armenia,Tunisia,Viet Nam,United Kingdom,Uzbekistan,Canada,"China, mainland",Greece,Afghanistan,Zimbabwe,Iran (Islamic Republic of),Belgium,Papua New Guinea,South Africa,Spain,Norway,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Pakistan,Croatia,Senegal,Republic of Moldova,Kyrgyzstan,Costa Rica,Georgia,Germany,Slovenia,Austria,Morocco,Poland,Sweden,Switzerland,Mexico,USSR,Romania,Ecuador,Egypt,Bosnia and Herzegovina,Réunion,China,Ireland,Malta,Latvia,Yugoslav SFR,Portugal,Slovakia,Czechia,Azerbaijan,Montenegro,Kazakhstan,Estonia,Australia,France,Jordan,Lithuania,Finland,Netherlands,Russian Federation,Turkey,New Zealand,Italy,Belgium-Luxembourg
1972,1000.0,-1.0,-1.0,72000.0,13.0,-1.0,-1.0,-1.0,-1.0,5000.0,3500.0,-1.0,-1.0,1900.0,-1.0,60500.0,-1.0,10000.0,-1.0,72000.0,2476.0,-1.0,-1.0,-1.0,1589.0,15381.0,2099.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,29500.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,-1.0,-1.0,1900.0,3100.0,80.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,724.0,-1,-1,-1.0,-1.0,1020.0,-1.0,96700.0,865.0,-1.0,1300.0
1973,1000.0,-1.0,-1.0,74000.0,13.0,-1.0,-1.0,-1.0,-1.0,7000.0,2000.0,-1.0,-1.0,2200.0,-1.0,60500.0,-1.0,10000.0,-1.0,74000.0,2638.0,-1.0,-1.0,-1.0,1678.0,5157.0,2032.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,31000.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,2200.0,2600.0,84.0,-1.0,350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,600.0,-1,-1,-1.0,-1.0,1600.0,-1.0,90000.0,1078.0,-1.0,1200.0
1974,1000.0,-1.0,-1.0,76000.0,13.0,-1.0,-1.0,-1.0,-1.0,9000.0,2000.0,-1.0,-1.0,2500.0,-1.0,60500.0,-1.0,11000.0,-1.0,76000.0,2354.0,-1.0,-1.0,-1.0,1825.0,15419.0,2433.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,120.0,-1.0,32100.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,-1.0,-1.0,2500.0,2100.0,127.0,-1.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,599.0,-1,-1,-1.0,-1.0,1500.0,-1.0,90000.0,1226.0,-1.0,1300.0
1975,1000.0,-1.0,-1.0,76000.0,6.0,-1.0,-1.0,-1.0,-1.0,11000.0,3500.0,-1.0,-1.0,2500.0,-1.0,61000.0,-1.0,11000.0,-1.0,76000.0,2041.0,-1.0,-1.0,-1.0,2014.0,12900.0,2433.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,120.0,-1.0,33400.0,-1.0,-1.0,-1.0,-1.0,-1.0,70.0,-1.0,-1.0,2500.0,2100.0,129.0,-1.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,413.0,-1,-1,-1.0,-1.0,1200.0,-1.0,90000.0,1601.0,-1.0,950.0
1976,1000.0,-1.0,-1.0,77000.0,12.0,-1.0,-1.0,-1.0,-1.0,15000.0,3000.0,-1.0,-1.0,3000.0,-1.0,55000.0,-1.0,12000.0,-1.0,77000.0,2394.0,-1.0,-1.0,-1.0,2035.0,12445.0,2515.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,31900.0,-1.0,-1.0,-1.0,-1.0,805.0,90.0,-1.0,-1.0,3000.0,1500.0,132.0,-1.0,300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,488.0,-1,-1,-1.0,-1.0,800.0,-1.0,103000.0,1547.0,-1.0,900.0
1977,1000.0,-1.0,-1.0,77000.0,12.0,-1.0,-1.0,-1.0,-1.0,20000.0,4000.0,-1.0,-1.0,2800.0,-1.0,40000.0,-1.0,12000.0,-1.0,77000.0,825.0,-1.0,-1.0,-1.0,1964.0,11880.0,2502.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,33500.0,-1.0,-1.0,-1.0,-1.0,1529.0,140.0,-1.0,-1.0,2800.0,2400.0,144.0,-1.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1,-1,-1.0,-1.0,800.0,-1.0,90000.0,1564.0,-1.0,800.0
1978,1000.0,-1.0,-1.0,77000.0,12.0,-1.0,-1.0,-1.0,-1.0,30000.0,5000.0,-1.0,-1.0,2600.0,-1.0,60000.0,-1.0,12000.0,-1.0,77000.0,1755.0,-1.0,-1.0,-1.0,2413.0,11630.0,2291.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,34800.0,-1.0,-1.0,-1.0,-1.0,1739.0,100.0,-1.0,-1.0,2600.0,2100.0,265.0,-1.0,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1,-1,-1.0,-1.0,1000.0,-1.0,93000.0,2013.0,-1.0,300.0
1979,1000.0,-1.0,-1.0,78000.0,10.0,-1.0,-1.0,-1.0,-1.0,40000.0,4700.0,-1.0,-1.0,3000.0,-1.0,60000.0,-1.0,10000.0,-1.0,78000.0,1709.0,-1.0,-1.0,-1.0,3334.0,8173.0,2629.0,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,36400.0,-1.0,-1.0,-1.0,-1.0,1627.0,70.0,-1.0,-1.0,3000.0,1800.0,241.0,-1.0,50.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1,-1,-1.0,-1.0,400.0,-1.0,93000.0,2934.0,-1.0,280.0
1980,1000.0,-1.0,-1.0,78000.0,10.0,-1.0,-1.0,-1.0,-1.0,45000.0,6300.0,-1.0,-1.0,2800.0,-1.0,60000.0,-1.0,13000.0,-1.0,78000.0,1858.0,-1.0,-1.0,-1.0,3292.0,16053.0,2165.0,2709.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,120.0,-1.0,34400.0,-1.0,-1.0,-1.0,-1.0,1601.0,50.0,-1.0,-1.0,2800.0,1000.0,325.0,-1.0,150.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,600.0,-1,-1,-1.0,-1.0,900.0,-1.0,95000.0,2692.0,-1.0,400.0
1981,1000.0,-1.0,-1.0,77000.0,10.0,-1.0,-1.0,-1.0,-1.0,55000.0,5500.0,-1.0,-1.0,3000.0,-1.0,60000.0,-1.0,14000.0,-1.0,77000.0,1781.0,-1.0,-1.0,-1.0,4955.0,10530.0,1905.0,3852.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,31700.0,-1.0,-1.0,-1.0,-1.0,1719.0,40.0,-1.0,-1.0,3000.0,1600.0,329.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1,-1,-1.0,-1.0,900.0,-1.0,90000.0,4555.0,0.0,400.0
1982,1000.0,-1.0,-1.0,78000.0,10.0,-1.0,-1.0,-1.0,50.0,60000.0,2600.0,-1.0,-1.0,3200.0,-1.0,60000.0,-1.0,15930.0,-1.0,78000.0,1641.0,-1.0,-1.0,-1.0,6051.0,11570.0,2066.0,3986.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,31700.0,-1.0,-1.0,-1.0,-1.0,1981.0,50.0,-1.0,-1.0,3200.0,1200.0,508.0,-1.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,400.0,-1,-1,-1.0,-1.0,900.0,-1.0,90000.0,5651.0,-1.0,800.0
1983,1000.0,-1.0,-1.0,80000.0,10.0,-1.0,-1.0,-1.0,50.0,68000.0,4600.0,-1.0,-1.0,3500.0,100.0,59000.0,-1.0,4673.0,-1.0,80000.0,1554.0,-1.0,-1.0,-1.0,5800.0,12193.0,2719.0,4636.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,30300.0,-1.0,-1.0,-1.0,-1.0,1945.0,60.0,-1.0,-1.0,3500.0,1262.0,547.0,-1.0,130.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,-1,-1,-1.0,-1.0,1500.0,-1.0,97000.0,5500.0,200.0,900.0
1984,1000.0,-1.0,-1.0,81000.0,12.0,-1.0,-1.0,-1.0,60.0,72200.0,5400.0,-1.0,-1.0,3400.0,100.0,59000.0,20.0,11393.0,-1.0,81000.0,1470.0,-1.0,-1.0,-1.0,5300.0,11217.0,3235.0,4008.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,32000.0,-1.0,-1.0,-1.0,-1.0,2168.0,70.0,-1.0,20.0,3400.0,1526.0,500.0,-1.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,-1,-1,-1.0,-1.0,1300.0,-1.0,85000.0,5000.0,200.0,450.0
1985,1000.0,-1.0,-1.0,81000.0,10.0,-1.0,-1.0,-1.0,60.0,55800.0,5390.0,-1.0,-1.0,3500.0,100.0,59000.0,30.0,20095.0,-1.0,81000.0,1188.0,-1.0,-1.0,-1.0,5300.0,13406.0,3984.0,4439.0,-1.0,-1,-1,-1.0,1190.0,-1.0,-1.0,-1.0,1000.0,100.0,-1.0,2200.0,325.0,-1.0,-1.0,-1.0,2826.0,75.0,-1.0,20.0,3500.0,1482.0,400.0,-1.0,120.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,-1,-1,-1.0,-1.0,500.0,-1.0,90000.0,5000.0,200.0,440.0
1986,1000.0,-1.0,500.0,82000.0,10.0,-1.0,-1.0,-1.0,70.0,56900.0,3417.0,-1.0,-1.0,3400.0,100.0,58000.0,20.0,21241.0,-1.0,82000.0,875.0,-1.0,-1.0,-1.0,4800.0,12959.0,4020.0,3877.0,-1.0,-1,-1,-1.0,1750.0,-1.0,-1.0,-1.0,1000.0,200.0,-1.0,2000.0,350.0,-1.0,-1.0,-1.0,2684.0,130.0,-1.0,30.0,3400.0,1231.0,350.0,-1.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,300.0,-1,-1,-1.0,-1.0,1100.0,-1.0,85000.0,4500.0,200.0,560.0
1987,1000.0,-1.0,500.0,82000.0,10.0,-1.0,-1.0,-1.0,70.0,53900.0,3546.0,-1.0,-1.0,3300.0,800.0,58000.0,30.0,23371.0,-1.0,82000.0,1257.0,1000.0,-1.0,-1.0,4873.0,20135.0,4000.0,3410.0,-1.0,-1,-1,-1.0,3400.0,-1.0,-1.0,-1.0,1000.0,200.0,-1.0,1800.0,370.0,-1.0,-1.0,-1.0,3317.0,90.0,-1.0,30.0,3300.0,1000.0,300.0,-1.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,373.0,-1,-1,-1.0,-1.0,1100.0,-1.0,85000.0,4500.0,170.0,540.0
1988,1000.0,-1.0,500.0,83000.0,10.0,-1.0,-1.0,-1.0,80.0,45700.0,3431.0,-1.0,-1.0,6600.0,800.0,58000.0,30.0,19599.0,-1.0,83000.0,1496.0,1000.0,-1.0,-1.0,4588.0,18470.0,3000.0,2999.0,-1.0,-1,-1,-1.0,3400.0,-1.0,-1.0,-1.0,1700.0,400.0,-1.0,1600.0,396.0,-1.0,-1.0,-1.0,3335.0,95.0,-1.0,30.0,6600.0,700.0,280.0,-1.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,388.0,-1,-1,-1.0,-1.0,800.0,-1.0,90000.0,4200.0,170.0,415.0
1989,1000.0,-1.0,700.0,84000.0,10.0,-1.0,-1.0,-1.0,80.0,56900.0,2793.0,-1.0,-1.0,7000.0,1000.0,57000.0,40.0,36514.0,-1.0,84000.0,1420.0,1000.0,-1.0,-1.0,4273.0,12220.0,3000.0,3079.0,-1.0,-1,-1,-1.0,3000.0,-1.0,-1.0,-1.0,3300.0,400.0,-1.0,1190.0,435.0,-1.0,4000.0,-1.0,3471.0,150.0,-1.0,30.0,7000.0,500.0,250.0,-1.0,70.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,273.0,-1,-1,-1.0,-1.0,1100.0,-1.0,85000.0,4000.0,170.0,490.0
1990,1065.0,-1.0,682.0,85000.0,11.0,-1.0,-1.0,-1.0,100.0,100200.0,3188.0,-1.0,-1.0,7800.0,1200.0,56890.0,38.0,39891.0,-1.0,85000.0,876.0,1076.0,-1.0,-1.0,4077.0,17050.0,3310.0,3181.0,-1.0,-1,-1,-1.0,2750.0,-1.0,-1.0,-1.0,2800.0,600.0,-1.0,1200.0,552.0,15.0,5000.0,-1.0,2442.0,250.0,-1.0,50.0,7800.0,200.0,260.0,-1.0,50.0,128.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,877.0,-1,-1,-1.0,-1.0,700.0,-1.0,80000.0,3200.0,100.0,340.0
1991,823.0,-1.0,500.0,86000.0,14.0,-1.0,-1.0,-1.0,103.0,103500.0,3449.0,-1.0,-1.0,8000.0,1312.0,97359.0,50.0,46238.0,-1.0,86000.0,695.0,3727.0,-1.0,-1.0,3483.0,9610.0,4065.0,3583.0,-1.0,-1,-1,-1.0,1250.0,-1.0,-1.0,-1.0,3200.0,700.0,-1.0,1150.0,414.0,16.0,5300.0,2000.0,2521.0,400.0,-1.0,70.0,8000.0,138.0,250.0,-1.0,22.0,149.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,483.0,-1,-1,-1.0,-1.0,600.0,-1.0,82000.0,3000.0,102.0,400.0
1992,881.0,-1.0,549.0,87000.0,15.0,-1.0,-1.0,300.0,104.0,142800.0,2834.0,1000.0,-1.0,12000.0,1400.0,93972.0,30.0,25444.0,-1.0,87000.0,699.0,3401.0,-1.0,-1.0,4005.0,22500.0,3935.0,3584.0,400.0,-1,-1,2000.0,1000.0,1500.0,-1.0,970.0,3000.0,800.0,-1.0,1150.0,564.0,326.0,-1.0,1000.0,2111.0,450.0,300.0,56.0,12000.0,100.0,248.0,200.0,-1.0,200.0,-1.0,-1.0,-1.0,-1.0,-1.0,1096.0,1185.0,-1,-1,-1.0,-1.0,1300.0,-1.0,80000.0,2820.0,60.0,950.0
1993,938.0,-1.0,555.0,88000.0,15.0,-1.0,-1.0,100.0,105.0,140000.0,2688.0,1000.0,-1.0,14000.0,1436.0,90586.0,40.0,26207.0,-1.0,88000.0,671.0,2895.0,-1.0,150.0,4100.0,16060.0,4700.0,3344.0,389.0,-1,-1,1200.0,1171.0,1000.0,-1.0,931.0,3993.0,768.0,0.0,1160.0,432.0,3996.0,-1.0,5600.0,2030.0,500.0,311.0,47.0,14000.0,100.0,245.0,200.0,-1.0,100.0,-1.0,3000.0,-1.0,-1.0,-1.0,818.0,1300.0,-1,-1,-1.0,-1.0,1300.0,-1.0,76000.0,2800.0,0.0,1000.0
1994,999.0,-1.0,600.0,89000.0,15.0,-1.0,-1.0,200.0,106.0,135000.0,2100.0,1000.0,-1.0,19000.0,1463.0,87199.0,40.0,59000.0,-1.0,89000.0,684.0,1665.0,-1.0,297.0,3699.0,20050.0,5005.0,3662.0,389.0,-1,-1,1000.0,1000.0,2000.0,-1.0,599.0,5000.0,797.0,0.0,1190.0,407.0,5480.0,-1.0,3000.0,5967.0,521.0,328.0,40.0,19000.0,100.0,242.0,200.0,-1.0,127.0,-1.0,5000.0,-1.0,-1.0,-1.0,727.0,1000.0,-1,-1,-1.0,4000.0,1000.0,-1.0,78000.0,2699.0,-1.0,1000.0
1995,1051.0,2000.0,500.0,90000.0,15.0,-1.0,-1.0,300.0,107.0,130000.0,1900.0,1000.0,-1.0,18500.0,1474.0,83812.0,40.0,59000.0,-1.0,90000.0,634.0,1500.0,-1.0,400.0,3392.0,20135.0,5000.0,3700.0,389.0,-1,-1,100.0,1000.0,3000.0,-1.0,219.0,5000.0,827.0,1000.0,1120.0,417.0,7574.0,-1.0,2000.0,6527.0,550.0,345.0,40.0,18500.0,100.0,240.0,200.0,-1.0,125.0,200.0,3800.0,-1.0,-1.0,-1.0,500.0,800.0,-1,-1,-1.0,1000.0,1100.0,-1.0,75000.0,2592.0,-1.0,1000.0
1996,1100.0,900.0,600.0,90595.0,15.0,-1.0,-1.0,300.0,108.0,120000.0,2800.0,1000.0,-1.0,17200.0,1500.0,80426.0,40.0,74000.0,-1.0,90595.0,571.0,2000.0,-1.0,400.0,3701.0,16490.0,5000.0,3800.0,389.0,-1,-1,250.0,1000.0,1500.0,-1.0,205.0,5000.0,857.0,944.0,1100.0,420.0,9765.0,-1.0,2000.0,6039.0,580.0,362.0,40.0,17200.0,100.0,237.0,100.0,-1.0,125.0,100.0,3513.0,-1.0,-1.0,-1.0,513.0,1001.0,-1,-1,-1.0,500.0,1200.0,-1.0,74000.0,2700.0,-1.0,1050.0
1997,1200.0,1800.0,574.0,91000.0,15.0,-1.0,1300.0,300.0,110.0,100000.0,2300.0,1000.0,-1.0,20700.0,1465.0,77039.0,37.0,137000.0,-1.0,91000.0,578.0,2219.0,-1.0,300.0,3681.0,21680.0,7000.0,3900.0,388.0,-1,-1,1400.0,1000.0,1500.0,-1.0,100.0,5000.0,900.0,800.0,1100.0,360.0,5604.0,-1.0,4400.0,8675.0,600.0,380.0,41.0,20700.0,100.0,234.0,100.0,-1.0,124.0,134.0,3270.0,-1.0,-1.0,-1.0,743.0,1012.0,-1,-1,-1.0,800.0,1200.0,-1.0,73000.0,2669.0,-1.0,550.0
1998,1200.0,1900.0,650.0,93000.0,15.0,-1.0,1850.0,400.0,112.0,90000.0,4100.0,1000.0,-1.0,21500.0,1448.0,73652.0,30.0,47000.0,-1.0,93000.0,734.0,2500.0,-1.0,300.0,3920.0,21380.0,7000.0,3863.0,388.0,-1,-1,900.0,1000.0,1533.0,-1.0,165.0,5000.0,921.0,1509.0,1130.0,260.0,10646.0,-1.0,2200.0,7817.0,620.0,398.0,39.0,21500.0,100.0,232.0,200.0,-1.0,124.0,134.0,3268.0,600.0,-1.0,-1.0,882.0,1120.0,-1,-1,-1.0,994.0,1200.0,-1.0,65000.0,2800.0,-1.0,500.0
