,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Malawi,Eritrea,Rwanda,Portugal,Australia & New Zealand,Barbados,Mozambique,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Haiti,Bhutan,Belgium,Chad,Lesotho,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Malta,Colombia,Latvia,Sudan (former),Sweden,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,South Africa,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Paraguay,Bolivia (Plurinational State of),Peru,Yugoslav SFR,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Dominican Republic,South Sudan,Benin,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Czechia,Argentina,Cambodia,Timor-Leste,Costa Rica,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Italy,Australia,Panama,Lithuania,Netherlands,Mauritania,Angola,Turkey,Swaziland,Belgium-Luxembourg
1971,17500.0,2331.0,-1.0,-1.0,16468.0,1590.0,280.0,158841.0,80.0,438.0,-1.0,15100.0,-1.0,5000.0,0.0,2800.0,3154.0,7000.0,-1.0,4638.0,7790.0,428.0,0.0,0.0,4600.0,213.0,-1.0,4263.0,-1.0,-1.0,3840.0,0.0,-1.0,4750.0,470.0,0.0,140.0,1.0,234.0,-1.0,700.0,-1.0,21.0,146331.0,18.0,5499.0,-1.0,134.0,400.0,68.0,12600.0,0.0,9536.0,3100.0,-1.0,6300.0,3600.0,614.0,2000.0,3220.0,144000.0,-1.0,2192.0,15450.0,2772.0,126.0,4180.0,11907.0,-1.0,6462.0,-1.0,460.0,-1.0,1256.0,-1.0,1278.0,3802.0,13058.0,3880.0,402.0,2500.0,53.0,10700.0,82.0,6751.0,32205.0,3480.0,5840.0,13613.0,2280.0,153.0,2000.0,-1.0,4814.0,1400.0,294.0,1420.0,25600.0,224751.0,1831.0,26.0,0.0,130.0,3700.0,232.0,2103.0,50602.0,4200.0,22016.0,2361.0,3030.0,4900.0,0.0,0.0,3400.0,-1.0,19.0,20000.0,428.0,300.0,-1.0,917.0,0.0,3600.0,10600.0,62.0,329.0
1972,20300.0,2500.0,-1.0,-1.0,17140.0,1679.0,277.0,152618.0,80.0,450.0,-1.0,16800.0,-1.0,5142.0,0.0,2870.0,3563.0,7140.0,-1.0,4801.0,7421.0,204.0,0.0,0.0,5217.0,185.0,-1.0,3907.0,-1.0,-1.0,3840.0,0.0,-1.0,4750.0,627.0,0.0,180.0,1.0,260.0,-1.0,750.0,-1.0,21.0,146500.0,18.0,5655.0,-1.0,101.0,300.0,63.0,12600.0,0.0,8106.0,2500.0,-1.0,7000.0,3350.0,627.0,2000.0,2660.0,144000.0,-1.0,1691.0,17950.0,2820.0,154.0,4219.0,13139.0,-1.0,6319.0,-1.0,453.0,-1.0,1336.0,-1.0,1230.0,3773.0,10480.0,4476.0,431.0,2100.0,50.0,10000.0,86.0,6436.0,34926.0,4200.0,6032.0,15324.0,1432.0,165.0,1000.0,-1.0,5830.0,1400.0,252.0,1067.0,25600.0,259203.0,2075.0,31.0,0.0,215.0,3750.0,236.0,2117.0,56091.0,4200.0,17878.0,2521.0,2669.0,4550.0,0.0,0.0,2760.0,-1.0,18.0,17000.0,204.0,200.0,-1.0,1176.0,0.0,3600.0,10000.0,50.0,392.0
1973,16800.0,2392.0,-1.0,-1.0,15624.0,1574.0,308.0,171542.0,80.0,463.0,-1.0,18310.0,-1.0,4810.0,0.0,3010.0,3753.0,7280.0,-1.0,5602.0,7210.0,145.0,0.0,0.0,4182.0,156.0,-1.0,4081.0,-1.0,-1.0,3840.0,0.0,-1.0,4750.0,835.0,0.0,242.0,1.0,260.0,-1.0,700.0,-1.0,30.0,138392.0,21.0,5896.0,-1.0,101.0,300.0,241.0,11700.0,0.0,8867.0,2400.0,-1.0,7200.0,3620.0,645.0,2400.0,1400.0,136000.0,-1.0,2344.0,20400.0,2604.0,196.0,4331.0,12180.0,-1.0,7055.0,-1.0,478.0,-1.0,1672.0,-1.0,1028.0,4858.0,9669.0,4552.0,526.0,2400.0,46.0,9600.0,82.0,7124.0,33566.0,5200.0,6136.0,12413.0,1288.0,273.0,900.0,-1.0,7658.0,1400.0,210.0,1421.0,26000.0,250830.0,2366.0,30.0,0.0,130.0,3703.0,244.0,2062.0,46556.0,4320.0,18842.0,2515.0,2667.0,4550.0,0.0,0.0,3320.0,-1.0,20.0,15000.0,145.0,274.0,-1.0,1302.0,0.0,3600.0,10000.0,36.0,431.0
1974,20300.0,2420.0,-1.0,-1.0,16892.0,1651.0,353.0,165837.0,80.0,475.0,-1.0,14640.0,-1.0,4850.0,0.0,3010.0,3943.0,7525.0,-1.0,5718.0,7330.0,342.0,0.0,0.0,7273.0,108.0,-1.0,4414.0,-1.0,-1.0,3400.0,0.0,-1.0,4800.0,1202.0,0.0,226.0,1.0,260.0,-1.0,850.0,-1.0,30.0,138420.0,21.0,7846.0,-1.0,198.0,250.0,18.0,12060.0,0.0,8162.0,3200.0,-1.0,10700.0,4010.0,664.0,3000.0,1195.0,136000.0,-1.0,2021.0,20365.0,3300.0,207.0,4256.0,12075.0,-1.0,7620.0,-1.0,470.0,-1.0,1670.0,-1.0,1090.0,4589.0,8054.0,5028.0,472.0,2700.0,46.0,9600.0,81.0,6129.0,39009.0,5600.0,6248.0,9812.0,1504.0,295.0,750.0,-1.0,10558.0,1400.0,210.0,1421.0,26400.0,262503.0,2570.0,24.0,0.0,195.0,3405.0,248.0,2227.0,52579.0,4320.0,17586.0,2377.0,3162.0,3766.0,0.0,0.0,2500.0,-1.0,21.0,12000.0,342.0,365.0,-1.0,1306.0,0.0,3600.0,9400.0,42.0,564.0
1975,20300.0,2747.0,-1.0,-1.0,14924.0,1819.0,491.0,162367.0,76.0,488.0,-1.0,10800.0,-1.0,4770.0,0.0,3080.0,4133.0,7770.0,-1.0,6086.0,6576.0,370.0,0.0,0.0,6123.0,72.0,-1.0,4085.0,-1.0,-1.0,3600.0,0.0,-1.0,4850.0,1376.0,0.0,269.0,2.0,286.0,-1.0,1000.0,-1.0,30.0,138747.0,27.0,6565.0,-1.0,156.0,200.0,13.0,13230.0,0.0,9786.0,3012.0,-1.0,10400.0,3510.0,695.0,3200.0,1212.0,136000.0,-1.0,2432.0,21745.0,3804.0,210.0,4416.0,11130.0,-1.0,7800.0,-1.0,452.0,-1.0,1819.0,-1.0,1199.0,4648.0,7276.0,4567.0,423.0,2200.0,46.0,9300.0,78.0,5908.0,34019.0,6800.0,6360.0,13368.0,1576.0,264.0,750.0,-1.0,10549.0,1440.0,210.0,1103.0,26000.0,246135.0,2432.0,18.0,0.0,75.0,2130.0,252.0,2294.0,39475.0,5520.0,16618.0,2581.0,3230.0,4893.0,0.0,0.0,3620.0,-1.0,23.0,12000.0,370.0,376.0,-1.0,1124.0,0.0,3600.0,10200.0,54.0,430.0
1976,21000.0,2800.0,-1.0,-1.0,14848.0,1839.0,487.0,182041.0,100.0,500.0,-1.0,14650.0,-1.0,4780.0,0.0,3080.0,4180.0,8050.0,-1.0,6398.0,6504.0,466.0,0.0,0.0,3938.0,55.0,-1.0,3498.0,-1.0,-1.0,4138.0,0.0,-1.0,4750.0,677.0,0.0,525.0,2.0,286.0,-1.0,1000.0,-1.0,30.0,138800.0,23.0,7527.0,-1.0,84.0,200.0,18.0,15750.0,0.0,11676.0,1324.0,-1.0,9300.0,3735.0,714.0,3600.0,2302.0,136000.0,-1.0,2218.0,16917.0,4008.0,196.0,4049.0,10640.0,-1.0,8280.0,-1.0,461.0,-1.0,1680.0,-1.0,1267.0,4900.0,7429.0,4733.0,300.0,2000.0,43.0,9000.0,79.0,5593.0,34927.0,7000.0,6464.0,26109.0,1504.0,291.0,1250.0,-1.0,12950.0,1520.0,210.0,968.0,26000.0,249897.0,2419.0,19.0,0.0,455.0,2465.0,252.0,2307.0,48922.0,6240.0,13728.0,2242.0,3298.0,6006.0,0.0,0.0,4120.0,-1.0,18.0,11500.0,466.0,376.0,-1.0,1073.0,0.0,3600.0,10400.0,53.0,445.0
1977,18900.0,2817.0,-1.0,-1.0,16572.0,1895.0,441.0,184690.0,112.0,505.0,-1.0,15800.0,-1.0,4630.0,0.0,2800.0,4418.0,8190.0,-1.0,6448.0,6828.0,215.0,0.0,0.0,4361.0,59.0,-1.0,2975.0,-1.0,-1.0,4057.0,0.0,-1.0,4500.0,559.0,0.0,525.0,1.0,293.0,-1.0,776.0,-1.0,32.0,122817.0,22.0,7209.0,-1.0,204.0,300.0,28.0,22500.0,0.0,13409.0,1393.0,-1.0,10400.0,3990.0,775.0,3800.0,2729.0,120000.0,-1.0,2394.0,19400.0,5172.0,303.0,3830.0,9695.0,-1.0,8700.0,-1.0,477.0,-1.0,2111.0,-1.0,1715.0,4193.0,7558.0,4584.0,387.0,2100.0,46.0,8800.0,78.0,3454.0,37648.0,7760.0,6540.0,25326.0,1744.0,273.0,1350.0,-1.0,10780.0,1400.0,210.0,1160.0,26000.0,251913.0,2380.0,21.0,0.0,500.0,1065.0,240.0,1835.0,47407.0,6240.0,12706.0,1486.0,3482.0,6391.0,0.0,0.0,4240.0,-1.0,20.0,11000.0,215.0,352.0,-1.0,1197.0,0.0,3300.0,10000.0,53.0,546.0
1978,18900.0,2832.0,-1.0,-1.0,17360.0,2011.0,302.0,168497.0,120.0,513.0,-1.0,17200.0,-1.0,4630.0,0.0,2800.0,4921.0,7910.0,-1.0,7146.0,6312.0,193.0,0.0,0.0,3114.0,59.0,-1.0,3225.0,-1.0,-1.0,3587.0,0.0,-1.0,4250.0,468.0,0.0,419.0,1.0,293.0,-1.0,749.0,-1.0,30.0,138832.0,22.0,7306.0,-1.0,100.0,250.0,53.0,22500.0,0.0,13199.0,1252.0,-1.0,13200.0,3500.0,1268.0,4200.0,3576.0,136000.0,-1.0,1920.0,11350.0,4884.0,260.0,3844.0,10647.0,-1.0,9120.0,-1.0,468.0,-1.0,1857.0,-1.0,1598.0,2380.0,5681.0,5327.0,350.0,2100.0,34.0,8300.0,91.0,3359.0,35834.0,7120.0,6584.0,25462.0,1328.0,294.0,1350.0,-1.0,16520.0,1000.0,210.0,1000.0,26160.0,244602.0,2532.0,21.0,0.0,500.0,1000.0,176.0,2006.0,50640.0,6000.0,8354.0,1687.0,3120.0,6013.0,0.0,0.0,4600.0,-1.0,18.0,10000.0,193.0,337.0,-1.0,1012.0,0.0,3300.0,11000.0,28.0,356.0
1979,20300.0,2743.0,-1.0,-1.0,18380.0,2115.0,561.0,185736.0,116.0,520.0,-1.0,21700.0,-1.0,4360.0,0.0,2800.0,5577.0,8190.0,-1.0,7715.0,6617.0,149.0,0.0,0.0,2967.0,57.0,-1.0,3145.0,-1.0,-1.0,3600.0,0.0,-1.0,4000.0,321.0,0.0,451.0,1.0,293.0,-1.0,654.0,-1.0,30.0,138743.0,20.0,7501.0,-1.0,124.0,300.0,105.0,22500.0,0.0,13284.0,1211.0,-1.0,8000.0,3120.0,1343.0,4400.0,3745.0,136000.0,-1.0,1955.0,11200.0,4788.0,267.0,3887.0,9688.0,-1.0,9240.0,-1.0,423.0,-1.0,2052.0,-1.0,1240.0,2688.0,5781.0,5408.0,277.0,2000.0,32.0,7800.0,100.0,3154.0,48081.0,6800.0,6964.0,26842.0,1480.0,284.0,1955.0,-1.0,17010.0,800.0,189.0,880.0,26400.0,278958.0,2413.0,22.0,0.0,510.0,928.0,130.0,1940.0,59015.0,5880.0,9544.0,1830.0,2938.0,3577.0,0.0,0.0,4500.0,-1.0,15.0,9500.0,149.0,267.0,-1.0,872.0,0.0,3300.0,11400.0,28.0,294.0
1980,20300.0,2579.0,-1.0,-1.0,19764.0,1425.0,486.0,201077.0,120.0,525.0,-1.0,20500.0,-1.0,3800.0,0.0,2356.0,7600.0,8400.0,-1.0,7817.0,5870.0,256.0,0.0,0.0,3767.0,75.0,-1.0,3142.0,-1.0,-1.0,3600.0,0.0,-1.0,3750.0,358.0,0.0,565.0,1.0,293.0,-1.0,2076.0,-1.0,30.0,138579.0,18.0,7625.0,-1.0,101.0,300.0,63.0,22500.0,0.0,14129.0,1106.0,-1.0,7300.0,2930.0,1319.0,4600.0,2537.0,136000.0,-1.0,3205.0,14950.0,2994.0,429.0,3161.0,11627.0,-1.0,9300.0,-1.0,437.0,-1.0,2200.0,-1.0,1369.0,3115.0,5890.0,5284.0,306.0,1948.0,30.0,7700.0,122.0,3791.0,60328.0,6200.0,7168.0,29184.0,2072.0,282.0,1705.0,-1.0,15526.0,2000.0,202.0,947.0,26640.0,271155.0,1834.0,22.0,0.0,450.0,1052.0,120.0,2139.0,72242.0,5760.0,7992.0,2034.0,3288.0,8820.0,0.0,0.0,4600.0,-1.0,18.0,9000.0,256.0,454.0,-1.0,907.0,0.0,3300.0,10500.0,44.0,419.0
