,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Malawi,Eritrea,Rwanda,Portugal,Australia & New Zealand,Barbados,Mozambique,Guatemala,Algeria,Slovenia,Madagascar,Tajikistan,Ukraine,Haiti,Bhutan,Belgium,Chad,Lesotho,Switzerland,Sri Lanka,Grenada,Uruguay,Azerbaijan,Egypt,Bosnia and Herzegovina,Réunion,China,Malta,Colombia,Latvia,Sudan (former),Sweden,Lebanon,United Republic of Tanzania,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,South Africa,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Paraguay,Bolivia (Plurinational State of),Peru,Yugoslav SFR,Serbia and Montenegro,Cameroon,Serbia,Germany,Armenia,Dominican Republic,South Sudan,Benin,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Thailand,Somalia,Czechoslovakia,Cuba,Czechia,Argentina,Cambodia,Timor-Leste,Costa Rica,Democratic People's Republic of Korea,India,El Salvador,Austria,Niger,Morocco,Ethiopia PDR,Congo,Republic of Korea,Mexico,USSR,Romania,Ecuador,Honduras,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Italy,Australia,Panama,Lithuania,Netherlands,Mauritania,Angola,Turkey,Swaziland,Belgium-Luxembourg
2003,16800.0,383.0,5000.0,432.0,82960.0,1525.0,103.0,173031.0,97.0,804.0,12048.0,15917.0,1900.0,1652.0,6.0,4801.0,10474.0,14774.0,615.0,9580.0,278.0,1512.0,50.0,23100.0,6210.0,60.0,59.0,5398.0,40.0,5000.0,2092.0,24.0,550.0,8759.0,417.0,0.0,172.0,2.0,348.0,0.0,7000.0,698.0,145.0,92223.0,12.0,7387.0,100.0,252.0,95.0,14.0,36495.0,0.0,3184.0,200.0,230.0,5620.0,1168.0,2388.0,8614.0,2859.0,91840.0,2884.0,8339.0,40600.0,4410.0,1986.0,3898.0,-1.0,1795.0,13554.0,-1.0,0.0,170.0,1223.0,-1.0,2451.0,11039.0,4000.0,10512.0,210.0,1466.0,0.0,4868.0,207.0,462.0,30000.0,1894.0,5900.0,11232.0,5360.0,-1.0,3600.0,3.0,9366.0,1564.0,248.0,654.0,28800.0,263484.0,4004.0,0.0,37.0,1100.0,-1.0,176.0,407.0,54678.0,-1.0,920.0,7450.0,5053.0,14217.0,160.0,1153.0,3544.0,56.0,18.0,4000.0,1512.0,166.0,460.0,958.0,203.0,9970.0,15500.0,63.0,-1.0
2004,19250.0,442.0,5000.0,196.0,87440.0,1517.0,104.0,158634.0,117.0,811.0,12050.0,15919.0,1700.0,1642.0,3.0,3322.0,10574.0,16369.0,503.0,9391.0,231.0,1817.0,25.0,32354.0,6166.0,36.0,66.0,4835.0,70.0,4100.0,2460.0,30.0,500.0,8771.0,516.0,0.0,193.0,2.0,351.0,0.0,7000.0,673.0,160.0,98042.0,12.0,8100.0,100.0,269.0,85.0,12.0,40265.0,0.0,2825.0,190.0,120.0,4930.0,1175.0,2563.0,7959.0,2226.0,97600.0,3113.0,9729.0,41400.0,4500.0,1911.0,3901.0,-1.0,1704.0,12355.0,-1.0,0.0,160.0,1301.0,-1.0,2553.0,13097.0,4000.0,9724.0,210.0,1091.0,0.0,4800.0,240.0,557.0,35000.0,1829.0,6116.0,9744.0,5946.0,-1.0,3000.0,0.0,10192.0,2423.0,260.0,654.0,28000.0,241410.0,5661.0,0.0,38.0,850.0,-1.0,176.0,322.0,52381.0,-1.0,1160.0,2573.0,5633.0,14350.0,270.0,1250.0,3340.0,51.0,17.0,4000.0,1817.0,166.0,780.0,470.0,134.0,10547.0,14120.0,65.0,-1.0
2005,16100.0,382.0,5000.0,203.0,95840.0,1501.0,96.0,169739.0,107.0,821.0,8184.0,15455.0,1700.0,1730.0,6.0,4620.0,9244.0,16980.0,35.0,10691.0,324.0,1260.0,40.0,31731.0,6210.0,45.0,74.0,4894.0,60.0,3000.0,2158.0,73.0,600.0,8516.0,1394.0,0.0,174.0,1.0,348.0,1296.0,7000.0,645.0,164.0,76382.0,12.0,7838.0,120.0,280.0,100.0,14.0,16875.0,0.0,3078.0,190.0,55.0,5488.0,1100.0,2844.0,7880.0,2992.0,76000.0,3129.0,8227.0,42450.0,5100.0,1889.0,3115.0,-1.0,1704.0,12772.0,-1.0,0.0,170.0,1396.0,-1.0,1912.0,12488.0,3500.0,10036.0,210.0,750.0,0.0,4600.0,222.0,239.0,33000.0,1907.0,6170.0,17300.0,5200.0,-1.0,2800.0,0.0,16472.0,3360.0,279.0,561.0,29600.0,256479.0,4019.0,0.0,39.0,904.0,-1.0,184.0,277.0,54290.0,-1.0,1160.0,2171.0,3870.0,14700.0,320.0,1365.0,4000.0,51.0,20.0,4000.0,1260.0,172.0,820.0,420.0,154.0,9621.0,12905.0,87.0,-1.0
2006,15750.0,311.0,3500.0,490.0,101480.0,1638.0,54.0,159036.0,98.0,819.0,11168.0,15310.0,1700.0,1780.0,5.0,3941.0,10389.0,18221.0,8.0,10746.0,190.0,1993.0,25.0,36645.0,10565.0,42.0,59.0,4937.0,56.0,3700.0,4320.0,77.0,300.0,6500.0,1191.0,0.0,175.0,2.0,358.0,1196.0,8000.0,658.0,161.0,79271.0,12.0,8493.0,100.0,285.0,90.0,12.0,41343.0,0.0,1341.0,190.0,50.0,5073.0,1100.0,2694.0,10921.0,2809.0,78960.0,3412.0,8336.0,43500.0,5100.0,2058.0,4606.0,-1.0,-1.0,11973.0,1568.0,0.0,180.0,1348.0,-1.0,3390.0,10738.0,3500.0,11136.0,45.0,810.0,0.0,4400.0,216.0,347.0,33000.0,1920.0,7789.0,9130.0,5086.0,-1.0,2800.0,0.0,17590.0,2880.0,292.0,481.0,28000.0,300000.0,5426.0,0.0,45.0,904.0,-1.0,192.0,342.0,50654.0,-1.0,820.0,2049.0,3144.0,15400.0,220.0,1314.0,2940.0,51.0,17.0,4000.0,1993.0,190.0,1000.0,410.0,199.0,12609.0,10925.0,75.0,-1.0
2007,15050.0,332.0,4500.0,238.0,109040.0,1677.0,44.0,158701.0,104.0,822.0,11572.0,13907.0,1700.0,1650.0,5.0,3645.0,9446.0,18220.0,2.0,10097.0,157.0,2025.0,18.0,32949.0,11617.0,31.0,60.0,5027.0,54.0,1800.0,4000.0,78.0,400.0,5749.0,612.0,0.0,187.0,2.0,360.0,1296.0,8000.0,658.0,149.0,80332.0,12.0,8561.0,160.0,306.0,95.0,14.0,33729.0,0.0,1435.0,190.0,50.0,6040.0,1040.0,2867.0,10459.0,2115.0,80000.0,3291.0,8610.0,32550.0,3325.0,1805.0,4630.0,-1.0,-1.0,12491.0,1496.0,0.0,200.0,1183.0,-1.0,3427.0,9002.0,3700.0,9892.0,30.0,644.0,0.0,4000.0,222.0,134.0,33000.0,1859.0,7858.0,8698.0,4704.0,-1.0,3100.0,0.0,17858.0,2032.0,311.0,452.0,29600.0,240000.0,5938.0,0.0,44.0,0.0,-1.0,192.0,334.0,48930.0,-1.0,4210.0,2132.0,3251.0,15400.0,160.0,1356.0,3020.0,12.0,16.0,4000.0,2025.0,149.0,500.0,410.0,198.0,11250.0,9785.0,79.0,-1.0
2008,15400.0,331.0,6000.0,217.0,108800.0,1624.0,51.0,171107.0,130.0,828.0,12201.0,14410.0,1700.0,1650.0,6.0,4263.0,8919.0,19147.0,171.0,10376.0,90.0,2456.0,18.0,35000.0,7909.0,48.0,60.0,5083.0,79.0,2100.0,4090.0,74.0,400.0,7253.0,380.0,0.0,171.0,2.0,367.0,1460.0,8000.0,666.0,174.0,72331.0,12.0,8001.0,220.0,250.0,95.0,10.0,39074.0,0.0,2005.0,190.0,30.0,7140.0,780.0,3056.0,8917.0,1997.0,72000.0,3144.0,8949.0,30800.0,3684.0,2087.0,5028.0,-1.0,-1.0,14642.0,1484.0,0.0,200.0,1350.0,-1.0,3020.0,8491.0,3800.0,8296.0,30.0,366.0,0.0,4500.0,247.0,110.0,33000.0,2214.0,7927.0,8640.0,5502.0,-1.0,2300.0,0.0,19528.0,2212.0,305.0,689.0,30000.0,180000.0,7183.0,0.0,50.0,0.0,-1.0,200.0,318.0,50300.0,-1.0,3615.0,1873.0,4775.0,15750.0,290.0,1638.0,3000.0,15.0,20.0,4000.0,2456.0,151.0,700.0,410.0,198.0,20623.0,9745.0,83.0,-1.0
2009,15050.0,331.0,7000.0,217.0,108480.0,1691.0,87.0,146222.0,126.0,844.0,11868.0,12908.0,1500.0,1700.0,5.0,4047.0,8630.0,20306.0,173.0,9578.0,88.0,2021.0,25.0,48884.0,14358.0,36.0,56.0,5083.0,84.0,2000.0,4800.0,88.0,450.0,8456.0,1260.0,0.0,206.0,2.0,354.0,1460.0,8000.0,644.0,176.0,72891.0,12.0,7680.0,260.0,236.0,95.0,29.0,54391.0,0.0,1621.0,190.0,60.0,8110.0,1220.0,3159.0,10365.0,2497.0,72560.0,3815.0,7794.0,31650.0,3406.0,4101.0,4873.0,-1.0,-1.0,17151.0,1419.0,0.0,200.0,1463.0,-1.0,2562.0,9527.0,3500.0,6477.0,30.0,1198.0,0.0,4000.0,248.0,91.0,33000.0,2367.0,8521.0,8650.0,5575.0,-1.0,2000.0,0.0,18787.0,2600.0,293.0,813.0,30400.0,330000.0,4715.0,0.0,50.0,0.0,-1.0,192.0,288.0,56615.0,-1.0,2997.0,2079.0,3976.0,15160.0,320.0,1703.0,2940.0,20.0,8.0,4000.0,2021.0,125.0,600.0,410.0,200.0,20748.0,10326.0,88.0,-1.0
2010,18491.0,448.0,7000.0,217.0,108560.0,1910.0,67.0,156317.0,147.0,688.0,16585.0,14856.0,1500.0,1700.0,3.0,4972.0,10690.0,19571.0,213.0,10255.0,86.0,3888.0,30.0,49000.0,14608.0,37.0,56.0,6006.0,87.0,2100.0,4400.0,90.0,450.0,7712.0,855.0,0.0,175.0,2.0,326.0,1465.0,9000.0,651.0,216.0,75450.0,12.0,7510.0,440.0,204.0,95.0,28.0,33195.0,0.0,1504.0,190.0,100.0,6320.0,1180.0,3108.0,8618.0,2456.0,75002.0,3838.0,10902.0,32700.0,3719.0,2929.0,4735.0,-1.0,-1.0,21468.0,1369.0,0.0,200.0,1540.0,-1.0,1979.0,9000.0,3000.0,6611.0,36.0,1991.0,0.0,4000.0,271.0,62.0,33000.0,2720.0,8600.0,8880.0,6849.0,-1.0,1900.0,0.0,19100.0,2720.0,337.0,883.0,30400.0,330000.0,4491.0,0.0,70.0,0.0,-1.0,200.0,263.0,45181.0,-1.0,2513.0,2161.0,3872.0,13250.0,200.0,1703.0,3200.0,7.0,9.0,4000.0,3888.0,137.0,800.0,410.0,236.0,23607.0,9463.0,89.0,-1.0
2011,23853.0,552.0,8200.0,203.0,110000.0,1863.0,42.0,127313.0,134.0,687.0,18344.0,12250.0,1500.0,1700.0,5.0,5075.0,10724.0,21778.0,215.0,14397.0,86.0,2475.0,30.0,55286.0,14871.0,47.0,56.0,6624.0,90.0,1700.0,3680.0,92.0,400.0,10324.0,745.0,0.0,180.0,2.0,358.0,1532.0,8000.0,649.0,220.0,68450.0,12.0,7633.0,520.0,216.0,100.0,29.0,56943.0,0.0,771.0,190.0,100.0,5080.0,1330.0,3933.0,12587.0,1887.0,67898.0,3315.0,10617.0,33450.0,3750.0,4377.0,4927.0,-1.0,-1.0,13003.0,903.0,0.0,200.0,1445.0,-1.0,2224.0,8500.0,3000.0,6364.0,42.0,1964.0,0.0,3500.0,335.0,100.0,47000.0,2688.0,8800.0,8794.0,7200.0,-1.0,2400.0,0.0,21000.0,2600.0,347.0,862.0,28000.0,273000.0,5971.0,0.0,72.0,0.0,-1.0,220.0,344.0,51015.0,-1.0,2414.0,1450.0,5332.0,12267.0,340.0,1719.0,3140.0,10.0,10.0,4000.0,2475.0,130.0,900.0,410.0,237.0,35755.0,9317.0,88.0,-1.0
2012,23669.0,440.0,8600.0,210.0,110000.0,1830.0,41.0,121652.0,118.0,631.0,16323.0,9103.0,1500.0,1700.0,5.0,5075.0,10868.0,21501.0,215.0,14400.0,103.0,1710.0,30.0,54374.0,15000.0,43.0,70.0,7183.0,100.0,1800.0,5480.0,92.0,400.0,10379.0,739.0,0.0,184.0,2.0,338.0,1546.0,8000.0,589.0,220.0,74440.0,12.0,3649.0,1000.0,-1.0,100.0,29.0,51812.0,0.0,1326.0,60.0,150.0,5120.0,1500.0,5299.0,13436.0,2078.0,74000.0,2493.0,10143.0,33600.0,4200.0,5331.0,4874.0,-1.0,-1.0,15720.0,835.0,0.0,200.0,1573.0,204.0,2267.0,5950.0,3000.0,6074.0,42.0,2019.0,0.0,3800.0,405.0,101.0,37000.0,2600.0,8800.0,9000.0,6400.0,-1.0,2300.0,0.0,10150.0,2600.0,349.0,69.0,28800.0,273000.0,10900.0,0.0,71.0,0.0,-1.0,230.0,485.0,54939.0,-1.0,2546.0,1477.0,6020.0,11536.0,400.0,1970.0,3120.0,5.0,9.0,4000.0,1710.0,235.0,900.0,410.0,244.0,38352.0,8476.0,89.0,-1.0
2013,26641.0,406.0,8700.0,210.0,109600.0,1805.0,48.0,136059.0,117.0,650.0,16166.0,9250.0,1500.0,1700.0,2.0,4876.0,10379.0,23097.0,193.0,13976.0,103.0,1575.0,30.0,31878.0,15200.0,49.0,70.0,4746.0,100.0,1900.0,6251.0,100.0,400.0,10580.0,708.0,0.0,190.0,2.0,332.0,1527.0,8100.0,438.0,244.0,48406.0,12.0,4064.0,1000.0,-1.0,100.0,25.0,51048.0,0.0,1760.0,60.0,150.0,5150.0,1500.0,5459.0,15945.0,2444.0,48000.0,2916.0,8540.0,33700.0,4200.0,4882.0,4606.0,-1.0,-1.0,15993.0,737.0,0.0,200.0,1609.0,54.0,2331.0,8638.0,3000.0,6080.0,42.0,1300.0,0.0,3800.0,353.0,101.0,46000.0,729.0,18364.0,9000.0,6918.0,-1.0,2500.0,0.0,10150.0,2600.0,342.0,137.0,29000.0,300000.0,4347.0,0.0,69.0,0.0,-1.0,207.0,410.0,53220.0,-1.0,2123.0,1477.0,6106.0,11048.0,290.0,1780.0,3140.0,5.0,10.0,4000.0,1575.0,205.0,1400.0,410.0,248.0,39191.0,9111.0,75.0,-1.0
2014,26641.0,406.0,8500.0,210.0,109600.0,1805.0,48.0,136059.0,117.0,650.0,16166.0,9250.0,1500.0,1700.0,2.0,4876.0,10379.0,23097.0,193.0,13976.0,103.0,1575.0,30.0,31878.0,15200.0,49.0,70.0,4746.0,100.0,1900.0,6251.0,100.0,400.0,10580.0,708.0,0.0,190.0,2.0,332.0,1463.0,8100.0,438.0,244.0,48406.0,12.0,4064.0,1000.0,-1.0,100.0,25.0,51048.0,0.0,1760.0,60.0,150.0,5150.0,1500.0,5459.0,13543.0,2444.0,48000.0,2918.0,8540.0,33700.0,4200.0,4882.0,4606.0,-1.0,-1.0,15993.0,737.0,4000.0,200.0,1609.0,54.0,2331.0,8638.0,3000.0,6080.0,42.0,1300.0,0.0,3800.0,353.0,101.0,46000.0,729.0,18364.0,9000.0,6918.0,-1.0,2500.0,0.0,10150.0,2600.0,342.0,126.0,29000.0,300000.0,4347.0,0.0,69.0,0.0,-1.0,207.0,410.0,53220.0,-1.0,2123.0,1477.0,6106.0,11048.0,290.0,1857.0,400.0,5.0,10.0,4000.0,1575.0,205.0,1400.0,410.0,211.0,39191.0,9111.0,75.0,-1.0
